blocknumber,volume ZRX for 5% slippage
11963650,23889.213288248593
11963800,23889.213288248593
11963950,23901.3837620601
11964100,24073.109103313258
11964250,23832.96697738524
11964400,23689.466901727563
11964550,23677.997161439405
11964700,23676.00011309193
11964850,23676.00011309193
11965000,23686.121297302514
11965150,23913.881375017725
11965300,23913.881375017725
11965450,24190.646455758808
11965600,24143.06448570386
11965750,24297.20763512279
11965900,24306.436224797308
11966050,24254.051092557816
11966200,24254.051092557816
11966350,24057.27261802435
11966500,23965.3812640195
11966650,24092.842353290038
11966800,23980.90776451308
11966950,23996.18135364712
11967100,23673.463071873153
11967250,23616.0613902956
11967400,23502.632859568203
11967550,23461.108194852513
11967700,23483.845036957737
11967850,23528.02282853416
11968000,23470.561635306138
11968150,23115.059011660083
11968300,23115.059011660083
11968450,23309.357351816292
11968600,23294.98596313436
11968750,23294.98596313436
11968900,23294.98596313436
11969050,23221.37635596932
11969200,23171.41063139067
11969350,23224.558261015427
11969500,23649.514519480905
11969650,23691.814308422534
11969800,23687.866940001466
11969950,23409.671256209
11970100,23409.671256209
11970250,23352.43152053023
11970400,23352.43152053023
11970550,23352.43152053023
11970700,23352.43152053023
11970850,23448.673449580183
11971000,23448.673449580183
11971150,23448.673449580183
11971300,23467.094533421714
11971450,23481.337918419307
11971600,23495.06252908774
11971750,23495.06252908774
11971900,23483.917060008247
11972050,23403.69188517277
11972200,23408.112937804344
11972350,23408.112937804344
11972500,23350.2086702181
11972650,23350.2086702181
11972800,23402.84024916546
11972950,23402.84024916546
11973100,23402.84024916546
11973250,23426.406233040125
11973400,23561.15617292791
11973550,23561.15617292791
11973700,23686.819857138533
11973850,23689.938395895853
11974000,23717.43850253805
11974150,23722.701660438008
11974300,23722.701660438008
11974450,23704.084644256367
11974600,23745.097515050587
11974750,23749.676462419015
11974900,23743.8740258262
11975050,23860.497640813675
11975200,23839.445009234685
11975350,23839.445009234685
11975500,23881.550272392607
11975650,23771.023956603112
11975800,23858.97080484909
11975950,23875.604839306416
11976100,23875.604839306416
11976250,23905.09183179765
11976400,23882.32290262901
11976550,23821.001184661607
11976700,23611.44980905004
11976850,23611.44980905004
11977000,23567.645695561685
11977150,23567.645695561685
11977300,23567.645695561685
11977450,23567.645695561685
11977600,23705.800769947436
11977750,23705.800769947436
11977900,23674.816903493276
11978050,23674.816903493276
11978200,23674.816903493276
11978350,23674.816903493276
11978500,23693.23795612485
11978650,23452.990122029758
11978800,23455.62170097706
11978950,23461.01431635077
11979100,23674.095590716137
11979250,23845.788435412946
11979400,23845.788435412946
11979550,23846.735803834
11979700,23846.735803834
11979850,23846.735803834
11980000,24060.043640150816
11980150,24101.917145363648
11980300,24101.917145363648
11980450,24272.690927821513
11980600,24388.648822558356
11980750,24418.30668439432
11980900,24406.22281373951
11981050,24277.4549942391
11981200,24383.56328636537
11981350,24404.61591794442
11981500,24382.129207392933
11981650,24103.06473159791
11981800,24103.06473159791
11981950,24107.552683721715
11982100,24468.639120241172
11982250,24356.28922245286
11982400,24407.379471387492
11982550,24489.69845159999
11982700,24482.06050258451
11982850,24456.74417705084
11983000,24486.972640811186
11983150,24490.235798705904
11983300,24490.235798705904
11983450,24519.380008173477
11983600,24521.699180761887
11983750,24486.06069936868
11983900,24496.587015158177
11984050,24211.7306075221
11984200,24211.7306075221
11984350,24211.7306075221
11984500,24211.7306075221
11984650,24368.24376541676
11984800,24382.274321877718
11984950,24378.62824346262
11985100,24455.353533362068
11985250,24440.55408845583
11985400,24440.55408845583
11985550,24587.093439325254
11985700,24587.093439325254
11985850,24587.093439325254
11986000,24587.093439325254
11986150,24587.093439325254
11986300,24559.4673211576
11986450,24559.4673211576
11986600,24559.4673211576
11986750,24559.4673211576
11986900,24849.465398129512
11987050,25076.995103603374
11987200,24968.639403827285
11987350,24968.639403827285
11987500,25020.49954982169
11987650,25020.49954982169
11987800,25022.026527295326
11987950,24958.114680644212
11988100,24958.114680644212
11988250,25065.22017025182
11988400,24912.10097147795
11988550,24686.396420428733
11988700,24686.396420428733
11988850,24674.237739922683
11989000,24674.237739922683
11989150,24674.237739922683
11989300,23148.16385547808
11989450,23148.16385547808
11989600,23313.057508776226
11989750,23317.004877197352
11989900,23327.6235314488
11990050,23327.6235314488
11990200,23395.35271896122
11990350,23165.235900846805
11990500,22918.373548003292
11990650,23476.92371971262
11990800,23476.92371971262
11990950,23515.021692870505
11991100,23515.021692870563
11991250,23439.4140292957
11991400,23423.503995536565
11991550,23410.82156286991
11991700,23170.40905564718
11991850,23191.46168722611
11992000,23262.482477821486
11992150,23080.82622710652
11992300,23071.572458755243
11992450,23078.00331525524
11992600,23145.989210900636
11992750,23164.41026353215
11992900,23164.41026353215
11993050,23115.582072000154
11993200,23115.582072000154
11993350,23117.16101936858
11993500,23436.459501673195
11993650,23436.459501673195
11993800,23436.459501673195
11993950,23579.921010697046
11994100,23579.921010697046
11994250,23319.28276344699
11994400,23566.013730014227
11994550,22845.797095339298
11994700,23070.341494190117
11994850,23075.604652084952
11995000,23075.604652084952
11995150,23078.06617688075
11995300,23310.15738077219
11995450,23339.25737081138
11995600,23339.25737081138
11995750,23345.729477888864
11995900,23238.932990009507
11996050,23238.932990009507
11996200,23219.675722612843
11996350,23276.493861298502
11996500,23308.39866077215
11996650,23307.30865753857
11996800,23307.30865753857
11996950,23262.89010359855
11997100,23262.89010359855
11997250,23262.89010359855
11997400,23268.240398941754
11997550,23465.041702335137
11997700,23465.041702335137
11997850,23429.285148592393
11998000,23444.744339544053
11998150,23399.07005675034
11998300,23478.01742517135
11998450,24045.4921731417
11998600,24066.8258034707
11998750,24047.545443744824
11998900,24047.545443744824
11999050,24280.508058425756
11999200,24043.7824055016
11999350,24043.306777679958
11999500,24033.95483290033
11999650,24186.80844510127
11999800,24377.568455083136
11999950,24377.568455083136
12000100,24390.058930366256
12000250,24390.058930366256
12000400,24390.058930366256
12000550,24342.5419136595
12000700,24388.301612512223
12000850,24479.490950872612
12001000,24609.175115252918
12001150,24609.175115252918
12001300,24703.91195735814
12001450,24784.604820522087
12001600,25013.329823074935
12001750,24805.893441263543
12001900,24812.747150926225
12002050,24812.747150926225
12002200,24825.882312727816
12002350,24972.71997538676
12002500,24720.745009281745
12002650,24721.746143936543
12002800,24708.88969464136
12002950,24850.483476657493
12003100,24850.483476657493
12003250,24646.960380776392
12003400,24656.081579862992
12003550,24698.186843020914
12003700,24699.4197741151
12003850,24699.4197741151
12004000,24682.53904123763
12004150,24663.46261137353
12004300,24589.875422588797
12004450,24596.09992631928
12004600,24647.52097895091
12004750,24647.52097895091
12004900,24723.01295154706
12005050,24723.01295154706
12005200,24704.152923900474
12005350,24704.152923900474
12005500,24660.285128556206
12005650,24607.12837024768
12005800,24476.495146948917
12005950,24620.941515911734
12006100,24212.225877198638
12006250,24228.288286062496
12006400,24232.044286243632
12006550,24198.698150879252
12006700,24315.994690694395
12006850,24313.01715740755
12007000,24323.413151265835
12007150,24368.481572318487
12007300,24222.80598366949
12007450,24324.54203006033
12007600,24457.21589568899
12007750,24457.21589568899
12007900,24629.048668146672
12008050,24629.048668146672
12008200,24627.361240166952
12008350,24627.361240166952
12008500,24433.466261349517
12008650,24264.283179420992
12008800,24264.283179420992
12008950,24570.07754238347
12009100,24540.656949740034
12009250,24540.656949740034
12009400,24540.656949740034
12009550,24540.656949740034
12009700,24540.656949740034
12009850,24540.656949740034
12010000,24548.59462309991
12010150,24352.949707621025
12010300,24460.24285668171
12010450,24460.24285668171
12010600,24460.24285668171
12010750,24282.646750379194
12010900,24053.719987709672
12011050,24131.644216714907
12011200,24161.9204304265
12011350,24161.9204304265
12011500,24233.56573700819
12011650,24003.97505757092
12011800,23837.610592336816
12011950,23864.587394776536
12012100,23864.587394776536
12012250,24363.146330305914
12012400,24363.146330305914
12012550,24363.146330305914
12012700,24363.146330305914
12012850,24363.146330305914
12013000,24365.486122949238
12013150,24410.290622949324
12013300,24434.343254528256
12013450,24441.75405485749
12013600,24445.6098716985
12013750,24249.915271556543
12013900,24284.699812048188
12014050,24010.429447205228
12014200,24101.1828514074
12014350,24269.730278933726
12014500,24179.130701849193
12014650,24198.250282628593
12014800,24075.73222024298
12014950,24269.56958274533
12015100,24269.56958274533
12015250,24375.490094214867
12015400,24452.801128148465
12015550,24422.22787863751
12015700,24422.22787863751
12015850,24251.01527222616
12016000,24253.307302889156
12016150,24127.838176062713
12016300,24127.838176062713
12016450,24127.838176062713
12016600,24176.36154142008
12016750,24176.36154142008
12016900,24176.36154142008
12017050,24203.1481382417
12017200,24244.241744916337
12017350,24274.030934195474
12017500,24274.030934195474
12017650,24296.385625700732
12017800,24266.925276371276
12017950,24337.899466511884
12018100,24703.07695048818
12018250,24618.136988597373
12018400,24753.59474868086
12018550,24434.52276396446
12018700,24434.52276396446
12018850,24460.68715568862
12019000,24493.29486621489
12019150,24493.29486621489
12019300,24493.29486621489
12019450,24493.29486621489
12019600,24485.80652263205
12019750,24485.80652263205
12019900,24485.80652263205
12020050,24485.80652263205
12020200,24485.80652263205
12020350,24851.103016053126
12020500,24851.103016053126
12020650,24851.103016053126
12020800,24851.103016053126
12020950,24905.23793044323
12021100,24758.79502645115
12021250,24758.79502645115
12021400,24841.533832921097
12021550,24667.403393068907
12021700,24667.403393068907
12021850,24725.298129910985
12022000,24733.059720546797
12022150,24733.059720546797
12022300,24735.691299494156
12022450,24546.40308368122
12022600,24702.544747128766
12022750,24702.544747128766
12022900,24376.349947374347
12023050,24376.349947374347
12023200,24401.371469418027
12023350,24401.371469418027
12023500,24401.371469418027
12023650,25369.07558380385
12023800,25479.57730337544
12023950,25479.57730337544
12024100,25557.25586053325
12024250,25557.25586053325
12024400,25585.17765316487
12024550,25586.99974772378
12024700,25586.99974772378
12024850,25712.89214719393
12025000,25744.471094562356
12025150,25759.21750508875
12025300,25890.022649302355
12025450,25509.96378049537
12025600,25373.215301076798
12025750,25442.587045418946
12025900,25691.749641712147
12026050,25438.48701213129
12026200,25351.437012131242
12026350,25351.437012131242
12026500,25356.200863348295
12026650,25419.03102073193
12026800,25448.593576521354
12026950,25448.593576521354
12027100,25614.958041755457
12027250,25614.958041755457
12027400,25831.21486105872
12027550,25784.567503044065
12027700,25535.45140604841
12027850,25535.45140604841
12028000,25633.681389102978
12028150,25633.681389102978
12028300,25626.69197405127
12028450,25728.90460685807
12028600,25692.655861697775
12028750,25692.655861697775
12028900,25692.655861697775
12029050,25692.655861697775
12029200,27213.007861343245
12029350,27213.007861343245
12029500,27213.007861343245
12029650,27213.007861343245
12029800,27455.90454860291
12029950,27519.799285445046
12030100,27519.799285445046
12030250,27474.61429605642
12030400,27536.612040158045
12030550,27536.612040158045
12030700,27536.612040158045
12030850,27575.273487269562
12031000,27684.826101730203
12031150,27711.261794165915
12031300,27493.118724125645
12031450,27493.118724125645
12031600,27493.118724125645
12031750,27235.036583648678
12031900,27455.410391518588
12032050,27481.495917834316
12032200,27481.495917834316
12032350,27481.495917834316
12032500,27872.863308545293
12032650,27823.5549031469
12032800,27895.038557227326
12032950,27775.88758890142
12033100,27861.56891038243
12033250,27861.56891038243
12033400,27876.132914866645
12033550,27876.132914866645
12033700,27892.732369090987
12033850,27892.732369090987
12034000,27892.732369090987
12034150,27899.627105933123
12034300,27877.49036999184
12034450,27877.49036999184
12034600,27877.49036999184
12034750,27877.49036999184
12034900,27877.49036999184
12035050,27630.43872321243
12035200,27763.87918029432
12035350,28066.68682421066
12035500,27790.881764598864
12035650,27806.99984422987
12035800,27995.94054224677
12035950,27753.496072011625
12036100,27801.735566748397
12036250,27821.21255815469
12036400,27824.370452891544
12036550,28005.706318655608
12036700,28156.575462975397
12036850,28156.575462975397
12037000,28049.002236166245
12037150,27860.870999671843
12037300,27953.17508509939
12037450,27992.073884976653
12037600,27992.118404966273
12037750,27973.697352334817
12037900,28046.28557646643
12038050,28046.28557646643
12038200,27726.335179069156
12038350,27726.335179069156
12038500,27800.32451082145
12038650,27771.145227439894
12038800,27917.417690597784
12038950,28192.194174808294
12039100,27942.843601516408
12039250,28057.710613431253
12039400,28109.30862733252
12039550,27874.66910261494
12039700,27743.91585587974
12039850,28148.1916064672
12040000,28148.1916064672
12040150,27937.236724740087
12040300,27727.953909057735
12040450,27727.953909057735
12040600,27727.953909057735
12040750,27727.953909057735
12040900,27662.108327769285
12041050,27662.108327769285
12041200,27662.108327769285
12041350,27956.063451975893
12041500,27979.747662502185
12041650,27637.393146734063
12041800,27800.343195506914
12041950,27747.711616559496
12042100,27806.43254932338
12042250,27806.43254932338
12042400,27806.43254932338
12042550,27906.650048496627
12042700,27663.101434848813
12042850,27663.101434848813
12043000,27367.430166962575
12043150,27367.430166962575
12043300,27630.588061699313
12043450,27630.588061699313
12043600,27630.588061699313
12043750,27616.34868453404
12043900,26526.846946632275
12044050,26530.49122331654
12044200,26530.49122331654
12044350,26530.49122331654
12044500,26557.494189105946
12044650,26620.246762451385
12044800,26620.246762451385
12044950,26805.551665899362
12045100,26644.220231911477
12045250,26644.220231911477
12045400,26470.541669498798
12045550,26470.541669498798
12045700,26493.03693055573
12045850,26552.07581291105
12046000,26552.07581291105
12046150,26532.69887802193
12046300,26534.74549377368
12046450,26495.271809563234
12046600,26537.377072721098
12046750,26721.127072721098
12046900,26721.127072721098
12047050,26832.31044861717
12047200,26832.31044861717
12047350,26837.737029696425
12047500,26837.737029696425
12047650,26884.664924433182
12047800,26884.664924433182
12047950,26631.638094575745
12048100,26647.021098103218
12048250,26676.287856325525
12048400,26676.287856325525
12048550,26676.287856325525
12048700,26676.287856325525
12048850,26689.9161699273
12049000,26716.4025501233
12049150,26891.613019738365
12049300,26888.14498991201
12049450,26888.14498991201
12049600,26888.14498991201
12049750,26686.301136304468
12049900,26686.301136304468
12050050,26800.027081074502
12050200,26694.763923179784
12050350,26380.545777707553
12050500,26380.545777707553
12050650,26380.545777707553
12050800,26388.966830339243
12050950,26360.39508033045
12051100,26360.39508033045
12051250,26360.39508033045
12051400,26375.74095590042
12051550,26365.399343612098
12051700,26078.888340279245
12051850,26222.486235016102
12052000,26222.486235016102
12052150,26222.486235016102
12052300,25863.101101579337
12052450,25843.488807122183
12052600,25843.488807122183
12052750,25908.342708636093
12052900,26114.173561136548
12053050,26399.945022833203
12053200,26485.827257494693
12053350,26364.465692102287
12053500,26654.34495604075
12053650,26438.566465931846
12053800,26502.140563142213
12053950,26511.492507921957
12054100,26511.492507921957
12054250,26511.492507921957
12054400,26548.538996666746
12054550,26308.613915799146
12054700,26285.324310739892
12054850,26285.324310739892
12055000,26451.113784424047
12055150,26451.113784424047
12055300,26451.113784424047
12055450,26451.113784424047
12055600,26450.43147749025
12055750,26413.589372226987
12055900,26484.642003805977
12056050,26484.642003805977
12056200,26484.642003805977
12056350,26484.642003805977
12056500,26484.642003805977
12056650,26300.78556613847
12056800,26300.78556613847
12056950,26224.548402284057
12057100,26263.716973577004
12057250,26263.716973577004
12057400,26263.716973577004
12057550,26263.716973577004
12057700,26263.716973577004
12057850,26263.716973577004
12058000,26318.758107870428
12058150,26351.641224976473
12058300,26351.641224976473
12058450,26404.958686605696
12058600,26404.958686605696
12058750,26166.89031811852
12058900,26166.89031811852
12059050,26161.62716022386
12059200,26186.872365861975
12059350,26209.62869623247
12059500,26047.407142278757
12059650,26089.03745806836
12059800,25556.878569234646
12059950,24870.236176488066
12060100,24914.89786942916
12060250,24060.62370756963
12060400,24519.917514710356
12060550,24630.093397205947
12060700,24670.03114896444
12060850,24671.51876753151
12061000,24671.51876753151
12061150,24640.540634112833
12061300,24779.927726739545
12061450,24779.927726739545
12061600,24779.927726739545
12061750,24252.551424281315
12061900,24252.551424281315
12062050,24100.61105461767
12062200,24371.156915830907
12062350,24371.156915830907
12062500,24314.47433013579
12062650,24365.90851630753
12062800,24163.836042181407
12062950,24163.836042181407
12063100,23851.206831329087
12063250,23516.49671151855
12063400,23915.217726463852
12063550,24020.48088435863
12063700,24009.954568569134
12063850,24009.954568569134
12064000,24145.558257593068
12064150,24434.962464858363
12064300,24458.42580892209
12064450,24586.820130784057
12064600,24586.820130784057
12064750,24586.820130784057
12064900,24586.820130784057
12065050,24615.63984389131
12065200,24629.34123355423
12065350,24629.34123355423
12065500,24634.08838126115
12065650,24846.960287553426
12065800,24846.960287553426
12065950,24846.960287553426
12066100,25191.77099082694
12066250,24938.33818586164
12066400,24966.35863975557
12066550,24976.884955545007
12066700,25100.173229402917
12066850,24938.371240049073
12067000,24938.371240049073
12067150,24988.59522558149
12067300,24988.59522558149
12067450,24849.617600340334
12067600,24865.40707402449
12067750,24906.09128455084
12067900,24906.09128455084
12068050,24906.09128455084
12068200,25169.249179287694
12068350,25555.264901443672
12068500,25555.264901443672
12068650,25555.264901443672
12068800,25492.107006706876
12068950,25484.71226986474
12069100,25287.40472627617
12069250,25269.617596413005
12069400,25280.275897398762
12069550,25274.172855052104
12069700,25274.172855052104
12069850,25053.986874317456
12070000,25053.986874317456
12070150,24929.251630728188
12070300,24929.251630728188
12070450,24992.203756406434
12070600,24992.203756406434
12070750,24992.203756406434
12070900,24935.906640076424
12071050,25021.00596219487
12071200,25021.00596219487
12071350,25021.00596219487
12071500,25021.00596219487
12071650,25047.32175166858
12071800,25047.32175166858
12071950,25047.32175166858
12072100,25029.516294981524
12072250,25056.09270024468
12072400,25087.671647613108
12072550,25061.3558581394
12072700,25155.179824372168
12072850,25193.83072484325
12073000,25225.37651431694
12073150,25253.452187654268
12073300,25551.77128588373
12073450,25551.77128588373
12073600,25620.821425378494
12073750,25620.821425378494
12073900,25620.821425378494
12074050,25422.73356756131
12074200,25422.73356756131
12074350,25186.55962802801
12074500,25186.55962802801
12074650,25331.854788710127
12074800,25331.854788710127
12074950,25329.911724801434
12075100,25329.911724801434
12075250,25316.12752441686
12075400,25270.597234263692
12075550,25285.18357194794
12075700,25285.18357194794
12075850,25285.18357194794
12076000,25232.551993000463
12076150,25232.551993000463
12076300,25232.551993000463
12076450,25440.57568540776
12076600,25482.513532594163
12076750,25593.981005225764
12076900,25625.173571353338
12077050,25632.245407395614
12077200,25589.314671024822
12077350,25362.866691423722
12077500,25362.866691423722
12077650,25394.518025847876
12077800,25427.276732449445
12077950,25464.355679817814
12078100,25464.355741218165
12078250,25464.355741218165
12078400,25464.355741218165
12078550,25568.979159976963
12078700,25568.979159976963
12078850,25568.979159976963
12079000,25541.13279281757
12079150,25541.13279281757
12079300,25541.13279281757
12079450,25541.13279281757
12079600,25479.727669063574
12079750,25518.675037484583
12079900,25437.21033394124
12080050,25437.21033394124
12080200,25496.684018151685
12080350,25406.499608812355
12080500,25438.362482856577
12080650,25438.362482856577
12080800,25438.362482856577
12080950,25255.24526604774
12081100,25255.24526604774
12081250,25255.24526604774
12081400,25255.24526604774
12081550,25264.913567995853
12081700,25410.747093301525
12081850,25539.423775610423
12082000,25517.091923902535
12082150,25517.091923902535
12082300,25517.091923902535
12082450,25517.091923902535
12082600,25517.091923902535
12082750,25602.29586736255
12082900,25552.157489256784
12083050,25601.770740764066
12083200,25508.13174027335
12083350,25340.7116068051
12083500,25609.059006932486
12083650,25583.743963285702
12083800,25616.116101443655
12083950,25597.922598813315
12084100,25597.922598813315
12084250,25597.922598813315
12084400,25368.97372902511
12084550,25452.39516456414
12084700,25516.51148243307
12084850,25516.51148243307
12085000,25571.943114012076
12085150,25571.943114012076
12085300,25571.943114012076
12085450,25571.943114012076
12085600,25600.890482433086
12085750,25701.492990369912
12085900,25261.331705098684
12086050,25089.791779778843
12086200,25089.791779778843
12086350,25059.87322013453
12086500,25125.72252855398
12086650,24911.046973387365
12086800,25005.013893112602
12086950,25005.013893112602
12087100,25005.013893112602
12087250,25005.013893112602
12087400,25005.013893112602
12087550,25005.013893112602
12087700,25005.013893112602
12087850,25005.013893112602
12088000,25124.989095550034
12088150,25151.057787146365
12088300,25151.057787146365
12088450,25140.585024043805
12088600,25140.585024043805
12088750,25166.79692134995
12088900,25165.762358652606
12089050,25165.762358652606
12089200,25165.762358652606
12089350,25165.762358652606
12089500,25165.762358652606
12089650,25165.762358652606
12089800,25165.762358652606
12089950,25181.551832336878
12090100,25181.551832336878
12090250,25306.090572471327
12090400,25529.953845885528
12090550,25238.72540005937
12090700,25245.309521112013
12090850,25257.479192190924
12091000,25322.860687409706
12091150,25322.860687409706
12091300,25322.860687409706
12091450,25322.860687409706
12091600,25322.860687409706
12091750,25322.860687409706
12091900,25427.929760549687
12092050,25432.432569404427
12092200,25399.542324162558
12092350,25399.542324162558
12092500,25399.542324162558
12092650,25399.542324162558
12092800,25401.12132889935
12092950,25401.12132889935
12093100,25579.460901635004
12093250,25380.836755322354
12093400,25380.836755322354
12093550,25654.01308470476
12093700,25654.01308470476
12093850,25654.01308470476
12094000,25654.01308470476
12094150,25654.01308470476
12094300,25452.788915853253
12094450,25454.756545503278
12094600,25610.43766307901
12094750,25538.246551442546
12094900,25519.459469649595
12095050,25675.02784773801
12095200,25609.539618142127
12095350,25616.839389300036
12095500,25456.923191230224
12095650,25455.330775485378
12095800,25662.31343044485
12095950,25662.31343044485
12096100,25925.4713286879
12096250,25925.4713286879
12096400,26019.68185500363
12096550,25523.691017865774
12096700,25523.691017865774
12096850,25577.00821235798
12097000,25603.271370252758
12097150,25641.24923747026
12097300,25703.957655380702
12097450,25677.64186590702
12097600,25778.06570895803
12097750,25598.746336748543
12097900,25627.732521736947
12098050,25637.745571759948
12098200,25281.209189003635
12098350,25533.6510799575
12098500,25578.62890650857
12098650,25443.459339641744
12098800,25487.57511611383
12098950,25667.570002593344
12099100,25133.20494707384
12099250,25133.20494707384
12099400,24402.130406892178
12099550,24570.165140994144
12099700,24570.165140994144
12099850,24570.165140994144
12100000,24569.698995710292
12100150,24569.698995710292
12100300,24590.47593347443
12100450,24611.53368506959
12100600,24619.720100018312
12100750,24619.720100018312
12100900,24291.985573669954
12101050,24585.268657629727
12101200,24419.1748944344
12101350,24419.1748944344
12101500,24436.46264342888
12101650,24289.147188157775
12101800,24289.147188157716
12101950,24292.80508289463
12102100,24292.80508289463
12102250,24466.464068641246
12102400,24520.998929344933
12102550,24211.33158089139
12102700,24369.2789493124
12102850,24194.345888862736
12103000,24194.345888862736
12103150,24375.9941654469
12103300,24444.415218078473
12103450,24340.82389680884
12103600,24270.08705470356
12103750,24498.378278804186
12103900,24498.378278804186
12104050,24717.008829594124
12104200,24549.726490862493
12104350,24877.915867246804
12104500,24986.513072943315
12104650,24887.82213288173
12104800,24887.82213288173
12104950,25032.801828855125
12105100,25008.502303470683
12105250,25265.987899474218
12105400,25297.904186842614
12105550,25549.120136271405
12105700,25704.63066258718
12105850,25705.758921863227
12106000,25616.507346677194
12106150,25370.0929642591
12106300,24974.718744121034
12106450,25079.214178125614
12106600,25079.214178125614
12106750,25079.214178125614
12106900,25079.214178125614
12107050,25079.214178125614
12107200,25079.214178125614
12107350,25079.214178125614
12107500,25079.214178125614
12107650,24916.4765239567
12107800,24916.4765239567
12107950,24872.390471974686
12108100,25049.388255417703
12108250,25038.4319680158
12108400,25038.4319680158
12108550,25038.905652226364
12108700,25034.966718156014
12108850,25034.966718156014
12109000,25034.966718156014
12109150,25034.966718156014
12109300,25087.598297103374
12109450,25080.313949371986
12109600,25076.16031417909
12109750,24723.601467937297
12109900,24723.601467937297
12110050,24674.7202554975
12110200,24757.053577866413
12110350,24757.053577866413
12110500,24757.053577866413
12110650,24633.141620864983
12110800,24875.57905540296
12110950,24875.57905540296
12111100,24901.894844876668
12111250,25161.52086412302
12111400,25161.52086412302
12111550,25193.09981149133
12111700,25193.09981149133
12111850,25193.09981149133
12112000,25193.09981149133
12112150,24946.56624405244
12112300,24988.671507210303
12112450,25041.31033884979
12112600,25041.31033884979
12112750,24861.014122836183
12112900,24861.014122836183
12113050,24861.014122836183
12113200,24866.87784563803
12113350,24866.87784563803
12113500,24866.87784563803
12113650,24866.87784563803
12113800,24866.87784563803
12113950,24804.791622742378
12114100,24804.791622742378
12114250,24804.791622742378
12114400,24804.791622742378
12114550,24804.791622742378
12114700,24804.791622742378
12114850,24810.054780637154
12115000,24747.708420463554
12115150,24747.708420463554
12115300,24747.708420463554
12115450,24747.708420463554
12115600,24747.708420463554
12115750,24771.445262568777
12115900,24824.096267831927
12116050,24824.096267831927
12116200,24824.096267831927
12116350,24865.32705667022
12116500,24959.436098890736
12116650,24979.854302974833
12116800,24979.854302974833
12116950,25181.794979353966
12117100,25181.794979353966
12117250,25184.594979353955
12117400,25136.08448426688
12117550,25113.979221109017
12117700,25121.343410811685
12117850,25037.13288449584
12118000,25061.17814396951
12118150,25017.738356646914
12118300,25185.39026666375
12118450,25164.735831356036
12118600,24771.18037660881
12118750,24771.18037660881
12118900,24771.18037660881
12119050,24771.18037660881
12119200,25005.26746675158
12119350,24826.147027927695
12119500,24826.147027927695
12119650,24826.147027927695
12119800,24826.147027927695
12119950,24826.147027927695
12120100,24826.147027927695
12120250,24841.355800990026
12120400,24916.976770602003
12120550,24916.976770602003
12120700,24909.535182195203
12120850,25171.22518791149
12121000,25171.22518791149
12121150,25171.22518791149
12121300,25146.844180293683
12121450,25146.844180293683
12121600,25146.844180293683
12121750,25058.29687921343
12121900,25058.29687921343
12122050,25058.29687921343
12122200,24968.107968853623
12122350,25085.325686222244
12122500,25117.81515990641
12122650,25117.81515990641
12122800,25117.81515990641
12122950,25044.63738391084
12123100,25083.617056716128
12123250,25156.716689250326
12123400,25248.268852898862
12123550,25248.268852898862
12123700,25248.268852898862
12123850,25248.268852898862
12124000,25248.268852898862
12124150,25248.268852898862
12124300,24990.532902165327
12124450,25218.567535624676
12124600,24985.20415739978
12124750,24985.20415739978
12124900,24747.759858611516
12125050,24752.976963874662
12125200,24752.976963874662
12125350,24752.976963874662
12125500,24752.976963874662
12125650,24752.976963874662
12125800,24752.976963874662
12125950,24731.249119680735
12126100,25098.059642043383
12126250,25106.743852569674
12126400,25106.743852569674
12126550,25106.743852569674
12126700,25117.270168359228
12126850,25117.270168359228
12127000,25103.57569468232
12127150,25103.57569468232
12127300,25103.57569468232
12127450,25105.681182282173
12127600,25105.681182282173
12127750,25105.681182282173
12127900,25105.681182282173
12128050,25105.681182282173
12128200,25092.665474018733
12128350,25092.665474018733
12128500,25092.665474018733
12128650,25086.48127007177
12128800,25092.8341675721
12128950,24851.700429839268
12129100,24888.542535102355
12129250,24992.38857444691
12129400,25032.72481914052
12129550,24989.882713877432
12129700,24929.222686392848
12129850,24949.696370603353
12130000,24858.643739024363
12130150,24944.71484428756
12130300,24944.71484428756
12130450,24944.71484428756
12130600,25389.917917654977
12130750,24998.77533850622
12130900,24773.682897176604
12131050,24575.297190656664
12131200,24575.297190656664
12131350,24603.68271697244
12131500,24703.348541550058
12131650,24703.348541550058
12131800,24713.348541550058
12131950,24775.388273016968
12132100,24775.388273016968
12132250,24975.921069693413
12132400,24975.921069693413
12132550,24975.921069693413
12132700,24956.911357585002
12132850,24981.479936532338
12133000,24801.134546607394
12133150,24801.134546607394
12133300,24801.134546607394
12133450,24801.134546607394
12133600,24878.392358358436
12133750,24878.392358358436
12133900,24888.819379411067
12134050,24989.615338598214
12134200,24992.048406872385
12134350,24992.048406872385
12134500,25000.0588744355
12134650,25080.93701304153
12134800,24790.953062284458
12134950,24863.089995435974
12135100,24891.142627014906
12135250,24891.142627014906
12135400,24861.70458779357
12135550,24914.33616674093
12135700,24914.33616674093
12135850,24951.602093713544
12136000,25021.706462503014
12136150,24965.68607644767
12136300,25166.102385785325
12136450,25252.649444135033
12136600,25252.649444135033
12136750,24858.804081828053
12136900,24614.672669476025
12137050,24822.568640672438
12137200,24856.729360239242
12137350,24856.729360239242
12137500,24578.54217263196
12137650,23998.383807526156
12137800,24035.2259127893
12137950,23853.18071145996
12138100,23853.18071145996
12138250,23871.75965882839
