blocknumber,reserve BAT,reserve USDC,volume BAT for 5% slippage
13018000,0,0,6.229822357621316
13018150,0,0,6.229822357621316
13018300,0,0,6.229822357621316
13018450,0,0,6.229822357621316
13018600,0,0,6.229822357621316
13018750,0,0,6.229822357621316
13018900,0,0,6.229822357621316
13019050,0,0,6.229822357621316
13019200,0,0,6.229822357621316
13019350,0,0,6.229822357621316
13019500,0,0,6.229822357621316
13019650,0,0,6.229822357621316
13019800,0,0,6.229822357621316
13019950,0,0,6.229822357621316
13020100,0,0,6.229822357621316
13020250,0,0,6.229822357621316
13020400,0,0,6.229822357621316
13020550,0,0,6.229822357621316
13020700,0,0,6.229822357621316
13020850,0,0,6.229822357621316
13021000,0,0,6.229822357621316
13021150,0,0,6.229822357621316
13021300,0,0,6.229822357621316
13021450,0,0,6.229822357621316
13021600,0,0,6.229822357621316
13021750,0,0,6.229822357621316
13021900,0,0,6.229822357621316
13022050,0,0,6.229822357621316
13022200,0,0,6.229822357621316
13022350,0,0,6.229822357621316
13022500,0,0,6.229822357621316
13022650,0,0,6.229822357621316
13022800,0,0,6.229822357621316
13022950,0,0,6.229822357621316
13023100,0,0,6.229822357621316
13023250,0,0,6.229822357621316
13023400,0,0,6.229822357621316
13023550,0,0,6.229822357621316
13023700,0,0,6.229822357621316
13023850,0,0,6.229822357621316
13024000,0,0,6.229822357621316
13024150,0,0,6.229822357621316
13024300,0,0,6.229822357621316
13024450,0,0,6.229822357621316
13024600,0,0,6.229822357621316
13024750,0,0,6.229822357621316
13024900,0,0,6.229822357621316
13025050,0,0,6.229822357621316
13025200,0,0,6.229822357621316
13025350,0,0,6.229822357621316
13025500,0,0,6.229822357621316
13025650,0,0,6.229822357621316
13025800,0,0,6.229822357621316
13025950,0,0,6.229822357621316
13026100,0,0,6.229822357621316
13026250,0,0,6.229822357621316
13026400,0,0,6.229822357621316
13026550,0,0,6.229822357621316
13026700,0,0,6.229822357621316
13026850,0,0,6.229822357621316
13027000,0,0,6.229822357621316
13027150,0,0,6.229822357621316
13027300,0,0,6.229822357621316
13027450,0,0,6.229822357621316
13027600,0,0,6.229822357621316
13027750,0,0,6.229822357621316
13027900,0,0,6.229822357621316
13028050,0,0,6.229822357621316
13028200,0,0,6.229822357621316
13028350,0,0,6.229822357621316
13028500,0,0,6.229822357621316
13028650,0,0,6.229822357621316
13028800,0,0,6.229822357621316
13028950,0,0,6.229822357621316
13029100,0,0,6.229822357621316
13029250,0,0,6.229822357621316
13029400,0,0,6.229822357621316
13029550,0,0,6.229822357621316
13029700,0,0,6.229822357621316
13029850,0,0,6.229822357621316
13030000,0,0,6.229822357621316
13030150,0,0,6.229822357621316
13030300,0,0,6.229822357621316
13030450,0,0,6.229822357621316
13030600,0,0,6.229822357621316
13030750,0,0,6.229822357621316
13030900,0,0,6.229822357621316
13031050,0,0,6.229822357621316
13031200,0,0,6.229822357621316
13031350,0,0,6.229822357621316
13031500,0,0,6.229822357621316
13031650,0,0,6.229822357621316
13031800,0,0,6.229822357621316
13031950,0,0,6.229822357621316
13032100,0,0,6.229822357621316
13032250,0,0,6.229822357621316
13032400,0,0,6.229822357621316
13032550,0,0,6.229822357621316
13032700,0,0,6.229822357621316
13032850,0,0,6.229822357621316
13033000,0,0,6.229822357621316
13033150,0,0,6.229822357621316
13033300,0,0,6.229822357621316
13033450,0,0,6.229822357621316
13033600,0,0,6.229822357621316
13033750,0,0,6.229822357621316
13033900,0,0,6.229822357621316
13034050,0,0,6.229822357621316
13034200,0,0,6.229822357621316
13034350,0,0,6.229822357621316
13034500,0,0,6.229822357621316
13034650,0,0,6.229822357621316
13034800,0,0,6.229822357621316
13034950,0,0,6.229822357621316
13035100,0,0,6.229822357621316
13035250,0,0,6.229822357621316
13035400,0,0,6.229822357621316
13035550,0,0,6.229822357621316
13035700,0,0,6.229822357621316
13035850,0,0,6.229822357621316
13036000,0,0,6.229822357621316
13036150,0,0,6.229822357621316
13036300,0,0,6.229822357621316
13036450,0,0,6.229822357621316
13036600,0,0,6.229822357621316
13036750,0,0,6.229822357621316
13036900,0,0,6.229822357621316
13037050,0,0,6.229822357621316
13037200,0,0,6.229822357621316
13037350,0,0,6.229822357621316
13037500,0,0,6.229822357621316
13037650,0,0,6.229822357621316
13037800,0,0,6.229822357621316
13037950,0,0,6.229822357621316
13038100,0,0,6.229822357621316
13038250,0,0,6.229822357621316
13038400,0,0,6.229822357621316
13038550,0,0,6.229822357621316
13038700,0,0,6.229822357621316
13038850,0,0,6.229822357621316
13039000,0,0,6.229822357621316
13039150,0,0,6.229822357621316
13039300,0,0,6.229822357621316
13039450,0,0,6.229822357621316
13039600,0,0,6.229822357621316
13039750,0,0,6.229822357621316
13039900,0,0,6.229822357621316
13040050,0,0,6.229822357621316
13040200,0,0,6.229822357621316
13040350,0,0,6.229822357621316
13040500,0,0,6.229822357621316
13040650,0,0,6.229822357621316
13040800,0,0,6.229822357621316
13040950,0,0,6.229822357621316
13041100,0,0,6.229822357621316
13041250,0,0,6.229822357621316
13041400,0,0,6.229822357621316
13041550,0,0,6.229822357621316
13041700,0,0,6.229822357621316
13041850,0,0,6.229822357621316
13042000,0,0,6.229822357621316
13042150,0,0,6.229822357621316
13042300,0,0,6.229822357621316
13042450,0,0,6.229822357621316
13042600,0,0,6.229822357621316
13042750,0,0,6.229822357621316
13042900,0,0,6.229822357621316
13043050,0,0,6.229822357621316
13043200,0,0,6.229822357621316
13043350,0,0,6.229822357621316
13043500,0,0,6.229822357621316
13043650,0,0,6.229822357621316
13043800,0,0,6.229822357621316
13043950,0,0,6.229822357621316
13044100,0,0,6.229822357621316
13044250,0,0,6.229822357621316
13044400,0,0,6.229822357621316
13044550,0,0,6.229822357621316
13044700,0,0,6.229822357621316
13044850,0,0,6.229822357621316
13045000,0,0,6.229822357621316
13045150,0,0,6.229822357621316
13045300,0,0,6.229822357621316
13045450,0,0,6.229822357621316
13045600,0,0,6.229822357621316
13045750,0,0,6.229822357621316
13045900,0,0,6.229822357621316
13046050,0,0,6.229822357621316
13046200,0,0,6.229822357621316
13046350,0,0,6.229822357621316
13046500,0,0,6.229822357621316
13046650,0,0,6.229822357621316
13046800,0,0,6.229822357621316
13046950,0,0,6.229822357621316
13047100,0,0,6.229822357621316
13047250,0,0,6.229822357621316
13047400,0,0,6.229822357621316
13047550,0,0,6.229822357621316
13047700,0,0,6.229822357621316
13047850,0,0,6.229822357621316
13048000,0,0,6.229822357621316
13048150,0,0,6.229822357621316
13048300,0,0,6.229822357621316
13048450,0,0,6.229822357621316
13048600,0,0,6.229822357621316
13048750,0,0,6.229822357621316
13048900,0,0,6.229822357621316
13049050,0,0,6.229822357621316
13049200,0,0,6.229822357621316
13049350,0,0,6.177190778673946
13049500,0,0,6.177190778673946
13049650,0,0,6.177190778673946
13049800,0,0,6.177190778673946
13049950,0,0,6.177190778673946
13050100,0,0,6.177190778673946
13050250,0,0,6.177190778673946
13050400,0,0,6.177190778673946
13050550,0,0,6.177190778673946
13050700,0,0,6.177190778673946
13050850,0,0,6.177190778673946
13051000,0,0,6.177190778673946
13051150,0,0,6.177190778673946
13051300,0,0,6.177190778673946
13051450,0,0,6.177190778673946
13051600,0,0,6.177190778673946
13051750,0,0,6.177190778673946
13051900,0,0,6.177190778673946
13052050,0,0,6.177190778673946
13052200,0,0,6.177190778673946
13052350,0,0,6.177190778673946
13052500,0,0,6.177190778673946
13052650,0,0,6.177190778673946
13052800,0,0,6.177190778673946
13052950,0,0,6.177190778673946
13053100,0,0,6.177190778673946
13053250,0,0,6.177190778673946
13053400,0,0,6.177190778673946
13053550,0,0,6.177190778673946
13053700,0,0,6.177190778673946
13053850,0,0,6.177190778673946
13054000,0,0,6.177190778673946
13054150,0,0,6.177190778673946
13054300,0,0,6.177190778673946
13054450,0,0,6.177190778673946
13054600,0,0,6.177190778673946
13054750,0,0,6.177190778673946
13054900,0,0,6.177190778673946
13055050,0,0,6.177190778673946
13055200,0,0,6.177190778673946
13055350,0,0,6.177190778673946
13055500,0,0,6.177190778673946
13055650,0,0,6.177190778673946
13055800,0,0,6.177190778673946
13055950,0,0,6.177190778673946
13056100,0,0,6.177190778673946
13056250,0,0,6.177190778673946
13056400,0,0,6.177190778673946
13056550,0,0,6.177190778673946
13056700,0,0,6.177190778673946
13056850,0,0,6.177190778673946
13057000,0,0,6.177190778673946
13057150,0,0,6.177190778673946
13057300,0,0,6.177190778673946
13057450,0,0,6.177190778673946
13057600,0,0,6.177190778673946
13057750,0,0,6.177190778673946
13057900,0,0,6.177190778673946
13058050,0,0,6.177190778673946
13058200,0,0,6.177190778673946
13058350,0,0,6.177190778673946
13058500,0,0,6.177190778673946
13058650,0,0,6.177190778673946
13058800,0,0,6.177190778673946
13058950,0,0,6.177190778673946
13059100,0,0,6.177190778673946
13059250,0,0,6.177190778673946
13059400,0,0,6.177190778673946
13059550,0,0,6.177190778673946
13059700,0,0,6.177190778673946
13059850,0,0,6.177190778673946
13060000,0,0,6.177190778673946
13060150,0,0,6.177190778673946
13060300,0,0,6.177190778673946
13060450,0,0,6.177190778673946
13060600,0,0,6.177190778673946
13060750,0,0,6.177190778673946
13060900,0,0,6.177190778673946
13061050,0,0,6.177190778673946
13061200,0,0,6.177190778673946
13061350,0,0,6.177190778673946
13061500,0,0,6.177190778673946
13061650,0,0,6.177190778673946
13061800,0,0,6.177190778673946
13061950,0,0,6.177190778673946
13062100,0,0,6.177190778673946
13062250,0,0,6.177190778673946
13062400,0,0,6.177190778673946
13062550,0,0,6.177190778673946
13062700,0,0,6.177190778673946
13062850,0,0,6.177190778673946
13063000,0,0,6.177190778673946
13063150,0,0,6.177190778673946
13063300,0,0,6.177190778673946
13063450,0,0,6.177190778673946
13063600,0,0,6.177190778673946
13063750,0,0,6.177190778673946
13063900,0,0,6.177190778673946
13064050,0,0,6.177190778673946
13064200,0,0,6.177190778673946
13064350,0,0,6.177190778673946
13064500,0,0,6.177190778673946
13064650,0,0,6.177190778673946
13064800,0,0,6.177190778673946
13064950,0,0,6.177190778673946
13065100,0,0,6.177190778673946
13065250,0,0,6.177190778673946
13065400,0,0,6.177190778673946
13065550,0,0,6.177190778673946
13065700,0,0,6.177190778673946
13065850,0,0,6.177190778673946
13066000,0,0,6.177190778673946
13066150,0,0,6.177190778673946
13066300,0,0,6.177190778673946
13066450,0,0,6.177190778673946
13066600,0,0,6.177190778673946
13066750,0,0,6.177190778673946
13066900,0,0,6.177190778673946
13067050,0,0,6.177190778673946
13067200,0,0,6.177190778673946
13067350,0,0,6.177190778673946
13067500,0,0,6.177190778673946
13067650,0,0,6.177190778673946
13067800,0,0,6.177190778673946
13067950,0,0,6.177190778673946
13068100,0,0,6.177190778673946
13068250,0,0,6.177190778673946
13068400,0,0,6.177190778673946
13068550,0,0,6.177190778673946
13068700,0,0,6.177190778673946
13068850,0,0,6.177190778673946
13069000,0,0,6.177190778673946
13069150,0,0,6.177190778673946
13069300,0,0,6.177190778673946
13069450,0,0,6.177190778673946
13069600,0,0,6.177190778673946
13069750,0,0,6.177190778673946
13069900,0,0,6.177190778673946
13070050,0,0,6.177190778673946
13070200,0,0,6.177190778673946
13070350,0,0,6.177190778673946
13070500,0,0,6.177190778673946
13070650,0,0,6.177190778673946
13070800,0,0,6.177190778673946
13070950,0,0,6.177190778673946
13071100,0,0,6.177190778673946
13071250,0,0,6.177190778673946
13071400,0,0,6.177190778673946
13071550,0,0,6.177190778673946
13071700,0,0,6.177190778673946
13071850,0,0,6.177190778673946
13072000,0,0,6.177190778673946
13072150,0,0,6.177190778673946
13072300,0,0,6.177190778673946
13072450,0,0,6.177190778673946
13072600,0,0,6.177190778673946
13072750,0,0,6.177190778673946
13072900,0,0,6.177190778673946
13073050,0,0,6.177190778673946
13073200,0,0,6.177190778673946
13073350,0,0,6.177190778673946
13073500,0,0,6.177190778673946
13073650,0,0,6.177190778673946
13073800,0,0,6.177190778673946
13073950,0,0,6.177190778673946
13074100,0,0,6.177190778673946
13074250,0,0,6.177190778673946
13074400,0,0,6.177190778673946
13074550,0,0,6.177190778673946
13074700,0,0,6.177190778673946
13074850,0,0,6.177190778673946
13075000,0,0,6.177190778673946
13075150,0,0,6.177190778673946
13075300,0,0,6.177190778673946
13075450,0,0,6.177190778673946
13075600,0,0,6.177190778673946
13075750,0,0,6.177190778673946
13075900,0,0,6.177190778673946
13076050,0,0,6.177190778673946
13076200,0,0,6.177190778673946
13076350,0,0,6.177190778673946
13076500,0,0,6.177190778673946
13076650,0,0,6.177190778673946
13076800,0,0,6.177190778673946
13076950,0,0,6.177190778673946
13077100,0,0,6.177190778673946
13077250,0,0,6.177190778673946
13077400,0,0,6.177190778673946
13077550,0,0,6.177190778673946
13077700,0,0,6.177190778673946
13077850,0,0,6.177190778673946
13078000,0,0,6.177190778673946
13078150,0,0,6.177190778673946
13078300,0,0,6.177190778673946
13078450,0,0,6.177190778673946
13078600,0,0,6.177190778673946
13078750,0,0,6.177190778673946
13078900,0,0,6.177190778673946
13079050,0,0,6.177190778673946
13079200,0,0,6.177190778673946
13079350,0,0,6.177190778673946
13079500,0,0,6.177190778673946
13079650,0,0,6.177190778673946
13079800,0,0,6.177190778673946
13079950,0,0,6.177190778673946
13080100,0,0,6.177190778673946
13080250,0,0,6.177190778673946
13080400,0,0,6.177190778673946
13080550,0,0,6.177190778673946
13080700,0,0,5.959747917991294
13080850,0,0,5.959747917991294
13081000,0,0,5.959747917991294
13081150,0,0,5.959747917991294
13081300,0,0,5.959747917991294
13081450,0,0,5.959747917991294
13081600,0,0,5.959747917991294
13081750,0,0,5.959747917991294
13081900,0,0,5.959747917991294
13082050,0,0,5.959747917991294
13082200,0,0,5.959747917991294
13082350,0,0,5.959747917991294
13082500,0,0,5.959747917991294
13082650,0,0,5.959747917991294
13082800,0,0,5.959747917991294
13082950,0,0,5.959747917991294
13083100,0,0,5.959747917991294
13083250,0,0,5.959747917991294
13083400,0,0,5.959747917991294
13083550,0,0,5.959747917991294
13083700,0,0,5.959747917991294
13083850,0,0,5.959747917991294
13084000,0,0,5.959747917991294
13084150,0,0,5.959747917991294
13084300,0,0,5.959747917991294
13084450,0,0,5.959747917991294
13084600,0,0,5.959747917991294
13084750,0,0,5.959747917991294
13084900,0,0,5.959747917991294
13085050,0,0,5.959747917991294
13085200,0,0,5.959747917991294
13085350,0,0,5.959747917991294
13085500,0,0,5.959747917991294
13085650,0,0,5.959747917991294
13085800,0,0,5.959747917991294
13085950,0,0,5.959747917991294
13086100,0,0,5.959747917991294
13086250,0,0,5.959747917991294
13086400,0,0,5.959747917991294
13086550,0,0,5.959747917991294
13086700,0,0,5.959747917991294
13086850,0,0,5.959747917991294
13087000,0,0,5.959747917991294
13087150,0,0,5.959747917991294
13087300,0,0,5.959747917991294
13087450,0,0,5.959747917991294
13087600,0,0,5.959747917991294
13087750,0,0,5.959747917991294
13087900,0,0,5.959747917991294
13088050,0,0,5.959747917991294
13088200,0,0,5.959747917991294
13088350,0,0,5.959747917991294
13088500,0,0,5.959747917991294
13088650,0,0,5.959747917991294
13088800,0,0,5.959747917991294
13088950,0,0,5.959747917991294
13089100,0,0,5.959747917991294
13089250,0,0,5.959747917991294
13089400,0,0,5.959747917991294
13089550,0,0,5.959747917991294
13089700,0,0,5.959747917991294
13089850,0,0,5.959747917991294
13090000,0,0,5.959747917991294
13090150,0,0,5.959747917991294
13090300,0,0,5.959747917991294
13090450,0,0,5.959747917991294
13090600,0,0,5.959747917991294
13090750,0,0,5.959747917991294
13090900,0,0,5.959747917991294
13091050,0,0,5.959747917991294
13091200,0,0,5.959747917991294
13091350,0,0,5.959747917991294
13091500,0,0,5.959747917991294
13091650,0,0,5.959747917991294
13091800,0,0,5.959747917991294
13091950,0,0,5.959747917991294
13092100,0,0,5.959747917991294
13092250,0,0,5.959747917991294
13092400,0,0,5.959747917991294
13092550,0,0,5.959747917991294
13092700,0,0,5.959747917991294
13092850,0,0,5.959747917991294
13093000,0,0,5.959747917991294
13093150,0,0,5.959747917991294
13093300,0,0,5.959747917991294
13093450,0,0,5.959747917991294
13093600,0,0,5.959747917991294
13093750,0,0,5.959747917991294
13093900,0,0,5.959747917991294
13094050,0,0,5.959747917991294
13094200,0,0,5.959747917991294
13094350,0,0,5.959747917991294
13094500,0,0,5.959747917991294
13094650,0,0,5.959747917991294
13094800,0,0,5.959747917991294
13094950,0,0,5.959747917991294
13095100,0,0,5.959747917991294
13095250,0,0,5.959747917991294
13095400,0,0,5.959747917991294
13095550,0,0,5.959747917991294
13095700,0,0,5.959747917991294
13095850,0,0,5.959747917991294
13096000,0,0,5.959747917991294
13096150,0,0,5.959747917991294
13096300,0,0,5.959747917991294
13096450,0,0,5.959747917991294
13096600,0,0,5.959747917991294
13096750,0,0,5.959747917991294
13096900,0,0,5.959747917991294
13097050,0,0,5.959747917991294
13097200,0,0,5.959747917991294
13097350,0,0,5.959747917991294
13097500,0,0,5.959747917991294
13097650,0,0,5.959747917991294
13097800,0,0,5.959747917991294
13097950,0,0,5.959747917991294
13098100,0,0,5.959747917991294
13098250,0,0,5.959747917991294
13098400,0,0,5.959747917991294
13098550,0,0,5.959747917991294
13098700,0,0,5.959747917991294
13098850,0,0,5.959747917991294
13099000,0,0,5.959747917991294
13099150,0,0,5.959747917991294
13099300,0,0,5.959747917991294
13099450,0,0,5.959747917991294
13099600,0,0,5.959747917991294
13099750,0,0,5.959747917991294
13099900,0,0,5.959747917991294
13100050,0,0,5.959747917991294
13100200,0,0,5.959747917991294
13100350,0,0,5.959747917991294
13100500,0,0,5.959747917991294
13100650,0,0,5.959747917991294
13100800,0,0,5.959747917991294
13100950,0,0,5.959747917991294
13101100,0,0,5.959747917991294
13101250,0,0,5.959747917991294
13101400,0,0,5.959747917991294
13101550,0,0,5.959747917991294
13101700,0,0,5.959747917991294
13101850,0,0,5.959747917991294
13102000,0,0,5.959747917991294
13102150,0,0,5.959747917991294
13102300,0,0,5.959747917991294
13102450,0,0,5.959747917991294
13102600,0,0,5.959747917991294
13102750,0,0,5.959747917991294
13102900,0,0,5.959747917991294
13103050,0,0,5.959747917991294
13103200,0,0,5.959747917991294
13103350,0,0,5.959747917991294
13103500,0,0,5.959747917991294
13103650,0,0,5.959747917991294
13103800,0,0,5.959747917991294
13103950,0,0,5.959747917991294
13104100,0,0,5.959747917991294
13104250,0,0,5.959747917991294
13104400,0,0,5.959747917991294
13104550,0,0,5.959747917991294
13104700,0,0,5.959747917991294
13104850,0,0,5.959747917991294
13105000,0,0,5.959747917991294
13105150,0,0,5.959747917991294
13105300,0,0,5.959747917991294
13105450,0,0,5.959747917991294
13105600,0,0,5.959747917991294
13105750,0,0,5.959747917991294
13105900,0,0,5.959747917991294
13106050,0,0,5.959747917991294
13106200,0,0,5.959747917991294
13106350,0,0,5.959747917991294
13106500,0,0,5.959747917991294
13106650,0,0,5.959747917991294
13106800,0,0,5.959747917991294
13106950,0,0,5.959747917991294
13107100,0,0,5.959747917991294
13107250,0,0,5.959747917991294
13107400,0,0,5.959747917991294
13107550,0,0,5.959747917991294
13107700,0,0,5.959747917991294
13107850,0,0,5.959747917991294
13108000,0,0,5.959747917991294
13108150,0,0,5.959747917991294
13108300,0,0,5.959747917991294
13108450,0,0,5.959747917991294
13108600,0,0,5.959747917991294
13108750,0,0,5.959747917991294
13108900,0,0,5.959747917991294
13109050,0,0,5.959747917991294
13109200,0,0,5.959747917991294
13109350,0,0,5.959747917991294
13109500,0,0,5.959747917991294
13109650,0,0,5.959747917991294
13109800,0,0,5.959747917991294
13109950,0,0,5.959747917991294
13110100,0,0,5.959747917991294
13110250,0,0,5.959747917991294
13110400,0,0,5.959747917991294
13110550,0,0,5.959747917991294
13110700,0,0,5.959747917991294
13110850,0,0,5.959747917991294
13111000,0,0,5.959747917991294
13111150,0,0,5.959747917991294
13111300,0,0,5.959747917991294
13111450,0,0,5.959747917991294
13111600,0,0,5.959747917991294
13111750,0,0,5.959747917991294
13111900,0,0,5.959747917991294
13112050,0,0,5.959747917991294
13112200,0,0,5.959747917991294
13112350,0,0,5.959747917991294
13112500,0,0,5.959747917991294
13112650,0,0,5.959747917991294
13112800,0,0,5.959747917991294
13112950,0,0,5.959747917991294
13113100,0,0,5.959747917991294
13113250,0,0,5.959747917991294
13113400,0,0,5.959747917991294
13113550,0,0,5.959747917991294
13113700,0,0,5.959747917991294
13113850,0,0,5.959747917991294
13114000,0,0,5.959747917991294
13114150,0,0,5.959747917991294
13114300,0,0,5.959747917991294
13114450,0,0,5.959747917991294
13114600,0,0,5.959747917991294
13114750,0,0,5.959747917991294
13114900,0,0,5.959747917991294
13115050,0,0,5.959747917991294
13115200,0,0,5.959747917991294
13115350,0,0,5.959747917991294
13115500,0,0,5.959747917991294
13115650,0,0,5.959747917991294
13115800,0,0,5.959747917991294
13115950,0,0,5.959747917991294
13116100,0,0,5.959747917991294
13116250,0,0,5.959747917991294
13116400,0,0,5.959747917991294
13116550,0,0,5.959747917991294
13116700,0,0,5.959747917991294
13116850,0,0,5.959747917991294
13117000,0,0,5.959747917991294
13117150,0,0,5.959747917991294
13117300,0,0,5.959747917991294
13117450,0,0,5.959747917991294
13117600,0,0,5.959747917991294
13117750,0,0,5.959747917991294
13117900,0,0,5.959747917991294
13118050,0,0,5.959747917991294
13118200,0,0,5.959747917991294
13118350,0,0,5.959747917991294
13118500,0,0,5.959747917991294
13118650,0,0,5.959747917991294
13118800,0,0,5.959747917991294
13118950,0,0,5.959747917991294
13119100,0,0,5.959747917991294
13119250,0,0,5.959747917991294
13119400,0,0,5.959747917991294
13119550,0,0,5.959747917991294
13119700,0,0,5.959747917991294
13119850,0,0,5.959747917991294
13120000,0,0,5.959747917991294
13120150,0,0,5.959747917991294
13120300,0,0,5.959747917991294
13120450,0,0,5.959747917991294
13120600,0,0,5.959747917991294
13120750,0,0,5.959747917991294
13120900,0,0,5.959747917991294
13121050,0,0,5.959747917991294
13121200,0,0,5.959747917991294
13121350,0,0,5.959747917991294
13121500,0,0,5.959747917991294
13121650,0,0,5.959747917991294
13121800,0,0,5.959747917991294
13121950,0,0,5.959747917991294
13122100,0,0,5.959747917991294
13122250,0,0,5.959747917991294
13122400,0,0,5.959747917991294
13122550,0,0,5.959747917991294
13122700,0,0,5.959747917991294
13122850,0,0,5.959747917991294
13123000,0,0,5.959747917991294
13123150,0,0,5.959747917991294
13123300,0,0,5.959747917991294
13123450,0,0,5.959747917991294
13123600,0,0,5.959747917991294
13123750,0,0,5.959747917991294
13123900,0,0,5.959747917991294
13124050,0,0,5.959747917991294
13124200,0,0,5.959747917991294
13124350,0,0,5.959747917991294
13124500,0,0,5.959747917991294
13124650,0,0,5.959747917991294
13124800,0,0,5.959747917991294
13124950,0,0,5.959747917991294
13125100,0,0,5.959747917991294
13125250,0,0,5.959747917991294
13125400,0,0,5.959747917991294
13125550,0,0,5.959747917991294
13125700,0,0,5.959747917991294
13125850,0,0,5.959747917991294
13126000,0,0,5.959747917991294
13126150,0,0,5.959747917991294
13126300,0,0,5.959747917991294
13126450,0,0,5.959747917991294
13126600,0,0,5.959747917991294
13126750,0,0,5.959747917991294
13126900,0,0,5.959747917991294
13127050,0,0,5.959747917991294
13127200,0,0,5.959747917991294
13127350,0,0,5.959747917991294
13127500,0,0,5.959747917991294
13127650,0,0,5.959747917991294
13127800,0,0,5.959747917991294
13127950,0,0,5.959747917991294
13128100,0,0,5.959747917991294
13128250,0,0,5.959747917991294
13128400,0,0,5.959747917991294
13128550,0,0,5.959747917991294
13128700,0,0,5.959747917991294
13128850,0,0,5.959747917991294
13129000,0,0,5.959747917991294
13129150,0,0,5.959747917991294
13129300,0,0,5.959747917991294
13129450,0,0,5.959747917991294
13129600,0,0,5.959747917991294
13129750,0,0,5.959747917991294
13129900,0,0,5.959747917991294
13130050,0,0,5.959747917991294
13130200,0,0,5.959747917991294
13130350,0,0,5.959747917991294
13130500,0,0,5.959747917991294
13130650,0,0,5.959747917991294
13130800,0,0,5.959747917991294
13130950,0,0,5.959747917991294
13131100,0,0,5.959747917991294
13131250,0,0,5.959747917991294
13131400,0,0,5.959747917991294
13131550,0,0,5.959747917991294
13131700,0,0,5.959747917991294
13131850,0,0,5.959747917991294
13132000,0,0,5.959747917991294
13132150,0,0,5.959747917991294
13132300,0,0,5.959747917991294
13132450,0,0,5.959747917991294
13132600,0,0,5.959747917991294
13132750,0,0,5.959747917991294
13132900,0,0,5.959747917991294
13133050,0,0,5.959747917991294
13133200,0,0,5.959747917991294
13133350,0,0,5.959747917991294
13133500,0,0,5.959747917991294
13133650,0,0,5.959747917991294
13133800,0,0,5.959747917991294
13133950,0,0,5.959747917991294
13134100,0,0,5.959747917991294
13134250,0,0,5.959747917991294
13134400,0,0,5.959747917991294
13134550,0,0,5.959747917991294
13134700,0,0,5.959747917991294
13134850,0,0,5.959747917991294
13135000,0,0,5.959747917991294
13135150,0,0,5.959747917991294
13135300,0,0,5.959747917991294
13135450,0,0,5.959747917991294
13135600,0,0,5.959747917991294
13135750,0,0,5.959747917991294
13135900,0,0,5.959747917991294
13136050,0,0,5.959747917991294
13136200,0,0,5.959747917991294
13136350,0,0,5.959747917991294
13136500,0,0,5.959747917991294
13136650,0,0,5.959747917991294
13136800,0,0,5.959747917991294
13136950,0,0,5.959747917991294
13137100,0,0,5.959747917991294
13137250,0,0,5.959747917991294
13137400,0,0,5.959747917991294
13137550,0,0,5.959747917991294
13137700,0,0,5.959747917991294
13137850,0,0,5.959747917991294
13138000,0,0,5.959747917991294
13138150,0,0,5.959747917991294
13138300,0,0,5.959747917991294
13138450,0,0,5.959747917991294
13138600,0,0,5.959747917991294
13138750,0,0,5.959747917991294
13138900,0,0,5.959747917991294
13139050,0,0,5.959747917991294
13139200,0,0,5.959747917991294
13139350,0,0,5.959747917991294
13139500,0,0,5.959747917991294
13139650,0,0,5.959747917991294
13139800,0,0,5.959747917991294
13139950,0,0,5.959747917991294
13140100,0,0,5.959747917991294
13140250,0,0,5.959747917991294
13140400,0,0,5.959747917991294
13140550,0,0,5.959747917991294
13140700,0,0,5.959747917991294
13140850,0,0,5.959747917991294
13141000,0,0,5.959747917991294
13141150,0,0,5.959747917991294
13141300,0,0,5.959747917991294
13141450,0,0,5.959747917991294
13141600,0,0,5.959747917991294
13141750,0,0,5.959747917991294
13141900,0,0,5.959747917991294
13142050,0,0,5.959747917991294
13142200,0,0,5.959747917991294
13142350,0,0,5.959747917991294
13142500,0,0,5.959747917991294
13142650,0,0,5.959747917991294
13142800,0,0,5.959747917991294
13142950,0,0,5.959747917991294
13143100,0,0,5.959747917991294
13143250,0,0,5.959747917991294
13143400,0,0,5.959747917991294
13143550,0,0,5.959747917991294
13143700,0,0,5.959747917991294
13143850,0,0,5.959747917991294
13144000,0,0,5.959747917991294
13144150,0,0,5.959747917991294
13144300,0,0,5.959747917991294
13144450,0,0,5.959747917991294
13144600,0,0,5.959747917991294
13144750,0,0,5.959747917991294
13144900,0,0,5.959747917991294
13145050,0,0,5.959747917991294
13145200,0,0,5.959747917991294
13145350,0,0,5.959747917991294
13145500,0,0,5.959747917991294
13145650,0,0,5.959747917991294
13145800,0,0,5.959747917991294
13145950,0,0,5.959747917991294
13146100,0,0,5.959747917991294
13146250,0,0,5.959747917991294
13146400,0,0,5.959747917991294
13146550,0,0,5.959747917991294
13146700,0,0,5.959747917991294
13146850,0,0,5.959747917991294
13147000,0,0,5.959747917991294
13147150,0,0,5.959747917991294
13147300,0,0,5.959747917991294
13147450,0,0,5.959747917991294
13147600,0,0,5.959747917991294
13147750,0,0,5.959747917991294
13147900,0,0,5.959747917991294
13148050,0,0,5.959747917991294
13148200,0,0,5.959747917991294
13148350,0,0,5.959747917991294
13148500,0,0,5.959747917991294
13148650,0,0,5.959747917991294
