blocknumber,reserve AAVE,reserve USDC,volume AAVE for 5% slippage
13242250,0,0,0.05890790458935472
13242400,0,0,0.05890790458935472
13242550,0,0,0.05890790458935472
13242700,0,0,0.05890790458935472
13242850,0,0,0.05890790458935472
13243000,0,0,0.05890790458935472
13243150,0,0,0.05890790458935472
13243300,0,0,0.05890790458935472
13243450,0,0,0.05890790458935472
13243600,0,0,0.05890790458935472
13243750,0,0,0.05890790458935472
13243900,0,0,0.05890790458935472
13244050,0,0,0.05890790458935472
13244200,0,0,0.05890790458935472
13244350,0,0,0.05890790458935472
13244500,0,0,0.05890790458935472
13244650,0,0,0.05890790458935472
13244800,0,0,0.05890790458935472
13244950,0,0,0.05890790458935472
13245100,0,0,0.05890790458935472
13245250,0,0,0.05890790458935472
13245400,0,0,0.05890790458935472
13245550,0,0,0.05890790458935472
13245700,0,0,0.05890790458935472
13245850,0,0,0.05890790458935472
13246000,0,0,0.05890790458935472
13246150,0,0,0.05890790458935472
13246300,0,0,0.05890790458935472
13246450,0,0,0.05890790458935472
13246600,0,0,0.05890790458935472
13246750,0,0,0.05890790458935472
13246900,0,0,0.05890790458935472
13247050,0,0,0.05890790458935472
13247200,0,0,0.05890790458935472
13247350,0,0,0.05890790458935472
13247500,0,0,0.05890790458935472
13247650,0,0,0.05890790458935472
13247800,0,0,0.05890790458935472
13247950,0,0,0.05890790458935472
13248100,0,0,0.05890790458935472
13248250,0,0,0.05890790458935472
13248400,0,0,0.05890790458935472
13248550,0,0,0.05890790458935472
13248700,0,0,0.05890790458935472
13248850,0,0,0.05890790458935472
13249000,0,0,0.05890790458935472
13249150,0,0,0.05890790458935472
13249300,0,0,0.05890790458935472
13249450,0,0,0.05890790458935472
13249600,0,0,0.05890790458935472
13249750,0,0,0.05890790458935472
13249900,0,0,0.05890790458935472
13250050,0,0,0.05890790458935472
13250200,0,0,0.05890790458935472
13250350,0,0,0.05890790458935472
13250500,0,0,0.05890790458935472
13250650,0,0,0.05890790458935472
13250800,0,0,0.05890790458935472
13250950,0,0,0.05890790458935472
13251100,0,0,0.05890790458935472
13251250,0,0,0.05890790458935472
13251400,0,0,0.05890790458935472
13251550,0,0,0.05890790458935472
13251700,0,0,0.05890790458935472
13251850,0,0,0.05890790458935472
13252000,0,0,0.05890790458935472
13252150,0,0,0.05890790458935472
13252300,0,0,0.05890790458935472
13252450,0,0,0.05890790458935472
13252600,0,0,0.05890790458935472
13252750,0,0,0.05890790458935472
13252900,0,0,0.05890790458935472
13253050,0,0,0.05890790458935472
13253200,0,0,0.05890790458935472
13253350,0,0,0.05890790458935472
13253500,0,0,0.05890790458935472
13253650,0,0,0.05890790458935472
13253800,0,0,0.05890790458935472
13253950,0,0,0.05890790458935472
13254100,0,0,0.05890790458935472
13254250,0,0,0.05890790458935472
13254400,0,0,0.05890790458935472
13254550,0,0,0.05890790458935472
13254700,0,0,0.05890790458935472
13254850,0,0,0.05890790458935472
13255000,0,0,0.05890790458935472
13255150,0,0,0.05890790458935472
13255300,0,0,0.05890790458935472
13255450,0,0,0.05890790458935472
13255600,0,0,0.05890790458935472
13255750,0,0,0.05890790458935472
13255900,0,0,0.05890790458935472
13256050,0,0,0.05890790458935472
13256200,0,0,0.05890790458935472
13256350,0,0,0.05890790458935472
13256500,0,0,0.05890790458935472
13256650,0,0,0.05890790458935472
13256800,0,0,0.05890790458935472
13256950,0,0,0.05890790458935472
13257100,0,0,0.05890790458935472
13257250,0,0,0.05890790458935472
13257400,0,0,0.05890790458935472
13257550,0,0,0.05890790458935472
13257700,0,0,0.05890790458935472
13257850,0,0,0.05890790458935472
13258000,0,0,0.05890790458935472
13258150,0,0,0.05890790458935472
13258300,0,0,0.05890790458935472
13258450,0,0,0.05890790458935472
13258600,0,0,0.05890790458935472
13258750,0,0,0.05890790458935472
13258900,0,0,0.05890790458935472
13259050,0,0,0.05890790458935472
13259200,0,0,0.05890790458935472
13259350,0,0,0.05890790458935472
13259500,0,0,0.05890790458935472
13259650,0,0,0.05890790458935472
13259800,0,0,0.05890790458935472
13259950,0,0,0.05890790458935472
13260100,0,0,0.05890790458935472
13260250,0,0,0.05890790458935472
13260400,0,0,0.05890790458935472
13260550,0,0,0.05890790458935472
13260700,0,0,0.05890790458935472
13260850,0,0,0.05890790458935472
13261000,0,0,0.05890790458935472
13261150,0,0,0.05890790458935472
13261300,0,0,0.05890790458935472
13261450,0,0,0.05890790458935472
13261600,0,0,0.05890790458935472
13261750,0,0,0.05890790458935472
13261900,0,0,0.05890790458935472
13262050,0,0,0.05890790458935472
13262200,0,0,0.05890790458935472
13262350,0,0,0.05890790458935472
13262500,0,0,0.05890790458935472
13262650,0,0,0.05890790458935472
13262800,0,0,0.05890790458935472
13262950,0,0,0.05890790458935472
13263100,0,0,0.05890790458935472
13263250,0,0,0.05890790458935472
13263400,0,0,0.05890790458935472
13263550,0,0,0.05890790458935472
13263700,0,0,0.05890790458935472
13263850,0,0,0.05890790458935472
13264000,0,0,0.05890790458935472
13264150,0,0,0.05890790458935472
13264300,0,0,0.05890790458935472
13264450,0,0,0.05890790458935472
13264600,0,0,0.05890790458935472
13264750,0,0,0.05890790458935472
13264900,0,0,0.05890790458935472
13265050,0,0,0.05890790458935472
13265200,0,0,0.05890790458935472
13265350,0,0,0.05890790458935472
13265500,0,0,0.05890790458935472
13265650,0,0,0.05890790458935472
13265800,0,0,0.05890790458935472
13265950,0,0,0.05890790458935472
13266100,0,0,0.05890790458935472
13266250,0,0,0.05890790458935472
13266400,0,0,0.05890790458935472
13266550,0,0,0.05890790458935472
13266700,0,0,0.05890790458935472
13266850,0,0,0.05890790458935472
13267000,0,0,0.05890790458935472
13267150,0,0,0.05890790458935472
13267300,0,0,0.05890790458935472
13267450,0,0,0.05890790458935472
13267600,0,0,0.05890790458935472
13267750,0,0,0.05890790458935472
13267900,0,0,0.05890790458935472
13268050,0,0,0.05890790458935472
13268200,0,0,0.05890790458935472
13268350,0,0,0.05890790458935472
13268500,0,0,0.05890790458935472
13268650,0,0,0.05890790458935472
13268800,0,0,0.05890790458935472
13268950,0,0,0.05890790458935472
13269100,0,0,0.05890790458935472
13269250,0,0,0.05890790458935472
13269400,0,0,0.05890790458935472
13269550,0,0,0.05890790458935472
13269700,0,0,0.05890790458935472
13269850,0,0,0.06544478416133408
13270000,0,0,0.06544478416133408
13270150,0,0,0.06544478416133408
13270300,0,0,0.06544478416133408
13270450,0,0,0.06544478416133408
13270600,0,0,0.06544478416133408
13270750,0,0,0.06544478416133408
13270900,0,0,0.06544478416133408
13271050,0,0,0.06544478416133408
13271200,0,0,0.06544478416133408
13271350,0,0,0.06544478416133408
13271500,0,0,0.06544478416133408
13271650,0,0,0.06544478416133408
13271800,0,0,0.06544478416133408
13271950,0,0,0.06544478416133408
13272100,0,0,0.06544478416133408
13272250,0,0,0.06544478416133408
13272400,0,0,0.06544478416133408
13272550,0,0,0.06544478416133408
13272700,0,0,0.06544478416133408
13272850,0,0,0.06544478416133408
13273000,0,0,0.06544478416133408
13273150,0,0,0.06544478416133408
13273300,0,0,0.06544478416133408
13273450,0,0,0.06544478416133408
13273600,0,0,0.06544478416133408
13273750,0,0,0.06544478416133408
13273900,0,0,0.06544478416133408
13274050,0,0,0.06544478416133408
13274200,0,0,0.06544478416133408
13274350,0,0,0.06544478416133408
13274500,0,0,0.06544478416133408
13274650,0,0,0.06544478416133408
13274800,0,0,0.06544478416133408
13274950,0,0,0.06544478416133408
13275100,0,0,0.06544478416133408
13275250,0,0,0.06544478416133408
13275400,0,0,0.06544478416133408
13275550,0,0,0.06544478416133408
13275700,0,0,0.06544478416133408
13275850,0,0,0.06544478416133408
13276000,0,0,0.06544478416133408
13276150,0,0,0.06544478416133408
13276300,0,0,0.06544478416133408
13276450,0,0,0.06544478416133408
13276600,0,0,0.06544478416133408
13276750,0,0,0.06544478416133408
13276900,0,0,0.06544478416133408
13277050,0,0,0.06544478416133408
13277200,0,0,0.06544478416133408
13277350,0,0,0.06544478416133408
13277500,0,0,0.06544478416133408
13277650,0,0,0.06544478416133408
13277800,0,0,0.06544478416133408
13277950,0,0,0.06544478416133408
13278100,0,0,0.06544478416133408
13278250,0,0,0.06544478416133408
13278400,0,0,0.06544478416133408
13278550,0,0,0.06544478416133408
13278700,0,0,0.06544478416133408
13278850,0,0,0.06544478416133408
13279000,0,0,0.06544478416133408
13279150,0,0,0.06544478416133408
13279300,0,0,0.06544478416133408
13279450,0,0,0.06544478416133408
13279600,0,0,0.06544478416133408
13279750,0,0,0.06544478416133408
13279900,0,0,0.06544478416133408
13280050,0,0,0.06544478416133408
13280200,0,0,0.06544478416133408
13280350,0,0,0.06544478416133408
13280500,0,0,0.06544478416133408
13280650,0,0,0.06544478416133408
13280800,0,0,0.06544478416133408
13280950,0,0,0.06544478416133408
13281100,0,0,0.06544478416133408
13281250,0,0,0.06544478416133408
13281400,0,0,0.06544478416133408
13281550,0,0,0.06544478416133408
13281700,0,0,0.06544478416133408
13281850,0,0,0.06544478416133408
13282000,0,0,0.06544478416133408
13282150,0,0,0.06544478416133408
13282300,0,0,0.06544478416133408
13282450,0,0,0.06544478416133408
13282600,0,0,0.06544478416133408
13282750,0,0,0.06544478416133408
13282900,0,0,0.06544478416133408
13283050,0,0,0.06544478416133408
13283200,0,0,0.06544478416133408
13283350,0,0,0.06544478416133408
13283500,0,0,0.06544478416133408
13283650,0,0,0.06544478416133408
13283800,0,0,0.06544478416133408
13283950,0,0,0.06544478416133408
13284100,0,0,0.06544478416133408
13284250,0,0,0.06544478416133408
13284400,0,0,0.06544478416133408
13284550,0,0,0.06544478416133408
13284700,0,0,0.06544478416133408
13284850,0,0,0.06544478416133408
13285000,0,0,0.06544478416133408
13285150,0,0,0.06544478416133408
13285300,0,0,0.06544478416133408
13285450,0,0,0.06544478416133408
13285600,0,0,0.06544478416133408
13285750,0,0,0.06544478416133408
13285900,0,0,0.06544478416133408
13286050,0,0,0.06544478416133408
13286200,0,0,0.06544478416133408
13286350,0,0,0.06544478416133408
13286500,0,0,0.06544478416133408
13286650,0,0,0.06544478416133408
13286800,0,0,0.06544478416133408
13286950,0,0,0.06544478416133408
13287100,0,0,0.06544478416133408
13287250,0,0,0.06544478416133408
13287400,0,0,0.06544478416133408
13287550,0,0,0.06544478416133408
13287700,0,0,0.06544478416133408
13287850,0,0,0.06544478416133408
13288000,0,0,0.06544478416133408
13288150,0,0,0.06544478416133408
13288300,0,0,0.06544478416133408
13288450,0,0,0.06544478416133408
13288600,0,0,0.06544478416133408
13288750,0,0,0.06544478416133408
13288900,0,0,0.06544478416133408
13289050,0,0,0.06544478416133408
13289200,0,0,0.06544478416133408
13289350,0,0,0.06544478416133408
13289500,0,0,0.06544478416133408
13289650,0,0,0.06544478416133408
13289800,0,0,0.06544478416133408
13289950,0,0,0.06544478416133408
13290100,0,0,0.06544478416133408
13290250,0,0,0.06544478416133408
13290400,0,0,0.06544478416133408
13290550,0,0,0.06544478416133408
13290700,0,0,0.06544478416133408
13290850,0,0,0.06544478416133408
13291000,0,0,0.06544478416133408
13291150,0,0,0.06544478416133408
13291300,0,0,0.06544478416133408
13291450,0,0,0.06544478416133408
13291600,0,0,0.06544478416133408
13291750,0,0,0.06544478416133408
13291900,0,0,0.06544478416133408
13292050,0,0,0.06544478416133408
13292200,0,0,0.06544478416133408
13292350,0,0,0.06544478416133408
13292500,0,0,0.06544478416133408
13292650,0,0,0.06544478416133408
13292800,0,0,0.06761969434991914
13292950,0,0,0.06761969434991914
13293100,0,0,0.06761969434991914
13293250,0,0,0.06761969434991914
13293400,0,0,0.07309888346613873
13293550,0,0,0.07309888346613873
13293700,0,0,0.07309888346613873
13293850,0,0,0.07309888346613873
13294000,0,0,0.07309888346613873
13294150,0,0,0.07309888346613873
13294300,0,0,0.07309888346613873
13294450,0,0,0.07309888346613873
13294600,0,0,0.07309888346613873
13294750,0,0,0.07309888346613873
13294900,0,0,0.07309888346613873
13295050,0,0,0.07309888346613873
13295200,0,0,0.07309888346613873
13295350,0,0,0.07309888346613873
13295500,0,0,0.07309888346613873
13295650,0,0,0.07309888346613873
13295800,0,0,0.07309888346613873
13295950,0,0,0.07309888346613873
13296100,0,0,0.07309888346613873
13296250,0,0,0.07309888346613873
13296400,0,0,0.07309888346613873
13296550,0,0,0.07309888346613873
13296700,0,0,0.07309888346613873
13296850,0,0,0.07309888346613873
13297000,0,0,0.07309888346613873
13297150,0,0,0.07309888346613873
13297300,0,0,0.07309888346613873
13297450,0,0,0.07309888346613873
13297600,0,0,0.07309888346613873
13297750,0,0,0.07309888346613873
13297900,0,0,0.07309888346613873
13298050,0,0,0.07309888346613873
13298200,0,0,0.07309888346613873
13298350,0,0,0.07309888346613873
13298500,0,0,0.07309888346613873
13298650,0,0,0.07309888346613873
13298800,0,0,0.07309888346613873
13298950,0,0,0.07309888346613873
13299100,0,0,0.07309888346613873
13299250,0,0,0.07309888346613873
13299400,0,0,0.07309888346613873
13299550,0,0,0.07309888346613873
13299700,0,0,0.07309888346613873
13299850,0,0,0.07309888346613873
13300000,0,0,0.07309888346613873
13300150,0,0,0.07309888346613873
13300300,0,0,0.07309888346613873
13300450,0,0,0.07309888346613873
13300600,0,0,0.07309888346613873
13300750,0,0,0.07309888346613873
13300900,0,0,0.07309888346613873
13301050,0,0,0.07309888346613873
13301200,0,0,0.07309888346613873
13301350,0,0,0.07309888346613873
13301500,0,0,0.07309888346613873
13301650,0,0,0.07309888346613873
13301800,0,0,0.07309888346613873
13301950,0,0,0.07309888346613873
13302100,0,0,0.07309888346613873
13302250,0,0,0.07309888346613873
13302400,0,0,0.07309888346613873
13302550,0,0,0.07309888346613873
13302700,0,0,0.07309888346613873
13302850,0,0,0.07309888346613873
13303000,0,0,0.07309888346613873
13303150,0,0,0.07309888346613873
13303300,0,0,0.07309888346613873
13303450,0,0,0.07309888346613873
13303600,0,0,0.07309888346613873
13303750,0,0,0.07309888346613873
13303900,0,0,0.07309888346613873
13304050,0,0,0.07309888346613873
13304200,0,0,0.07309888346613873
13304350,0,0,0.07309888346613873
13304500,0,0,0.07309888346613873
13304650,0,0,0.07309888346613873
13304800,0,0,0.07309888346613873
13304950,0,0,0.07309888346613873
13305100,0,0,0.07309888346613873
13305250,0,0,0.07309888346613873
13305400,0,0,0.07309888346613873
13305550,0,0,0.07309888346613873
13305700,0,0,0.07309888346613873
13305850,0,0,0.07309888346613873
13306000,0,0,0.07309888346613873
13306150,0,0,0.07309888346613873
13306300,0,0,0.07309888346613873
13306450,0,0,0.07309888346613873
13306600,0,0,0.07309888346613873
13306750,0,0,0.07309888346613873
13306900,0,0,0.07309888346613873
13307050,0,0,0.07309888346613873
13307200,0,0,0.07309888346613873
13307350,0,0,0.07309888346613873
13307500,0,0,0.07309888346613873
13307650,0,0,0.07309888346613873
13307800,0,0,0.07309888346613873
13307950,0,0,0.07309888346613873
13308100,0,0,0.07309888346613873
13308250,0,0,0.07309888346613873
13308400,0,0,0.07309888346613873
13308550,0,0,0.07309888346613873
13308700,0,0,0.07309888346613873
13308850,0,0,0.07309888346613873
13309000,0,0,0.07309888346613873
13309150,0,0,0.07309888346613873
13309300,0,0,0.07309888346613873
13309450,0,0,0.07309888346613873
13309600,0,0,0.07309888346613873
13309750,0,0,0.07309888346613873
13309900,0,0,0.07309888346613873
13310050,0,0,0.07309888346613873
13310200,0,0,0.07309888346613873
13310350,0,0,0.07309888346613873
13310500,0,0,0.07309888346613873
13310650,0,0,0.07309888346613873
13310800,0,0,0.07309888346613873
13310950,0,0,0.07309888346613873
13311100,0,0,0.07309888346613873
13311250,0,0,0.07309888346613873
13311400,0,0,0.07309888346613873
13311550,0,0,0.07309888346613873
13311700,0,0,0.07309888346613873
13311850,0,0,0.07309888346613873
13312000,0,0,0.07309888346613873
13312150,0,0,0.07309888346613873
13312300,0,0,0.07309888346613873
13312450,0,0,0.07309888346613873
13312600,0,0,0.07309888346613873
13312750,0,0,0.07309888346613873
13312900,0,0,0.07309888346613873
13313050,0,0,0.07309888346613873
13313200,0,0,0.07309888346613873
13313350,0,0,0.07309888346613873
13313500,0,0,0.07309888346613873
13313650,0,0,0.07309888346613873
13313800,0,0,0.07309888346613873
13313950,0,0,0.07309888346613873
13314100,0,0,0.07309888346613873
13314250,0,0,0.07309888346613873
13314400,0,0,0.07309888346613873
13314550,0,0,0.07309888346613873
13314700,0,0,0.07309888346613873
13314850,0,0,0.07309888346613873
13315000,0,0,0.07309888346613873
13315150,0,0,0.07309888346613873
13315300,0,0,0.07309888346613873
13315450,0,0,0.07309888346613873
13315600,0,0,0.07309888346613873
13315750,0,0,0.07309888346613873
13315900,0,0,0.07309888346613873
13316050,0,0,0.07620949188719155
13316200,0,0,0.07620949188719155
13316350,0,0,0.07620949188719155
13316500,0,0,0.07620949188719155
13316650,0,0,0.07620949188719155
13316800,0,0,0.07620949188719155
13316950,0,0,0.07620949188719155
13317100,0,0,0.07620949188719155
13317250,0,0,0.07620949188719155
13317400,0,0,0.07620949188719155
13317550,0,0,0.07620949188719155
13317700,0,0,0.07620949188719155
13317850,0,0,0.07620949188719155
13318000,0,0,0.07620949188719155
13318150,0,0,0.07620949188719155
13318300,0,0,0.07620949188719155
13318450,0,0,0.07620949188719155
13318600,0,0,0.07620949188719155
13318750,0,0,0.07620949188719155
13318900,0,0,0.07620949188719155
13319050,0,0,0.07620949188719155
13319200,0,0,0.07620949188719155
13319350,0,0,0.07620949188719155
13319500,0,0,0.07620949188719155
13319650,0,0,0.07620949188719155
13319800,0,0,0.07620949188719155
13319950,0,0,0.07620949188719155
13320100,0,0,0.07620949188719155
13320250,0,0,0.07620949188719155
13320400,0,0,0.07620949188719155
13320550,0,0,0.07620949188719155
13320700,0,0,0.07620949188719155
13320850,0,0,0.07620949188719155
13321000,0,0,0.07620949188719155
13321150,0,0,0.07620949188719155
13321300,0,0,0.07620949188719155
13321450,0,0,0.07620949188719155
13321600,0,0,0.07620949188719155
13321750,0,0,0.07620949188719155
13321900,0,0,0.07620949188719155
13322050,0,0,0.07620949188719155
13322200,0,0,0.07620949188719155
13322350,0,0,0.07620949188719155
13322500,0,0,0.07620949188719155
13322650,0,0,0.07620949188719155
13322800,0,0,0.07620949188719155
13322950,0,0,0.07620949188719155
13323100,0,0,0.07620949188719155
13323250,0,0,0.07620949188719155
13323400,0,0,0.07620949188719155
13323550,0,0,0.07620949188719155
13323700,0,0,0.07620949188719155
13323850,0,0,0.07620949188719155
13324000,0,0,0.07620949188719155
13324150,0,0,0.07620949188719155
13324300,0,0,0.07620949188719155
13324450,0,0,0.07620949188719155
13324600,0,0,0.07620949188719155
13324750,0,0,0.07620949188719155
13324900,0,0,0.07620949188719155
13325050,0,0,0.07620949188719155
13325200,0,0,0.07620949188719155
13325350,0,0,0.07620949188719155
13325500,0,0,0.07568317609771762
13325650,0,0,0.07568317609771762
13325800,0,0,0.07568317609771762
13325950,0,0,0.07568317609771762
13326100,0,0,0.07568317609771762
13326250,0,0,0.07568317609771762
13326400,0,0,0.07568317609771762
13326550,0,0,0.07568317609771762
13326700,0,0,0.07568317609771762
13326850,0,0,0.07568317609771762
13327000,0,0,0.07568317609771762
13327150,0,0,0.07568317609771762
13327300,0,0,0.07568317609771762
13327450,0,0,0.07568317609771762
13327600,0,0,0.07568317609771762
13327750,0,0,0.07568317609771762
13327900,0,0,0.07568317609771762
13328050,0,0,0.07568317609771762
13328200,0,0,0.07568317609771762
13328350,0,0,0.07568317609771762
13328500,0,0,0.07568317609771762
13328650,0,0,0.07568317609771762
13328800,0,0,0.07568317609771762
13328950,0,0,0.07568317609771762
13329100,0,0,0.07568317609771762
13329250,0,0,0.07568317609771762
13329400,0,0,0.07568317609771762
13329550,0,0,0.07568317609771762
13329700,0,0,0.07568317609771762
13329850,0,0,0.07568317609771762
13330000,0,0,0.07568317609771762
13330150,0,0,0.07568317609771762
13330300,0,0,0.07568317609771762
13330450,0,0,0.07568317609771762
13330600,0,0,0.07568317609771762
13330750,0,0,0.07568317609771762
13330900,0,0,0.07568317609771762
13331050,0,0,0.07568317609771762
13331200,0,0,0.07568317609771762
13331350,0,0,0.07568317609771762
13331500,0,0,0.07568317609771762
13331650,0,0,0.07568317609771762
13331800,0,0,0.07568317609771762
13331950,0,0,0.07568317609771762
13332100,0,0,0.07568317609771762
13332250,0,0,0.07568317609771762
13332400,0,0,0.07568317609771762
13332550,0,0,0.07568317609771762
13332700,0,0,0.07568317609771762
13332850,0,0,0.07568317609771762
13333000,0,0,0.07568317609771762
13333150,0,0,0.07568317609771762
13333300,0,0,0.07568317609771762
13333450,0,0,0.07568317609771762
13333600,0,0,0.07568317609771762
13333750,0,0,0.07568317609771762
13333900,0,0,0.07568317609771762
13334050,0,0,0.07568317609771762
13334200,0,0,0.07568317609771762
13334350,0,0,0.07568317609771762
13334500,0,0,0.07568317609771762
13334650,0,0,0.07568317609771762
13334800,0,0,0.07568317609771762
13334950,0,0,0.07568317609771762
13335100,0,0,0.07568317609771762
13335250,0,0,0.07568317609771762
13335400,0,0,0.07568317609771762
13335550,0,0,0.07568317609771762
13335700,0,0,0.07568317609771762
13335850,0,0,0.07568317609771762
13336000,0,0,0.07568317609771762
13336150,0,0,0.07568317609771762
13336300,0,0,0.07568317609771762
13336450,0,0,0.07568317609771762
13336600,0,0,0.07568317609771762
13336750,0,0,0.07568317609771762
13336900,0,0,0.07568317609771762
13337050,0,0,0.07568317609771762
13337200,0,0,0.07568317609771762
13337350,0,0,0.07568317609771762
13337500,0,0,0.07568317609771762
13337650,0,0,0.07568317609771762
13337800,0,0,0.07568317609771762
13337950,0,0,0.07568317609771762
13338100,0,0,0.07568317609771762
13338250,0,0,0.07568317609771762
13338400,0,0,0.07568317609771762
13338550,0,0,0.07568317609771762
13338700,0,0,0.07568317609771762
13338850,0,0,0.07568317609771762
13339000,0,0,0.07568317609771762
13339150,0,0,0.07568317609771762
13339300,0,0,0.07568317609771762
13339450,0,0,0.07568317609771762
13339600,0,0,0.07568317609771762
13339750,0,0,0.07568317609771762
13339900,0,0,0.07568317609771762
13340050,0,0,0.07568317609771762
13340200,0,0,0.07568317609771762
13340350,0,0,0.07568317609771762
13340500,0,0,0.07568317609771762
13340650,0,0,0.07568317609771762
13340800,0,0,0.07568317609771762
13340950,0,0,0.07568317609771762
13341100,0,0,0.07568317609771762
13341250,0,0,0.07568317609771762
13341400,0,0,0.07568317609771762
13341550,0,0,0.07568317609771762
13341700,0,0,0.07568317609771762
13341850,0,0,0.07568317609771762
13342000,0,0,0.07568317609771762
13342150,0,0,0.07568317609771762
13342300,0,0,0.07568317609771762
13342450,0,0,0.07568317609771762
13342600,0,0,0.07568317609771762
13342750,0,0,0.07568317609771762
13342900,0,0,0.07568317609771762
13343050,0,0,0.07568317609771762
13343200,0,0,0.07568317609771762
13343350,0,0,0.07568317609771762
13343500,0,0,0.07568317609771762
13343650,0,0,0.07568317609771762
13343800,0,0,0.07568317609771762
13343950,0,0,0.07568317609771762
13344100,0,0,0.07568317609771762
13344250,0,0,0.07568317609771762
13344400,0,0,0.07568317609771762
13344550,0,0,0.07568317609771762
13344700,0,0,0.07568317609771762
13344850,0,0,0.07568317609771762
13345000,0,0,0.07568317609771762
13345150,0,0,0.07568317609771762
13345300,0,0,0.07568317609771762
13345450,0,0,0.07568317609771762
13345600,0,0,0.07568317609771762
13345750,0,0,0.07568317609771762
13345900,0,0,0.07568317609771762
13346050,0,0,0.07568317609771762
13346200,0,0,0.07568317609771762
13346350,0,0,0.07568317609771762
13346500,0,0,0.07568317609771762
13346650,0,0,0.07568317609771762
13346800,0,0,0.07568317609771762
13346950,0,0,0.07568317609771762
13347100,0,0,0.07568317609771762
13347250,0,0,0.07568317609771762
13347400,0,0,0.07568317609771762
13347550,0,0,0.07568317609771762
13347700,0,0,0.07568317609771762
13347850,0,0,0.07568317609771762
13348000,0,0,0.07568317609771762
13348150,0,0,0.07568317609771762
13348300,0,0,0.07568317609771762
13348450,0,0,0.07568317609771762
13348600,0,0,0.07568317609771762
13348750,0,0,0.07568317609771762
13348900,0,0,0.07568317609771762
13349050,0,0,0.07568317609771762
13349200,0,0,0.07568317609771762
13349350,0,0,0.07568317609771762
13349500,0,0,0.0698937024135075
13349650,0,0,0.0698937024135075
13349800,0,0,0.0698937024135075
13349950,0,0,0.0698937024135075
13350100,0,0,0.0698937024135075
13350250,0,0,0.0698937024135075
13350400,0,0,0.0698937024135075
13350550,0,0,0.0698937024135075
13350700,0,0,0.0698937024135075
13350850,0,0,0.0698937024135075
13351000,0,0,0.0698937024135075
13351150,0,0,0.0698937024135075
13351300,0,0,0.0698937024135075
13351450,0,0,0.0698937024135075
13351600,0,0,0.0698937024135075
13351750,0,0,0.0698937024135075
13351900,0,0,0.0698937024135075
13352050,0,0,0.0698937024135075
13352200,0,0,0.0698937024135075
13352350,0,0,0.0698937024135075
13352500,0,0,0.0698937024135075
13352650,0,0,0.0698937024135075
13352800,0,0,0.0698937024135075
13352950,0,0,0.0698937024135075
13353100,0,0,0.0698937024135075
13353250,0,0,0.0698937024135075
13353400,0,0,0.0698937024135075
13353550,0,0,0.0698937024135075
13353700,0,0,0.0698937024135075
13353850,0,0,0.0698937024135075
13354000,0,0,0.0698937024135075
13354150,0,0,0.0698937024135075
13354300,0,0,0.0698937024135075
13354450,0,0,0.0698937024135075
13354600,0,0,0.0698937024135075
13354750,0,0,0.0698937024135075
13354900,0,0,0.0698937024135075
13355050,0,0,0.0698937024135075
13355200,0,0,0.0698937024135075
13355350,0,0,0.0698937024135075
13355500,0,0,0.0698937024135075
13355650,0,0,0.0698937024135075
13355800,0,0,0.0698937024135075
13355950,0,0,0.0698937024135075
13356100,0,0,0.0698937024135075
13356250,0,0,0.0698937024135075
13356400,0,0,0.0698937024135075
13356550,0,0,0.0698937024135075
13356700,0,0,0.0698937024135075
13356850,0,0,0.0698937024135075
13357000,0,0,0.0698937024135075
13357150,0,0,0.0698937024135075
13357300,0,0,0.0698937024135075
13357450,0,0,0.0698937024135075
13357600,0,0,0.0698937024135075
13357750,0,0,0.0698937024135075
13357900,0,0,0.0698937024135075
13358050,0,0,0.0698937024135075
13358200,0,0,0.0698937024135075
13358350,0,0,0.0698937024135075
13358500,0,0,0.0698937024135075
13358650,0,0,0.0698937024135075
13358800,0,0,0.0698937024135075
13358950,0,0,0.0698937024135075
13359100,0,0,0.0698937024135075
13359250,0,0,0.0698937024135075
13359400,0,0,0.0698937024135075
13359550,0,0,0.0698937024135075
13359700,0,0,0.0698937024135075
13359850,0,0,0.0698937024135075
13360000,0,0,0.0698937024135075
13360150,0,0,0.0698937024135075
13360300,0,0,0.0698937024135075
13360450,0,0,0.0698937024135075
13360600,0,0,0.0698937024135075
13360750,0,0,0.0698937024135075
13360900,0,0,0.0698937024135075
13361050,0,0,0.0698937024135075
13361200,0,0,0.0698937024135075
13361350,0,0,0.0698937024135075
13361500,0,0,0.0698937024135075
13361650,0,0,0.0698937024135075
13361800,0,0,0.0698937024135075
13361950,0,0,0.0698937024135075
13362100,0,0,0.0698937024135075
13362250,0,0,0.0698937024135075
13362400,0,0,0.0698937024135075
13362550,0,0,0.0698937024135075
13362700,0,0,0.0698937024135075
13362850,0,0,0.0698937024135075
13363000,0,0,0.0698937024135075
13363150,0,0,0.0698937024135075
13363300,0,0,0.0698937024135075
13363450,0,0,0.0698937024135075
13363600,0,0,0.0698937024135075
13363750,0,0,0.0698937024135075
13363900,0,0,0.0698937024135075
13364050,0,0,0.0698937024135075
13364200,0,0,0.0698937024135075
13364350,0,0,0.0698937024135075
13364500,0,0,0.0698937024135075
13364650,0,0,0.0698937024135075
13364800,0,0,0.0698937024135075
13364950,0,0,0.0698937024135075
13365100,0,0,0.0698937024135075
13365250,0,0,0.0698937024135075
