blocknumber,reserve DAI,reserve WETH,volume DAI for 5% slippage
12035050,0,0,4211870.024621263
12035200,0,0,4213806.733513027
12035350,0,0,4218820.138647735
12035500,0,0,4212142.867402002
12035650,0,0,4223125.357472196
12035800,0,0,4218244.365060911
12035950,0,0,4226605.211739942
12036100,0,0,4219769.9461886585
12036250,0,0,4198920.029232979
12036400,0,0,4172986.0341302752
12036550,0,0,4191862.486622885
12036700,0,0,4200020.590344936
12036850,0,0,4286941.305688024
12037000,0,0,4265431.746741384
12037150,0,0,4269684.552904472
12037300,0,0,4272254.880810082
12037450,0,0,4259684.421942398
12037600,0,0,4250311.640870333
12037750,0,0,4266397.7634783685
12037900,0,0,4250104.477832332
12038050,0,0,4256345.079672754
12038200,0,0,4255623.616333991
12038350,0,0,4268508.572030008
12038500,0,0,4268043.320580006
12038650,0,0,4263485.147955343
12038800,0,0,4265128.975645766
12038950,0,0,4272237.459049612
12039100,0,0,4273643.267204598
12039250,0,0,4266105.9363117665
12039400,0,0,4274573.481971532
12039550,0,0,4275535.955228016
12039700,0,0,4328784.491480663
12039850,0,0,4291322.299512148
12040000,0,0,4302055.258118361
12040150,0,0,4308065.266764775
12040300,0,0,4314764.765595317
12040450,0,0,4330615.941357389
12040600,0,0,4321143.595654264
12040750,0,0,4319305.971773148
12040900,0,0,4323731.106624812
12041050,0,0,4301528.050754279
12041200,0,0,4306401.851749316
12041350,0,0,4288263.454038605
12041500,0,0,4289536.815333173
12041650,0,0,4242614.123731285
12041800,0,0,4222262.921044558
12041950,0,0,4228332.877228543
12042100,0,0,4236767.9983178675
12042250,0,0,4223536.229183972
12042400,0,0,4186915.2418249547
12042550,0,0,4193718.2434622794
12042700,0,0,4203364.397223353
12042850,0,0,4207227.720975161
12043000,0,0,4202355.119861081
12043150,0,0,4172314.7339381576
12043300,0,0,4201160.676836565
12043450,0,0,4216057.833204985
12043600,0,0,4223996.818345904
12043750,0,0,4228253.00748837
12043900,0,0,4214407.130977154
12044050,0,0,4210750.336893007
12044200,0,0,4199344.500807613
12044350,0,0,4197533.200218558
12044500,0,0,4188491.8378899544
12044650,0,0,4208321.518024251
12044800,0,0,4203172.241186559
12044950,0,0,4271070.298691034
12045100,0,0,4278934.40322274
12045250,0,0,4270967.084560633
12045400,0,0,4290222.016399473
12045550,0,0,4279035.949254274
12045700,0,0,4294253.621230409
12045850,0,0,4282638.885528758
12046000,0,0,4267663.608011663
12046150,0,0,4291512.210125521
12046300,0,0,4276066.605944529
12046450,0,0,4235793.623383537
12046600,0,0,4189844.3557480574
12046750,0,0,4204223.897766039
12046900,0,0,4219250.667952746
12047050,0,0,4227085.613268405
12047200,0,0,4221434.006702453
12047350,0,0,4222055.343768194
12047500,0,0,4221065.823883012
12047650,0,0,4236930.266137034
12047800,0,0,4223715.6493949
12047950,0,0,4220337.801439211
12048100,0,0,4144168.181284949
12048250,0,0,4169487.33440347
12048400,0,0,4163688.8304124326
12048550,0,0,4176963.731007397
12048700,0,0,4180563.2587180287
12048850,0,0,4176646.701804474
12049000,0,0,4181509.657583818
12049150,0,0,4162434.3616487235
12049300,0,0,4115064.9627013505
12049450,0,0,4099697.078816578
12049600,0,0,4100320.027545914
12049750,0,0,4085873.736026749
12049900,0,0,4096168.618383199
12050050,0,0,4096452.5214627236
12050200,0,0,4093631.3612677753
12050350,0,0,4105037.032314658
12050500,0,0,4110766.6382608563
12050650,0,0,4119970.3038662523
12050800,0,0,4114798.138638988
12050950,0,0,4115650.891605869
12051100,0,0,4081584.8852291405
12051250,0,0,4080577.657754481
12051400,0,0,4085559.9966699034
12051550,0,0,4087146.065447867
12051700,0,0,4091833.78688626
12051850,0,0,4105470.3083627075
12052000,0,0,4105669.697942689
12052150,0,0,4110553.008615777
12052300,0,0,4101093.8211205155
12052450,0,0,4109770.890111625
12052600,0,0,4105381.537740439
12052750,0,0,4107840.956633076
12052900,0,0,4105095.952199042
12053050,0,0,4098694.6261172593
12053200,0,0,4100493.058303252
12053350,0,0,4095197.4709189534
12053500,0,0,4087790.70401527
12053650,0,0,4090507.5669165105
12053800,0,0,4086716.959052071
12053950,0,0,4084339.2387752086
12054100,0,0,4079753.1149794906
12054250,0,0,4075948.2745233476
12054400,0,0,4091601.382071972
12054550,0,0,4091157.2182113975
12054700,0,0,4014322.524257034
12054850,0,0,4017698.3253863454
12055000,0,0,4028031.4861245602
12055150,0,0,4022495.3498509377
12055300,0,0,4099613.285443619
12055450,0,0,4081349.4714773893
12055600,0,0,4071050.6684055626
12055750,0,0,4076063.4898188114
12055900,0,0,4074144.1632742286
12056050,0,0,4075421.881115198
12056200,0,0,4067489.1568619013
12056350,0,0,4077701.5244525075
12056500,0,0,4082374.353673026
12056650,0,0,4079049.5311794877
12056800,0,0,4080888.169153124
12056950,0,0,4084301.9195548445
12057100,0,0,4085928.104792431
12057250,0,0,4013905.0455566943
12057400,0,0,4025881.4694031775
12057550,0,0,4031998.6804682165
12057700,0,0,4037977.691120103
12057850,0,0,4052956.273281142
12058000,0,0,4065730.7246418595
12058150,0,0,4083975.810736716
12058300,0,0,4077974.5867819935
12058450,0,0,4033867.8676407635
12058600,0,0,4031193.0779913217
12058750,0,0,4036332.629590094
12058900,0,0,4036322.448982239
12059050,0,0,4032128.5026795864
12059200,0,0,4033352.933817625
12059350,0,0,4042109.821250096
12059500,0,0,4041932.1238552034
12059650,0,0,4040292.5097604543
12059800,0,0,4045787.1912498474
12059950,0,0,4049835.2675365508
12060100,0,0,4061859.8228630573
12060250,0,0,4056868.5796809644
12060400,0,0,4060250.589622423
12060550,0,0,4060956.391766891
12060700,0,0,4056200.8258535713
12060850,0,0,4054659.516137436
12061000,0,0,4049587.457011372
12061150,0,0,4057533.3233118653
12061300,0,0,4049772.979874864
12061450,0,0,4038893.5521860123
12061600,0,0,4043709.5388217866
12061750,0,0,4031432.9176133275
12061900,0,0,4037857.33206968
12062050,0,0,4038306.8318392187
12062200,0,0,4038656.009116292
12062350,0,0,4033659.608185068
12062500,0,0,4023294.8892724216
12062650,0,0,4007710.204695061
12062800,0,0,4014577.941187203
12062950,0,0,4019193.9630814195
12063100,0,0,4020277.999081269
12063250,0,0,4011227.7580799162
12063400,0,0,4018053.222714573
12063550,0,0,4032201.794910416
12063700,0,0,4046831.8904384077
12063850,0,0,4042613.0013905317
12064000,0,0,4041373.2989698797
12064150,0,0,4042659.8095783144
12064300,0,0,4034397.990756631
12064450,0,0,4019584.8232696652
12064600,0,0,4008064.0003840476
12064750,0,0,3988188.194997564
12064900,0,0,3992210.621489525
12065050,0,0,3993505.742008835
12065200,0,0,4000372.7302702814
12065350,0,0,3999772.6448852867
12065500,0,0,4010354.716030091
12065650,0,0,4001671.0447315425
12065800,0,0,3994257.9634702355
12065950,0,0,3955013.6840302944
12066100,0,0,3980490.529740244
12066250,0,0,3983644.7623749673
12066400,0,0,3988255.047683656
12066550,0,0,3997326.8678767234
12066700,0,0,3995927.9487861395
12066850,0,0,3998377.4888285697
12067000,0,0,4001151.380878046
12067150,0,0,4004952.569483638
12067300,0,0,4009991.0457244664
12067450,0,0,4024157.8730083406
12067600,0,0,4018161.415295854
12067750,0,0,4023498.8929814845
12067900,0,0,4022522.18227306
12068050,0,0,4032815.6330688596
12068200,0,0,4031598.4409077615
12068350,0,0,4040391.1940227896
12068500,0,0,4026961.213237345
12068650,0,0,4028489.0170258433
12068800,0,0,4029955.9329930097
12068950,0,0,4034044.3081265837
12069100,0,0,4044313.2768931687
12069250,0,0,4045098.8670066744
12069400,0,0,4033249.9721214026
12069550,0,0,4025339.7957659364
12069700,0,0,4024960.8553931713
12069850,0,0,4030169.241371274
12070000,0,0,4042473.7973103374
12070150,0,0,4038966.1730716974
12070300,0,0,4045270.84865357
12070450,0,0,4037992.103534013
12070600,0,0,4042954.9391910583
12070750,0,0,4049344.8916395456
12070900,0,0,4045148.014712751
12071050,0,0,4044861.1667975783
12071200,0,0,4048950.0166466236
12071350,0,0,4052628.737331435
12071500,0,0,4041535.2600321174
12071650,0,0,4049904.4670499414
12071800,0,0,4039504.611791566
12071950,0,0,4043218.194363162
12072100,0,0,4032828.8120116293
12072250,0,0,4031136.4086394757
12072400,0,0,4028705.048401028
12072550,0,0,4031245.9494419843
12072700,0,0,4034059.7222397476
12072850,0,0,4047359.2322240174
12073000,0,0,4048701.331454277
12073150,0,0,4044566.6482414007
12073300,0,0,4045242.720368147
12073450,0,0,4053795.8295427114
12073600,0,0,4052543.8630856723
12073750,0,0,4050954.387552902
12073900,0,0,4042325.8443441093
12074050,0,0,4007500.440602988
12074200,0,0,4010341.247729391
12074350,0,0,4011270.52798827
12074500,0,0,4017955.2575329095
12074650,0,0,4017454.559017226
12074800,0,0,4018594.0434957594
12074950,0,0,4021070.093432203
12075100,0,0,4019288.498786688
12075250,0,0,4017013.365442902
12075400,0,0,4021935.882228926
12075550,0,0,4029352.2877067327
12075700,0,0,4027822.1438574195
12075850,0,0,4032500.316851586
12076000,0,0,4051664.732339263
12076150,0,0,4036042.087944016
12076300,0,0,4043452.8943215758
12076450,0,0,4053035.780996293
12076600,0,0,4041404.7929577082
12076750,0,0,4036462.784952536
12076900,0,0,4035725.499379471
12077050,0,0,4035149.386813566
12077200,0,0,3850867.6210892946
12077350,0,0,3855165.052593276
12077500,0,0,3857353.6264144033
12077650,0,0,3854237.5228129774
12077800,0,0,3854222.469322294
12077950,0,0,3826291.897295311
12078100,0,0,3832904.181211069
12078250,0,0,3834445.1370794177
12078400,0,0,3838596.4759916514
12078550,0,0,3832708.907291889
12078700,0,0,3828093.677055329
12078850,0,0,3798391.290978819
12079000,0,0,3813160.007763669
12079150,0,0,3803314.8736953735
12079300,0,0,3806840.405129224
12079450,0,0,3800301.792403698
12079600,0,0,3782783.619638294
12079750,0,0,3783486.51831758
12079900,0,0,3785340.949188307
12080050,0,0,3780939.6455071718
12080200,0,0,3772945.763472691
12080350,0,0,3776116.162885964
12080500,0,0,3778078.99930124
12080650,0,0,3782485.5171156228
12080800,0,0,3790116.5187086463
12080950,0,0,3783321.2755837888
12081100,0,0,3781224.6607863605
12081250,0,0,3784970.830861956
12081400,0,0,3758288.8259448856
12081550,0,0,3766646.7357257456
12081700,0,0,3771470.316386923
12081850,0,0,3767410.9472209066
12082000,0,0,3775312.7729700804
12082150,0,0,3769018.9837106317
12082300,0,0,3776326.358570218
12082450,0,0,3787486.2451533973
12082600,0,0,3787338.191403225
12082750,0,0,3789409.677028537
12082900,0,0,3796889.615127355
12083050,0,0,3793771.7617276907
12083200,0,0,3795731.961917639
12083350,0,0,3795526.925994113
12083500,0,0,3804154.400437355
12083650,0,0,3793863.380043477
12083800,0,0,3802841.8200696856
12083950,0,0,3806368.27680628
12084100,0,0,3807137.9463437796
12084250,0,0,3813208.5130689293
12084400,0,0,3814697.914575681
12084550,0,0,3815614.908491686
12084700,0,0,3765317.4234776646
12084850,0,0,3762908.4055853784
12085000,0,0,3763070.715987444
12085150,0,0,3746239.4606661946
12085300,0,0,3741536.5449590087
12085450,0,0,3732812.441549197
12085600,0,0,3714474.3862255216
12085750,0,0,3716947.3138430417
12085900,0,0,3727311.4813995957
12086050,0,0,3723065.1150066257
12086200,0,0,3734045.3546788394
12086350,0,0,3739423.411728993
12086500,0,0,3745767.9101515263
12086650,0,0,3314752.7679878697
12086800,0,0,3317745.492520161
12086950,0,0,2880273.2702460364
12087100,0,0,2887461.1656719446
12087250,0,0,2883607.9609280527
12087400,0,0,2885906.4464371726
12087550,0,0,2882970.0298868194
12087700,0,0,2876555.83187449
12087850,0,0,2873666.3607122526
12088000,0,0,2879619.609953344
12088150,0,0,2889404.562087275
12088300,0,0,2884896.85932716
12088450,0,0,2884713.4255042
12088600,0,0,2882074.933073871
12088750,0,0,2881877.236953132
12088900,0,0,2878032.7186302245
12089050,0,0,2870656.1668871716
12089200,0,0,2869140.0772107095
12089350,0,0,2868892.857426882
12089500,0,0,2873789.961127676
12089650,0,0,2868908.348027356
12089800,0,0,2858445.070311509
12089950,0,0,2861197.1932495683
12090100,0,0,2873791.7536721006
12090250,0,0,2874400.153412275
12090400,0,0,2871680.8633227125
12090550,0,0,2850396.125391625
12090700,0,0,2842586.2461617664
12090850,0,0,2839611.8191917613
12091000,0,0,2805190.0302816555
12091150,0,0,2796559.188622795
12091300,0,0,2803551.267038919
12091450,0,0,2805983.9414069057
12091600,0,0,2808241.7939822823
12091750,0,0,2806707.946457058
12091900,0,0,2802309.9629951566
12092050,0,0,2807151.044756025
12092200,0,0,2814994.0223066434
12092350,0,0,2825839.8825336844
12092500,0,0,2821864.605049722
12092650,0,0,2813197.8162680194
12092800,0,0,2815512.0521302074
12092950,0,0,2819548.60503044
12093100,0,0,2817172.5914663672
12093250,0,0,2794939.7524081767
12093400,0,0,2795282.8144637644
12093550,0,0,2791184.986086592
12093700,0,0,2786823.032899566
12093850,0,0,2791693.513659671
12094000,0,0,2798595.961947985
12094150,0,0,2797752.225720972
12094300,0,0,2801527.4859110042
12094450,0,0,2806364.489470795
12094600,0,0,2809255.1804913953
12094750,0,0,2807558.021826215
12094900,0,0,2811825.6404354647
12095050,0,0,2811193.31953267
12095200,0,0,2822041.238018468
12095350,0,0,2826299.2395896614
12095500,0,0,2830131.5079026446
12095650,0,0,2823245.9040810615
12095800,0,0,2821263.6902529597
12095950,0,0,2819465.5234758034
12096100,0,0,2819248.154715374
12096250,0,0,2827301.6527009085
12096400,0,0,2830257.8127302304
12096550,0,0,2836140.4144694284
12096700,0,0,2840794.2438070625
12096850,0,0,2832505.5559296682
12097000,0,0,2821921.1923967525
12097150,0,0,2826083.3628560007
12097300,0,0,2816174.613249272
12097450,0,0,2800561.21180138
12097600,0,0,2792447.47109019
12097750,0,0,2794059.4675964788
12097900,0,0,2803071.9303963333
12098050,0,0,2804336.583304107
12098200,0,0,2795621.1404596716
12098350,0,0,2791709.110630162
12098500,0,0,2786690.4048623964
12098650,0,0,2795607.736791156
12098800,0,0,2793715.78638833
12098950,0,0,2803088.5595880374
12099100,0,0,2803891.7653211206
12099250,0,0,2803423.722543232
12099400,0,0,2806281.6749053746
12099550,0,0,2807855.9968371615
12099700,0,0,2799092.491123803
12099850,0,0,2804348.8194637746
12100000,0,0,2799139.225941941
12100150,0,0,2814736.528881401
12100300,0,0,2817136.249544598
12100450,0,0,2824039.274668701
12100600,0,0,2835906.59846773
12100750,0,0,2834796.6162720695
12100900,0,0,2832108.350039579
12101050,0,0,2832843.739921704
12101200,0,0,2834363.32476373
12101350,0,0,2824605.0495591834
12101500,0,0,2851900.4667335376
12101650,0,0,2853333.5464085788
12101800,0,0,2848352.9664535746
12101950,0,0,2839564.823765576
12102100,0,0,2844135.7783094943
12102250,0,0,2845880.857380025
12102400,0,0,2839472.402059406
12102550,0,0,2835750.7064054385
12102700,0,0,2828685.565441966
12102850,0,0,2831548.27722843
12103000,0,0,2830621.2430663854
12103150,0,0,2824065.6384570748
12103300,0,0,2812442.179903984
12103450,0,0,2800773.9957225546
12103600,0,0,2774722.617703311
12103750,0,0,2741749.786736563
12103900,0,0,2753416.8747056574
12104050,0,0,2754434.248979494
12104200,0,0,2747051.0094041154
12104350,0,0,2731872.309849538
12104500,0,0,2742479.021499887
12104650,0,0,2739409.4592502564
12104800,0,0,2733133.9033782408
12104950,0,0,2732818.895552404
12105100,0,0,2734050.9103500545
12105250,0,0,2718820.119322881
12105400,0,0,2713943.165158972
12105550,0,0,2718372.7280106395
12105700,0,0,2707608.679497309
12105850,0,0,2708118.8163569123
12106000,0,0,2713988.8201296255
12106150,0,0,2722089.365323879
12106300,0,0,2729104.380472459
12106450,0,0,2727855.8383357674
12106600,0,0,2727064.8998042047
12106750,0,0,2727365.740342304
12106900,0,0,2721435.1762792394
12107050,0,0,2728354.4862565473
12107200,0,0,2733823.680373989
12107350,0,0,2734816.79193867
12107500,0,0,2741651.2723852843
12107650,0,0,2749708.988508016
12107800,0,0,2752873.0727335364
12107950,0,0,2740614.9260156676
12108100,0,0,2706019.7098301128
12108250,0,0,2719322.3603048995
12108400,0,0,2731000.2354865223
12108550,0,0,2749954.6729260907
12108700,0,0,2737893.2677499577
12108850,0,0,2733524.388379991
12109000,0,0,2732618.3523927927
12109150,0,0,2732163.00506822
12109300,0,0,2732576.0680223852
12109450,0,0,2735464.3738920763
12109600,0,0,2737185.3612928465
12109750,0,0,2745688.855831124
12109900,0,0,2749076.981682189
12110050,0,0,2745325.7665850893
12110200,0,0,2747033.4368822947
12110350,0,0,2746408.0207123384
12110500,0,0,2742966.5375399813
12110650,0,0,2749782.042652771
12110800,0,0,2651307.239679605
12110950,0,0,2635492.1085401177
12111100,0,0,2642240.2701604664
12111250,0,0,2640517.7996752113
12111400,0,0,2652791.34627337
12111550,0,0,2668019.31646885
12111700,0,0,2669777.6668909118
12111850,0,0,2670645.93505235
12112000,0,0,2660845.678444296
12112150,0,0,2664703.02045507
12112300,0,0,2665376.4934537485
12112450,0,0,2658467.430568464
12112600,0,0,2659845.6858476475
12112750,0,0,2668896.1079924703
12112900,0,0,2665961.8939411566
12113050,0,0,2663673.3378991783
12113200,0,0,2661947.057076268
12113350,0,0,2664260.2385789454
12113500,0,0,2679000.778066613
12113650,0,0,2671784.839036651
12113800,0,0,2670326.673896946
12113950,0,0,2666444.3313958943
12114100,0,0,2666896.292549528
12114250,0,0,2665649.3046828285
12114400,0,0,2661871.636997588
12114550,0,0,2661334.413709365
12114700,0,0,2670842.6929982677
12114850,0,0,2672241.6975888982
12115000,0,0,2683686.4587772787
12115150,0,0,2687579.5621329173
12115300,0,0,2684704.8863717765
12115450,0,0,2682663.3452683613
12115600,0,0,2681630.5568975657
12115750,0,0,2696845.157796994
12115900,0,0,2696870.375083238
12116050,0,0,2696278.005478084
12116200,0,0,2703145.2119647563
12116350,0,0,2696235.9720271677
12116500,0,0,2695343.780543551
12116650,0,0,2693152.9818000346
12116800,0,0,2702924.190197617
12116950,0,0,2704294.386058077
12117100,0,0,2704748.8231981173
12117250,0,0,2719123.0348496437
12117400,0,0,2716266.098844528
12117550,0,0,2715511.032131709
12117700,0,0,2724705.095240064
12117850,0,0,2739324.020145245
12118000,0,0,2736681.694749728
12118150,0,0,2731707.2900655046
12118300,0,0,2725148.412623644
12118450,0,0,2724854.5063104928
12118600,0,0,2724302.1560291946
12118750,0,0,2725406.435947664
12118900,0,0,2727853.2419799715
12119050,0,0,2724002.0607861206
12119200,0,0,2720922.8128099665
12119350,0,0,2726145.9115739837
12119500,0,0,2725235.5522881374
12119650,0,0,2729105.195140764
12119800,0,0,2725389.916544579
12119950,0,0,2718027.972347237
12120100,0,0,2717809.604698293
12120250,0,0,2719945.2937702537
12120400,0,0,2724470.1245903224
12120550,0,0,2724143.463418387
12120700,0,0,2719324.2860741317
12120850,0,0,2714176.6258901656
12121000,0,0,2711772.388997346
12121150,0,0,2706743.316960968
12121300,0,0,2713228.08062312
12121450,0,0,2711248.840394184
12121600,0,0,2714271.2015772536
12121750,0,0,2710543.57562463
12121900,0,0,2714575.977678761
12122050,0,0,2716659.2142060325
12122200,0,0,2729317.3185300305
12122350,0,0,2739085.682168655
12122500,0,0,2739147.1777884588
12122650,0,0,2736438.7848823443
12122800,0,0,2730442.932806164
12122950,0,0,2732981.477445245
12123100,0,0,2731174.1373932734
12123250,0,0,2736525.9227699116
12123400,0,0,2737490.2332496643
12123550,0,0,2740744.709948726
12123700,0,0,2751892.9330387637
12123850,0,0,2746986.047285557
12124000,0,0,2749193.4749308974
12124150,0,0,2750578.4403852522
12124300,0,0,2743449.634588912
12124450,0,0,2736581.4876334295
12124600,0,0,2738994.8766395673
12124750,0,0,2742293.9287333116
12124900,0,0,2742776.0201901197
12125050,0,0,2745272.9954173863
12125200,0,0,2738635.977608919
12125350,0,0,2741279.831315182
12125500,0,0,2743079.0208337083
12125650,0,0,2744273.9638516232
12125800,0,0,2746964.6630159095
12125950,0,0,2746982.922391139
12126100,0,0,2740474.9028098807
12126250,0,0,2742553.1716037765
12126400,0,0,2747431.940961793
12126550,0,0,2737593.120988913
12126700,0,0,2738272.212523766
12126850,0,0,2737329.5407888293
12127000,0,0,2735098.4130146205
12127150,0,0,2725217.912699342
12127300,0,0,2726457.050799489
12127450,0,0,2719131.835462883
12127600,0,0,2709472.475579977
12127750,0,0,2714242.6795925125
12127900,0,0,2717582.819346346
12128050,0,0,2715339.6796748787
12128200,0,0,2720365.5339545906
12128350,0,0,2723475.408267118
12128500,0,0,2729192.1272840127
12128650,0,0,2725836.3347018287
12128800,0,0,2725151.12039198
12128950,0,0,2724052.167067528
12129100,0,0,2726638.4098481983
12129250,0,0,2715185.4373783395
12129400,0,0,2715510.345282361
12129550,0,0,2705816.9060963467
12129700,0,0,2703542.264442362
12129850,0,0,2704854.2207463235
12130000,0,0,2704018.814007841
12130150,0,0,2699985.0452570915
12130300,0,0,2703657.068226613
12130450,0,0,2704130.075882457
12130600,0,0,2713327.111300908
12130750,0,0,2716237.1353040487
12130900,0,0,2712720.7290033475
12131050,0,0,2710572.7219425663
12131200,0,0,2706402.3414090797
12131350,0,0,2711511.7522711605
12131500,0,0,2717705.663258031
12131650,0,0,2716328.115046732
12131800,0,0,2721805.8142532483
12131950,0,0,2723207.325286247
12132100,0,0,2720733.1560717
12132250,0,0,2718793.3469500914
12132400,0,0,2711678.0201287493
12132550,0,0,2716033.323534757
12132700,0,0,2720129.317092359
12132850,0,0,2726824.1440877616
12133000,0,0,2726929.042255394
12133150,0,0,2730475.3008957207
12133300,0,0,2762875.565967545
12133450,0,0,2769771.374999374
12133600,0,0,2774801.925334014
12133750,0,0,2781831.6252701506
12133900,0,0,2779243.366152607
12134050,0,0,2790406.656062022
12134200,0,0,2792787.531686969
12134350,0,0,2785909.48936294
12134500,0,0,2788505.517187543
12134650,0,0,2789354.993520595
12134800,0,0,2786531.6597751006
12134950,0,0,2774283.628020562
12135100,0,0,2783625.362865165
12135250,0,0,2790692.989711888
12135400,0,0,2811989.1654332355
12135550,0,0,2822634.1815610304
12135700,0,0,2817966.4652571008
12135850,0,0,2823630.362307094
12136000,0,0,2813493.570920557
12136150,0,0,2801343.1637712196
12136300,0,0,2799366.871102348
12136450,0,0,2798657.611625068
12136600,0,0,2802151.7609915584
12136750,0,0,2804531.1493028924
12136900,0,0,2805709.9029376134
12137050,0,0,2801263.8088691905
12137200,0,0,2800527.541798353
12137350,0,0,2810750.582362704
12137500,0,0,2804528.6188060194
12137650,0,0,2797522.5369302183
12137800,0,0,2799242.0601787493
12137950,0,0,2790333.8718519583
12138100,0,0,2789254.1568280384
12138250,0,0,2790507.955552332
12138400,0,0,2793517.520344913
12138550,0,0,2792389.9749351367
12138700,0,0,2798739.9262061343
12138850,0,0,2797418.5097016916
12139000,0,0,2799975.939561054
12139150,0,0,2806448.032974206
12139300,0,0,2812047.350407213
12139450,0,0,2810629.768119633
12139600,0,0,2803583.1502973065
12139750,0,0,2804094.4451742843
12139900,0,0,2815048.785292655
12140050,0,0,2822916.7588680387
12140200,0,0,2818357.013968751
12140350,0,0,2823274.0553065613
12140500,0,0,2828730.4376442805
12140650,0,0,2829388.497141741
12140800,0,0,2826012.7706486806
12140950,0,0,2826762.1531804204
12141100,0,0,2824131.5611357987
12141250,0,0,2832447.4590123594
12141400,0,0,2824005.486997023
12141550,0,0,2820680.6773489043
12141700,0,0,2823166.954803787
12141850,0,0,2825141.0636184365
12142000,0,0,2823819.838692896
12142150,0,0,2830855.508902736
12142300,0,0,2828818.1848074123
12142450,0,0,2829220.038130164
12142600,0,0,2835375.7207909822
12142750,0,0,2818021.7858600393
12142900,0,0,2814916.210781671
12143050,0,0,2808534.6708239987
12143200,0,0,2814449.1424337104
12143350,0,0,2807904.1077127457
12143500,0,0,2802235.8140932173
12143650,0,0,2805945.5919568315
12143800,0,0,2805223.126505904
12143950,0,0,2807555.7780246884
12144100,0,0,2815780.525309913
12144250,0,0,2807748.2824539915
12144400,0,0,2810943.1172933206
12144550,0,0,2810099.8910649046
12144700,0,0,2800244.4588496685
12144850,0,0,2788992.66482421
12145000,0,0,2790527.6740094423
12145150,0,0,2793176.293677889
12145300,0,0,2789999.963419728
12145450,0,0,2799007.965767689
12145600,0,0,2806748.9566186517
12145750,0,0,2811249.466205053
12145900,0,0,2784629.910302922
12146050,0,0,2776347.3542402238
12146200,0,0,2777226.841292426
12146350,0,0,2782358.9001836777
12146500,0,0,2784447.368691474
12146650,0,0,2769233.0565571785
12146800,0,0,2772662.0719133914
12146950,0,0,2776289.472460665
12147100,0,0,2781256.2643724307
12147250,0,0,2787618.8521406204
12147400,0,0,2785180.7985989377
12147550,0,0,2801219.8177362904
12147700,0,0,2800780.3473077193
12147850,0,0,2808820.107692383
12148000,0,0,2807440.9983196855
12148150,0,0,2813273.395393871
12148300,0,0,2812428.858807102
12148450,0,0,2811302.815186955
12148600,0,0,2816172.318264246
12148750,0,0,2816605.8108191937
12148900,0,0,2850999.9342642426
12149050,0,0,2856830.138172008
12149200,0,0,2855744.2480728626
12149350,0,0,2869134.771483533
12149500,0,0,2877825.0889746323
12149650,0,0,2879703.2766201794
12149800,0,0,2878064.4990669563
12149950,0,0,2859731.9781407937
12150100,0,0,2860751.5925328135
12150250,0,0,2870041.5450657606
12150400,0,0,2871555.6133186743
12150550,0,0,2874704.823626302
12150700,0,0,2876097.760070741
12150850,0,0,2879012.262077123
12151000,0,0,2876688.323779911
12151150,0,0,2865978.779489532
12151300,0,0,2864516.44019717
12151450,0,0,2870790.0414169207
12151600,0,0,2860734.9764485136
12151750,0,0,2858757.26295837
12151900,0,0,2860007.247167267
12152050,0,0,2863840.041996531
12152200,0,0,2862084.0638226047
12152350,0,0,2868479.647866592
12152500,0,0,2882292.902388856
12152650,0,0,2884517.3492715284
12152800,0,0,2883092.290875718
12152950,0,0,2881795.240383588
12153100,0,0,2883422.5820857435
12153250,0,0,2874343.811245911
12153400,0,0,2868130.1657047123
12153550,0,0,2872912.533461541
12153700,0,0,2869011.1547380313
12153850,0,0,2880002.5952883065
12154000,0,0,2886799.3914052993
12154150,0,0,2875911.6680263504
12154300,0,0,2881467.8415469453
12154450,0,0,2887166.085096322
12154600,0,0,2888461.751615301
12154750,0,0,2893084.4899539873
12154900,0,0,2891486.716120675
12155050,0,0,2892845.2959429994
12155200,0,0,2878883.1230262294
12155350,0,0,2906090.151109077
12155500,0,0,2901709.2921813354
12155650,0,0,2918813.8680412546
12155800,0,0,2923517.682834156
12155950,0,0,2921434.8741637096
12156100,0,0,2914634.962254137
12156250,0,0,2917835.8491627574
12156400,0,0,2915627.028886646
12156550,0,0,2921293.5349473357
12156700,0,0,2923890.1890376136
12156850,0,0,2916118.7974378765
12157000,0,0,2912726.08156351
12157150,0,0,2913335.0544399098
12157300,0,0,2927162.925211258
12157450,0,0,2941433.9581695125
12157600,0,0,2932004.5125309005
12157750,0,0,2940677.0022154525
12157900,0,0,2942747.248534195
12158050,0,0,2941329.4913223386
12158200,0,0,2933373.442073226
12158350,0,0,2939334.4509474635
12158500,0,0,2933649.702208899
12158650,0,0,2945742.071356684
12158800,0,0,2945137.1383953094
12158950,0,0,2941903.598763086
12159100,0,0,2943773.3317979574
12159250,0,0,2937723.1131823063
12159400,0,0,2936041.116275683
12159550,0,0,2937014.804101743
12159700,0,0,2939904.277047612
12159850,0,0,2938365.858513221
12160000,0,0,2944594.5077103153
12160150,0,0,2939131.757878132
12160300,0,0,2946286.401609324
12160450,0,0,2940686.5499010235
12160600,0,0,2961779.485419877
12160750,0,0,2991619.3306223825
12160900,0,0,2987604.702598706
12161050,0,0,2993153.7891240865
12161200,0,0,2988881.9245359153
12161350,0,0,2982820.2558509037
12161500,0,0,2977337.109617546
12161650,0,0,2988312.576845154
12161800,0,0,2981823.6308624074
12161950,0,0,2977775.019006267
