blocknumber,reserve UNI,reserve DAI,volume UNI for 5% slippage
14550850,0,0,120.43096188341572
14551000,0,0,119.51272089692618
14551150,0,0,119.51272089692618
14551300,0,0,119.51272089692618
14551450,0,0,119.51272089692618
14551600,0,0,119.51272089692618
14551750,0,0,119.51272089692618
14551900,0,0,119.51272089692618
14552050,0,0,119.51272089692618
14552200,0,0,119.51272089692618
14552350,0,0,119.51272089692618
14552500,0,0,119.51272089692618
14552650,0,0,119.51272089692618
14552800,0,0,119.78039996733817
14552950,0,0,119.78039996733817
14553100,0,0,119.78039996733817
14553250,0,0,119.78039996733817
14553400,0,0,119.78039996733817
14553550,0,0,119.78039996733817
14553700,0,0,119.78039996733817
14553850,0,0,119.78039996733817
14554000,0,0,119.78039996733817
14554150,0,0,119.78039996733817
14554300,0,0,119.78039996733817
14554450,0,0,119.78039996733817
14554600,0,0,119.78039996733817
14554750,0,0,119.78039996733817
14554900,0,0,119.78039996733817
14555050,0,0,119.78039996733817
14555200,0,0,119.78039996733817
14555350,0,0,119.78039996733817
14555500,0,0,119.78039996733817
14555650,0,0,119.78039996733817
14555800,0,0,119.78039996733817
14555950,0,0,119.78039996733817
14556100,0,0,119.78039996733817
14556250,0,0,119.78039996733817
14556400,0,0,119.78039996733817
14556550,0,0,119.78039996733817
14556700,0,0,119.78039996733817
14556850,0,0,119.78039996733817
14557000,0,0,119.78039996733817
14557150,0,0,119.78039996733817
14557300,0,0,119.78039996733817
14557450,0,0,119.78039996733817
14557600,0,0,119.78039996733817
14557750,0,0,119.78039996733817
14557900,0,0,119.78039996733817
14558050,0,0,119.78039996733817
14558200,0,0,119.78039996733817
14558350,0,0,119.78039996733817
14558500,0,0,119.78039996733817
14558650,0,0,119.78039996733817
14558800,0,0,119.78039996733817
14558950,0,0,119.78039996733817
14559100,0,0,119.78039996733817
14559250,0,0,119.78039996733817
14559400,0,0,119.78039996733817
14559550,0,0,119.78039996733817
14559700,0,0,119.78039996733817
14559850,0,0,119.78039996733817
14560000,0,0,119.78039996733817
14560150,0,0,119.78039996733817
14560300,0,0,119.78039996733817
14560450,0,0,119.78039996733817
14560600,0,0,119.78039996733817
14560750,0,0,119.78039996733817
14560900,0,0,119.78039996733817
14561050,0,0,119.78039996733817
14561200,0,0,119.78039996733817
14561350,0,0,119.78039996733817
14561500,0,0,119.78039996733817
14561650,0,0,119.78039996733817
14561800,0,0,119.78039996733817
14561950,0,0,119.78039996733817
14562100,0,0,119.78039996733817
14562250,0,0,119.78039996733817
14562400,0,0,119.78039996733817
14562550,0,0,119.78039996733817
14562700,0,0,119.78039996733817
14562850,0,0,119.78039996733817
14563000,0,0,119.05117568483962
14563150,0,0,119.05117568483962
14563300,0,0,119.05117568483962
14563450,0,0,119.05117568483962
14563600,0,0,119.05117568483962
14563750,0,0,119.05117568483962
14563900,0,0,119.05117568483962
14564050,0,0,121.33127399349843
14564200,0,0,121.33127399349843
14564350,0,0,121.33127399349843
14564500,0,0,118.08743198343083
14564650,0,0,118.08743198343083
14564800,0,0,118.08743198343083
14564950,0,0,118.08743198343083
14565100,0,0,118.08743198343083
14565250,0,0,118.08743198343083
14565400,0,0,118.08743198343083
14565550,0,0,118.08743198343083
14565700,0,0,118.08743198343083
14565850,0,0,118.08743198343083
14566000,0,0,118.08743198343083
14566150,0,0,118.08743198343083
14566300,0,0,118.08743198343083
14566450,0,0,118.08743198343083
14566600,0,0,118.08743198343083
14566750,0,0,118.08743198343083
14566900,0,0,118.08743198343083
14567050,0,0,118.08743198343083
14567200,0,0,118.08743198343083
14567350,0,0,118.08743198343083
14567500,0,0,118.08743198343083
14567650,0,0,118.08743198343083
14567800,0,0,118.08743198343083
14567950,0,0,118.08743198343083
14568100,0,0,118.08743198343083
14568250,0,0,118.08743198343083
14568400,0,0,118.08743198343083
14568550,0,0,118.08743198343083
14568700,0,0,118.08743198343083
14568850,0,0,118.08743198343083
14569000,0,0,118.08743198343083
14569150,0,0,118.08743198343083
14569300,0,0,118.08743198343083
14569450,0,0,118.08743198343083
14569600,0,0,118.08743198343083
14569750,0,0,118.08743198343083
14569900,0,0,118.08743198343083
14570050,0,0,118.08743198343083
14570200,0,0,118.08743198343083
14570350,0,0,118.08743198343083
14570500,0,0,118.08743198343083
14570650,0,0,118.08743198343083
14570800,0,0,118.08743198343083
14570950,0,0,118.08743198343083
14571100,0,0,118.08743198343083
14571250,0,0,118.08743198343083
14571400,0,0,118.08743198343083
14571550,0,0,118.08743198343083
14571700,0,0,118.08743198343083
14571850,0,0,118.08743198343083
14572000,0,0,118.08743198343083
14572150,0,0,118.08743198343083
14572300,0,0,118.08743198343083
14572450,0,0,118.08743198343083
14572600,0,0,118.08743198343083
14572750,0,0,118.08743198343083
14572900,0,0,118.08743198343083
14573050,0,0,118.08743198343083
14573200,0,0,118.08743198343083
14573350,0,0,118.08743198343083
14573500,0,0,118.08743198343083
14573650,0,0,118.08743198343083
14573800,0,0,118.08743198343083
14573950,0,0,118.08743198343083
14574100,0,0,118.08743198343083
14574250,0,0,118.08743198343083
14574400,0,0,118.08743198343083
14574550,0,0,118.08743198343083
14574700,0,0,118.08743198343083
14574850,0,0,118.08743198343083
14575000,0,0,118.08743198343083
14575150,0,0,118.08743198343083
14575300,0,0,118.08743198343083
14575450,0,0,118.08743198343083
14575600,0,0,118.08743198343083
14575750,0,0,118.08743198343083
14575900,0,0,118.08743198343083
14576050,0,0,118.08743198343083
14576200,0,0,118.08743198343083
14576350,0,0,118.08743198343083
14576500,0,0,118.08743198343083
14576650,0,0,118.08743198343083
14576800,0,0,120.42797630196762
14576950,0,0,120.42797630196762
14577100,0,0,120.42797630196762
14577250,0,0,120.42797630196762
14577400,0,0,120.42797630196762
14577550,0,0,120.42797630196762
14577700,0,0,120.42797630196762
14577850,0,0,120.42797630196762
14578000,0,0,120.42797630196762
14578150,0,0,120.42797630196762
14578300,0,0,120.42797630196762
14578450,0,0,120.42797630196762
14578600,0,0,120.42797630196762
14578750,0,0,120.42797630196762
14578900,0,0,120.42797630196762
14579050,0,0,120.42797630196762
14579200,0,0,120.42797630196762
14579350,0,0,120.42797630196762
14579500,0,0,120.42797630196762
14579650,0,0,120.42797630196762
14579800,0,0,120.42797630196762
14579950,0,0,120.42797630196762
14580100,0,0,120.42797630196762
14580250,0,0,120.42797630196762
14580400,0,0,120.42797630196762
14580550,0,0,120.42797630196762
14580700,0,0,120.42797630196762
14580850,0,0,119.9029189464097
14581000,0,0,119.9029189464097
14581150,0,0,119.9029189464097
14581300,0,0,119.9029189464097
14581450,0,0,119.9029189464097
14581600,0,0,119.51920039737158
14581750,0,0,119.51920039737158
14581900,0,0,119.51920039737158
14582050,0,0,119.51920039737158
14582200,0,0,119.51920039737158
14582350,0,0,119.51920039737158
14582500,0,0,119.51920039737158
14582650,0,0,119.51920039737158
14582800,0,0,119.51920039737158
14582950,0,0,119.51920039737158
14583100,0,0,119.51920039737158
14583250,0,0,119.51920039737158
14583400,0,0,119.51920039737158
14583550,0,0,119.51920039737158
14583700,0,0,119.51920039737158
14583850,0,0,119.51920039737158
14584000,0,0,119.51920039737158
14584150,0,0,119.51920039737158
14584300,0,0,119.51920039737158
14584450,0,0,119.51920039737158
14584600,0,0,119.51920039737158
14584750,0,0,119.51920039737158
14584900,0,0,119.51920039737158
14585050,0,0,119.51920039737158
14585200,0,0,119.51920039737158
14585350,0,0,119.51920039737158
14585500,0,0,119.51920039737158
14585650,0,0,119.51920039737158
14585800,0,0,119.51920039737158
14585950,0,0,119.51920039737158
14586100,0,0,119.51920039737158
14586250,0,0,119.51920039737158
14586400,0,0,119.51920039737158
14586550,0,0,119.51920039737158
14586700,0,0,119.51920039737158
14586850,0,0,119.51920039737158
14587000,0,0,119.51920039737158
14587150,0,0,119.51920039737158
14587300,0,0,119.51920039737158
14587450,0,0,119.51920039737158
14587600,0,0,119.51920039737158
14587750,0,0,119.51920039737158
14587900,0,0,119.51920039737158
14588050,0,0,123.1819071061151
14588200,0,0,123.1819071061151
14588350,0,0,123.1819071061151
14588500,0,0,123.1819071061151
14588650,0,0,123.1819071061151
14588800,0,0,123.1819071061151
14588950,0,0,123.1819071061151
14589100,0,0,123.1819071061151
14589250,0,0,123.1819071061151
14589400,0,0,123.1819071061151
14589550,0,0,123.1819071061151
14589700,0,0,123.1819071061151
14589850,0,0,123.1819071061151
14590000,0,0,123.1819071061151
14590150,0,0,123.1819071061151
14590300,0,0,123.1819071061151
14590450,0,0,123.1819071061151
14590600,0,0,123.1819071061151
14590750,0,0,123.115686565753
14590900,0,0,123.115686565753
14591050,0,0,123.115686565753
14591200,0,0,123.115686565753
14591350,0,0,123.115686565753
14591500,0,0,123.115686565753
14591650,0,0,123.115686565753
14591800,0,0,123.115686565753
14591950,0,0,123.115686565753
14592100,0,0,123.115686565753
14592250,0,0,123.115686565753
14592400,0,0,123.115686565753
14592550,0,0,123.115686565753
14592700,0,0,123.115686565753
14592850,0,0,123.115686565753
14593000,0,0,123.115686565753
14593150,0,0,123.115686565753
14593300,0,0,123.115686565753
14593450,0,0,123.115686565753
14593600,0,0,123.115686565753
14593750,0,0,123.115686565753
14593900,0,0,123.115686565753
14594050,0,0,123.115686565753
14594200,0,0,123.115686565753
14594350,0,0,123.115686565753
14594500,0,0,123.115686565753
14594650,0,0,123.115686565753
14594800,0,0,123.115686565753
14594950,0,0,123.115686565753
14595100,0,0,123.115686565753
14595250,0,0,123.115686565753
14595400,0,0,123.115686565753
14595550,0,0,123.115686565753
14595700,0,0,123.03851864306361
14595850,0,0,123.03851864306361
14596000,0,0,123.03851864306361
14596150,0,0,123.03851864306361
14596300,0,0,123.03851864306361
14596450,0,0,123.03851864306361
14596600,0,0,123.03851864306361
14596750,0,0,123.03851864306361
14596900,0,0,123.03851864306361
14597050,0,0,123.03851864306361
14597200,0,0,123.03851864306361
14597350,0,0,123.03851864306361
14597500,0,0,123.03851864306361
14597650,0,0,135.29690433349094
14597800,0,0,135.29690433349094
14597950,0,0,135.29690433349094
14598100,0,0,135.29690433349094
14598250,0,0,135.29690433349094
14598400,0,0,135.29690433349094
14598550,0,0,135.29690433349094
14598700,0,0,135.29690433349094
14598850,0,0,135.29690433349094
14599000,0,0,135.29690433349094
14599150,0,0,135.29690433349094
14599300,0,0,135.29690433349094
14599450,0,0,135.29690433349094
14599600,0,0,135.29690433349094
14599750,0,0,135.29690433349094
14599900,0,0,135.29690433349094
14600050,0,0,135.29690433349094
14600200,0,0,135.29690433349094
14600350,0,0,135.29690433349094
14600500,0,0,135.29690433349094
14600650,0,0,135.29690433349094
14600800,0,0,135.29690433349094
14600950,0,0,135.29690433349094
14601100,0,0,135.29690433349094
14601250,0,0,135.29690433349094
14601400,0,0,135.29690433349094
14601550,0,0,135.29690433349094
14601700,0,0,135.29690433349094
14601850,0,0,135.29690433349094
14602000,0,0,135.29690433349094
14602150,0,0,135.29690433349094
14602300,0,0,135.29690433349094
14602450,0,0,135.29690433349094
14602600,0,0,135.29690433349094
14602750,0,0,135.29690433349094
14602900,0,0,135.29690433349094
14603050,0,0,135.29690433349094
14603200,0,0,135.29690433349094
14603350,0,0,135.29690433349094
14603500,0,0,135.29690433349094
14603650,0,0,135.29690433349094
14603800,0,0,135.29690433349094
14603950,0,0,135.29690433349094
14604100,0,0,135.29690433349094
14604250,0,0,135.29690433349094
14604400,0,0,135.29690433349094
14604550,0,0,135.29690433349094
14604700,0,0,135.29690433349094
14604850,0,0,135.29690433349094
14605000,0,0,135.29690433349094
14605150,0,0,135.29690433349094
14605300,0,0,135.29690433349094
14605450,0,0,135.29690433349094
14605600,0,0,135.29690433349094
14605750,0,0,135.29690433349094
14605900,0,0,135.87334075454385
14606050,0,0,135.87334075454385
14606200,0,0,135.87334075454385
14606350,0,0,135.87334075454385
14606500,0,0,135.87334075454385
14606650,0,0,135.87334075454385
14606800,0,0,135.87334075454385
14606950,0,0,135.87334075454385
14607100,0,0,135.87334075454385
14607250,0,0,135.87334075454385
14607400,0,0,131.7344706928409
14607550,0,0,134.45601661243086
14607700,0,0,134.45601661243086
14607850,0,0,134.45601661243086
14608000,0,0,134.45601661243086
14608150,0,0,133.50501398124743
14608300,0,0,133.50501398124743
14608450,0,0,133.50501398124743
14608600,0,0,133.50501398124743
14608750,0,0,133.50501398124743
14608900,0,0,133.50501398124743
14609050,0,0,133.50501398124743
14609200,0,0,133.50501398124743
14609350,0,0,133.50501398124743
14609500,0,0,133.50501398124743
14609650,0,0,133.50501398124743
14609800,0,0,133.50501398124743
14609950,0,0,133.50501398124743
14610100,0,0,133.50501398124743
14610250,0,0,133.50501398124743
14610400,0,0,133.50501398124743
14610550,0,0,133.50501398124743
14610700,0,0,133.50501398124743
14610850,0,0,133.50501398124743
14611000,0,0,133.50501398124743
14611150,0,0,133.50501398124743
14611300,0,0,133.50501398124743
14611450,0,0,133.50501398124743
14611600,0,0,133.50501398124743
14611750,0,0,133.50501398124743
14611900,0,0,133.50501398124743
14612050,0,0,133.4463297040263
14612200,0,0,133.4463297040263
14612350,0,0,133.4463297040263
14612500,0,0,133.95362221340193
14612650,0,0,133.95362221340193
14612800,0,0,133.95362221340193
14612950,0,0,133.95362221340193
14613100,0,0,133.95362221340193
14613250,0,0,133.95362221340193
14613400,0,0,133.95362221340193
14613550,0,0,133.95362221340193
14613700,0,0,133.95362221340193
14613850,0,0,133.95362221340193
14614000,0,0,133.95362221340193
14614150,0,0,133.95362221340193
14614300,0,0,133.95362221340193
14614450,0,0,133.25563662685377
14614600,0,0,133.25563662685377
14614750,0,0,133.25563662685377
14614900,0,0,133.25563662685377
14615050,0,0,133.25563662685377
14615200,0,0,133.25563662685377
14615350,0,0,133.25563662685377
14615500,0,0,133.25563662685377
14615650,0,0,133.25563662685377
14615800,0,0,133.25563662685377
14615950,0,0,134.9241589176984
14616100,0,0,134.9241589176984
14616250,0,0,134.9241589176984
14616400,0,0,134.9241589176984
14616550,0,0,134.9241589176984
14616700,0,0,134.9241589176984
14616850,0,0,134.9241589176984
14617000,0,0,134.9241589176984
14617150,0,0,134.9241589176984
14617300,0,0,134.9241589176984
14617450,0,0,134.9241589176984
14617600,0,0,134.9241589176984
14617750,0,0,134.9241589176984
14617900,0,0,134.9241589176984
14618050,0,0,134.9241589176984
14618200,0,0,134.9241589176984
14618350,0,0,134.9241589176984
14618500,0,0,134.9241589176984
14618650,0,0,134.9241589176984
14618800,0,0,134.9241589176984
14618950,0,0,134.9241589176984
14619100,0,0,134.9241589176984
14619250,0,0,134.9241589176984
14619400,0,0,134.9241589176984
14619550,0,0,134.9241589176984
14619700,0,0,134.9241589176984
14619850,0,0,134.9241589176984
14620000,0,0,134.9241589176984
14620150,0,0,134.9241589176984
14620300,0,0,134.9241589176984
14620450,0,0,134.9241589176984
14620600,0,0,134.9241589176984
14620750,0,0,134.9241589176984
14620900,0,0,134.9241589176984
14621050,0,0,134.9241589176984
14621200,0,0,134.9241589176984
14621350,0,0,134.9241589176984
14621500,0,0,133.799186147626
14621650,0,0,133.799186147626
14621800,0,0,133.799186147626
14621950,0,0,133.799186147626
14622100,0,0,133.799186147626
14622250,0,0,133.799186147626
14622400,0,0,133.799186147626
14622550,0,0,133.799186147626
14622700,0,0,133.799186147626
14622850,0,0,133.799186147626
14623000,0,0,133.799186147626
14623150,0,0,133.799186147626
14623300,0,0,133.58517052036638
14623450,0,0,133.79619273743833
14623600,0,0,133.79619273743833
14623750,0,0,133.79619273743833
14623900,0,0,133.79619273743833
14624050,0,0,133.79619273743833
14624200,0,0,133.79619273743833
14624350,0,0,133.79619273743833
14624500,0,0,133.79619273743833
14624650,0,0,133.79619273743833
14624800,0,0,133.79619273743833
14624950,0,0,133.79619273743833
14625100,0,0,133.79619273743833
14625250,0,0,133.79619273743833
14625400,0,0,133.79619273743833
14625550,0,0,133.79619273743833
14625700,0,0,133.79619273743833
14625850,0,0,133.79619273743833
14626000,0,0,133.79619273743833
14626150,0,0,133.79619273743833
14626300,0,0,133.79619273743833
14626450,0,0,133.79619273743833
14626600,0,0,133.79619273743833
14626750,0,0,133.79619273743833
14626900,0,0,133.79619273743833
14627050,0,0,133.79619273743833
14627200,0,0,133.79619273743833
14627350,0,0,133.79619273743833
14627500,0,0,133.79619273743833
14627650,0,0,133.79619273743833
14627800,0,0,133.79619273743833
14627950,0,0,133.79619273743833
14628100,0,0,133.79619273743833
14628250,0,0,133.79619273743833
14628400,0,0,133.79619273743833
14628550,0,0,133.79619273743833
14628700,0,0,133.79619273743833
14628850,0,0,133.79619273743833
14629000,0,0,133.79619273743833
14629150,0,0,133.79619273743833
14629300,0,0,133.79619273743833
14629450,0,0,133.79619273743833
14629600,0,0,133.79619273743833
14629750,0,0,133.79619273743833
14629900,0,0,133.79619273743833
14630050,0,0,133.79619273743833
14630200,0,0,133.79619273743833
14630350,0,0,133.79619273743833
14630500,0,0,133.79619273743833
14630650,0,0,133.79619273743833
14630800,0,0,133.79619273743833
14630950,0,0,133.79619273743833
14631100,0,0,133.79619273743833
14631250,0,0,133.79619273743833
14631400,0,0,136.00040515113255
14631550,0,0,136.00040515113255
14631700,0,0,136.00040515113255
14631850,0,0,136.00040515113255
14632000,0,0,136.00040515113255
14632150,0,0,136.00040515113255
14632300,0,0,136.00040515113255
14632450,0,0,136.00040515113255
14632600,0,0,136.00040515113255
14632750,0,0,136.00040515113255
14632900,0,0,136.00040515113255
14633050,0,0,136.00040515113255
14633200,0,0,136.00040515113255
14633350,0,0,136.00040515113255
14633500,0,0,136.00040515113255
14633650,0,0,136.00040515113255
14633800,0,0,136.00040515113255
14633950,0,0,136.00040515113255
14634100,0,0,136.00040515113255
14634250,0,0,136.00040515113255
14634400,0,0,135.77442065466835
14634550,0,0,135.77442065466835
14634700,0,0,135.77442065466835
14634850,0,0,135.77442065466835
14635000,0,0,135.77442065466835
14635150,0,0,131.83195332994427
14635300,0,0,131.83195332994427
14635450,0,0,131.83195332994427
14635600,0,0,130.1981992975265
14635750,0,0,130.1981992975265
14635900,0,0,130.1981992975265
14636050,0,0,130.1981992975265
14636200,0,0,130.1981992975265
14636350,0,0,130.1981992975265
14636500,0,0,130.1981992975265
14636650,0,0,130.1981992975265
14636800,0,0,130.1981992975265
14636950,0,0,130.1981992975265
14637100,0,0,130.1981992975265
14637250,0,0,130.1981992975265
14637400,0,0,130.1981992975265
14637550,0,0,130.1981992975265
14637700,0,0,130.1981992975265
14637850,0,0,130.1981992975265
14638000,0,0,130.1981992975265
14638150,0,0,130.1981992975265
14638300,0,0,130.1981992975265
14638450,0,0,130.1981992975265
14638600,0,0,130.1981992975265
14638750,0,0,130.1981992975265
14638900,0,0,130.1981992975265
14639050,0,0,130.1981992975265
14639200,0,0,130.1981992975265
14639350,0,0,130.1981992975265
14639500,0,0,130.1981992975265
14639650,0,0,130.1981992975265
14639800,0,0,130.1981992975265
14639950,0,0,130.1981992975265
14640100,0,0,130.1981992975265
14640250,0,0,130.1981992975265
14640400,0,0,130.1981992975265
14640550,0,0,130.1981992975265
14640700,0,0,130.1981992975265
14640850,0,0,130.1981992975265
14641000,0,0,130.1981992975265
14641150,0,0,130.1981992975265
14641300,0,0,130.1981992975265
14641450,0,0,130.1981992975265
14641600,0,0,130.1981992975265
14641750,0,0,130.1981992975265
14641900,0,0,130.1981992975265
14642050,0,0,130.1981992975265
14642200,0,0,130.1981992975265
14642350,0,0,130.1981992975265
14642500,0,0,130.1981992975265
14642650,0,0,130.1981992975265
14642800,0,0,130.1981992975265
14642950,0,0,130.1981992975265
14643100,0,0,130.1981992975265
14643250,0,0,130.1981992975265
14643400,0,0,130.1981992975265
14643550,0,0,130.1981992975265
14643700,0,0,130.1981992975265
14643850,0,0,130.1981992975265
14644000,0,0,130.1981992975265
14644150,0,0,130.1981992975265
14644300,0,0,130.1981992975265
14644450,0,0,130.1981992975265
14644600,0,0,130.1981992975265
14644750,0,0,130.1981992975265
14644900,0,0,130.1981992975265
14645050,0,0,130.1981992975265
14645200,0,0,130.1981992975265
14645350,0,0,130.1981992975265
14645500,0,0,130.1981992975265
14645650,0,0,130.1981992975265
14645800,0,0,130.1981992975265
14645950,0,0,130.1981992975265
14646100,0,0,130.1981992975265
14646250,0,0,130.1981992975265
14646400,0,0,130.1981992975265
14646550,0,0,130.1981992975265
14646700,0,0,133.34720725426422
14646850,0,0,133.34720725426422
14647000,0,0,133.34720725426422
14647150,0,0,133.34720725426422
14647300,0,0,133.34720725426422
14647450,0,0,133.34720725426422
14647600,0,0,133.34720725426422
14647750,0,0,133.34720725426422
14647900,0,0,133.34720725426422
14648050,0,0,133.34720725426422
14648200,0,0,133.34720725426422
14648350,0,0,133.34720725426422
14648500,0,0,133.34720725426422
14648650,0,0,133.34720725426422
14648800,0,0,133.34720725426422
14648950,0,0,133.34720725426422
14649100,0,0,133.34720725426422
14649250,0,0,133.34720725426422
14649400,0,0,133.34720725426422
14649550,0,0,133.34720725426422
14649700,0,0,133.34720725426422
14649850,0,0,133.34720725426422
14650000,0,0,133.34720725426422
14650150,0,0,134.3940493595273
14650300,0,0,134.3940493595273
14650450,0,0,134.3940493595273
14650600,0,0,134.3940493595273
14650750,0,0,134.3940493595273
14650900,0,0,134.3940493595273
14651050,0,0,134.3940493595273
14651200,0,0,134.3940493595273
14651350,0,0,134.3940493595273
14651500,0,0,134.3940493595273
14651650,0,0,134.3940493595273
14651800,0,0,134.3940493595273
14651950,0,0,134.3940493595273
14652100,0,0,134.3940493595273
14652250,0,0,134.3940493595273
14652400,0,0,134.3940493595273
14652550,0,0,134.3940493595273
14652700,0,0,134.3940493595273
14652850,0,0,134.3940493595273
14653000,0,0,134.3940493595273
14653150,0,0,137.61674574414104
14653300,0,0,137.61674574414104
14653450,0,0,136.59207183085613
14653600,0,0,136.59207183085613
14653750,0,0,136.59207183085613
14653900,0,0,136.59207183085613
14654050,0,0,136.59207183085613
14654200,0,0,136.59207183085613
14654350,0,0,136.59207183085613
14654500,0,0,136.59207183085613
14654650,0,0,136.59207183085613
14654800,0,0,136.59207183085613
14654950,0,0,134.78684226479317
14655100,0,0,134.78684226479317
14655250,0,0,134.78684226479317
14655400,0,0,134.78684226479317
14655550,0,0,134.78684226479317
14655700,0,0,134.78684226479317
14655850,0,0,134.78684226479317
14656000,0,0,134.78684226479317
14656150,0,0,134.78684226479317
14656300,0,0,134.78684226479317
14656450,0,0,134.78684226479317
14656600,0,0,134.78684226479317
14656750,0,0,134.78684226479317
14656900,0,0,134.78684226479317
14657050,0,0,134.78684226479317
14657200,0,0,134.78684226479317
14657350,0,0,134.78684226479317
14657500,0,0,134.78684226479317
14657650,0,0,134.78684226479317
14657800,0,0,134.78684226479317
14657950,0,0,134.78684226479317
14658100,0,0,134.78684226479317
14658250,0,0,134.78684226479317
14658400,0,0,134.78684226479317
14658550,0,0,134.78684226479317
14658700,0,0,134.78684226479317
14658850,0,0,134.78684226479317
14659000,0,0,134.78684226479317
14659150,0,0,134.78684226479317
14659300,0,0,134.78684226479317
14659450,0,0,134.78684226479317
14659600,0,0,134.78684226479317
14659750,0,0,134.78684226479317
14659900,0,0,134.78684226479317
14660050,0,0,134.78684226479317
14660200,0,0,134.78684226479317
14660350,0,0,134.78684226479317
14660500,0,0,134.78684226479317
14660650,0,0,134.78684226479317
14660800,0,0,134.78684226479317
14660950,0,0,134.78684226479317
14661100,0,0,134.78684226479317
14661250,0,0,134.78684226479317
14661400,0,0,134.78684226479317
14661550,0,0,134.78684226479317
14661700,0,0,134.78684226479317
14661850,0,0,134.78684226479317
14662000,0,0,134.78684226479317
14662150,0,0,134.78684226479317
14662300,0,0,134.78684226479317
14662450,0,0,134.78684226479317
14662600,0,0,134.78684226479317
14662750,0,0,138.45002651971544
14662900,0,0,138.45002651971544
14663050,0,0,118.88935523249746
14663200,0,0,118.88935523249746
14663350,0,0,118.88935523249746
14663500,0,0,118.88935523249746
14663650,0,0,118.88935523249746
14663800,0,0,118.88935523249746
14663950,0,0,118.88935523249746
14664100,0,0,118.88935523249746
14664250,0,0,118.22468146547804
14664400,0,0,118.22468146547804
14664550,0,0,118.22468146547804
14664700,0,0,118.22468146547804
14664850,0,0,118.22468146547804
14665000,0,0,118.22468146547804
14665150,0,0,118.22468146547804
14665300,0,0,118.22468146547804
14665450,0,0,118.22468146547804
14665600,0,0,118.22468146547804
14665750,0,0,118.22468146547804
14665900,0,0,118.22468146547804
14666050,0,0,118.22468146547804
14666200,0,0,118.22468146547804
14666350,0,0,118.22468146547804
14666500,0,0,118.22468146547804
14666650,0,0,118.22468146547804
14666800,0,0,118.22468146547804
14666950,0,0,118.22468146547804
14667100,0,0,118.22468146547804
14667250,0,0,118.22468146547804
14667400,0,0,118.22468146547804
14667550,0,0,118.22468146547804
14667700,0,0,118.22468146547804
14667850,0,0,118.22468146547804
14668000,0,0,118.22468146547804
14668150,0,0,118.22468146547804
14668300,0,0,118.22468146547804
14668450,0,0,118.22468146547804
14668600,0,0,118.22468146547804
14668750,0,0,118.22468146547804
14668900,0,0,118.22468146547804
14669050,0,0,118.22468146547804
14669200,0,0,118.22468146547804
14669350,0,0,118.22468146547804
14669500,0,0,118.22468146547804
14669650,0,0,118.22468146547804
14669800,0,0,118.22468146547804
14669950,0,0,118.22468146547804
14670100,0,0,118.22468146547804
14670250,0,0,118.22468146547804
14670400,0,0,118.22468146547804
14670550,0,0,118.22468146547804
14670700,0,0,118.22468146547804
14670850,0,0,118.22468146547804
14671000,0,0,118.22468146547804
14671150,0,0,118.22468146547804
14671300,0,0,118.22468146547804
14671450,0,0,118.22468146547804
14671600,0,0,118.22468146547804
14671750,0,0,118.22468146547804
14671900,0,0,118.22468146547804
14672050,0,0,118.22468146547804
14672200,0,0,118.22468146547804
14672350,0,0,118.22468146547804
14672500,0,0,118.22468146547804
14672650,0,0,118.22468146547804
14672800,0,0,118.22468146547804
14672950,0,0,118.22468146547804
14673100,0,0,118.22468146547804
14673250,0,0,118.22468146547804
14673400,0,0,118.22468146547804
14673550,0,0,118.22468146547804
14673700,0,0,118.22468146547804
14673850,0,0,118.22468146547804
14674000,0,0,118.22468146547804
14674150,0,0,118.22468146547804
14674300,0,0,118.22468146547804
14674450,0,0,118.22468146547804
14674600,0,0,118.22468146547804
14674750,0,0,118.22468146547804
14674900,0,0,118.22468146547804
14675050,0,0,118.22468146547804
14675200,0,0,118.22468146547804
14675350,0,0,118.22468146547804
14675500,0,0,118.22468146547804
14675650,0,0,118.22468146547804
14675800,0,0,118.22468146547804
14675950,0,0,118.22468146547804
14676100,0,0,118.22468146547804
14676250,0,0,118.22468146547804
14676400,0,0,118.22468146547804
14676550,0,0,118.22468146547804
14676700,0,0,118.22468146547804
14676850,0,0,118.22468146547804
14677000,0,0,118.22468146547804
14677150,0,0,118.22468146547804
14677300,0,0,118.22468146547804
14677450,0,0,118.22468146547804
14677600,0,0,118.22468146547804
14677750,0,0,118.22468146547804
14677900,0,0,118.47901061770891
14678050,0,0,118.47901061770891
14678200,0,0,118.47901061770891
14678350,0,0,118.47901061770891
14678500,0,0,118.47901061770891
14678650,0,0,118.98330387536099
14678800,0,0,118.98330387536099
14678950,0,0,118.98330387536099
14679100,0,0,118.98330387536099
14679250,0,0,118.98330387536099
14679400,0,0,118.98330387536099
14679550,0,0,118.98330387536099
14679700,0,0,118.98330387536099
14679850,0,0,118.98330387536099
14680000,0,0,118.98330387536099
14680150,0,0,118.98330387536099
14680300,0,0,118.98330387536099
14680450,0,0,118.98330387536099
14680600,0,0,118.98330387536099
14680750,0,0,118.98330387536099
14680900,0,0,118.98330387536099
14681050,0,0,118.98330387536099
14681200,0,0,118.98330387536099
14681350,0,0,118.98330387536099
14681500,0,0,118.98330387536099
14681650,0,0,118.98330387536099
14681800,0,0,118.98330387536099
14681950,0,0,121.70934013687052
