blocknumber,reserve USDT,reserve WBTC,volume USDT for 5% slippage
14455600,0,0,1290162.0949999806
14455750,0,0,1290162.62131577
14455900,0,0,1260883.2735759332
14456050,0,0,1260883.2735759332
14456200,0,0,1260883.2735759332
14456350,0,0,1263753.9211969848
14456500,0,0,1263753.9211969848
14456650,0,0,1263753.9211969848
14456800,0,0,1263753.9211969848
14456950,0,0,1203440.5082830016
14457100,0,0,1203440.5082830016
14457250,0,0,1203440.5082830016
14457400,0,0,1203440.5082830016
14457550,0,0,1203440.5082830016
14457700,0,0,1302336.7187526927
14457850,0,0,1302336.7187526927
14458000,0,0,1302336.7187526927
14458150,0,0,1302336.7187526927
14458300,0,0,1216879.6181177597
14458450,0,0,1216879.6181177597
14458600,0,0,1216879.6181177597
14458750,0,0,1216879.6181177597
14458900,0,0,1216879.6181177597
14459050,0,0,1216879.6181177597
14459200,0,0,1216879.6181177597
14459350,0,0,1216879.6181177597
14459500,0,0,1216879.6181177597
14459650,0,0,1239902.0954836973
14459800,0,0,1239902.0954836973
14459950,0,0,1239902.0954836973
14460100,0,0,1292590.0332881236
14460250,0,0,1292590.0332881236
14460400,0,0,1292590.0332881236
14460550,0,0,1292590.0332881236
14460700,0,0,1208127.490925994
14460850,0,0,1208127.490925994
14461000,0,0,1208127.490925994
14461150,0,0,1208137.7610650992
14461300,0,0,1208137.7610650992
14461450,0,0,1208137.7610650992
14461600,0,0,1208137.7610650992
14461750,0,0,1208131.2569768887
14461900,0,0,1294907.012020449
14462050,0,0,1294907.012020449
14462200,0,0,1294905.3764388699
14462350,0,0,1294905.3764388699
14462500,0,0,1265958.394095969
14462650,0,0,1265958.394095969
14462800,0,0,1265958.394095969
14462950,0,0,1265958.394095969
14463100,0,0,1265956.2330762323
14463250,0,0,1265956.2330762323
14463400,0,0,1265956.2330762323
14463550,0,0,1265956.2330762323
14463700,0,0,1265956.2330762323
14463850,0,0,1265956.2330762323
14464000,0,0,1220229.5006014423
14464150,0,0,1220229.5006014423
14464300,0,0,1220229.5006014423
14464450,0,0,1220229.5006014423
14464600,0,0,1220229.5006014423
14464750,0,0,1220229.5006014423
14464900,0,0,1220229.5006014423
14465050,0,0,1220229.5006014423
14465200,0,0,1266035.02371395
14465350,0,0,1266035.02371395
14465500,0,0,1266035.02371395
14465650,0,0,1266035.02371395
14465800,0,0,1240640.8170164966
14465950,0,0,1240640.8170164966
14466100,0,0,1240640.8170164966
14466250,0,0,1240640.8170164966
14466400,0,0,1240644.1066512333
14466550,0,0,1208235.6539921362
14466700,0,0,1208235.6539921362
14466850,0,0,1208235.6539921362
14467000,0,0,1208235.6539921362
14467150,0,0,1208334.6539921416
14467300,0,0,1208334.6539921416
14467450,0,0,1208334.6539921416
14467600,0,0,1206613.3488647758
14467750,0,0,1206613.3488647758
14467900,0,0,1206610.6966668286
14468050,0,0,1206610.6966668286
14468200,0,0,1204767.9649876754
14468350,0,0,1204767.9649876754
14468500,0,0,1204767.9649876754
14468650,0,0,1204767.1746683596
14468800,0,0,1259201.02662586
14468950,0,0,1259206.2897837546
14469100,0,0,1259206.2897837546
14469250,0,0,1259206.2897837546
14469400,0,0,1281278.3682786287
14469550,0,0,1281278.3682786287
14469700,0,0,1281278.3682786287
14469850,0,0,1281278.3682786287
14470000,0,0,1281278.3682786287
14470150,0,0,1281278.3682786287
14470300,0,0,1281278.3682786287
14470450,0,0,1280670.2687635846
14470600,0,0,1280670.2687635846
14470750,0,0,1280670.2687635846
14470900,0,0,1280670.2687635846
14471050,0,0,1280681.9418054267
14471200,0,0,1303167.1500181428
14471350,0,0,1303167.1500181428
14471500,0,0,1303108.1338098212
14471650,0,0,1303108.1338098212
14471800,0,0,1214156.869397115
14471950,0,0,1214156.869397115
14472100,0,0,1214156.869397115
14472250,0,0,1214156.869397115
14472400,0,0,1227751.8501784508
14472550,0,0,1227751.8501784508
14472700,0,0,1227751.8501784508
14472850,0,0,1227756.1265159773
14473000,0,0,1293752.3848703103
14473150,0,0,1293752.3848703103
14473300,0,0,1293752.3848703103
14473450,0,0,1293752.3848703103
14473600,0,0,1293752.3848703103
14473750,0,0,1265053.3274643116
14473900,0,0,1265053.3274643116
14474050,0,0,1205429.497571164
14474200,0,0,1205429.497571164
14474350,0,0,1205428.9654366903
14474500,0,0,1205428.435012164
14474650,0,0,1215217.7366179016
14474800,0,0,1215217.7366179016
14474950,0,0,1215217.7366179016
14475100,0,0,1213534.9706065655
14475250,0,0,1213534.9706065655
14475400,0,0,1213534.9706065655
14475550,0,0,1213534.9706065655
14475700,0,0,1286320.9594896191
14475850,0,0,1286320.9594896191
14476000,0,0,1286320.9594896191
14476150,0,0,1286320.9594896191
14476300,0,0,1236999.0970779918
14476450,0,0,1236999.0970779918
14476600,0,0,1236999.0970779918
14476750,0,0,1236999.0970779918
14476900,0,0,1301741.0715683927
14477050,0,0,1301741.0715683927
14477200,0,0,1301741.0715683927
14477350,0,0,1301741.0715683927
14477500,0,0,1301741.0715683927
14477650,0,0,1284328.881281727
14477800,0,0,1284328.881281727
14477950,0,0,1284328.881281727
14478100,0,0,1284328.881281727
14478250,0,0,1303064.3291991532
14478400,0,0,1303064.3291991532
14478550,0,0,1303064.3291991532
14478700,0,0,1303064.3291991532
14478850,0,0,1303064.3291991532
14479000,0,0,1235096.2147772654
14479150,0,0,1235096.2147772654
14479300,0,0,1235096.2147772654
14479450,0,0,1235096.2147772654
14479600,0,0,1263160.891043018
14479750,0,0,1263160.891043018
14479900,0,0,1263160.891043018
14480050,0,0,1321892.8019226904
14480200,0,0,1321892.8019226904
14480350,0,0,1321892.8019226904
14480500,0,0,1321892.8019226904
14480650,0,0,1273787.3332548854
14480800,0,0,1273787.3332548854
14480950,0,0,1273787.3332548854
14481100,0,0,1273787.3332548854
14481250,0,0,1273787.3332548854
14481400,0,0,1305252.4089427043
14481550,0,0,1305252.4089427043
14481700,0,0,1305252.4089427043
14481850,0,0,1305252.4089427043
14482000,0,0,1278991.0525076517
14482150,0,0,1278991.0525076517
14482300,0,0,1278991.0525076517
14482450,0,0,1278991.0525076517
14482600,0,0,1238728.2022437155
14482750,0,0,1238728.2022437155
14482900,0,0,1238728.2022437155
14483050,0,0,1238726.374883084
14483200,0,0,1238726.374883084
14483350,0,0,1238726.374883084
14483500,0,0,1246474.586362023
14483650,0,0,1246474.586362023
14483800,0,0,1246474.586362023
14483950,0,0,1239955.812834497
14484100,0,0,1239955.812834497
14484250,0,0,1239955.812834497
14484400,0,0,1246728.680142232
14484550,0,0,1246728.680142232
14484700,0,0,1246728.680142232
14484850,0,0,1246695.0700010525
14485000,0,0,1274607.5674677836
14485150,0,0,1274607.5674677836
14485300,0,0,1274607.5674677836
14485450,0,0,1274607.5674677836
14485600,0,0,1274607.5674677836
14485750,0,0,1303053.2758046878
14485900,0,0,1303053.2758046878
14486050,0,0,1303053.2758046878
14486200,0,0,1303053.2758046878
14486350,0,0,1316810.0789298494
14486500,0,0,1316813.3534561652
14486650,0,0,1316813.3534561652
14486800,0,0,1316813.3534561652
14486950,0,0,1316193.3534561316
14487100,0,0,1316193.3534561316
14487250,0,0,1316193.7068440265
14487400,0,0,1316193.7068440265
14487550,0,0,1280465.2698947093
14487700,0,0,1280465.2698947093
14487850,0,0,1280465.2698947093
14488000,0,0,1288464.9768071477
14488150,0,0,1288464.9768071477
14488300,0,0,1288464.9768071477
14488450,0,0,1288464.9768071477
14488600,0,0,1288464.9768071477
14488750,0,0,1285071.4938484605
14488900,0,0,1285071.4938484605
14489050,0,0,1285071.4938484605
14489200,0,0,1285071.4938484605
14489350,0,0,1217070.8802596128
14489500,0,0,1217070.8802596128
14489650,0,0,1217070.8802596128
14489800,0,0,1217070.8802596128
14489950,0,0,1296516.687604156
14490100,0,0,1296516.687604156
14490250,0,0,1296516.687604156
14490400,0,0,1266976.9771585162
14490550,0,0,1266976.9771585162
14490700,0,0,1266976.9771585162
14490850,0,0,1266976.9771585162
14491000,0,0,1232775.0591071434
14491150,0,0,1232757.9270247223
14491300,0,0,1232757.9270247223
14491450,0,0,1232757.9270247223
14491600,0,0,1232757.9270247223
14491750,0,0,1271756.1519015345
14491900,0,0,1271756.1519015345
14492050,0,0,1271756.1519015345
14492200,0,0,1271756.1519015345
14492350,0,0,1271756.1519015345
14492500,0,0,1289937.1799191507
14492650,0,0,1289937.1799191507
14492800,0,0,1289937.1799191507
14492950,0,0,1289937.1799191507
14493100,0,0,1302122.4142198067
14493250,0,0,1302122.4142198067
14493400,0,0,1302122.4142198067
14493550,0,0,1302122.4142198067
14493700,0,0,1302122.4142198067
14493850,0,0,1223597.3792289782
14494000,0,0,1223601.0634395045
14494150,0,0,1223601.0634395045
14494300,0,0,1237704.6007220207
14494450,0,0,1237697.1019971261
14494600,0,0,1238660.7619446765
14494750,0,0,1238660.7619446765
14494900,0,0,1203423.0361638083
14495050,0,0,1203423.0361638083
14495200,0,0,1203423.0361638083
14495350,0,0,1203423.0361638083
14495500,0,0,1203423.0361638083
14495650,0,0,1276874.8631499128
14495800,0,0,1276874.8631499128
14495950,0,0,1276874.8631499128
14496100,0,0,1276874.8631499128
14496250,0,0,1277656.7013917356
14496400,0,0,1277656.7013917356
14496550,0,0,1277656.7013917356
14496700,0,0,1190334.576961001
14496850,0,0,1190334.576961001
14497000,0,0,1190334.576961001
14497150,0,0,1190334.576961001
14497300,0,0,1221186.5137939008
14497450,0,0,1221186.5137939008
14497600,0,0,1219222.791015527
14497750,0,0,1261269.6202714422
14497900,0,0,1261269.6202714422
14498050,0,0,1262728.5536890468
14498200,0,0,1262728.5536890468
14498350,0,0,1248889.2949862487
14498500,0,0,1248889.2949862487
14498650,0,0,1248889.2949862487
14498800,0,0,1277276.6358701717
14498950,0,0,1277276.6358701717
14499100,0,0,1277276.6358701717
14499250,0,0,1277276.6358701717
14499400,0,0,1274553.7888839408
14499550,0,0,1274553.7888839408
14499700,0,0,1274553.7888839408
14499850,0,0,1274553.7888839408
14500000,0,0,1275552.4437222094
14500150,0,0,1275552.4437222094
14500300,0,0,1275552.4437222094
14500450,0,0,1275552.4437222094
14500600,0,0,1200490.3880913963
14500750,0,0,1200490.3880913963
14500900,0,0,1200490.3880913963
14501050,0,0,1200629.6303904038
14501200,0,0,1193543.8622417261
14501350,0,0,1193543.8622417261
14501500,0,0,1193547.3706627788
14501650,0,0,1220495.8813760015
14501800,0,0,1220495.8813760015
14501950,0,0,1220495.8813760015
14502100,0,0,1220495.8813760015
14502250,0,0,1196607.935513768
14502400,0,0,1196607.935513768
14502550,0,0,1196607.935513768
14502700,0,0,1196607.935513768
14502850,0,0,1196607.935513768
14503000,0,0,1196607.935513768
14503150,0,0,1196607.935513768
14503300,0,0,1196607.935513768
14503450,0,0,1196607.935513768
14503600,0,0,1301481.8321911537
14503750,0,0,1301481.8321911537
14503900,0,0,1300193.522289766
14504050,0,0,1300193.522289766
14504200,0,0,1198035.3685292266
14504350,0,0,1198035.3685292266
14504500,0,0,1198035.3685292266
14504650,0,0,1198035.3685292266
14504800,0,0,1198035.3685292266
14504950,0,0,1255448.788109009
14505100,0,0,1255448.788109009
14505250,0,0,1255448.788109009
14505400,0,0,1255448.788109009
14505550,0,0,1255448.788109009
14505700,0,0,1294052.3722200869
14505850,0,0,1294052.3722200869
14506000,0,0,1294052.3722200869
14506150,0,0,1294052.3722200869
14506300,0,0,1294052.3722200869
14506450,0,0,1294052.3722200869
14506600,0,0,1294052.3722200869
14506750,0,0,1249449.0012116462
14506900,0,0,1249449.0012116462
14507050,0,0,1249449.0012116462
14507200,0,0,1249449.0012116462
14507350,0,0,1249449.0012116462
14507500,0,0,1185739.9586012259
14507650,0,0,1185739.9586012259
14507800,0,0,1185739.9586012259
14507950,0,0,1185739.9586012259
14508100,0,0,1185739.9586012259
14508250,0,0,1215242.299093777
14508400,0,0,1215242.299093777
14508550,0,0,1215242.299093777
14508700,0,0,1215242.299093777
14508850,0,0,1215242.299093777
14509000,0,0,1179066.6077809627
14509150,0,0,1179066.6077809627
14509300,0,0,1179066.6077809627
14509450,0,0,1179066.6077809627
14509600,0,0,1179066.6077809627
14509750,0,0,1190609.667781584
14509900,0,0,1190609.667781584
14510050,0,0,1190609.667781584
14510200,0,0,1190609.667781584
14510350,0,0,1190609.667781584
14510500,0,0,1150084.2447263985
14510650,0,0,1150084.2447263985
14510800,0,0,1150084.2447263985
14510950,0,0,1162047.7123177794
14511100,0,0,1162047.7123177794
14511250,0,0,1162047.7123177794
14511400,0,0,1162047.7123177794
14511550,0,0,1261900.9564114022
14511700,0,0,1261900.9564114022
14511850,0,0,1261900.9564114022
14512000,0,0,1261900.9564114022
14512150,0,0,1281356.16093467
14512300,0,0,1281356.16093467
14512450,0,0,1281356.16093467
14512600,0,0,1281356.16093467
14512750,0,0,1281356.16093467
14512900,0,0,1337148.7581162273
14513050,0,0,1337148.7581162273
14513200,0,0,1337148.7581162273
14513350,0,0,1341640.5335998877
14513500,0,0,1341640.5335998877
14513650,0,0,1341640.5335998877
14513800,0,0,1351074.4425782294
14513950,0,0,1351074.4425782294
14514100,0,0,1351074.4425782294
14514250,0,0,1351074.4425782294
14514400,0,0,1351074.4425782294
14514550,0,0,1273378.4993684974
14514700,0,0,1273378.4993684974
14514850,0,0,1273378.4993684974
14515000,0,0,1273378.4993684974
14515150,0,0,1368754.1832898324
14515300,0,0,1368754.1832898324
14515450,0,0,1368754.1832898324
14515600,0,0,1368754.1832898324
14515750,0,0,1293011.6006873248
14515900,0,0,1292560.8701364596
14516050,0,0,1292560.8701364596
14516200,0,0,1292560.8701364596
14516350,0,0,1312383.030183298
14516500,0,0,1312383.030183298
14516650,0,0,1312383.030183298
14516800,0,0,1312206.5585202503
14516950,0,0,1312206.5585202503
14517100,0,0,1361112.1266032858
14517250,0,0,1361112.1266032858
14517400,0,0,1361112.1266032858
14517550,0,0,1361112.1266032858
14517700,0,0,1361112.1266032858
14517850,0,0,1244780.2969267752
14518000,0,0,1244780.3495583541
14518150,0,0,1244780.3495583541
14518300,0,0,1244780.3495583541
14518450,0,0,1307904.5221809107
14518600,0,0,1307904.5221809107
14518750,0,0,1307904.5221809107
14518900,0,0,1242376.921132595
14519050,0,0,1242367.6234617005
14519200,0,0,1242367.6234617005
14519350,0,0,1242367.6234617005
14519500,0,0,1242367.6234617005
14519650,0,0,1242373.864684332
14519800,0,0,1242373.864684332
14519950,0,0,1270417.378901174
14520100,0,0,1270417.378901174
14520250,0,0,1270417.378901174
14520400,0,0,1286748.5306187691
14520550,0,0,1286748.5306187691
14520700,0,0,1286748.5306187691
14520850,0,0,1286748.5306187691
14521000,0,0,1235827.10961213
14521150,0,0,1236493.3915561952
14521300,0,0,1236493.3915561952
14521450,0,0,1312510.9609130456
14521600,0,0,1312510.9609130456
14521750,0,0,1312510.9609130456
14521900,0,0,1312501.1319766245
14522050,0,0,1312501.1319766245
14522200,0,0,1312501.1319766245
14522350,0,0,1349625.7352996618
14522500,0,0,1349640.472141767
14522650,0,0,1349640.472141767
14522800,0,0,1266409.381997407
14522950,0,0,1266409.381997407
14523100,0,0,1266409.381997407
14523250,0,0,1266409.381997407
14523400,0,0,1266409.381997407
14523550,0,0,1266409.381997407
14523700,0,0,1266409.381997407
14523850,0,0,1319014.1088128893
14524000,0,0,1319014.1088128893
14524150,0,0,1319014.1088128893
14524300,0,0,1319014.1088128893
14524450,0,0,1319021.738585626
14524600,0,0,1322566.4168010033
14524750,0,0,1322566.4168010033
14524900,0,0,1322566.4168010033
14525050,0,0,1322566.4168010033
14525200,0,0,1317630.3301220208
14525350,0,0,1317630.3301220208
14525500,0,0,1317630.3301220208
14525650,0,0,1317630.3301220208
14525800,0,0,1317630.3301220208
14525950,0,0,1288844.0484968026
14526100,0,0,1288844.0484968026
14526250,0,0,1288844.0484968026
14526400,0,0,1265952.948307201
14526550,0,0,1265952.948307201
14526700,0,0,1265952.948307201
14526850,0,0,1265952.948307201
14527000,0,0,1274762.964993697
14527150,0,0,1274762.964993697
14527300,0,0,1274762.964993697
14527450,0,0,1274762.964993697
14527600,0,0,1274762.964993697
14527750,0,0,1217587.505855118
14527900,0,0,1217587.505855118
14528050,0,0,1217587.505855118
14528200,0,0,1217587.505855118
14528350,0,0,1217587.505855118
14528500,0,0,1154229.1298409456
14528650,0,0,1154229.1298409456
14528800,0,0,1154229.1298409456
14528950,0,0,1154229.1298409456
14529100,0,0,1147153.6784299219
14529250,0,0,1147153.6784299219
14529400,0,0,1147146.2996548165
14529550,0,0,1147146.2996548165
14529700,0,0,1147146.2996548165
14529850,0,0,1147147.0292495533
14530000,0,0,1147147.4925021848
14530150,0,0,1147147.4925021848
14530300,0,0,1147147.4925021848
14530450,0,0,1128403.625441578
14530600,0,0,1128403.625441578
14530750,0,0,1128403.625441578
14530900,0,0,1128403.625441578
14531050,0,0,1166477.0071622217
14531200,0,0,1166478.0752464323
14531350,0,0,1166478.0752464323
14531500,0,0,1230289.149379828
14531650,0,0,1230289.149379828
14531800,0,0,1230289.149379828
14531950,0,0,1126656.996800577
14532100,0,0,1126656.996800577
14532250,0,0,1126656.996800577
14532400,0,0,1126656.996800577
14532550,0,0,1126656.996800577
14532700,0,0,1168210.4668287544
14532850,0,0,1167456.3883002328
14533000,0,0,1167456.3883002328
14533150,0,0,1167456.3883002328
14533300,0,0,1158824.2707595152
14533450,0,0,1159793.4114620432
14533600,0,0,1159793.4114620432
14533750,0,0,1132634.8709132082
14533900,0,0,1132634.8709132082
14534050,0,0,1132634.8709132082
14534200,0,0,1132107.9488470207
14534350,0,0,1199099.0022607676
14534500,0,0,1199099.0022607676
14534650,0,0,1199090.245206873
14534800,0,0,1199084.399772715
14534950,0,0,1114063.7108006696
14535100,0,0,1114063.7108006696
14535250,0,0,1114063.7108006696
14535400,0,0,1113712.8760757542
14535550,0,0,1113712.8760757542
14535700,0,0,1114457.9371318195
14535850,0,0,1114457.9371318195
14536000,0,0,1114457.9371318195
14536150,0,0,1114457.9371318195
14536300,0,0,1197762.3262298554
14536450,0,0,1197752.326229855
14536600,0,0,1197752.326229855
14536750,0,0,1197752.326229855
14536900,0,0,1197752.326229855
14537050,0,0,1197752.326229855
14537200,0,0,1197720.125254132
14537350,0,0,1125161.4600752706
14537500,0,0,1125161.4600752706
14537650,0,0,1125161.4600752706
14537800,0,0,1125161.4600752706
14537950,0,0,1125161.4600752706
14538100,0,0,1125161.4600752706
14538250,0,0,1125161.4600752706
14538400,0,0,1194243.1205656508
14538550,0,0,1194243.1205656508
14538700,0,0,1194243.1205656508
14538850,0,0,1194243.1205656508
14539000,0,0,1168220.2478164476
14539150,0,0,1168220.2478164476
14539300,0,0,1168220.2478164476
14539450,0,0,1168220.2478164476
14539600,0,0,1200483.0635305878
14539750,0,0,1200483.0635305878
14539900,0,0,1200483.0635305878
14540050,0,0,1200483.0635305878
14540200,0,0,1200483.0635305878
14540350,0,0,1114522.2724641676
14540500,0,0,1114522.2724641676
14540650,0,0,1114522.2724641676
14540800,0,0,1114522.2724641676
14540950,0,0,1182749.5437986783
14541100,0,0,1182749.5437986783
14541250,0,0,1182749.5437986783
14541400,0,0,1182749.5437986783
14541550,0,0,1182749.5437986783
14541700,0,0,1167077.3390970272
14541850,0,0,1167077.3390970272
14542000,0,0,1167077.3390970272
14542150,0,0,1157071.6006934887
14542300,0,0,1157071.6006934887
14542450,0,0,1157071.6006934887
14542600,0,0,1157071.6006934887
14542750,0,0,1195512.2040865577
14542900,0,0,1195512.2040865577
14543050,0,0,1195512.2040865577
14543200,0,0,1195512.2040865577
14543350,0,0,1190645.9775077663
14543500,0,0,1190645.9775077663
14543650,0,0,1190645.9775077663
14543800,0,0,1190645.9775077663
14543950,0,0,1142742.4875904778
14544100,0,0,1142742.4875904778
14544250,0,0,1142742.4875904778
14544400,0,0,1142742.4875904778
14544550,0,0,1142742.4875904778
14544700,0,0,1142742.4875904778
14544850,0,0,1185388.4313365254
14545000,0,0,1185388.4313365254
14545150,0,0,1185388.4313365254
14545300,0,0,1149363.0522716357
14545450,0,0,1149363.0522716357
14545600,0,0,1149363.0522716357
14545750,0,0,1149363.0522716357
14545900,0,0,1202048.1393682838
14546050,0,0,1202048.1393682838
14546200,0,0,1202048.1393682838
14546350,0,0,1111236.6057508234
14546500,0,0,1111236.6057508234
14546650,0,0,1112464.6468862048
14546800,0,0,1112464.6468862048
14546950,0,0,1092083.6041525588
14547100,0,0,1091992.616917577
14547250,0,0,1091992.616917577
14547400,0,0,1091992.616917577
14547550,0,0,1091992.616917577
14547700,0,0,1068022.975171332
14547850,0,0,1068022.975171332
14548000,0,0,1066780.996070279
14548150,0,0,1066780.996070279
14548300,0,0,1039777.4479656214
14548450,0,0,1039777.4479656214
14548600,0,0,1039774.9574295161
14548750,0,0,1039774.9574295161
14548900,0,0,1039119.9207743282
14549050,0,0,1045368.5174389132
14549200,0,0,1045368.5174389132
14549350,0,0,1045368.5174389132
14549500,0,0,1054450.908653852
14549650,0,0,1054450.908653852
14549800,0,0,1054450.908653852
14549950,0,0,1054450.908653852
14550100,0,0,1054450.908653852
14550250,0,0,1054450.908653852
14550400,0,0,1054450.908653852
14550550,0,0,1054450.908653852
14550700,0,0,1054450.908653852
14550850,0,0,1054450.908653852
14551000,0,0,1054450.908653852
14551150,0,0,1076389.9555704196
14551300,0,0,1076389.9555704196
14551450,0,0,1076389.9555704196
14551600,0,0,1068937.296732897
14551750,0,0,1068937.296732897
14551900,0,0,1068937.296732897
14552050,0,0,1068937.296732897
14552200,0,0,1068937.296732897
14552350,0,0,1068937.296732897
14552500,0,0,1032407.3602771463
14552650,0,0,1032407.3602771463
14552800,0,0,1032407.3602771463
14552950,0,0,1062437.0002787604
14553100,0,0,1062437.0002787604
14553250,0,0,1062437.0002787604
14553400,0,0,1062437.0002787604
14553550,0,0,1062437.0002787604
14553700,0,0,1086662.4193810648
14553850,0,0,1086662.4193810648
14554000,0,0,1086662.4193810648
14554150,0,0,1086662.4193810648
14554300,0,0,1086662.4193810648
14554450,0,0,1086662.4193810648
14554600,0,0,1102945.1254449412
14554750,0,0,1102945.1254449412
14554900,0,0,1102945.1254449412
14555050,0,0,1102945.1254449412
14555200,0,0,1102945.1254449412
14555350,0,0,1075170.707713584
14555500,0,0,1075170.707713584
14555650,0,0,1075170.707713584
14555800,0,0,1075170.707713584
14555950,0,0,1075175.4445556893
14556100,0,0,1075175.4445556893
14556250,0,0,1096532.7982968132
14556400,0,0,1096532.7982968132
14556550,0,0,1096532.7982968132
14556700,0,0,1096532.7982968132
14556850,0,0,1096532.7982968132
14557000,0,0,1097939.4891011957
14557150,0,0,1097939.4891011957
14557300,0,0,1097939.4891011957
14557450,0,0,1097937.8958212484
14557600,0,0,1097937.8958212484
14557750,0,0,1108287.6646307243
14557900,0,0,1108287.6646307243
14558050,0,0,1108287.6646307243
14558200,0,0,1108287.6646307243
14558350,0,0,1108287.6646307243
14558500,0,0,1108287.6646307243
14558650,0,0,1099154.4803097728
14558800,0,0,1099154.4803097728
14558950,0,0,1099154.4803097728
14559100,0,0,1099154.4803097728
14559250,0,0,1065352.0420702596
14559400,0,0,1065352.0420702596
14559550,0,0,1065352.0420702596
14559700,0,0,1065352.0420702596
14559850,0,0,1065546.8236652699
14560000,0,0,1171405.7050258303
14560150,0,0,1171405.7050258303
14560300,0,0,1171405.7050258303
14560450,0,0,1172296.0220874602
14560600,0,0,1082365.4783751988
14560750,0,0,1082365.4783751988
14560900,0,0,1082365.4783751988
14561050,0,0,1082365.4783751988
14561200,0,0,1005457.2002146194
14561350,0,0,1005457.2002146194
14561500,0,0,1005457.2002146194
14561650,0,0,1028481.3027103413
14561800,0,0,1028481.3027103413
14561950,0,0,1028481.3027103413
14562100,0,0,1028481.3027103413
14562250,0,0,1048332.938516283
14562400,0,0,1048332.938516283
14562550,0,0,1048332.938516283
14562700,0,0,1048332.938516283
14562850,0,0,1048332.938516283
14563000,0,0,1025644.6662852301
14563150,0,0,1025644.6662852301
14563300,0,0,1025645.718916809
14563450,0,0,1025645.718916809
14563600,0,0,991930.5073948704
14563750,0,0,991174.8165007895
14563900,0,0,991174.8165007895
14564050,0,0,991166.6424002106
14564200,0,0,915670.1232014134
14564350,0,0,914952.1218625604
14564500,0,0,914952.1218625604
14564650,0,0,874674.8526376329
14564800,0,0,874674.8526376329
14564950,0,0,874674.8526376329
14565100,0,0,874674.8526376329
14565250,0,0,865909.66127153
14565400,0,0,865909.66127153
14565550,0,0,865909.66127153
14565700,0,0,865909.66127153
14565850,0,0,862646.8694629823
14566000,0,0,862646.8694629823
14566150,0,0,862646.8694629823
14566300,0,0,855153.6206386024
14566450,0,0,855153.6206386024
14566600,0,0,855153.6206386024
14566750,0,0,855153.6206386024
14566900,0,0,817890.3017843204
14567050,0,0,817890.3017843204
14567200,0,0,817890.3017843204
14567350,0,0,817890.3017843204
14567500,0,0,831152.243307492
14567650,0,0,831152.243307492
14567800,0,0,831152.243307492
14567950,0,0,831152.243307492
14568100,0,0,834570.0002864302
14568250,0,0,834563.5842233249
14568400,0,0,834563.5842233249
14568550,0,0,834563.5842233249
14568700,0,0,856964.7754207201
14568850,0,0,855485.7270170656
14569000,0,0,855485.7270170656
14569150,0,0,880727.8315086517
14569300,0,0,880727.8315086517
14569450,0,0,880727.8315086517
14569600,0,0,880727.8315086517
14569750,0,0,880727.8315086517
14569900,0,0,880727.8315086517
14570050,0,0,880727.8315086517
14570200,0,0,880727.8315086517
14570350,0,0,880727.8315086517
14570500,0,0,829932.2508543254
14570650,0,0,829932.2508543254
14570800,0,0,829932.2508543254
14570950,0,0,829932.2508543254
14571100,0,0,850221.7864396793
14571250,0,0,850221.7864396793
14571400,0,0,850221.7864396793
14571550,0,0,835209.0657098542
14571700,0,0,835209.0657098542
14571850,0,0,835209.0657098542
14572000,0,0,835209.0657098542
14572150,0,0,835209.0657098542
14572300,0,0,835209.0657098542
14572450,0,0,825430.3568118905
14572600,0,0,825430.3568118905
14572750,0,0,825430.3568118905
14572900,0,0,816811.3639523864
14573050,0,0,816811.3639523864
14573200,0,0,816811.3639523864
14573350,0,0,816811.3639523864
14573500,0,0,885428.5955484026
14573650,0,0,885428.5955484026
14573800,0,0,885428.5955484026
14573950,0,0,885428.5955484026
14574100,0,0,866732.8631778555
14574250,0,0,866732.8631778555
14574400,0,0,866732.8631778555
14574550,0,0,826420.1918612961
14574700,0,0,826420.1918612961
14574850,0,0,826420.1918612961
14575000,0,0,826420.1918612961
14575150,0,0,826420.1918612961
14575300,0,0,826420.1918612961
14575450,0,0,826420.1918612961
14575600,0,0,826420.1918612961
14575750,0,0,858128.704704588
14575900,0,0,858128.704704588
14576050,0,0,858128.704704588
14576200,0,0,858128.704704588
14576350,0,0,858128.704704588
14576500,0,0,858128.704704588
14576650,0,0,805937.5822624535
14576800,0,0,805937.5822624535
14576950,0,0,805937.5822624535
14577100,0,0,805937.5822624535
14577250,0,0,857616.9281007757
14577400,0,0,857616.9281007757
14577550,0,0,857616.9281007757
14577700,0,0,857616.9281007757
14577850,0,0,842416.1764379112
14578000,0,0,842416.1764379112
14578150,0,0,842416.1764379112
14578300,0,0,842416.1764379112
14578450,0,0,878625.0216728513
14578600,0,0,878625.0216728513
14578750,0,0,878625.0216728513
14578900,0,0,894802.2364817584
14579050,0,0,894802.2364817584
14579200,0,0,894802.2364817584
14579350,0,0,894802.2364817584
14579500,0,0,894802.2364817584
14579650,0,0,895660.5941624756
14579800,0,0,895660.5941624756
14579950,0,0,895660.5941624756
14580100,0,0,895668.1136361597
14580250,0,0,895668.1136361597
14580400,0,0,903639.4425785887
14580550,0,0,903639.4425785887
14580700,0,0,903639.4425785887
14580850,0,0,903639.4425785887
14581000,0,0,903639.4425785887
14581150,0,0,903639.4425785887
14581300,0,0,931708.517513798
