blocknumber,reserve COMP,reserve WETH,volume COMP for 5% slippage
12041350,0,0,535.8006948984785
12041500,0,0,536.5988252684892
12041650,0,0,536.5988252684892
12041800,0,0,532.9983723721234
12041950,0,0,535.3286355300188
12042100,0,0,535.3258685361216
12042250,0,0,535.2437540007904
12042400,0,0,532.6605394638918
12042550,0,0,532.6605394638918
12042700,0,0,534.6491013638679
12042850,0,0,535.1580793578996
12043000,0,0,533.8060388276153
12043150,0,0,529.183909211526
12043300,0,0,529.5264861249507
12043450,0,0,529.4537778837475
12043600,0,0,531.9437831008509
12043750,0,0,531.9437831008509
12043900,0,0,533.7311334983151
12044050,0,0,533.1485395907202
12044200,0,0,533.2834081355213
12044350,0,0,533.2834081355213
12044500,0,0,533.2834081355213
12044650,0,0,533.1021551325975
12044800,0,0,531.4818191660179
12044950,0,0,530.6414482372948
12045100,0,0,530.8927116989726
12045250,0,0,533.611058349039
12045400,0,0,532.4316087434709
12045550,0,0,532.9440236041482
12045700,0,0,534.3352784182443
12045850,0,0,534.3731358406894
12046000,0,0,534.2986540127495
12046150,0,0,534.0631407529545
12046300,0,0,534.0631407529545
12046450,0,0,534.0631235433702
12046600,0,0,533.9938327285181
12046750,0,0,532.7143865160451
12046900,0,0,532.6031861874726
12047050,0,0,534.405232924315
12047200,0,0,534.0731157969858
12047350,0,0,533.3359127319218
12047500,0,0,532.0188422971205
12047650,0,0,532.0188422971205
12047800,0,0,532.0271783483786
12047950,0,0,531.4208183863775
12048100,0,0,533.0095047280956
12048250,0,0,533.143895843381
12048400,0,0,533.143895843381
12048550,0,0,533.6702116328561
12048700,0,0,533.4659860522806
12048850,0,0,532.9354692730576
12049000,0,0,533.0105282690656
12049150,0,0,533.4488061816701
12049300,0,0,521.4092274296399
12049450,0,0,522.050055893993
12049600,0,0,522.2633354583795
12049750,0,0,521.9370113837304
12049900,0,0,521.9556901904216
12050050,0,0,522.2633857501769
12050200,0,0,522.3433144228566
12050350,0,0,522.46573535073
12050500,0,0,522.4361598309133
12050650,0,0,519.9358277708234
12050800,0,0,519.9358277708234
12050950,0,0,519.9336580875424
12051100,0,0,519.9598486654504
12051250,0,0,520.9471197978764
12051400,0,0,520.9492894811574
12051550,0,0,521.8444623021533
12051700,0,0,521.8444608662667
12051850,0,0,521.8444608662667
12052000,0,0,524.1080032689733
12052150,0,0,524.1636412249991
12052300,0,0,524.1600960490123
12052450,0,0,523.9678406150724
12052600,0,0,523.9678406150724
12052750,0,0,523.5965763883396
12052900,0,0,523.4754742582008
12053050,0,0,523.9158880701998
12053200,0,0,520.8228581689073
12053350,0,0,520.6226769964251
12053500,0,0,521.2249738947285
12053650,0,0,520.5933949473601
12053800,0,0,523.6083323772837
12053950,0,0,525.2533426914324
12054100,0,0,524.7576618304593
12054250,0,0,524.80469732034
12054400,0,0,524.2279417009468
12054550,0,0,524.526678350383
12054700,0,0,523.230835107508
12054850,0,0,523.4124140548738
12055000,0,0,522.9849814849786
12055150,0,0,523.2598163335751
12055300,0,0,522.4921389409355
12055450,0,0,522.4921389409355
12055600,0,0,522.401901393885
12055750,0,0,522.4545329728335
12055900,0,0,522.4545329728335
12056050,0,0,522.4545329728335
12056200,0,0,522.8726022157516
12056350,0,0,523.4916704619627
12056500,0,0,522.3142221048911
12056650,0,0,522.8504898383326
12056800,0,0,522.873791667469
12056950,0,0,523.3662604140445
12057100,0,0,522.6306625314919
12057250,0,0,522.6306625314919
12057400,0,0,522.6306625314919
12057550,0,0,522.7032288864575
12057700,0,0,522.7032288864575
12057850,0,0,522.4292267603232
12058000,0,0,524.3757004445342
12058150,0,0,524.7829582088943
12058300,0,0,526.0425428321469
12058450,0,0,524.5406483909792
12058600,0,0,527.3099465257656
12058750,0,0,524.4378452454876
12058900,0,0,524.4378452454876
12059050,0,0,524.5649027950985
12059200,0,0,523.1871000166666
12059350,0,0,521.9682952323037
12059500,0,0,522.5144428785643
12059650,0,0,522.5462703573321
12059800,0,0,524.7591125344225
12059950,0,0,524.7481028419024
12060100,0,0,526.5349210670538
12060250,0,0,526.399980806078
12060400,0,0,526.8970254696287
12060550,0,0,526.9094579301291
12060700,0,0,526.9094579301291
12060850,0,0,526.9589657571396
12061000,0,0,526.7820026203335
12061150,0,0,527.6303520489528
12061300,0,0,525.6212647988705
12061450,0,0,526.8378183799359
12061600,0,0,526.8378183799359
12061750,0,0,526.8378183799359
12061900,0,0,526.8175026620956
12062050,0,0,525.4014595211102
12062200,0,0,524.7205705258948
12062350,0,0,524.7468863153699
12062500,0,0,522.7024672338284
12062650,0,0,522.938074745316
12062800,0,0,521.0150270267404
12062950,0,0,521.3769542872888
12063100,0,0,521.5090634599983
12063250,0,0,521.3719506304751
12063400,0,0,515.8349209476346
12063550,0,0,515.8349209476346
12063700,0,0,518.6630369848226
12063850,0,0,521.0235082022646
12064000,0,0,521.0303040629879
12064150,0,0,518.7531425022498
12064300,0,0,519.1968677835866
12064450,0,0,519.3047119330586
12064600,0,0,519.6093101871029
12064750,0,0,519.6093101871029
12064900,0,0,520.7195269247513
12065050,0,0,520.3477391853139
12065200,0,0,520.3477391853139
12065350,0,0,521.3967732491419
12065500,0,0,521.3859655142169
12065650,0,0,521.654110389898
12065800,0,0,523.7865867850396
12065950,0,0,521.9497973113575
12066100,0,0,521.9497973113575
12066250,0,0,522.8878415284107
12066400,0,0,522.8878415284107
12066550,0,0,523.0975996527632
12066700,0,0,523.0975996527632
12066850,0,0,523.3607575474998
12067000,0,0,523.3607575474998
12067150,0,0,523.5919038036736
12067300,0,0,523.5919038036736
12067450,0,0,523.5919038036736
12067600,0,0,524.8128288574972
12067750,0,0,524.8290740728808
12067900,0,0,524.8290740728808
12068050,0,0,525.0938063995818
12068200,0,0,521.8888227671432
12068350,0,0,520.8361911881984
12068500,0,0,520.8634875534608
12068650,0,0,521.4127748726733
12068800,0,0,523.1001432937264
12068950,0,0,523.279547449516
12069100,0,0,524.4201711207534
12069250,0,0,524.4201711207534
12069400,0,0,524.4762173166546
12069550,0,0,524.537953708772
12069700,0,0,524.537953708772
12069850,0,0,525.4391760279541
12070000,0,0,521.2738728935183
12070150,0,0,522.2779188751138
12070300,0,0,522.5584007385733
12070450,0,0,524.0340417272964
12070600,0,0,523.9442533817491
12070750,0,0,523.9442533817491
12070900,0,0,524.5859984532472
12071050,0,0,524.5863174971728
12071200,0,0,525.4685661933418
12071350,0,0,525.4685661933418
12071500,0,0,525.4685661933418
12071650,0,0,521.1727838819152
12071800,0,0,521.2328019555243
12071950,0,0,521.6013383054233
12072100,0,0,521.6812061992332
12072250,0,0,521.2142247493448
12072400,0,0,517.4754877967916
12072550,0,0,519.2018611140993
12072700,0,0,520.4839373882387
12072850,0,0,524.0298768190769
12073000,0,0,524.0258412892344
12073150,0,0,524.4609348320628
12073300,0,0,526.4134264809509
12073450,0,0,530.3454596187676
12073600,0,0,530.4465462104199
12073750,0,0,532.3158195605356
12073900,0,0,532.3158195605356
12074050,0,0,531.5738035098148
12074200,0,0,530.077416563252
12074350,0,0,530.1630384581458
12074500,0,0,532.1297373512243
12074650,0,0,532.1297373512243
12074800,0,0,531.7979514570543
12074950,0,0,532.1661257616724
12075100,0,0,532.0752054779368
12075250,0,0,532.3675388212996
12075400,0,0,532.5710638723649
12075550,0,0,534.0468407490844
12075700,0,0,534.0468407490844
12075850,0,0,532.1528209437038
12076000,0,0,534.6308987112807
12076150,0,0,534.5479108975978
12076300,0,0,533.9398045700982
12076450,0,0,534.8396954651616
12076600,0,0,535.2509892581202
12076750,0,0,535.5743622861191
12076900,0,0,535.6832606162552
12077050,0,0,535.6832606162552
12077200,0,0,537.2082632853635
12077350,0,0,537.5754248573594
12077500,0,0,538.0107920066384
12077650,0,0,537.9664458586249
12077800,0,0,537.9436231586733
12077950,0,0,537.7773364199893
12078100,0,0,536.2726792088561
12078250,0,0,536.6651025869069
12078400,0,0,537.043689362692
12078550,0,0,536.9926491113292
12078700,0,0,538.2361049501869
12078850,0,0,538.2361047103859
12079000,0,0,533.6302844946713
12079150,0,0,531.6998836047223
12079300,0,0,531.7138720415642
12079450,0,0,533.357695035611
12079600,0,0,535.0698938818823
12079750,0,0,532.4856772986768
12079900,0,0,531.5733414884744
12080050,0,0,531.1999282556317
12080200,0,0,532.6010536439808
12080350,0,0,532.6010536439808
12080500,0,0,532.6010536439808
12080650,0,0,534.6681164864403
12080800,0,0,534.6681164864403
12080950,0,0,533.5101187606797
12081100,0,0,535.8860468155799
12081250,0,0,535.6539392674167
12081400,0,0,534.3854655832056
12081550,0,0,534.5760547007922
12081700,0,0,531.6188284237669
12081850,0,0,534.1884683796379
12082000,0,0,535.6049604304044
12082150,0,0,535.6782009757662
12082300,0,0,535.8438152598683
12082450,0,0,535.2437632426409
12082600,0,0,534.9730647890756
12082750,0,0,535.0329118904556
12082900,0,0,536.7346914033787
12083050,0,0,537.2525566773311
12083200,0,0,537.2566574710854
12083350,0,0,538.3188015150936
12083500,0,0,538.3301424370293
12083650,0,0,538.3528899564935
12083800,0,0,538.4726877531903
12083950,0,0,538.5093574660932
12084100,0,0,542.05957684434
12084250,0,0,540.5045580772075
12084400,0,0,540.2831986357141
12084550,0,0,540.3621454967579
12084700,0,0,540.4905330119873
12084850,0,0,539.736898837762
12085000,0,0,541.1055678242428
12085150,0,0,541.6725228577488
12085300,0,0,540.2669644630987
12085450,0,0,540.2669586373431
12085600,0,0,541.1047547061426
12085750,0,0,541.4448475847512
12085900,0,0,541.6109289712094
12086050,0,0,541.0884185759223
12086200,0,0,538.886804443071
12086350,0,0,539.9299727179241
12086500,0,0,540.1404750952861
12086650,0,0,541.472984815875
12086800,0,0,540.6856683276364
12086950,0,0,541.9486931795127
12087100,0,0,543.15742314007
12087250,0,0,543.3679494558601
12087400,0,0,543.3468808834241
12087550,0,0,545.0362474585727
12087700,0,0,542.7566898603363
12087850,0,0,544.6846944280169
12088000,0,0,544.6844588927997
12088150,0,0,544.6844565393312
12088300,0,0,544.4491816318005
12088450,0,0,544.3043755949802
12088600,0,0,544.3679156944527
12088750,0,0,544.3679156944527
12088900,0,0,541.5817865520385
12089050,0,0,538.0886714167609
12089200,0,0,539.7963831894103
12089350,0,0,540.8490147683606
12089500,0,0,532.4659296339669
12089650,0,0,532.4659296339669
12089800,0,0,534.4034214819603
12089950,0,0,539.4112277028325
12090100,0,0,539.4112277028325
12090250,0,0,540.9968422880866
12090400,0,0,541.0827959089038
12090550,0,0,541.4773699347952
12090700,0,0,541.5019929065256
12090850,0,0,544.8997066890533
12091000,0,0,539.9475087979572
12091150,0,0,543.0713689506047
12091300,0,0,541.3956058838412
12091450,0,0,541.6426839238775
12091600,0,0,541.9300952311733
12091750,0,0,541.2919792771245
12091900,0,0,541.9390371923237
12092050,0,0,541.5556538325891
12092200,0,0,540.1800109908891
12092350,0,0,540.4393629912029
12092500,0,0,540.154005839102
12092650,0,0,541.3423238243031
12092800,0,0,543.2850848908565
12092950,0,0,541.3546817744391
12093100,0,0,543.1894705640698
12093250,0,0,542.1742639414551
12093400,0,0,540.9351586782977
12093550,0,0,542.817786170519
12093700,0,0,540.4955008567813
12093850,0,0,540.3835703860404
12094000,0,0,540.6681684481446
12094150,0,0,540.817458431422
12094300,0,0,540.817458431422
12094450,0,0,539.0468587273554
12094600,0,0,539.5999980898887
12094750,0,0,539.8986718418219
12094900,0,0,539.9466871628592
12095050,0,0,541.2251834930285
12095200,0,0,541.2847315233794
12095350,0,0,540.9138406988004
12095500,0,0,539.6855287591861
12095650,0,0,539.7716671944327
12095800,0,0,539.7716671944327
12095950,0,0,538.3032584203447
12096100,0,0,540.8541488262017
12096250,0,0,542.0727509953595
12096400,0,0,537.7309300762518
12096550,0,0,537.6081315905776
12096700,0,0,538.3059165156556
12096850,0,0,538.1568707645365
12097000,0,0,543.2827525571574
12097150,0,0,546.2175791720947
12097300,0,0,543.9349963173063
12097450,0,0,549.4090067250108
12097600,0,0,549.5100689432784
12097750,0,0,549.7099992514413
12097900,0,0,551.4299956738887
12098050,0,0,551.437391997033
12098200,0,0,551.4737250554299
12098350,0,0,553.2259551673287
12098500,0,0,553.7218193795688
12098650,0,0,554.0552044465312
12098800,0,0,552.7830911744641
12098950,0,0,552.7830911744641
12099100,0,0,551.3048337632026
12099250,0,0,551.327029461585
12099400,0,0,552.0025040550445
12099550,0,0,552.0025040550445
12099700,0,0,552.0025040550445
12099850,0,0,551.9409854662845
12100000,0,0,547.5081192748439
12100150,0,0,547.6687288344929
12100300,0,0,547.6258037595999
12100450,0,0,546.5731721806515
12100600,0,0,546.6324292684058
12100750,0,0,546.9517129558371
12100900,0,0,545.4169040784291
12101050,0,0,544.2355420395706
12101200,0,0,546.6868114596
12101350,0,0,546.6880133788582
12101500,0,0,546.6880133788582
12101650,0,0,546.9598958688475
12101800,0,0,546.7414924745153
12101950,0,0,546.7414924745153
12102100,0,0,546.7414924745153
12102250,0,0,545.3899837827175
12102400,0,0,545.5077927106086
12102550,0,0,545.5661396153464
12102700,0,0,544.6275596341839
12102850,0,0,545.669188616972
12103000,0,0,546.4591815923704
12103150,0,0,545.981099196908
12103300,0,0,545.981099196908
12103450,0,0,545.981099196908
12103600,0,0,546.5606859788295
12103750,0,0,547.1146071239837
12103900,0,0,547.1141836572478
12104050,0,0,545.7492200265006
12104200,0,0,547.515488544037
12104350,0,0,548.6780559541148
12104500,0,0,549.5673813257181
12104650,0,0,549.6931219464386
12104800,0,0,549.6914526662567
12104950,0,0,552.5329340647295
12105100,0,0,553.0248428261184
12105250,0,0,551.442341472095
12105400,0,0,555.1915303213409
12105550,0,0,551.7200125155468
12105700,0,0,551.9922295837969
12105850,0,0,551.9922295837969
12106000,0,0,552.3136091963697
12106150,0,0,550.7801231443736
12106300,0,0,550.7801231443736
12106450,0,0,550.9104864742985
12106600,0,0,548.4016082760263
12106750,0,0,548.6944378221797
12106900,0,0,548.6944378221797
12107050,0,0,548.6944378221797
12107200,0,0,548.6944378221797
12107350,0,0,548.6944378221797
12107500,0,0,548.7510969659852
12107650,0,0,549.02063622881
12107800,0,0,545.1003172117689
12107950,0,0,545.1595466951876
12108100,0,0,547.0051422107917
12108250,0,0,550.367335631845
12108400,0,0,550.367335631845
12108550,0,0,550.367335631845
12108700,0,0,550.1041777371083
12108850,0,0,550.1066583251941
12109000,0,0,550.1066583251941
12109150,0,0,550.1066583251941
12109300,0,0,555.1764049619396
12109450,0,0,553.6556154882564
12109600,0,0,553.0896855213177
12109750,0,0,553.0919824881439
12109900,0,0,547.3291044630041
12110050,0,0,544.9563091910732
12110200,0,0,545.676488757852
12110350,0,0,543.0020728944037
12110500,0,0,543.0020728944037
12110650,0,0,541.3768067526689
12110800,0,0,540.5854290691459
12110950,0,0,538.5931559250694
12111100,0,0,540.6769161740085
12111250,0,0,539.7527846286157
12111400,0,0,537.2070997816663
12111550,0,0,538.1008347279567
12111700,0,0,536.5525703801959
12111850,0,0,536.1045931828976
12112000,0,0,536.9379021702262
12112150,0,0,535.2320991480992
12112300,0,0,537.0151395501525
12112450,0,0,537.0728325787168
12112600,0,0,535.3077544085372
12112750,0,0,535.3077544085372
12112900,0,0,535.3077544085372
12113050,0,0,535.599213726864
12113200,0,0,537.6053664498668
12113350,0,0,537.6427837537794
12113500,0,0,537.5499686140829
12113650,0,0,537.5499686140829
12113800,0,0,537.5499686140829
12113950,0,0,536.85158403489
12114100,0,0,536.6345315483941
12114250,0,0,536.2643929440419
12114400,0,0,537.2621973602436
12114550,0,0,537.2621973602436
12114700,0,0,537.2621973602436
12114850,0,0,538.9465704356044
12115000,0,0,538.9465704356044
12115150,0,0,538.8621313758649
12115300,0,0,538.851049015002
12115450,0,0,534.2363561313341
12115600,0,0,534.2440092897541
12115750,0,0,534.5078934728917
12115900,0,0,534.5078934728917
12116050,0,0,534.5743924315357
12116200,0,0,534.5743924315357
12116350,0,0,536.9807667739751
12116500,0,0,537.3554562387162
12116650,0,0,539.1251088947974
12116800,0,0,539.1251088947974
12116950,0,0,539.8068109252545
12117100,0,0,539.8690758989378
12117250,0,0,543.0163853481954
12117400,0,0,543.0163853481954
12117550,0,0,543.0068472362473
12117700,0,0,545.519996919893
12117850,0,0,545.98684072994
12118000,0,0,545.9868407634622
12118150,0,0,546.9433905862461
12118300,0,0,547.1448951984421
12118450,0,0,546.1882819957427
12118600,0,0,546.2961795436368
12118750,0,0,548.6215991534245
12118900,0,0,548.24516940584
12119050,0,0,548.24516940584
12119200,0,0,546.151011511105
12119350,0,0,546.2350643342616
12119500,0,0,545.6167462512512
12119650,0,0,545.6167462512512
12119800,0,0,547.6675396196406
12119950,0,0,547.5378259502813
12120100,0,0,547.5397067647755
12120250,0,0,543.9003200594125
12120400,0,0,545.3000167008704
12120550,0,0,545.4935366811351
12120700,0,0,548.3926486355031
12120850,0,0,548.1665392669256
12121000,0,0,550.7088425307866
12121150,0,0,551.7484888297076
12121300,0,0,554.8445395284398
12121450,0,0,553.7310227293492
12121600,0,0,553.7310227293492
12121750,0,0,551.6021095572887
12121900,0,0,554.0147332892884
12122050,0,0,553.9932797826423
12122200,0,0,553.9932797826423
12122350,0,0,554.7195834756767
12122500,0,0,554.3763837054175
12122650,0,0,554.3237521264691
12122800,0,0,553.1970912050292
12122950,0,0,553.1970912050292
12123100,0,0,553.9722769104701
12123250,0,0,551.8105432606644
12123400,0,0,551.8146675147036
12123550,0,0,551.8175100404933
12123700,0,0,551.8175100404933
12123850,0,0,551.8175100404933
12124000,0,0,552.5260033255108
12124150,0,0,554.0086507161868
12124300,0,0,552.2481347454486
12124450,0,0,552.092188444507
12124600,0,0,552.2019505870157
12124750,0,0,552.2019505870157
12124900,0,0,551.461490542606
12125050,0,0,551.5861638693623
12125200,0,0,550.5620941325196
12125350,0,0,548.3557217182915
12125500,0,0,548.3557217182915
12125650,0,0,547.2461250098368
12125800,0,0,549.1116971546471
12125950,0,0,549.1116971546471
12126100,0,0,549.6062747230244
12126250,0,0,549.7621663089194
12126400,0,0,549.7621663089194
12126550,0,0,550.1943617457946
12126700,0,0,549.7593096949986
12126850,0,0,549.3792327042374
12127000,0,0,549.3624005913553
12127150,0,0,549.5233779617956
12127300,0,0,548.850802322555
12127450,0,0,548.850802322555
12127600,0,0,548.8508009394336
12127750,0,0,549.2339388668315
12127900,0,0,548.989961306499
12128050,0,0,548.989961306499
12128200,0,0,548.9881859923153
12128350,0,0,550.7755731813941
12128500,0,0,550.7755731813941
12128650,0,0,548.9174679182343
12128800,0,0,546.0073827195447
12128950,0,0,547.8684353511253
12129100,0,0,547.9793780939162
12129250,0,0,547.9793780939162
12129400,0,0,547.9793780939162
12129550,0,0,548.4984800675993
12129700,0,0,548.8142695412844
12129850,0,0,549.7820022428423
12130000,0,0,549.7276566140117
12130150,0,0,549.8065142376054
12130300,0,0,549.309009816745
12130450,0,0,549.6393280141874
12130600,0,0,549.0203310053839
12130750,0,0,542.7170303100556
12130900,0,0,542.664398731109
12131050,0,0,544.4076833294512
12131200,0,0,545.2087715420021
12131350,0,0,544.0245132367636
12131500,0,0,544.8691066243427
12131650,0,0,544.9537531243459
12131800,0,0,542.2606482260599
12131950,0,0,544.3305544263876
12132100,0,0,544.3305544263876
12132250,0,0,543.3207977935508
12132400,0,0,543.3207977935508
12132550,0,0,543.3207977935508
12132700,0,0,542.8625123992097
12132850,0,0,541.8633018728942
12133000,0,0,538.9903276788191
12133150,0,0,538.9178758856524
12133300,0,0,541.3482194174776
12133450,0,0,543.023693101688
12133600,0,0,543.0236970630613
12133750,0,0,544.6517220776332
12133900,0,0,544.0932393567473
12134050,0,0,544.0932393567473
12134200,0,0,545.5357812480179
12134350,0,0,545.4593798983315
12134500,0,0,547.0819815650848
12134650,0,0,547.3969289335073
12134800,0,0,547.0021920914023
12134950,0,0,545.112593626418
12135100,0,0,546.8659345947253
12135250,0,0,547.562961708396
12135400,0,0,547.562961708396
12135550,0,0,542.2575682235511
12135700,0,0,537.3675612353181
12135850,0,0,539.7380894036978
12136000,0,0,540.1217946766446
12136150,0,0,537.4204161003927
12136300,0,0,537.465065092445
12136450,0,0,534.2680771086216
12136600,0,0,534.7182801480376
12136750,0,0,534.7192232982907
12136900,0,0,533.7265588692899
12137050,0,0,531.0107609999886
12137200,0,0,531.0140382970349
12137350,0,0,527.5534187290268
12137500,0,0,524.6385665134276
12137650,0,0,523.7492779249151
12137800,0,0,523.066737320627
12137950,0,0,524.2068764363667
12138100,0,0,522.7534316784058
12138250,0,0,522.8815371942765
12138400,0,0,523.2979353134251
12138550,0,0,523.2051131947628
12138700,0,0,523.3151167991327
12138850,0,0,523.8528331554062
12139000,0,0,525.8483545798426
12139150,0,0,525.8613179031108
12139300,0,0,525.8613179031108
12139450,0,0,525.8613179031108
12139600,0,0,529.5124170038016
12139750,0,0,527.7225995238732
12139900,0,0,526.4572363699008
12140050,0,0,528.410626731531
12140200,0,0,528.410626731531
12140350,0,0,528.56417665152
12140500,0,0,531.1030659566459
12140650,0,0,531.0994418803766
12140800,0,0,532.6085785456144
12140950,0,0,532.6085785456144
12141100,0,0,532.6085785456144
12141250,0,0,535.9507162115406
12141400,0,0,535.957134231403
12141550,0,0,536.4098423657251
12141700,0,0,537.0901878674158
12141850,0,0,537.1106335099084
12142000,0,0,535.8269136791168
12142150,0,0,535.8269136791168
12142300,0,0,535.8984774880955
12142450,0,0,539.4823874334979
12142600,0,0,536.2513446185221
12142750,0,0,538.2116077764167
12142900,0,0,538.2116077764167
12143050,0,0,534.9522974052579
12143200,0,0,536.2544552999952
12143350,0,0,536.2544552999952
12143500,0,0,539.167900660419
12143650,0,0,539.9503758175761
12143800,0,0,539.9503758175761
12143950,0,0,539.9503758175761
12144100,0,0,541.288789216238
12144250,0,0,540.4086990091564
12144400,0,0,541.1710775179854
12144550,0,0,539.784817109623
12144700,0,0,540.7159198396657
12144850,0,0,540.4854312461921
12145000,0,0,540.7472512830609
12145150,0,0,541.36152986444
12145300,0,0,541.531314346852
12145450,0,0,541.53144962238
12145600,0,0,540.0697396693067
12145750,0,0,543.857567801906
12145900,0,0,542.4064621427933
12146050,0,0,542.4064621427933
12146200,0,0,542.4064621427933
12146350,0,0,542.4064621427933
12146500,0,0,543.0831265498109
12146650,0,0,543.2541869533216
12146800,0,0,543.2541869533216
12146950,0,0,543.5295376202066
12147100,0,0,542.6893360142712
12147250,0,0,542.6893360142712
12147400,0,0,543.0323273064041
12147550,0,0,543.0323273064041
12147700,0,0,543.0323273064041
12147850,0,0,543.0323273064041
12148000,0,0,543.0518939613412
12148150,0,0,543.0518939613412
12148300,0,0,549.5938886547865
12148450,0,0,548.1852974327358
12148600,0,0,548.4578787316714
12148750,0,0,548.2907675241931
12148900,0,0,551.6322762278232
12149050,0,0,552.3111004824132
12149200,0,0,552.3111004824132
12149350,0,0,552.937720224274
12149500,0,0,555.9425170004724
12149650,0,0,553.4042902953897
12149800,0,0,553.5043349107691
12149950,0,0,554.3564606927303
12150100,0,0,555.6722501664153
12150250,0,0,553.8057717482516
12150400,0,0,550.612824770129
12150550,0,0,541.967640369121
12150700,0,0,535.8563217624651
12150850,0,0,534.4642292546196
12151000,0,0,532.9211448007918
12151150,0,0,530.122218357863
12151300,0,0,533.8599884667674
12151450,0,0,533.8557059064078
12151600,0,0,533.402748864115
12151750,0,0,529.5649313923641
12151900,0,0,526.9776918485641
12152050,0,0,523.8356605084409
12152200,0,0,523.6271397385681
12152350,0,0,523.3921414378783
12152500,0,0,520.8108167849659
12152650,0,0,518.6258722176899
12152800,0,0,520.1173187164259
12152950,0,0,520.5022727711803
12153100,0,0,520.3864832974959
12153250,0,0,521.4008847102159
12153400,0,0,518.2039196818405
12153550,0,0,519.9522281842601
12153700,0,0,515.7669794604826
12153850,0,0,524.8506073290318
12154000,0,0,520.9619335923908
12154150,0,0,520.1324808087811
12154300,0,0,523.4763315507844
12154450,0,0,520.4230958240987
12154600,0,0,520.7639950505873
12154750,0,0,519.9701381368541
12154900,0,0,522.5734032695
12155050,0,0,524.3043353155135
12155200,0,0,526.7530623086004
12155350,0,0,530.7402848858401
12155500,0,0,530.6667001685182
12155650,0,0,531.1660503696003
12155800,0,0,531.0021969794361
12155950,0,0,531.1680263618819
12156100,0,0,529.2026946512578
12156250,0,0,526.8950861520916
12156400,0,0,526.2584104200232
12156550,0,0,527.4638461701761
12156700,0,0,525.964572598541
12156850,0,0,523.9774888120446
12157000,0,0,526.8793707329442
12157150,0,0,526.6320331857132
12157300,0,0,526.3711135142257
12157450,0,0,529.4792768609805
12157600,0,0,529.4291549967402
12157750,0,0,529.2481473939588
12157900,0,0,529.2158338471127
12158050,0,0,529.6620856349618
12158200,0,0,529.7659377553737
12158350,0,0,528.9154414285385
12158500,0,0,528.9039104885233
12158650,0,0,528.9056802497271
12158800,0,0,527.9449302034318
12158950,0,0,527.8868753251354
12159100,0,0,527.8868753251354
12159250,0,0,528.0325722061516
12159400,0,0,528.9625517876975
12159550,0,0,528.9625517876975
12159700,0,0,529.409995459926
12159850,0,0,530.7053727656039
12160000,0,0,530.7053727656039
12160150,0,0,530.3840449923227
12160300,0,0,530.2230967773303
12160450,0,0,528.7773481404674
12160600,0,0,524.0548741466555
12160750,0,0,529.1077117933546
12160900,0,0,525.0739504023277
12161050,0,0,528.3235898006405
12161200,0,0,527.7577858977875
12161350,0,0,527.4579348415373
12161500,0,0,527.4068004674282
12161650,0,0,528.5513876020868
12161800,0,0,527.7432758453597
12161950,0,0,528.521813720281
12162100,0,0,527.982999722235
12162250,0,0,529.9356847020354
12162400,0,0,530.8432090872957
12162550,0,0,531.9033284254019
12162700,0,0,530.230692181547
12162850,0,0,530.2104643657876
12163000,0,0,529.2353598388236
12163150,0,0,525.1075069115086
12163300,0,0,523.6598656761162
12163450,0,0,523.1730398835662
12163600,0,0,520.0159716055095
12163750,0,0,517.138021445815
12163900,0,0,518.5848980581832
12164050,0,0,522.9814474290415
12164200,0,0,522.362528816011
12164350,0,0,523.7142976189843
12164500,0,0,521.8529842860517
12164650,0,0,522.0570983822199
12164800,0,0,520.7053933745046
12164950,0,0,522.7310638984309
12165100,0,0,525.1946031161206
12165250,0,0,524.2889488135897
12165400,0,0,524.1618417774007
12165550,0,0,524.0586691189874
12165700,0,0,523.9024545712455
12165850,0,0,523.8797341704067
12166000,0,0,523.8797341704067
12166150,0,0,523.8797341704067
12166300,0,0,522.7151204972761
12166450,0,0,525.6568090129895
12166600,0,0,522.9150351247299
12166750,0,0,524.3211903390111
12166900,0,0,522.9208807242485
12167050,0,0,522.9070852674959
12167200,0,0,522.8179385328876
12167350,0,0,522.7312159435533
12167500,0,0,524.8855213776551
12167650,0,0,526.1876555066738
12167800,0,0,522.0863306472565
12167950,0,0,518.5795679133498
12168100,0,0,520.3537632484604
12168250,0,0,521.2567967356645
12168400,0,0,521.1231550996708
12168550,0,0,520.9614013973842
12168700,0,0,520.5913773749235
12168850,0,0,518.7275179040807
12169000,0,0,514.2917558179815
12169150,0,0,514.8223126170578
12169300,0,0,516.3790563154853
12169450,0,0,517.7074794879718
12169600,0,0,517.6963769657632
12169750,0,0,515.7436897374446
12169900,0,0,515.9406581230287
12170050,0,0,515.8304126066105
12170200,0,0,512.6628333718181
12170350,0,0,512.6282518659755
12170500,0,0,512.2375470515417
12170650,0,0,510.4695004532168
12170800,0,0,509.62721731675083
12170950,0,0,509.53813862759307
12171100,0,0,509.4704625627237
12171250,0,0,508.684678452988
12171400,0,0,501.22069601961266
12171550,0,0,495.8492053584396
12171700,0,0,491.40976177725497
12171850,0,0,491.907356106256
12172000,0,0,489.5243905591651
12172150,0,0,486.29306140022345
12172300,0,0,488.0219400545975
12172450,0,0,486.4828989737325
12172600,0,0,488.72662425411363
12172750,0,0,489.91063774392023
12172900,0,0,489.8125159153824
