blocknumber,reserve YFI,reserve WETH,volume YFI for 5% slippage
14060200,0,0,22.681076587378037
14060350,0,0,22.681076587378037
14060500,0,0,22.681076587378037
14060650,0,0,22.438782974415783
14060800,0,0,22.438782974415783
14060950,0,0,24.77218620668176
14061100,0,0,23.78353867100865
14061250,0,0,23.78353867100865
14061400,0,0,23.78353867100865
14061550,0,0,23.78353867100865
14061700,0,0,23.782489114933504
14061850,0,0,23.782489114933504
14062000,0,0,25.965389538645535
14062150,0,0,25.965389538645535
14062300,0,0,25.26381556383135
14062450,0,0,23.503629074991537
14062600,0,0,26.359201318613806
14062750,0,0,26.359201318613806
14062900,0,0,24.941562935489138
14063050,0,0,24.941562935489138
14063200,0,0,23.629797559678696
14063350,0,0,23.629797559678696
14063500,0,0,25.408364318450836
14063650,0,0,25.408364318450836
14063800,0,0,24.018396115007114
14063950,0,0,24.44491398977329
14064100,0,0,25.647632465222323
14064250,0,0,25.647632465222323
14064400,0,0,25.651979676932832
14064550,0,0,23.740772181333853
14064700,0,0,23.740772181333853
14064850,0,0,25.65956016448494
14065000,0,0,29.22794065239605
14065150,0,0,28.819581256797278
14065300,0,0,26.57429263994128
14065450,0,0,27.177796510843734
14065600,0,0,26.41620532968514
14065750,0,0,25.0374258314711
14065900,0,0,29.215323979967884
14066050,0,0,29.85251048803594
14066200,0,0,29.85251048803594
14066350,0,0,29.85251048803594
14066500,0,0,29.824926267957522
14066650,0,0,29.824926267957522
14066800,0,0,28.530594883350005
14066950,0,0,28.531993318779087
14067100,0,0,28.531993318779087
14067250,0,0,26.45668752090525
14067400,0,0,28.617363162056705
14067550,0,0,26.48024720287075
14067700,0,0,26.48024720287075
14067850,0,0,23.458030330756657
14068000,0,0,23.546433528233997
14068150,0,0,23.546433528233997
14068300,0,0,26.07008975994716
14068450,0,0,25.93446184278458
14068600,0,0,26.110667326024366
14068750,0,0,28.062638617394406
14068900,0,0,28.048635524971154
14069050,0,0,26.551610488271628
14069200,0,0,26.601428369629886
14069350,0,0,26.82426701029559
14069500,0,0,26.92074856320834
14069650,0,0,26.92074856320834
14069800,0,0,26.886985899196546
14069950,0,0,26.886985899196546
14070100,0,0,29.609485899050007
14070250,0,0,29.609485899050007
14070400,0,0,29.72982983526842
14070550,0,0,29.72982983526842
14070700,0,0,28.730833890799524
14070850,0,0,28.575927618588253
14071000,0,0,28.496808600291086
14071150,0,0,28.496808600291086
14071300,0,0,28.496808600291086
14071450,0,0,28.496808600291086
14071600,0,0,28.496808600291086
14071750,0,0,28.83408673571799
14071900,0,0,28.61828758536908
14072050,0,0,29.348209285777084
14072200,0,0,29.348209285777084
14072350,0,0,29.348209285777084
14072500,0,0,29.348209285777084
14072650,0,0,29.305443170685642
14072800,0,0,29.30596948647512
14072950,0,0,29.30596948647512
14073100,0,0,29.050775229683286
14073250,0,0,27.927647843727787
14073400,0,0,25.47971595420038
14073550,0,0,25.47971595420038
14073700,0,0,25.47971595420038
14073850,0,0,26.147320516244733
14074000,0,0,26.147320516244733
14074150,0,0,26.147320516244733
14074300,0,0,26.148413925886594
14074450,0,0,26.344638112314385
14074600,0,0,25.717967067731777
14074750,0,0,25.720137539310727
14074900,0,0,25.572149896766035
14075050,0,0,25.572149896766035
14075200,0,0,26.06702550636024
14075350,0,0,26.06702550636024
14075500,0,0,25.934421378515253
14075650,0,0,25.934421378515253
14075800,0,0,27.154696970310027
14075950,0,0,26.963779865399577
14076100,0,0,27.02197231163872
14076250,0,0,27.02197231163872
14076400,0,0,27.02197231163872
14076550,0,0,26.53807522702446
14076700,0,0,26.729578863580315
14076850,0,0,26.729578863580315
14077000,0,0,26.72878928859663
14077150,0,0,26.75588503332991
14077300,0,0,26.75588503332991
14077450,0,0,27.25438503330308
14077600,0,0,26.876544677486017
14077750,0,0,26.876544677486017
14077900,0,0,26.876544677486017
14078050,0,0,27.04127976052215
14078200,0,0,26.785264693366877
14078350,0,0,26.785264693366877
14078500,0,0,26.666674514109253
14078650,0,0,26.66307726178301
14078800,0,0,26.66307726178301
14078950,0,0,26.66307726178301
14079100,0,0,27.109715409504155
14079250,0,0,26.363647231307343
14079400,0,0,26.363647231307343
14079550,0,0,26.562548731296637
14079700,0,0,26.352978805528636
14079850,0,0,26.352978805528636
14080000,0,0,26.352978805528636
14080150,0,0,26.514722681026548
14080300,0,0,26.412556065836853
14080450,0,0,27.501055125778265
14080600,0,0,28.30312005957261
14080750,0,0,29.10984093704605
14080900,0,0,29.10984093704605
14081050,0,0,29.59605710434321
14081200,0,0,29.59605710434321
14081350,0,0,29.59605710434321
14081500,0,0,29.59605710434321
14081650,0,0,28.861186345795666
14081800,0,0,27.12125517805693
14081950,0,0,29.005174657330418
14082100,0,0,28.738216642609714
14082250,0,0,28.738216642609714
14082400,0,0,24.633126104698157
14082550,0,0,22.93329865429603
14082700,0,0,22.93329865429603
14082850,0,0,22.016190920123613
14083000,0,0,26.214492079493127
14083150,0,0,26.016903925913685
14083300,0,0,23.993714678155833
14083450,0,0,23.993714678155833
14083600,0,0,25.896182443067165
14083750,0,0,29.371279882790184
14083900,0,0,29.37878040910597
14084050,0,0,29.37878040910597
14084200,0,0,29.438116860975235
14084350,0,0,29.438116860975235
14084500,0,0,29.430125052450308
14084650,0,0,25.152214547212218
14084800,0,0,25.78786768968996
14084950,0,0,25.763278702707126
14085100,0,0,26.84701769660814
14085250,0,0,26.84701769660814
14085400,0,0,26.84701769660814
14085550,0,0,26.09668540662645
14085700,0,0,26.09668540662645
14085850,0,0,26.468567426778723
14086000,0,0,26.468567426778723
14086150,0,0,26.468567426778723
14086300,0,0,26.86946954192763
14086450,0,0,28.696443488132637
14086600,0,0,28.701825343579536
14086750,0,0,28.701825343579536
14086900,0,0,28.701825343579536
14087050,0,0,28.701825343579536
14087200,0,0,28.701825343579536
14087350,0,0,28.701825343579536
14087500,0,0,28.701825343579536
14087650,0,0,28.701825343579536
14087800,0,0,28.728057304926388
14087950,0,0,28.733320462821126
14088100,0,0,28.737004673347442
14088250,0,0,28.737004673347442
14088400,0,0,28.710457160411217
14088550,0,0,28.221649414159348
14088700,0,0,25.303508366355953
14088850,0,0,23.837304529841234
14089000,0,0,23.837304529841234
14089150,0,0,23.837304529841234
14089300,0,0,29.38496563474196
14089450,0,0,29.372527122402296
14089600,0,0,29.372527122402296
14089750,0,0,29.372527122402296
14089900,0,0,29.372527122402296
14090050,0,0,29.372527122402296
14090200,0,0,29.372527122402296
14090350,0,0,27.627043711509575
14090500,0,0,27.627043711509575
14090650,0,0,28.085754706038237
14090800,0,0,28.085754706038237
14090950,0,0,27.826918418876126
14091100,0,0,27.826918418876126
14091250,0,0,27.826918418876126
14091400,0,0,27.62878316195028
14091550,0,0,27.62878316195028
14091700,0,0,27.62878316195028
14091850,0,0,27.557927047954763
14092000,0,0,27.02895096129373
14092150,0,0,23.298172915531584
14092300,0,0,24.184935255503913
14092450,0,0,24.184935255503913
14092600,0,0,24.25238673274522
14092750,0,0,25.467150797620356
14092900,0,0,25.467150797620356
14093050,0,0,26.830418617350567
14093200,0,0,26.830418617350567
14093350,0,0,26.830418617350567
14093500,0,0,25.01006729108449
14093650,0,0,23.581528619259565
14093800,0,0,24.452680547286036
14093950,0,0,26.4841786923199
14094100,0,0,26.800492693405666
14094250,0,0,26.800492693405666
14094400,0,0,21.789824579013008
14094550,0,0,21.790731271118275
14094700,0,0,21.790731271118275
14094850,0,0,21.790731271118275
14095000,0,0,21.861566097143545
14095150,0,0,22.60009732256861
14095300,0,0,23.80648303678938
14095450,0,0,26.395471565086886
14095600,0,0,26.395471565086886
14095750,0,0,26.395471565086886
14095900,0,0,26.116859740054075
14096050,0,0,26.116859740054075
14096200,0,0,26.116859740054075
14096350,0,0,23.858364455428305
14096500,0,0,23.858364455428305
14096650,0,0,24.35938722395831
14096800,0,0,24.35938722395831
14096950,0,0,23.899843429753407
14097100,0,0,23.899843429753407
14097250,0,0,24.46714928498895
14097400,0,0,25.563413756108094
14097550,0,0,24.633983468707925
14097700,0,0,25.0974693362683
14097850,0,0,25.0974693362683
14098000,0,0,27.27122318041495
14098150,0,0,23.553051644664347
14098300,0,0,24.13397322586308
14098450,0,0,24.13397322586308
14098600,0,0,24.15417911848595
14098750,0,0,24.15417911848595
14098900,0,0,25.41324586290026
14099050,0,0,25.38111049908486
14099200,0,0,25.39360544657041
14099350,0,0,25.2621984461747
14099500,0,0,25.2621984461747
14099650,0,0,25.2621984461747
14099800,0,0,25.2621984461747
14099950,0,0,25.2621984461747
14100100,0,0,25.414318435521903
14100250,0,0,24.634491225168055
14100400,0,0,24.634436384175096
14100550,0,0,24.06518412164725
14100700,0,0,24.630347080357236
14100850,0,0,24.38051969839988
14101000,0,0,24.684408827606575
14101150,0,0,26.169408827526645
14101300,0,0,25.23562141147508
14101450,0,0,26.007834269501906
14101600,0,0,26.007834269501906
14101750,0,0,26.007834269501906
14101900,0,0,26.007834269501906
14102050,0,0,25.44427939544436
14102200,0,0,25.233341347817458
14102350,0,0,25.233341347817458
14102500,0,0,25.772040387788465
14102650,0,0,25.772040387788465
14102800,0,0,25.772040387788465
14102950,0,0,25.86763295253644
14103100,0,0,26.138577331871588
14103250,0,0,27.157285311877374
14103400,0,0,27.27416122782956
14103550,0,0,22.831230275281342
14103700,0,0,22.840438516627827
14103850,0,0,22.074790535844244
14104000,0,0,22.074790535844244
14104150,0,0,21.888500160231157
14104300,0,0,21.888500160231157
14104450,0,0,21.888500160231157
14104600,0,0,21.887260351819233
14104750,0,0,26.399922239633565
14104900,0,0,26.359868456360864
14105050,0,0,26.359868456360864
14105200,0,0,26.359868456360864
14105350,0,0,27.13999389459073
14105500,0,0,27.13999389459073
14105650,0,0,25.327125597295847
14105800,0,0,22.455898634137064
14105950,0,0,23.720405628757746
14106100,0,0,23.720405628757746
14106250,0,0,23.720405628757746
14106400,0,0,21.91292677763922
14106550,0,0,26.647723304965275
14106700,0,0,26.3413813577939
14106850,0,0,22.462588517184685
14107000,0,0,22.462588517184685
14107150,0,0,22.462588517184685
14107300,0,0,22.25113167125999
14107450,0,0,22.25113167125999
14107600,0,0,22.255084776259775
14107750,0,0,22.255084776259775
14107900,0,0,22.705738746235518
14108050,0,0,22.705738746235518
14108200,0,0,22.705738746235518
14108350,0,0,23.999411086413872
14108500,0,0,23.999411086413872
14108650,0,0,24.01111240205777
14108800,0,0,26.441436225759965
14108950,0,0,26.441436225759965
14109100,0,0,21.4575843638171
14109250,0,0,21.4575843638171
14109400,0,0,21.4575843638171
14109550,0,0,23.977373366184416
14109700,0,0,24.818097249656855
14109850,0,0,24.818097249656855
14110000,0,0,24.818097249656855
14110150,0,0,25.130608304461852
14110300,0,0,26.839185694362314
14110450,0,0,26.834042191968344
14110600,0,0,26.427667275126964
14110750,0,0,26.427667275126964
14110900,0,0,26.427667275126964
14111050,0,0,26.427667275126964
14111200,0,0,26.427667275126964
14111350,0,0,26.427667275126964
14111500,0,0,26.396873378545152
14111650,0,0,26.396873378545152
14111800,0,0,26.396873378545152
14111950,0,0,26.396873378545152
14112100,0,0,26.401485246364714
14112250,0,0,26.401485246364714
14112400,0,0,26.401485246364714
14112550,0,0,26.401485246364714
14112700,0,0,26.401485246364714
14112850,0,0,26.526389473908967
14113000,0,0,26.526389473908967
14113150,0,0,26.824339412764136
14113300,0,0,26.824339412764143
14113450,0,0,26.824339412764143
14113600,0,0,26.824339412764143
14113750,0,0,26.824339412764143
14113900,0,0,26.82381309697467
14114050,0,0,26.122813097012404
14114200,0,0,26.122813097012404
14114350,0,0,26.122813097012404
14114500,0,0,26.42149479294529
14114650,0,0,26.42149479294529
14114800,0,0,26.42149479294529
14114950,0,0,26.077084398421846
14115100,0,0,22.557739745636155
14115250,0,0,23.11154854663956
14115400,0,0,23.11154854663956
14115550,0,0,22.111548546693342
14115700,0,0,22.113511147701608
14115850,0,0,22.113511147701608
14116000,0,0,22.09972244987339
14116150,0,0,22.09972244987339
14116300,0,0,22.09972244987339
14116450,0,0,22.09972244987339
14116600,0,0,22.643892316909522
14116750,0,0,22.643892316909522
14116900,0,0,22.643892316909522
14117050,0,0,22.643892316909522
14117200,0,0,22.643892316909522
14117350,0,0,22.643892316909522
14117500,0,0,22.643892316909522
14117650,0,0,22.699033073655578
14117800,0,0,22.1329718133115
14117950,0,0,22.1329718133115
14118100,0,0,22.1329718133115
14118250,0,0,22.1329718133115
14118400,0,0,22.1329718133115
14118550,0,0,23.060490883261615
14118700,0,0,24.06204821824451
14118850,0,0,24.06204821824451
14119000,0,0,24.06204821824451
14119150,0,0,24.06204821824451
14119300,0,0,23.787457787704497
14119450,0,0,24.587394616643543
14119600,0,0,24.587394616643543
14119750,0,0,24.61989648879421
14119900,0,0,24.61989648879421
14120050,0,0,26.135424788957764
14120200,0,0,26.611052038640807
14120350,0,0,27.408002038597914
14120500,0,0,27.408002038597914
14120650,0,0,27.408002038597914
14120800,0,0,27.001526235082068
14120950,0,0,26.83541807809764
14121100,0,0,26.83541807809764
14121250,0,0,27.288627876722654
14121400,0,0,27.288627876722654
14121550,0,0,27.288627876722654
14121700,0,0,27.288627876722654
14121850,0,0,27.288627876722654
14122000,0,0,26.882293496156343
14122150,0,0,26.882293496156343
14122300,0,0,26.882293496156343
14122450,0,0,26.882293496156343
14122600,0,0,26.937528320086933
14122750,0,0,26.937528320086933
14122900,0,0,26.937528320086933
14123050,0,0,26.937528320086933
14123200,0,0,26.531203414527553
14123350,0,0,26.517577274333135
14123500,0,0,27.299849000401416
14123650,0,0,25.64285386641235
14123800,0,0,22.893892952209768
14123950,0,0,22.894600778525557
14124100,0,0,22.785240796676234
14124250,0,0,23.2153765066531
14124400,0,0,23.2153765066531
14124550,0,0,23.2153765066531
14124700,0,0,23.07791463862343
14124850,0,0,23.07791463862343
14125000,0,0,26.65618348593317
14125150,0,0,26.65618348593317
14125300,0,0,26.65618348593317
14125450,0,0,25.909837543534778
14125600,0,0,26.250249182850595
14125750,0,0,26.250249182850595
14125900,0,0,26.250249182850595
14126050,0,0,26.250249182850595
14126200,0,0,26.250249182850595
14126350,0,0,26.24878066505304
14126500,0,0,26.24878066505304
14126650,0,0,26.261085234433082
14126800,0,0,25.907012786209396
14126950,0,0,25.907012786209396
14127100,0,0,25.907012786209396
14127250,0,0,25.907012786209396
14127400,0,0,24.204187409227742
14127550,0,0,23.730756239872058
14127700,0,0,24.535779263748726
14127850,0,0,24.535779263748726
14128000,0,0,24.535779263748726
14128150,0,0,24.535779263748726
14128300,0,0,24.535779263748726
14128450,0,0,24.535779263748726
14128600,0,0,23.9544712259599
14128750,0,0,23.95721407863138
14128900,0,0,23.96760403281089
14129050,0,0,23.96760403281089
14129200,0,0,23.945244105374613
14129350,0,0,25.46102425896676
14129500,0,0,25.467801141415485
14129650,0,0,27.788241156537744
14129800,0,0,27.788241156537744
14129950,0,0,27.79380914239625
14130100,0,0,27.79380914239625
14130250,0,0,25.256181164462806
14130400,0,0,25.227799551567728
14130550,0,0,25.227799551567728
14130700,0,0,25.227799551567728
14130850,0,0,25.382346850605018
14131000,0,0,25.382346850605018
14131150,0,0,25.676593613825652
14131300,0,0,25.676593613825652
14131450,0,0,25.636819492152426
14131600,0,0,25.630715252666768
14131750,0,0,25.630715252666768
14131900,0,0,25.630715252666768
14132050,0,0,25.630715252666768
14132200,0,0,25.630715252666768
14132350,0,0,25.200729644819706
14132500,0,0,22.449657510747322
14132650,0,0,22.449657510747322
14132800,0,0,22.440416749043123
14132950,0,0,23.18718221438558
14133100,0,0,23.19438316404647
14133250,0,0,23.19438316404647
14133400,0,0,23.19438316404647
14133550,0,0,23.19438316404647
14133700,0,0,25.98599041745005
14133850,0,0,25.98599041745005
14134000,0,0,25.98599041745005
14134150,0,0,25.98599041745005
14134300,0,0,25.968419754252135
14134450,0,0,25.968419754252135
14134600,0,0,25.968419754252135
14134750,0,0,25.968281994819332
14134900,0,0,25.69808901350354
14135050,0,0,23.36849672325142
14135200,0,0,26.404773425166113
14135350,0,0,26.411523672534535
14135500,0,0,27.242071221036248
14135650,0,0,27.242071221036248
14135800,0,0,27.242071221036248
14135950,0,0,27.242071221036248
14136100,0,0,27.242071221036248
14136250,0,0,22.25956214215078
14136400,0,0,22.25956214215078
14136550,0,0,22.25956214215078
14136700,0,0,27.783437982639455
14136850,0,0,27.783437982639455
14137000,0,0,27.783437982639455
14137150,0,0,27.783940087902614
14137300,0,0,27.783940087902614
14137450,0,0,28.231024604105947
14137600,0,0,24.13258910415972
14137750,0,0,24.420345297895345
14137900,0,0,24.834045177533078
14138050,0,0,24.846968171065846
14138200,0,0,24.008790465801596
14138350,0,0,24.008790465801596
14138500,0,0,23.590705599883755
14138650,0,0,23.590705599883755
14138800,0,0,23.590705599883755
14138950,0,0,23.590705599883755
14139100,0,0,23.590705599883755
14139250,0,0,23.590705599883755
14139400,0,0,23.254838358762
14139550,0,0,25.47007642821224
14139700,0,0,25.47007642821224
14139850,0,0,23.301225263133134
14140000,0,0,23.301225263133134
14140150,0,0,24.34769483242006
14140300,0,0,24.34769483242006
14140450,0,0,24.34769483242006
14140600,0,0,23.975616064226372
14140750,0,0,23.975616064226372
14140900,0,0,23.975616064226372
14141050,0,0,24.892732969350977
14141200,0,0,26.03093847134825
14141350,0,0,26.623940850747676
14141500,0,0,26.575512874854702
14141650,0,0,26.575512874854702
14141800,0,0,26.575512874854702
14141950,0,0,26.51436357138487
14142100,0,0,26.367904402260322
14142250,0,0,26.367904402260322
14142400,0,0,26.367904402260322
14142550,0,0,26.200680381990438
14142700,0,0,26.200680381990438
14142850,0,0,26.200680381990438
14143000,0,0,26.200680381990438
14143150,0,0,26.200680381990438
14143300,0,0,26.668712061965245
14143450,0,0,26.668712061965245
14143600,0,0,26.668712061965245
14143750,0,0,26.5731943859775
14143900,0,0,27.24629436858051
14144050,0,0,27.24629436858051
14144200,0,0,27.380655503849525
14144350,0,0,27.68190221463717
14144500,0,0,26.276228314547712
14144650,0,0,26.200679761420275
14144800,0,0,26.200063990776854
14144950,0,0,26.200063990776854
14145100,0,0,25.978289833525146
14145250,0,0,26.970717949954455
14145400,0,0,26.942469879282925
14145550,0,0,26.942469879282925
14145700,0,0,29.045216761273288
14145850,0,0,29.045216761273288
14146000,0,0,29.045216761273288
14146150,0,0,29.0452389804301
14146300,0,0,29.045653402245883
14146450,0,0,28.985368843621913
14146600,0,0,28.985368843621913
14146750,0,0,29.63210076800185
14146900,0,0,29.63210076800185
14147050,0,0,28.677924085200637
14147200,0,0,28.716179759354468
14147350,0,0,28.716179759354468
14147500,0,0,28.716179759354468
14147650,0,0,28.712975883499922
14147800,0,0,28.712975883499922
14147950,0,0,28.712975883499922
14148100,0,0,28.712975883499922
14148250,0,0,28.77759013686206
14148400,0,0,28.43935698645417
14148550,0,0,28.43935698645417
14148700,0,0,28.708934137332754
14148850,0,0,28.708934137332754
14149000,0,0,28.64819846218844
14149150,0,0,28.64819846218844
14149300,0,0,28.649456906355006
14149450,0,0,28.65302987308668
14149600,0,0,29.202837322070987
14149750,0,0,29.202837322070987
14149900,0,0,25.935658877368667
14150050,0,0,25.935658877368667
14150200,0,0,27.50618114719134
14150350,0,0,27.50618114719134
14150500,0,0,27.50618114719134
14150650,0,0,27.66696479785392
14150800,0,0,27.66696479785392
14150950,0,0,27.66696479785392
14151100,0,0,24.067954347315833
14151250,0,0,24.927664540776433
14151400,0,0,24.927664540776433
14151550,0,0,24.927664540776433
14151700,0,0,24.9286478098091
14151850,0,0,24.9286478098091
14152000,0,0,24.9286478098091
14152150,0,0,24.9286478098091
14152300,0,0,27.344774652453705
14152450,0,0,27.346994652453706
14152600,0,0,27.346994652453706
14152750,0,0,27.346994652453706
14152900,0,0,27.34830413695558
14153050,0,0,27.35283131231466
14153200,0,0,28.159954342787778
14153350,0,0,24.078897285191765
14153500,0,0,24.078897285191765
14153650,0,0,24.078897285191765
14153800,0,0,27.142904401442507
14153950,0,0,27.142904401442507
14154100,0,0,27.142904401442507
14154250,0,0,28.900336984409275
14154400,0,0,28.900336984409275
14154550,0,0,28.900336984409275
14154700,0,0,28.900336984409275
14154850,0,0,28.900336984409275
14155000,0,0,24.972098123452867
14155150,0,0,24.974914892133675
14155300,0,0,25.549921330157556
14155450,0,0,25.549921330157556
14155600,0,0,25.549921330157556
14155750,0,0,25.54744551109276
14155900,0,0,27.929507925972327
14156050,0,0,27.929507925972327
14156200,0,0,27.880386793116827
14156350,0,0,27.886943256282407
14156500,0,0,27.88605132635889
14156650,0,0,27.799589090733157
14156800,0,0,27.9490047104102
14156950,0,0,27.9490047104102
14157100,0,0,27.9490047104102
14157250,0,0,27.9490047104102
14157400,0,0,27.9490047104102
14157550,0,0,27.917616373704313
14157700,0,0,27.917616373704313
14157850,0,0,27.917616373704313
14158000,0,0,27.917616373704313
14158150,0,0,27.64057963142515
14158300,0,0,27.64057963142515
14158450,0,0,27.64057963142515
14158600,0,0,27.64057963142515
14158750,0,0,28.187190058784257
14158900,0,0,27.81949005981275
14159050,0,0,27.81949005981275
14159200,0,0,27.81949005981275
14159350,0,0,27.81949005981275
14159500,0,0,27.81949005981275
14159650,0,0,23.84425899563771
14159800,0,0,23.9063118686925
14159950,0,0,23.9063118686925
14160100,0,0,24.630993663521494
14160250,0,0,24.404186034242223
14160400,0,0,28.837537596670877
14160550,0,0,23.312561847139815
14160700,0,0,23.71487981396637
14160850,0,0,23.71487981396637
14161000,0,0,27.195428765939607
14161150,0,0,27.195428765939607
14161300,0,0,26.88637434889113
14161450,0,0,26.892670374271177
14161600,0,0,26.892670374271177
14161750,0,0,26.892670374271177
14161900,0,0,26.892670374271177
14162050,0,0,26.892670374271177
14162200,0,0,29.1988606101439
14162350,0,0,28.67380296760211
14162500,0,0,24.93757964981009
14162650,0,0,24.93757964981009
14162800,0,0,24.947585653412254
14162950,0,0,24.947585653412254
14163100,0,0,24.590633148754776
14163250,0,0,24.590633148754776
14163400,0,0,24.587594438982883
14163550,0,0,24.587594438982883
14163700,0,0,24.587594438982883
14163850,0,0,26.34487584546512
14164000,0,0,26.34812321388617
14164150,0,0,24.199773385347125
14164300,0,0,24.68774972974895
14164450,0,0,29.737424319619933
14164600,0,0,28.964536176752496
14164750,0,0,28.818850018183333
14164900,0,0,28.722985573445424
14165050,0,0,28.72739414261464
14165200,0,0,28.72739414261464
14165350,0,0,28.000762722846638
14165500,0,0,29.270113852556833
14165650,0,0,29.270113852556833
14165800,0,0,28.91854514941848
14165950,0,0,28.922623579454818
14166100,0,0,28.922623579454818
14166250,0,0,28.922623579454818
14166400,0,0,28.922623579454818
14166550,0,0,28.922623579454818
14166700,0,0,26.072733401825516
14166850,0,0,25.796588968116417
14167000,0,0,25.791466016092727
14167150,0,0,25.791466016092727
14167300,0,0,26.617471553041092
14167450,0,0,26.617471553041092
14167600,0,0,26.634571660532178
14167750,0,0,25.937234920264714
14167900,0,0,25.937234920264714
14168050,0,0,26.700253935971674
14168200,0,0,26.700253935971674
14168350,0,0,26.437992880094367
14168500,0,0,27.427969428276974
14168650,0,0,28.02618971959574
14168800,0,0,28.02618971959574
14168950,0,0,28.02618971959574
14169100,0,0,29.0791806849599
14169250,0,0,29.0791806849599
14169400,0,0,29.0791806849599
14169550,0,0,29.079575672353215
14169700,0,0,29.079575672353215
14169850,0,0,29.079575672353215
14170000,0,0,29.079575672353215
14170150,0,0,29.084480136436202
14170300,0,0,29.084480136436202
14170450,0,0,29.084480136436202
14170600,0,0,29.084480136436202
14170750,0,0,29.084480136436202
14170900,0,0,29.379369494871497
14171050,0,0,29.37316518379771
14171200,0,0,29.37316518379771
14171350,0,0,29.549201802669863
14171500,0,0,29.549201802669863
14171650,0,0,29.549201802669863
14171800,0,0,29.29991181037143
14171950,0,0,29.29991181037143
14172100,0,0,28.892655677192636
14172250,0,0,28.884604027778245
14172400,0,0,28.884604027778245
14172550,0,0,28.884604027778245
14172700,0,0,28.747427352181433
14172850,0,0,28.747427352181433
14173000,0,0,29.013414171041877
14173150,0,0,29.013414171041877
14173300,0,0,26.716639226480353
14173450,0,0,26.851684237485067
14173600,0,0,26.851684237485067
14173750,0,0,26.851684237485067
14173900,0,0,26.851684237485067
14174050,0,0,26.62428464986884
14174200,0,0,26.34430329710691
14174350,0,0,26.34430329710691
14174500,0,0,26.34430329710691
14174650,0,0,28.136617365451507
14174800,0,0,28.179812932191737
14174950,0,0,28.179812932191737
14175100,0,0,24.414994752216614
14175250,0,0,24.414994752216614
14175400,0,0,24.418967656953747
14175550,0,0,24.419763445787922
14175700,0,0,24.419763445787922
14175850,0,0,26.1926368831925
14176000,0,0,26.1926368831925
14176150,0,0,25.613274277355288
14176300,0,0,25.613274277355288
14176450,0,0,25.613274277355288
14176600,0,0,25.613274277355288
14176750,0,0,25.613267742226228
14176900,0,0,25.63108262264989
14177050,0,0,25.63108262264989
14177200,0,0,25.630429345910795
14177350,0,0,25.630429345910795
14177500,0,0,25.630429345910795
14177650,0,0,25.627820912646914
14177800,0,0,27.598095181771555
14177950,0,0,27.599147813350505
14178100,0,0,27.599147813350505
14178250,0,0,27.599147813350505
14178400,0,0,27.599147813350505
14178550,0,0,27.599147813350505
14178700,0,0,28.177129843014477
14178850,0,0,24.297414470273033
14179000,0,0,24.096358400296264
14179150,0,0,25.263155427977
14179300,0,0,25.263155427977
14179450,0,0,25.263155427977
14179600,0,0,26.56950432193342
14179750,0,0,26.56950432193342
14179900,0,0,26.56950432193342
14180050,0,0,27.065317366708527
14180200,0,0,26.380180906385696
14180350,0,0,27.673833078631162
14180500,0,0,27.673833078631162
14180650,0,0,27.684194154087535
14180800,0,0,27.684194154087535
14180950,0,0,28.227529681179703
14181100,0,0,26.793359527509118
14181250,0,0,26.793359527509118
14181400,0,0,26.782553260237705
14181550,0,0,26.639920736511797
14181700,0,0,24.95473150638319
14181850,0,0,25.587268180573066
14182000,0,0,25.587268180573066
14182150,0,0,25.587268180573066
14182300,0,0,25.586824386571525
14182450,0,0,26.482441755066628
14182600,0,0,25.45017492547324
14182750,0,0,25.45017492547324
14182900,0,0,26.473735333566296
14183050,0,0,26.473735333566296
14183200,0,0,25.169196074150715
14183350,0,0,25.169196074150715
14183500,0,0,24.64437415046885
14183650,0,0,24.64654555015794
14183800,0,0,24.64654555015794
14183950,0,0,24.64654555015794
14184100,0,0,25.091810007350336
14184250,0,0,25.020560173747246
14184400,0,0,24.404533256697075
14184550,0,0,24.404533256697075
14184700,0,0,24.980599856666068
14184850,0,0,25.40363638982138
14185000,0,0,25.40363638982138
14185150,0,0,25.40363638982138
14185300,0,0,25.40363638982138
14185450,0,0,24.81486330972232
14185600,0,0,25.067021460842973
14185750,0,0,25.067021460842973
14185900,0,0,24.62863908372635
14186050,0,0,24.631080421286015
14186200,0,0,24.631080421286015
14186350,0,0,24.961734514840398
14186500,0,0,24.467675053782777
14186650,0,0,24.467675053782777
14186800,0,0,24.64431146818942
14186950,0,0,25.45272832549165
14187100,0,0,25.45272832549165
14187250,0,0,25.45272832549165
14187400,0,0,24.94470373487586
14187550,0,0,24.94470373487586
14187700,0,0,24.94470373487586
14187850,0,0,24.94470373487586
14188000,0,0,26.983285133290316
14188150,0,0,26.983285133290316
14188300,0,0,26.983285133290316
14188450,0,0,26.983285133290316
14188600,0,0,26.983285133290316
14188750,0,0,26.983285133290316
14188900,0,0,26.983285133290316
14189050,0,0,26.273773785752645
14189200,0,0,26.273773785752645
14189350,0,0,26.273773785752645
14189500,0,0,26.556870224526683
14189650,0,0,26.416217637186307
14189800,0,0,26.4263387090771
14189950,0,0,26.4263387090771
14190100,0,0,26.818254956773583
14190250,0,0,26.791534409934595
14190400,0,0,26.791534409934595
14190550,0,0,26.791534409934595
14190700,0,0,26.164813246793223
14190850,0,0,26.159889302863967
14191000,0,0,26.159889302863967
