blocknumber,reserve WETH,reserve WBTC,volume WETH for 5% slippage
10503700,0,0,244.64088472760614
10503850,0,0,244.4853257980012
10504000,0,0,244.4853257980012
10504150,0,0,244.49278619480629
10504300,0,0,244.49278619480629
10504450,0,0,243.85719212285767
10504600,0,0,243.53119068690467
10504750,0,0,242.9674366274221
10504900,0,0,243.02766299460473
10505050,0,0,243.02981778020512
10505200,0,0,243.02981778020512
10505350,0,0,243.0301432801507
10505500,0,0,243.45316373888454
10505650,0,0,243.8636900546744
10505800,0,0,243.48257577230834
10505950,0,0,243.3980251926141
10506100,0,0,243.55745092991674
10506250,0,0,243.94563951241526
10506400,0,0,243.94821870881515
10506550,0,0,243.94873455059223
10506700,0,0,243.95389296666872
10506850,0,0,243.78743738283265
10507000,0,0,243.98902588648525
10507150,0,0,243.98902588648525
10507300,0,0,243.9721703160185
10507450,0,0,231.08907954186816
10507600,0,0,231.04048213828173
10507750,0,0,231.0862226551135
10507900,0,0,231.0862226551135
10508050,0,0,231.07838542017726
10508200,0,0,231.08101699912459
10508350,0,0,231.08101699912459
10508500,0,0,230.87976736379278
10508650,0,0,230.87976736379278
10508800,0,0,230.57855010163075
10508950,0,0,230.41565634296512
10509100,0,0,230.21210295900164
10509250,0,0,230.62266025702957
10509400,0,0,230.27828525921268
10509550,0,0,230.06736193294
10509700,0,0,230.55737357344333
10509850,0,0,231.28286156284503
10510000,0,0,230.06813187405805
10510150,0,0,230.16456703359927
10510300,0,0,230.20523007665906
10510450,0,0,230.72434282158792
10510600,0,0,231.0004586481973
10510750,0,0,231.0004586481973
10510900,0,0,231.0004586481973
10511050,0,0,230.97052208552304
10511200,0,0,230.5692935498646
10511350,0,0,230.5692935498646
10511500,0,0,230.58045144460175
10511650,0,0,230.58045525271154
10511800,0,0,230.58366237275823
10511950,0,0,224.75906495440358
10512100,0,0,224.24796821380733
10512250,0,0,224.6457275520288
10512400,0,0,224.63812503098416
10512550,0,0,224.60306689412755
10512700,0,0,224.62200378642774
10512850,0,0,224.3314629213064
10513000,0,0,224.4766665593197
10513150,0,0,224.00649687006717
10513300,0,0,224.01131021808214
10513450,0,0,223.82246950088938
10513600,0,0,223.82436769941614
10513750,0,0,223.85765658814944
10513900,0,0,223.85765658814944
10514050,0,0,224.84741781191224
10514200,0,0,224.24603804418075
10514350,0,0,224.56445909681224
10514500,0,0,225.3592178808576
10514650,0,0,225.19162663127736
10514800,0,0,224.87046884292886
10514950,0,0,224.40831446481934
10515100,0,0,224.38232545589835
10515250,0,0,224.45565953250298
10515400,0,0,224.45565953250298
10515550,0,0,224.45565953250298
10515700,0,0,224.5609226903971
10515850,0,0,223.53436655215228
10516000,0,0,224.35220974919866
10516150,0,0,224.41744249900148
10516300,0,0,223.7613142305554
10516450,0,0,223.6958226020888
10516600,0,0,223.3139192544295
10516750,0,0,221.0771229794209
10516900,0,0,220.3894226089442
10517050,0,0,220.15852698304298
10517200,0,0,220.28762038962122
10517350,0,0,219.53740994917098
10517500,0,0,219.28368578284335
10517650,0,0,220.069388229972
10517800,0,0,220.41364583577888
10517950,0,0,221.33044062054705
10518100,0,0,220.93970589686978
10518250,0,0,220.21513436509576
10518400,0,0,220.89652167796157
10518550,0,0,221.03893147099643
10518700,0,0,220.1035105870069
10518850,0,0,220.42491794310536
10519000,0,0,220.6354442588945
10519150,0,0,220.57368807008334
10519300,0,0,220.54737228060912
10519450,0,0,221.0243758768347
10519600,0,0,221.0262255475791
10519750,0,0,220.09935115160897
10519900,0,0,220.9765526607962
10520050,0,0,220.95613917669652
10520200,0,0,220.95613917669652
10520350,0,0,220.95613917669652
10520500,0,0,220.79023996506203
10520650,0,0,220.79023996506203
10520800,0,0,221.17375710548004
10520950,0,0,220.80628069599697
10521100,0,0,220.80628069599697
10521250,0,0,220.80628069599697
10521400,0,0,221.18522806441797
10521550,0,0,220.6930305877131
10521700,0,0,220.02040111920087
10521850,0,0,219.6760320422136
10522000,0,0,219.7149465119337
10522150,0,0,220.1883266906898
10522300,0,0,219.16583505598192
10522450,0,0,219.88888443792257
10522600,0,0,219.89414759581723
10522750,0,0,219.90993706950212
10522900,0,0,219.89101531217148
10523050,0,0,219.6010403570781
10523200,0,0,219.61135333748643
10523350,0,0,219.20800046023942
10523500,0,0,219.44204856034048
10523650,0,0,219.44204856034048
10523800,0,0,218.80946124285856
10523950,0,0,218.05978804512324
10524100,0,0,217.5276265523962
10524250,0,0,217.5276265523962
10524400,0,0,217.89223158472578
10524550,0,0,216.44614716215983
10524700,0,0,216.5096988132309
10524850,0,0,216.64127776059922
10525000,0,0,217.90023166621177
10525150,0,0,217.35776556291876
10525300,0,0,218.43385053352085
10525450,0,0,218.30491286510824
10525600,0,0,217.63052985512877
10525750,0,0,217.22573569203178
10525900,0,0,217.1194431895674
10526050,0,0,217.05467410823348
10526200,0,0,216.6862836498658
10526350,0,0,216.8469032785497
10526500,0,0,217.38881317980668
10526650,0,0,216.50821572008044
10526800,0,0,217.55741542580472
10526950,0,0,217.75525567790828
10527100,0,0,217.57973576194217
10527250,0,0,217.57973576194217
10527400,0,0,217.658683130363
10527550,0,0,217.57051068457622
10527700,0,0,216.54713743777938
10527850,0,0,217.30503217462228
10528000,0,0,219.4315430594561
10528150,0,0,219.501914951883
10528300,0,0,219.5717848045333
10528450,0,0,219.26567691634227
10528600,0,0,219.26567691634227
10528750,0,0,219.39801121058645
10528900,0,0,218.1378718652195
10529050,0,0,219.3564294601747
10529200,0,0,219.26565299973572
10529350,0,0,219.05256643625944
10529500,0,0,218.9333365839393
10529650,0,0,218.88690405193665
10529800,0,0,217.47766810001121
10529950,0,0,216.91167967457295
10530100,0,0,216.37149485561622
10530250,0,0,215.95628386436692
10530400,0,0,215.8377248615907
10530550,0,0,215.27410577201863
10530700,0,0,214.47843016276238
10530850,0,0,213.40149640247864
10531000,0,0,212.78075752966515
10531150,0,0,213.00329475749413
10531300,0,0,211.28363042859564
10531450,0,0,210.78921886732542
10531600,0,0,210.32128349310187
10531750,0,0,210.85362783581377
10531900,0,0,211.06203175152177
10532050,0,0,211.1300502416866
10532200,0,0,211.27186511315722
10532350,0,0,211.25071891397693
10532500,0,0,211.25071891397693
10532650,0,0,211.25071891397693
10532800,0,0,211.57241999419284
10532950,0,0,211.57241999419284
10533100,0,0,211.57241999419284
10533250,0,0,211.29152821095659
10533400,0,0,211.20411582369388
10533550,0,0,211.21720952615624
10533700,0,0,210.44613013079197
10533850,0,0,209.67151660684704
10534000,0,0,209.14573285671077
10534150,0,0,207.94013200507334
10534300,0,0,207.94013200507334
10534450,0,0,209.8346569049013
10534600,0,0,212.08883439979718
10534750,0,0,211.54854525297378
10534900,0,0,212.5423507855162
10535050,0,0,212.1697874108727
10535200,0,0,213.2132243367264
10535350,0,0,212.88259803293704
10535500,0,0,212.62517784908596
10535650,0,0,212.41252452434173
10535800,0,0,211.21307901782575
10535950,0,0,211.5419962244173
10536100,0,0,211.02495141381496
10536250,0,0,210.4634057917533
10536400,0,0,210.82039931060353
10536550,0,0,211.03163196881815
10536700,0,0,212.31426354776613
10536850,0,0,212.2299900361959
10537000,0,0,214.5046367751579
10537150,0,0,214.16420326268872
10537300,0,0,214.09886158346353
10537450,0,0,213.5429564180149
10537600,0,0,213.60695485516135
10537750,0,0,213.8230899129626
10537900,0,0,213.62555030888643
10538050,0,0,213.2502527883612
10538200,0,0,213.01988800802155
10538350,0,0,213.50396348151207
10538500,0,0,213.87260894337624
10538650,0,0,212.30736915248008
10538800,0,0,211.41518845261544
10538950,0,0,211.671734916888
10539100,0,0,210.8559619595826
10539250,0,0,211.64966928848844
10539400,0,0,212.86334073324815
10539550,0,0,212.38712988003272
10539700,0,0,212.51634649457537
10539850,0,0,213.29554282508343
10540000,0,0,212.7590373168523
10540150,0,0,212.6269779412828
10540300,0,0,212.83268933613863
10540450,0,0,213.26875806085263
10540600,0,0,213.30841454881238
10540750,0,0,213.11524816037718
10540900,0,0,213.0140202823045
10541050,0,0,213.89881929765306
10541200,0,0,213.61631104177377
10541350,0,0,213.95535047683734
10541500,0,0,214.06118701310106
10541650,0,0,213.10160060410817
10541800,0,0,213.1073113600064
10541950,0,0,214.31220261181215
10542100,0,0,212.86447815605743
10542250,0,0,214.56331494134747
10542400,0,0,215.85055742407803
10542550,0,0,215.14423796504343
10542700,0,0,215.668275288338
10542850,0,0,218.55366067607065
10543000,0,0,218.00340690202938
10543150,0,0,218.6670158498673
10543300,0,0,218.82690769639703
10543450,0,0,218.24622581648237
10543600,0,0,217.0233057244086
10543750,0,0,217.48408000080144
10543900,0,0,218.5541253806923
10544050,0,0,219.349020552404
10544200,0,0,220.8947632993095
10544350,0,0,220.59706439969614
10544500,0,0,219.73727099179814
10544650,0,0,222.06226220618737
10544800,0,0,222.1986790804358
10544950,0,0,221.8565211123887
10545100,0,0,223.00176094995368
10545250,0,0,221.4677761229259
10545400,0,0,222.87363135864962
10545550,0,0,222.0539575980156
10545700,0,0,221.9083894011883
10545850,0,0,223.13387692791457
10546000,0,0,222.96855051663988
10546150,0,0,223.01591893769182
10546300,0,0,221.96126504735548
10546450,0,0,222.42228873837394
10546600,0,0,222.43877711860296
10546750,0,0,222.43877711860296
10546900,0,0,222.59305276063515
10547050,0,0,224.35286266380263
10547200,0,0,225.0126807795932
10547350,0,0,224.89015413459947
10547500,0,0,223.78539436717256
10547650,0,0,223.69224173268503
10547800,0,0,225.5765433165734
10547950,0,0,224.59506158038585
10548100,0,0,225.06067692449142
10548250,0,0,225.5706838480255
10548400,0,0,226.0362730596953
10548550,0,0,226.0442193307863
10548700,0,0,226.87642538061755
10548850,0,0,226.41979878369875
10549000,0,0,225.52738823708933
10549150,0,0,224.94730294686724
10549300,0,0,225.02310174517334
10549450,0,0,225.60459032184917
10549600,0,0,225.5270277233667
10549750,0,0,225.50995391356628
10549900,0,0,225.2227844913332
10550050,0,0,224.99645600270742
10550200,0,0,224.92895747884904
10550350,0,0,224.40139712480413
10550500,0,0,224.262779354739
10550650,0,0,224.57243343976916
10550800,0,0,224.57091567000043
10550950,0,0,223.95054810286547
10551100,0,0,224.36844151849982
10551250,0,0,224.72356722135464
10551400,0,0,224.58693966118426
10551550,0,0,224.83816375719653
10551700,0,0,224.85366043004706
10551850,0,0,225.29779291163868
10552000,0,0,225.05384297447017
10552150,0,0,225.00026386584886
10552300,0,0,224.89270419837794
10552450,0,0,225.5124506731272
10552600,0,0,225.3560062911938
10552750,0,0,225.32301381351317
10552900,0,0,224.72431039615913
10553050,0,0,224.72431039615913
10553200,0,0,224.0967032411345
10553350,0,0,224.1354590458095
10553500,0,0,224.27317701357697
10553650,0,0,223.87669424825162
10553800,0,0,224.50331954913418
10553950,0,0,224.63322049875114
10554100,0,0,223.71067665716055
10554250,0,0,223.90924816493953
10554400,0,0,224.6423059518138
10554550,0,0,224.9534376862821
10554700,0,0,224.92572549185388
10554850,0,0,224.364427253312
10555000,0,0,224.08889950204866
10555150,0,0,226.00583813659796
10555300,0,0,224.89888219289242
10555450,0,0,225.54060473569825
10555600,0,0,225.96849759879296
10555750,0,0,226.80423856218385
10555900,0,0,227.2653374179954
10556050,0,0,227.47313416811903
10556200,0,0,227.84812286596207
10556350,0,0,227.518685378207
10556500,0,0,227.46608040899537
10556650,0,0,229.8209612269211
10556800,0,0,229.51912542700848
10556950,0,0,229.18998637831555
10557100,0,0,229.2052936215041
10557250,0,0,229.07534934621071
10557400,0,0,229.84127824517145
10557550,0,0,229.3845118907975
10557700,0,0,229.63916850760415
10557850,0,0,229.95139547570398
10558000,0,0,229.66898922711243
10558150,0,0,229.6742523850071
10558300,0,0,227.97227835698413
10558450,0,0,227.72188626337083
10558600,0,0,226.61090131766105
10558750,0,0,227.6154928676624
10558900,0,0,227.57799959883323
10559050,0,0,227.53171260898944
10559200,0,0,227.87269785005992
10559350,0,0,226.5646093769301
10559500,0,0,226.73202823029987
10559650,0,0,226.55216135907995
10559800,0,0,226.94304087940964
10559950,0,0,227.03678436049813
10560100,0,0,226.7413874849026
10560250,0,0,226.78544027287353
10560400,0,0,225.99721181424138
10560550,0,0,225.82368600696554
10560700,0,0,226.41867743432886
10560850,0,0,226.21281753994754
10561000,0,0,226.24626366984012
10561150,0,0,229.2988952428459
10561300,0,0,230.03499780790025
10561450,0,0,229.482098475145
10561600,0,0,229.68420373830304
10561750,0,0,229.31142096335589
10561900,0,0,228.872375206809
10562050,0,0,228.9335408235902
10562200,0,0,228.2919125892049
10562350,0,0,228.3107925175691
10562500,0,0,227.5048182076498
10562650,0,0,227.9928323766053
10562800,0,0,226.2145137265279
10562950,0,0,226.00097578633904
10563100,0,0,224.445397479014
10563250,0,0,225.19478162834548
10563400,0,0,225.08921626310712
10563550,0,0,224.88547506320174
10563700,0,0,224.99217210639927
10563850,0,0,225.53898680615657
10564000,0,0,225.7748034242859
10564150,0,0,226.99143517623997
10564300,0,0,226.60496371344652
10564450,0,0,226.1288820820264
10564600,0,0,227.2657827516714
10564750,0,0,227.24829196995597
10564900,0,0,227.5726202889873
10565050,0,0,227.26244480881087
10565200,0,0,227.14258004177645
10565350,0,0,227.14258004177645
10565500,0,0,227.1104847649858
10565650,0,0,226.5599194891447
10565800,0,0,226.46718107446122
10565950,0,0,226.46047156058376
10566100,0,0,226.31035596418678
10566250,0,0,226.16264491068614
10566400,0,0,226.54959226686333
10566550,0,0,226.54959226686333
10566700,0,0,226.54959226686333
10566850,0,0,226.55307717961932
10567000,0,0,225.83255262021612
10567150,0,0,225.82588165062953
10567300,0,0,225.70719736127194
10567450,0,0,225.1881527867381
10567600,0,0,224.9314005587221
10567750,0,0,225.0403598375915
10567900,0,0,224.70899806770922
10568050,0,0,224.8978595465387
10568200,0,0,225.7265826387229
10568350,0,0,226.66683494666086
10568500,0,0,226.5528521989254
10568650,0,0,226.13522864657352
10568800,0,0,226.24372942112768
10568950,0,0,225.9212890677518
10569100,0,0,226.27083734932512
10569250,0,0,226.1334288380449
10569400,0,0,227.51324332018157
10569550,0,0,226.8520503983773
10569700,0,0,226.62538371635674
10569850,0,0,226.88191180637932
10570000,0,0,226.54317841954344
10570150,0,0,226.20271747347942
10570300,0,0,226.17460159743223
10570450,0,0,225.7585954969927
10570600,0,0,225.89155414284687
10570750,0,0,225.96003006952924
10570900,0,0,224.91550519930752
10571050,0,0,224.8036557410387
10571200,0,0,224.8552346845654
10571350,0,0,224.10205453324215
10571500,0,0,224.62837032271545
10571650,0,0,223.74969448966567
10571800,0,0,223.87469200645137
10571950,0,0,223.63788002191177
10572100,0,0,224.6482902960497
10572250,0,0,225.5133402912943
10572400,0,0,225.51871748960184
10572550,0,0,225.4269637945481
10572700,0,0,225.83486300185177
10572850,0,0,225.87717213819724
10573000,0,0,225.50286489746304
10573150,0,0,223.87847733894523
10573300,0,0,224.17075619021125
10573450,0,0,225.95216364135104
10573600,0,0,225.77660111488512
10573750,0,0,227.3987906896391
10573900,0,0,227.0279222457484
10574050,0,0,227.22203892174002
10574200,0,0,225.60961467160814
10574350,0,0,226.81471067451912
10574500,0,0,226.07903654514394
10574650,0,0,230.00426194998
10574800,0,0,229.7131551305165
10574950,0,0,229.12651338863088
10575100,0,0,228.2355455893712
10575250,0,0,227.55137065684812
10575400,0,0,226.6937515983982
10575550,0,0,225.62259671316406
10575700,0,0,225.3358318099754
10575850,0,0,222.62274961297044
10576000,0,0,223.0881410015245
10576150,0,0,223.18892726031663
10576300,0,0,222.7989164409937
10576450,0,0,222.1495084642438
10576600,0,0,223.48363239327227
10576750,0,0,221.97959076604639
10576900,0,0,222.34804178086142
10577050,0,0,221.9034382183072
10577200,0,0,224.0412807930452
10577350,0,0,222.75535104911705
10577500,0,0,221.71492120189032
10577650,0,0,222.14843384715005
10577800,0,0,222.42165059787385
10577950,0,0,222.5083888811114
10578100,0,0,220.7712492042092
10578250,0,0,219.52719525984048
10578400,0,0,220.34457111492338
10578550,0,0,221.76710381222347
10578700,0,0,223.216816246917
10578850,0,0,222.45886266541766
10579000,0,0,222.2091736839211
10579150,0,0,235.13788100674356
10579300,0,0,234.63348670212417
10579450,0,0,234.82942722844018
10579600,0,0,235.296549581024
10579750,0,0,235.16059643706922
10579900,0,0,235.5212410931299
10580050,0,0,236.44784871311367
10580200,0,0,238.38406548965486
10580350,0,0,237.75057846980235
10580500,0,0,238.07162267658896
10580650,0,0,237.89910238734956
10580800,0,0,238.119411292515
10580950,0,0,237.65717806519297
10581100,0,0,236.52341779446488
10581250,0,0,236.78658086829
10581400,0,0,236.0669583837498
10581550,0,0,236.07078233561333
10581700,0,0,233.67942715525533
10581850,0,0,233.90590223552772
10582000,0,0,234.6101240006965
10582150,0,0,234.77250777601785
10582300,0,0,234.8555360775672
10582450,0,0,235.62009300103
10582600,0,0,236.1102689956806
10582750,0,0,235.89302870522442
10582900,0,0,235.6861963973306
10583050,0,0,235.5442951863797
10583200,0,0,236.9410590943262
10583350,0,0,236.58705111081053
10583500,0,0,237.1878940093893
10583650,0,0,236.02184013871738
10583800,0,0,235.340482901599
10583950,0,0,235.3248829041413
10584100,0,0,234.4208030881682
10584250,0,0,234.337537940125
10584400,0,0,234.80317659650154
10584550,0,0,234.25806944472242
10584700,0,0,233.91745880511098
10584850,0,0,233.90103880793595
10585000,0,0,234.33749318624996
10585150,0,0,233.41134052610323
10585300,0,0,233.1030733752259
10585450,0,0,233.0082479029743
10585600,0,0,233.42369376497936
10585750,0,0,234.3506915780181
10585900,0,0,234.25067905623473
10586050,0,0,233.37176019146955
10586200,0,0,232.7286770375449
10586350,0,0,232.29133033368726
10586500,0,0,232.7215139581076
10586650,0,0,232.4220575198069
10586800,0,0,231.4482259800252
10586950,0,0,230.6429258437347
10587100,0,0,228.0003238147665
10587250,0,0,227.91309923069457
10587400,0,0,228.134089941791
10587550,0,0,225.81846675478027
10587700,0,0,226.10118051900372
10587850,0,0,226.04174211526697
10588000,0,0,226.8772564473611
10588150,0,0,226.18920235010592
10588300,0,0,226.75175411955206
10588450,0,0,225.70636972741795
10588600,0,0,225.78711493720675
10588750,0,0,225.1848142135259
10588900,0,0,225.8247974981996
10589050,0,0,225.83566946413885
10589200,0,0,212.76305482923135
10589350,0,0,213.00979898393007
10589500,0,0,213.8052863461462
10589650,0,0,214.8852865861927
10589800,0,0,215.34668630732358
10589950,0,0,214.69175683696358
10590100,0,0,212.69985841745984
10590250,0,0,211.76689387698798
10590400,0,0,211.51389201605434
10590550,0,0,211.19807527981675
10590700,0,0,211.2277044101411
10590850,0,0,211.849153807942
10591000,0,0,212.4891317589486
10591150,0,0,212.1049273215349
10591300,0,0,211.87359467900433
10591450,0,0,212.77763126838772
10591600,0,0,211.79831101256786
10591750,0,0,211.803629333534
10591900,0,0,211.9564141138212
10592050,0,0,212.07126192442956
10592200,0,0,211.4587469195949
10592350,0,0,211.5731076443576
10592500,0,0,211.9494142509816
10592650,0,0,211.59813441387087
10592800,0,0,212.06423652517924
10592950,0,0,211.86746006340536
10593100,0,0,213.0486037754872
10593250,0,0,212.9435796019984
10593400,0,0,212.1110717561055
10593550,0,0,212.9882458807756
10593700,0,0,212.99465995199898
10593850,0,0,212.99465995199898
10594000,0,0,213.26523533672253
10594150,0,0,212.92765679057493
10594300,0,0,213.336224140779
10594450,0,0,212.94468179143678
10594600,0,0,213.30567539675758
10594750,0,0,213.62146487044174
10594900,0,0,213.56886246832164
10595050,0,0,213.48044613267484
10595200,0,0,213.03591641252433
10595350,0,0,213.3259377605259
10595500,0,0,212.94184834446196
10595650,0,0,212.8976561507784
10595800,0,0,211.30785435391954
10595950,0,0,211.4886791931326
10596100,0,0,211.7760894918233
10596250,0,0,210.92972900500808
10596400,0,0,211.0992759468486
10596550,0,0,211.27774393044774
10596700,0,0,211.00949079458223
10596850,0,0,209.2888562556227
10597000,0,0,208.63795095643354
10597150,0,0,208.41358199385468
10597300,0,0,208.64044358682804
10597450,0,0,208.6156320604805
10597600,0,0,208.92025831867204
10597750,0,0,208.9335576517051
10597900,0,0,209.88142686702258
10598050,0,0,209.72879057628688
10598200,0,0,209.99794199879534
10598350,0,0,210.10134052204103
10598500,0,0,210.15439820428855
10598650,0,0,210.0783265218206
10598800,0,0,210.32865636095403
10598950,0,0,210.32865636095403
10599100,0,0,210.50065320863496
10599250,0,0,210.60084932916607
10599400,0,0,210.48065437033074
10599550,0,0,210.08223427947223
10599700,0,0,210.05894009735357
10599850,0,0,210.042463777399
10600000,0,0,209.9595118042289
10600150,0,0,210.14395459960951
10600300,0,0,210.65032686842778
10600450,0,0,211.2829249065876
10600600,0,0,211.09674800187122
10600750,0,0,211.60091923473874
10600900,0,0,210.82240831023864
10601050,0,0,210.99276818779117
10601200,0,0,211.28181276532905
10601350,0,0,210.87968814100486
10601500,0,0,211.60312727499058
10601650,0,0,211.43285293456802
10601800,0,0,211.5342758746715
10601950,0,0,210.58642505558055
10602100,0,0,210.58642505558055
10602250,0,0,210.6866051106158
10602400,0,0,211.51060296565265
10602550,0,0,210.60631448680306
10602700,0,0,210.87197500319735
10602850,0,0,210.99332127734442
10603000,0,0,210.97796972742844
10603150,0,0,211.65304158168556
10603300,0,0,212.0787480111585
10603450,0,0,211.91590999006303
10603600,0,0,212.07320108176145
10603750,0,0,212.27665482273324
10603900,0,0,212.7452251624336
10604050,0,0,212.7452251624336
10604200,0,0,212.01158651754713
10604350,0,0,211.81580235452202
10604500,0,0,211.8305746643873
10604650,0,0,211.22153039301293
10604800,0,0,211.167522357066
10604950,0,0,211.62006372154383
10605100,0,0,211.944621954568
10605250,0,0,211.944621954568
10605400,0,0,211.4449666051887
10605550,0,0,211.31230637501858
10605700,0,0,211.30707338291404
10605850,0,0,210.70390889704822
10606000,0,0,212.62261320231892
10606150,0,0,212.49141807445176
10606300,0,0,212.67562860076941
10606450,0,0,212.6703654428734
10606600,0,0,213.0993149529004
10606750,0,0,212.54261238048912
10606900,0,0,211.42611148448486
10607050,0,0,212.14281819705002
10607200,0,0,211.89503033959045
10607350,0,0,211.85852764408946
10607500,0,0,211.661332257891
10607650,0,0,212.0286006551346
10607800,0,0,212.92145723040994
10607950,0,0,213.7797907044187
10608100,0,0,212.90125280258235
10608250,0,0,213.38259480177703
10608400,0,0,212.92183558007764
10608550,0,0,213.1223038001267
10608700,0,0,212.9395955183054
10608850,0,0,212.0878034593611
10609000,0,0,212.54740665387953
10609150,0,0,212.70317431315198
10609300,0,0,213.06106904999388
10609450,0,0,213.22370062894106
10609600,0,0,213.22370062894106
10609750,0,0,212.97105774691727
10609900,0,0,212.97105774691727
10610050,0,0,212.71802226400996
10610200,0,0,213.54467319650166
10610350,0,0,213.33871801122314
10610500,0,0,214.20545042296908
10610650,0,0,213.80487369312868
10610800,0,0,213.37655588761072
10610950,0,0,213.80102477076707
10611100,0,0,214.19619188367733
10611250,0,0,214.19619188367733
10611400,0,0,214.2167391951025
10611550,0,0,214.2167391951025
10611700,0,0,214.31977067457274
10611850,0,0,214.55769690350235
10612000,0,0,213.52097718217237
10612150,0,0,213.27170680884274
10612300,0,0,213.60579888748498
10612450,0,0,214.5629056632447
10612600,0,0,213.9867096163316
10612750,0,0,213.87154715010183
10612900,0,0,213.70808302930163
10613050,0,0,213.92944723292703
10613200,0,0,214.90665614839827
10613350,0,0,215.25854601216815
10613500,0,0,214.46119024694826
10613650,0,0,214.6719676574121
10613800,0,0,215.79561754292808
10613950,0,0,215.9138898457768
10614100,0,0,217.5747452881269
10614250,0,0,217.6587475566521
10614400,0,0,216.71039738824675
10614550,0,0,216.91190137815738
10614700,0,0,216.8224935663011
10614850,0,0,216.81157827428615
10615000,0,0,216.11154851925403
10615150,0,0,216.24625557842774
10615300,0,0,216.5022548442057
10615450,0,0,216.35785072537965
10615600,0,0,216.16142561596826
10615750,0,0,216.93747024479853
10615900,0,0,216.94069566911548
10616050,0,0,217.21306428589924
10616200,0,0,217.34272124378913
10616350,0,0,217.7875818059656
10616500,0,0,216.2626074794025
10616650,0,0,216.34141573018405
10616800,0,0,216.34141573018405
10616950,0,0,216.33381602088048
10617100,0,0,216.53404626879092
10617250,0,0,216.37677514592542
10617400,0,0,216.37677514592542
10617550,0,0,217.10848876540058
10617700,0,0,217.10848876540058
10617850,0,0,217.2476258326251
10618000,0,0,216.6443537340192
10618150,0,0,216.71282966070248
10618300,0,0,216.40586438707487
10618450,0,0,216.86564266344158
10618600,0,0,216.90070233790357
10618750,0,0,216.90070233790357
10618900,0,0,216.48748750070627
10619050,0,0,216.23575662931853
10619200,0,0,216.23575662931853
10619350,0,0,216.21261834437337
10619500,0,0,215.74183747491134
10619650,0,0,216.45860790370716
10619800,0,0,215.56571129355098
10619950,0,0,215.63127228429312
10620100,0,0,215.7664036821743
10620250,0,0,216.0970731385596
10620400,0,0,215.9411893992483
10620550,0,0,216.27014373657948
10620700,0,0,215.17631714129084
10620850,0,0,215.17631714129084
10621000,0,0,215.77908892502364
10621150,0,0,215.04967053527616
10621300,0,0,215.48738155914862
10621450,0,0,215.6581151388118
10621600,0,0,216.28666873038037
10621750,0,0,215.75050805027695
10621900,0,0,215.80192724326844
10622050,0,0,215.00326977108807
10622200,0,0,215.1554656500307
10622350,0,0,214.3230833385146
10622500,0,0,214.14789652107584
10622650,0,0,214.14789652107584
10622800,0,0,214.14789652107584
10622950,0,0,214.2049204323016
10623100,0,0,213.5600960119118
10623250,0,0,214.54741089983236
10623400,0,0,214.66900083404835
10623550,0,0,214.16702073160286
10623700,0,0,214.7426935713711
10623850,0,0,214.6433330573991
10624000,0,0,215.0862774739494
10624150,0,0,215.0862774739494
10624300,0,0,214.12154675896727
10624450,0,0,213.98019723732887
10624600,0,0,214.1310172516196
10624750,0,0,214.13367135072667
10624900,0,0,214.1699576923611
10625050,0,0,214.67362057785476
10625200,0,0,214.55076125924552
10625350,0,0,215.1027703133559
10625500,0,0,214.43221957226478
10625650,0,0,214.43748273015854
10625800,0,0,215.60672260649608
10625950,0,0,216.0523283125085
10626100,0,0,214.79971205319953
10626250,0,0,214.79971205319953
10626400,0,0,214.65135028399345
10626550,0,0,214.46327490466592
10626700,0,0,215.06442376456243
10626850,0,0,215.51133587866616
10627000,0,0,215.3926644314215
10627150,0,0,215.8883037336509
10627300,0,0,215.84067782783768
10627450,0,0,214.58702141691947
10627600,0,0,214.06171039311948
10627750,0,0,214.29457793788833
10627900,0,0,214.3746599287565
10628050,0,0,215.02120124319254
10628200,0,0,215.60862185516453
10628350,0,0,214.94993253516577
10628500,0,0,215.70529951663048
10628650,0,0,215.51018206029767
10628800,0,0,215.49492543450287
10628950,0,0,214.51267752678677
10629100,0,0,215.41412916431727
10629250,0,0,216.63805088487152
10629400,0,0,215.6297253419134
10629550,0,0,216.0762077537538
10629700,0,0,217.50616971734598
10629850,0,0,217.0783315561448
10630000,0,0,217.74025597909076
10630150,0,0,218.08701210538584
10630300,0,0,217.78712770184848
10630450,0,0,217.11170562468487
10630600,0,0,217.26899420858626
10630750,0,0,217.67393240806814
10630900,0,0,217.73404684467096
10631050,0,0,217.73691848276758
10631200,0,0,217.4807804992961
10631350,0,0,217.00786669367517
10631500,0,0,216.4313306964532
10631650,0,0,217.257917478134
10631800,0,0,216.55676163869612
10631950,0,0,217.14977973007535
10632100,0,0,216.04978458496862
10632250,0,0,215.95141332301682
10632400,0,0,216.74809883140097
10632550,0,0,216.29260984458415
10632700,0,0,216.84302131130698
10632850,0,0,216.27749799504272
10633000,0,0,216.33012957399023
10633150,0,0,217.17178872815657
10633300,0,0,217.47431787600635
10633450,0,0,217.21763670085966
10633600,0,0,215.42988218055234
10633750,0,0,215.4947171059348
10633900,0,0,215.65968370297833
10634050,0,0,216.34302859304807
10634200,0,0,215.8780470044985
10634350,0,0,216.0334447288733
10634500,0,0,216.28701936724792
10634650,0,0,216.1183252216033
