blocknumber,reserve ZRX,reserve USDC,volume ZRX for 5% slippage
13960600,0,0,12.50312588105919
13960750,0,0,12.50312588105919
13960900,0,0,12.50312588105919
13961050,0,0,12.50312588105919
13961200,0,0,12.50312588105919
13961350,0,0,12.50312588105919
13961500,0,0,12.50312588105919
13961650,0,0,12.50312588105919
13961800,0,0,12.50312588105919
13961950,0,0,12.50312588105919
13962100,0,0,12.50312588105919
13962250,0,0,12.50312588105919
13962400,0,0,12.50312588105919
13962550,0,0,12.50312588105919
13962700,0,0,12.50312588105919
13962850,0,0,12.50312588105919
13963000,0,0,12.50312588105919
13963150,0,0,12.50312588105919
13963300,0,0,12.50312588105919
13963450,0,0,12.50312588105919
13963600,0,0,12.50312588105919
13963750,0,0,12.50312588105919
13963900,0,0,12.50312588105919
13964050,0,0,12.50312588105919
13964200,0,0,12.50312588105919
13964350,0,0,12.50312588105919
13964500,0,0,12.50312588105919
13964650,0,0,12.50312588105919
13964800,0,0,12.50312588105919
13964950,0,0,12.50312588105919
13965100,0,0,12.50312588105919
13965250,0,0,12.50312588105919
13965400,0,0,12.50312588105919
13965550,0,0,12.50312588105919
13965700,0,0,12.50312588105919
13965850,0,0,12.50312588105919
13966000,0,0,12.50312588105919
13966150,0,0,12.50312588105919
13966300,0,0,12.50312588105919
13966450,0,0,12.50312588105919
13966600,0,0,12.50312588105919
13966750,0,0,12.50312588105919
13966900,0,0,12.50312588105919
13967050,0,0,12.50312588105919
13967200,0,0,12.50312588105919
13967350,0,0,12.50312588105919
13967500,0,0,12.50312588105919
13967650,0,0,12.50312588105919
13967800,0,0,12.50312588105919
13967950,0,0,12.50312588105919
13968100,0,0,12.50312588105919
13968250,0,0,12.50312588105919
13968400,0,0,12.50312588105919
13968550,0,0,12.50312588105919
13968700,0,0,12.50312588105919
13968850,0,0,12.50312588105919
13969000,0,0,12.50312588105919
13969150,0,0,12.50312588105919
13969300,0,0,12.50312588105919
13969450,0,0,12.50312588105919
13969600,0,0,12.50312588105919
13969750,0,0,12.50312588105919
13969900,0,0,12.50312588105919
13970050,0,0,12.50312588105919
13970200,0,0,12.50312588105919
13970350,0,0,12.50312588105919
13970500,0,0,12.50312588105919
13970650,0,0,12.50312588105919
13970800,0,0,12.50312588105919
13970950,0,0,12.50312588105919
13971100,0,0,12.50312588105919
13971250,0,0,12.50312588105919
13971400,0,0,12.50312588105919
13971550,0,0,12.50312588105919
13971700,0,0,12.50312588105919
13971850,0,0,12.50312588105919
13972000,0,0,12.50312588105919
13972150,0,0,12.50312588105919
13972300,0,0,12.50312588105919
13972450,0,0,12.50312588105919
13972600,0,0,12.50312588105919
13972750,0,0,12.50312588105919
13972900,0,0,12.50312588105919
13973050,0,0,12.50312588105919
13973200,0,0,12.50312588105919
13973350,0,0,12.50312588105919
13973500,0,0,12.50312588105919
13973650,0,0,12.50312588105919
13973800,0,0,12.50312588105919
13973950,0,0,12.50312588105919
13974100,0,0,12.50312588105919
13974250,0,0,12.50312588105919
13974400,0,0,12.50312588105919
13974550,0,0,12.50312588105919
13974700,0,0,12.50312588105919
13974850,0,0,12.50312588105919
13975000,0,0,12.50312588105919
13975150,0,0,12.50312588105919
13975300,0,0,12.50312588105919
13975450,0,0,12.50312588105919
13975600,0,0,12.50312588105919
13975750,0,0,12.50312588105919
13975900,0,0,12.50312588105919
13976050,0,0,12.50312588105919
13976200,0,0,12.50312588105919
13976350,0,0,12.50312588105919
13976500,0,0,12.50312588105919
13976650,0,0,12.50312588105919
13976800,0,0,12.50312588105919
13976950,0,0,12.50312588105919
13977100,0,0,12.50312588105919
13977250,0,0,12.50312588105919
13977400,0,0,12.50312588105919
13977550,0,0,12.50312588105919
13977700,0,0,12.50312588105919
13977850,0,0,12.50312588105919
13978000,0,0,12.50312588105919
13978150,0,0,12.50312588105919
13978300,0,0,12.50312588105919
13978450,0,0,12.50312588105919
13978600,0,0,12.50312588105919
13978750,0,0,12.50312588105919
13978900,0,0,12.50312588105919
13979050,0,0,12.50312588105919
13979200,0,0,12.50312588105919
13979350,0,0,12.50312588105919
13979500,0,0,12.50312588105919
13979650,0,0,12.50312588105919
13979800,0,0,12.50312588105919
13979950,0,0,12.50312588105919
13980100,0,0,12.50312588105919
13980250,0,0,12.50312588105919
13980400,0,0,12.50312588105919
13980550,0,0,12.50312588105919
13980700,0,0,12.50312588105919
13980850,0,0,12.50312588105919
13981000,0,0,12.50312588105919
13981150,0,0,12.50312588105919
13981300,0,0,12.50312588105919
13981450,0,0,12.50312588105919
13981600,0,0,12.50312588105919
13981750,0,0,12.50312588105919
13981900,0,0,12.50312588105919
13982050,0,0,12.50312588105919
13982200,0,0,12.50312588105919
13982350,0,0,12.50312588105919
13982500,0,0,12.50312588105919
13982650,0,0,12.50312588105919
13982800,0,0,12.50312588105919
13982950,0,0,12.50312588105919
13983100,0,0,12.50312588105919
13983250,0,0,12.50312588105919
13983400,0,0,12.50312588105919
13983550,0,0,12.50312588105919
13983700,0,0,12.50312588105919
13983850,0,0,12.50312588105919
13984000,0,0,12.50312588105919
13984150,0,0,12.50312588105919
13984300,0,0,12.50312588105919
13984450,0,0,12.50312588105919
13984600,0,0,12.50312588105919
13984750,0,0,12.50312588105919
13984900,0,0,12.50312588105919
13985050,0,0,12.50312588105919
13985200,0,0,12.50312588105919
13985350,0,0,12.50312588105919
13985500,0,0,12.50312588105919
13985650,0,0,12.50312588105919
13985800,0,0,12.50312588105919
13985950,0,0,12.50312588105919
13986100,0,0,12.50312588105919
13986250,0,0,12.50312588105919
13986400,0,0,12.50312588105919
13986550,0,0,12.50312588105919
13986700,0,0,12.50312588105919
13986850,0,0,12.50312588105919
13987000,0,0,12.50312588105919
13987150,0,0,12.50312588105919
13987300,0,0,12.50312588105919
13987450,0,0,12.50312588105919
13987600,0,0,12.50312588105919
13987750,0,0,12.50312588105919
13987900,0,0,12.50312588105919
13988050,0,0,12.50312588105919
13988200,0,0,12.50312588105919
13988350,0,0,12.50312588105919
13988500,0,0,12.50312588105919
13988650,0,0,12.50312588105919
13988800,0,0,12.50312588105919
13988950,0,0,12.50312588105919
13989100,0,0,12.50312588105919
13989250,0,0,12.50312588105919
13989400,0,0,12.50312588105919
13989550,0,0,12.50312588105919
13989700,0,0,12.50312588105919
13989850,0,0,12.50312588105919
13990000,0,0,12.50312588105919
13990150,0,0,12.50312588105919
13990300,0,0,12.50312588105919
13990450,0,0,12.50312588105919
13990600,0,0,12.50312588105919
13990750,0,0,12.50312588105919
13990900,0,0,12.50312588105919
13991050,0,0,12.50312588105919
13991200,0,0,12.50312588105919
13991350,0,0,12.50312588105919
13991500,0,0,12.50312588105919
13991650,0,0,12.50312588105919
13991800,0,0,12.50312588105919
13991950,0,0,12.50312588105919
13992100,0,0,12.50312588105919
13992250,0,0,12.50312588105919
13992400,0,0,12.50312588105919
13992550,0,0,12.50312588105919
13992700,0,0,12.50312588105919
13992850,0,0,12.50312588105919
13993000,0,0,12.50312588105919
13993150,0,0,12.50312588105919
13993300,0,0,12.50312588105919
13993450,0,0,12.50312588105919
13993600,0,0,12.50312588105919
13993750,0,0,12.50312588105919
13993900,0,0,12.50312588105919
13994050,0,0,12.50312588105919
13994200,0,0,12.50312588105919
13994350,0,0,12.50312588105919
13994500,0,0,12.50312588105919
13994650,0,0,12.50312588105919
13994800,0,0,12.50312588105919
13994950,0,0,12.50312588105919
13995100,0,0,12.50312588105919
13995250,0,0,12.50312588105919
13995400,0,0,12.50312588105919
13995550,0,0,12.50312588105919
13995700,0,0,12.50312588105919
13995850,0,0,12.50312588105919
13996000,0,0,12.50312588105919
13996150,0,0,12.50312588105919
13996300,0,0,12.50312588105919
13996450,0,0,12.50312588105919
13996600,0,0,12.50312588105919
13996750,0,0,12.50312588105919
13996900,0,0,12.50312588105919
13997050,0,0,12.50312588105919
13997200,0,0,12.50312588105919
13997350,0,0,12.50312588105919
13997500,0,0,12.50312588105919
13997650,0,0,12.50312588105919
13997800,0,0,12.50312588105919
13997950,0,0,12.50312588105919
13998100,0,0,12.50312588105919
13998250,0,0,12.50312588105919
13998400,0,0,12.50312588105919
13998550,0,0,12.50312588105919
13998700,0,0,12.50312588105919
13998850,0,0,12.50312588105919
13999000,0,0,12.50312588105919
13999150,0,0,12.50312588105919
13999300,0,0,12.50312588105919
13999450,0,0,12.50312588105919
13999600,0,0,12.50312588105919
13999750,0,0,12.50312588105919
13999900,0,0,12.50312588105919
14000050,0,0,12.50312588105919
14000200,0,0,12.50312588105919
14000350,0,0,12.50312588105919
14000500,0,0,12.50312588105919
14000650,0,0,12.50312588105919
14000800,0,0,12.50312588105919
14000950,0,0,12.50312588105919
14001100,0,0,12.50312588105919
14001250,0,0,12.50312588105919
14001400,0,0,12.50312588105919
14001550,0,0,12.50312588105919
14001700,0,0,12.50312588105919
14001850,0,0,12.50312588105919
14002000,0,0,12.50312588105919
14002150,0,0,12.50312588105919
14002300,0,0,12.50312588105919
14002450,0,0,12.50312588105919
14002600,0,0,12.50312588105919
14002750,0,0,12.50312588105919
14002900,0,0,12.50312588105919
14003050,0,0,12.50312588105919
14003200,0,0,12.50312588105919
14003350,0,0,12.50312588105919
14003500,0,0,12.50312588105919
14003650,0,0,12.50312588105919
14003800,0,0,12.50312588105919
14003950,0,0,12.50312588105919
14004100,0,0,12.50312588105919
14004250,0,0,12.50312588105919
14004400,0,0,12.50312588105919
14004550,0,0,12.50312588105919
14004700,0,0,12.50312588105919
14004850,0,0,12.50312588105919
14005000,0,0,12.50312588105919
14005150,0,0,12.50312588105919
14005300,0,0,12.50312588105919
14005450,0,0,12.50312588105919
14005600,0,0,12.50312588105919
14005750,0,0,12.50312588105919
14005900,0,0,12.50312588105919
14006050,0,0,12.50312588105919
14006200,0,0,12.50312588105919
14006350,0,0,12.50312588105919
14006500,0,0,12.50312588105919
14006650,0,0,12.50312588105919
14006800,0,0,12.50312588105919
14006950,0,0,12.50312588105919
14007100,0,0,12.50312588105919
14007250,0,0,12.50312588105919
14007400,0,0,12.50312588105919
14007550,0,0,12.50312588105919
14007700,0,0,12.50312588105919
14007850,0,0,12.50312588105919
14008000,0,0,12.50312588105919
14008150,0,0,12.50312588105919
14008300,0,0,12.50312588105919
14008450,0,0,12.50312588105919
14008600,0,0,12.50312588105919
14008750,0,0,12.50312588105919
14008900,0,0,12.50312588105919
14009050,0,0,12.50312588105919
14009200,0,0,12.50312588105919
14009350,0,0,12.50312588105919
14009500,0,0,12.50312588105919
14009650,0,0,12.50312588105919
14009800,0,0,12.50312588105919
14009950,0,0,12.50312588105919
14010100,0,0,12.50312588105919
14010250,0,0,12.50312588105919
14010400,0,0,12.50312588105919
14010550,0,0,12.50312588105919
14010700,0,0,12.50312588105919
14010850,0,0,12.50312588105919
14011000,0,0,12.50312588105919
14011150,0,0,12.50312588105919
14011300,0,0,12.50312588105919
14011450,0,0,12.50312588105919
14011600,0,0,12.50312588105919
14011750,0,0,12.50312588105919
14011900,0,0,12.50312588105919
14012050,0,0,12.50312588105919
14012200,0,0,12.50312588105919
14012350,0,0,12.50312588105919
14012500,0,0,12.50312588105919
14012650,0,0,12.50312588105919
14012800,0,0,12.50312588105919
14012950,0,0,12.50312588105919
14013100,0,0,12.50312588105919
14013250,0,0,12.50312588105919
14013400,0,0,12.50312588105919
14013550,0,0,12.50312588105919
14013700,0,0,12.50312588105919
14013850,0,0,12.50312588105919
14014000,0,0,12.50312588105919
14014150,0,0,12.50312588105919
14014300,0,0,12.50312588105919
14014450,0,0,12.50312588105919
14014600,0,0,12.50312588105919
14014750,0,0,12.50312588105919
14014900,0,0,12.50312588105919
14015050,0,0,12.50312588105919
14015200,0,0,12.50312588105919
14015350,0,0,12.50312588105919
14015500,0,0,12.50312588105919
14015650,0,0,12.50312588105919
14015800,0,0,12.50312588105919
14015950,0,0,12.50312588105919
14016100,0,0,12.50312588105919
14016250,0,0,12.50312588105919
14016400,0,0,12.50312588105919
14016550,0,0,12.50312588105919
14016700,0,0,12.50312588105919
14016850,0,0,12.50312588105919
14017000,0,0,12.50312588105919
14017150,0,0,12.50312588105919
14017300,0,0,12.50312588105919
14017450,0,0,12.50312588105919
14017600,0,0,12.50312588105919
14017750,0,0,12.50312588105919
14017900,0,0,12.50312588105919
14018050,0,0,12.50312588105919
14018200,0,0,12.50312588105919
14018350,0,0,12.50312588105919
14018500,0,0,12.50312588105919
14018650,0,0,12.50312588105919
14018800,0,0,12.50312588105919
14018950,0,0,12.50312588105919
14019100,0,0,12.50312588105919
14019250,0,0,12.50312588105919
14019400,0,0,12.50312588105919
14019550,0,0,12.50312588105919
14019700,0,0,12.50312588105919
14019850,0,0,12.50312588105919
14020000,0,0,12.50312588105919
14020150,0,0,12.50312588105919
14020300,0,0,12.50312588105919
14020450,0,0,12.50312588105919
14020600,0,0,12.50312588105919
14020750,0,0,12.50312588105919
14020900,0,0,12.50312588105919
14021050,0,0,12.50312588105919
14021200,0,0,12.50312588105919
14021350,0,0,12.50312588105919
14021500,0,0,12.50312588105919
14021650,0,0,12.50312588105919
14021800,0,0,12.50312588105919
14021950,0,0,12.50312588105919
14022100,0,0,12.50312588105919
14022250,0,0,12.50312588105919
14022400,0,0,12.50312588105919
14022550,0,0,12.50312588105919
14022700,0,0,12.50312588105919
14022850,0,0,12.50312588105919
14023000,0,0,12.50312588105919
14023150,0,0,12.50312588105919
14023300,0,0,12.50312588105919
14023450,0,0,12.50312588105919
14023600,0,0,12.50312588105919
14023750,0,0,12.50312588105919
14023900,0,0,12.50312588105919
14024050,0,0,12.50312588105919
14024200,0,0,12.50312588105919
14024350,0,0,12.50312588105919
14024500,0,0,12.50312588105919
14024650,0,0,12.50312588105919
14024800,0,0,12.50312588105919
14024950,0,0,12.50312588105919
14025100,0,0,12.50312588105919
14025250,0,0,12.50312588105919
14025400,0,0,12.50312588105919
14025550,0,0,12.50312588105919
14025700,0,0,12.50312588105919
14025850,0,0,12.50312588105919
14026000,0,0,12.50312588105919
14026150,0,0,12.50312588105919
14026300,0,0,12.50312588105919
14026450,0,0,12.50312588105919
14026600,0,0,12.50312588105919
14026750,0,0,12.50312588105919
14026900,0,0,12.50312588105919
14027050,0,0,12.50312588105919
14027200,0,0,12.50312588105919
14027350,0,0,12.50312588105919
14027500,0,0,12.50312588105919
14027650,0,0,12.50312588105919
14027800,0,0,12.50312588105919
14027950,0,0,12.50312588105919
14028100,0,0,12.50312588105919
14028250,0,0,12.50312588105919
14028400,0,0,12.50312588105919
14028550,0,0,12.50312588105919
14028700,0,0,12.50312588105919
14028850,0,0,12.50312588105919
14029000,0,0,12.50312588105919
14029150,0,0,12.50312588105919
14029300,0,0,12.50312588105919
14029450,0,0,12.50312588105919
14029600,0,0,12.50312588105919
14029750,0,0,12.50312588105919
14029900,0,0,12.50312588105919
14030050,0,0,12.50312588105919
14030200,0,0,12.50312588105919
14030350,0,0,12.50312588105919
14030500,0,0,12.50312588105919
14030650,0,0,12.50312588105919
14030800,0,0,12.50312588105919
14030950,0,0,12.50312588105919
14031100,0,0,12.50312588105919
14031250,0,0,12.50312588105919
14031400,0,0,12.50312588105919
14031550,0,0,12.50312588105919
14031700,0,0,12.50312588105919
14031850,0,0,12.50312588105919
14032000,0,0,12.50312588105919
14032150,0,0,12.50312588105919
14032300,0,0,12.50312588105919
14032450,0,0,12.50312588105919
14032600,0,0,12.50312588105919
14032750,0,0,12.50312588105919
14032900,0,0,12.50312588105919
14033050,0,0,12.50312588105919
14033200,0,0,12.50312588105919
14033350,0,0,12.50312588105919
14033500,0,0,12.50312588105919
14033650,0,0,12.50312588105919
14033800,0,0,12.50312588105919
14033950,0,0,12.50312588105919
14034100,0,0,12.50312588105919
14034250,0,0,12.50312588105919
14034400,0,0,12.50312588105919
14034550,0,0,12.50312588105919
14034700,0,0,12.50312588105919
14034850,0,0,12.50312588105919
14035000,0,0,12.50312588105919
14035150,0,0,12.50312588105919
14035300,0,0,12.50312588105919
14035450,0,0,12.50312588105919
14035600,0,0,12.50312588105919
14035750,0,0,12.50312588105919
14035900,0,0,12.50312588105919
14036050,0,0,12.50312588105919
14036200,0,0,12.50312588105919
14036350,0,0,12.50312588105919
14036500,0,0,12.50312588105919
14036650,0,0,12.50312588105919
14036800,0,0,12.50312588105919
14036950,0,0,12.50312588105919
14037100,0,0,12.50312588105919
14037250,0,0,12.50312588105919
14037400,0,0,12.50312588105919
14037550,0,0,12.50312588105919
14037700,0,0,12.50312588105919
14037850,0,0,12.50312588105919
14038000,0,0,12.50312588105919
14038150,0,0,12.50312588105919
14038300,0,0,12.50312588105919
14038450,0,0,12.50312588105919
14038600,0,0,12.50312588105919
14038750,0,0,12.50312588105919
14038900,0,0,12.50312588105919
14039050,0,0,12.50312588105919
14039200,0,0,12.50312588105919
14039350,0,0,12.50312588105919
14039500,0,0,12.50312588105919
14039650,0,0,12.50312588105919
14039800,0,0,12.50312588105919
14039950,0,0,12.50312588105919
14040100,0,0,12.50312588105919
14040250,0,0,12.50312588105919
14040400,0,0,12.50312588105919
14040550,0,0,12.50312588105919
14040700,0,0,12.50312588105919
14040850,0,0,12.50312588105919
14041000,0,0,12.50312588105919
14041150,0,0,12.50312588105919
14041300,0,0,12.50312588105919
14041450,0,0,12.50312588105919
14041600,0,0,12.50312588105919
14041750,0,0,12.50312588105919
14041900,0,0,12.50312588105919
14042050,0,0,12.50312588105919
14042200,0,0,12.50312588105919
14042350,0,0,12.50312588105919
14042500,0,0,12.50312588105919
14042650,0,0,12.50312588105919
14042800,0,0,12.50312588105919
14042950,0,0,12.50312588105919
14043100,0,0,12.50312588105919
14043250,0,0,12.50312588105919
14043400,0,0,12.50312588105919
14043550,0,0,12.50312588105919
14043700,0,0,12.50312588105919
14043850,0,0,12.50312588105919
14044000,0,0,12.50312588105919
14044150,0,0,12.50312588105919
14044300,0,0,12.50312588105919
14044450,0,0,12.50312588105919
14044600,0,0,12.50312588105919
14044750,0,0,12.50312588105919
14044900,0,0,12.50312588105919
14045050,0,0,12.50312588105919
14045200,0,0,12.50312588105919
14045350,0,0,12.50312588105919
14045500,0,0,12.50312588105919
14045650,0,0,12.50312588105919
14045800,0,0,12.50312588105919
14045950,0,0,12.50312588105919
14046100,0,0,12.50312588105919
14046250,0,0,12.50312588105919
14046400,0,0,12.50312588105919
14046550,0,0,12.50312588105919
14046700,0,0,12.50312588105919
14046850,0,0,12.50312588105919
14047000,0,0,12.50312588105919
14047150,0,0,12.50312588105919
14047300,0,0,12.50312588105919
14047450,0,0,12.50312588105919
14047600,0,0,12.50312588105919
14047750,0,0,12.50312588105919
14047900,0,0,12.50312588105919
14048050,0,0,12.50312588105919
14048200,0,0,12.50312588105919
14048350,0,0,12.50312588105919
14048500,0,0,12.50312588105919
14048650,0,0,12.50312588105919
14048800,0,0,12.50312588105919
14048950,0,0,12.50312588105919
14049100,0,0,12.50312588105919
14049250,0,0,12.50312588105919
14049400,0,0,12.50312588105919
14049550,0,0,12.50312588105919
14049700,0,0,12.50312588105919
14049850,0,0,12.50312588105919
14050000,0,0,12.50312588105919
14050150,0,0,12.50312588105919
14050300,0,0,12.50312588105919
14050450,0,0,12.50312588105919
14050600,0,0,12.50312588105919
14050750,0,0,12.50312588105919
14050900,0,0,12.50312588105919
14051050,0,0,12.50312588105919
14051200,0,0,12.50312588105919
14051350,0,0,12.50312588105919
14051500,0,0,12.50312588105919
14051650,0,0,12.50312588105919
14051800,0,0,12.50312588105919
14051950,0,0,12.50312588105919
14052100,0,0,12.50312588105919
14052250,0,0,12.50312588105919
14052400,0,0,12.50312588105919
14052550,0,0,12.50312588105919
14052700,0,0,12.50312588105919
14052850,0,0,12.50312588105919
14053000,0,0,12.50312588105919
14053150,0,0,12.50312588105919
14053300,0,0,12.50312588105919
14053450,0,0,12.50312588105919
14053600,0,0,12.50312588105919
14053750,0,0,12.50312588105919
14053900,0,0,12.50312588105919
14054050,0,0,12.50312588105919
14054200,0,0,12.50312588105919
14054350,0,0,12.50312588105919
14054500,0,0,12.50312588105919
14054650,0,0,12.50312588105919
14054800,0,0,12.50312588105919
14054950,0,0,12.50312588105919
14055100,0,0,12.50312588105919
14055250,0,0,12.50312588105919
14055400,0,0,12.50312588105919
14055550,0,0,12.50312588105919
14055700,0,0,12.50312588105919
14055850,0,0,12.50312588105919
14056000,0,0,12.50312588105919
14056150,0,0,12.50312588105919
14056300,0,0,12.50312588105919
14056450,0,0,12.50312588105919
14056600,0,0,12.50312588105919
14056750,0,0,12.50312588105919
14056900,0,0,12.50312588105919
14057050,0,0,12.50312588105919
14057200,0,0,12.50312588105919
14057350,0,0,12.50312588105919
14057500,0,0,12.50312588105919
14057650,0,0,12.50312588105919
14057800,0,0,12.50312588105919
14057950,0,0,12.50312588105919
14058100,0,0,12.50312588105919
14058250,0,0,12.50312588105919
14058400,0,0,12.50312588105919
14058550,0,0,12.50312588105919
14058700,0,0,12.50312588105919
14058850,0,0,12.50312588105919
14059000,0,0,12.50312588105919
14059150,0,0,12.50312588105919
14059300,0,0,12.50312588105919
14059450,0,0,12.50312588105919
14059600,0,0,12.50312588105919
14059750,0,0,12.50312588105919
14059900,0,0,12.50312588105919
14060050,0,0,12.50312588105919
14060200,0,0,12.50312588105919
14060350,0,0,12.50312588105919
14060500,0,0,12.50312588105919
14060650,0,0,12.50312588105919
14060800,0,0,12.50312588105919
14060950,0,0,12.50312588105919
14061100,0,0,12.50312588105919
14061250,0,0,12.50312588105919
14061400,0,0,12.50312588105919
14061550,0,0,12.50312588105919
14061700,0,0,12.50312588105919
14061850,0,0,12.50312588105919
14062000,0,0,12.50312588105919
14062150,0,0,12.50312588105919
14062300,0,0,12.50312588105919
14062450,0,0,12.50312588105919
14062600,0,0,12.50312588105919
14062750,0,0,12.50312588105919
14062900,0,0,12.50312588105919
14063050,0,0,12.50312588105919
14063200,0,0,12.50312588105919
14063350,0,0,12.50312588105919
14063500,0,0,12.50312588105919
14063650,0,0,12.50312588105919
14063800,0,0,12.50312588105919
14063950,0,0,12.50312588105919
14064100,0,0,12.50312588105919
14064250,0,0,12.50312588105919
14064400,0,0,12.50312588105919
14064550,0,0,12.50312588105919
14064700,0,0,12.50312588105919
14064850,0,0,12.50312588105919
14065000,0,0,12.50312588105919
14065150,0,0,12.50312588105919
14065300,0,0,12.50312588105919
14065450,0,0,12.50312588105919
14065600,0,0,12.50312588105919
14065750,0,0,12.50312588105919
14065900,0,0,12.50312588105919
14066050,0,0,12.50312588105919
14066200,0,0,12.50312588105919
14066350,0,0,12.50312588105919
14066500,0,0,12.50312588105919
14066650,0,0,12.50312588105919
14066800,0,0,12.50312588105919
14066950,0,0,12.50312588105919
14067100,0,0,12.50312588105919
14067250,0,0,12.50312588105919
14067400,0,0,12.50312588105919
14067550,0,0,12.50312588105919
14067700,0,0,12.50312588105919
14067850,0,0,12.50312588105919
14068000,0,0,12.50312588105919
14068150,0,0,12.50312588105919
14068300,0,0,12.50312588105919
14068450,0,0,12.50312588105919
14068600,0,0,12.50312588105919
14068750,0,0,12.50312588105919
14068900,0,0,12.50312588105919
14069050,0,0,12.50312588105919
14069200,0,0,12.50312588105919
14069350,0,0,12.50312588105919
14069500,0,0,12.50312588105919
14069650,0,0,12.50312588105919
14069800,0,0,12.50312588105919
14069950,0,0,12.50312588105919
14070100,0,0,12.50312588105919
14070250,0,0,12.50312588105919
14070400,0,0,12.50312588105919
14070550,0,0,12.50312588105919
14070700,0,0,12.50312588105919
14070850,0,0,12.50312588105919
14071000,0,0,12.50312588105919
14071150,0,0,12.50312588105919
14071300,0,0,12.50312588105919
14071450,0,0,12.50312588105919
14071600,0,0,12.50312588105919
14071750,0,0,12.50312588105919
14071900,0,0,12.50312588105919
14072050,0,0,12.50312588105919
14072200,0,0,12.50312588105919
14072350,0,0,12.50312588105919
14072500,0,0,12.50312588105919
14072650,0,0,12.50312588105919
14072800,0,0,12.50312588105919
14072950,0,0,12.50312588105919
14073100,0,0,12.50312588105919
14073250,0,0,12.50312588105919
14073400,0,0,12.50312588105919
14073550,0,0,12.50312588105919
14073700,0,0,12.50312588105919
14073850,0,0,12.50312588105919
14074000,0,0,12.50312588105919
14074150,0,0,12.50312588105919
14074300,0,0,12.50312588105919
14074450,0,0,12.50312588105919
14074600,0,0,12.50312588105919
14074750,0,0,12.50312588105919
14074900,0,0,12.50312588105919
14075050,0,0,12.50312588105919
14075200,0,0,12.50312588105919
14075350,0,0,12.50312588105919
14075500,0,0,12.50312588105919
14075650,0,0,12.50312588105919
14075800,0,0,12.50312588105919
14075950,0,0,12.50312588105919
14076100,0,0,12.50312588105919
14076250,0,0,12.50312588105919
14076400,0,0,12.50312588105919
14076550,0,0,12.50312588105919
14076700,0,0,12.50312588105919
14076850,0,0,12.50312588105919
14077000,0,0,12.50312588105919
14077150,0,0,12.50312588105919
14077300,0,0,12.50312588105919
14077450,0,0,12.50312588105919
14077600,0,0,12.50312588105919
14077750,0,0,12.50312588105919
14077900,0,0,12.50312588105919
14078050,0,0,12.50312588105919
14078200,0,0,12.50312588105919
14078350,0,0,12.50312588105919
14078500,0,0,12.50312588105919
14078650,0,0,12.50312588105919
14078800,0,0,12.50312588105919
14078950,0,0,12.50312588105919
14079100,0,0,12.50312588105919
14079250,0,0,12.50312588105919
14079400,0,0,12.50312588105919
14079550,0,0,12.50312588105919
14079700,0,0,12.50312588105919
14079850,0,0,12.50312588105919
14080000,0,0,12.50312588105919
14080150,0,0,12.50312588105919
14080300,0,0,12.50312588105919
14080450,0,0,12.50312588105919
14080600,0,0,12.50312588105919
14080750,0,0,12.50312588105919
14080900,0,0,12.50312588105919
14081050,0,0,12.50312588105919
14081200,0,0,12.50312588105919
14081350,0,0,12.50312588105919
14081500,0,0,12.50312588105919
14081650,0,0,12.50312588105919
14081800,0,0,12.50312588105919
14081950,0,0,12.50312588105919
14082100,0,0,12.50312588105919
14082250,0,0,12.50312588105919
14082400,0,0,12.50312588105919
14082550,0,0,12.50312588105919
14082700,0,0,12.50312588105919
14082850,0,0,12.50312588105919
14083000,0,0,12.50312588105919
14083150,0,0,12.50312588105919
14083300,0,0,12.50312588105919
14083450,0,0,12.50312588105919
14083600,0,0,12.50312588105919
14083750,0,0,12.50312588105919
14083900,0,0,12.50312588105919
14084050,0,0,12.50312588105919
14084200,0,0,12.50312588105919
14084350,0,0,12.50312588105919
14084500,0,0,12.50312588105919
14084650,0,0,12.50312588105919
14084800,0,0,12.50312588105919
14084950,0,0,12.50312588105919
14085100,0,0,12.50312588105919
14085250,0,0,12.50312588105919
14085400,0,0,12.50312588105919
14085550,0,0,12.50312588105919
14085700,0,0,12.50312588105919
14085850,0,0,12.50312588105919
14086000,0,0,12.50312588105919
14086150,0,0,12.50312588105919
14086300,0,0,12.50312588105919
14086450,0,0,12.50312588105919
14086600,0,0,12.50312588105919
14086750,0,0,12.50312588105919
14086900,0,0,12.50312588105919
14087050,0,0,12.50312588105919
14087200,0,0,12.50312588105919
14087350,0,0,12.50312588105919
14087500,0,0,12.50312588105919
14087650,0,0,12.50312588105919
14087800,0,0,12.50312588105919
14087950,0,0,12.50312588105919
14088100,0,0,12.50312588105919
14088250,0,0,12.50312588105919
14088400,0,0,12.50312588105919
14088550,0,0,12.50312588105919
14088700,0,0,12.50312588105919
14088850,0,0,12.50312588105919
14089000,0,0,12.50312588105919
14089150,0,0,12.50312588105919
14089300,0,0,12.50312588105919
14089450,0,0,12.50312588105919
14089600,0,0,12.50312588105919
14089750,0,0,12.50312588105919
14089900,0,0,12.50312588105919
14090050,0,0,12.50312588105919
14090200,0,0,12.50312588105919
14090350,0,0,12.50312588105919
14090500,0,0,12.50312588105919
14090650,0,0,12.50312588105919
14090800,0,0,12.50312588105919
14090950,0,0,12.50312588105919
14091100,0,0,12.50312588105919
14091250,0,0,12.50312588105919
