blocknumber,volume USDT for 5% slippage
11768950,6345864.354048959
11769100,6348302.992786908
11769250,6347974.6551086735
11769400,6378422.696401308
11769550,6369638.793431738
11769700,6376849.799069041
11769850,6377725.232334635
11770000,6369374.071977803
11770150,6386374.624083426
11770300,6381417.803646514
11770450,6374264.885113105
11770600,6370807.068434105
11770750,6358221.327238091
11770900,6349111.470509165
11771050,6344012.575657788
11771200,6349470.778226115
11771350,6320502.211242959
11771500,6321059.267389935
11771650,6313032.614765143
11771800,6318537.803279951
11771950,6269077.126281166
11772100,6276765.109592106
11772250,6287621.629916519
11772400,6304689.734447623
11772550,6296333.299708786
11772700,6303202.719222264
11772850,6299779.698110691
11773000,6340289.616995144
11773150,6341926.971937841
11773300,6364054.519320111
11773450,6383811.63138068
11773600,6391004.037144945
11773750,6361571.238626333
11773900,6388017.406845777
11774050,6329917.430453051
11774200,6326222.934601588
11774350,6301648.1079152245
11774500,6308918.294733208
11774650,6319395.330771524
11774800,6329502.7572797965
11774950,6328728.061978527
11775100,6340803.346304154
11775250,6350105.557011728
11775400,6376942.855029901
11775550,6402407.329300526
11775700,6408198.572061045
11775850,6343733.4265201995
11776000,6386032.595028686
11776150,6361748.880268003
11776300,6365814.889228
11776450,6379215.219903741
11776600,6348940.6923903655
11776750,6341028.484508624
11776900,6357756.253824314
11777050,6368354.698696416
11777200,6353576.069494154
11777350,6334218.04434089
11777500,6357837.875228209
11777650,6365574.275493848
11777800,6362532.488709686
11777950,6455591.11481442
11778100,6449029.395108736
11778250,6445178.64173141
11778400,6452466.287710585
11778550,6457275.988781645
11778700,6452614.847568543
11778850,6518463.242972193
11779000,6491985.283716626
11779150,6526072.886062634
11779300,6526300.312658057
11779450,6534290.96530785
11779600,6553815.738769943
11779750,6533139.414785856
11779900,6515846.447624163
11780050,6528845.490399652
11780200,6526945.120287625
11780350,6513892.48200668
11780500,6500190.198860899
11780650,6526996.752182912
11780800,6544189.941714479
11780950,6552992.796824461
11781100,6569183.472862212
11781250,6574071.220351689
11781400,6601747.230475204
11781550,6608675.593810152
11781700,6635185.3774942495
11781850,6639534.0184016805
11782000,6633365.212859377
11782150,6572512.58682299
11782300,6585545.094776577
11782450,6569480.466399417
11782600,6598740.492009359
11782750,6593318.281557695
11782900,6621746.896814427
11783050,6632245.476869041
11783200,6587371.128157165
11783350,6615371.726401521
11783500,6625979.2064618375
11783650,6647795.053847895
11783800,6652779.729736017
11783950,6631599.091521321
11784100,6681919.815240702
11784250,6700143.841433104
11784400,6813969.212782644
11784550,7025993.610877731
11784700,7074440.358478092
11784850,7072108.0981879
11785000,7064699.155144833
11785150,7060284.419124051
11785300,7049517.066924458
11785450,7054572.592867311
11785600,7063809.968009162
11785750,7071435.0523772575
11785900,7065390.401767309
11786050,7092940.02996901
11786200,7084326.530468951
11786350,7110516.942664835
11786500,7135649.940406755
11786650,7132301.708839618
11786800,7165383.018328426
11786950,7165089.04213432
11787100,7133476.676987362
11787250,7161036.048159501
11787400,7115199.986196262
11787550,7098574.51069031
11787700,7121606.956512725
11787850,7126234.295310212
11788000,7116969.433905367
11788150,7160988.008087038
11788300,7149445.429194885
11788450,7150338.399590058
11788600,7141579.074511679
11788750,7149096.108149042
11788900,7043401.1429469
11789050,7052340.957595987
11789200,7094584.718588483
11789350,7106462.2735684775
11789500,7086257.938881274
11789650,7057508.867647214
11789800,7068997.81321994
11789950,7080399.058734873
11790100,7077119.675126888
11790250,7078765.818890507
11790400,7032752.501609261
11790550,6980821.836004952
11790700,6973129.973633318
11790850,6987567.797688635
11791000,7052629.318165161
11791150,7083280.71303599
11791300,7071741.995367469
11791450,7084388.579098571
11791600,7116374.665653367
11791750,7084018.553666432
11791900,7123809.079769954
11792050,7101167.238353932
11792200,7096818.060169945
11792350,7089920.247981906
11792500,7031333.052349751
11792650,7054804.712783599
11792800,7051806.740474167
11792950,7026545.514581244
11793100,7042522.794311406
11793250,7053851.764583631
11793400,7025183.613878
11793550,7019368.270380898
11793700,7034038.693145311
11793850,7094998.351833729
11794000,7090248.240774957
11794150,7085830.862806318
11794300,7088152.605103059
11794450,7085498.485824006
11794600,7095025.684132794
11794750,7108800.253144698
11794900,7112134.152922733
11795050,7124803.124384162
11795200,7118354.7906130515
11795350,7127972.648410751
11795500,7125029.744952779
11795650,7097922.715475386
11795800,7086226.617519777
11795950,7089176.085361366
11796100,7108099.283655047
11796250,7119343.317067899
11796400,7112898.950694983
11796550,7122559.065897266
11796700,7190693.161602571
11796850,7200418.516821415
11797000,7223137.943906159
11797150,7238454.132614735
11797300,7262130.964228066
11797450,7253276.502980251
11797600,7236893.315099319
11797750,7235113.298859447
11797900,7217776.700266265
11798050,7203315.589430481
11798200,7207356.207635011
11798350,7205684.020436731
11798500,7236499.518291365
11798650,7234765.011320676
11798800,7231389.367594546
11798950,7224040.445646573
11799100,7207944.054901947
11799250,7241767.071692057
11799400,7253420.140293157
11799550,7282877.3659730535
11799700,7249454.588693565
11799850,7139855.706441905
11800000,7186250.678366694
11800150,7169304.80937662
11800300,7147425.16021027
11800450,7176103.8088296745
11800600,7197658.656549271
11800750,7184755.819976935
11800900,7152652.649220569
11801050,7163431.681198529
11801200,7185636.403390061
11801350,7185284.057578787
11801500,7178456.397650011
11801650,7199935.105156899
11801800,7230566.583190857
11801950,7244582.02736863
11802100,7220661.648702782
11802250,7214367.931851944
11802400,7218949.015245303
11802550,7215332.546131477
11802700,7188856.125249681
11802850,7215173.857798945
11803000,7211745.1666668765
11803150,7229320.350509934
11803300,7430240.329742689
11803450,7433393.555695574
11803600,7432287.66160264
11803750,7394620.45023353
11803900,7416980.4106476
11804050,7416931.562189044
11804200,7423953.8067954825
11804350,7431739.471184171
11804500,7429936.620926614
11804650,7447842.064102531
11804800,7438554.67505968
11804950,7413776.416358013
11805100,7418438.547722118
11805250,7439895.286445843
11805400,7454115.228586379
11805550,7436675.348952375
11805700,7405525.363751596
11805850,7382064.596459648
11806000,7396827.50438801
11806150,7396368.236741258
11806300,7380781.13119426
11806450,7312938.395907807
11806600,7279302.294323003
11806750,7297942.850378255
11806900,7273904.5458843075
11807050,7288433.939668678
11807200,7234210.073796427
11807350,7261527.05623809
11807500,7267506.284081941
11807650,7271306.037067862
11807800,7300845.139314753
11807950,7327030.091262842
11808100,7339457.596313242
11808250,7355750.074442905
11808400,7360938.373818843
11808550,7348699.591350332
11808700,7371125.881459886
11808850,7380878.749000723
11809000,7337372.816609533
11809150,7330076.483032262
11809300,7320372.608265882
11809450,7323814.131129054
11809600,7288365.950119682
11809750,7255003.0323461015
11809900,7274361.338804423
11810050,7246375.773534994
11810200,7197852.371412301
11810350,7132772.653398972
11810500,7212648.113556958
11810650,7276001.674905166
11810800,7247115.486935463
11810950,7273363.505057113
11811100,7309174.104233356
11811250,7300613.62289547
11811400,7260929.549052666
11811550,7280798.230376893
11811700,7307168.034081829
11811850,7318062.357462481
11812000,7323521.925967803
11812150,7332014.848128149
11812300,7353349.159923432
11812450,7360306.424577169
11812600,7353852.858276054
11812750,7332991.1382976845
11812900,7302468.843063044
11813050,7326761.546728625
11813200,7303276.016026943
11813350,7309115.2736950945
11813500,7312225.671729891
11813650,7367569.409673325
11813800,7373731.598465592
11813950,7369302.39196326
11814100,7375358.637811229
11814250,7344923.906074261
11814400,7324079.30978578
11814550,7354392.950358359
11814700,7363504.094585738
11814850,7334017.660443691
11815000,7352078.244141431
11815150,7345535.214073583
11815300,7344034.721224592
11815450,7376513.019800143
11815600,7395547.301517164
11815750,7386301.807316836
11815900,7448006.3064893605
11816050,7474571.35028785
11816200,7417621.889428567
11816350,7455188.453781749
11816500,7441735.016926351
11816650,7488151.5156163005
11816800,7529663.53956942
11816950,7470125.164270578
11817100,7437954.497545938
11817250,7467012.889997907
11817400,7448483.424615806
11817550,7425921.1770130955
11817700,7470180.461991426
11817850,7463055.248510788
11818000,7473222.721123643
11818150,7482539.3677666355
11818300,7487130.471776219
11818450,7465602.634951848
11818600,7479693.355618441
11818750,7505810.171907251
11818900,7582726.039257598
11819050,7577171.894660199
11819200,7588524.505663243
11819350,7572110.673746246
11819500,7543243.586870311
11819650,7531974.658502441
11819800,7520100.6055673715
11819950,7553419.8064615335
11820100,7555810.576134697
11820250,7568140.798183505
11820400,7553420.455067433
11820550,7542637.7988534365
11820700,7557511.814712219
11820850,7539033.20753974
11821000,7536089.820825542
11821150,7593811.194506259
11821300,7603658.530568952
11821450,7618696.737179964
11821600,7554286.854220075
11821750,7545819.763512482
11821900,7505587.446279514
11822050,7515540.517710224
11822200,7528923.103538041
11822350,7492469.116797781
11822500,7429500.492087048
11822650,7443895.207135778
11822800,7459405.1754636085
11822950,7467160.646534193
11823100,7465446.566972898
11823250,7452505.82466816
11823400,7433265.238397
11823550,7445623.344169003
11823700,7439214.123225566
11823850,7444137.24462547
11824000,7444762.197711114
11824150,7447640.266623683
11824300,7458476.89937349
11824450,7489340.693931736
11824600,7472673.805319216
11824750,7465035.180375091
11824900,7474169.640789908
11825050,7469415.453840681
11825200,7477756.647970263
11825350,7494884.352186742
11825500,7488752.592411206
11825650,7526503.516645057
11825800,7522024.410547646
11825950,7541525.84604231
11826100,7576063.244391106
11826250,7569362.02717373
11826400,7562514.353478671
11826550,7514400.09076622
11826700,7533710.982082231
11826850,7538729.197170222
11827000,7547227.025135951
11827150,7568525.733169839
11827300,7564033.6245225435
11827450,7569581.789174809
11827600,7602155.910187156
11827750,7556145.672049328
11827900,7558863.834507671
11828050,7535140.006766832
11828200,7547220.226522795
11828350,7532172.629575309
11828500,7510629.362962002
11828650,7508290.720033943
11828800,7457336.562235632
11828950,7455464.7921154965
11829100,7455934.3741868455
11829250,7474527.751351946
11829400,7441126.066937013
11829550,7420831.688339857
11829700,7366932.186616523
11829850,7418190.606479175
11830000,7409159.781400407
11830150,7422106.990622204
11830300,7413889.518966844
11830450,7422267.489909746
11830600,7416212.029740583
11830750,7431455.97869903
11830900,7423467.50593177
11831050,7397880.785971655
11831200,7392869.326578521
11831350,7381915.555196996
11831500,7417678.946452409
11831650,7420034.115975954
11831800,7438915.831795309
11831950,7412892.959403563
11832100,7416624.713672522
11832250,7362224.136108572
11832400,7379781.756230529
11832550,7384431.192919614
11832700,7397043.706524247
11832850,7410189.127082528
11833000,7422104.887016951
11833150,7385772.748267852
11833300,7390601.507376419
11833450,7383377.298452418
11833600,7385278.4721520655
11833750,7396074.429072073
11833900,7419276.851634538
11834050,7429028.629619689
11834200,7424503.922520273
11834350,7437552.139966674
11834500,7445355.195201071
11834650,7470839.870970812
11834800,7496424.175219361
11834950,7500189.382009672
11835100,7483476.283659836
11835250,7527245.234990267
11835400,7528800.105565425
11835550,7589781.217098251
11835700,7546597.629006166
11835850,7552251.031943946
11836000,7564793.999697928
11836150,7554577.423121725
11836300,7567693.227100779
11836450,7560470.000233895
11836600,7541422.444515724
11836750,7547335.417256966
11836900,7542693.675210408
11837050,7551382.66111757
11837200,7556423.7332552215
11837350,7536640.590801424
11837500,7563297.604789799
11837650,7509413.410931472
11837800,7503365.567284637
11837950,7509760.918923408
11838100,7524856.043130126
11838250,7538129.603847252
11838400,7538764.011993924
11838550,7560504.955248786
11838700,7565900.14764217
11838850,7544466.364543694
11839000,7550536.800150414
11839150,7540923.352619619
11839300,7524660.9030027045
11839450,7516002.177744774
11839600,7487762.728322394
11839750,7465847.954860315
11839900,7486877.762591414
11840050,7503172.771756101
11840200,7483618.268408906
11840350,7496943.426287727
11840500,7507960.888543939
11840650,7515835.302728601
11840800,7510808.169510905
11840950,7492839.169603621
11841100,7504095.530968699
11841250,7510011.680893006
11841400,7513662.074416752
11841550,7528084.350501993
11841700,7515076.597204207
11841850,7520459.077738165
11842000,7534587.466546368
11842150,7548083.074856572
11842300,7536372.170064498
11842450,7503056.567973319
11842600,7508486.94637194
11842750,7535906.371438309
11842900,7570309.44528767
11843050,7588874.790567939
11843200,7600482.973870512
11843350,7620359.542600953
11843500,7609245.212063091
11843650,7615848.207061774
11843800,7612492.397107352
11843950,7640764.235466914
11844100,7643130.272050308
11844250,7628913.322453208
11844400,7634319.4182158
11844550,7634976.57182752
11844700,7629096.181195002
11844850,7626505.446542022
11845000,7634561.62774302
11845150,7650862.098687596
11845300,7643550.719501055
11845450,7650283.670055316
11845600,7657177.752895317
11845750,7650530.782861732
11845900,7657851.29607727
11846050,7663024.905903259
11846200,7658952.791970322
11846350,7654169.113518907
11846500,7633434.803746689
11846650,7635454.489364741
11846800,7629843.7257111
11846950,7628383.001449691
11847100,7572488.12404152
11847250,7605895.116677454
11847400,7614478.707626672
11847550,7650966.348997733
11847700,7618079.897922935
11847850,7613212.202871466
11848000,7577824.003665913
11848150,7550655.3174793115
11848300,7613452.415373169
11848450,7610458.387041632
11848600,7626486.241559559
11848750,7616908.894245775
11848900,7604966.035111468
11849050,7648134.036696099
11849200,7637434.362087838
11849350,7645943.555405784
11849500,7627287.479626462
11849650,7624887.23494362
11849800,7595647.90822553
11849950,7613781.374955576
11850100,7601777.415308133
11850250,7606238.138728574
11850400,7600758.848758889
11850550,7591865.771034582
11850700,7600906.2031305395
11850850,7617946.924231203
11851000,7622128.702561876
11851150,7629048.99955537
11851300,7594452.252181623
11851450,7590394.644281108
11851600,7596023.235328474
11851750,7610158.703939161
11851900,7611555.109398375
11852050,7630898.683750833
11852200,7626052.353685474
11852350,7590656.2106782645
11852500,7594305.790848016
11852650,7560136.707383314
11852800,7568278.991367096
11852950,7583384.594350006
11853100,7622848.685436405
11853250,6864965.419165809
11853400,6857632.730550727
11853550,6852993.957279148
11853700,6852953.678878266
11853850,6844264.237678105
11854000,6837180.420122689
11854150,6867069.782607622
11854300,6863824.285546927
11854450,6850218.981273899
11854600,6851804.381529173
11854750,6854289.632509205
11854900,6857253.473976482
11855050,6858935.892768798
11855200,6815286.76271137
11855350,6814459.995192893
11855500,6791768.67890056
11855650,6774606.306931514
11855800,6789325.377841901
11855950,6797765.319511681
11856100,6805774.259699208
11856250,6810169.782027851
11856400,6795355.907540529
11856550,6790694.78982954
11856700,6792423.427937969
11856850,6802590.824763359
11857000,6813082.879580055
11857150,6816422.590049679
11857300,6829132.299709126
11857450,6828539.1341108885
11857600,6831443.791113469
11857750,6823781.785101105
11857900,6800076.15762122
11858050,6796341.631506467
11858200,6808816.27138317
11858350,6752117.32527493
11858500,6730359.702957725
11858650,6651820.64068112
11858800,6686506.476161173
11858950,6664577.915397169
11859100,6658225.5801231675
11859250,6679560.767494618
11859400,6691537.40541911
11859550,6684716.300953147
11859700,6726947.0858299015
11859850,6724952.998330826
11860000,6731258.514900645
11860150,6742787.414914982
11860300,6758629.649823364
11860450,6762824.660461264
11860600,6752160.992032202
11860750,6747844.2699517235
11860900,6762946.41883306
11861050,6773744.089987017
11861200,6795934.0668312125
11861350,6790037.7498960085
11861500,6822614.478996163
11861650,6827364.995989738
11861800,6836867.955335174
11861950,6825077.731406521
11862100,6811405.909271053
11862250,6828470.324907433
11862400,6874690.908159525
11862550,6865209.643219271
11862700,6858903.354373459
11862850,6849895.905494329
11863000,6858058.638023108
11863150,6850494.5715545695
11863300,6865321.323321577
11863450,6906760.297206942
11863600,6923996.298967278
11863750,6816318.597210195
11863900,6800999.679338856
11864050,6773822.595950749
11864200,6796539.532185776
11864350,6784184.499255797
11864500,6758883.073819894
11864650,6770188.574596219
11864800,6798330.718457628
11864950,6814078.913064885
11865100,6829667.512955201
11865250,6819932.043616686
11865400,6850882.467480147
11865550,6858195.245397297
11865700,6862598.79055207
11865850,6848781.807856729
11866000,6844066.46447622
11866150,6840827.4140105825
11866300,6821992.976134636
11866450,6831983.818243834
11866600,6833905.969166665
11866750,6840923.637628014
11866900,6846711.530725522
11867050,6846159.548764311
11867200,6846892.108422739
11867350,6831032.406975709
11867500,6816929.542157584
11867650,6823621.882688591
11867800,6840800.111464464
11867950,6854676.71832653
11868100,6835678.274870946
11868250,6811521.846213905
11868400,6825693.081772057
11868550,6822526.402749692
11868700,6832202.952466228
11868850,6814157.614037582
11869000,6797903.947475736
11869150,6783727.014113505
11869300,6783226.231842738
11869450,6765584.78720807
11869600,6797546.35153031
11869750,6790716.712686777
11869900,6769968.909050988
11870050,6759994.121534372
11870200,6781042.372860957
11870350,6776587.514574889
11870500,6787169.412977796
11870650,6802764.545678467
11870800,6807400.672226206
11870950,6828167.861849264
11871100,6832031.64981767
11871250,6817728.111896999
11871400,6819412.938462157
11871550,6827165.7341873245
11871700,6829511.600851109
11871850,6802193.387352427
11872000,6788189.8613993125
11872150,6778188.997426751
11872300,6770941.485644735
11872450,6781927.769828208
11872600,6790745.78444173
11872750,6814181.3594835065
11872900,6833924.352990955
11873050,6863446.680189218
11873200,6863813.480943102
11873350,6860194.646692588
11873500,6871275.137920483
11873650,6893107.489665367
11873800,6986599.160672944
11873950,6987341.526447637
11874100,6988597.099596374
11874250,6988805.879716573
11874400,7024646.059878196
11874550,7009252.4786589425
11874700,6996318.239354171
11874850,7008280.640476473
11875000,6989713.068688931
11875150,7005514.92268391
11875300,6987488.984523738
11875450,6978357.940173022
11875600,6998186.88937358
11875750,6992414.61865374
11875900,7018570.573405467
11876050,7011584.259701787
11876200,7012332.314209326
11876350,7038573.373615479
11876500,7037346.809500726
11876650,7037659.942064682
11876800,7036818.278578683
11876950,7061059.489630998
11877100,7061573.51525658
11877250,7045565.604165269
11877400,7050468.0282887425
11877550,7079588.331192477
11877700,7076193.831552409
11877850,7124237.276535524
11878000,7153117.192333052
11878150,7155262.365580203
11878300,7124727.397983205
11878450,7128021.017678193
11878600,7092789.234870474
11878750,7115171.789701436
11878900,7152908.638521381
11879050,7139967.032006411
11879200,7148067.538820516
11879350,7151918.409050888
11879500,7124555.771180638
11879650,7142021.838157406
11879800,7134082.040539645
11879950,7141721.773948365
11880100,7143979.033047797
11880250,7173488.029081342
11880400,7168702.015626035
11880550,7154598.593883221
11880700,7134878.720163898
11880850,7114248.471599591
11881000,7131229.23166983
11881150,7131912.804113504
11881300,7146274.707048472
11881450,7147974.684594536
11881600,7124688.428653699
11881750,7115531.147187245
11881900,7158987.315899643
11882050,7160596.528247424
11882200,7167104.320128688
11882350,7104616.486910838
11882500,7131045.899718104
11882650,7138184.140198162
11882800,7128359.898047948
11882950,7140483.990117993
11883100,7129238.438251266
11883250,7148884.738952009
11883400,7155963.089164486
11883550,7145979.272134278
11883700,7472663.991723566
11883850,7467737.980668945
11884000,7490584.871767772
11884150,7480597.262003949
11884300,7470827.1869194545
11884450,7442789.178104099
11884600,7436450.135815887
11884750,7437206.504466998
11884900,7447965.669560215
11885050,7431155.968749498
11885200,7427370.007099638
11885350,7433847.79511131
11885500,7431862.125022372
11885650,7440938.743873422
11885800,7470800.985908048
11885950,7479813.770206897
11886100,7486168.96717621
11886250,7442802.3773970455
11886400,7447571.419510013
11886550,7471436.190910885
11886700,7475113.850541285
11886850,7481262.67106289
11887000,7473626.87203232
11887150,7478144.051344303
11887300,7475029.134289107
11887450,7480237.014618741
11887600,7447329.645068217
11887750,7451212.711704595
11887900,7456301.086066425
11888050,7453270.287804702
11888200,7458456.979679832
11888350,7475138.282084474
11888500,7501591.008007528
11888650,7505889.26697031
11888800,7511070.935823005
11888950,7511041.860102728
11889100,7512529.796730201
11889250,7510504.843761736
11889400,7494659.6342489505
11889550,7492027.556014314
11889700,7485127.741201309
11889850,7530189.548960438
11890000,7526174.080248039
11890150,7522826.172576902
11890300,7525628.940677381
11890450,7530678.754097885
11890600,7494120.752363423
11890750,7511733.263321314
11890900,7506991.9616963025
11891050,7511146.892827459
11891200,7514085.412443778
11891350,7562505.861559939
11891500,7578482.733152958
11891650,7636315.664789048
11891800,7615693.8599105915
11891950,7624164.26452879
11892100,7621381.012383521
11892250,7617866.302663097
11892400,7629023.312264912
11892550,7604899.1083692685
11892700,7598541.83796443
11892850,7595206.351345461
11893000,7611132.912518997
11893150,7619685.322589321
11893300,7602452.927904485
11893450,7616507.557258936
11893600,7619888.730937667
11893750,7617845.498601052
11893900,7638923.51952358
11894050,7649944.967933563
11894200,7657799.4185854625
11894350,7637853.914994061
11894500,7608830.533429264
11894650,7580109.101750776
11894800,7610132.481369251
11894950,7622391.47063815
11895100,7637905.339809419
11895250,7630207.994635054
11895400,7626441.206994423
11895550,7632423.9117068965
11895700,7617795.926349689
11895850,7621064.043382291
11896000,7609136.773807311
11896150,7610741.163766298
11896300,7601209.770327162
11896450,7584186.012444101
11896600,7509968.8777595665
11896750,7512917.512219087
11896900,7489701.305762151
11897050,7492361.187564939
11897200,7526738.839131843
11897350,7540292.667141481
11897500,7546323.553164933
11897650,7580165.319697367
11897800,7572912.6004696805
11897950,7594082.806950251
11898100,7576626.276322104
11898250,7571196.761139677
11898400,7599525.691687907
11898550,7601914.864900429
11898700,7594589.672565665
11898850,7581233.569815988
11899000,7533363.693420578
11899150,7567852.279274594
11899300,7570031.675306022
11899450,7590305.417461948
11899600,7558253.67405601
11899750,7622947.857250739
11899900,7648856.476430786
11900050,7667402.994204315
11900200,7653506.689991785
11900350,7633379.5523769315
11900500,7624629.327731169
11900650,7634213.308863102
11900800,7625124.605516516
11900950,7648599.612784356
11901100,7448738.833855245
11901250,7470091.5926209735
11901400,7468063.563537477
11901550,7467698.889598886
11901700,7476098.944214053
11901850,7467933.056114954
11902000,7470280.241273822
11902150,7519506.9354396295
11902300,7521931.356216295
11902450,7495369.705669051
11902600,7447334.46683316
11902750,7453844.955473689
11902900,7447234.753836638
11903050,7445237.242262519
11903200,7445134.147705065
11903350,7460574.802919206
11903500,7464025.180553594
11903650,7435062.677582478
11903800,7423324.405298835
11903950,7437665.482089518
11904100,7420285.169323202
11904250,7414937.749663946
11904400,7406872.10782285
11904550,7360307.10132112
11904700,7345228.0072128065
11904850,6502934.882291988
11905000,6244342.288778421
11905150,6227250.295686425
11905300,6240049.863145097
11905450,6232105.011173203
11905600,6242505.311791407
11905750,6243171.99604832
11905900,6210158.631363327
11906050,6208829.770845847
11906200,6157989.434788928
11906350,6184505.121357115
11906500,6290883.679276482
11906650,6279663.69532989
11906800,6198663.384013492
11906950,6198584.323951573
11907100,6193552.156463512
11907250,6151623.502296947
11907400,6067319.108515684
11907550,6169956.460415003
11907700,6144991.2283584215
11907850,6161682.020588514
11908000,6166688.009578486
11908150,6316654.638474471
11908300,6307079.115532629
11908450,6301062.331847838
11908600,6337987.440017941
11908750,6358684.471722958
11908900,6398157.864585574
11909050,6424632.24579455
11909200,6083415.673601668
11909350,6230123.054516419
11909500,6276420.071992048
11909650,6270027.709926326
11909800,6237496.3291156385
11909950,6287434.6135973595
11910100,6263648.915945895
11910250,6259090.777071629
11910400,6212939.634249212
11910550,6196946.126585741
11910700,6148033.831499461
11910850,6171323.5986037385
11911000,6156600.744443366
11911150,6121184.319640524
11911300,6072204.57542895
11911450,6058451.307274628
11911600,6103282.58392147
11911750,6050104.020460317
11911900,6037105.898424564
11912050,6068475.932778307
11912200,5948908.047931992
11912350,5841977.462897415
11912500,5750882.797858202
11912650,5843760.739644684
11912800,5856497.575176112
11912950,5886584.385476054
11913100,5756145.276156944
11913250,5845521.403089101
11913400,5928859.378835481
11913550,5968914.767880108
11913700,5346007.649320521
11913850,5561750.426792731
11914000,5527561.828398902
11914150,5474618.437333055
11914300,5133583.656283326
11914450,5463034.9009873755
11914600,5447507.910233371
11914750,5460344.669332424
11914900,5410265.648010002
11915050,5415011.937435888
11915200,5394310.553681146
11915350,5332580.649467632
11915500,5316625.042538896
11915650,5388856.819685791
11915800,5419937.868436322
11915950,5407852.386651475
11916100,5427079.191846048
11916250,5452442.855264583
11916400,5438334.347146833
11916550,5423224.120777583
11916700,5411228.5480262
11916850,5458470.627060853
11917000,5491117.875868158
11917150,5751800.169789034
11917300,5765203.744233243
11917450,5760885.457396051
11917600,5784700.58981184
11917750,5762769.754171308
11917900,5787380.971512618
11918050,5844698.750938003
11918200,5824779.679715894
11918350,5848452.050565222
11918500,5938591.035560047
11918650,5937755.604504058
11918800,5981685.8152970085
11918950,6025153.002976516
11919100,6032782.65857552
11919250,5999264.08204726
11919400,6036441.618634572
11919550,6059327.440976523
11919700,6041121.194117637
11919850,6100309.019766857
11920000,6090478.539464155
11920150,6004851.75967977
11920300,6009578.221394898
11920450,6020597.410277527
11920600,6014449.215779913
11920750,6026968.072670536
11920900,6047585.156950736
11921050,6036488.183982328
11921200,6046731.681005855
11921350,6044714.857483532
11921500,6040374.063780367
11921650,6026940.423183436
11921800,5990236.572641354
11921950,5980995.814039908
11922100,5972313.084737487
11922250,5941313.516493378
11922400,5950846.864873474
11922550,5965812.704735375
11922700,5994883.1936924765
11922850,5996239.8974151
11923000,6020693.141508155
11923150,6057522.9015758885
11923300,6070013.21235142
11923450,6069937.737352943
11923600,6052876.513822269
11923750,6040558.963019624
11923900,5997708.071389738
11924050,5976516.343133531
11924200,5996854.928301513
11924350,5975690.300046724
11924500,5977456.316667324
11924650,5985257.322307435
11924800,5932369.917406419
11924950,5957028.253072619
11925100,5958834.830112489
11925250,5932016.067573103
11925400,5960152.897828054
11925550,5946885.731744217
11925700,5960614.575178986
11925850,5967329.034183465
11926000,5984446.584907102
11926150,6012089.930797373
11926300,5968825.37781352
11926450,5967469.052969091
11926600,6031122.755725533
11926750,6019616.212238889
11926900,6011112.673572104
11927050,6013562.1237882245
11927200,6003360.383985412
11927350,6016586.884781272
11927500,6013055.911335173
11927650,5977137.564700059
11927800,5954133.860621308
11927950,5970162.600273309
11928100,5950782.488045791
11928250,5963556.342008786
11928400,5950959.663638787
11928550,5924327.114904683
11928700,5940614.294808328
11928850,6027802.353769834
11929000,5990373.029336939
11929150,5988103.759945901
11929300,6001147.6001788005
11929450,5933337.507063301
11929600,5915630.907299944
11929750,5926848.302693212
11929900,5958099.293569513
11930050,5941535.863718577
11930200,5959818.713440322
11930350,5941988.930910215
11930500,5957130.689412091
11930650,6004633.368390204
11930800,5979335.445080742
11930950,5945033.190467948
11931100,5920288.543374843
11931250,5917405.611468896
11931400,5925591.813997683
11931550,5841431.114730041
11931700,5919252.237446897
11931850,6022605.219958058
11932000,6034774.472198952
11932150,6057107.900120104
11932300,6053539.396210513
11932450,6059691.077163282
11932600,6017974.230967682
11932750,6047419.26953053
11932900,6051265.048737673
11933050,6031518.80164352
11933200,6026693.486095739
11933350,6062657.338187729
11933500,6126091.469499897
11933650,6102745.922628591
11933800,6133506.773982573
11933950,6161029.276637157
11934100,6164554.894321
11934250,6147825.461700033
11934400,6126801.570406467
11934550,6117393.287143784
11934700,6095566.390415319
11934850,6067970.672860165
11935000,6029377.348057157
11935150,6030653.304084649
11935300,6034821.18280511
11935450,5989869.346582469
11935600,5985620.305381895
11935750,5995370.929934896
11935900,6017961.222343833
11936050,6038586.696781835
11936200,6078174.193056058
11936350,6084057.168167621
11936500,6083750.095997719
11936650,6091824.114263628
11936800,6078106.389328318
11936950,6070137.319088199
11937100,6068427.646839112
11937250,6072365.043951894
11937400,6091363.5197211085
11937550,6075190.102162417
11937700,6077624.915510958
11937850,6110937.208393638
11938000,6068229.548190756
11938150,6059591.769910462
11938300,6035211.450827038
11938450,6024542.9859603755
11938600,6017766.218280426
11938750,6032779.386736218
11938900,6038118.896332462
11939050,6043425.761825366
11939200,6092624.422967848
11939350,6074411.040897216
11939500,6120590.187555835
11939650,6118060.574140372
11939800,6118715.244318099
11939950,6090312.692346993
11940100,6102208.942298252
11940250,6070144.078749563
11940400,6079253.7971709445
11940550,6096762.562854949
11940700,6109566.186783304
11940850,6112541.701817788
11941000,6115577.008634588
11941150,6141048.759828892
11941300,6131194.124717357
11941450,6154371.681674879
11941600,6149112.746525634
11941750,6166862.721965689
11941900,6145541.455628272
11942050,6138372.948822945
11942200,6103953.021123523
11942350,6058581.324146054
11942500,6082004.70717995
11942650,6099913.346549379
