blocknumber,reserve USDC,reserve DAI,volume USDC for 5% slippage
11246200,0,0,169654.12434742087
11246350,0,0,170068.40124268457
11246500,0,0,170024.93433099985
11246650,0,0,170277.73818626348
11246800,0,0,170039.13731121086
11246950,0,0,170015.98353763158
11247100,0,0,169726.33115026355
11247250,0,0,169779.05141657917
11247400,0,0,169753.67914805282
11247550,0,0,169761.7619267893
11247700,0,0,169745.38764926326
11247850,0,0,169894.8001844734
11248000,0,0,169888.80313568423
11248150,0,0,169863.94708399987
11248300,0,0,169781.2094872105
11248450,0,0,169683.0529375784
11248600,0,0,170042.52169005247
11248750,0,0,170044.27560742106
11248900,0,0,169856.718333737
11249050,0,0,169856.718333737
11249200,0,0,169878.108985316
11249350,0,0,170015.7302878946
11249500,0,0,169905.22874268424
11249650,0,0,170181.60874831583
11249800,0,0,170070.8059575786
11249950,0,0,170009.23233626317
11250100,0,0,169808.53921615798
11250250,0,0,144322.4480327894
11250400,0,0,144296.09260431584
11250550,0,0,144373.33355342085
11250700,0,0,144412.71490189433
11250850,0,0,144592.81003489438
11251000,0,0,144513.5859335265
11251150,0,0,144647.36147663137
11251300,0,0,144518.96737168403
11251450,0,0,144453.86140842084
11251600,0,0,144345.56810794724
11251750,0,0,144487.6996412631
11251900,0,0,145001.43909936817
11252050,0,0,144863.04533436848
11252200,0,0,144933.82496442087
11252350,0,0,144776.0747028417
11252500,0,0,144754.15235768445
11252650,0,0,144817.17276968388
11252800,0,0,138535.44804163137
11252950,0,0,132635.70241499972
11253100,0,0,132642.0493802107
11253250,0,0,132476.60494821053
11253400,0,0,132591.9215041576
11253550,0,0,132630.9007717371
11253700,0,0,132577.6477952632
11253850,0,0,130307.253356684
11254000,0,0,130310.76294499962
11254150,0,0,130316.06838184223
11254300,0,0,130193.7954101055
11254450,0,0,130210.62188373692
11254600,0,0,130116.34207389457
11254750,0,0,130211.88289978914
11254900,0,0,130006.38485431578
11255050,0,0,130438.41459894739
11255200,0,0,130070.00523431599
11255350,0,0,130206.29271742096
11255500,0,0,130322.63655647356
11255650,0,0,130348.78323110519
11255800,0,0,130215.79081589496
11255950,0,0,130223.52297247387
11256100,0,0,130210.937599211
11256250,0,0,130355.76667952677
11256400,0,0,130573.24991668435
11256550,0,0,130407.01244010543
11256700,0,0,130464.30814247346
11256850,0,0,130329.8061801577
11257000,0,0,130191.62580589484
11257150,0,0,130680.09168052627
11257300,0,0,130811.81273063179
11257450,0,0,130768.92960147373
11257600,0,0,130820.83632163145
11257750,0,0,131041.65736668417
11257900,0,0,130964.00150494743
11258050,0,0,130886.17114026286
11258200,0,0,130722.19695357885
11258350,0,0,130945.77406121092
11258500,0,0,130938.5313653159
11258650,0,0,130921.28381836833
11258800,0,0,130905.07000252651
11258950,0,0,130876.60050157877
11259100,0,0,130771.32897547353
11259250,0,0,130771.32897547353
11259400,0,0,130430.70733642112
11259550,0,0,130374.4613330001
11259700,0,0,130478.09490757901
11259850,0,0,130510.38726878958
11260000,0,0,130447.51982368436
11260150,0,0,130799.08655147348
11260300,0,0,130843.0787825794
11260450,0,0,130901.01554352604
11260600,0,0,130877.06025968399
11260750,0,0,130937.4062399473
11260900,0,0,130938.24951178953
11261050,0,0,130931.51993047353
11261200,0,0,131013.15511726355
11261350,0,0,131018.77067773696
11261500,0,0,131084.9963639998
11261650,0,0,130949.82536973711
11261800,0,0,130952.7814135789
11261950,0,0,131007.28516663192
11262100,0,0,131131.38798705256
11262250,0,0,131129.86120557925
11262400,0,0,131007.46201631567
11262550,0,0,130960.05244131573
11262700,0,0,131153.20367015805
11262850,0,0,131221.57120800018
11263000,0,0,131038.36045368435
11263150,0,0,131266.9087080001
11263300,0,0,130985.01596899983
11263450,0,0,131061.74525436852
11263600,0,0,131323.1991674211
11263750,0,0,131101.41655757884
11263900,0,0,131403.8189283684
11264050,0,0,131012.79174510529
11264200,0,0,131100.59044673666
11264350,0,0,128959.89534073696
11264500,0,0,129069.26071810536
11264650,0,0,129022.91193810524
11264800,0,0,128307.46759473672
11264950,0,0,128519.48549989471
11265100,0,0,128583.6870605261
11265250,0,0,128497.10818915768
11265400,0,0,128626.98536273651
11265550,0,0,128535.23166547343
11265700,0,0,128765.97780547338
11265850,0,0,128649.04167089472
11266000,0,0,128513.65668147383
11266150,0,0,128479.33756594732
11266300,0,0,128374.2603962631
11266450,0,0,128357.75666063139
11266600,0,0,128731.4319537892
11266750,0,0,128741.99664931605
11266900,0,0,128708.60934857884
11267050,0,0,128639.3855578946
11267200,0,0,128331.98039805284
11267350,0,0,128651.7734432104
11267500,0,0,128682.8273993684
11267650,0,0,128720.11897536833
11267800,0,0,128811.11149147386
11267950,0,0,128627.68954800023
11268100,0,0,128612.59809773695
11268250,0,0,128639.59892221028
11268400,0,0,128547.60024621058
11268550,0,0,128510.08186736843
11268700,0,0,128245.064452474
11268850,0,0,128095.58464178955
11269000,0,0,128258.45905326307
11269150,0,0,127936.21092205262
11269300,0,0,128275.54551073676
11269450,0,0,128295.81234889477
11269600,0,0,128084.86812057905
11269750,0,0,128566.22100147372
11269900,0,0,128391.42856352637
11270050,0,0,128198.25232136808
11270200,0,0,128072.92674394744
11270350,0,0,127734.29800884193
11270500,0,0,127878.64112410555
11270650,0,0,127534.94702510536
11270800,0,0,127818.50532773696
11270950,0,0,127929.34840221051
11271100,0,0,127824.76527973684
11271250,0,0,127743.79275773652
11271400,0,0,127944.7556748949
11271550,0,0,127737.64579952601
11271700,0,0,127811.43167594727
11271850,0,0,127873.7592072105
11272000,0,0,127917.06499489443
11272150,0,0,127961.01890484244
11272300,0,0,128393.13395736832
11272450,0,0,128150.13507347368
11272600,0,0,128118.26648121048
11272750,0,0,127619.54189310549
11272900,0,0,127941.55898094783
11273050,0,0,127982.8663400528
11273200,0,0,128103.71918473672
11273350,0,0,127967.7596031581
11273500,0,0,127796.80707621062
11273650,0,0,128098.01604247373
11273800,0,0,127703.6507445788
11273950,0,0,127819.54026773712
11274100,0,0,128042.14077031566
11274250,0,0,127664.10161021026
11274400,0,0,128306.34438815806
11274550,0,0,127771.14931252645
11274700,0,0,127912.6534108948
11274850,0,0,127873.2558590523
11275000,0,0,127940.18126410525
11275150,0,0,128127.07111326279
11275300,0,0,127969.07708352664
11275450,0,0,139258.28258242132
11275600,0,0,139283.12220210535
11275750,0,0,139148.31301578926
11275900,0,0,138925.85032373713
11276050,0,0,139188.70488710515
11276200,0,0,139071.07783421036
11276350,0,0,139020.37723999983
11276500,0,0,139192.4252596842
11276650,0,0,139142.02187452652
11276800,0,0,138851.63148047356
11276950,0,0,139447.63890252635
11277100,0,0,139277.87237989483
11277250,0,0,139559.1570449476
11277400,0,0,139415.16313457908
11277550,0,0,139261.30265089497
11277700,0,0,139247.42473547393
11277850,0,0,139068.91376405256
11278000,0,0,139004.8131650528
11278150,0,0,139149.12314510532
11278300,0,0,139028.5607991577
11278450,0,0,139309.93604194745
11278600,0,0,139216.50843921024
11278750,0,0,139049.9864524738
11278900,0,0,138998.35688331584
11279050,0,0,139039.2346983687
11279200,0,0,139005.48578500003
11279350,0,0,191882.00667468412
11279500,0,0,192149.69702310534
11279650,0,0,191884.09051068453
11279800,0,0,192071.6527032107
11279950,0,0,191982.988397263
11280100,0,0,191964.35623400006
11280250,0,0,194940.98785531567
11280400,0,0,194573.05518489517
11280550,0,0,194652.0196221578
11280700,0,0,194447.20616373653
11280850,0,0,194450.82226773677
11281000,0,0,194645.4932974209
11281150,0,0,194259.5597214736
11281300,0,0,194546.31011752598
11281450,0,0,194546.31011752598
11281600,0,0,194513.03710026294
11281750,0,0,195488.10133910505
11281900,0,0,195649.60638721054
11282050,0,0,195511.1183244735
11282200,0,0,195392.56247352622
11282350,0,0,195431.9958314211
11282500,0,0,201294.86549131572
11282650,0,0,201831.75252210535
11282800,0,0,201524.01672878908
11282950,0,0,201560.3204407366
11283100,0,0,201809.25759742083
11283250,0,0,201578.2717851051
11283400,0,0,201899.83555863146
11283550,0,0,201480.80793478945
11283700,0,0,201286.02949136822
11283850,0,0,201622.36083647376
11284000,0,0,201501.16679373663
11284150,0,0,201522.9870557892
11284300,0,0,201934.71890057856
11284450,0,0,201325.22778584203
11284600,0,0,202029.11226094747
11284750,0,0,201592.9891547896
11284900,0,0,201767.2012605262
11285050,0,0,201518.5778837367
11285200,0,0,201653.3550835261
11285350,0,0,201657.42093126336
11285500,0,0,201651.54831136856
11285650,0,0,201800.269189368
11285800,0,0,201553.67849289486
11285950,0,0,201519.11412452627
11286100,0,0,201577.53555242065
11286250,0,0,201613.52300336817
11286400,0,0,202073.54698963184
11286550,0,0,201864.9061969472
11286700,0,0,212190.85061394796
11286850,0,0,212073.49633178953
11287000,0,0,211990.70660252636
11287150,0,0,211904.63630631613
11287300,0,0,212198.13990710536
11287450,0,0,211961.00313042104
11287600,0,0,212387.4762658421
11287750,0,0,211713.09330199985
11287900,0,0,212236.5983431572
11288050,0,0,212258.58431836823
11288200,0,0,211702.04577363143
11288350,0,0,211801.3061747891
11288500,0,0,212094.1241170531
11288650,0,0,212326.73344184225
11288800,0,0,212122.1310084737
11288950,0,0,212122.1310084737
11289100,0,0,212027.24229005259
11289250,0,0,212157.65220710542
11289400,0,0,212286.07294568373
11289550,0,0,212020.0592120001
11289700,0,0,212248.817673421
11289850,0,0,212080.59462847374
11290000,0,0,212312.5542907375
11290150,0,0,212408.8815947366
11290300,0,0,212616.43669268396
11290450,0,0,212827.3560874737
11290600,0,0,212879.27156347362
11290750,0,0,212540.37975284224
11290900,0,0,212582.80290173646
11291050,0,0,212710.5552412104
11291200,0,0,212625.98956652638
11291350,0,0,212749.8768273159
11291500,0,0,212456.51260484196
11291650,0,0,212892.62377778953
11291800,0,0,212699.2631373154
11291950,0,0,212437.212567579
11292100,0,0,212355.69779031584
11292250,0,0,212509.11166726286
11292400,0,0,212310.7240742636
11292550,0,0,212347.91633052612
11292700,0,0,212558.5984615786
11292850,0,0,212821.93762347335
11293000,0,0,212813.20420578914
11293150,0,0,212585.2230192637
11293300,0,0,212751.21474436857
11293450,0,0,212566.61343768425
11293600,0,0,212266.31412063166
11293750,0,0,212743.1049291049
11293900,0,0,212963.3259219476
11294050,0,0,211730.41181689454
11294200,0,0,211714.97606726317
11294350,0,0,211660.01892836858
11294500,0,0,211920.8627484208
11294650,0,0,211445.52521210536
11294800,0,0,211725.84655068396
11294950,0,0,211306.33022499923
11295100,0,0,211563.7085035788
11295250,0,0,211164.93951578904
11295400,0,0,211366.87425826257
11295550,0,0,211607.78032931546
11295700,0,0,211813.02452436788
11295850,0,0,211718.09926057933
11296000,0,0,211581.25485021062
11296150,0,0,211593.52647205302
11296300,0,0,211637.97522763163
11296450,0,0,211923.4343976844
11296600,0,0,211784.62900505215
11296750,0,0,211555.69597200025
11296900,0,0,211579.4246984208
11297050,0,0,211392.37088799942
11297200,0,0,211496.60938594723
11297350,0,0,211395.47208673693
11297500,0,0,211710.00901299994
11297650,0,0,211243.33308468387
11297800,0,0,211496.4320959472
11297950,0,0,211693.74359152652
11298100,0,0,211999.12163105235
11298250,0,0,211827.87750984216
11298400,0,0,211616.133476526
11298550,0,0,211719.5698202639
11298700,0,0,211624.26500673685
11298850,0,0,211590.80653131614
11299000,0,0,211662.45285721077
11299150,0,0,211760.4654640006
11299300,0,0,211526.89584526327
11299450,0,0,211719.8363782633
11299600,0,0,211638.37736663222
11299750,0,0,211892.18101021042
11299900,0,0,211729.1296550003
11300050,0,0,211566.07998800045
11300200,0,0,211425.32779368386
11300350,0,0,211592.1301674731
11300500,0,0,211619.82214257866
11300650,0,0,211745.7431859998
11300800,0,0,211705.22675968474
11300950,0,0,211534.00430494733
11301100,0,0,211650.99441668484
11301250,0,0,212235.36999357864
11301400,0,0,211993.96730073635
11301550,0,0,211933.9322040002
11301700,0,0,212406.91692947363
11301850,0,0,212354.64627321018
11302000,0,0,212225.55004405277
11302150,0,0,212377.20440968405
11302300,0,0,212026.47550747404
11302450,0,0,212348.49328747438
11302600,0,0,211998.2639987897
11302750,0,0,212118.32274210546
11302900,0,0,212198.327569684
11303050,0,0,212066.9009938948
11303200,0,0,211927.41605121037
11303350,0,0,212287.17939036852
11303500,0,0,212031.15307484288
11303650,0,0,211734.9530135789
11303800,0,0,211845.8799575786
11303950,0,0,211894.4013515259
11304100,0,0,212028.91249773698
11304250,0,0,211734.07592089474
11304400,0,0,211953.2886490007
11304550,0,0,211758.57238300005
11304700,0,0,212263.1910945787
11304850,0,0,212073.8881363687
11305000,0,0,211985.38416136848
11305150,0,0,211869.75277494732
11305300,0,0,212288.36676557874
11305450,0,0,211953.4498180002
11305600,0,0,211860.36251278967
11305750,0,0,212069.34998621047
11305900,0,0,212013.5619087373
11306050,0,0,212116.17022073688
11306200,0,0,212239.47112515755
11306350,0,0,212675.79298721068
11306500,0,0,215302.90889478987
11306650,0,0,215287.8478575265
11306800,0,0,215361.23988063168
11306950,0,0,215356.75519831525
11307100,0,0,215457.78727436857
11307250,0,0,215320.56370589463
11307400,0,0,215700.17996331584
11307550,0,0,215982.4139702632
11307700,0,0,216063.4582824735
11307850,0,0,216255.13706563134
11308000,0,0,216282.18218363123
11308150,0,0,216312.64952473762
11308300,0,0,216369.4476326839
11308450,0,0,216291.79417863162
11308600,0,0,216401.34381668456
11308750,0,0,216716.85205536848
11308900,0,0,189908.5985596315
11309050,0,0,190121.3987446311
11309200,0,0,190053.66837873682
11309350,0,0,190020.15577515773
11309500,0,0,189910.63532021083
11309650,0,0,189982.2452232102
11309800,0,0,190221.053962579
11309950,0,0,190233.60170894768
11310100,0,0,190265.56895931577
11310250,0,0,189826.46779905306
11310400,0,0,190301.27042852622
11310550,0,0,189962.17790800007
11310700,0,0,190157.46871010493
11310850,0,0,189986.30510042096
11311000,0,0,189931.0326445261
11311150,0,0,189962.47025210503
11311300,0,0,189659.90266642114
11311450,0,0,189910.5882572108
11311600,0,0,189876.08796347398
11311750,0,0,190048.32362147374
11311900,0,0,191335.07558868406
11312050,0,0,191246.54005568428
11312200,0,0,191223.74879631586
11312350,0,0,191544.9976359997
11312500,0,0,191521.65385526326
11312650,0,0,191346.77070557885
11312800,0,0,190838.77431021072
11312950,0,0,191321.22354831593
11313100,0,0,191296.98978526285
11313250,0,0,191674.29605894722
11313400,0,0,191577.91948531568
11313550,0,0,191388.00186626334
11313700,0,0,191245.86800310528
11313850,0,0,191208.18379694736
11314000,0,0,190850.20611168444
11314150,0,0,190987.5279128421
11314300,0,0,190805.122731579
11314450,0,0,190889.47622163175
11314600,0,0,190736.87286721077
11314750,0,0,191200.47125584213
11314900,0,0,189047.93264815817
11315050,0,0,189029.0410320526
11315200,0,0,189046.42455510516
11315350,0,0,189019.437981579
11315500,0,0,188891.84852936817
11315650,0,0,189297.48134878976
11315800,0,0,189516.54610294756
11315950,0,0,189147.6333829998
11316100,0,0,189235.30445315782
11316250,0,0,189072.36271800008
11316400,0,0,189395.1643420523
11316550,0,0,189586.41455389513
11316700,0,0,189534.29240936833
11316850,0,0,189475.43277678965
11317000,0,0,189234.18498289492
11317150,0,0,189013.14363878965
11317300,0,0,189018.34484626306
11317450,0,0,189123.53839289444
11317600,0,0,189793.54012147384
11317750,0,0,189410.74345868453
11317900,0,0,189423.02839557873
11318050,0,0,189495.4818961057
11318200,0,0,189567.54071115796
11318350,0,0,189204.63180515775
11318500,0,0,189028.13017194718
11318650,0,0,189942.03884468414
11318800,0,0,189525.75303515792
11318950,0,0,189592.94140668446
11319100,0,0,189536.7401780528
11319250,0,0,189514.32183626294
11319400,0,0,182802.63526531588
11319550,0,0,182876.1943639475
11319700,0,0,182834.18990736827
11319850,0,0,183579.07495500008
11320000,0,0,183455.0576515789
11320150,0,0,183118.33123252587
11320300,0,0,183176.44153589476
11320450,0,0,183416.3892622632
11320600,0,0,183886.83934152592
11320750,0,0,183844.3661263683
11320900,0,0,183935.53403652646
11321050,0,0,183552.35432863142
11321200,0,0,183774.910109316
11321350,0,0,190197.58569689514
11321500,0,0,190533.8262131582
11321650,0,0,190422.72394768428
11321800,0,0,190260.1955871582
11321950,0,0,190231.6230495791
11322100,0,0,190392.48315763148
11322250,0,0,190677.86765515804
11322400,0,0,190229.5478234738
11322550,0,0,190589.62397105247
11322700,0,0,190572.92383163143
11322850,0,0,190835.62162652612
11323000,0,0,190817.61254863162
11323150,0,0,190721.7861352102
11323300,0,0,190900.47140136873
11323450,0,0,190853.7276392104
11323600,0,0,190581.25887484197
11323750,0,0,190097.5761502632
11323900,0,0,194160.65360731632
11324050,0,0,194663.09622573666
11324200,0,0,194726.81652073702
11324350,0,0,194682.88380810525
11324500,0,0,194707.33767826296
11324650,0,0,194020.14721221058
11324800,0,0,194403.59011257906
11324950,0,0,194442.03243736876
11325100,0,0,194506.1746698944
11325250,0,0,188167.0292908945
11325400,0,0,188069.13101257896
11325550,0,0,188038.4088206319
11325700,0,0,187802.003609105
11325850,0,0,188017.39925947366
11326000,0,0,187611.56803873694
11326150,0,0,188684.60583189456
11326300,0,0,188588.839107526
11326450,0,0,188884.02064199978
11326600,0,0,188853.35594031587
11326750,0,0,188759.8251356841
11326900,0,0,188759.8251356841
11327050,0,0,188992.37652315758
11327200,0,0,188962.93022673717
11327350,0,0,189076.9454076318
11327500,0,0,188801.3748907894
11327650,0,0,188750.64689721074
11327800,0,0,188750.88379142107
11327950,0,0,188953.9397315788
11328100,0,0,188790.95940136863
11328250,0,0,189151.9556056317
11328400,0,0,188741.88286305266
11328550,0,0,195111.07490205253
11328700,0,0,195155.97899531573
11328850,0,0,195166.0701555265
11329000,0,0,195221.332356737
11329150,0,0,195065.85016594734
11329300,0,0,195127.03627036884
11329450,0,0,195083.7109258948
11329600,0,0,195068.30038236827
11329750,0,0,194990.51202463172
11329900,0,0,195127.12415915774
11330050,0,0,195100.1646464211
11330200,0,0,194943.33606857946
11330350,0,0,194879.74065552605
11330500,0,0,195043.05022057937
11330650,0,0,194582.99684589542
11330800,0,0,194947.41511547333
11330950,0,0,195136.0870084213
11331100,0,0,194962.74133284204
11331250,0,0,194801.77070731577
11331400,0,0,195106.41505110543
11331550,0,0,194913.35734400013
11331700,0,0,195082.49982094765
11331850,0,0,194933.05856968416
11332000,0,0,194845.13292589504
11332150,0,0,194820.4450532631
11332300,0,0,195148.7545455792
11332450,0,0,194816.7288490003
11332600,0,0,195055.2256937367
11332750,0,0,194930.08903689496
11332900,0,0,195213.92695942102
11333050,0,0,197804.73837663187
11333200,0,0,195581.17238036823
11333350,0,0,195559.80753194727
11333500,0,0,195623.15017994726
11333650,0,0,195517.08332900004
11333800,0,0,195451.82798642106
11333950,0,0,195289.464371684
11334100,0,0,195727.17235968402
11334250,0,0,195835.2861897368
11334400,0,0,195557.35251873732
11334550,0,0,195676.97736284183
11334700,0,0,196459.2688672631
11334850,0,0,196229.4292406314
11335000,0,0,196636.83423868427
11335150,0,0,196828.76342842076
11335300,0,0,196668.76111257868
11335450,0,0,196616.77230089484
11335600,0,0,196824.70226868382
11335750,0,0,196615.82891078945
11335900,0,0,197046.91420826362
11336050,0,0,196890.94076205278
11336200,0,0,197016.37221599976
11336350,0,0,196580.55341263162
11336500,0,0,197310.89531947393
11336650,0,0,196949.04758273717
11336800,0,0,197086.46797826327
11336950,0,0,197650.27126426343
11337100,0,0,197425.0092044212
11337250,0,0,197419.93191678962
11337400,0,0,197054.3826895263
11337550,0,0,197016.0131611582
11337700,0,0,197292.7966132108
11337850,0,0,197374.65070121083
11338000,0,0,197413.26333063142
11338150,0,0,197434.7776316842
11338300,0,0,197617.42686094716
11338450,0,0,200209.942599684
11338600,0,0,199991.58113878965
11338750,0,0,200007.8612212101
11338900,0,0,199895.37002442125
11339050,0,0,199896.35459710564
11339200,0,0,200020.13982752664
11339350,0,0,200079.42272205278
11339500,0,0,200000.45246121055
11339650,0,0,200151.9556960524
11339800,0,0,199840.38223710516
11339950,0,0,198995.07132778922
11340100,0,0,199146.43021831615
11340250,0,0,199058.90374889504
11340400,0,0,198984.43721368443
11340550,0,0,199073.19525173726
11340700,0,0,188517.1198494737
11340850,0,0,188493.87431447394
11341000,0,0,188454.36437257892
11341150,0,0,188697.94219894707
11341300,0,0,188417.61448336858
11341450,0,0,188415.3430978423
11341600,0,0,188668.13056747383
11341750,0,0,188486.4042579471
11341900,0,0,188649.79670210555
11342050,0,0,188260.2288136836
11342200,0,0,188414.07936536847
11342350,0,0,188439.61845805263
11342500,0,0,188459.4669400528
11342650,0,0,186034.4436209998
11342800,0,0,186051.64700136846
11342950,0,0,185869.1201400524
11343100,0,0,186049.62364231562
11343250,0,0,185880.8432204211
11343400,0,0,186668.1574887368
11343550,0,0,186711.4461379475
11343700,0,0,186667.9043456316
11343850,0,0,186675.06890842086
11344000,0,0,186672.93921047356
11344150,0,0,186580.4737746315
11344300,0,0,186849.35374499997
11344450,0,0,186624.8092854214
11344600,0,0,186675.5096220523
11344750,0,0,186870.49661031598
11344900,0,0,186751.98111736868
11345050,0,0,186996.2036214741
11345200,0,0,186806.73129678937
11345350,0,0,186383.0131108947
11345500,0,0,186377.0148390527
11345650,0,0,186010.00441589486
11345800,0,0,186084.99753636867
11345950,0,0,186119.64242284233
11346100,0,0,186458.2622780525
11346250,0,0,186622.15991468448
11346400,0,0,186465.34546857933
11346550,0,0,186468.99738905253
11346700,0,0,186504.42135115806
11346850,0,0,186427.66839584196
11347000,0,0,186585.24891721085
11347150,0,0,186493.65206136787
11347300,0,0,186470.9641268421
11347450,0,0,186785.68113431567
11347600,0,0,186608.95200115815
11347750,0,0,186567.84090542095
11347900,0,0,186663.90500547318
11348050,0,0,173269.82548536872
11348200,0,0,173130.88159805257
11348350,0,0,173026.74334205268
11348500,0,0,173103.08418510528
11348650,0,0,173206.78048147354
11348800,0,0,173150.05429657875
11348950,0,0,172966.07017099997
11349100,0,0,173054.97362021077
11349250,0,0,172991.85580452625
11349400,0,0,172885.25269357907
11349550,0,0,173100.52322631562
11349700,0,0,173114.79412826337
11349850,0,0,173198.278547368
11350000,0,0,173040.22740789503
11350150,0,0,172971.9556968948
11350300,0,0,172993.96525373682
11350450,0,0,173252.06121068448
11350600,0,0,173220.78492973698
11350750,0,0,173266.3878099476
11350900,0,0,172922.27142615803
11351050,0,0,172974.87507768394
11351200,0,0,173399.38967694715
11351350,0,0,172969.4795931056
11351500,0,0,173136.04576152656
11351650,0,0,173312.29804915795
11351800,0,0,173257.9312594738
11351950,0,0,173322.57890184224
11352100,0,0,173244.02474410553
11352250,0,0,172985.24828668404
11352400,0,0,173000.00410631532
11352550,0,0,172953.93933557905
11352700,0,0,173044.84569852613
11352850,0,0,173204.3848984735
11353000,0,0,173278.31538984226
11353150,0,0,173661.27764773648
11353300,0,0,173709.37757342122
11353450,0,0,173332.58023247356
11353600,0,0,173551.44755710522
11353750,0,0,173683.29474947322
11353900,0,0,173697.80141873658
11354050,0,0,173631.46486000018
11354200,0,0,172453.71935773687
11354350,0,0,172205.23006536858
11354500,0,0,172344.54558231542
11354650,0,0,172299.44469042122
11354800,0,0,172415.17720252648
11354950,0,0,172479.82907678932
11355100,0,0,172257.71001973655
11355250,0,0,172198.79136810545
11355400,0,0,172280.4729495789
11355550,0,0,172251.86183247343
11355700,0,0,172389.26389415795
11355850,0,0,172392.75537536852
11356000,0,0,172577.55832252605
11356150,0,0,172556.3314674208
11356300,0,0,172740.505392842
11356450,0,0,172414.822332263
11356600,0,0,172651.8761433158
11356750,0,0,172819.5693273684
11356900,0,0,172892.35380110564
11357050,0,0,172991.19254826335
11357200,0,0,173030.10264642118
11357350,0,0,172906.63051384222
11357500,0,0,173373.05477268435
11357650,0,0,172909.0520659997
11357800,0,0,172807.80728536844
11357950,0,0,172927.13960078964
11358100,0,0,172747.99477721052
11358250,0,0,173070.05883100023
11358400,0,0,173113.37474289443
11358550,0,0,172808.85399800027
11358700,0,0,172829.71149768448
11358850,0,0,172854.41526836902
11359000,0,0,173142.41647310508
11359150,0,0,173506.642920895
11359300,0,0,173244.43153031543
11359450,0,0,172932.17753347382
11359600,0,0,172554.66225452628
11359750,0,0,175470.57431747345
11359900,0,0,175390.04969847342
11360050,0,0,175400.45924563147
11360200,0,0,175501.04961205274
11360350,0,0,175571.0474266843
11360500,0,0,175474.76660178928
11360650,0,0,175220.90315194754
11360800,0,0,175328.44190773647
11360950,0,0,175167.9272212102
11361100,0,0,175397.17508852622
11361250,0,0,175336.65187436808
11361400,0,0,175227.02729263157
11361550,0,0,175743.4771717894
11361700,0,0,175643.09710636828
11361850,0,0,175998.51731031574
11362000,0,0,188451.05002552597
11362150,0,0,189154.3142385264
11362300,0,0,189023.92013726337
11362450,0,0,189374.7861054209
11362600,0,0,188870.31573005253
11362750,0,0,189161.0819374211
11362900,0,0,189265.13800805248
11363050,0,0,189100.63358126348
11363200,0,0,189347.53884052671
11363350,0,0,189435.10517078964
11363500,0,0,189192.10104257893
11363650,0,0,189034.98050842108
11363800,0,0,189622.2234524209
11363950,0,0,189159.5318269995
11364100,0,0,189554.25299663143
11364250,0,0,190635.9481023685
11364400,0,0,190518.6401381055
11364550,0,0,190546.80545278965
11364700,0,0,190656.09813436866
11364850,0,0,190547.61549205286
11365000,0,0,230682.15766615793
11365150,0,0,230429.98342857882
11365300,0,0,230532.39529826306
11365450,0,0,230614.20740478858
11365600,0,0,230372.8295417372
11365750,0,0,230512.77218542062
11365900,0,0,230670.54593657888
11366050,0,0,230541.87381257862
11366200,0,0,230135.57405189518
11366350,0,0,230613.43978531566
11366500,0,0,230135.86752631608
11366650,0,0,230597.35706778988
11366800,0,0,230694.72375310492
11366950,0,0,230166.0728252111
11367100,0,0,230339.74042394757
11367250,0,0,229949.61544336844
11367400,0,0,230448.99494463205
11367550,0,0,230214.61286731623
11367700,0,0,230209.7488422105
11367850,0,0,230131.91088584252
11368000,0,0,230377.70225878898
11368150,0,0,229934.9756887369
11368300,0,0,230046.11362815835
11368450,0,0,230211.02502015792
11368600,0,0,230555.9730971055
11368750,0,0,230154.39136663172
11368900,0,0,230246.40303815715
11369050,0,0,230101.31402726378
11369200,0,0,230609.70019142143
11369350,0,0,230692.3181137368
11369500,0,0,230659.93758731615
11369650,0,0,230543.65748773701
11369800,0,0,230525.164257369
11369950,0,0,230511.81219273712
11370100,0,0,235582.11683489475
11370250,0,0,235504.8184111053
11370400,0,0,235407.5767066842
11370550,0,0,235296.7457130002
11370700,0,0,236413.28986684233
11370850,0,0,235711.0174792111
11371000,0,0,235716.26601726282
11371150,0,0,235922.50517663173
11371300,0,0,235833.0905609997
11371450,0,0,235758.7738455264
11371600,0,0,235615.78350957856
11371750,0,0,235667.1934139477
11371900,0,0,235865.69966068398
11372050,0,0,235334.29439042136
11372200,0,0,235365.96836310532
11372350,0,0,235117.68254363164
11372500,0,0,235662.70773647446
11372650,0,0,235561.09796063136
11372800,0,0,235537.76642242074
11372950,0,0,235468.58074999973
11373100,0,0,235727.76761642098
11373250,0,0,235740.76035947353
11373400,0,0,235198.93193605263
11373550,0,0,235596.77726815827
11373700,0,0,235558.75788094755
11373850,0,0,235452.93702973705
11374000,0,0,235304.48961326387
11374150,0,0,235346.22040352598
11374300,0,0,234995.20865273662
11374450,0,0,235185.47261636797
11374600,0,0,235383.2478968948
11374750,0,0,235620.95977273677
11374900,0,0,235341.80981821008
11375050,0,0,235776.88717184216
11375200,0,0,235742.0033026319
11375350,0,0,235498.35769042093
11375500,0,0,235270.80187942088
11375650,0,0,235683.76230673678
11375800,0,0,229313.25552310515
11375950,0,0,229539.46698520985
11376100,0,0,229429.22504894715
11376250,0,0,229718.8944864208
11376400,0,0,229634.62060721032
11376550,0,0,229506.32425573654
11376700,0,0,229444.4218376847
11376850,0,0,229509.97342436854
11377000,0,0,229455.00545426365
11377150,0,0,229145.3238576837
