blocknumber,volume BAT for 5% slippage
11998900,188151.49953167702
11999050,188129.52729556014
11999200,187734.39245405796
11999350,188681.02538588693
11999500,188809.4917361797
11999650,187970.33025314801
11999800,188223.38194962175
11999950,188281.42588309807
12000100,188473.22265847263
12000250,190778.0800502622
12000400,186391.38144989454
12000550,185390.14934606742
12000700,185894.88271932196
12000850,186132.43086937224
12001000,186132.43086937224
12001150,185686.0539356602
12001300,185686.0539356602
12001450,185686.0539356602
12001600,185319.78131781673
12001750,185325.39394939566
12001900,186074.94333882132
12002050,186792.64592415016
12002200,186673.73972278336
12002350,186673.73972278336
12002500,186532.1670693384
12002650,187311.67817341085
12002800,187347.2305268265
12002950,187554.82425292596
12003100,187505.95176610225
12003250,186380.07803551215
12003400,186380.07803551215
12003550,186396.21361867027
12003700,186336.8434048073
12003850,186973.00645690845
12004000,187879.77883888842
12004150,187939.38520204663
12004300,186834.71739012297
12004450,188281.0824202012
12004600,188342.05020369883
12004750,189041.28348744768
12004900,189159.9993035655
12005050,189172.956894091
12005200,189172.956894091
12005350,189181.71920605763
12005500,189712.0520923791
12005650,189700.91521284837
12005800,188864.2623211836
12005950,188069.0079526316
12006100,187935.37624010738
12006250,188256.64190271604
12006400,188383.99656557027
12006550,187989.89984837655
12006700,188328.69496122064
12006850,188349.18762383112
12007000,188349.18762383112
12007150,188396.14029735528
12007300,188320.68369928809
12007450,185173.12983644768
12007600,186035.43349393518
12007750,186913.551600692
12007900,188131.29923332544
12008050,188574.1836949146
12008200,188096.26139311973
12008350,188096.26139311973
12008500,188037.934327535
12008650,188095.38937042156
12008800,188095.38937042156
12008950,188095.38937042156
12009100,188305.3690207886
12009250,187794.99876233484
12009400,184724.63062699107
12009550,184797.2023783053
12009700,185503.3415983237
12009850,186436.98465282578
12010000,184138.25308566462
12010150,186150.9332538174
12010300,186155.19003870353
12010450,186012.22377563236
12010600,185855.77534124503
12010750,183662.01564918892
12010900,182776.5059553987
12011050,181492.52394385697
12011200,180585.53697790732
12011350,178334.8027275667
12011500,174106.8831325212
12011650,175371.90178979156
12011800,174472.98033471053
12011950,174405.8920575443
12012100,175608.1591359989
12012250,178070.8577244526
12012400,175652.89014924105
12012550,177680.01715225048
12012700,177680.01715225048
12012850,177758.9645206716
12013000,177892.1514814675
12013150,175341.27726257473
12013300,174428.99007865528
12013450,173642.10411221042
12013600,172329.1088653246
12013750,173982.68863754135
12013900,175151.1595783515
12014050,175151.1595783515
12014200,175160.97951782515
12014350,175503.2698582152
12014500,175906.63940166656
12014650,173782.88697639733
12014800,171917.30211620845
12014950,174490.6210488749
12015100,174994.34123800157
12015250,175611.38317420913
12015400,175567.16149919826
12015550,175919.74698923316
12015700,175183.5555656503
12015850,174979.74522340272
12016000,175122.74557874512
12016150,176154.11037261385
12016300,176132.11519599028
12016450,176157.97770004647
12016600,176622.3884549767
12016750,176849.1348651766
12016900,176888.05761823218
12017050,176967.00498665284
12017200,177170.18345122432
12017350,177140.46153935159
12017500,178577.17123111078
12017650,178519.67776406484
12017800,176596.23644641854
12017950,175856.97472487597
12018100,177335.957051106
12018250,177600.90491995562
12018400,177392.15277790718
12018550,177392.15277790718
12018700,178170.18259014722
12018850,177464.5608393864
12019000,177736.78285993237
12019150,177786.10766291266
12019300,178667.10746233884
12019450,180243.4354465862
12019600,180086.93566195128
12019750,181570.3380728543
12019900,181285.0724731709
12020050,181283.75668369723
12020200,181283.75668369723
12020350,181313.67835141742
12020500,181336.60193267488
12020650,182010.02299393318
12020800,181428.33093719208
12020950,181231.51967105526
12021100,181469.55647203582
12021250,180898.78403793112
12021400,180865.44842379936
12021550,182000.43750710995
12021700,181688.53155771992
12021850,179893.46144889784
12022000,179897.53118020477
12022150,179815.07180961542
12022300,180624.65605214325
12022450,180470.09606899344
12022600,180531.8109991711
12022750,180537.524241918
12022900,180668.8070998795
12023050,180645.61228775769
12023200,180633.64009523648
12023350,180633.64009523648
12023500,182020.3186417173
12023650,182026.11985487514
12023800,181896.4985764895
12023950,181896.4985764895
12024100,183943.78048311896
12024250,183402.0701298772
12024400,182937.49542285246
12024550,182937.49542285246
12024700,182698.1163736151
12024850,182812.73596188915
12025000,183587.1424556889
12025150,184582.25240731635
12025300,184309.3695143431
12025450,184393.36543284613
12025600,183791.00956049166
12025750,183785.69546860014
12025900,183785.69546860014
12026050,182591.9580679743
12026200,183453.31207338
12026350,183453.31207338
12026500,184406.39850231004
12026650,184325.55018355954
12026800,184323.68529270333
12026950,183437.4209592857
12027100,183496.27885402297
12027250,184102.69997279742
12027400,185001.89153978112
12027550,184587.3681018839
12027700,183840.7156963495
12027850,184197.33270436781
12028000,184284.16964371712
12028150,184357.61606673826
12028300,184126.08455425833
12028450,184126.08455425833
12028600,184071.43184807483
12028750,183605.8171082717
12028900,183605.8171082717
12029050,182609.24916752946
12029200,182618.03478054568
12029350,182602.27661512332
12029500,178613.72542734403
12029650,180483.37231731607
12029800,179729.0563777262
12029950,180519.9247663981
12030100,180450.83973714343
12030250,182296.38772815984
12030400,182997.1321968623
12030550,183153.85043248307
12030700,183138.00895356113
12030850,183418.6988114557
12031000,183035.7723466652
12031150,183054.8682102273
12031300,181371.45093905885
12031450,180864.6802518443
12031600,181683.0165078282
12031750,181686.1744025653
12031900,183093.98243839477
12032050,183170.19963839508
12032200,185133.08473479652
12032350,185779.55322182828
12032500,184949.57903894127
12032650,183211.6388541902
12032800,182917.38929244407
12032950,183542.7105142106
12033100,184367.75914176318
12033250,184345.4554891656
12033400,184352.85969055627
12033550,185017.72365630162
12033700,183660.71880161646
12033850,180862.87253708323
12034000,180229.02179739415
12034150,180257.91708596214
12034300,181895.4231449666
12034450,182121.1401556714
12034600,183441.88875091053
12034750,183543.135109158
12034900,183661.4316926843
12035050,183833.94687531493
12035200,183836.694112696
12035350,183910.47674834984
12035500,183542.26622203435
12035650,183332.93398845545
12035800,183338.19714635029
12035950,182222.3561405486
12036100,182364.4888657753
12036250,181230.5089560484
12036400,182801.6034238988
12036550,182765.53041554545
12036700,182729.05781875527
12036850,182729.05781875527
12037000,182729.05781875527
12037150,182729.05781875527
12037300,182959.58413454494
12037450,182959.58413454494
12037600,182959.58413454494
12037750,182991.03567534662
12037900,183018.59049693006
12038050,182704.20573378052
12038200,182704.20573378052
12038350,183287.24904093263
12038500,184067.21654662615
12038650,183708.2817461233
12038800,183843.8273720139
12038950,184198.56249744105
12039100,184198.56249744105
12039250,184198.56249744105
12039400,184198.56249744105
12039550,184173.5134291126
12039700,183799.23034116472
12039850,183879.9662869399
12040000,184723.11696616685
12040150,185038.90643985136
12040300,185685.4948888359
12040450,185619.60773094124
12040600,185050.8777978321
12040750,184215.8855820064
12040900,184215.1405083722
12041050,182708.736885466
12041200,182662.1456995116
12041350,183608.77606190354
12041500,184832.78029828085
12041650,184682.79352961513
12041800,184681.53451202376
12041950,183919.69618032672
12042100,184012.7385910245
12042250,185197.12477938258
12042400,185227.05491784713
12042550,185265.06253114608
12042700,185073.31868174145
12042850,185057.65993812899
12043000,185097.8412051721
12043150,185097.8412051721
12043300,185097.8412051721
12043450,183077.55767306066
12043600,183077.55767306066
12043750,182972.99621317242
12043900,182929.49114600228
12044050,183855.17488041692
12044200,183766.756584626
12044350,183766.756584626
12044500,183766.756584626
12044650,183766.756584626
12044800,183766.756584626
12044950,182133.33239860446
12045100,182133.33239860446
12045250,182133.33239860446
12045400,181937.84390218728
12045550,181972.10696617825
12045700,182138.2931625185
12045850,181998.44277021088
12046000,182249.06011861016
12046150,182361.5749542528
12046300,182361.5749542528
12046450,180689.24961155478
12046600,182457.99364801042
12046750,182118.6152407314
12046900,181722.62687300856
12047050,182532.05162806727
12047200,182519.8062215933
12047350,182572.47476353674
12047500,183458.572777077
12047650,183581.23488967065
12047800,183581.23488967065
12047950,183607.47870546058
12048100,184999.35953545748
12048250,184292.18696184029
12048400,183419.3327705482
12048550,183461.35435219845
12048700,182384.1618725219
12048850,182380.2145041003
12049000,182331.71446351186
12049150,181507.00285208496
12049300,182260.7368554933
12049450,181537.43028780902
12049600,177827.82354230006
12049750,176040.79103438967
12049900,176967.4544454365
12050050,177749.80997067867
12050200,177808.44576015268
12050350,177102.82440074664
12050500,176561.91321494515
12050650,175146.61104165428
12050800,166864.82222541087
12050950,167807.82444820265
12051100,169759.9812788506
12051250,169688.66216603658
12051400,169119.38494722766
12051550,163438.4632331644
12051700,163110.55284296238
12051850,162541.3437954074
12052000,158507.34994763363
12052150,151741.15819094985
12052300,156434.79833359367
12052450,159222.0257985769
12052600,158604.26683815432
12052750,159363.9501744877
12052900,161395.57798684717
12053050,161721.94755344096
12053200,161778.33374934926
12053350,162332.66325213146
12053500,162433.43456006926
12053650,158679.414091613
12053800,158205.653320568
12053950,158786.951067197
12054100,160081.15247898534
12054250,159829.5740991401
12054400,161344.38608734714
12054550,159438.69952854453
12054700,160291.24582930267
12054850,160698.2859677983
12055000,161284.44318749462
12055150,161577.28088921946
12055300,162848.74060897328
12055450,165957.56527527454
12055600,164992.13658518376
12055750,163658.0124888293
12055900,164069.4749220487
12056050,164574.33143332074
12056200,163481.60785497757
12056350,162005.88236758517
12056500,154954.7091984063
12056650,145590.42254017046
12056800,149911.28819840014
12056950,149323.04914721134
12057100,148239.86014579175
12057250,151088.9494839123
12057400,149595.6085207735
12057550,148527.86323988417
12057700,143040.4450546883
12057850,143245.9355622705
12058000,146895.76617128102
12058150,148276.5943446921
12058300,147049.65145139841
12058450,149410.20451721016
12058600,150063.93745841586
12058750,147808.76336419897
12058900,147422.89927752584
12059050,147877.68596159655
12059200,149857.4978319098
12059350,147051.5567829021
12059500,149273.6791582544
12059650,149607.47183016862
12059800,148902.26771077036
12059950,150056.77445926506
12060100,151443.51541024062
12060250,150348.72671503935
12060400,149286.85256558785
12060550,150244.29117948865
12060700,150541.3326446272
12060850,149856.21258663782
12061000,150201.7784167442
12061150,149127.83953290037
12061300,149394.02514898754
12061450,144249.3738358745
12061600,142425.9491213758
12061750,143050.84744566237
12061900,143166.6849978698
12062050,146176.22096845662
12062200,146238.79497426623
12062350,145712.08586329842
12062500,144958.0091013528
12062650,145650.62221015772
12062800,145367.01850830312
12062950,144025.01764961952
12063100,144860.86242835099
12063250,145065.40319042435
12063400,145692.321384655
12063550,146754.87838550532
12063700,148749.34538296252
12063850,148659.4098989164
12064000,148183.14020532244
12064150,148181.65146713998
12064300,149113.99231790952
12064450,149639.65306652678
12064600,149639.65306652678
12064750,148730.89378437414
12064900,149193.40546511594
12065050,148556.6230489562
12065200,148222.60212934265
12065350,148476.27782002618
12065500,149509.3582598019
12065650,150147.2263064032
12065800,150288.95818839283
12065950,151260.3062926523
12066100,151320.30840167185
12066250,151485.02122251331
12066400,150063.46375523988
12066550,150145.04300955837
12066700,150258.200904295
12066850,150773.51538955249
12067000,150821.81110096877
12067150,151429.55857384406
12067300,151438.69740223573
12067450,152449.16124690804
12067600,152436.51366357334
12067750,153582.24216019936
12067900,153178.31205469478
12068050,152574.97585501024
12068200,151879.9472169114
12068350,151232.20066284869
12068500,151755.85971959695
12068650,152301.46756241997
12068800,152339.00462699184
12068950,153150.61045092778
12069100,151860.71372691044
12069250,151805.7452215563
12069400,151805.7452215563
12069550,151709.0986855255
12069700,152729.26397424066
12069850,152767.30700869733
12070000,152725.26114513646
12070150,152095.5227927623
12070300,152744.54856946054
12070450,151950.6694674428
12070600,151892.6577238023
12070750,152736.78906221563
12070900,152611.4765615693
12071050,152586.78210100453
12071200,152909.09822672015
12071350,153194.14051739048
12071500,153166.35461646333
12071650,152864.62935869597
12071800,153091.11640795987
12071950,153213.38785203188
12072100,153215.10546005293
12072250,153371.01093401908
12072400,153446.06029879264
12072550,153532.1129303715
12072700,153937.58304361682
12072850,154101.15926959048
12073000,153181.6443579738
12073150,153767.14127293657
12073300,154227.77518287758
12073450,154227.77518287758
12073600,154536.20497331108
12073750,154503.4206838252
12073900,153436.86388681392
12074050,153392.5480553981
12074200,154723.51647493645
12074350,154734.9221872285
12074500,154989.95047277008
12074650,154981.63672724302
12074800,154869.33200351318
12074950,153443.3086286246
12075100,153816.91462850367
12075250,153748.89386818494
12075400,152433.33634054504
12075550,152370.95192300976
12075700,152383.81480384042
12075850,152253.5066269653
12076000,153297.71964249742
12076150,153300.33694200712
12076300,153897.37397424068
12076450,154140.0182978919
12076600,154806.0003009148
12076750,154789.38339579228
12076900,154960.09395167214
12077050,154951.89327179018
12077200,155838.29906126374
12077350,155835.37841323373
12077500,155752.51914856798
12077650,156035.8465567155
12077800,157204.2497795432
12077950,157682.17659269396
12078100,158813.78532943205
12078250,158886.66230151994
12078400,159344.19281565218
12078550,159711.40345855436
12078700,159732.50409753813
12078850,160298.75005254528
12079000,160036.34551832505
12079150,160029.90327234153
12079300,158695.3301650724
12079450,159347.9538150902
12079600,160723.09046910724
12079750,160826.57546551313
12079900,159782.6935144581
12080050,159699.7133346202
12080200,160433.2657356497
12080350,160433.2657356497
12080500,160418.71762233714
12080650,159829.91029462471
12080800,159412.33170889245
12080950,158983.3250923578
12081100,157851.89323330784
12081250,157581.3807742402
12081400,158584.888673146
12081550,158533.67520264836
12081700,158533.67520264836
12081850,158622.31167897323
12082000,157751.07486918263
12082150,158607.48178264147
12082300,158478.7416749417
12082450,157565.13180204036
12082600,157396.1488421985
12082750,157718.35192220492
12082900,157171.19885686014
12083050,158224.9634432073
12083200,158387.36161797235
12083350,158334.58828963473
12083500,158334.58828963473
12083650,157809.85374847002
12083800,157806.49474205676
12083950,157933.00331785012
12084100,157532.24473722925
12084250,157563.50727095635
12084400,158610.8047914919
12084550,158643.20541472168
12084700,158652.41594103718
12084850,158652.41594103718
12085000,158831.74391255336
12085150,158850.52659577824
12085300,155737.2105783419
12085450,154488.36010796664
12085600,152428.3542762673
12085750,152415.1060614683
12085900,154020.03716477792
12086050,154110.9064904693
12086200,154726.98185744177
12086350,154858.76620891033
12086500,154881.04787341127
12086650,155584.7187512474
12086800,154677.2428140015
12086950,154705.75081255974
12087100,154706.1456904522
12087250,154706.1456904522
12087400,154927.39259251615
12087550,154974.30966631544
12087700,154974.30966631544
12087850,155191.2996663152
12088000,155191.21597641872
12088150,155116.31385149274
12088300,155123.94543044016
12088450,156148.59045341544
12088600,155686.45475915054
12088750,152543.83520564137
12088900,152470.25387494292
12089050,153330.88379123414
12089200,153341.38497551976
12089350,154239.3861255341
12089500,153424.70288079305
12089650,152405.93995467972
12089800,153289.73648678305
12089950,152708.64155774497
12090100,152787.58926389858
12090250,152787.58926389858
12090400,154430.91911874784
12090550,154111.01543730337
12090700,153998.38859007068
12090850,154635.6745199182
12091000,154387.87786022926
12091150,154387.87786022926
12091300,155479.9819138537
12091450,155876.39155948794
12091600,154650.1698900012
12091750,154683.72441404386
12091900,154683.72441404386
12092050,154162.97252304087
12092200,154240.6751761779
12092350,155083.755790578
12092500,155200.78352369022
12092650,155170.79434249064
12092800,155228.21928373564
12092950,155736.69544256458
12093100,155110.55167719236
12093250,156381.8412709644
12093400,157213.02097873695
12093550,156045.49201817418
12093700,157088.79661738433
12093850,157078.70104391014
12094000,156332.38712947143
12094150,156283.2769414869
12094300,156215.19747487621
12094450,155606.93797239827
12094600,155838.5598441025
12094750,155838.5598441025
12094900,155848.70739052285
12095050,156458.446539006
12095200,155923.6971465077
12095350,155627.68908542002
12095500,155489.62118584037
12095650,155663.15530476606
12095800,155562.41537723158
12095950,155526.4744589755
12096100,154406.4704742667
12096250,155578.93196681075
12096400,154944.66130942552
12096550,155133.25966468852
12096700,156599.59034765212
12096850,156376.00142899415
12097000,156407.0390755872
12097150,156410.98644400825
12097300,156954.80110690527
12097450,156959.06811904925
12097600,156974.65491324308
12097750,157043.16873760562
12097900,156387.9465599106
12098050,156421.0974401221
12098200,156259.01829575928
12098350,156918.3504997915
12098500,157397.00922137726
12098650,157197.5273041841
12098800,156070.23055828403
12098950,156899.52608363045
12099100,156909.0201821052
12099250,157288.27349443355
12099400,156730.85737826716
12099550,156691.29400235222
12099700,156533.6458581896
12099850,155515.7048310433
12100000,157066.659546854
12100150,155080.59565035536
12100300,155722.01218211933
12100450,156122.37376467235
12100600,155649.36081095322
12100750,155649.36081095322
12100900,154575.96131934508
12101050,154118.8894539662
12101200,155149.94331329226
12101350,155227.149385531
12101500,154660.33164160143
12101650,154660.33164160143
12101800,155600.08600627075
12101950,155543.32488742148
12102100,155496.98757444837
12102250,155478.74803128748
12102400,155478.74803128748
12102550,155435.50057830897
12102700,155535.3901968687
12102850,155600.93853798838
12103000,156328.3122221986
12103150,155260.1772329612
12103300,155284.83394267134
12103450,155239.4732304197
12103600,155476.3816146218
12103750,155607.96056198986
12103900,155655.84376059944
12104050,155394.10951814527
12104200,154398.31490441837
12104350,157927.5495227981
12104500,157959.44144635223
12104650,157147.35576404407
12104800,157594.72418509712
12104950,157594.72418509712
12105100,157758.99911971352
12105250,158022.1570144506
12105400,159034.6946923552
12105550,159462.7977019745
12105700,159357.5154037537
12105850,158710.79735321747
12106000,158915.15594175187
12106150,157859.95842420132
12106300,158277.3776839735
12106450,157102.40737367104
12106600,157102.40737367104
12106750,157210.3021105133
12106900,157260.83598355585
12107050,157801.92280046092
12107200,157801.92280046092
12107350,156617.0658102111
12107500,157244.6575005628
12107650,157245.4036025308
12107800,157396.2189240545
12107950,157396.2189240545
12108100,158611.92826500963
12108250,159736.38724404955
12108400,158788.4178292226
12108550,159488.40125684542
12108700,159856.86441474044
12108850,159152.45823358055
12109000,159074.21907474575
12109150,159074.21907474575
12109300,159074.21907474575
12109450,157124.81998221538
12109600,157764.73438885072
12109750,157760.5393622174
12109900,156799.45480638705
12110050,157189.64197595706
12110200,158183.81982427472
12110350,158211.11448652795
12110500,158211.11448652795
12110650,158185.583429837
12110800,158227.68869299474
12110950,158183.74808841557
12111100,158895.9327511553
12111250,157990.1160362948
12111400,158641.39110965034
12111550,157795.25653710435
12111700,157817.42047872752
12111850,158791.91954911625
12112000,158804.28966364762
12112150,157571.09326358823
12112300,157435.7585405473
12112450,158879.17639987063
12112600,158948.3869261866
12112750,158948.3869261866
12112900,158102.7731224418
12113050,158034.27059105816
12113200,158979.09059017975
12113350,158934.9638622369
12113500,158921.64476042645
12113650,158904.42097762678
12113800,158298.5329557288
12113950,156939.4101320187
12114100,157516.19151986248
12114250,157219.54374084898
12114400,155585.89171085457
12114550,153327.1499165939
12114700,154096.6916392939
12114850,155205.74013553464
12115000,155205.74013553464
12115150,155927.03218351208
12115300,155975.41404711266
12115450,155747.54703647594
12115600,155432.6512690377
12115750,155432.6512690377
12115900,154772.42536273922
12116050,155681.61046609047
12116200,155686.7862468939
12116350,155776.23708161988
12116500,156791.8595711989
12116650,157220.64245678528
12116800,156992.85207333878
12116950,157293.06643956943
12117100,156419.47877380528
12117250,156405.41590704766
12117400,156531.94780257015
12117550,157134.16695343002
12117700,157051.3219868722
12117850,157549.99730132666
12118000,157549.99730132666
12118150,157445.11352271173
12118300,158759.9043171644
12118450,158759.9043171644
12118600,158565.5121299695
12118750,163053.38493587595
12118900,162606.60411771765
12119050,162152.88554785593
12119200,161076.11743172607
12119350,161069.0334104572
12119500,161125.7361146973
12119650,161379.11818247312
12119800,161996.73775097355
12119950,161913.54083049763
12120100,162068.97810716135
12120250,162442.13600189844
12120400,161990.61889189482
12120550,162065.36820402835
12120700,163223.28176045604
12120850,162078.71630028356
12121000,164017.90420144005
12121150,164023.1673593348
12121300,164044.21999091367
12121450,164082.74196248307
12121600,162874.49611679968
12121750,162865.58975644156
12121900,163479.98085888082
12122050,162426.6225601414
12122200,162426.6225601414
12122350,162355.9310890844
12122500,162769.5730746838
12122650,162885.26566590442
12122800,161651.15960281322
12122950,160983.9234027204
12123100,161093.4763170027
12123250,161821.67729563898
12123400,161732.9840376185
12123550,161732.9840376185
12123700,162012.33143065486
12123850,162013.89656223392
12124000,161930.12117255607
12124150,161736.25057972677
12124300,158167.26597125537
12124450,157667.4628919171
12124600,157342.50075827108
12124750,158396.40897925606
12124900,158884.9854474658
12125050,158832.35386851837
12125200,158832.35386851837
12125350,158487.90383745998
12125500,158576.78279322645
12125650,158592.50036585683
12125800,158593.35288664678
12125950,157626.2755300438
12126100,156542.9696105954
12126250,157116.2457983813
12126400,156842.94021168005
12126550,157845.99959481022
12126700,157852.07500363354
12126850,157860.93024931502
12127000,157845.59713758694
12127150,157885.51620223958
12127300,157930.54729970664
12127450,158993.0432190027
12127600,158419.73370098675
12127750,158419.73370098675
12127900,158419.73370098675
12128050,159168.3814130526
12128200,159162.42922197634
12128350,157611.21315974955
12128500,158183.15663961766
12128650,158210.93204488073
12128800,158234.4029890986
12128950,158259.227886054
12129100,158259.227886054
12129250,159490.6671492474
12129400,160216.13600816464
12129550,159795.35047621725
12129700,159305.11714968437
12129850,158994.56537905827
12130000,159184.6370207213
12130150,158840.35280610315
12130300,158831.08964820878
12130450,158757.7840627108
12130600,158665.04592404628
12130750,159372.63615704628
12130900,159640.36956611808
12131050,159678.32433077248
12131200,159700.37696235089
12131350,159839.34086169276
12131500,160783.54022100123
12131650,161615.90811573874
12131800,161848.8644213579
12131950,161462.62186595428
12132100,161222.36808350313
12132250,161228.4207062377
12132400,161335.46951107637
12132550,161345.35426005165
12132700,163399.16768596138
12132850,161746.4290948231
12133000,162339.13965589975
12133150,162474.0212499523
12133300,162946.22074617122
12133450,164082.87274258307
12133600,162198.93895982954
12133750,162202.56094220377
12133900,162187.35989900774
12134050,162187.35989900774
12134200,162369.08482514837
12134350,160840.50663592343
12134500,160864.47193492393
12134650,162209.98510854415
12134800,162187.20271846934
12134950,162443.6860233918
12135100,162848.94918128618
12135250,162806.6458725408
12135400,162689.56836412245
12135550,162633.2971095918
12135700,162644.9436772834
12135850,163091.63693641362
12136000,163036.77069991737
12136150,162700.1607078589
12136300,162353.88015358246
12136450,162766.99872805135
12136600,162758.56769874648
12136750,163679.3524507699
12136900,162794.28885353546
12137050,162660.85590748957
12137200,162655.55202039008
12137350,162667.9383526212
12137500,160351.90151498237
12137650,160448.97311792013
12137800,160835.61981488674
12137950,161200.42527891792
12138100,159118.35217996503
12138250,158612.63386178997
12138400,159696.60321510446
12138550,158889.41323487184
12138700,159715.5903101303
12138850,159702.44349651042
12139000,160044.51010386462
12139150,160034.73314823912
12139300,160326.17877759927
12139450,160326.17877759927
12139600,160277.6798465783
12139750,160240.23379835443
12139900,161405.97380768743
12140050,161405.97380768743
12140200,160338.53375111896
12140350,160338.53375111896
12140500,159597.83704715737
12140650,159597.83704715737
12140800,159621.60204333303
12140950,158626.00130645282
12141100,159685.9321170594
12141250,160293.63165658995
12141400,160293.63165658995
12141550,160300.05270922233
12141700,160520.4012004156
12141850,160520.4012004156
12142000,161055.11014778403
12142150,160729.1368798055
12142300,160573.16579960476
12142450,160526.567178424
12142600,161262.53673750817
12142750,161767.2063073018
12142900,161330.33527543725
12143050,161347.81948596335
12143200,161643.93851832443
12143350,161988.40458557478
12143500,160947.01249531124
12143650,161781.48226716166
12143800,161743.37611419876
12143950,160684.08054282173
12144100,160261.41292030766
12144250,160266.94242241216
12144400,160266.94242241216
12144550,160361.6792645178
12144700,160574.8845556833
12144850,162039.6529154082
12145000,160356.3917772284
12145150,160473.2415119622
12145300,160486.87461196195
12145450,160492.01019219012
12145600,160509.49609067087
12145750,161725.29281965393
12145900,161469.65876167483
12146050,163208.60170938895
12146200,163335.47891419084
12146350,162553.34335123637
12146500,162553.34335123637
12146650,162225.17391883332
12146800,162225.17391883332
12146950,162225.17391883332
12147100,162225.17391883332
12147250,162225.17391883332
12147400,162227.15901132702
12147550,162227.158925989
12147700,162227.158925989
12147850,162227.158925989
12148000,162227.07358860347
12148150,162384.36931228806
12148300,162384.3692596567
12148450,163572.56438890594
12148600,163572.56438890594
12148750,163575.01033483242
12148900,164743.88942418928
12149050,166048.62617899553
12149200,166048.62617899553
12149350,167184.49029706122
12149500,166403.71620178065
12149650,166399.22738688142
12149800,167596.25863770378
12149950,167596.25863770378
12150100,165792.41021291428
12150250,165762.1176644804
12150400,165762.1176644804
12150550,165762.1176644804
12150700,165771.32819079683
12150850,164387.4396454816
12151000,162954.68526785058
12151150,163004.86045472726
12151300,162790.0978054938
12151450,163719.93711816828
12151600,163719.93711816828
12151750,163719.93711816828
12151900,163531.85902105906
12152050,163899.80108330428
12152200,163909.5147346969
12152350,163903.77789259172
12152500,163903.77789259172
12152650,163914.491890129
12152800,164019.36276582704
12152950,164131.5305289848
12153100,164138.88038383966
12153250,164710.51867342164
12153400,166077.87411650765
12153550,166077.87411650765
12153700,165476.1452780094
12153850,165476.1452780094
12154000,165387.34754501685
12154150,165464.78444219177
12154300,165490.69247753528
12154450,164391.7298803337
12154600,164466.19882126368
12154750,164884.70491311915
12154900,164010.78254193702
12155050,165693.8185152624
12155200,164579.59035138722
12155350,165629.281049799
12155500,165982.96940607514
12155650,165982.96940607514
12155800,166562.98120507022
12155950,166379.6989319602
12156100,166431.78148571478
12156250,166228.05284344294
12156400,166414.2070100194
12156550,166570.69159985782
12156700,166570.69159985782
12156850,166648.59493686986
12157000,166809.6474422466
12157150,166607.24458627804
12157300,166718.9491363236
12157450,168464.81746829842
12157600,168527.34100530465
12157750,168712.76205793658
12157900,167916.98674088094
12158050,167916.98674088094
12158200,167916.98674088094
12158350,167904.2072934353
12158500,167641.71308331314
12158650,167688.61874736316
12158800,166535.97155356716
12158950,166541.35677088314
12159100,166578.18961648253
12159250,166665.3925681322
12159400,166665.3925681322
12159550,166375.06231358956
12159700,165494.2308728954
12159850,165494.2308728954
12160000,164962.17458244722
12160150,164585.8562427627
12160300,164524.84210864158
12160450,164573.64338303666
12160600,164100.04709095537
12160750,162069.29503448337
12160900,164033.89418900973
12161050,164030.83599980857
12161200,165017.5989209058
12161350,164936.87313421193
12161500,164833.1229368439
12161650,164980.0282000024
12161800,164980.0282000024
12161950,166079.84531467175
12162100,166079.84531467175
12162250,166927.06164968014
12162400,167709.33679925883
12162550,167706.9926595539
12162700,167089.5548946974
12162850,167484.0614736448
12163000,167530.81201749295
12163150,169004.39406589326
12163300,169004.39406589326
12163450,169204.47106756642
12163600,167933.4605804896
12163750,168021.98475116584
12163900,168179.87948800856
12164050,167429.99537550518
12164200,167681.87421533884
12164350,167656.0296939793
12164500,166430.38069891266
12164650,165311.37199632998
12164800,164854.71152526725
12164950,164880.25221932892
12165100,165480.71436427048
12165250,166356.9117293556
12165400,166543.2870747338
12165550,165957.72611285493
12165700,166510.65538122717
12165850,166673.65098435458
12166000,168031.11157458255
12166150,168110.56569759606
12166300,167556.1596190069
12166450,168294.33630797465
12166600,168294.33630797465
12166750,167752.93473219185
12166900,166775.30340218754
12167050,166933.1981390298
12167200,166608.68667458114
12167350,166718.059773163
12167500,166396.50795571442
12167650,166953.49870417017
12167800,166953.49870417017
12167950,167803.84352939605
12168100,167454.3840902935
12168250,167454.3840902935
12168400,168265.93666479003
12168550,168265.93666479003
12168700,168571.5816131389
12168850,168714.75056597183
12169000,169379.69484861952
12169150,169379.69484861952
12169300,170041.91109205422
12169450,170041.91109205422
12169600,170041.91109205422
12169750,170041.91109205422
12169900,170097.21990047547
12170050,170205.54647942225
12170200,169447.78516168345
12170350,169887.58231931657
12170500,168786.21648901433
12170650,168784.41162224498
12170800,168808.32443645515
12170950,168697.35945380165
12171100,168699.6926121601
12171250,168967.38892795017
12171400,168988.9936442856
12171550,168890.18977421208
12171700,168998.54641857708
12171850,169146.81026812282
12172000,168688.05780525424
12172150,168688.05780525424
12172300,169442.2550857818
12172450,169448.83403314988
12172600,169383.18679161987
12172750,169391.95517427393
12172900,169402.0590058543
12173050,169402.0590058543
12173200,169962.825547943
12173350,169962.825547943
12173500,170053.6925014333
12173650,170045.14543050912
12173800,169810.45512612828
12173950,169815.22123922093
