blocknumber,reserve WBTC,reserve USDC,volume WBTC for 5% slippage
11277400,0,0,32.35422165315799
11277550,0,0,32.341425768421004
11277700,0,0,32.37584917473691
11277850,0,0,32.500032508947356
11278000,0,0,32.47160745999997
11278150,0,0,32.57839772894749
11278300,0,0,32.41916490157894
11278450,0,0,32.34070296473692
11278600,0,0,32.32479634368417
11278750,0,0,32.33919536526321
11278900,0,0,32.34464925421048
11279050,0,0,32.366071472631575
11279200,0,0,32.33395727842105
11279350,0,0,32.34395763368423
11279500,0,0,32.35351977473681
11279650,0,0,32.084797033157884
11279800,0,0,31.990624381052612
11279950,0,0,23.926896656315762
11280100,0,0,24.281282535263188
11280250,0,0,24.321593194210493
11280400,0,0,24.20549473368419
11280550,0,0,24.27387322947368
11280700,0,0,24.21332856947373
11280850,0,0,23.984078637368384
11281000,0,0,24.02122149421058
11281150,0,0,24.067605879999974
11281300,0,0,24.073884526842107
11281450,0,0,24.032802377368455
11281600,0,0,23.997297632631557
11281750,0,0,24.04699649263165
11281900,0,0,23.979747283157906
11282050,0,0,24.01998998631575
11282200,0,0,24.123000509999997
11282350,0,0,24.180044442105213
11282500,0,0,24.241042567894738
11282650,0,0,23.935547547894714
11282800,0,0,23.869325194210546
11282950,0,0,23.797251484210562
11283100,0,0,23.77480558368427
11283250,0,0,23.804257762105237
11283400,0,0,23.764590961052647
11283550,0,0,23.735430832105294
11283700,0,0,23.785939600526262
11283850,0,0,23.844970979473715
11284000,0,0,23.883157297368427
11284150,0,0,23.946563377894734
11284300,0,0,23.893718941052725
11284450,0,0,23.902774846315765
11284600,0,0,23.77669574157892
11284750,0,0,23.796690243684225
11284900,0,0,23.79765012368415
11285050,0,0,23.766577717368364
11285200,0,0,23.91496329052626
11285350,0,0,23.79982941526322
11285500,0,0,23.80125865684215
11285650,0,0,23.726154033684224
11285800,0,0,23.658879226842146
11285950,0,0,23.67201050105257
11286100,0,0,23.698674443157813
11286250,0,0,23.763918029999957
11286400,0,0,23.767309588421085
11286550,0,0,23.795384980526364
11286700,0,0,23.74816593473679
11286850,0,0,23.763597972631544
11287000,0,0,23.79572892578949
11287150,0,0,23.87250147789473
11287300,0,0,23.93338745157888
11287450,0,0,23.98799857894727
11287600,0,0,23.974004764210463
11287750,0,0,24.039897646842178
11287900,0,0,24.046785210000053
11288050,0,0,23.99106630578939
11288200,0,0,23.913004222631514
11288350,0,0,23.842224976315833
11288500,0,0,23.827531925789515
11288650,0,0,23.8189543900001
11288800,0,0,23.7261340642105
11288950,0,0,23.715833282105223
11289100,0,0,23.76039051157892
11289250,0,0,23.60565389105267
11289400,0,0,23.637623124736763
11289550,0,0,23.64492020842107
11289700,0,0,23.68503190947365
11289850,0,0,23.713284341052656
11290000,0,0,23.659893490526372
11290150,0,0,23.69826623736833
11290300,0,0,23.69314857421051
11290450,0,0,23.730759104210506
11290600,0,0,23.722619217368333
11290750,0,0,23.663977386315764
11290900,0,0,23.658185236315774
11291050,0,0,23.6855651031579
11291200,0,0,23.73773032789478
11291350,0,0,23.77261596631581
11291500,0,0,23.796572230000095
11291650,0,0,23.8000720621053
11291800,0,0,23.78105710684207
11291950,0,0,23.826029748421035
11292100,0,0,23.787199048421144
11292250,0,0,23.70160579315791
11292400,0,0,23.676316830526332
11292550,0,0,23.676316830526332
11292700,0,0,23.737844130526355
11292850,0,0,23.604252430526287
11293000,0,0,23.611719858420997
11293150,0,0,23.614010284210508
11293300,0,0,23.603725830526344
11293450,0,0,23.625732052631633
11293600,0,0,23.503577374210522
11293750,0,0,23.57055979789476
11293900,0,0,23.467568105263183
11294050,0,0,23.467049598421
11294200,0,0,23.502695256315803
11294350,0,0,23.537700084736855
11294500,0,0,23.524123985263202
11294650,0,0,23.45382062473692
11294800,0,0,23.43524086210533
11294950,0,0,23.45434094526314
11295100,0,0,23.495574054736892
11295250,0,0,23.560575410000013
11295400,0,0,23.508958090526335
11295550,0,0,23.470411781579003
11295700,0,0,23.282500406842132
11295850,0,0,23.260393196842074
11296000,0,0,23.233664515263115
11296150,0,0,23.2298468578947
11296300,0,0,23.243548173684246
11296450,0,0,23.25981040578955
11296600,0,0,23.270973407368444
11296750,0,0,23.346050923157918
11296900,0,0,23.306096511579028
11297050,0,0,23.27416716578955
11297200,0,0,23.281360307894772
11297350,0,0,23.22755407052631
11297500,0,0,23.29113300526319
11297650,0,0,23.332920668947338
11297800,0,0,23.314708667894763
11297950,0,0,23.26327043631585
11298100,0,0,23.257674575263195
11298250,0,0,23.20221823789467
11298400,0,0,23.12437639157895
11298550,0,0,23.130183561578917
11298700,0,0,23.10865951210525
11298850,0,0,23.197754830000065
11299000,0,0,23.177548317368405
11299150,0,0,23.201179626842134
11299300,0,0,23.301012521579025
11299450,0,0,23.32951633684206
11299600,0,0,23.271053739473757
11299750,0,0,23.25503373684205
11299900,0,0,23.239357635263104
11300050,0,0,23.238583664210523
11300200,0,0,23.243379806315772
11300350,0,0,23.176569394736873
11300500,0,0,23.176569394736873
11300650,0,0,23.17451300526318
11300800,0,0,23.248125658420975
11300950,0,0,23.246879221052666
11301100,0,0,23.25029501052626
11301250,0,0,23.249689802105195
11301400,0,0,23.35614949157889
11301550,0,0,23.276942924210516
11301700,0,0,23.27479383947366
11301850,0,0,23.168839648947426
11302000,0,0,23.193247637368415
11302150,0,0,21.327938509999967
11302300,0,0,21.339425212105198
11302450,0,0,21.332047896842084
11302600,0,0,21.28596966736842
11302750,0,0,21.363148457894738
11302900,0,0,21.362041298947304
11303050,0,0,21.36064135315786
11303200,0,0,21.379550151052683
11303350,0,0,21.36356387210526
11303500,0,0,21.41647830263156
11303650,0,0,21.447554150526344
11303800,0,0,21.40169485842108
11303950,0,0,21.43406901789473
11304100,0,0,21.447766262631546
11304250,0,0,21.438141099999996
11304400,0,0,21.43178241526317
11304550,0,0,21.431157407894716
11304700,0,0,21.36030281052632
11304850,0,0,21.393260055789426
11305000,0,0,21.476614346842155
11305150,0,0,21.571452901578937
11305300,0,0,21.533708380526264
11305450,0,0,21.479745070526292
11305600,0,0,21.45105874421057
11305750,0,0,21.427665065263113
11305900,0,0,21.523923352631584
11306050,0,0,21.492048235263155
11306200,0,0,21.71290361315795
11306350,0,0,21.731421931578893
11306500,0,0,21.757875901578984
11306650,0,0,21.857551840526355
11306800,0,0,21.836294556315863
11306950,0,0,21.83331443263154
11307100,0,0,21.88094513578949
11307250,0,0,21.890969157894745
11307400,0,0,21.85636674842101
11307550,0,0,21.990243747368424
11307700,0,0,22.006667981579028
11307850,0,0,22.287276242631606
11308000,0,0,22.047610034736806
11308150,0,0,21.98185293842107
11308300,0,0,21.986363338421086
11308450,0,0,21.965574875789457
11308600,0,0,21.90536660736842
11308750,0,0,21.930404182105235
11308900,0,0,21.921070926315792
11309050,0,0,19.70275813263163
11309200,0,0,19.635702402631523
11309350,0,0,19.56673314210525
11309500,0,0,19.596987983157874
11309650,0,0,19.578799584736885
11309800,0,0,19.617182328947422
11309950,0,0,19.59269827473679
11310100,0,0,19.59299219368421
11310250,0,0,19.571576570000047
11310400,0,0,19.574872044210508
11310550,0,0,19.570009973684193
11310700,0,0,19.570125924210515
11310850,0,0,19.54584313157892
11311000,0,0,19.675742490526375
11311150,0,0,19.721674126842117
11311300,0,0,19.757267204210564
11311450,0,0,19.846830286315765
11311600,0,0,19.798516937368333
11311750,0,0,19.75424141631578
11311900,0,0,19.74556119578949
11312050,0,0,19.72838634947368
11312200,0,0,19.71853191263159
11312350,0,0,19.653927767368373
11312500,0,0,17.706746982631557
11312650,0,0,17.714473558421048
11312800,0,0,17.736056299473717
11312950,0,0,17.758574051578933
11313100,0,0,17.70373233526317
11313250,0,0,17.72164419578951
11313400,0,0,17.68854009842113
11313550,0,0,17.67191011105257
11313700,0,0,17.674568517368357
11313850,0,0,17.665556055789466
11314000,0,0,17.628253176842122
11314150,0,0,17.63098209736836
11314300,0,0,17.656379609473674
11314450,0,0,17.69832131157898
11314600,0,0,17.670033632105287
11314750,0,0,17.72800985105266
11314900,0,0,17.66618787526312
11315050,0,0,17.64123031210528
11315200,0,0,17.641173779999974
11315350,0,0,17.802083657368428
11315500,0,0,17.75258840210529
11315650,0,0,17.851681181052697
11315800,0,0,17.791860104736884
11315950,0,0,17.74977382315791
11316100,0,0,17.789197584736883
11316250,0,0,17.81004793263162
11316400,0,0,17.785701602105235
11316550,0,0,17.75593403473681
11316700,0,0,17.775007168420984
11316850,0,0,17.772227785789426
11317000,0,0,17.725236362105306
11317150,0,0,17.773974547368425
11317300,0,0,17.711040316315746
11317450,0,0,17.826947873157906
11317600,0,0,17.778980941578936
11317750,0,0,17.803935004736786
11317900,0,0,17.79360558368421
11318050,0,0,17.725356772105215
11318200,0,0,17.762400518421032
11318350,0,0,17.760946958421016
11318500,0,0,17.772166138947455
11318650,0,0,17.772166138947455
11318800,0,0,17.758101343684245
11318950,0,0,17.75503088263156
11319100,0,0,17.76788082052633
11319250,0,0,17.807912041578902
11319400,0,0,17.83487901157895
11319550,0,0,17.782032051052624
11319700,0,0,17.725963119473704
11319850,0,0,17.785363325263177
11320000,0,0,17.732253823684175
11320150,0,0,17.65267580842101
11320300,0,0,17.494819283684194
11320450,0,0,17.483311012631646
11320600,0,0,17.505091842105287
11320750,0,0,17.47973671894738
11320900,0,0,17.47924665789475
11321050,0,0,17.426737027368404
11321200,0,0,17.37782220315796
11321350,0,0,17.35424903631582
11321500,0,0,17.372823292631608
11321650,0,0,17.31724682736842
11321800,0,0,17.326815507894764
11321950,0,0,17.32685247631582
11322100,0,0,17.300422983157887
11322250,0,0,22.64079490894744
11322400,0,0,22.634832906842064
11322550,0,0,22.67382698105257
11322700,0,0,22.69894529789468
11322850,0,0,22.66090250105259
11323000,0,0,22.655171280526247
11323150,0,0,22.720111447894794
11323300,0,0,22.803454861052614
11323450,0,0,22.787155726315746
11323600,0,0,22.868668525789417
11323750,0,0,22.88479694368425
11323900,0,0,22.812184206315806
11324050,0,0,22.71596188105258
11324200,0,0,22.748188924210524
11324350,0,0,22.726005147894796
11324500,0,0,22.72573171526318
11324650,0,0,22.73302052631584
11324800,0,0,22.75711905052634
11324950,0,0,22.866367069473654
11325100,0,0,22.857733335263106
11325250,0,0,22.96715199157893
11325400,0,0,22.93633043631587
11325550,0,0,23.04060214473685
11325700,0,0,23.02250933315787
11325850,0,0,22.914794905263136
11326000,0,0,22.864199115263204
11326150,0,0,22.889396737894742
11326300,0,0,22.814881340526313
11326450,0,0,22.826013290526305
11326600,0,0,22.744535194210528
11326750,0,0,22.74644738684208
11326900,0,0,22.75749285210526
11327050,0,0,22.627520855263185
11327200,0,0,22.592714591578897
11327350,0,0,22.627125224210488
11327500,0,0,22.694992063684197
11327650,0,0,22.689823075789548
11327800,0,0,22.6764856105263
11327950,0,0,22.706620466842026
11328100,0,0,22.725623195789467
11328250,0,0,22.660096880000026
11328400,0,0,22.69979583999998
11328550,0,0,22.72547081578955
11328700,0,0,22.866409775789464
11328850,0,0,22.84841030894728
11329000,0,0,22.901222499473704
11329150,0,0,22.834311492105257
11329300,0,0,22.780737085789497
11329450,0,0,22.809400141052663
11329600,0,0,22.823826892105274
11329750,0,0,22.949675732105277
11329900,0,0,22.83740312526311
11330050,0,0,22.857639162105272
11330200,0,0,22.973821631578915
11330350,0,0,23.037768954736862
11330500,0,0,23.064366903157918
11330650,0,0,23.024489789473705
11330800,0,0,23.000577553157825
11330950,0,0,22.961363976842108
11331100,0,0,22.979857346315725
11331250,0,0,23.069212845263223
11331400,0,0,23.216367340000033
11331550,0,0,23.324915213157908
11331700,0,0,23.495675849473685
11331850,0,0,23.547504865263193
11332000,0,0,23.719920701052615
11332150,0,0,23.748794795263223
11332300,0,0,23.68999775736836
11332450,0,0,23.543105890526306
11332600,0,0,23.620359900526353
11332750,0,0,23.7538034047368
11332900,0,0,23.91494367421052
11333050,0,0,24.488443151578963
11333200,0,0,24.47044907368428
11333350,0,0,24.07632645263152
11333500,0,0,24.0742702
11333650,0,0,23.907052356842087
11333800,0,0,24.031660289473677
11333950,0,0,24.075807494736807
11334100,0,0,23.99011267473685
11334250,0,0,23.977039821052585
11334400,0,0,24.032887953157854
11334550,0,0,24.291393800000037
11334700,0,0,24.33352227947364
11334850,0,0,24.100432028947353
11335000,0,0,24.264986185789496
11335150,0,0,24.296833456315767
11335300,0,0,24.574481147368488
11335450,0,0,24.622922697894808
11335600,0,0,24.42194360684215
11335750,0,0,24.39206363473687
11335900,0,0,24.694452447894776
11336050,0,0,24.52884806000003
11336200,0,0,27.426239886315898
11336350,0,0,27.206374036842135
11336500,0,0,27.230218207894723
11336650,0,0,27.294615057894703
11336800,0,0,27.212207958947374
11336950,0,0,27.265795507368466
11337100,0,0,27.250845273157893
11337250,0,0,27.20090236526312
11337400,0,0,27.151434643157927
11337550,0,0,27.02866933578946
11337700,0,0,27.06346938473689
11337850,0,0,27.166681465789452
11338000,0,0,27.246962895789466
11338150,0,0,27.18606981894743
11338300,0,0,27.19780229210528
11338450,0,0,27.196424504210654
11338600,0,0,27.19735301894741
11338750,0,0,27.08550448368419
11338900,0,0,27.19134901368409
11339050,0,0,27.17220919315787
11339200,0,0,27.18501891894732
11339350,0,0,27.294022507368368
11339500,0,0,27.46893192368418
11339650,0,0,27.50631802684211
11339800,0,0,27.5411318710527
11339950,0,0,27.75340614052641
11340100,0,0,27.632299888947387
11340250,0,0,27.548077451578934
11340400,0,0,27.6053189352632
11340550,0,0,27.5945696489473
11340700,0,0,27.494272393157985
11340850,0,0,27.42150910842099
11341000,0,0,27.63119179684213
11341150,0,0,27.536875947368458
11341300,0,0,27.692629244210593
11341450,0,0,27.848850313157868
11341600,0,0,27.69436305473687
11341750,0,0,27.68613478421048
11341900,0,0,27.614936299999954
11342050,0,0,27.672013353684292
11342200,0,0,27.563434597368428
11342350,0,0,27.601462011052604
11342500,0,0,27.601496098947337
11342650,0,0,27.621779988947424
11342800,0,0,27.551514511578944
11342950,0,0,27.455443070000115
11343100,0,0,27.461761382631494
11343250,0,0,27.45700513789484
11343400,0,0,27.452639074736794
11343550,0,0,27.306017600526275
11343700,0,0,27.31311292052635
11343850,0,0,27.284177102631475
11344000,0,0,27.299752296315773
11344150,0,0,26.321033251052654
11344300,0,0,26.321033251052654
11344450,0,0,26.36724230736837
11344600,0,0,26.3701753478947
11344750,0,0,26.38085901315793
11344900,0,0,26.39566896578947
11345050,0,0,26.428750089999994
11345200,0,0,26.431752676315796
11345350,0,0,26.423121512631496
11345500,0,0,26.428114849473673
11345650,0,0,26.431067920526345
11345800,0,0,26.41792828052627
11345950,0,0,26.471854548421106
11346100,0,0,26.49738506368419
11346250,0,0,26.498855365263182
11346400,0,0,26.4972992415789
11346550,0,0,26.30966846947365
11346700,0,0,26.30966846947365
11346850,0,0,26.304241593157883
11347000,0,0,26.299781842105233
11347150,0,0,26.299003241052674
11347300,0,0,26.27829779421046
11347450,0,0,26.14646894947367
11347600,0,0,26.132264271578947
11347750,0,0,26.140621514210466
11347900,0,0,25.08122217894737
11348050,0,0,24.90595251789466
11348200,0,0,24.829194417894712
11348350,0,0,24.85267785684215
11348500,0,0,24.85252967421053
11348650,0,0,24.832782184210544
11348800,0,0,24.835150605263152
11348950,0,0,24.836188953157773
11349100,0,0,24.787156027894753
11349250,0,0,24.7795851715789
11349400,0,0,24.838782765263204
11349550,0,0,24.860157790000073
11349700,0,0,24.80137575842093
11349850,0,0,24.80527343368425
11350000,0,0,24.805652658420968
11350150,0,0,24.85452906578945
11350300,0,0,24.90254214684211
11350450,0,0,24.904619756315753
11350600,0,0,24.90667238789473
11350750,0,0,24.93483478684209
11350900,0,0,24.92329307894738
11351050,0,0,24.87340455789473
11351200,0,0,24.83404878052636
11351350,0,0,24.796993442631617
11351500,0,0,24.804046156315792
11351650,0,0,24.825899024736827
11351800,0,0,24.84034477157894
11351950,0,0,24.830280775263134
11352100,0,0,24.841037451052728
11352250,0,0,24.86812475631575
11352400,0,0,24.835387914210457
11352550,0,0,24.641243006315847
11352700,0,0,24.625878753684276
11352850,0,0,24.55695500526315
11353000,0,0,24.572570012631616
11353150,0,0,24.552151309473743
11353300,0,0,24.51302588473675
11353450,0,0,24.540347005789442
11353600,0,0,24.544994692631633
11353750,0,0,24.62094725210528
11353900,0,0,24.591148748947376
11354050,0,0,24.574550854210543
11354200,0,0,22.06885441473679
11354350,0,0,22.162990398421073
11354500,0,0,22.09419949052625
11354650,0,0,22.122261121052645
11354800,0,0,22.154962554736755
11354950,0,0,22.130134980526293
11355100,0,0,22.130712996315822
11355250,0,0,22.134933273684226
11355400,0,0,22.104111640526355
11355550,0,0,22.112463053684223
11355700,0,0,22.125317185789413
11355850,0,0,22.10192888421051
11356000,0,0,21.996595568947328
11356150,0,0,22.009323420526357
11356300,0,0,22.07826102947371
11356450,0,0,22.06533017052635
11356600,0,0,22.04614801631584
11356750,0,0,21.98379855736846
11356900,0,0,21.951660363157885
11357050,0,0,21.88654035842103
11357200,0,0,21.906236099473688
11357350,0,0,21.87080244736842
11357500,0,0,21.89358181631576
11357650,0,0,21.84407472999999
11357800,0,0,21.840600064736805
11357950,0,0,21.857636099473723
11358100,0,0,21.859279245263167
11358250,0,0,21.83689065578949
11358400,0,0,21.89064153894742
11358550,0,0,21.88629158526311
11358700,0,0,21.795287893684247
11358850,0,0,21.895376292105254
11359000,0,0,22.05932014684214
11359150,0,0,21.99466786526318
11359300,0,0,22.033428609473674
11359450,0,0,22.060005001052616
11359600,0,0,21.974718281052674
11359750,0,0,21.974718281052674
11359900,0,0,21.93767721263157
11360050,0,0,21.933761627368426
11360200,0,0,21.808910405789447
11360350,0,0,21.820946441052683
11360500,0,0,21.689926165263216
11360650,0,0,21.584531745789548
11360800,0,0,21.340097467368423
11360950,0,0,21.24399540052633
11361100,0,0,21.53137472947367
11361250,0,0,21.405051481052567
11361400,0,0,21.626817934210578
11361550,0,0,21.50051529842102
11361700,0,0,21.526096458947393
11361850,0,0,21.579676809473654
11362000,0,0,21.607833016842108
11362150,0,0,21.588496315789484
11362300,0,0,21.547910843157922
11362450,0,0,21.526471872631532
11362600,0,0,21.442350503684224
11362750,0,0,21.488698916315855
11362900,0,0,21.530714439999997
11363050,0,0,21.49334186736843
11363200,0,0,21.37231940894742
11363350,0,0,21.37712719473683
11363500,0,0,21.444661658947382
11363650,0,0,21.450672428421058
11363800,0,0,21.395065234736762
11363950,0,0,21.321377213684173
11364100,0,0,21.342852681052648
11364250,0,0,21.388461625263176
11364400,0,0,21.460296998947342
11364550,0,0,21.44725294052631
11364700,0,0,21.478152130526325
11364850,0,0,21.47336257421057
11365000,0,0,18.709819374736924
11365150,0,0,18.70623116578946
11365300,0,0,18.708862744736905
11365450,0,0,18.7036616847368
11365600,0,0,18.687529008421052
11365750,0,0,18.68268085368419
11365900,0,0,18.73929642736846
11366050,0,0,18.61402054789471
11366200,0,0,18.56361134947366
11366350,0,0,18.841079713684223
11366500,0,0,18.712390523684235
11366650,0,0,18.891832632105263
11366800,0,0,19.108986778947383
11366950,0,0,19.08453293842109
11367100,0,0,19.031091306842086
11367250,0,0,18.916763816842092
11367400,0,0,18.666344139473722
11367550,0,0,18.771737270000017
11367700,0,0,18.945748786315846
11367850,0,0,18.896786520000035
11368000,0,0,19.00507721052628
11368150,0,0,18.951769203684194
11368300,0,0,18.98748503631589
11368450,0,0,18.999148850526296
11368600,0,0,18.995598701052643
11368750,0,0,18.906036968421063
11368900,0,0,18.9657733810526
11369050,0,0,18.968616624210483
11369200,0,0,18.902052353684212
11369350,0,0,18.880605709473684
11369500,0,0,18.966715925789515
11369650,0,0,19.050640763684214
11369800,0,0,19.08489224368418
11369950,0,0,19.031194608947317
11370100,0,0,19.041720924736865
11370250,0,0,19.00045036684213
11370400,0,0,19.038556594736917
11370550,0,0,19.09992667157894
11370700,0,0,19.161516496315812
11370850,0,0,19.172259747894714
11371000,0,0,19.257557752105242
11371150,0,0,19.19514189526319
11371300,0,0,19.146866585789496
11371450,0,0,19.03519386789469
11371600,0,0,19.03291466210527
11371750,0,0,19.031387623157855
11371900,0,0,18.889487672631617
11372050,0,0,18.885624018421026
11372200,0,0,18.8089909536842
11372350,0,0,18.92183476947372
11372500,0,0,18.921503805263114
11372650,0,0,18.921490076315763
11372800,0,0,18.911775418947343
11372950,0,0,18.954975627368412
11373100,0,0,18.99684184842107
11373250,0,0,18.9662906805263
11373400,0,0,18.888356738421066
11373550,0,0,18.89299030052632
11373700,0,0,18.992474102631604
11373850,0,0,18.972991506315793
11374000,0,0,19.038323260526397
11374150,0,0,19.007731355789474
11374300,0,0,19.033716690526262
11374450,0,0,19.034249981052596
11374600,0,0,19.008661196842127
11374750,0,0,18.94160002999996
11374900,0,0,18.93460034000003
11375050,0,0,18.95898284947367
11375200,0,0,18.937075784736805
11375350,0,0,18.927623517368374
11375500,0,0,18.91346221210523
11375650,0,0,18.907694518421067
11375800,0,0,18.851492933157886
11375950,0,0,18.87347450578949
11376100,0,0,18.922437445263142
11376250,0,0,18.86933622894736
11376400,0,0,18.86320798052634
11376550,0,0,18.896123169473697
11376700,0,0,18.92243895894734
11376850,0,0,18.953787561578963
11377000,0,0,18.95182471947362
11377150,0,0,18.913901197894802
11377300,0,0,18.87314237526317
11377450,0,0,18.90039299631576
11377600,0,0,17.4285518242105
11377750,0,0,17.443703762105258
11377900,0,0,17.491673554210593
11378050,0,0,17.511078634736805
11378200,0,0,17.503698573684176
11378350,0,0,17.39510929368413
11378500,0,0,17.39510929368413
11378650,0,0,17.290933734210512
11378800,0,0,17.37599174368421
11378950,0,0,17.370202087368455
11379100,0,0,17.329517466315792
11379250,0,0,17.276017147368407
11379400,0,0,17.293914957894742
11379550,0,0,17.297811700526324
11379700,0,0,17.353036105263186
11379850,0,0,17.337013894736856
11380000,0,0,17.331233985263168
11380150,0,0,17.33098323263158
11380300,0,0,17.286403536315845
11380450,0,0,17.323715747368453
11380600,0,0,17.292297937894716
11380750,0,0,17.318225435263173
11380900,0,0,17.309136632105265
11381050,0,0,17.34171133842102
11381200,0,0,17.32923342315786
11381350,0,0,17.297520258947372
11381500,0,0,17.29549993368414
11381650,0,0,17.30626553526315
11381800,0,0,17.309140421052575
11381950,0,0,17.294987414736852
11382100,0,0,17.289438623684248
11382250,0,0,17.26200079105263
11382400,0,0,17.26066587578947
11382550,0,0,17.273641127894734
11382700,0,0,17.206545837894737
11382850,0,0,17.27984024157894
11383000,0,0,17.25916089263154
11383150,0,0,17.27091353894741
11383300,0,0,17.317029478947347
11383450,0,0,17.296693054736863
11383600,0,0,17.368214971052623
11383750,0,0,17.365507821578944
11383900,0,0,17.39761323789469
11384050,0,0,17.302243561052705
11384200,0,0,17.32038151894733
11384350,0,0,17.323585611578892
11384500,0,0,17.38285507736839
11384650,0,0,17.336173502631596
11384800,0,0,17.350414484210546
11384950,0,0,17.36219869263158
11385100,0,0,17.29714246105266
11385250,0,0,17.31450022000007
11385400,0,0,17.3387881431579
11385550,0,0,17.517046268421097
11385700,0,0,17.50465302736842
11385850,0,0,17.456343418421056
11386000,0,0,17.529921465263214
11386150,0,0,17.569082860526294
11386300,0,0,17.529386437894743
11386450,0,0,17.482942606315817
11386600,0,0,17.49262329999999
11386750,0,0,17.45616014736845
11386900,0,0,17.46273256578945
11387050,0,0,17.489530994210497
11387200,0,0,17.543019884210537
11387350,0,0,13.272187753684193
11387500,0,0,13.239104294736848
11387650,0,0,13.220165937894677
11387800,0,0,13.233868914736803
11387950,0,0,13.205955479473687
11388100,0,0,13.159119653157859
11388250,0,0,13.215428610526345
11388400,0,0,13.310009207894694
11388550,0,0,13.285814085789468
11388700,0,0,13.355759475789483
11388850,0,0,13.368582694210517
11389000,0,0,13.409404911578918
11389150,0,0,13.39115916000003
11389300,0,0,13.438924354736827
11389450,0,0,13.3774016968421
11389600,0,0,13.379867204736797
11389750,0,0,13.3746333
11389900,0,0,13.373853452631579
11390050,0,0,13.35808205263163
11390200,0,0,13.360861625263112
11390350,0,0,13.34804024526315
11390500,0,0,13.317714228421067
11390650,0,0,13.32472149947364
11390800,0,0,13.31436395
11390950,0,0,13.30143568894735
11391100,0,0,13.300176959473646
11391250,0,0,13.289709818947387
11391400,0,0,13.289895194736857
11391550,0,0,13.260286244736818
11391700,0,0,13.233984060526325
11391850,0,0,13.243869117368376
11392000,0,0,13.258502603157922
11392150,0,0,13.24684081684208
11392300,0,0,13.277722940000018
11392450,0,0,13.280675549473699
11392600,0,0,13.303867590526295
11392750,0,0,13.312019012631566
11392900,0,0,13.310917125789473
11393050,0,0,13.318619911578935
11393200,0,0,13.283057864210491
11393350,0,0,13.252228200526304
11393500,0,0,13.27543304421053
11393650,0,0,13.25149116
11393800,0,0,13.268999946842115
11393950,0,0,13.253858031052658
11394100,0,0,13.253609701578938
11394250,0,0,13.913213655263178
11394400,0,0,13.935548204736847
11394550,0,0,13.930110650526274
11394700,0,0,13.927130701052647
11394850,0,0,13.927626225263168
11395000,0,0,13.952136211052618
11395150,0,0,13.944103089999999
11395300,0,0,13.945924350526354
11395450,0,0,13.95809438473691
11395600,0,0,13.967425974736841
11395750,0,0,13.921806897894783
11395900,0,0,13.896856897894736
11396050,0,0,13.868203937894805
11396200,0,0,13.883446657894751
11396350,0,0,13.877879587368398
11396500,0,0,13.907202281052662
11396650,0,0,13.906345292631613
11396800,0,0,13.902221087368446
11396950,0,0,13.89101854789476
11397100,0,0,13.889004272105296
11397250,0,0,13.922781104210515
11397400,0,0,13.903904822631546
11397550,0,0,13.90426609526321
11397700,0,0,13.904103076315778
11397850,0,0,13.886156005789474
11398000,0,0,13.896654733157902
11398150,0,0,13.932553252105265
11398300,0,0,13.967085058947362
11398450,0,0,13.968451486842127
11398600,0,0,13.975819739999963
11398750,0,0,13.985081549473648
11398900,0,0,14.012716351052688
11399050,0,0,14.009324259473715
11399200,0,0,14.013980624210546
11399350,0,0,14.034183987368351
11399500,0,0,14.017657038421078
11399650,0,0,14.063014981578931
11399800,0,0,14.008130232105259
11399950,0,0,13.999980024210572
11400100,0,0,13.95607603105259
11400250,0,0,13.984340446315798
11400400,0,0,13.984340446315798
11400550,0,0,13.955278447894727
11400700,0,0,13.963035265789529
11400850,0,0,13.984504470526304
11401000,0,0,13.975528911052606
11401150,0,0,13.984838231578976
11401300,0,0,14.010584604736835
11401450,0,0,13.970039736315812
11401600,0,0,13.952252049473657
11401750,0,0,13.939180976842124
11401900,0,0,14.000319985263161
11402050,0,0,13.929255424210567
11402200,0,0,13.89422984157892
11402350,0,0,13.92176577052635
11402500,0,0,13.913771639999993
11402650,0,0,13.913466060526332
11402800,0,0,13.966097577368373
11402950,0,0,13.947778754736817
11403100,0,0,13.959094317368454
11403250,0,0,13.960876953684192
11403400,0,0,13.940987349473687
11403550,0,0,13.944906706315805
11403700,0,0,13.946771269473686
11403850,0,0,13.938483829473682
11404000,0,0,13.935968464210532
11404150,0,0,13.896876871578968
11404300,0,0,13.907984738947391
11404450,0,0,13.900592788421022
11404600,0,0,13.899631072105251
11404750,0,0,13.937818752105272
11404900,0,0,13.908864955263141
11405050,0,0,13.945442426842135
11405200,0,0,13.941621718947374
11405350,0,0,13.93177945842109
11405500,0,0,13.943144428947392
11405650,0,0,13.948864894210487
11405800,0,0,13.923500842105284
11405950,0,0,13.927781357368417
11406100,0,0,13.956224515263159
11406250,0,0,13.986696072105303
11406400,0,0,13.954050351578928
11406550,0,0,13.930056667368433
11406700,0,0,13.983967812105277
11406850,0,0,13.959158354736815
11407000,0,0,13.937205459999973
11407150,0,0,13.965697712105225
11407300,0,0,14.029576581578965
11407450,0,0,14.086288528947364
11407600,0,0,14.05090348421055
11407750,0,0,14.041640998421087
11407900,0,0,14.023862125263179
11408050,0,0,14.022953172105247
11408200,0,0,14.004424317894745
