blocknumber,reserve WETH,reserve USDC,volume WETH for 5% slippage
11828350,0,0,4515.479762274335
11828500,0,0,4526.726776051568
11828650,0,0,4531.1219559120655
11828800,0,0,4577.24290278017
11828950,0,0,4573.035546580781
11829100,0,0,4579.230677225583
11829250,0,0,4557.831398387541
11829400,0,0,4588.447359923113
11829550,0,0,4603.257994555723
11829700,0,0,4634.150812108943
11829850,0,0,4593.698366494762
11830000,0,0,4591.987319717271
11830150,0,0,4586.241023613489
11830300,0,0,4578.370504720864
11830450,0,0,4584.983247375465
11830600,0,0,4577.152015013315
11830750,0,0,4574.552227176144
11830900,0,0,4572.533631970262
11831050,0,0,4598.474662504275
11831200,0,0,4603.351789699285
11831350,0,0,4595.748593170851
11831500,0,0,4580.098204008129
11831650,0,0,4570.203085023357
11831800,0,0,4553.685971460203
11831950,0,0,4570.787608478393
11832100,0,0,4573.182849255347
11832250,0,0,4608.639370962439
11832400,0,0,4597.1162326587655
11832550,0,0,4600.290357281687
11832700,0,0,4588.446244655075
11832850,0,0,4591.092845252599
11833000,0,0,4567.439671851185
11833150,0,0,4573.836253089219
11833300,0,0,4592.208151555096
11833450,0,0,4583.5707469316985
11833600,0,0,4580.570282374785
11833750,0,0,4582.537685508432
11833900,0,0,4459.178452544715
11834050,0,0,4459.655925963161
11834200,0,0,4463.070334661679
11834350,0,0,4447.342162707268
11834500,0,0,4445.413680444763
11834650,0,0,4430.087405234837
11834800,0,0,4408.841789941958
11834950,0,0,4411.07654961638
11835100,0,0,4413.019552912927
11835250,0,0,4410.532600428734
11835400,0,0,4416.107555071023
11835550,0,0,4373.367407367856
11835700,0,0,4398.270738471299
11835850,0,0,4503.810701340815
11836000,0,0,4498.846095141867
11836150,0,0,4502.3622674842045
11836300,0,0,4493.90151856131
11836450,0,0,4508.7945644829015
11836600,0,0,4519.696726211769
11836750,0,0,4512.266294421075
11836900,0,0,4507.87310709829
11837050,0,0,4509.038220141927
11837200,0,0,4499.196052595871
11837350,0,0,4509.7195798381
11837500,0,0,4586.179272575784
11837650,0,0,4628.938786866624
11837800,0,0,4640.302476724697
11837950,0,0,4622.845073637916
11838100,0,0,4611.160071308244
11838250,0,0,4610.600336014526
11838400,0,0,4608.615498947387
11838550,0,0,4595.810104541277
11838700,0,0,4588.91740598809
11838850,0,0,4609.160111629506
11839000,0,0,4608.1394729073945
11839150,0,0,4604.791065722573
11839300,0,0,4618.52192660101
11839450,0,0,4631.831164266623
11839600,0,0,4642.688521704913
11839750,0,0,4665.266221213533
11839900,0,0,4653.292856428889
11840050,0,0,4641.798227889885
11840200,0,0,4647.6308819353435
11840350,0,0,4640.956994419001
11840500,0,0,4626.620805570856
11840650,0,0,4628.247035664623
11840800,0,0,4625.556355586974
11840950,0,0,4652.539520361213
11841100,0,0,4639.938693734031
11841250,0,0,4622.504240770853
11841400,0,0,4628.229186336961
11841550,0,0,4618.59476229157
11841700,0,0,4630.25416106201
11841850,0,0,4628.610137472628
11842000,0,0,4611.863115663626
11842150,0,0,4606.971122495772
11842300,0,0,4607.446785922322
11842450,0,0,4651.296179557074
11842600,0,0,4643.174343248902
11842750,0,0,4622.864276682041
11842900,0,0,4588.217049851417
11843050,0,0,4576.920445867683
11843200,0,0,4565.097870697486
11843350,0,0,4552.599160471684
11843500,0,0,4571.131474462483
11843650,0,0,4560.470657457365
11843800,0,0,4557.36732680221
11843950,0,0,4540.136696284433
11844100,0,0,4543.341596807164
11844250,0,0,4548.8525463074475
11844400,0,0,4547.1432200041745
11844550,0,0,4548.188091707445
11844700,0,0,4548.724330559911
11844850,0,0,4552.994691572239
11845000,0,0,4541.539148963697
11845150,0,0,4535.215682379188
11845300,0,0,4536.047427938509
11845450,0,0,4534.404006447527
11845600,0,0,4541.428182368691
11845750,0,0,4537.735184561796
11845900,0,0,4524.563627595242
11846050,0,0,4521.567421660133
11846200,0,0,4530.464513548126
11846350,0,0,4538.555278102343
11846500,0,0,4554.090767162677
11846650,0,0,4552.431641452102
11846800,0,0,4557.97234075272
11846950,0,0,4562.693548747862
11847100,0,0,4604.209011183411
11847250,0,0,4582.123665413223
11847400,0,0,4578.433615362912
11847550,0,0,4572.605917914159
11847700,0,0,4590.065582004259
11847850,0,0,4600.916550065318
11848000,0,0,4623.899947801838
11848150,0,0,4646.257892420748
11848300,0,0,4598.560441537411
11848450,0,0,4618.863610806569
11848600,0,0,4619.982835988194
11848750,0,0,4624.315868984224
11848900,0,0,4625.892716874456
11849050,0,0,4603.7512951298995
11849200,0,0,4604.33832511901
11849350,0,0,4604.6440221939265
11849500,0,0,4615.190841965101
11849650,0,0,4613.374113859798
11849800,0,0,4632.821885538433
11849950,0,0,4619.68606163557
11850100,0,0,4625.610058004473
11850250,0,0,4623.273119386911
11850400,0,0,4637.802021850177
11850550,0,0,4637.859234776697
11850700,0,0,4623.321388637109
11850850,0,0,4614.665894740145
11851000,0,0,4613.342245332577
11851150,0,0,4604.095668674636
11851300,0,0,4609.954204393725
11851450,0,0,4600.184072340198
11851600,0,0,4591.107847536579
11851750,0,0,4580.821380286827
11851900,0,0,4578.705196942581
11852050,0,0,4571.8234293181595
11852200,0,0,4573.291611131965
11852350,0,0,4583.5150896014675
11852500,0,0,4593.431147035575
11852650,0,0,4619.255183366171
11852800,0,0,4601.102613324183
11852950,0,0,4589.678608563001
11853100,0,0,4567.643886876467
11853250,0,0,4559.33114364605
11853400,0,0,4567.566610951588
11853550,0,0,4565.923890104139
11853700,0,0,4568.369802914676
11853850,0,0,4576.008463647566
11854000,0,0,4579.174328729961
11854150,0,0,4571.503995688981
11854300,0,0,4564.8363244790235
11854450,0,0,5093.8580376358295
11854600,0,0,5103.187389214654
11854750,0,0,5092.229855073674
11854900,0,0,5097.74750471345
11855050,0,0,5095.181567317253
11855200,0,0,5132.536866629001
11855350,0,0,5128.614272975756
11855500,0,0,5140.302909026868
11855650,0,0,5162.201493301225
11855800,0,0,5147.923241525379
11855950,0,0,5139.031807171166
11856100,0,0,5130.55950913846
11856250,0,0,5134.103369175413
11856400,0,0,5137.062260567414
11856550,0,0,5145.422524260895
11856700,0,0,5141.844487560054
11856850,0,0,5136.347697156729
11857000,0,0,5122.169052974175
11857150,0,0,5115.202245236069
11857300,0,0,5105.001635319422
11857450,0,0,5058.637486806503
11857600,0,0,5055.187552554271
11857750,0,0,5057.8539180335065
11857900,0,0,5080.943689921507
11858050,0,0,5083.580197830961
11858200,0,0,5085.522215619072
11858350,0,0,5103.074287182986
11858500,0,0,5137.903585201348
11858650,0,0,5223.560823928943
11858800,0,0,5192.824761692304
11858950,0,0,5195.668227069647
11859100,0,0,5212.335846866437
11859250,0,0,5202.995098827392
11859400,0,0,5180.410328070298
11859550,0,0,5188.902105545509
11859700,0,0,5156.726098145038
11859850,0,0,5156.231038664409
11860000,0,0,5141.77734527555
11860150,0,0,5139.151308839515
11860300,0,0,5130.035055099186
11860450,0,0,5123.431339625386
11860600,0,0,5127.668235312871
11860750,0,0,5131.278508472067
11860900,0,0,5122.629288391516
11861050,0,0,5109.544934513455
11861200,0,0,5089.097226992497
11861350,0,0,5099.252580040775
11861500,0,0,5067.712726316735
11861650,0,0,5070.5463415494305
11861800,0,0,5069.4817483017105
11861950,0,0,5082.402325821211
11862100,0,0,5091.667366533991
11862250,0,0,5082.602838567487
11862400,0,0,5043.007801668209
11862550,0,0,5041.915589659184
11862700,0,0,5050.422251941462
11862850,0,0,5056.310774059923
11863000,0,0,5053.184047635135
11863150,0,0,5060.160877916511
11863300,0,0,5043.004908897259
11863450,0,0,5044.237901704342
11863600,0,0,5037.866360572196
11863750,0,0,5065.919927948387
11863900,0,0,5085.140941451362
11864050,0,0,5121.773602784568
11864200,0,0,5095.178073476462
11864350,0,0,5101.200718372318
11864500,0,0,5136.83254852354
11864650,0,0,5133.562206819683
11864800,0,0,5114.326514130342
11864950,0,0,5095.95416907777
11865100,0,0,5097.316568679395
11865250,0,0,5090.71611253859
11865400,0,0,5063.064012302275
11865550,0,0,5070.305797190551
11865700,0,0,5061.169634120088
11865850,0,0,5072.928528396384
11866000,0,0,5083.472710873684
11866150,0,0,5077.3440350992605
11866300,0,0,5091.928693220179
11866450,0,0,5093.455756886295
11866600,0,0,5081.4049045188
11866750,0,0,5083.143329446088
11866900,0,0,5074.572074086129
11867050,0,0,5085.275240141607
11867200,0,0,5082.195730171443
11867350,0,0,5094.191766378819
11867500,0,0,5108.026961466996
11867650,0,0,5099.088721901906
11867800,0,0,5088.380427466691
11867950,0,0,5074.209288605343
11868100,0,0,5090.534898520826
11868250,0,0,5113.254350517338
11868400,0,0,5118.326106510562
11868550,0,0,5110.606366780761
11868700,0,0,5103.637952779711
11868850,0,0,5120.852222196045
11869000,0,0,5136.662490209026
11869150,0,0,5150.199251142127
11869300,0,0,5150.218309057251
11869450,0,0,5166.3706774477905
11869600,0,0,5144.668986733377
11869750,0,0,5142.158744146334
11869900,0,0,5162.204288127643
11870050,0,0,5177.941125723461
11870200,0,0,5158.342574610113
11870350,0,0,5161.847672544056
11870500,0,0,5159.569041041512
11870650,0,0,5139.214095737771
11870800,0,0,5126.334831523331
11870950,0,0,5115.093919357925
11871100,0,0,5116.104783316056
11871250,0,0,5128.405807047704
11871400,0,0,5142.852020508231
11871550,0,0,5114.326205657373
11871700,0,0,5129.545738153451
11871850,0,0,5151.574709653854
11872000,0,0,5163.305165666519
11872150,0,0,5174.456338516698
11872300,0,0,5174.0216762260825
11872450,0,0,5170.149895783499
11872600,0,0,5166.318620519349
11872750,0,0,5152.220451332367
11872900,0,0,5138.2234296078095
11873050,0,0,5106.451327372735
11873200,0,0,5108.197612009928
11873350,0,0,5096.963029154416
11873500,0,0,5098.120872035899
11873650,0,0,5080.955403002954
11873800,0,0,5085.296476497111
11873950,0,0,5090.3677230833855
11874100,0,0,5094.542838760404
11874250,0,0,5093.246459355869
11874400,0,0,5055.044226776037
11874550,0,0,5074.928284408554
11874700,0,0,5094.199672019735
11874850,0,0,5080.99372134624
11875000,0,0,5103.005477363113
11875150,0,0,5084.322480958843
11875300,0,0,5090.1552975549275
11875450,0,0,5101.970322794135
11875600,0,0,5084.646850711855
11875750,0,0,5087.788711579793
11875900,0,0,5078.735903809837
11876050,0,0,5089.656236485811
11876200,0,0,5080.243231639033
11876350,0,0,5063.902204543119
11876500,0,0,5062.188234378729
11876650,0,0,5057.092071359046
11876800,0,0,5064.553705000537
11876950,0,0,5035.37993669782
11877100,0,0,5038.800390832097
11877250,0,0,5063.188029397279
11877400,0,0,5048.424848358467
11877550,0,0,5029.611213017968
11877700,0,0,5027.219312479632
11877850,0,0,4984.4238631284825
11878000,0,0,4962.273721725447
11878150,0,0,4968.942605766366
11878300,0,0,4962.315868997961
11878450,0,0,4983.850398448776
11878600,0,0,4988.889693975274
11878750,0,0,4977.401734751009
11878900,0,0,4969.64584626873
11879050,0,0,4978.215674664214
11879200,0,0,4978.264116801816
11879350,0,0,4983.1071412935125
11879500,0,0,4991.798762889099
11879650,0,0,4971.555189640916
11879800,0,0,4991.423353104226
11879950,0,0,4992.570143127567
11880100,0,0,4980.2007452512335
11880250,0,0,4948.560790133881
11880400,0,0,4958.411253784958
11880550,0,0,4963.076248122961
11880700,0,0,4988.478782494116
11880850,0,0,4979.887277277929
11881000,0,0,4982.184612394034
11881150,0,0,4972.149820177336
11881300,0,0,4964.740901788071
11881450,0,0,4952.527211033652
11881600,0,0,4953.871111655622
11881750,0,0,4945.1965091694
11881900,0,0,4938.917929782605
11882050,0,0,4933.617271957803
11882200,0,0,4932.690273086235
11882350,0,0,4938.832637265034
11882500,0,0,4909.989976647208
11882650,0,0,4910.833956003917
11882800,0,0,4922.991587987883
11882950,0,0,4900.640105004582
11883100,0,0,4906.5582230894215
11883250,0,0,4900.121081653342
11883400,0,0,4898.725989548111
11883550,0,0,4905.754854157989
11883700,0,0,4920.010515517686
11883850,0,0,4923.25562393482
11884000,0,0,4910.350341272104
11884150,0,0,4903.915707576933
11884300,0,0,4922.86959670049
11884450,0,0,4948.523608629388
11884600,0,0,4949.845500759417
11884750,0,0,4937.248019439736
11884900,0,0,4943.940533733723
11885050,0,0,4944.324158551652
11885200,0,0,4960.316664642465
11885350,0,0,4958.579613684691
11885500,0,0,4953.831632292495
11885650,0,0,4945.481488433652
11885800,0,0,4945.0592896490125
11885950,0,0,4932.969680808135
11886100,0,0,4942.5609106847405
11886250,0,0,4943.530323381594
11886400,0,0,4942.004691581111
11886550,0,0,4921.200956588102
11886700,0,0,4919.380435801082
11886850,0,0,4916.308167558556
11887000,0,0,4924.354368308399
11887150,0,0,4926.333851876756
11887300,0,0,4924.334821492084
11887450,0,0,4917.070386878375
11887600,0,0,4925.096629612177
11887750,0,0,4924.395622089854
11887900,0,0,4932.601117211525
11888050,0,0,4930.743716360434
11888200,0,0,4926.931807075496
11888350,0,0,4909.9067310528335
11888500,0,0,4893.986957153189
11888650,0,0,4885.555445697406
11888800,0,0,4879.65891660552
11888950,0,0,4888.442020764531
11889100,0,0,4878.057169029198
11889250,0,0,4889.411816705018
11889400,0,0,4891.84172488164
11889550,0,0,4895.895733478115
11889700,0,0,4874.77243039872
11889850,0,0,4865.643145075315
11890000,0,0,4880.854196758242
11890150,0,0,4874.994279740902
11890300,0,0,4873.552275348149
11890450,0,0,4878.491017782493
11890600,0,0,4902.6082736848475
11890750,0,0,4894.372168422822
11890900,0,0,4894.6347940531705
11891050,0,0,4883.048384182344
11891200,0,0,4877.402024229916
11891350,0,0,4835.037265178034
11891500,0,0,4839.693100761229
11891650,0,0,4787.912847267027
11891800,0,0,4793.332206741819
11891950,0,0,4785.256623871639
11892100,0,0,4803.493743418454
11892250,0,0,4788.737787794627
11892400,0,0,4793.36129482431
11892550,0,0,4803.245551880696
11892700,0,0,4816.611317389121
11892850,0,0,4816.992699322727
11893000,0,0,4817.933695012689
11893150,0,0,4811.271206304067
11893300,0,0,4823.346627626059
11893450,0,0,4816.157857627302
11893600,0,0,4823.121599863647
11893750,0,0,4806.145534437252
11893900,0,0,4795.643479657985
11894050,0,0,4794.382332531037
11894200,0,0,4792.340425740476
11894350,0,0,4792.988971584462
11894500,0,0,4823.468687203625
11894650,0,0,4845.226569119754
11894800,0,0,4831.628016026705
11894950,0,0,4821.6050035287335
11895100,0,0,4792.46108206996
11895250,0,0,4807.023195936927
11895400,0,0,4811.3930548642675
11895550,0,0,4821.280026166874
11895700,0,0,4824.629196697031
11895850,0,0,4820.048566653175
11896000,0,0,4832.323667669523
11896150,0,0,4828.2247587288
11896300,0,0,4853.8233975856565
11896450,0,0,4871.946097909924
11896600,0,0,4926.106776367073
11896750,0,0,4925.520518487145
11896900,0,0,4940.09030619351
11897050,0,0,4950.864806789148
11897200,0,0,4915.03992828507
11897350,0,0,4895.812779378495
11897500,0,0,4890.894350831164
11897650,0,0,4862.386222555098
11897800,0,0,4693.823934950444
11897950,0,0,4708.279657161067
11898100,0,0,4715.036325100533
11898250,0,0,4705.208791716679
11898400,0,0,4698.099748025736
11898550,0,0,4671.733248717996
11898700,0,0,4685.460340412334
11898850,0,0,4678.833013331096
11899000,0,0,4707.235457002767
11899150,0,0,4683.349189327797
11899300,0,0,4684.4687704813405
11899450,0,0,4685.017998035808
11899600,0,0,4674.843992508497
11899750,0,0,4657.471115837223
11899900,0,0,4646.656616109874
11900050,0,0,4638.5528523835965
11900200,0,0,4652.756076734557
11900350,0,0,4655.312865418382
11900500,0,0,4665.436421057297
11900650,0,0,4674.4670882343635
11900800,0,0,4671.718438506054
11900950,0,0,4661.3569128556555
11901100,0,0,4558.6331606366875
11901250,0,0,4559.595410962589
11901400,0,0,4563.1656191785005
11901550,0,0,4565.286124048624
11901700,0,0,4558.806147037976
11901850,0,0,4568.230555405535
11902000,0,0,4570.062367229431
11902150,0,0,4545.592078010508
11902300,0,0,4543.574779236427
11902450,0,0,4549.203316335494
11902600,0,0,4595.430767922968
11902750,0,0,4593.169820378025
11902900,0,0,4597.392346984139
11903050,0,0,4609.17840990056
11903200,0,0,4606.80832593872
11903350,0,0,4596.080157668286
11903500,0,0,4356.889771679591
11903650,0,0,4271.460251468961
11903800,0,0,4287.209693731944
11903950,0,0,4279.539621391217
11904100,0,0,4291.905943228587
11904250,0,0,4279.560062891978
11904400,0,0,4308.264988831783
11904550,0,0,4338.680623359192
11904700,0,0,4344.773797696806
11904850,0,0,4319.8002574555285
11905000,0,0,4318.624511614093
11905150,0,0,4332.273020707493
11905300,0,0,4323.818716324604
11905450,0,0,4326.773723447739
11905600,0,0,4313.197899499879
11905750,0,0,4318.796080555301
11905900,0,0,4353.675110072611
11906050,0,0,4352.4589843831345
11906200,0,0,4415.4994600928185
11906350,0,0,4386.120907994613
11906500,0,0,4383.3975770464895
11906650,0,0,4395.772076919486
11906800,0,0,4468.165149221924
11906950,0,0,4461.069562583434
11907100,0,0,4272.1945545973285
11907250,0,0,4301.730139990061
11907400,0,0,3944.104479170055
11907550,0,0,3433.0282802827132
11907700,0,0,3454.155366746927
11907850,0,0,3442.5166422487673
11908000,0,0,3436.500058381207
11908150,0,0,3473.0751398206194
11908300,0,0,3572.141668417171
11908450,0,0,3568.514351131191
11908600,0,0,3556.213557260955
11908750,0,0,3544.4086291928397
11908900,0,0,3515.8839136184106
11909050,0,0,3497.513317620236
11909200,0,0,3271.1316396005495
11909350,0,0,3259.515157016096
11909500,0,0,3273.5690579266593
11909650,0,0,3280.083026618624
11909800,0,0,3308.812953280103
11909950,0,0,3290.7681120312045
11910100,0,0,3301.993854237531
11910250,0,0,3302.864865804957
11910400,0,0,3341.6501156028025
11910550,0,0,3350.89392539877
11910700,0,0,3382.083284949811
11910850,0,0,3374.143849219552
11911000,0,0,3376.3487398886064
11911150,0,0,3409.493720680177
11911300,0,0,3460.694092572856
11911450,0,0,3474.301554406484
11911600,0,0,3448.4897066688936
11911750,0,0,3477.0642394429597
11911900,0,0,3491.2580615816405
11912050,0,0,3473.789444021153
11912200,0,0,3574.424864236513
11912350,0,0,3706.1604734327993
11912500,0,0,3631.1361427442753
11912650,0,0,3546.2953242792573
11912800,0,0,3564.971769825366
11912950,0,0,3532.682998344986
11913100,0,0,3632.772661846422
11913250,0,0,3567.20076224074
11913400,0,0,3515.135331683152
11913550,0,0,3451.301974592876
11913700,0,0,3465.1521953698684
11913850,0,0,3461.033125924165
11914000,0,0,3486.1737326466828
11914150,0,0,3513.7932092189294
11914300,0,0,3365.4608989802946
11914450,0,0,3398.2678689543827
11914600,0,0,3412.0631847542027
11914750,0,0,3410.084078924454
11914900,0,0,3448.4689894697367
11915050,0,0,3449.786100240075
11915200,0,0,3475.355329087819
11915350,0,0,3536.163372494688
11915500,0,0,3591.4874408518517
11915650,0,0,3521.7915270351805
11915800,0,0,3484.769400969177
11915950,0,0,3492.1160110001365
11916100,0,0,3478.447596069498
11916250,0,0,3466.104739196846
11916400,0,0,3481.3287348193408
11916550,0,0,3491.937736709253
11916700,0,0,3502.5994266140624
11916850,0,0,3464.379877015803
11917000,0,0,3439.010504868944
11917150,0,0,3519.659183552576
11917300,0,0,3513.1574030765187
11917450,0,0,3507.4918846811343
11917600,0,0,3486.1639560986514
11917750,0,0,3501.425992531469
11917900,0,0,3479.097244061384
11918050,0,0,3493.797595775992
11918200,0,0,3509.453579315581
11918350,0,0,3495.0191897493496
11918500,0,0,3487.356168022976
11918650,0,0,3476.5299433611945
11918800,0,0,3452.127357930207
11918950,0,0,3423.6365202814995
11919100,0,0,3403.0658637373926
11919250,0,0,3420.5670533527446
11919400,0,0,3434.8098612369868
11919550,0,0,3410.3086314189422
11919700,0,0,3428.2683633622946
11919850,0,0,3410.600814228652
11920000,0,0,3417.2941977620576
11920150,0,0,3472.152168822475
11920300,0,0,3475.2320836762374
11920450,0,0,3473.3198982621543
11920600,0,0,3491.0213112347847
11920750,0,0,3476.355896923371
11920900,0,0,3459.9061657173443
11921050,0,0,3465.643303120087
11921200,0,0,3467.536445249527
11921350,0,0,3462.4072865351045
11921500,0,0,3467.2525950545532
11921650,0,0,3484.8341995027004
11921800,0,0,3516.560703126568
11921950,0,0,3520.3965645091666
11922100,0,0,3529.963112141326
11922250,0,0,3559.367810933516
11922400,0,0,3554.0587308243994
11922550,0,0,3530.262866649631
11922700,0,0,3504.5246750448714
11922850,0,0,3493.576160287397
11923000,0,0,3484.687373640292
11923150,0,0,3462.42086038235
11923300,0,0,3453.586874893139
11923450,0,0,3457.109412344784
11923600,0,0,3470.7890417385206
11923750,0,0,3475.279375991551
11923900,0,0,3499.697490402148
11924050,0,0,3515.224715479024
11924200,0,0,3506.6572901475447
11924350,0,0,3513.2640529247583
11924500,0,0,3501.920386287282
11924650,0,0,3501.0046061994217
11924800,0,0,3494.7109115829953
11924950,0,0,3475.6683979628433
11925100,0,0,3483.275540995033
11925250,0,0,3508.008382892105
11925400,0,0,3519.1001460160332
11925550,0,0,3535.8018653385225
11925700,0,0,3521.21124537391
11925850,0,0,3524.503077602174
11926000,0,0,3499.7211786658154
11926150,0,0,3510.090042774784
11926300,0,0,3504.624800309466
11926450,0,0,3496.105096748797
11926600,0,0,3462.654560561452
11926750,0,0,3477.1707043266506
11926900,0,0,3484.312546871399
11927050,0,0,3483.311337567924
11927200,0,0,3492.391152359167
11927350,0,0,3498.3321774277138
11927500,0,0,3501.046455146905
11927650,0,0,3518.11025501696
11927800,0,0,3543.4664822625928
11927950,0,0,3532.529868434576
11928100,0,0,3554.4027759787277
11928250,0,0,3537.9253639996314
11928400,0,0,3552.657810237957
11928550,0,0,3577.385596813343
11928700,0,0,3566.5766719420353
11928850,0,0,3590.4319612189283
11929000,0,0,3633.314917571348
11929150,0,0,3626.208366034931
11929300,0,0,3619.126304476551
11929450,0,0,3677.2894883087138
11929600,0,0,3710.598172296959
11929750,0,0,3674.9895250469563
11929900,0,0,3660.76033665624
11930050,0,0,3669.6311099619925
11930200,0,0,3656.965778415688
11930350,0,0,3666.7039751100383
11930500,0,0,3656.1607784965017
11930650,0,0,3619.7907873930817
11930800,0,0,3636.9040021824767
11930950,0,0,3661.59622120719
11931100,0,0,3696.3731676621683
11931250,0,0,3693.1440319116664
11931400,0,0,3691.9255838005192
11931550,0,0,3750.4303934029886
11931700,0,0,3722.505347598373
11931850,0,0,3708.7351570786705
11932000,0,0,3695.435753903206
11932150,0,0,2660.3166436991523
11932300,0,0,2671.0707551754604
11932450,0,0,2661.9151230727075
11932600,0,0,2682.48852635215
11932750,0,0,2665.811884044757
11932900,0,0,2660.5452897839787
11933050,0,0,2676.319023497206
11933200,0,0,2684.475617278673
11933350,0,0,2663.012114559002
11933500,0,0,2635.7056721413173
11933650,0,0,2639.2340306982733
11933800,0,0,2625.4185955892826
11933950,0,0,2606.796482660575
11934100,0,0,2604.4626670018697
11934250,0,0,2614.4126769782233
11934400,0,0,2637.979631886963
11934550,0,0,2647.08150422381
11934700,0,0,2657.6380740427558
11934850,0,0,2679.1909511627455
11935000,0,0,2720.930379505262
11935150,0,0,2720.6810284455787
11935300,0,0,2720.614747508138
11935450,0,0,2755.889951901765
11935600,0,0,2754.1169313852733
11935750,0,0,2748.2760192077476
11935900,0,0,2737.971681717405
11936050,0,0,2724.849320389447
11936200,0,0,2700.9344945922567
11936350,0,0,2694.894917835765
11936500,0,0,2700.8459995497324
11936650,0,0,2698.457121131163
11936800,0,0,2704.642591571799
11936950,0,0,2831.422925448809
11937100,0,0,2832.555552521313
11937250,0,0,2828.0389282399265
11937400,0,0,2822.1666038281764
11937550,0,0,2831.1716738455434
11937700,0,0,2828.855860428106
11937850,0,0,2804.4577683065145
11938000,0,0,2840.2317399824096
11938150,0,0,2843.360522555973
11938300,0,0,2863.760653837664
11938450,0,0,2873.0511897025717
11938600,0,0,2872.9654634423787
11938750,0,0,2860.1758361830507
11938900,0,0,2864.948986460884
11939050,0,0,2864.130301356832
11939200,0,0,2863.705099028397
11939350,0,0,2876.685529346054
11939500,0,0,2854.5351779347475
11939650,0,0,2853.3505934487475
11939800,0,0,2855.3383527576225
11939950,0,0,2871.8561628753596
11940100,0,0,2866.599105000496
11940250,0,0,2898.88230748933
11940400,0,0,2996.047201843867
11940550,0,0,2994.067339956724
11940700,0,0,2984.3293130755483
11940850,0,0,2976.797186559197
11941000,0,0,2976.5477140852017
11941150,0,0,2956.4908704596673
11941300,0,0,2963.176036371544
11941450,0,0,2952.372031300176
11941600,0,0,2953.5822491324216
11941750,0,0,2949.080787708597
11941900,0,0,2965.6197218805464
11942050,0,0,2980.6870339841407
11942200,0,0,3000.6932717151867
11942350,0,0,3044.4979494661748
11942500,0,0,3027.3673762625767
11942650,0,0,3022.019118338845
11942800,0,0,3019.0398092055184
11942950,0,0,3019.8394576478313
11943100,0,0,3028.545094959336
11943250,0,0,3040.057835233296
11943400,0,0,3061.9870161428626
11943550,0,0,3104.4165944520864
11943700,0,0,3088.853260173775
11943850,0,0,3153.1303794777778
11944000,0,0,3208.071354413769
11944150,0,0,3259.3012524746155
11944300,0,0,3317.452958860842
11944450,0,0,3331.180270211269
11944600,0,0,3325.575207978487
11944750,0,0,3371.960510945435
11944900,0,0,3462.490523999455
11945050,0,0,3453.933666103272
11945200,0,0,3461.017299020503
11945350,0,0,3448.5037895573187
11945500,0,0,3446.495597535002
11945650,0,0,3452.489410159542
11945800,0,0,3478.4380644626945
11945950,0,0,3480.7167379287566
11946100,0,0,3481.0451030931727
11946250,0,0,3587.6413168829313
11946400,0,0,3586.5557684999076
11946550,0,0,3578.6301792571758
11946700,0,0,4659.7956492452795
11946850,0,0,4581.602575486089
11947000,0,0,4582.927747355105
11947150,0,0,4574.699421941579
11947300,0,0,4614.576534792024
11947450,0,0,4592.114756563911
11947600,0,0,4575.39976182743
11947750,0,0,4574.212107231884
11947900,0,0,4499.558914313035
11948050,0,0,4510.412821502774
11948200,0,0,4497.59730293008
11948350,0,0,4501.946014335394
11948500,0,0,4505.623912757466
11948650,0,0,4547.331911172834
11948800,0,0,4523.9059505794285
11948950,0,0,4567.726296165041
11949100,0,0,4522.524127238066
11949250,0,0,4520.081390944964
11949400,0,0,4526.7121850787225
11949550,0,0,4522.660294787434
11949700,0,0,4509.005933566688
11949850,0,0,4534.173912917773
11950000,0,0,4604.017201172814
11950150,0,0,4630.113528451766
11950300,0,0,4601.572886848051
11950450,0,0,4595.340106663978
11950600,0,0,4609.3125746986625
11950750,0,0,4611.404129200222
11950900,0,0,4615.9198077461915
11951050,0,0,4659.178337096397
11951200,0,0,4636.359696552536
11951350,0,0,4593.706280384329
11951500,0,0,4554.991255176588
11951650,0,0,4534.348835101424
11951800,0,0,4525.447696330739
11951950,0,0,4507.896280727102
11952100,0,0,4511.536020795975
11952250,0,0,4513.8596157280845
11952400,0,0,4513.541678771493
11952550,0,0,4487.528175950909
11952700,0,0,4497.796810345957
11952850,0,0,4509.965314777204
11953000,0,0,4496.030587905596
11953150,0,0,4528.091771246152
11953300,0,0,4513.540045528702
11953450,0,0,4527.761165367643
11953600,0,0,4543.998857723112
11953750,0,0,4556.752128599997
11953900,0,0,4575.436547767065
11954050,0,0,4564.938119072336
11954200,0,0,4575.046766456304
11954350,0,0,4581.959193684379
11954500,0,0,4577.219936286841
11954650,0,0,4588.685511672185
11954800,0,0,4584.900749705819
11954950,0,0,4555.206220092485
11955100,0,0,4542.669076586797
11955250,0,0,4532.5979079804965
11955400,0,0,4520.272763242028
11955550,0,0,4474.02370718836
11955700,0,0,4508.203437174423
11955850,0,0,4531.334569127241
11956000,0,0,4489.17365738684
11956150,0,0,4466.1517824667535
11956300,0,0,4475.34315327456
11956450,0,0,4496.437020241865
11956600,0,0,4580.947487836122
11956750,0,0,4578.583826170798
11956900,0,0,4562.00556893654
11957050,0,0,4580.495526743602
11957200,0,0,4316.375920263163
11957350,0,0,4141.850054294089
