blocknumber,reserve USDP,reserve DAI,volume USDP for 5% slippage
13424650,0,0,45.14505200007028
13424800,0,0,45.14505200007028
13424950,0,0,45.14505200007028
13425100,0,0,45.14505200007028
13425250,0,0,45.14505200007028
13425400,0,0,45.14505200007028
13425550,0,0,45.14505200007028
13425700,0,0,45.14505200007028
13425850,0,0,45.14505200007028
13426000,0,0,45.14505200007028
13426150,0,0,45.14505200007028
13426300,0,0,45.14505200007028
13426450,0,0,45.14505200007028
13426600,0,0,45.14505200007028
13426750,0,0,45.14505200007028
13426900,0,0,45.14505200007028
13427050,0,0,45.14505200007028
13427200,0,0,45.14505200007028
13427350,0,0,45.14505200007028
13427500,0,0,45.14505200007028
13427650,0,0,45.14505200007028
13427800,0,0,45.14505200007028
13427950,0,0,45.14505200007028
13428100,0,0,45.14505200007028
13428250,0,0,45.14505200007028
13428400,0,0,45.14505200007028
13428550,0,0,45.14505200007028
13428700,0,0,45.14505200007028
13428850,0,0,45.14505200007028
13429000,0,0,45.14505200007028
13429150,0,0,45.14505200007028
13429300,0,0,45.14505200007028
13429450,0,0,45.14505200007028
13429600,0,0,45.14505200007028
13429750,0,0,45.14505200007028
13429900,0,0,45.14505200007028
13430050,0,0,45.14505200007028
13430200,0,0,45.14505200007028
13430350,0,0,45.14505200007028
13430500,0,0,45.14505200007028
13430650,0,0,45.14505200007028
13430800,0,0,45.14505200007028
13430950,0,0,45.14505200007028
13431100,0,0,45.14505200007028
13431250,0,0,45.14505200007028
13431400,0,0,45.14505200007028
13431550,0,0,45.14505200007028
13431700,0,0,45.14505200007028
13431850,0,0,45.14505200007028
13432000,0,0,45.14505200007028
13432150,0,0,45.14505200007028
13432300,0,0,45.14505200007028
13432450,0,0,45.14505200007028
13432600,0,0,45.14505200007028
13432750,0,0,45.14505200007028
13432900,0,0,45.14505200007028
13433050,0,0,45.14505200007028
13433200,0,0,45.14505200007028
13433350,0,0,45.14505200007028
13433500,0,0,45.14505200007028
13433650,0,0,45.14505200007028
13433800,0,0,45.14505200007028
13433950,0,0,45.14505200007028
13434100,0,0,45.14505200007028
13434250,0,0,45.14505200007028
13434400,0,0,45.14505200007028
13434550,0,0,45.14505200007028
13434700,0,0,45.14505200007028
13434850,0,0,45.14505200007028
13435000,0,0,45.14505200007028
13435150,0,0,45.14505200007028
13435300,0,0,45.14505200007028
13435450,0,0,45.14505200007028
13435600,0,0,45.14505200007028
13435750,0,0,45.14505200007028
13435900,0,0,45.14505200007028
13436050,0,0,45.14505200007028
13436200,0,0,45.14505200007028
13436350,0,0,45.14505200007028
13436500,0,0,45.14505200007028
13436650,0,0,45.14505200007028
13436800,0,0,45.14505200007028
13436950,0,0,45.14505200007028
13437100,0,0,45.14505200007028
13437250,0,0,45.14505200007028
13437400,0,0,45.14505200007028
13437550,0,0,45.14505200007028
13437700,0,0,45.14505200007028
13437850,0,0,45.14505200007028
13438000,0,0,45.14505200007028
13438150,0,0,45.14505200007028
13438300,0,0,45.14505200007028
13438450,0,0,45.14505200007028
13438600,0,0,45.14505200007028
13438750,0,0,45.14505200007028
13438900,0,0,45.14505200007028
13439050,0,0,45.14505200007028
13439200,0,0,45.14505200007028
13439350,0,0,45.14505200007028
13439500,0,0,45.14505200007028
13439650,0,0,45.14505200007028
13439800,0,0,45.14505200007028
13439950,0,0,45.14505200007028
13440100,0,0,45.14505200007028
13440250,0,0,45.14505200007028
13440400,0,0,45.14505200007028
13440550,0,0,45.14505200007028
13440700,0,0,45.14505200007028
13440850,0,0,45.14505200007028
13441000,0,0,45.14505200007028
13441150,0,0,45.14505200007028
13441300,0,0,45.14505200007028
13441450,0,0,45.14505200007028
13441600,0,0,45.14505200007028
13441750,0,0,45.14505200007028
13441900,0,0,45.14505200007028
13442050,0,0,45.14505200007028
13442200,0,0,45.14505200007028
13442350,0,0,45.14505200007028
13442500,0,0,45.14505200007028
13442650,0,0,45.14505200007028
13442800,0,0,45.14505200007028
13442950,0,0,45.14505200007028
13443100,0,0,45.14505200007028
13443250,0,0,45.14505200007028
13443400,0,0,45.14505200007028
13443550,0,0,45.14505200007028
13443700,0,0,45.14505200007028
13443850,0,0,45.14505200007028
13444000,0,0,45.14505200007028
13444150,0,0,45.14505200007028
13444300,0,0,45.14505200007028
13444450,0,0,45.14505200007028
13444600,0,0,45.14505200007028
13444750,0,0,45.14505200007028
13444900,0,0,45.14505200007028
13445050,0,0,45.14505200007028
13445200,0,0,45.14505200007028
13445350,0,0,45.14505200007028
13445500,0,0,45.14505200007028
13445650,0,0,45.14505200007028
13445800,0,0,45.14505200007028
13445950,0,0,45.14505200007028
13446100,0,0,45.14505200007028
13446250,0,0,45.14505200007028
13446400,0,0,45.14505200007028
13446550,0,0,45.14505200007028
13446700,0,0,45.14505200007028
13446850,0,0,45.14505200007028
13447000,0,0,45.14505200007028
13447150,0,0,45.14505200007028
13447300,0,0,45.14505200007028
13447450,0,0,45.14505200007028
13447600,0,0,45.14505200007028
13447750,0,0,45.14505200007028
13447900,0,0,45.14505200007028
13448050,0,0,45.14505200007028
13448200,0,0,45.14505200007028
13448350,0,0,45.14505200007028
13448500,0,0,45.14505200007028
13448650,0,0,45.14505200007028
13448800,0,0,45.14505200007028
13448950,0,0,45.14505200007028
13449100,0,0,45.14505200007028
13449250,0,0,45.14505200007028
13449400,0,0,45.14505200007028
13449550,0,0,45.14505200007028
13449700,0,0,45.14505200007028
13449850,0,0,45.14505200007028
13450000,0,0,45.14505200007028
13450150,0,0,45.14505200007028
13450300,0,0,45.14505200007028
13450450,0,0,45.14505200007028
13450600,0,0,45.14505200007028
13450750,0,0,45.14505200007028
13450900,0,0,45.14505200007028
13451050,0,0,45.14505200007028
13451200,0,0,45.14505200007028
13451350,0,0,45.14505200007028
13451500,0,0,45.14505200007028
13451650,0,0,45.14505200007028
13451800,0,0,45.14505200007028
13451950,0,0,45.14505200007028
13452100,0,0,45.14505200007028
13452250,0,0,45.14505200007028
13452400,0,0,45.14505200007028
13452550,0,0,45.14505200007028
13452700,0,0,45.14505200007028
13452850,0,0,45.14505200007028
13453000,0,0,45.14505200007028
13453150,0,0,45.14505200007028
13453300,0,0,45.14505200007028
13453450,0,0,45.14505200007028
13453600,0,0,45.14505200007028
13453750,0,0,45.14505200007028
13453900,0,0,45.14505200007028
13454050,0,0,45.14505200007028
13454200,0,0,45.14505200007028
13454350,0,0,45.14505200007028
13454500,0,0,45.14505200007028
13454650,0,0,45.14505200007028
13454800,0,0,45.14505200007028
13454950,0,0,45.14505200007028
13455100,0,0,45.14505200007028
13455250,0,0,45.14505200007028
13455400,0,0,45.14505200007028
13455550,0,0,45.14505200007028
13455700,0,0,45.14505200007028
13455850,0,0,45.14505200007028
13456000,0,0,45.14505200007028
13456150,0,0,45.14505200007028
13456300,0,0,45.14505200007028
13456450,0,0,45.14505200007028
13456600,0,0,45.14505200007028
13456750,0,0,45.14505200007028
13456900,0,0,45.14505200007028
13457050,0,0,45.14505200007028
13457200,0,0,45.14505200007028
13457350,0,0,45.14505200007028
13457500,0,0,45.14505200007028
13457650,0,0,45.14505200007028
13457800,0,0,45.14505200007028
13457950,0,0,45.14505200007028
13458100,0,0,45.14505200007028
13458250,0,0,45.14505200007028
13458400,0,0,45.14505200007028
13458550,0,0,45.14505200007028
13458700,0,0,45.14505200007028
13458850,0,0,45.14505200007028
13459000,0,0,45.14505200007028
13459150,0,0,45.14505200007028
13459300,0,0,45.14505200007028
13459450,0,0,45.14505200007028
13459600,0,0,45.14505200007028
13459750,0,0,45.14505200007028
13459900,0,0,45.14505200007028
13460050,0,0,45.14505200007028
13460200,0,0,45.14505200007028
13460350,0,0,45.14505200007028
13460500,0,0,45.14505200007028
13460650,0,0,45.14505200007028
13460800,0,0,45.14505200007028
13460950,0,0,45.14505200007028
13461100,0,0,45.14505200007028
13461250,0,0,45.14505200007028
13461400,0,0,45.14505200007028
13461550,0,0,45.14505200007028
13461700,0,0,45.14505200007028
13461850,0,0,45.14505200007028
13462000,0,0,45.14505200007028
13462150,0,0,45.14505200007028
13462300,0,0,45.14505200007028
13462450,0,0,45.14505200007028
13462600,0,0,45.14505200007028
13462750,0,0,45.14505200007028
13462900,0,0,45.14505200007028
13463050,0,0,45.14505200007028
13463200,0,0,45.14505200007028
13463350,0,0,45.14505200007028
13463500,0,0,45.14505200007028
13463650,0,0,45.14505200007028
13463800,0,0,45.14505200007028
13463950,0,0,45.14505200007028
13464100,0,0,45.14505200007028
13464250,0,0,45.14505200007028
13464400,0,0,45.14505200007028
13464550,0,0,45.14505200007028
13464700,0,0,45.14505200007028
13464850,0,0,45.14505200007028
13465000,0,0,45.14505200007028
13465150,0,0,45.14505200007028
13465300,0,0,45.14505200007028
13465450,0,0,45.14505200007028
13465600,0,0,45.14505200007028
13465750,0,0,45.14505200007028
13465900,0,0,45.14505200007028
13466050,0,0,45.14505200007028
13466200,0,0,45.14505200007028
13466350,0,0,45.14505200007028
13466500,0,0,45.14505200007028
13466650,0,0,45.14505200007028
13466800,0,0,45.14505200007028
13466950,0,0,45.14505200007028
13467100,0,0,45.14505200007028
13467250,0,0,45.14505200007028
13467400,0,0,45.14505200007028
13467550,0,0,45.14505200007028
13467700,0,0,45.14505200007028
13467850,0,0,45.14505200007028
13468000,0,0,45.14505200007028
13468150,0,0,45.14505200007028
13468300,0,0,45.14505200007028
13468450,0,0,45.14505200007028
13468600,0,0,45.14505200007028
13468750,0,0,45.14505200007028
13468900,0,0,45.14505200007028
13469050,0,0,45.14505200007028
13469200,0,0,45.14505200007028
13469350,0,0,45.14505200007028
13469500,0,0,45.14505200007028
13469650,0,0,45.14505200007028
13469800,0,0,45.14505200007028
13469950,0,0,45.14505200007028
13470100,0,0,45.14505200007028
13470250,0,0,45.14505200007028
13470400,0,0,45.14505200007028
13470550,0,0,45.14505200007028
13470700,0,0,45.14505200007028
13470850,0,0,45.14505200007028
13471000,0,0,45.14505200007028
13471150,0,0,45.14505200007028
13471300,0,0,45.14505200007028
13471450,0,0,45.14505200007028
13471600,0,0,45.14505200007028
13471750,0,0,45.14505200007028
13471900,0,0,45.14505200007028
13472050,0,0,45.14505200007028
13472200,0,0,45.14505200007028
13472350,0,0,45.14505200007028
13472500,0,0,45.14505200007028
13472650,0,0,45.14505200007028
13472800,0,0,45.14505200007028
13472950,0,0,45.14505200007028
13473100,0,0,45.14505200007028
13473250,0,0,45.14505200007028
13473400,0,0,45.14505200007028
13473550,0,0,45.14505200007028
13473700,0,0,45.14505200007028
13473850,0,0,45.14505200007028
13474000,0,0,45.14505200007028
13474150,0,0,45.14505200007028
13474300,0,0,45.14505200007028
13474450,0,0,45.14505200007028
13474600,0,0,45.14505200007028
13474750,0,0,45.14505200007028
13474900,0,0,45.14505200007028
13475050,0,0,45.14505200007028
13475200,0,0,45.14505200007028
13475350,0,0,45.14505200007028
13475500,0,0,45.14505200007028
13475650,0,0,45.14505200007028
13475800,0,0,45.14505200007028
13475950,0,0,45.14505200007028
13476100,0,0,45.14505200007028
13476250,0,0,45.14505200007028
13476400,0,0,45.14505200007028
13476550,0,0,45.14505200007028
13476700,0,0,45.14505200007028
13476850,0,0,45.14505200007028
13477000,0,0,45.14505200007028
13477150,0,0,45.14505200007028
13477300,0,0,45.14505200007028
13477450,0,0,45.14505200007028
13477600,0,0,45.14505200007028
13477750,0,0,45.14505200007028
13477900,0,0,45.14505200007028
13478050,0,0,45.14505200007028
13478200,0,0,45.14505200007028
13478350,0,0,45.14505200007028
13478500,0,0,45.14505200007028
13478650,0,0,45.14505200007028
13478800,0,0,45.14505200007028
13478950,0,0,45.14505200007028
13479100,0,0,45.14505200007028
13479250,0,0,45.14505200007028
13479400,0,0,45.14505200007028
13479550,0,0,45.14505200007028
13479700,0,0,45.14505200007028
13479850,0,0,45.14505200007028
13480000,0,0,45.14505200007028
13480150,0,0,45.14505200007028
13480300,0,0,45.14505200007028
13480450,0,0,45.14505200007028
13480600,0,0,45.14505200007028
13480750,0,0,45.14505200007028
13480900,0,0,45.14505200007028
13481050,0,0,45.14505200007028
13481200,0,0,45.14505200007028
13481350,0,0,45.14505200007028
13481500,0,0,45.14505200007028
13481650,0,0,45.14505200007028
13481800,0,0,45.14505200007028
13481950,0,0,45.14505200007028
13482100,0,0,45.14505200007028
13482250,0,0,45.14505200007028
13482400,0,0,45.14505200007028
13482550,0,0,45.14505200007028
13482700,0,0,45.14505200007028
13482850,0,0,45.14505200007028
13483000,0,0,45.14505200007028
13483150,0,0,45.14505200007028
13483300,0,0,45.14505200007028
13483450,0,0,45.14505200007028
13483600,0,0,45.14505200007028
13483750,0,0,45.14505200007028
13483900,0,0,45.14505200007028
13484050,0,0,45.14505200007028
13484200,0,0,45.14505200007028
13484350,0,0,45.14505200007028
13484500,0,0,45.14505200007028
13484650,0,0,45.14505200007028
13484800,0,0,45.14505200007028
13484950,0,0,45.14505200007028
13485100,0,0,45.14505200007028
13485250,0,0,45.14505200007028
13485400,0,0,45.14505200007028
13485550,0,0,45.14505200007028
13485700,0,0,45.14505200007028
13485850,0,0,45.14505200007028
13486000,0,0,45.14505200007028
13486150,0,0,45.14505200007028
13486300,0,0,45.14505200007028
13486450,0,0,45.14505200007028
13486600,0,0,45.14505200007028
13486750,0,0,45.14505200007028
13486900,0,0,45.14505200007028
13487050,0,0,45.14505200007028
13487200,0,0,45.14505200007028
13487350,0,0,45.14505200007028
13487500,0,0,45.14505200007028
13487650,0,0,45.14505200007028
13487800,0,0,45.14505200007028
13487950,0,0,45.14505200007028
13488100,0,0,45.14505200007028
13488250,0,0,45.14505200007028
13488400,0,0,45.14505200007028
13488550,0,0,45.14505200007028
13488700,0,0,45.14505200007028
13488850,0,0,45.14505200007028
13489000,0,0,45.14505200007028
13489150,0,0,45.14505200007028
13489300,0,0,45.14505200007028
13489450,0,0,45.14505200007028
13489600,0,0,45.14505200007028
13489750,0,0,45.14505200007028
13489900,0,0,45.14505200007028
13490050,0,0,45.14505200007028
13490200,0,0,45.14505200007028
13490350,0,0,45.14505200007028
13490500,0,0,45.14505200007028
13490650,0,0,45.14505200007028
13490800,0,0,45.14505200007028
13490950,0,0,45.14505200007028
13491100,0,0,45.14505200007028
13491250,0,0,45.14505200007028
13491400,0,0,45.14505200007028
13491550,0,0,45.14505200007028
13491700,0,0,45.14505200007028
13491850,0,0,45.14505200007028
13492000,0,0,45.14505200007028
13492150,0,0,45.14505200007028
13492300,0,0,45.14505200007028
13492450,0,0,45.14505200007028
13492600,0,0,45.14505200007028
13492750,0,0,45.14505200007028
13492900,0,0,45.14505200007028
13493050,0,0,45.14505200007028
13493200,0,0,45.14505200007028
13493350,0,0,45.14505200007028
13493500,0,0,45.14505200007028
13493650,0,0,45.14505200007028
13493800,0,0,45.14505200007028
13493950,0,0,45.14505200007028
13494100,0,0,45.14505200007028
13494250,0,0,45.14505200007028
13494400,0,0,45.14505200007028
13494550,0,0,45.14505200007028
13494700,0,0,45.14505200007028
13494850,0,0,45.14505200007028
13495000,0,0,45.14505200007028
13495150,0,0,45.14505200007028
13495300,0,0,45.14505200007028
13495450,0,0,45.14505200007028
13495600,0,0,45.14505200007028
13495750,0,0,45.14505200007028
13495900,0,0,45.14505200007028
13496050,0,0,45.14505200007028
13496200,0,0,45.14505200007028
13496350,0,0,45.14505200007028
13496500,0,0,45.14505200007028
13496650,0,0,45.14505200007028
13496800,0,0,45.14505200007028
13496950,0,0,45.14505200007028
13497100,0,0,45.14505200007028
13497250,0,0,45.14505200007028
13497400,0,0,45.14505200007028
13497550,0,0,45.14505200007028
13497700,0,0,45.14505200007028
13497850,0,0,45.14505200007028
13498000,0,0,45.14505200007028
13498150,0,0,45.14505200007028
13498300,0,0,45.14505200007028
13498450,0,0,45.14505200007028
13498600,0,0,45.14505200007028
13498750,0,0,45.14505200007028
13498900,0,0,45.14505200007028
13499050,0,0,45.14505200007028
13499200,0,0,45.14505200007028
13499350,0,0,45.14505200007028
13499500,0,0,45.14505200007028
13499650,0,0,45.14505200007028
13499800,0,0,45.14505200007028
13499950,0,0,45.14505200007028
13500100,0,0,45.14505200007028
13500250,0,0,45.14505200007028
13500400,0,0,45.14505200007028
13500550,0,0,45.14505200007028
13500700,0,0,45.14505200007028
13500850,0,0,45.14505200007028
13501000,0,0,45.14505200007028
13501150,0,0,45.14505200007028
13501300,0,0,45.14505200007028
13501450,0,0,45.14505200007028
13501600,0,0,45.14505200007028
13501750,0,0,45.14505200007028
13501900,0,0,45.14505200007028
13502050,0,0,45.14505200007028
13502200,0,0,45.14505200007028
13502350,0,0,45.14505200007028
13502500,0,0,45.14505200007028
13502650,0,0,45.14505200007028
13502800,0,0,45.14505200007028
13502950,0,0,45.14505200007028
13503100,0,0,45.14505200007028
13503250,0,0,45.14505200007028
13503400,0,0,45.14505200007028
13503550,0,0,45.14505200007028
13503700,0,0,45.14505200007028
13503850,0,0,45.14505200007028
13504000,0,0,45.14505200007028
13504150,0,0,45.14505200007028
13504300,0,0,45.14505200007028
13504450,0,0,45.14505200007028
13504600,0,0,45.14505200007028
13504750,0,0,45.14505200007028
13504900,0,0,45.14505200007028
13505050,0,0,45.14505200007028
13505200,0,0,45.14505200007028
13505350,0,0,45.14505200007028
13505500,0,0,45.14505200007028
13505650,0,0,45.14505200007028
13505800,0,0,45.14505200007028
13505950,0,0,45.14505200007028
13506100,0,0,45.14505200007028
13506250,0,0,45.14505200007028
13506400,0,0,45.14505200007028
13506550,0,0,45.14505200007028
13506700,0,0,45.14505200007028
13506850,0,0,45.14505200007028
13507000,0,0,45.14505200007028
13507150,0,0,45.14505200007028
13507300,0,0,45.14505200007028
13507450,0,0,45.14505200007028
13507600,0,0,45.14505200007028
13507750,0,0,45.14505200007028
13507900,0,0,45.14505200007028
13508050,0,0,45.14505200007028
13508200,0,0,45.14505200007028
13508350,0,0,45.14505200007028
13508500,0,0,45.14505200007028
13508650,0,0,45.14505200007028
13508800,0,0,45.14505200007028
13508950,0,0,45.14505200007028
13509100,0,0,45.14505200007028
13509250,0,0,45.14505200007028
13509400,0,0,45.14505200007028
13509550,0,0,45.14505200007028
13509700,0,0,45.14505200007028
13509850,0,0,45.14505200007028
13510000,0,0,45.14505200007028
13510150,0,0,45.14505200007028
13510300,0,0,45.14505200007028
13510450,0,0,45.14505200007028
13510600,0,0,45.14505200007028
13510750,0,0,45.14505200007028
13510900,0,0,45.14505200007028
13511050,0,0,45.14505200007028
13511200,0,0,45.14505200007028
13511350,0,0,45.14505200007028
13511500,0,0,45.14505200007028
13511650,0,0,45.14505200007028
13511800,0,0,45.14505200007028
13511950,0,0,45.14505200007028
13512100,0,0,45.14505200007028
13512250,0,0,45.14505200007028
13512400,0,0,45.14505200007028
13512550,0,0,45.14505200007028
13512700,0,0,45.14505200007028
13512850,0,0,45.14505200007028
13513000,0,0,45.14505200007028
13513150,0,0,45.14505200007028
13513300,0,0,45.14505200007028
13513450,0,0,45.14505200007028
13513600,0,0,45.14505200007028
13513750,0,0,45.14505200007028
13513900,0,0,45.14505200007028
13514050,0,0,45.14505200007028
13514200,0,0,45.14505200007028
13514350,0,0,45.14505200007028
13514500,0,0,45.14505200007028
13514650,0,0,45.14505200007028
13514800,0,0,45.14505200007028
13514950,0,0,45.14505200007028
13515100,0,0,45.14505200007028
13515250,0,0,45.14505200007028
13515400,0,0,45.14505200007028
13515550,0,0,45.14505200007028
13515700,0,0,45.14505200007028
13515850,0,0,45.14505200007028
13516000,0,0,45.14505200007028
13516150,0,0,45.14505200007028
13516300,0,0,45.14505200007028
13516450,0,0,45.14505200007028
13516600,0,0,45.14505200007028
13516750,0,0,45.14505200007028
13516900,0,0,45.14505200007028
13517050,0,0,45.14505200007028
13517200,0,0,45.14505200007028
13517350,0,0,45.14505200007028
13517500,0,0,45.14505200007028
13517650,0,0,45.14505200007028
13517800,0,0,45.14505200007028
13517950,0,0,45.14505200007028
13518100,0,0,45.14505200007028
13518250,0,0,45.14505200007028
13518400,0,0,45.14505200007028
13518550,0,0,45.14505200007028
13518700,0,0,45.14505200007028
13518850,0,0,45.14505200007028
13519000,0,0,45.14505200007028
13519150,0,0,45.14505200007028
13519300,0,0,45.14505200007028
13519450,0,0,45.14505200007028
13519600,0,0,45.14505200007028
13519750,0,0,45.14505200007028
13519900,0,0,45.14505200007028
13520050,0,0,45.14505200007028
13520200,0,0,45.14505200007028
13520350,0,0,45.14505200007028
13520500,0,0,45.14505200007028
13520650,0,0,45.14505200007028
13520800,0,0,45.14505200007028
13520950,0,0,45.14505200007028
13521100,0,0,45.14505200007028
13521250,0,0,45.14505200007028
13521400,0,0,45.14505200007028
13521550,0,0,45.14505200007028
13521700,0,0,45.14505200007028
13521850,0,0,45.14505200007028
13522000,0,0,45.14505200007028
13522150,0,0,45.14505200007028
13522300,0,0,45.14505200007028
13522450,0,0,45.14505200007028
13522600,0,0,45.14505200007028
13522750,0,0,45.14505200007028
13522900,0,0,45.14505200007028
13523050,0,0,45.14505200007028
13523200,0,0,45.14505200007028
13523350,0,0,45.14505200007028
13523500,0,0,45.14505200007028
13523650,0,0,45.14505200007028
13523800,0,0,45.14505200007028
13523950,0,0,45.14505200007028
13524100,0,0,45.14505200007028
13524250,0,0,45.14505200007028
13524400,0,0,45.14505200007028
13524550,0,0,45.14505200007028
13524700,0,0,45.14505200007028
13524850,0,0,45.14505200007028
13525000,0,0,45.14505200007028
13525150,0,0,45.14505200007028
13525300,0,0,45.14505200007028
13525450,0,0,45.14505200007028
13525600,0,0,45.14505200007028
13525750,0,0,45.14505200007028
13525900,0,0,45.14505200007028
13526050,0,0,45.14505200007028
13526200,0,0,45.14505200007028
13526350,0,0,45.14505200007028
13526500,0,0,45.14505200007028
13526650,0,0,45.14505200007028
13526800,0,0,45.14505200007028
13526950,0,0,45.14505200007028
13527100,0,0,45.14505200007028
13527250,0,0,45.14505200007028
13527400,0,0,45.14505200007028
13527550,0,0,45.14505200007028
13527700,0,0,45.14505200007028
13527850,0,0,45.14505200007028
13528000,0,0,45.14505200007028
13528150,0,0,45.14505200007028
13528300,0,0,45.14505200007028
13528450,0,0,45.14505200007028
13528600,0,0,45.14505200007028
13528750,0,0,45.14505200007028
13528900,0,0,45.14505200007028
13529050,0,0,45.14505200007028
13529200,0,0,45.14505200007028
13529350,0,0,45.15262826476984
13529500,0,0,45.15262826476984
13529650,0,0,45.15262826476984
13529800,0,0,45.15262826476984
13529950,0,0,45.15262826476984
13530100,0,0,45.15262826476984
13530250,0,0,45.15262826476984
13530400,0,0,45.15262826476984
13530550,0,0,45.15262826476984
13530700,0,0,45.15262826476984
13530850,0,0,45.15262826476984
13531000,0,0,45.15262826476984
13531150,0,0,45.15262826476984
13531300,0,0,45.15262826476984
13531450,0,0,45.15262826476984
13531600,0,0,45.15262826476984
13531750,0,0,45.15262826476984
13531900,0,0,45.15262826476984
13532050,0,0,45.15262826476984
13532200,0,0,45.15262826476984
13532350,0,0,45.15262826476984
13532500,0,0,45.15262826476984
13532650,0,0,45.15262826476984
13532800,0,0,45.15262826476984
13532950,0,0,45.15262826476984
13533100,0,0,45.15262826476984
13533250,0,0,45.15262826476984
13533400,0,0,45.15262826476984
13533550,0,0,45.15262826476984
13533700,0,0,45.15262826476984
13533850,0,0,45.15262826476984
13534000,0,0,45.15262826476984
13534150,0,0,45.15262826476984
13534300,0,0,45.15262826476984
13534450,0,0,45.15262826476984
13534600,0,0,45.15262826476984
13534750,0,0,45.15262826476984
13534900,0,0,45.15262826476984
13535050,0,0,45.15262826476984
13535200,0,0,45.15262826476984
13535350,0,0,45.15262826476984
13535500,0,0,45.15262826476984
13535650,0,0,45.15262826476984
13535800,0,0,45.15262826476984
13535950,0,0,45.15262826476984
13536100,0,0,45.15262826476984
13536250,0,0,45.15262826476984
13536400,0,0,45.15262826476984
13536550,0,0,45.15262826476984
13536700,0,0,45.15262826476984
13536850,0,0,45.15262826476984
13537000,0,0,45.15262826476984
13537150,0,0,45.15262826476984
13537300,0,0,45.15262826476984
13537450,0,0,45.15262826476984
13537600,0,0,1171.8366147277154
13537750,0,0,1171.8366147277154
13537900,0,0,1171.8366147277154
13538050,0,0,1171.8366147277154
13538200,0,0,1171.8366147277154
13538350,0,0,1171.8366147277154
13538500,0,0,1171.8366147277154
13538650,0,0,1171.8366147277154
13538800,0,0,1171.8366147277154
13538950,0,0,1171.8366147277154
13539100,0,0,1171.8366147277154
13539250,0,0,1171.8366147277154
13539400,0,0,1171.8366147277154
13539550,0,0,1171.8366147277154
13539700,0,0,1171.8366147277154
13539850,0,0,1171.8366147277154
13540000,0,0,1171.8366147277154
13540150,0,0,1171.8366147277154
13540300,0,0,1171.8366147277154
13540450,0,0,1171.8366147277154
13540600,0,0,1171.8366147277154
13540750,0,0,1171.8366147277154
13540900,0,0,1171.8366147277154
13541050,0,0,1171.8366147277154
13541200,0,0,1171.8366147277154
13541350,0,0,1171.8366147277154
13541500,0,0,1171.8366147277154
13541650,0,0,1171.8366147277154
13541800,0,0,1171.8366147277154
13541950,0,0,1171.8366147277154
13542100,0,0,1171.8366147277154
13542250,0,0,1171.8366147277154
13542400,0,0,1171.8366147277154
13542550,0,0,1171.8366147277154
13542700,0,0,1171.8366147277154
13542850,0,0,1171.8366147277154
13543000,0,0,1171.8366147277154
13543150,0,0,1171.8366147277154
13543300,0,0,1171.8366147277154
13543450,0,0,1171.8366147277154
13543600,0,0,1171.8366147277154
13543750,0,0,1171.8366147277154
13543900,0,0,1171.8366147277154
13544050,0,0,1171.8366147277154
13544200,0,0,1171.8366147277154
13544350,0,0,1171.8366147277154
13544500,0,0,1171.8366147277154
13544650,0,0,1171.8366147277154
13544800,0,0,1171.8366147277154
13544950,0,0,1171.8366147277154
13545100,0,0,1171.8366147277154
13545250,0,0,1171.8366147277154
13545400,0,0,1171.8366147277154
13545550,0,0,1171.8366147277154
13545700,0,0,1171.8366147277154
13545850,0,0,1171.8366147277154
13546000,0,0,1171.8366147277154
13546150,0,0,1171.8366147277154
13546300,0,0,1171.8366147277154
13546450,0,0,1171.8366147277154
13546600,0,0,1171.8366147277154
13546750,0,0,1171.8366147277154
13546900,0,0,1171.8366147277154
13547050,0,0,1171.8366147277154
13547200,0,0,1171.8366147277154
13547350,0,0,1171.8366147277154
13547500,0,0,1171.8366147277154
13547650,0,0,1171.8366147277154
13547800,0,0,1171.8366147277154
13547950,0,0,1171.8366147277154
13548100,0,0,1171.8366147277154
13548250,0,0,1171.8366147277154
13548400,0,0,1171.8366147277154
13548550,0,0,1171.8366147277154
13548700,0,0,1171.8366147277154
13548850,0,0,1171.8366147277154
13549000,0,0,1171.8366147277154
13549150,0,0,1171.8366147277154
13549300,0,0,1171.8366147277154
13549450,0,0,1171.8366147277154
13549600,0,0,1171.8366147277154
13549750,0,0,1171.8366147277154
13549900,0,0,1171.8366147277154
13550050,0,0,1171.8366147277154
13550200,0,0,1171.8366147277154
13550350,0,0,1171.8366147277154
13550500,0,0,1171.8366147277154
13550650,0,0,1171.8366147277154
13550800,0,0,1171.8366147277154
13550950,0,0,1171.8366147277154
13551100,0,0,1171.8366147277154
13551250,0,0,1171.8366147277154
13551400,0,0,1171.8366147277154
13551550,0,0,1171.8366147277154
13551700,0,0,1171.8366147277154
13551850,0,0,1171.8366147277154
13552000,0,0,1171.8366147277154
13552150,0,0,1171.8366147277154
13552300,0,0,1171.8366147277154
13552450,0,0,1171.8366147277154
13552600,0,0,1171.8366147277154
13552750,0,0,1171.8366147277154
13552900,0,0,1171.8366147277154
13553050,0,0,1171.8366147277154
13553200,0,0,1171.8366147277154
13553350,0,0,1171.8366147277154
13553500,0,0,1171.8366147277154
13553650,0,0,1171.8366147277154
13553800,0,0,1171.8366147277154
13553950,0,0,1171.8366147277154
13554100,0,0,1171.8366147277154
13554250,0,0,1171.8366147277154
