blocknumber,reserve ZRX,reserve DAI,volume ZRX for 5% slippage
12811000,0,0,37.36115223809975
12811150,0,0,37.36115223809975
12811300,0,0,37.36115223809975
12811450,0,0,37.36115223809975
12811600,0,0,37.36115223809975
12811750,0,0,37.36115223809975
12811900,0,0,37.36115223809975
12812050,0,0,37.36115223809975
12812200,0,0,37.36115223809975
12812350,0,0,37.36115223809975
12812500,0,0,37.36115223809975
12812650,0,0,37.36115223809975
12812800,0,0,37.36115223809975
12812950,0,0,37.36115223809975
12813100,0,0,37.36115223809975
12813250,0,0,37.36115223809975
12813400,0,0,37.36115223809975
12813550,0,0,37.36115223809975
12813700,0,0,37.36115223809975
12813850,0,0,37.36115223809975
12814000,0,0,37.36115223809975
12814150,0,0,37.36115223809975
12814300,0,0,37.36115223809975
12814450,0,0,37.36115223809975
12814600,0,0,37.36115223809975
12814750,0,0,37.36115223809975
12814900,0,0,37.36115223809975
12815050,0,0,37.36115223809975
12815200,0,0,37.36115223809975
12815350,0,0,37.36115223809975
12815500,0,0,37.36115223809975
12815650,0,0,37.36115223809975
12815800,0,0,37.36115223809975
12815950,0,0,37.36115223809975
12816100,0,0,37.36115223809975
12816250,0,0,37.36115223809975
12816400,0,0,37.36115223809975
12816550,0,0,37.36115223809975
12816700,0,0,37.36115223809975
12816850,0,0,37.36115223809975
12817000,0,0,37.36115223809975
12817150,0,0,37.36115223809975
12817300,0,0,37.36115223809975
12817450,0,0,37.36115223809975
12817600,0,0,37.36115223809975
12817750,0,0,37.36115223809975
12817900,0,0,37.36115223809975
12818050,0,0,37.36115223809975
12818200,0,0,37.36115223809975
12818350,0,0,37.36115223809975
12818500,0,0,37.36115223809975
12818650,0,0,37.36115223809975
12818800,0,0,37.36115223809975
12818950,0,0,37.36115223809975
12819100,0,0,37.36115223809975
12819250,0,0,37.36115223809975
12819400,0,0,37.36115223809975
12819550,0,0,37.36115223809975
12819700,0,0,37.36115223809975
12819850,0,0,37.36115223809975
12820000,0,0,37.36115223809975
12820150,0,0,37.36115223809975
12820300,0,0,37.36115223809975
12820450,0,0,37.36115223809975
12820600,0,0,37.36115223809975
12820750,0,0,37.36115223809975
12820900,0,0,37.36115223809975
12821050,0,0,37.36115223809975
12821200,0,0,37.36115223809975
12821350,0,0,37.36115223809975
12821500,0,0,37.36115223809975
12821650,0,0,37.36115223809975
12821800,0,0,37.36115223809975
12821950,0,0,37.36115223809975
12822100,0,0,37.36115223809975
12822250,0,0,37.36115223809975
12822400,0,0,37.36115223809975
12822550,0,0,37.36115223809975
12822700,0,0,37.36115223809975
12822850,0,0,37.36115223809975
12823000,0,0,37.36115223809975
12823150,0,0,37.36115223809975
12823300,0,0,37.36115223809975
12823450,0,0,37.36115223809975
12823600,0,0,37.36115223809975
12823750,0,0,37.36115223809975
12823900,0,0,37.36115223809975
12824050,0,0,37.36115223809975
12824200,0,0,37.36115223809975
12824350,0,0,37.36115223809975
12824500,0,0,39.718863981687036
12824650,0,0,39.718863981687036
12824800,0,0,39.718863981687036
12824950,0,0,39.718863981687036
12825100,0,0,39.718863981687036
12825250,0,0,39.718863981687036
12825400,0,0,39.718863981687036
12825550,0,0,39.718863981687036
12825700,0,0,39.718863981687036
12825850,0,0,39.718863981687036
12826000,0,0,39.718863981687036
12826150,0,0,39.718863981687036
12826300,0,0,39.718863981687036
12826450,0,0,39.718863981687036
12826600,0,0,39.718863981687036
12826750,0,0,39.718863981687036
12826900,0,0,39.718863981687036
12827050,0,0,39.718863981687036
12827200,0,0,39.718863981687036
12827350,0,0,39.718863981687036
12827500,0,0,39.297811350108304
12827650,0,0,39.297811350108304
12827800,0,0,39.297811350108304
12827950,0,0,39.297811350108304
12828100,0,0,39.297811350108304
12828250,0,0,39.297811350108304
12828400,0,0,39.297811350108304
12828550,0,0,39.297811350108304
12828700,0,0,39.297811350108304
12828850,0,0,39.297811350108304
12829000,0,0,39.297811350108304
12829150,0,0,39.297811350108304
12829300,0,0,39.297811350108304
12829450,0,0,39.297811350108304
12829600,0,0,39.297811350108304
12829750,0,0,39.297811350108304
12829900,0,0,39.297811350108304
12830050,0,0,39.297811350108304
12830200,0,0,39.297811350108304
12830350,0,0,39.297811350108304
12830500,0,0,39.297811350108304
12830650,0,0,39.297811350108304
12830800,0,0,39.297811350108304
12830950,0,0,39.297811350108304
12831100,0,0,39.297811350108304
12831250,0,0,39.297811350108304
12831400,0,0,39.297811350108304
12831550,0,0,39.297811350108304
12831700,0,0,39.297811350108304
12831850,0,0,39.297811350108304
12832000,0,0,39.297811350108304
12832150,0,0,39.297811350108304
12832300,0,0,39.297811350108304
12832450,0,0,39.297811350108304
12832600,0,0,39.297811350108304
12832750,0,0,39.297811350108304
12832900,0,0,39.297811350108304
12833050,0,0,39.297811350108304
12833200,0,0,39.297811350108304
12833350,0,0,39.297811350108304
12833500,0,0,39.297811350108304
12833650,0,0,39.297811350108304
12833800,0,0,39.297811350108304
12833950,0,0,39.297811350108304
12834100,0,0,39.297811350108304
12834250,0,0,39.297811350108304
12834400,0,0,39.297811350108304
12834550,0,0,39.297811350108304
12834700,0,0,39.297811350108304
12834850,0,0,39.297811350108304
12835000,0,0,39.297811350108304
12835150,0,0,39.297811350108304
12835300,0,0,39.297811350108304
12835450,0,0,39.297811350108304
12835600,0,0,39.297811350108304
12835750,0,0,39.297811350108304
12835900,0,0,39.297811350108304
12836050,0,0,39.297811350108304
12836200,0,0,39.297811350108304
12836350,0,0,39.297811350108304
12836500,0,0,39.297811350108304
12836650,0,0,39.297811350108304
12836800,0,0,39.297811350108304
12836950,0,0,39.297811350108304
12837100,0,0,39.297811350108304
12837250,0,0,39.297811350108304
12837400,0,0,39.297811350108304
12837550,0,0,39.297811350108304
12837700,0,0,39.297811350108304
12837850,0,0,39.297811350108304
12838000,0,0,39.297811350108304
12838150,0,0,39.297811350108304
12838300,0,0,39.297811350108304
12838450,0,0,39.297811350108304
12838600,0,0,39.297811350108304
12838750,0,0,39.297811350108304
12838900,0,0,39.297811350108304
12839050,0,0,39.297811350108304
12839200,0,0,39.297811350108304
12839350,0,0,39.297811350108304
12839500,0,0,39.297811350108304
12839650,0,0,39.297811350108304
12839800,0,0,39.297811350108304
12839950,0,0,39.297811350108304
12840100,0,0,39.297811350108304
12840250,0,0,39.297811350108304
12840400,0,0,39.297811350108304
12840550,0,0,39.297811350108304
12840700,0,0,39.297811350108304
12840850,0,0,39.297811350108304
12841000,0,0,39.297811350108304
12841150,0,0,39.297811350108304
12841300,0,0,39.297811350108304
12841450,0,0,39.297811350108304
12841600,0,0,39.297811350108304
12841750,0,0,39.297811350108304
12841900,0,0,39.297811350108304
12842050,0,0,39.297811350108304
12842200,0,0,39.297811350108304
12842350,0,0,39.297811350108304
12842500,0,0,39.297811350108304
12842650,0,0,39.297811350108304
12842800,0,0,39.297811350108304
12842950,0,0,39.297811350108304
12843100,0,0,39.297811350108304
12843250,0,0,39.297811350108304
12843400,0,0,39.297811350108304
12843550,0,0,39.297811350108304
12843700,0,0,39.297811350108304
12843850,0,0,39.297811350108304
12844000,0,0,39.297811350108304
12844150,0,0,39.297811350108304
12844300,0,0,39.297811350108304
12844450,0,0,39.297811350108304
12844600,0,0,39.297811350108304
12844750,0,0,39.297811350108304
12844900,0,0,39.297811350108304
12845050,0,0,39.297811350108304
12845200,0,0,39.297811350108304
12845350,0,0,39.297811350108304
12845500,0,0,39.297811350108304
12845650,0,0,39.297811350108304
12845800,0,0,39.297811350108304
12845950,0,0,39.297811350108304
12846100,0,0,39.297811350108304
12846250,0,0,39.297811350108304
12846400,0,0,39.297811350108304
12846550,0,0,39.297811350108304
12846700,0,0,39.297811350108304
12846850,0,0,39.297811350108304
12847000,0,0,39.297811350108304
12847150,0,0,39.297811350108304
12847300,0,0,39.297811350108304
12847450,0,0,39.297811350108304
12847600,0,0,39.297811350108304
12847750,0,0,39.297811350108304
12847900,0,0,39.297811350108304
12848050,0,0,39.297811350108304
12848200,0,0,39.297811350108304
12848350,0,0,39.297811350108304
12848500,0,0,39.297811350108304
12848650,0,0,39.297811350108304
12848800,0,0,39.297811350108304
12848950,0,0,39.297811350108304
12849100,0,0,39.297811350108304
12849250,0,0,39.297811350108304
12849400,0,0,39.297811350108304
12849550,0,0,39.297811350108304
12849700,0,0,39.297811350108304
12849850,0,0,39.297811350108304
12850000,0,0,39.297811350108304
12850150,0,0,39.297811350108304
12850300,0,0,39.297811350108304
12850450,0,0,39.297811350108304
12850600,0,0,42.53089571704061
12850750,0,0,42.53089571704061
12850900,0,0,42.53089571704061
12851050,0,0,42.53089571704061
12851200,0,0,42.53089571704061
12851350,0,0,42.53089571704061
12851500,0,0,42.53089571704061
12851650,0,0,42.53089571704061
12851800,0,0,42.53089571704061
12851950,0,0,42.53089571704061
12852100,0,0,42.53089571704061
12852250,0,0,42.53089571704061
12852400,0,0,42.53089571704061
12852550,0,0,42.53089571704061
12852700,0,0,42.53089571704061
12852850,0,0,42.53089571704061
12853000,0,0,42.53089571704061
12853150,0,0,42.53089571704061
12853300,0,0,42.53089571704061
12853450,0,0,42.53089571704061
12853600,0,0,42.26138356780757
12853750,0,0,42.26138356780757
12853900,0,0,42.26138356780757
12854050,0,0,42.26138356780757
12854200,0,0,42.26138356780757
12854350,0,0,42.26138356780757
12854500,0,0,42.26138356780757
12854650,0,0,42.26138356780757
12854800,0,0,42.26138356780757
12854950,0,0,42.26138356780757
12855100,0,0,42.26138356780757
12855250,0,0,42.26138356780757
12855400,0,0,42.26138356780757
12855550,0,0,42.26138356780757
12855700,0,0,42.26138356780757
12855850,0,0,42.26138356780757
12856000,0,0,42.26138356780757
12856150,0,0,42.26138356780757
12856300,0,0,42.26138356780757
12856450,0,0,42.26138356780757
12856600,0,0,42.26138356780757
12856750,0,0,42.26138356780757
12856900,0,0,42.26138356780757
12857050,0,0,42.26138356780757
12857200,0,0,42.26138356780757
12857350,0,0,42.26138356780757
12857500,0,0,42.26138356780757
12857650,0,0,42.26138356780757
12857800,0,0,42.26138356780757
12857950,0,0,42.26138356780757
12858100,0,0,42.26138356780757
12858250,0,0,42.26138356780757
12858400,0,0,42.26138356780757
12858550,0,0,42.26138356780757
12858700,0,0,42.26138356780757
12858850,0,0,42.26138356780757
12859000,0,0,42.26138356780757
12859150,0,0,42.26138356780757
12859300,0,0,42.26138356780757
12859450,0,0,42.26138356780757
12859600,0,0,42.26138356780757
12859750,0,0,42.26138356780757
12859900,0,0,42.26138356780757
12860050,0,0,42.26138356780757
12860200,0,0,42.26138356780757
12860350,0,0,42.26138356780757
12860500,0,0,42.26138356780757
12860650,0,0,42.26138356780757
12860800,0,0,42.26138356780757
12860950,0,0,42.26138356780757
12861100,0,0,42.26138356780757
12861250,0,0,42.26138356780757
12861400,0,0,42.26138356780757
12861550,0,0,42.26138356780757
12861700,0,0,42.26138356780757
12861850,0,0,42.26138356780757
12862000,0,0,42.26138356780757
12862150,0,0,42.26138356780757
12862300,0,0,42.26138356780757
12862450,0,0,42.26138356780757
12862600,0,0,42.26138356780757
12862750,0,0,42.26138356780757
12862900,0,0,42.26138356780757
12863050,0,0,42.26138356780757
12863200,0,0,42.26138356780757
12863350,0,0,42.26138356780757
12863500,0,0,42.26138356780757
12863650,0,0,42.26138356780757
12863800,0,0,42.26138356780757
12863950,0,0,42.26138356780757
12864100,0,0,42.26138356780757
12864250,0,0,42.26138356780757
12864400,0,0,42.26138356780757
12864550,0,0,42.26138356780757
12864700,0,0,42.26138356780757
12864850,0,0,42.26138356780757
12865000,0,0,42.26138356780757
12865150,0,0,42.26138356780757
12865300,0,0,42.26138356780757
12865450,0,0,42.26138356780757
12865600,0,0,42.26138356780757
12865750,0,0,42.26138356780757
12865900,0,0,42.26138356780757
12866050,0,0,42.26138356780757
12866200,0,0,42.26138356780757
12866350,0,0,42.26138356780757
12866500,0,0,42.26138356780757
12866650,0,0,42.26138356780757
12866800,0,0,42.26138356780757
12866950,0,0,42.26138356780757
12867100,0,0,42.26138356780757
12867250,0,0,42.26138356780757
12867400,0,0,42.26138356780757
12867550,0,0,42.26138356780757
12867700,0,0,42.26138356780757
12867850,0,0,42.26138356780757
12868000,0,0,42.26138356780757
12868150,0,0,42.26138356780757
12868300,0,0,42.26138356780757
12868450,0,0,42.26138356780757
12868600,0,0,42.26138356780757
12868750,0,0,42.26138356780757
12868900,0,0,42.26138356780757
12869050,0,0,42.26138356780757
12869200,0,0,42.26138356780757
12869350,0,0,42.26138356780757
12869500,0,0,42.26138356780757
12869650,0,0,42.26138356780757
12869800,0,0,42.26138356780757
12869950,0,0,42.26138356780757
12870100,0,0,42.26138356780757
12870250,0,0,42.26138356780757
12870400,0,0,42.26138356780757
12870550,0,0,42.26138356780757
12870700,0,0,42.26138356780757
12870850,0,0,42.26138356780757
12871000,0,0,42.26138356780757
12871150,0,0,42.26138356780757
12871300,0,0,42.26138356780757
12871450,0,0,42.26138356780757
12871600,0,0,42.26138356780757
12871750,0,0,42.26138356780757
12871900,0,0,41.16470753793442
12872050,0,0,41.16470753793442
12872200,0,0,41.16470753793442
12872350,0,0,41.16470753793442
12872500,0,0,41.16470753793442
12872650,0,0,41.16470753793442
12872800,0,0,41.16470753793442
12872950,0,0,41.16470753793442
12873100,0,0,41.16470753793442
12873250,0,0,41.16470753793442
12873400,0,0,41.16470753793442
12873550,0,0,41.16470753793442
12873700,0,0,41.16470753793442
12873850,0,0,41.16470753793442
12874000,0,0,41.16470753793442
12874150,0,0,41.16470753793442
12874300,0,0,41.16470753793442
12874450,0,0,41.16470753793442
12874600,0,0,41.16470753793442
12874750,0,0,41.16470753793442
12874900,0,0,41.16470753793442
12875050,0,0,41.16470753793442
12875200,0,0,41.16470753793442
12875350,0,0,41.16470753793442
12875500,0,0,41.16470753793442
12875650,0,0,41.16470753793442
12875800,0,0,41.16470753793442
12875950,0,0,41.16470753793442
12876100,0,0,41.16470753793442
12876250,0,0,41.16470753793442
12876400,0,0,41.16470753793442
12876550,0,0,41.16470753793442
12876700,0,0,41.16470753793442
12876850,0,0,41.16470753793442
12877000,0,0,41.16470753793442
12877150,0,0,41.16470753793442
12877300,0,0,41.16470753793442
12877450,0,0,41.16470753793442
12877600,0,0,41.16470753793442
12877750,0,0,41.16470753793442
12877900,0,0,41.16470753793442
12878050,0,0,41.16470753793442
12878200,0,0,41.16470753793442
12878350,0,0,41.16470753793442
12878500,0,0,41.16470753793442
12878650,0,0,41.16470753793442
12878800,0,0,41.16470753793442
12878950,0,0,41.16470753793442
12879100,0,0,41.16470753793442
12879250,0,0,41.16470753793442
12879400,0,0,41.16470753793442
12879550,0,0,41.16470753793442
12879700,0,0,41.16470753793442
12879850,0,0,41.16470753793442
12880000,0,0,41.16470753793442
12880150,0,0,41.16470753793442
12880300,0,0,41.16470753793442
12880450,0,0,41.16470753793442
12880600,0,0,41.16470753793442
12880750,0,0,41.16470753793442
12880900,0,0,41.16470753793442
12881050,0,0,41.16470753793442
12881200,0,0,41.16470753793442
12881350,0,0,41.16470753793442
12881500,0,0,41.16470753793442
12881650,0,0,41.16470753793442
12881800,0,0,41.16470753793442
12881950,0,0,41.16470753793442
12882100,0,0,43.16470753793442
12882250,0,0,43.16470753793442
12882400,0,0,43.16470753793442
12882550,0,0,43.16470753793442
12882700,0,0,43.16470753793442
12882850,0,0,43.16470753793442
12883000,0,0,43.16470753793442
12883150,0,0,43.16470753793442
12883300,0,0,43.16470753793442
12883450,0,0,43.16470753793442
12883600,0,0,43.16470753793442
12883750,0,0,43.16470753793442
12883900,0,0,43.16470753793442
12884050,0,0,43.16470753793442
12884200,0,0,43.16470753793442
12884350,0,0,43.16470753793442
12884500,0,0,43.16470753793442
12884650,0,0,43.16470753793442
12884800,0,0,43.16470753793442
12884950,0,0,43.16470753793442
12885100,0,0,43.16470753793442
12885250,0,0,43.16470753793442
12885400,0,0,43.16470753793442
12885550,0,0,43.16470753793442
12885700,0,0,43.16470753793442
12885850,0,0,43.16470753793442
12886000,0,0,43.16470753793442
12886150,0,0,43.16470753793442
12886300,0,0,43.16470753793442
12886450,0,0,43.16470753793442
12886600,0,0,43.16470753793442
12886750,0,0,43.16470753793442
12886900,0,0,43.16470753793442
12887050,0,0,43.16470753793442
12887200,0,0,43.16470753793442
12887350,0,0,43.16470753793442
12887500,0,0,43.16470753793442
12887650,0,0,43.16470753793442
12887800,0,0,43.16470753793442
12887950,0,0,43.16470753793442
12888100,0,0,43.16470753793442
12888250,0,0,43.16470753793442
12888400,0,0,43.16470753793442
12888550,0,0,43.16470753793442
12888700,0,0,43.16470753793442
12888850,0,0,43.16470753793442
12889000,0,0,43.16470753793442
12889150,0,0,43.16470753793442
12889300,0,0,43.16470753793442
12889450,0,0,43.16470753793442
12889600,0,0,43.16470753793442
12889750,0,0,43.16470753793442
12889900,0,0,43.16470753793442
12890050,0,0,43.16470753793442
12890200,0,0,43.16470753793442
12890350,0,0,43.16470753793442
12890500,0,0,43.16470753793442
12890650,0,0,40.37935408611827
12890800,0,0,40.37935408611827
12890950,0,0,40.37935408611827
12891100,0,0,40.37935408611827
12891250,0,0,40.37935408611827
12891400,0,0,40.37935408611827
12891550,0,0,40.37935408611827
12891700,0,0,40.37935408611827
12891850,0,0,40.37935408611827
12892000,0,0,40.37935408611827
12892150,0,0,40.37935408611827
12892300,0,0,40.37935408611827
12892450,0,0,40.37935408611827
12892600,0,0,40.37935408611827
12892750,0,0,40.37935408611827
12892900,0,0,40.37935408611827
12893050,0,0,40.37935408611827
12893200,0,0,40.37935408611827
12893350,0,0,40.37935408611827
12893500,0,0,40.37935408611827
12893650,0,0,40.37935408611827
12893800,0,0,40.37935408611827
12893950,0,0,40.37935408611827
12894100,0,0,40.37935408611827
12894250,0,0,40.37935408611827
12894400,0,0,40.37935408611827
12894550,0,0,40.37935408611827
12894700,0,0,40.37935408611827
12894850,0,0,40.37935408611827
12895000,0,0,40.37935408611827
12895150,0,0,40.37935408611827
12895300,0,0,40.37935408611827
12895450,0,0,40.37935408611827
12895600,0,0,40.37935408611827
12895750,0,0,40.37935408611827
12895900,0,0,40.37935408611827
12896050,0,0,40.37935408611827
12896200,0,0,40.37935408611827
12896350,0,0,40.37935408611827
12896500,0,0,40.37935408611827
12896650,0,0,40.37935408611827
12896800,0,0,40.37935408611827
12896950,0,0,40.37935408611827
12897100,0,0,40.37935408611827
12897250,0,0,40.37935408611827
12897400,0,0,40.37935408611827
12897550,0,0,40.37935408611827
12897700,0,0,40.37935408611827
12897850,0,0,40.37935408611827
12898000,0,0,40.37935408611827
12898150,0,0,40.37935408611827
12898300,0,0,40.37935408611827
12898450,0,0,40.37935408611827
12898600,0,0,40.37935408611827
12898750,0,0,40.37935408611827
12898900,0,0,40.37935408611827
12899050,0,0,40.37935408611827
12899200,0,0,40.37935408611827
12899350,0,0,40.37935408611827
12899500,0,0,40.37935408611827
12899650,0,0,40.37935408611827
12899800,0,0,40.37935408611827
12899950,0,0,40.37935408611827
12900100,0,0,40.37935408611827
12900250,0,0,40.37935408611827
12900400,0,0,40.37935408611827
12900550,0,0,40.37935408611827
12900700,0,0,40.37935408611827
12900850,0,0,40.37935408611827
12901000,0,0,40.37935408611827
12901150,0,0,40.37935408611827
12901300,0,0,40.37935408611827
12901450,0,0,40.37935408611827
12901600,0,0,40.37935408611827
12901750,0,0,40.37935408611827
12901900,0,0,40.37935408611827
12902050,0,0,40.37935408611827
12902200,0,0,40.37935408611827
12902350,0,0,40.37935408611827
12902500,0,0,40.37935408611827
12902650,0,0,40.37935408611827
12902800,0,0,40.37935408611827
12902950,0,0,40.37935408611827
12903100,0,0,40.37935408611827
12903250,0,0,40.37935408611827
12903400,0,0,40.37935408611827
12903550,0,0,40.37935408611827
12903700,0,0,40.37935408611827
12903850,0,0,40.37935408611827
12904000,0,0,40.37935408611827
12904150,0,0,40.37935408611827
12904300,0,0,40.37935408611827
12904450,0,0,40.37935408611827
12904600,0,0,40.37935408611827
12904750,0,0,40.37935408611827
12904900,0,0,40.37935408611827
12905050,0,0,40.37935408611827
12905200,0,0,40.37935408611827
12905350,0,0,40.37935408611827
12905500,0,0,40.37935408611827
12905650,0,0,40.37935408611827
12905800,0,0,40.37935408611827
12905950,0,0,40.37935408611827
12906100,0,0,40.37935408611827
12906250,0,0,40.37935408611827
12906400,0,0,40.37935408611827
12906550,0,0,40.37935408611827
12906700,0,0,40.37935408611827
12906850,0,0,40.37935408611827
12907000,0,0,40.37935408611827
12907150,0,0,40.37935408611827
12907300,0,0,40.37935408611827
12907450,0,0,40.37935408611827
12907600,0,0,40.37935408611827
12907750,0,0,40.37935408611827
12907900,0,0,40.37935408611827
12908050,0,0,40.37935408611827
12908200,0,0,40.37935408611827
12908350,0,0,40.37935408611827
12908500,0,0,40.37935408611827
12908650,0,0,38.654385509118356
12908800,0,0,38.654385509118356
12908950,0,0,38.654385509118356
12909100,0,0,38.654385509118356
12909250,0,0,38.654385509118356
12909400,0,0,38.654385509118356
12909550,0,0,38.654385509118356
12909700,0,0,38.654385509118356
12909850,0,0,38.654385509118356
12910000,0,0,38.654385509118356
12910150,0,0,38.654385509118356
12910300,0,0,38.654385509118356
12910450,0,0,38.654385509118356
12910600,0,0,38.654385509118356
12910750,0,0,38.654385509118356
12910900,0,0,38.654385509118356
12911050,0,0,38.654385509118356
12911200,0,0,38.654385509118356
12911350,0,0,38.654385509118356
12911500,0,0,38.654385509118356
12911650,0,0,38.654385509118356
12911800,0,0,38.654385509118356
12911950,0,0,38.654385509118356
12912100,0,0,38.654385509118356
12912250,0,0,38.654385509118356
12912400,0,0,38.654385509118356
12912550,0,0,38.654385509118356
12912700,0,0,38.654385509118356
12912850,0,0,38.654385509118356
12913000,0,0,38.654385509118356
12913150,0,0,38.654385509118356
12913300,0,0,38.654385509118356
12913450,0,0,38.654385509118356
12913600,0,0,38.654385509118356
12913750,0,0,38.654385509118356
12913900,0,0,38.654385509118356
12914050,0,0,38.654385509118356
12914200,0,0,38.654385509118356
12914350,0,0,38.654385509118356
12914500,0,0,38.654385509118356
12914650,0,0,38.654385509118356
12914800,0,0,38.654385509118356
12914950,0,0,38.654385509118356
12915100,0,0,38.654385509118356
12915250,0,0,38.654385509118356
12915400,0,0,38.654385509118356
12915550,0,0,38.654385509118356
12915700,0,0,38.654385509118356
12915850,0,0,38.654385509118356
12916000,0,0,38.654385509118356
12916150,0,0,38.654385509118356
12916300,0,0,38.654385509118356
12916450,0,0,38.654385509118356
12916600,0,0,38.654385509118356
12916750,0,0,38.654385509118356
12916900,0,0,38.654385509118356
12917050,0,0,38.654385509118356
12917200,0,0,38.654385509118356
12917350,0,0,38.654385509118356
12917500,0,0,38.654385509118356
12917650,0,0,38.654385509118356
12917800,0,0,38.654385509118356
12917950,0,0,38.654385509118356
12918100,0,0,38.654385509118356
12918250,0,0,38.654385509118356
12918400,0,0,38.654385509118356
12918550,0,0,38.654385509118356
12918700,0,0,38.654385509118356
12918850,0,0,38.654385509118356
12919000,0,0,38.654385509118356
12919150,0,0,38.654385509118356
12919300,0,0,38.654385509118356
12919450,0,0,38.654385509118356
12919600,0,0,38.654385509118356
12919750,0,0,38.654385509118356
12919900,0,0,38.654385509118356
12920050,0,0,38.654385509118356
12920200,0,0,38.654385509118356
12920350,0,0,38.654385509118356
12920500,0,0,38.654385509118356
12920650,0,0,38.654385509118356
12920800,0,0,38.654385509118356
12920950,0,0,38.654385509118356
12921100,0,0,38.654385509118356
12921250,0,0,38.654385509118356
12921400,0,0,38.654385509118356
12921550,0,0,38.654385509118356
12921700,0,0,38.654385509118356
12921850,0,0,38.654385509118356
12922000,0,0,38.654385509118356
12922150,0,0,38.654385509118356
12922300,0,0,38.654385509118356
12922450,0,0,38.654385509118356
12922600,0,0,38.654385509118356
12922750,0,0,38.654385509118356
12922900,0,0,38.654385509118356
12923050,0,0,38.654385509118356
12923200,0,0,38.654385509118356
12923350,0,0,38.654385509118356
12923500,0,0,38.654385509118356
12923650,0,0,38.654385509118356
12923800,0,0,38.654385509118356
12923950,0,0,38.654385509118356
12924100,0,0,38.654385509118356
12924250,0,0,38.654385509118356
12924400,0,0,38.654385509118356
12924550,0,0,38.654385509118356
12924700,0,0,38.654385509118356
12924850,0,0,38.654385509118356
12925000,0,0,38.654385509118356
12925150,0,0,38.654385509118356
12925300,0,0,38.654385509118356
12925450,0,0,38.654385509118356
12925600,0,0,38.654385509118356
12925750,0,0,38.654385509118356
12925900,0,0,38.654385509118356
12926050,0,0,38.654385509118356
12926200,0,0,38.654385509118356
12926350,0,0,38.654385509118356
12926500,0,0,38.654385509118356
12926650,0,0,38.654385509118356
12926800,0,0,38.654385509118356
12926950,0,0,38.654385509118356
12927100,0,0,38.654385509118356
12927250,0,0,38.654385509118356
12927400,0,0,38.654385509118356
12927550,0,0,38.654385509118356
12927700,0,0,38.654385509118356
12927850,0,0,38.654385509118356
12928000,0,0,38.654385509118356
12928150,0,0,38.654385509118356
12928300,0,0,38.654385509118356
12928450,0,0,38.654385509118356
12928600,0,0,38.654385509118356
12928750,0,0,38.654385509118356
12928900,0,0,38.654385509118356
12929050,0,0,38.654385509118356
12929200,0,0,38.654385509118356
12929350,0,0,38.654385509118356
12929500,0,0,38.654385509118356
12929650,0,0,38.654385509118356
12929800,0,0,38.654385509118356
12929950,0,0,38.654385509118356
12930100,0,0,38.654385509118356
12930250,0,0,38.654385509118356
12930400,0,0,38.654385509118356
12930550,0,0,38.654385509118356
12930700,0,0,38.654385509118356
12930850,0,0,38.654385509118356
12931000,0,0,38.654385509118356
12931150,0,0,38.654385509118356
12931300,0,0,38.654385509118356
12931450,0,0,37.70740577988988
12931600,0,0,37.70740577988988
12931750,0,0,37.70740577988988
12931900,0,0,37.70740577988988
12932050,0,0,37.70740577988988
12932200,0,0,37.70740577988988
12932350,0,0,37.70740577988988
12932500,0,0,37.70740577988988
12932650,0,0,37.70740577988988
12932800,0,0,37.70740577988988
12932950,0,0,37.70740577988988
12933100,0,0,37.70740577988988
12933250,0,0,37.70740577988988
12933400,0,0,37.70740577988988
12933550,0,0,37.70740577988988
12933700,0,0,37.70740577988988
12933850,0,0,34.365062182253155
12934000,0,0,34.365062182253155
12934150,0,0,34.365062182253155
12934300,0,0,34.365062182253155
12934450,0,0,34.365062182253155
12934600,0,0,34.365062182253155
12934750,0,0,34.365062182253155
12934900,0,0,34.365062182253155
12935050,0,0,34.365062182253155
12935200,0,0,34.365062182253155
12935350,0,0,34.365062182253155
12935500,0,0,34.365062182253155
12935650,0,0,34.365062182253155
12935800,0,0,34.365062182253155
12935950,0,0,34.365062182253155
12936100,0,0,34.365062182253155
12936250,0,0,34.365062182253155
12936400,0,0,34.365062182253155
12936550,0,0,34.365062182253155
12936700,0,0,34.365062182253155
12936850,0,0,34.365062182253155
12937000,0,0,34.365062182253155
12937150,0,0,34.365062182253155
12937300,0,0,34.365062182253155
12937450,0,0,34.365062182253155
12937600,0,0,34.365062182253155
12937750,0,0,34.365062182253155
12937900,0,0,34.365062182253155
12938050,0,0,34.365062182253155
12938200,0,0,34.365062182253155
12938350,0,0,34.365062182253155
12938500,0,0,34.365062182253155
12938650,0,0,34.365062182253155
12938800,0,0,34.365062182253155
12938950,0,0,34.365062182253155
12939100,0,0,34.365062182253155
12939250,0,0,34.365062182253155
12939400,0,0,34.365062182253155
12939550,0,0,34.365062182253155
12939700,0,0,34.365062182253155
12939850,0,0,34.365062182253155
12940000,0,0,34.365062182253155
12940150,0,0,34.365062182253155
12940300,0,0,34.365062182253155
12940450,0,0,34.365062182253155
12940600,0,0,34.365062182253155
12940750,0,0,34.365062182253155
12940900,0,0,34.365062182253155
12941050,0,0,34.365062182253155
12941200,0,0,34.365062182253155
12941350,0,0,34.365062182253155
12941500,0,0,34.365062182253155
12941650,0,0,34.365062182253155
