blocknumber,volume SUSHI for 5% slippage
13394650,14873.447090250878
13394800,14513.916523819023
13394950,14518.069109417518
13395100,14522.860729733982
13395250,14262.194804372311
13395400,14269.407239949245
13395550,14246.190341101583
13395700,14276.334530190727
13395850,14004.301262555919
13396000,14004.301262555919
13396150,14004.301262555919
13396300,14004.301262555919
13396450,13694.90401545427
13396600,13693.79323142816
13396750,13693.79323142816
13396900,13692.30415695527
13397050,13692.30415695527
13397200,13692.30415695527
13397350,14345.26838394881
13397500,13685.173168088804
13397650,13692.084504237602
13397800,14560.623058875406
13397950,14560.623058875406
13398100,13407.266800551273
13398250,13407.266800551273
13398400,13409.730515536232
13398550,13419.993673430965
13398700,13353.89827159286
13398850,13375.140868143719
13399000,12512.550259775504
13399150,12520.128575442643
13399300,11197.758800157788
13399450,12139.36560025096
13399600,12139.36560025096
13399750,11003.725052906038
13399900,13467.955557084462
13400050,14035.907956084046
13400200,14016.837741457695
13400350,14016.837741457695
13400500,14400.70085728125
13400650,14400.70085728125
13400800,14400.70085728125
13400950,13488.207224499474
13401100,13488.207224499474
13401250,13148.499839967319
13401400,13148.499839967319
13401550,13168.971472161224
13401700,13168.971472161224
13401850,13133.948065651372
13402000,13133.948065651372
13402150,13108.948065652718
13402300,13118.06996094162
13402450,13777.730130073081
13402600,13783.993834029758
13402750,13789.380782667626
13402900,12964.716801037981
13403050,12964.716801037981
13403200,12990.382038988724
13403350,13282.952653304654
13403500,13282.952653304654
13403650,13285.852086297231
13403800,13285.852086297231
13403950,13285.852086297231
13404100,13285.852086297231
13404250,13277.521992585642
13404400,13576.621992569544
13404550,13576.621992569544
13404700,13576.621992569544
13404850,13592.411466253758
13405000,13592.411466253758
13405150,13636.98829282703
13405300,13627.812952440021
13405450,13627.812952440021
13405600,12822.431875264729
13405750,12798.492477678437
13405900,12050.779360463694
13406050,12050.779360463694
13406200,12964.076478758068
13406350,12964.076478758068
13406500,12964.628411300057
13406650,12964.628411300057
13406800,12964.628411300057
13406950,12964.628411300057
13407100,12962.49015637097
13407250,12963.177230767817
13407400,12959.670606163358
13407550,12959.670606163358
13407700,12984.138164218724
13407850,12981.916152736309
13408000,14116.215521595952
13408150,14121.179534076075
13408300,14108.145314886648
13408450,14148.746262255057
13408600,14096.576328264508
13408750,14651.646832555101
13408900,14651.646832555101
13409050,14450.679909545588
13409200,14450.679909545588
13409350,14451.967890779322
13409500,14447.934584695113
13409650,14478.504934472652
13409800,14478.504934472652
13409950,14479.783664672834
13410100,14479.783664672834
13410250,14249.523989613592
13410400,14249.523989613592
13410550,14249.523989613592
13410700,14249.523989613592
13410850,14301.15714553022
13411000,14358.064770720093
13411150,14371.179071146204
13411300,14399.74664660336
13411450,11575.718323172898
13411600,10487.182092148292
13411750,11500.147366676423
13411900,11494.169688049778
13412050,11494.169688049778
13412200,11494.169688049778
13412350,11485.35442037789
13412500,11485.35442037789
13412650,11480.785844140004
13412800,11634.869813282561
13412950,11070.31977978939
13413100,13414.42363965632
13413250,13414.42363965632
13413400,13456.107955445796
13413550,11945.972707398627
13413700,11951.454363235911
13413850,11928.188638655278
13414000,11953.524630223894
13414150,11953.524630223894
13414300,11984.492767628644
13414450,12283.592767612547
13414600,12281.95386320804
13414750,12281.95386320804
13414900,12280.772110913302
13415050,12233.974625968405
13415200,12244.500941757857
13415350,12198.155064335124
13415500,12198.155064335124
13415650,12004.977536437407
13415800,12004.977536437407
13415950,12004.243615879343
13416100,12064.173676532231
13416250,12064.173676532231
13416400,11389.654607004113
13416550,11433.724809262441
13416700,11433.724809262441
13416850,11433.724809262441
13417000,11433.724809262441
13417150,11714.02161639478
13417300,11714.02161639478
13417450,11714.02161639478
13417600,10936.16285024326
13417750,10936.16285024326
13417900,10936.16285024326
13418050,12554.929101605023
13418200,10793.804415629469
13418350,10793.804415629469
13418500,12008.980167758078
13418650,12008.980167758078
13418800,10364.343056578686
13418950,12423.54003870751
13419100,12446.996461301536
13419250,13291.993330599691
13419400,13291.993330599691
13419550,12390.340142462335
13419700,13257.438057151781
13419850,13257.438057151781
13420000,13257.438057151781
13420150,13257.438057151781
13420300,10790.72590056087
13420450,10790.72590056087
13420600,10790.72590056087
13420750,10817.619924767918
13420900,10828.146241928465
13421050,10813.357032431855
13421200,10813.357032431855
13421350,10815.895205824183
13421500,10839.5285522147
13421650,10839.5285522147
13421800,10839.5285522147
13421950,10839.5285522147
13422100,11649.780896550477
13422250,11649.780896550477
13422400,11650.500586024147
13422550,11650.500586024147
13422700,11650.500586024147
13422850,10832.923542758233
13423000,10832.923542758233
13423150,12260.375606477663
13423300,12260.375606477663
13423450,12260.375606477663
13423600,11097.024484914104
13423750,11097.024484914104
13423900,11097.024484914104
13424050,11051.958629928604
13424200,11950.669174441526
13424350,13861.193480273703
13424500,13826.444145182477
13424650,14249.190658022379
13424800,14259.555522047123
13424950,14259.555522047123
13425100,13935.10291989825
13425250,13947.916871947607
13425400,13947.916871947607
13425550,13947.916871947607
13425700,13947.916871947607
13425850,13947.916871947607
13426000,14145.887823926665
13426150,14145.887823926665
13426300,14145.887823926665
13426450,13161.423021967857
13426600,13164.730642546589
13426750,13193.430799434585
13426900,13193.430799434585
13427050,13202.75158890824
13427200,13221.272053661303
13427350,12786.40198978426
13427500,12780.899866854825
13427650,14088.417343117448
13427800,13274.872031278914
13427950,13292.076058338882
13428100,13578.50103199206
13428250,13573.55244184721
13428400,13614.931669649099
13428550,13614.931669649099
13428700,14135.170455131225
13428850,14085.479069999212
13429000,13523.476243207233
13429150,14429.224476770216
13429300,13691.215732072573
13429450,13670.9694618813
13429600,14333.573708591804
13429750,14544.744876723002
13429900,14544.744876723002
13430050,14544.270174846191
13430200,14017.633752197527
13430350,14017.633752197527
13430500,14388.408954923565
13430650,14343.07283974308
13430800,14719.685768426716
13430950,14720.778752637256
13431100,14529.054761962294
13431250,15099.647560708407
13431400,15106.366812295593
13431550,14404.53512747442
13431700,14345.71039085765
13431850,14340.464364618103
13432000,14340.464364618103
13432150,14739.457513843989
13432300,14286.839328911341
13432450,14286.839328911341
13432600,14331.919019100349
13432750,13711.829026094365
13432900,13856.80071346626
13433050,13856.80071346626
13433200,13853.467406228197
13433350,13853.467406228197
13433500,13905.825207866452
13433650,13909.219243140833
13433800,13958.820899097122
13433950,13959.32016485841
13434100,14118.035533116206
13434250,14105.65738473212
13434400,13878.860821305916
13434550,13993.894490516863
13434700,14392.79699830538
13434850,14392.779208820273
13435000,14392.544268612055
13435150,14322.111813647705
13435300,13975.368508333091
13435450,14912.64630681982
13435600,14912.64630681982
13435750,14946.199169892563
13435900,14691.82953613689
13436050,14798.501617444701
13436200,14798.501617444701
13436350,14482.002615386391
13436500,13907.654868778887
13436650,14324.32797475707
13436800,14324.32797475707
13436950,14262.042570776974
13437100,13651.093170745253
13437250,13673.197720781658
13437400,13675.581436264843
13437550,14622.433700334832
13437700,14622.433700334832
13437850,14613.483918147422
13438000,14293.298675821427
13438150,14428.850337739646
13438300,14448.158580263342
13438450,14481.899183090376
13438600,13907.68868831812
13438750,14318.029358770342
13438900,14323.036781377254
13439050,14330.86563061292
13439200,14345.246244666887
13439350,14345.246244666887
13439500,13460.420309065792
13439650,13460.420309065792
13439800,13455.338899768636
13439950,14037.379082564055
13440100,13526.070177599846
13440250,13526.070177599846
13440400,13791.258393441693
13440550,13399.456673047016
13440700,13625.237563634042
13440850,13576.351809021171
13441000,13572.725086667631
13441150,13641.426088207001
13441300,13646.162930312268
13441450,13538.319677907284
13441600,13539.124969225008
13441750,13539.124969225008
13441900,13581.65621672151
13442050,13584.309790370457
13442200,13555.6404061553
13442350,13555.6404061553
13442500,13555.6404061553
13442650,13698.735804931282
13442800,13698.735804931282
13442950,13770.2198580573
13443100,13770.2198580573
13443250,13651.086558125186
13443400,13651.086558125186
13443550,13651.380854236004
13443700,13651.380854236004
13443850,13748.964305777836
13444000,13748.964305777836
13444150,13748.964305777836
13444300,13394.776779644682
13444450,13397.883565310749
13444600,13250.15419570623
13444750,13250.15419570623
13444900,13241.02555652174
13445050,13310.634194124012
13445200,13311.235754491865
13445350,13180.265192343219
13445500,13284.294029135908
13445650,13284.294029135908
13445800,13282.467493751257
13445950,13093.344695924949
13446100,13093.344695924949
13446250,13094.125064626285
13446400,14025.179254333605
13446550,14043.985222516072
13446700,13649.212074919289
13446850,13498.660477632138
13447000,13506.91973579159
13447150,13506.892198127394
13447300,12954.865451935291
13447450,13491.341040891364
13447600,13495.363991230772
13447750,12113.724901817359
13447900,11952.580840398658
13448050,12094.65455772549
13448200,12095.540347199176
13448350,11497.47573571317
13448500,12018.349728928757
13448650,12020.754309660502
13448800,12044.27254593481
13448950,13160.787760190387
13449100,12097.318128033316
13449250,12098.65612612974
13449400,10913.371461460314
13449550,10913.371461460314
13449700,11383.563140413307
13449850,11395.00520044135
13450000,11391.808348528595
13450150,11683.565366832774
13450300,11725.16910562877
13450450,9214.118107153547
13450600,9214.118107153547
13450750,9214.118107153547
13450900,9214.118107153547
13451050,9778.249825156023
13451200,9778.249825156023
13451350,10432.976754527861
13451500,10432.976754527861
13451650,9822.637656742174
13451800,9945.064743704876
13451950,9945.064743704876
13452100,9945.064743704876
13452250,9447.38498297469
13452400,9447.38498297469
13452550,9821.768859129485
13452700,9703.099637922633
13452850,9703.099637922633
13453000,9825.877893397577
13453150,10051.575781303023
13453300,9866.658119042235
13453450,9862.560638591434
13453600,9897.698998876605
13453750,9897.698998876605
13453900,9897.698998876605
13454050,9894.362993002234
13454200,10825.76524659425
13454350,10805.00952886509
13454500,11402.365880676429
13454650,11402.365880676429
13454800,11415.39905007591
13454950,11116.550083189952
13455100,9753.006240692992
13455250,9751.367481354011
13455400,9749.4184947835
13455550,10274.3446995176
13455700,10232.954015307036
13455850,10232.954015307036
13456000,10947.313693375907
13456150,10947.313693375907
13456300,10967.777114428534
13456450,10982.913838921346
13456600,11657.709974241183
13456750,11657.542469331167
13456900,11106.112703638019
13457050,11016.579460046569
13457200,11014.098041076513
13457350,11636.547488279326
13457500,11413.899117777477
13457650,9983.396714439064
13457800,9983.396714439064
13457950,9840.784464512564
13458100,11726.981609109202
13458250,8956.193291083295
13458400,9532.503627968736
13458550,9538.125819275463
13458700,9488.083538041377
13458850,9488.083538041377
13459000,9875.812947089646
13459150,9875.812947089646
13459300,9880.650167093678
13459450,9886.214745945508
13459600,9084.517579951467
13459750,9156.072590568228
13459900,9160.795865294314
13460050,9161.137681915361
13460200,11537.366614447654
13460350,11700.335448846008
13460500,11720.589962729535
13460650,11720.589962729535
13460800,11500.663604025918
13460950,12033.65394908494
13461100,11885.998979411854
13461250,11885.998979411854
13461400,11885.998979411854
13461550,11716.799435090643
13461700,11716.799435090643
13461850,11716.799435090643
13462000,11737.852066669575
13462150,11708.099381729762
13462300,11542.377839360857
13462450,11854.724446943044
13462600,11853.758435694093
13462750,11852.391227522123
13462900,11852.391227522123
13463050,11852.391227522123
13463200,11855.44112826306
13463350,11864.840780638802
13463500,11864.840780638802
13463650,11862.423509849254
13463800,11860.491138313027
13463950,11808.366519078969
13464100,11808.366519078969
13464250,10770.217042505878
13464400,10770.217042505878
13464550,10770.217042505878
13464700,10770.217042505878
13464850,11647.536427519675
13465000,11647.536427519675
13465150,11647.536427519675
13465300,11925.4282982699
13465450,11813.182756669577
13465600,11812.121523126034
13465750,11946.127250993964
13465900,11945.932638302349
13466050,10864.200836925449
13466200,10863.238900367987
13466350,11146.702225697294
13466500,10886.674714199256
13466650,10887.236343974586
13466800,10887.236343974586
13466950,11108.052057391515
13467100,11104.754000345989
13467250,11104.754000345989
13467400,10949.505277216465
13467550,10949.505277216465
13467700,11241.68886243801
13467850,11241.68886243801
13468000,10799.797935903098
13468150,10799.797935903098
13468300,11217.17957731234
13468450,10981.690370817216
13468600,10984.713712150564
13468750,10976.877017094177
13468900,10976.877017094177
13469050,10977.562490778399
13469200,10762.781466589828
13469350,10764.242095915246
13469500,11176.083694802926
13469650,11176.083694802926
13469800,11178.230818442922
13469950,11262.567351356509
13470100,11255.152778088956
13470250,11255.152778088956
13470400,11254.833119045226
13470550,11254.833119045226
13470700,11011.335378727246
13470850,10821.769979138082
13471000,10825.73375571504
13471150,10825.73375571504
13471300,10994.719218105969
13471450,11044.569218103285
13471600,11044.569218103285
13471750,11044.569218103285
13471900,11044.569218103285
13472050,11044.569218103285
13472200,11163.683531575009
13472350,11170.521093313162
13472500,11132.092077902065
13472650,10487.75170919006
13472800,10987.607106931247
13472950,10970.914754825122
13473100,10970.914754825122
13473250,11327.475413921507
13473400,11327.475413921507
13473550,11340.30577177125
13473700,11340.30577177125
13473850,11345.847061221051
13474000,10978.35715921676
13474150,10978.35715921676
13474300,10978.629033668332
13474450,10975.023048803449
13474600,10270.094498853276
13474750,10280.68595957477
13474900,10281.545403769418
13475050,10524.234198838536
13475200,10828.084131763308
13475350,11357.050483052306
13475500,11387.320780302518
13475650,11387.281373232374
13475800,11387.281373232374
13475950,11387.281373232374
13476100,10547.805944689133
13476250,10551.432502300746
13476400,10580.437409454118
13476550,10290.634992931333
13476700,9508.282546066373
13476850,9469.976651329518
13477000,9486.387208743326
13477150,10807.389232043603
13477300,10807.389232043603
13477450,10857.390771204844
13477600,10851.871346427482
13477750,10856.49158196667
13477900,10857.744800960025
13478050,11009.361092727648
13478200,10426.13199810091
13478350,10426.13199810091
13478500,10788.230950368097
13478650,10752.492259063927
13478800,10853.980708551037
13478950,10911.216257804446
13479100,10907.89419859164
13479250,10907.89419859164
13479400,10907.89419859164
13479550,10947.315206659438
13479700,10991.396735132766
13479850,11003.886007378656
13480000,11009.9427406689
13480150,11014.455079266983
13480300,10486.962059975625
13480450,11355.30195102964
13480600,10638.683386741857
13480750,10657.175981428092
13480900,10662.782035793625
13481050,10190.285771521792
13481200,10288.194761045534
13481350,10288.194761045534
13481500,9906.958359353732
13481650,9906.958359353732
13481800,9901.958359354
13481950,9901.958359354
13482100,9901.958359354
13482250,9942.462096196103
13482400,9942.462096196103
13482550,10179.069906681456
13482700,10184.20181531302
13482850,10184.20181531302
13483000,9162.22768613217
13483150,9148.623022233627
13483300,8712.075239946591
13483450,10473.543643778257
13483600,10473.543643778257
13483750,9540.282704570118
13483900,9543.030664606127
13484050,9542.13146698359
13484200,9536.843545243324
13484350,10230.801290702371
13484500,10230.801290702371
13484650,8629.897365134599
13484800,8629.897365134599
13484950,8629.897365134599
13485100,9890.642021616472
13485250,9628.304007278302
13485400,9626.853094804317
13485550,9101.357532357535
13485700,9101.956942091172
13485850,9366.952350745052
13486000,9359.990245797266
13486150,9373.748464274631
13486300,9376.59041164308
13486450,8775.025483988858
13486600,8787.762326094125
13486750,8856.910355486163
13486900,8856.910355486163
13487050,8805.566166439874
13487200,8641.809904132706
13487350,8657.628976460719
13487500,8666.827076545871
13487650,8666.827076545871
13487800,8864.802498282992
13487950,8872.145224644697
13488100,8372.579762729492
13488250,9211.481302070106
13488400,9028.186707137296
13488550,8986.750573869836
13488700,8703.766929318093
13488850,8703.766929318093
13489000,8416.909240013432
13489150,8315.295812996863
13489300,9086.736894087067
13489450,9091.41686850066
13489600,9084.741051581486
13489750,9082.294176203564
13489900,8485.167234047574
13490050,9728.53453343031
13490200,9708.691070611818
13490350,11215.321190370581
13490500,11436.20732503848
13490650,11412.375933882964
13490800,11351.458882598456
13490950,11355.79283649086
13491100,11127.54380367917
13491250,11178.017705424438
13491400,11178.017705424438
13491550,11773.213735234163
13491700,11589.60782309337
13491850,11521.634784317
13492000,12121.038694071078
13492150,12271.752971879632
13492300,11801.19123174979
13492450,11801.19123174979
13492600,11620.92651468299
13492750,11620.92651468299
13492900,11634.730082395796
13493050,11634.730082395796
13493200,12111.443852787364
13493350,12111.443852787364
13493500,12111.443852787364
13493650,12132.371872291995
13493800,12132.371872291995
13493950,11262.95109660773
13494100,11262.95109660773
13494250,12184.475111468773
13494400,11344.538646756222
13494550,11344.538646756222
13494700,12006.505096112704
13494850,11982.21691855636
13495000,11984.30332837605
13495150,12277.636173558463
13495300,12281.487398789364
13495450,11121.08502509354
13495600,12002.856273200965
13495750,11999.130482955867
13495900,11982.408284194618
13496050,11991.293957897167
13496200,11629.823483943474
13496350,11651.653658552677
13496500,12246.596093805789
13496650,12212.014482824487
13496800,11898.865731865591
13496950,11898.865731865591
13497100,11920.908282850623
13497250,11899.206606196278
13497400,11899.206606196278
13497550,11976.56279708618
13497700,11984.659367834129
13497850,12498.942567332188
13498000,12376.591790241682
13498150,12378.883240765761
13498300,11085.221090506891
13498450,11008.327019315982
13498600,11169.377707732265
13498750,11323.88639344815
13498900,11359.985114946498
13499050,10909.503383005163
13499200,10894.135779897764
13499350,10894.135779897764
13499500,11300.72106286892
13499650,11136.68945461789
13499800,11136.68945461789
13499950,11308.535716465723
13500100,11294.344027122772
13500250,11480.851543257595
13500400,11480.851543257595
13500550,11486.925886356912
13500700,10724.010981901189
13500850,10691.415478087098
13501000,10697.565194066114
13501150,10697.565194066114
13501300,10697.565194066114
13501450,9141.824525705424
13501600,9121.615388202134
13501750,10442.238823853539
13501900,10442.238823853539
13502050,10424.733358919144
13502200,10424.733358919144
13502350,10065.548713796406
13502500,9616.427291477503
13502650,9616.427291477503
13502800,9616.427291477503
13502950,9747.329025144369
13503100,9747.329025144369
13503250,9702.690726102941
13503400,9702.690726102941
13503550,9822.330726096503
13503700,10966.222936217777
13503850,10984.876155535037
13504000,10984.876155535037
13504150,10984.876155535037
13504300,9696.416658772825
13504450,9694.713417735635
13504600,11397.166088718639
13504750,11397.166088718639
13504900,11401.670495459513
13505050,9946.14533818668
13505200,9904.122442964761
13505350,10103.889516637706
13505500,10741.925118970077
13505650,10761.411156503458
13505800,10753.783228115575
13505950,10753.783228115575
13506100,10753.783228115575
13506250,8966.99509068702
13506400,8991.114764398064
13506550,8952.723391571284
13506700,8952.723391571284
13506850,9754.347137002287
13507000,9828.063225336764
13507150,9918.766492174436
13507300,10184.485534251216
13507450,10184.485534251216
13507600,10204.047560306353
13507750,9463.285565361171
13507900,9463.285565361171
13508050,9463.285565361171
13508200,8309.690441304012
13508350,9475.075397152594
13508500,9475.075397152594
13508650,9475.075397152594
13508800,9475.075397152594
13508950,9469.840674366389
13509100,9469.840674366389
13509250,9467.38431360754
13509400,9466.755686493701
13509550,8610.16676427373
13509700,8608.157507677402
13509850,8608.157507677402
13510000,9489.280299184618
13510150,9497.175036026725
13510300,9497.175036026725
13510450,11251.045215204344
13510600,11237.251921809962
13510750,11237.251921809962
13510900,11237.251921809962
13511050,11238.556198125749
13511200,11236.430171330372
13511350,9240.33900628405
13511500,9240.86532207353
13511650,9240.86532207353
13511800,10183.440447504589
13511950,10183.440447504589
13512100,10210.282552767749
13512250,9811.863562213364
13512400,9882.651009989258
13512550,9882.651009989258
13512700,9905.173332009039
13512850,9905.173332009039
13513000,9911.531681462508
13513150,9852.446523567774
13513300,9799.179450348773
13513450,9801.524987551002
13513600,9816.0886352075
13513750,9816.0886352075
13513900,10089.044748181208
13514050,10037.528143588781
13514200,10410.246486087932
13514350,10410.246486087932
13514500,10381.428349374391
13514650,9834.631665229399
13514800,9838.718651391022
13514950,9896.112208572587
13515100,9896.112208572587
13515250,9896.112208572587
13515400,11521.644943055311
13515550,11521.644943055311
13515700,11544.13352915318
13515850,11550.833547905007
13516000,11550.232006891943
13516150,11550.232006891943
13516300,11550.232006891943
13516450,11550.232006891943
13516600,9803.94003135795
13516750,10111.178670848765
13516900,10077.256111870332
13517050,10092.852409933026
13517200,10094.992019587053
13517350,10092.457034161971
13517500,10116.735087835887
13517650,10093.330197545032
13517800,10093.330197545032
13517950,9582.259022846572
13518100,9582.259022846572
13518250,9582.259022846572
13518400,9562.396192695744
13518550,8938.84761883021
13518700,9003.965094249355
13518850,8968.226669145946
13519000,8867.45266915137
13519150,8882.504029543847
13519300,8882.504029543847
13519450,9764.528126875788
13519600,8244.873961284693
13519750,8244.873961284693
13519900,8244.873961284693
13520050,8224.060521395872
13520200,8206.375265124045
13520350,8206.375265124045
13520500,8211.583970091402
13520650,8211.583970091402
13520800,8222.588991979299
13520950,8264.694255137207
13521100,8264.694255137207
13521250,8789.383262578353
13521400,8789.383262578353
13521550,8313.722120038643
13521700,8313.722120038643
13521850,8313.308471215425
13522000,8313.308471215425
13522150,8320.398873408714
13522300,8320.398873408714
13522450,8320.398873408714
13522600,8245.028807762947
13522750,8245.028807762947
13522900,8258.713018289252
13523050,8229.027315779433
13523200,8186.744105253126
13523350,8638.253945228364
13523500,8638.274920081163
13523650,9597.554645189583
13523800,9597.554645189583
13523950,9659.050274589084
13524100,9728.060450341693
13524250,9730.574264370569
13524400,8680.912820876401
13524550,8680.912820876401
13524700,8676.097493065492
13524850,8676.097493065492
13525000,8678.343229907594
13525150,8444.439597969982
13525300,8444.439597969982
13525450,8432.755387443662
13525600,9692.567497339352
13525750,9692.567497339352
13525900,8317.676955976263
13526050,8338.43339015094
13526200,8338.43339015094
13526350,8940.01355204772
13526500,8636.50166385599
13526650,8207.137709327477
13526800,8211.805279379767
13526950,8211.805279379767
13527100,8401.097491950793
13527250,8393.429281543045
13527400,8271.848154730673
13527550,8270.16329374969
13527700,8284.152049392002
13527850,9272.569212061133
13528000,9272.569212061133
13528150,9272.569212061133
13528300,8576.138315527698
13528450,8572.722869487754
13528600,8572.722869487754
13528750,8588.92254877
13528900,8588.92254877
13529050,8587.891977066478
13529200,10658.087699112606
13529350,8521.347279926382
13529500,8452.355905902046
13529650,10840.695617946029
13529800,10798.161375477768
13529950,11174.968835450418
13530100,11174.968835450418
13530250,11174.968835450418
13530400,11019.58982414792
13530550,11018.769317202727
13530700,11015.412713261094
13530850,11543.632330147377
13531000,11536.3573548585
13531150,11536.3573548585
13531300,10817.392026992353
13531450,11890.531593813952
13531600,11844.19595479789
13531750,11818.868715270377
13531900,11945.705602195108
13532050,11960.3764353198
13532200,11918.248433136128
13532350,11213.941188814186
13532500,11205.626408967999
13532650,11358.055934952368
13532800,11369.339222243681
13532950,11493.936307433543
13533100,10850.153009516942
13533250,10850.153009516942
13533400,10880.651026082971
13533550,11075.767742981065
13533700,11075.767742981065
13533850,11045.203461576055
13534000,11031.216401321637
13534150,11314.463764139398
13534300,11075.450657220998
13534450,11046.291779899973
13534600,11020.23991926314
13534750,11020.23991926314
13534900,11103.64859688806
13535050,11114.017471655114
13535200,11114.017471655114
13535350,11639.30629304109
13535500,11639.30629304109
13535650,11729.305191220716
13535800,11968.677111495972
13535950,11989.98550577686
13536100,12192.661854294147
13536250,12192.661854294147
13536400,12192.661854294147
13536550,12192.661854294147
13536700,12192.661854294147
13536850,11842.460708698147
13537000,11842.460708698147
13537150,11842.460708698147
13537300,12062.917903537334
13537450,12062.917903537334
13537600,11967.17887986473
13537750,11967.17887986473
13537900,11839.748142911905
13538050,11847.711718482029
13538200,11847.711718482029
13538350,11847.711718482029
13538500,11849.969919251938
13538650,12179.07928582519
13538800,12049.873285832144
13538950,11532.650139147803
13539100,11539.86862456782
13539250,11495.6621772636
13539400,10721.465737672535
13539550,10721.465737672535
13539700,10721.465737672535
13539850,10719.425955796249
13540000,10721.904474136956
13540150,10804.924930680798
13540300,10876.309900661143
13540450,10891.110549526069
13540600,10752.35436704409
13540750,10752.35436704409
13540900,10909.489808590572
13541050,11305.577507520004
13541200,10764.281016626574
13541350,11253.681151030805
13541500,11194.451616243403
13541650,11204.977915135534
13541800,11178.935362781807
13541950,11178.935362781807
13542100,11178.935362781807
13542250,11866.670588749375
13542400,11701.887847549862
13542550,11703.523839390675
13542700,11341.82093004097
13542850,11341.82093004097
13543000,11341.82093004097
13543150,11339.913690530322
13543300,11339.366055345343
13543450,11309.342409070427
13543600,11980.425239222559
13543750,11980.425239222559
13543900,12110.098716098191
13544050,12110.098716098191
13544200,12140.37403264984
13544350,10878.933677857307
13544500,10884.428569223835
13544650,10997.932814105057
13544800,10997.932814105057
13544950,11005.50466843573
13545100,11176.534750447992
13545250,10607.922429636861
13545400,10652.47619278071
13545550,10652.47619278071
13545700,10967.959023040015
13545850,11846.758013739212
13546000,11829.954884417435
13546150,11809.624549981942
13546300,11901.851724075546
13546450,12130.425185891987
13546600,12141.62947651492
13546750,12151.727463552235
13546900,11508.002368509115
13547050,11508.002368509115
13547200,11461.543337826086
13547350,11929.70570167134
13547500,11624.289026848091
13547650,11589.347809325824
13547800,11535.423276151405
13547950,11919.406235026392
13548100,11948.504444320373
13548250,11772.343740658867
13548400,11764.355583981916
13548550,11800.333375606118
13548700,12095.218775751604
13548850,12095.218775751604
13549000,12080.353651932684
13549150,12357.655920547832
13549300,11888.875488596988
13549450,11929.271404945166
13549600,11927.717585781778
13549750,11927.717585781778
13549900,11933.646755318252
13550050,12312.21739622124
13550200,12404.954809386541
13550350,12404.954809386541
13550500,12404.954809386541
13550650,11956.072981075467
13550800,11958.178244233346
13550950,11892.496130268704
13551100,11950.019956003121
13551250,11942.02072354338
13551400,11579.086907696626
13551550,11579.086907696626
13551700,11596.173960189299
13551850,11507.29918717037
13552000,11507.29918717037
13552150,11847.67302080688
13552300,11939.119642306745
13552450,11939.119642306745
13552600,11900.882237419442
13552750,11803.94403408133
13552900,11976.125813254617
13553050,12221.75721290649
13553200,12221.75721290649
13553350,11620.489917989924
13553500,11917.840457297832
13553650,11683.968696740256
13553800,12156.816992370303
13553950,12290.402339670574
13554100,12300.631827308898
13554250,12314.114436413642
13554400,12314.114436413642
13554550,12314.473396818154
13554700,12044.280159574322
13554850,12029.305980728881
13555000,12043.524930014188
13555150,12050.699848459859
13555300,12092.805111617767
13555450,12278.335952283189
13555600,12260.387593564956
13555750,12410.41256705199
13555900,12410.41256705199
13556050,12410.829935473044
13556200,12410.829935473044
13556350,12410.829935473044
13556500,12420.162515839696
13556650,11851.856009891653
13556800,11851.856009891653
13556950,11851.856009891653
13557100,11844.10375062934
13557250,11844.10375062934
13557400,11844.10375062934
13557550,12393.666990194844
13557700,12238.464041277684
13557850,12237.200476922319
13558000,11668.592505426774
13558150,11672.776189637285
13558300,11686.815801492545
13558450,11686.815801492545
13558600,11682.597524725717
13558750,11131.101217569023
13558900,11131.101217569023
13559050,11133.431014006925
13559200,11134.748665981384
13559350,11464.59538596293
13559500,11464.59538596293
13559650,11071.445786156666
13559800,11096.569341739814
13559950,11096.569341739814
13560100,10944.360771814798
13560250,10944.360771814798
13560400,11116.025488458301
13560550,11114.55380170119
13560700,11071.735595797545
13560850,11071.735595797545
13561000,11045.409901641025
13561150,11045.409901641025
13561300,11045.409901641025
13561450,11045.409901641025
13561600,10931.349007999737
13561750,9965.703939302799
13561900,10407.850896422835
13562050,10408.324212059666
13562200,10394.58093191928
13562350,10411.806686577782
13562500,10411.806686577782
13562650,10820.80067292804
13562800,10823.666356996278
13562950,10369.88257990497
13563100,10227.970063224262
13563250,10227.970063224262
13563400,10227.870974773543
13563550,10227.870974773543
13563700,10227.471155994865
13563850,10223.144571320403
13564000,10200.810210588957
13564150,10345.910775592274
13564300,10345.513197884604
13564450,10350.776355779351
13564600,10362.935955699795
13564750,10258.18850868466
13564900,10263.250319937608
13565050,9292.670584173331
13565200,9625.387161656905
13565350,9624.990107021174
13565500,10113.347103556629
13565650,10113.347103556629
13565800,10113.347103556629
13565950,10132.69555495468
13566100,10132.69555495468
13566250,9630.91210636439
13566400,10468.093099920854
13566550,10446.575640637984
13566700,10448.368663237463
13566850,9788.750175127669
13567000,9820.646121101334
13567150,9820.646121101334
13567300,9991.152723216319
13567450,9992.104898404357
13567600,10018.080596501952
13567750,10018.080596501952
13567900,9039.857493872478
13568050,9045.022428083
13568200,8474.63568660204
13568350,8474.63568660204
13568500,9099.742205742852
13568650,9099.742205742852
13568800,9099.742205742852
13568950,9192.345827248919
13569100,9825.811844781452
13569250,9825.811844781452
