blocknumber,reserve ZRX,reserve WETH,volume ZRX for 5% slippage
10354150,0,0,9084.50134359108
10354300,0,0,9155.8343174576
10354450,0,0,9164.838548119413
10354600,0,0,9164.838548119413
10354750,0,0,9137.10170601419
10354900,0,0,9137.10170601419
10355050,0,0,9137.10170601419
10355200,0,0,9137.10170601419
10355350,0,0,9273.913002725254
10355500,0,0,9210.783084501338
10355650,0,0,9196.828399653285
10355800,0,0,9884.232433592784
10355950,0,0,9996.88591162063
10356100,0,0,9979.003134069848
10356250,0,0,9979.003134069848
10356400,0,0,9984.128440175118
10356550,0,0,10053.717439624335
10356700,0,0,10034.452297437208
10356850,0,0,10016.680019990803
10357000,0,0,10026.211897048051
10357150,0,0,10026.211897048051
10357300,0,0,10052.530269668903
10357450,0,0,10071.430376631411
10357600,0,0,10004.056760039995
10357750,0,0,10004.056760039995
10357900,0,0,10004.056760039995
10358050,0,0,10069.195657016186
10358200,0,0,10090.43466420006
10358350,0,0,10056.2798906838
10358500,0,0,9965.949895895377
10358650,0,0,9965.949895895377
10358800,0,0,9965.949895895377
10358950,0,0,9965.949895895377
10359100,0,0,9974.051038919715
10359250,0,0,10053.270758742816
10359400,0,0,10053.270758742816
10359550,0,0,10122.103275693837
10359700,0,0,10122.103275693837
10359850,0,0,10121.18249641644
10360000,0,0,10121.18249641644
10360150,0,0,10121.18249641644
10360300,0,0,10145.310961311625
10360450,0,0,10110.990397614194
10360600,0,0,10110.990397614194
10360750,0,0,10110.990397614194
10360900,0,0,10110.990397614194
10361050,0,0,10093.16603161185
10361200,0,0,10077.780911387003
10361350,0,0,10149.670880652935
10361500,0,0,10637.164276780357
10361650,0,0,10637.164276780357
10361800,0,0,10637.164276780357
10361950,0,0,10642.573918687733
10362100,0,0,10657.956517636223
10362250,0,0,10592.493427605368
10362400,0,0,10595.068632940587
10362550,0,0,10595.068632940587
10362700,0,0,10649.800628356374
10362850,0,0,10649.800628356374
10363000,0,0,10649.800628356374
10363150,0,0,10566.645033435663
10363300,0,0,10561.381875540945
10363450,0,0,10561.381875540945
10363600,0,0,10542.051367673383
10363750,0,0,10496.025035981962
10363900,0,0,10548.891054259817
10364050,0,0,10495.213490659138
10364200,0,0,10495.213490659138
10364350,0,0,10505.755004212144
10364500,0,0,10518.759439738467
10364650,0,0,10518.759439738467
10364800,0,0,10518.759439738467
10364950,0,0,10518.759439738467
10365100,0,0,10518.759439738467
10365250,0,0,10489.313123949018
10365400,0,0,10489.313123949018
10365550,0,0,10489.313123949018
10365700,0,0,10489.313123949018
10365850,0,0,10489.313123949018
10366000,0,0,10489.313123949018
10366150,0,0,10485.942033353786
10366300,0,0,10569.213977013103
10366450,0,0,10617.717385748052
10366600,0,0,10607.504715862218
10366750,0,0,10607.504715862218
10366900,0,0,10607.504715862218
10367050,0,0,10603.12274372959
10367200,0,0,10618.869781783345
10367350,0,0,10618.869781783345
10367500,0,0,10618.869781783345
10367650,0,0,10618.869781783345
10367800,0,0,10618.869781783345
10367950,0,0,10618.758450515888
10368100,0,0,10574.225485383155
10368250,0,0,10574.225485383155
10368400,0,0,10573.014959067339
10368550,0,0,10597.996987769176
10368700,0,0,10593.87178991866
10368850,0,0,10593.87178991866
10369000,0,0,10593.87178991866
10369150,0,0,10559.034484762728
10369300,0,0,10721.38933654019
10369450,0,0,10669.06971688685
10369600,0,0,10669.06971688685
10369750,0,0,10637.054941532522
10369900,0,0,10637.054941532522
10370050,0,0,10688.886201081565
10370200,0,0,10654.31334966878
10370350,0,0,10607.856599364342
10370500,0,0,10666.843483887671
10370650,0,0,10613.857726235961
10370800,0,0,10613.857726235961
10370950,0,0,10536.667682915111
10371100,0,0,10536.667682915111
10371250,0,0,10536.667682915111
10371400,0,0,10603.327525399392
10371550,0,0,10620.670787729701
10371700,0,0,10620.670787729701
10371850,0,0,10646.723419308604
10372000,0,0,10554.372439225466
10372150,0,0,10529.022405942495
10372300,0,0,10631.402981198276
10372450,0,0,10631.402981198276
10372600,0,0,10631.402981198276
10372750,0,0,10631.402981198276
10372900,0,0,10631.402981198276
10373050,0,0,10631.402981198276
10373200,0,0,10631.402981198276
10373350,0,0,10631.402981198276
10373500,0,0,10659.272648672224
10373650,0,0,10665.252052092837
10373800,0,0,10566.44280639774
10373950,0,0,10583.022760492546
10374100,0,0,10583.022760492546
10374250,0,0,10541.487713156821
10374400,0,0,10541.487713156821
10374550,0,0,10618.102062992752
10374700,0,0,10618.102062992752
10374850,0,0,10713.929276984592
10375000,0,0,10650.407046285662
10375150,0,0,10667.975775506202
10375300,0,0,7506.192948600976
10375450,0,0,7502.150375534577
10375600,0,0,7502.150375534577
10375750,0,0,7535.893336692301
10375900,0,0,7535.893336692301
10376050,0,0,7556.935394269996
10376200,0,0,8247.198552164744
10376350,0,0,8194.602508682583
10376500,0,0,8181.2163000393775
10376650,0,0,8112.669587324635
10376800,0,0,8192.17504020431
10376950,0,0,8192.17504020431
10377100,0,0,8190.280303362204
10377250,0,0,8194.01521310318
10377400,0,0,8194.01521310318
10377550,0,0,8118.28863503295
10377700,0,0,8088.800440102728
10377850,0,0,8054.225049417088
10378000,0,0,8078.721794821264
10378150,0,0,8053.889416004415
10378300,0,0,8053.889416004415
10378450,0,0,8065.73152126756
10378600,0,0,8065.73152126756
10378750,0,0,8028.3104686359875
10378900,0,0,7955.335003115266
10379050,0,0,7955.335003115266
10379200,0,0,7969.100376490736
10379350,0,0,7969.100376490736
10379500,0,0,8011.392147618171
10379650,0,0,8001.101826984581
10379800,0,0,8006.580534633453
10379950,0,0,8001.843965446053
10380100,0,0,8001.843965446053
10380250,0,0,8034.3539511928975
10380400,0,0,8034.3539511928975
10380550,0,0,8004.932898561325
10380700,0,0,8018.461481959181
10380850,0,0,8067.615507140465
10381000,0,0,8039.849934071681
10381150,0,0,8039.849934071681
10381300,0,0,8099.818596937985
10381450,0,0,8853.613562924496
10381600,0,0,8836.002093215386
10381750,0,0,8759.675479966128
10381900,0,0,8795.678987248393
10382050,0,0,8795.678987248393
10382200,0,0,8848.404354306665
10382350,0,0,8848.404354306665
10382500,0,0,8848.404354306665
10382650,0,0,8847.002148122265
10382800,0,0,8745.510172471084
10382950,0,0,8729.531450230541
10383100,0,0,8775.936616317544
10383250,0,0,8717.667035396502
10383400,0,0,8761.528594099364
10383550,0,0,8758.130401597678
10383700,0,0,8731.067875040259
10383850,0,0,8717.383664513938
10384000,0,0,8720.015243461297
10384150,0,0,8720.015243461297
10384300,0,0,8711.970577716886
10384450,0,0,8688.078327908559
10384600,0,0,8643.247163023567
10384750,0,0,8610.460256918246
10384900,0,0,8546.789316339564
10385050,0,0,8514.718234488595
10385200,0,0,8514.718234488595
10385350,0,0,8512.887823624449
10385500,0,0,8509.573152524186
10385650,0,0,8568.932952386444
10385800,0,0,8568.932952386444
10385950,0,0,8568.932952386444
10386100,0,0,8539.640484773787
10386250,0,0,8539.640484773787
10386400,0,0,8433.271127094224
10386550,0,0,8411.953302001813
10386700,0,0,8471.107968244905
10386850,0,0,8416.417700307065
10387000,0,0,8413.270617443719
10387150,0,0,8261.664323274745
10387300,0,0,8275.432062132371
10387450,0,0,8264.962026201421
10387600,0,0,8311.509293253243
10387750,0,0,8281.234521604434
10387900,0,0,8222.739976642479
10388050,0,0,8310.593735977629
10388200,0,0,8309.597540347197
10388350,0,0,8327.878856530064
10388500,0,0,8304.702630519954
10388650,0,0,8304.242030993395
10388800,0,0,8243.15510503482
10388950,0,0,8238.759502332832
10389100,0,0,8219.926045217639
10389250,0,0,8243.163348355243
10389400,0,0,8380.312567139103
10389550,0,0,8356.837680475175
10389700,0,0,8344.60474427446
10389850,0,0,8286.872541359859
10390000,0,0,8214.204268518573
10390150,0,0,7987.592290533357
10390300,0,0,8060.341066080437
10390450,0,0,8049.038483273413
10390600,0,0,8061.795451926155
10390750,0,0,8060.360409237066
10390900,0,0,8050.35928626926
10391050,0,0,8085.503600158438
10391200,0,0,8085.503600158438
10391350,0,0,8121.970131669019
10391500,0,0,8121.337437530747
10391650,0,0,8124.197530349658
10391800,0,0,8124.197530349658
10391950,0,0,8078.376478204824
10392100,0,0,8055.0881970246555
10392250,0,0,8116.283162168722
10392400,0,0,8188.801750710409
10392550,0,0,8188.801750710409
10392700,0,0,8142.100507543189
10392850,0,0,8281.787494627468
10393000,0,0,8281.787494627468
10393150,0,0,8297.622409246367
10393300,0,0,8322.180388413777
10393450,0,0,8304.946254989132
10393600,0,0,8353.918873505609
10393750,0,0,8319.544804014993
10393900,0,0,8409.25013500292
10394050,0,0,8945.2977902134
10394200,0,0,8939.130618346797
10394350,0,0,9025.809293153055
10394500,0,0,8982.051973003458
10394650,0,0,8984.283046116267
10394800,0,0,9116.630467086943
10394950,0,0,9130.872100267356
10395100,0,0,9535.640008328977
10395250,0,0,9525.83202359447
10395400,0,0,9649.957112631906
10395550,0,0,9649.957112631906
10395700,0,0,9651.288328137598
10395850,0,0,9682.55506176516
10396000,0,0,9633.716684842919
10396150,0,0,9629.243000632385
10396300,0,0,9755.252269051765
10396450,0,0,9858.182982713683
10396600,0,0,9823.36234085547
10396750,0,0,9960.053097039578
10396900,0,0,9967.547641730576
10397050,0,0,9948.134903688915
10397200,0,0,9946.988720291643
10397350,0,0,9951.718712199072
10397500,0,0,9942.391709160729
10397650,0,0,9942.391709160729
10397800,0,0,9975.544340739667
10397950,0,0,9975.544340739667
10398100,0,0,9975.544340739667
10398250,0,0,9981.109130222612
10398400,0,0,9974.02961340599
10398550,0,0,9922.109927397163
10398700,0,0,9853.857386271091
10398850,0,0,9884.181032609486
10399000,0,0,9794.311673520919
10399150,0,0,9839.112688182184
10399300,0,0,9839.112688182184
10399450,0,0,9875.313213015033
10399600,0,0,9873.734265646606
10399750,0,0,9974.444930913683
10399900,0,0,9953.965836780291
10400050,0,0,10013.022147754615
10400200,0,0,9921.327213713288
10400350,0,0,9969.752174949972
10400500,0,0,9881.35430549091
10400650,0,0,9846.926888380636
10400800,0,0,9846.926888380636
10400950,0,0,9846.926888380636
10401100,0,0,9846.926888380636
10401250,0,0,9732.664243621868
10401400,0,0,9674.643521179329
10401550,0,0,9459.539726314455
10401700,0,0,9602.600606779568
10401850,0,0,9713.286315711506
10402000,0,0,9648.842394011328
10402150,0,0,9649.339559824846
10402300,0,0,9649.339559824846
10402450,0,0,9518.198204528017
10402600,0,0,9424.173112860124
10402750,0,0,9397.640748644219
10402900,0,0,9377.92589095456
10403050,0,0,9503.304185134999
10403200,0,0,9479.094156498439
10403350,0,0,9557.675335290754
10403500,0,0,9557.675335290754
10403650,0,0,9507.087116549053
10403800,0,0,9524.368584241689
10403950,0,0,9522.886098072806
10404100,0,0,9555.931250706082
10404250,0,0,9597.1310022533
10404400,0,0,9597.1310022533
10404550,0,0,9597.1310022533
10404700,0,0,9639.99650854367
10404850,0,0,9638.47791898952
10405000,0,0,9620.583182147384
10405150,0,0,9620.583182147384
10405300,0,0,9620.583182147384
10405450,0,0,9729.697126580111
10405600,0,0,9729.697126580111
10405750,0,0,9779.889349675446
10405900,0,0,9766.32709316013
10406050,0,0,9728.420015070296
10406200,0,0,9825.431951583334
10406350,0,0,9822.765239343047
10406500,0,0,9826.32416210795
10406650,0,0,9736.637626366835
10406800,0,0,9738.618483341561
10406950,0,0,9796.872050742182
10407100,0,0,9744.49852758809
10407250,0,0,9708.420902636135
10407400,0,0,9597.81286097382
10407550,0,0,9741.841587626375
10407700,0,0,9648.77693299335
10407850,0,0,9620.041662783682
10408000,0,0,9643.202632335626
10408150,0,0,9707.381419019657
10408300,0,0,9684.611842397135
10408450,0,0,9751.630904497812
10408600,0,0,9731.75136922914
10408750,0,0,9768.483394100738
10408900,0,0,9796.786992018286
10409050,0,0,9860.608384025778
10409200,0,0,9849.380101562332
10409350,0,0,9240.590066693781
10409500,0,0,9276.900278556772
10409650,0,0,9276.900278556772
10409800,0,0,9266.924793672952
10409950,0,0,9268.408450356888
10410100,0,0,9268.408450356888
10410250,0,0,9217.839644818916
10410400,0,0,9185.746358766162
10410550,0,0,9169.182937177335
10410700,0,0,9277.089042269887
10410850,0,0,9203.062922778889
10411000,0,0,9203.062922778889
10411150,0,0,9199.75310602496
10411300,0,0,9199.128490309085
10411450,0,0,9180.514385374845
10411600,0,0,9180.514385374845
10411750,0,0,9180.514385374845
10411900,0,0,9202.181439310662
10412050,0,0,9176.718327568233
10412200,0,0,9173.612459616998
10412350,0,0,9160.454564880143
10412500,0,0,9161.081470858597
10412650,0,0,9189.651182600908
10412800,0,0,9189.651182600908
10412950,0,0,9122.867362016346
10413100,0,0,9040.33637789957
10413250,0,0,8994.468016853149
10413400,0,0,8994.468016853149
10413550,0,0,9005.93602087212
10413700,0,0,8951.75471911041
10413850,0,0,8944.996669153566
10414000,0,0,8966.899733385158
10414150,0,0,9015.511064575228
10414300,0,0,9151.430196608999
10414450,0,0,9189.200802870968
10414600,0,0,9186.49916039256
10414750,0,0,9235.176230991172
10414900,0,0,9235.176230991172
10415050,0,0,9198.092493204924
10415200,0,0,9147.513890526956
10415350,0,0,9174.220053761703
10415500,0,0,9172.641106393276
10415650,0,0,9070.291743531416
10415800,0,0,8801.634806663875
10415950,0,0,8832.542991361523
10416100,0,0,8922.13248982231
10416250,0,0,8935.619750782178
10416400,0,0,8811.944352353516
10416550,0,0,8861.843532465864
10416700,0,0,8845.825614912377
10416850,0,0,8689.001939464448
10417000,0,0,8758.821189004666
10417150,0,0,8706.514663213544
10417300,0,0,8706.514663213544
10417450,0,0,8693.008323354123
10417600,0,0,8620.175384559669
10417750,0,0,8568.500549953169
10417900,0,0,8594.547353677946
10418050,0,0,8672.016870836058
10418200,0,0,8672.054918003123
10418350,0,0,8684.828725535743
10418500,0,0,8737.669613751263
10418650,0,0,8737.669613751263
10418800,0,0,8771.352710803883
10418950,0,0,8835.583579858678
10419100,0,0,8892.605880541727
10419250,0,0,8793.794637001236
10419400,0,0,8899.337779767404
10419550,0,0,8960.525945473666
10419700,0,0,8960.525945473666
10419850,0,0,8909.463066538912
10420000,0,0,8891.573712621
10420150,0,0,8891.573712621
10420300,0,0,8777.895986648771
10420450,0,0,8795.144284988986
10420600,0,0,8795.144284988986
10420750,0,0,8796.201271124824
10420900,0,0,10734.82672960672
10421050,0,0,10842.52048562566
10421200,0,0,10869.218935172277
10421350,0,0,10874.421449750342
10421500,0,0,10826.441311967646
10421650,0,0,10849.094320012693
10421800,0,0,10950.160456946556
10421950,0,0,10921.074788337719
10422100,0,0,10878.677568838379
10422250,0,0,10958.626628062542
10422400,0,0,11099.64298557886
10422550,0,0,11117.825090453698
10422700,0,0,11094.187416427478
10422850,0,0,11244.663031400647
10423000,0,0,11251.978820874327
10423150,0,0,11251.978820874327
10423300,0,0,11191.115064574638
10423450,0,0,11167.17605528998
10423600,0,0,11137.681263122242
10423750,0,0,11179.702219241619
10423900,0,0,11201.827911720291
10424050,0,0,11154.005527800415
10424200,0,0,11154.005527800415
10424350,0,0,11120.490961890842
10424500,0,0,11120.490961890842
10424650,0,0,11120.490961890842
10424800,0,0,11148.62850938362
10424950,0,0,11240.633108896087
10425100,0,0,11164.936954480538
10425250,0,0,11067.695820381225
10425400,0,0,11067.695820381225
10425550,0,0,11073.094308059808
10425700,0,0,11086.078969941329
10425850,0,0,11086.078969941329
10426000,0,0,11151.911471224652
10426150,0,0,11349.575137295702
10426300,0,0,11330.434095733275
10426450,0,0,11273.404494014481
10426600,0,0,11237.055737437244
10426750,0,0,11204.352146717632
10426900,0,0,11237.634929430118
10427050,0,0,11232.371771535429
10427200,0,0,11234.477034693293
10427350,0,0,11194.004698489036
10427500,0,0,11209.758456166339
10427650,0,0,11207.778455856373
10427800,0,0,11167.612667319132
10427950,0,0,11130.130717088236
10428100,0,0,11129.866424237058
10428250,0,0,11129.866424237058
10428400,0,0,11182.38616754397
10428550,0,0,11182.38616754397
10428700,0,0,11251.331319712976
10428850,0,0,11272.383951291937
10429000,0,0,11273.87635367972
10429150,0,0,11239.971195292543
10429300,0,0,11310.604421647062
10429450,0,0,11335.683326621249
10429600,0,0,11306.277244121797
10429750,0,0,11339.894648625079
10429900,0,0,11365.174107567931
10430050,0,0,11430.356779526162
10430200,0,0,11430.356779526162
10430350,0,0,12641.136346059997
10430500,0,0,12639.841479994211
10430650,0,0,11429.185936912952
10430800,0,0,11556.422234032914
10430950,0,0,11481.919644296926
10431100,0,0,11511.630504911533
10431250,0,0,11511.630504911533
10431400,0,0,11501.104189122067
10431550,0,0,11537.615016445343
10431700,0,0,11537.615016445343
10431850,0,0,11579.09919690201
10432000,0,0,11579.09919690201
10432150,0,0,11558.442398533894
10432300,0,0,11495.263882829255
10432450,0,0,11485.602163501753
10432600,0,0,11461.917952975433
10432750,0,0,11461.917952975433
10432900,0,0,11567.063163501763
10433050,0,0,11567.063163501763
10433200,0,0,11567.063163501763
10433350,0,0,11567.535800368496
10433500,0,0,11544.219572055328
10433650,0,0,11544.219572055328
10433800,0,0,11493.76276177849
10433950,0,0,11493.76276177849
10434100,0,0,11524.414521758561
10434250,0,0,11544.602216732455
10434400,0,0,11594.126246133208
10434550,0,0,11633.336068982637
10434700,0,0,11633.336068982637
10434850,0,0,11639.399499399908
10435000,0,0,11632.363170721655
10435150,0,0,11632.822012826946
10435300,0,0,11639.809414826916
10435450,0,0,11574.815799364267
10435600,0,0,11550.443586184032
10435750,0,0,11532.247904676857
10435900,0,0,11532.247904676857
10436050,0,0,11534.2247467821
10436200,0,0,11537.939515935112
10436350,0,0,11480.04305019573
10436500,0,0,11418.260315682914
10436650,0,0,11434.68218565415
10436800,0,0,11464.022754045465
10436950,0,0,11380.776679400005
10437100,0,0,11380.776679400005
10437250,0,0,11332.1982974899
10437400,0,0,11389.303560647793
10437550,0,0,11377.850778227381
10437700,0,0,11377.850778227381
10437850,0,0,11439.31378158956
10438000,0,0,11439.31378158956
10438150,0,0,11826.829520816595
10438300,0,0,11730.192811385088
10438450,0,0,11730.192811385088
10438600,0,0,11746.966809105215
10438750,0,0,11746.903588855173
10438900,0,0,11673.437086281047
10439050,0,0,11711.805507333687
10439200,0,0,11679.270909317012
10439350,0,0,11679.270909317012
10439500,0,0,11644.542550221435
10439650,0,0,11637.031394378457
10439800,0,0,11620.785960130597
10439950,0,0,11620.785960130597
10440100,0,0,11640.815894062922
10440250,0,0,11640.815894062922
10440400,0,0,11591.90912563508
10440550,0,0,11601.572998251271
10440700,0,0,11582.679571857705
10440850,0,0,11563.034079317003
10441000,0,0,11500.48188203352
10441150,0,0,11512.561780575023
10441300,0,0,11562.207622304326
10441450,0,0,11627.857442739245
10441600,0,0,11580.525730145833
10441750,0,0,11588.420466987911
10441900,0,0,11588.420466987911
10442050,0,0,11712.136265013047
10442200,0,0,11795.562766568153
10442350,0,0,11826.983735190268
10442500,0,0,11823.870821034623
10442650,0,0,11775.633074176963
10442800,0,0,11763.374411626282
10442950,0,0,11822.258695483004
10443100,0,0,11822.258695483004
10443250,0,0,11822.258695483004
10443400,0,0,11873.561818455433
10443550,0,0,11858.759994846361
10443700,0,0,11862.131168914493
10443850,0,0,11877.815009203478
10444000,0,0,11880.981999463664
10444150,0,0,11884.03248683209
10444300,0,0,11884.03248683209
10444450,0,0,11823.703534749046
10444600,0,0,11823.703534749046
10444750,0,0,11850.019684145402
10444900,0,0,11806.615197818348
10445050,0,0,11860.392452675354
10445200,0,0,11860.392452675354
10445350,0,0,11860.392452675354
10445500,0,0,11879.078237965005
10445650,0,0,11908.223041458928
10445800,0,0,11875.143520392303
10445950,0,0,11839.809606756287
10446100,0,0,11839.425152626849
10446250,0,0,11879.518742626795
10446400,0,0,12432.97889651332
10446550,0,0,12432.97889651332
10446700,0,0,12536.911542797374
10446850,0,0,12544.66024050102
10447000,0,0,12545.099719552614
10447150,0,0,12545.099719552614
10447300,0,0,12567.141075504478
10447450,0,0,12510.569144561072
10447600,0,0,10408.783689638425
10447750,0,0,10396.36225452312
10447900,0,0,10396.36225452312
10448050,0,0,10427.112676489865
10448200,0,0,10549.946125758695
10448350,0,0,10549.946125758695
10448500,0,0,10549.946125758695
10448650,0,0,10584.861419787398
10448800,0,0,10586.267735576897
10448950,0,0,10573.942028846359
10449100,0,0,10571.264219599863
10449250,0,0,10552.375756934664
10449400,0,0,10553.87473977948
10449550,0,0,10554.92737135844
10449700,0,0,10553.488292214373
10449850,0,0,10668.490270299051
10450000,0,0,10635.1744808254
10450150,0,0,10635.1744808254
10450300,0,0,10635.1744808254
10450450,0,0,10580.861838436918
10450600,0,0,10580.861838436918
10450750,0,0,10587.63790153942
10450900,0,0,10550.89892163378
10451050,0,0,10584.91548850786
10451200,0,0,10645.007364967256
10451350,0,0,10602.887228206877
10451500,0,0,10590.57828075302
10451650,0,0,10690.380515468394
10451800,0,0,10728.517568099487
10451950,0,0,10615.634332144575
10452100,0,0,10652.868070249853
10452250,0,0,10637.07859656564
10452400,0,0,10643.251267831802
10452550,0,0,10646.545658913907
10452700,0,0,10632.028898668563
10452850,0,0,10595.859408088698
10453000,0,0,10595.859408088698
10453150,0,0,10677.120472819603
10453300,0,0,10700.757916334987
10453450,0,0,10704.968442650745
10453600,0,0,10634.630314731185
10453750,0,0,10634.630314731185
10453900,0,0,10634.740674755798
10454050,0,0,10581.392049522052
10454200,0,0,10598.907470841135
10454350,0,0,10593.859838971868
10454500,0,0,10600.202425636671
10454650,0,0,10603.62221802547
10454800,0,0,10636.07840020681
10454950,0,0,10638.885102627886
10455100,0,0,10662.81504357126
10455250,0,0,10665.739218991657
10455400,0,0,10609.219291099376
10455550,0,0,10771.911082916573
10455700,0,0,10771.911082916573
10455850,0,0,10785.253426210256
10456000,0,0,10803.770240090904
10456150,0,0,10803.770240090904
10456300,0,0,10803.744437576068
10456450,0,0,10803.744437576068
10456600,0,0,10673.39949462298
10456750,0,0,10688.462738917908
10456900,0,0,10698.453063444525
10457050,0,0,10698.453063444525
10457200,0,0,10685.085028374655
10457350,0,0,10685.085028374655
10457500,0,0,10685.085028374655
10457650,0,0,10656.436569346668
10457800,0,0,10799.730420117703
10457950,0,0,10828.616298903886
10458100,0,0,10884.316585345747
10458250,0,0,10884.316585345747
10458400,0,0,10884.316585345747
10458550,0,0,10918.527111661533
10458700,0,0,10900.815640234418
10458850,0,0,10876.982223183266
10459000,0,0,10919.178132490866
10459150,0,0,10919.178132490866
10459300,0,0,10886.904645196599
10459450,0,0,10835.295781224442
10459600,0,0,10795.364010285964
10459750,0,0,10795.364010285964
10459900,0,0,10884.221063708246
10460050,0,0,10782.132542820269
10460200,0,0,10844.39563480881
10460350,0,0,10841.205188833294
10460500,0,0,10870.889404106769
10460650,0,0,10879.007902705402
10460800,0,0,10878.954927105544
10460950,0,0,10870.813068412768
10461100,0,0,10677.239873799175
10461250,0,0,10752.06313315034
10461400,0,0,10740.240330341796
10461550,0,0,10740.240330341796
10461700,0,0,10724.846495423
10461850,0,0,10765.552886488847
10462000,0,0,10683.361354665627
10462150,0,0,10696.519249402452
10462300,0,0,10717.571880981413
10462450,0,0,10717.571880981413
10462600,0,0,10748.133285412972
10462750,0,0,10682.200080766896
10462900,0,0,10829.568501819507
10463050,0,0,10797.229793079401
10463200,0,0,10702.878359153721
10463350,0,0,10702.746394634829
10463500,0,0,10702.99844228715
10463650,0,0,10702.99844228715
10463800,0,0,10856.265674782655
10463950,0,0,10845.793884858722
10464100,0,0,10843.973070463777
10464250,0,0,10677.873026853282
10464400,0,0,10677.873026853282
10464550,0,0,10611.199431341141
10464700,0,0,10611.199431341141
10464850,0,0,10604.748210366291
10465000,0,0,10604.748210366291
10465150,0,0,10604.748210366291
10465300,0,0,10612.913126406318
10465450,0,0,10639.353081139358
10465600,0,0,10622.341020942375
10465750,0,0,10556.139345006755
10465900,0,0,10556.139841217257
10466050,0,0,10655.825178078114
10466200,0,0,10722.934721309051
10466350,0,0,10584.109474749508
10466500,0,0,10654.881478926749
10466650,0,0,10654.881478926749
10466800,0,0,10667.190426380577
10466950,0,0,10684.716742170043
10467100,0,0,10757.618497309479
10467250,0,0,10730.47958602535
10467400,0,0,10730.47958602535
10467550,0,0,10730.47958602535
10467700,0,0,10730.47958602535
10467850,0,0,10716.532217604312
10468000,0,0,10747.657540678832
10468150,0,0,10753.447014363046
10468300,0,0,10750.720612624398
10468450,0,0,10692.73437268677
10468600,0,0,10644.313367850234
10468750,0,0,10629.497939223365
10468900,0,0,10629.497939223365
10469050,0,0,10688.298674399033
10469200,0,0,10688.298674399033
10469350,0,0,10688.298674399033
10469500,0,0,10688.298674399033
10469650,0,0,10701.621001860214
10469800,0,0,10754.01619943889
10469950,0,0,10754.01619943889
10470100,0,0,10877.03395313234
10470250,0,0,10824.108552277175
10470400,0,0,10824.108552277175
10470550,0,0,10793.03639984972
10470700,0,0,10714.717946462682
10470850,0,0,10683.211059039546
10471000,0,0,10741.809377022379
10471150,0,0,10741.809377022379
10471300,0,0,10741.809377022379
10471450,0,0,10741.809377022379
10471600,0,0,10725.801233575447
10471750,0,0,10725.801233575447
10471900,0,0,10725.801233575476
10472050,0,0,10673.575045032165
10472200,0,0,10673.575045032165
10472350,0,0,10692.106821133464
10472500,0,0,10692.106821133464
10472650,0,0,10682.61410170712
10472800,0,0,10682.61410170712
10472950,0,0,10679.426441019663
10473100,0,0,10697.373142919649
10473250,0,0,10639.289342023752
10473400,0,0,10639.289342023752
10473550,0,0,10563.684224368772
10473700,0,0,10475.79916414892
10473850,0,0,10475.799164148892
10474000,0,0,10528.43074309628
10474150,0,0,10589.362524338416
10474300,0,0,10589.362524338416
10474450,0,0,10613.55163727235
10474600,0,0,10478.261242500332
10474750,0,0,10534.62584455128
10474900,0,0,10553.362686656561
10475050,0,0,10586.558543118823
10475200,0,0,10591.82170101357
10475350,0,0,10565.051778232737
10475500,0,0,10565.051778232737
10475650,0,0,10639.899555777462
10475800,0,0,10644.283912160754
10475950,0,0,10644.283912160754
10476100,0,0,10646.666272703878
10476250,0,0,10612.476135143166
10476400,0,0,10604.962812675047
10476550,0,0,10589.288595092716
10476700,0,0,10588.975584718108
10476850,0,0,10588.975584718108
10477000,0,0,10588.975584718108
10477150,0,0,10490.418779979693
10477300,0,0,10471.76377715636
10477450,0,0,10430.165518469905
10477600,0,0,10434.41673690136
10477750,0,0,10433.225924860191
10477900,0,0,10396.81639973502
10478050,0,0,10511.151261040039
10478200,0,0,10511.151261040039
10478350,0,0,10507.699330259376
10478500,0,0,10507.699330259376
10478650,0,0,10503.05687645683
10478800,0,0,10503.05687645683
10478950,0,0,10516.453917477338
10479100,0,0,10536.161088396213
10479250,0,0,10593.876423705195
10479400,0,0,10609.659331136296
10479550,0,0,10609.659331136296
10479700,0,0,10609.659331136296
10479850,0,0,10605.80141752222
10480000,0,0,10686.664624943252
10480150,0,0,10683.894663608837
10480300,0,0,10643.942596597015
10480450,0,0,10643.950044453726
10480600,0,0,10694.290102402738
10480750,0,0,10694.290102402738
10480900,0,0,10724.186786613282
10481050,0,0,10732.687885837775
10481200,0,0,10691.26688935177
10481350,0,0,10573.29594357917
10481500,0,0,10473.680868166499
10481650,0,0,10539.782836287603
10481800,0,0,10562.97139824432
10481950,0,0,10511.3321252116
10482100,0,0,10544.877480317547
10482250,0,0,10533.942688535113
10482400,0,0,10533.942688535113
10482550,0,0,10634.513413822802
10482700,0,0,10634.513413822802
10482850,0,0,10634.513413822802
10483000,0,0,10732.88837526043
10483150,0,0,10673.660580099531
10483300,0,0,10583.63301738011
10483450,0,0,10545.304435613274
10483600,0,0,10484.947044850385
10483750,0,0,10484.947044850385
10483900,0,0,10484.947044850385
10484050,0,0,10528.142051774572
10484200,0,0,10436.768310977699
10484350,0,0,10340.915873688471
10484500,0,0,10415.90061428069
10484650,0,0,10497.913667073037
10484800,0,0,10439.708063944272
