blocknumber,reserve SUSHI,reserve WETH,volume SUSHI for 5% slippage
13279750,0,0,21090.694620140865
13279900,0,0,22104.111885784056
13280050,0,0,21646.821566679548
13280200,0,0,21660.453637379036
13280350,0,0,22127.53538472995
13280500,0,0,22060.59778909089
13280650,0,0,22063.585702800345
13280800,0,0,22879.060378176844
13280950,0,0,22879.060378176844
13281100,0,0,21172.340174400382
13281250,0,0,21214.792563707644
13281400,0,0,21214.792563707644
13281550,0,0,21294.815755499854
13281700,0,0,21294.815755499854
13281850,0,0,20902.491684933713
13282000,0,0,20903.660105986342
13282150,0,0,20931.079004252882
13282300,0,0,21089.83474850907
13282450,0,0,20817.880744633956
13282600,0,0,21097.539244618907
13282750,0,0,21095.01924935136
13282900,0,0,20477.091002945053
13283050,0,0,20533.01626610294
13283200,0,0,21585.964857493345
13283350,0,0,19994.3554381347
13283500,0,0,20107.14374795201
13283650,0,0,20105.563163696468
13283800,0,0,21114.9008289537
13283950,0,0,21120.340838532444
13284100,0,0,22135.075912692293
13284250,0,0,22065.075912696062
13284400,0,0,22065.075912696062
13284550,0,0,21967.2664643381
13284700,0,0,20146.78773975865
13284850,0,0,20146.78773975865
13285000,0,0,20144.14300901627
13285150,0,0,21815.28629068088
13285300,0,0,20677.804928136644
13285450,0,0,20678.296214191756
13285600,0,0,21678.80049075052
13285750,0,0,21698.402421800998
13285900,0,0,20395.530295506294
13286050,0,0,20395.530295506294
13286200,0,0,20411.409617668643
13286350,0,0,20409.387479275494
13286500,0,0,19659.720470149816
13286650,0,0,19664.98362804455
13286800,0,0,20654.72770146511
13286950,0,0,20654.72770146511
13287100,0,0,20855.189244497153
13287250,0,0,20853.841902143038
13287400,0,0,22215.926067723616
13287550,0,0,22218.61397817252
13287700,0,0,21028.40942702908
13287850,0,0,21395.6666288286
13288000,0,0,21377.854776816
13288150,0,0,22246.33423511913
13288300,0,0,22246.33423511913
13288450,0,0,20870.441892272167
13288600,0,0,21365.459115624522
13288750,0,0,21108.15857964036
13288900,0,0,21137.85705237604
13289050,0,0,20739.687834849457
13289200,0,0,20738.882448986747
13289350,0,0,20736.762206904656
13289500,0,0,21144.522387465582
13289650,0,0,21144.522387465582
13289800,0,0,21161.50144194205
13289950,0,0,20810.802157201397
13290100,0,0,20810.802157201397
13290250,0,0,20806.060573946306
13290400,0,0,20806.060573946306
13290550,0,0,21629.626682909508
13290700,0,0,21629.626682909508
13290850,0,0,22270.892618468897
13291000,0,0,22201.336368441353
13291150,0,0,22170.598488343967
13291300,0,0,22179.24823424325
13291450,0,0,22176.555607012997
13291600,0,0,22164.46478623229
13291750,0,0,20448.18710089734
13291900,0,0,20444.381732695387
13292050,0,0,21777.28946373097
13292200,0,0,21761.607394345632
13292350,0,0,19975.431053285763
13292500,0,0,19975.431053285763
13292650,0,0,19988.715817293974
13292800,0,0,20019.39945026245
13292950,0,0,21625.492183664785
13293100,0,0,20430.131650322703
13293250,0,0,20448.769938646543
13293400,0,0,20458.761740033067
13293550,0,0,20458.761740033067
13293700,0,0,20558.34903213157
13293850,0,0,20574.133733536048
13294000,0,0,20588.619231651235
13294150,0,0,20916.734713708367
13294300,0,0,21259.327097121826
13294450,0,0,21259.327097121826
13294600,0,0,21243.477602661394
13294750,0,0,20213.061754125105
13294900,0,0,20311.63925607615
13295050,0,0,20665.627270519686
13295200,0,0,20864.693932200298
13295350,0,0,20696.58365926151
13295500,0,0,20696.58365926151
13295650,0,0,20687.661847796393
13295800,0,0,20607.24727765621
13295950,0,0,20607.24727765621
13296100,0,0,19696.252860912933
13296250,0,0,19696.242262129916
13296400,0,0,19696.242262129916
13296550,0,0,20162.609658930603
13296700,0,0,21041.173918343335
13296850,0,0,21085.036832718175
13297000,0,0,21362.403271398754
13297150,0,0,21360.164255204625
13297300,0,0,21360.164255204625
13297450,0,0,21494.848866946
13297600,0,0,21265.76925186192
13297750,0,0,21265.76925186192
13297900,0,0,21258.77471582627
13298050,0,0,21076.604653708117
13298200,0,0,21070.418359064166
13298350,0,0,20351.45232783315
13298500,0,0,20381.33039665681
13298650,0,0,20381.33039665681
13298800,0,0,19940.723973799184
13298950,0,0,19783.1914732595
13299100,0,0,19781.578460556757
13299250,0,0,20038.55626944226
13299400,0,0,20035.27377920591
13299550,0,0,20910.27174889179
13299700,0,0,20908.291719106237
13299850,0,0,20851.951066344038
13300000,0,0,20852.447316870348
13300150,0,0,20852.447316870348
13300300,0,0,20474.50360730717
13300450,0,0,16638.121105452916
13300600,0,0,20627.02609027393
13300750,0,0,22544.098595276788
13300900,0,0,22572.075573122165
13301050,0,0,21574.042385770976
13301200,0,0,21572.277708113987
13301350,0,0,22456.693951456
13301500,0,0,23625.20562558204
13301650,0,0,23611.164499003127
13301800,0,0,23621.118828237908
13301950,0,0,22459.260791134737
13302100,0,0,22060.62363146571
13302250,0,0,23336.36143514443
13302400,0,0,23296.987585023806
13302550,0,0,23126.92146645688
13302700,0,0,22966.900799814324
13302850,0,0,22968.848168235363
13303000,0,0,23303.044835491288
13303150,0,0,23943.25249158561
13303300,0,0,23964.328095615845
13303450,0,0,22209.044054792834
13303600,0,0,22429.83648659035
13303750,0,0,23761.10000144445
13303900,0,0,23752.64686305778
13304050,0,0,23423.04154728992
13304200,0,0,23424.023872697988
13304350,0,0,23333.51918362133
13304500,0,0,22941.397276189906
13304650,0,0,23112.86208122425
13304800,0,0,23476.026870524285
13304950,0,0,23479.13598766739
13305100,0,0,23591.12392982469
13305250,0,0,24046.862752964185
13305400,0,0,22743.2405758088
13305550,0,0,22776.955488692634
13305700,0,0,23732.47399662767
13305850,0,0,23168.795645796952
13306000,0,0,23155.731046199402
13306150,0,0,22668.130997418317
13306300,0,0,22000.738556958095
13306450,0,0,23088.84276280327
13306600,0,0,23088.84276280327
13306750,0,0,24267.61938345369
13306900,0,0,24262.305634878612
13307050,0,0,23203.52170282922
13307200,0,0,23126.00229418627
13307350,0,0,23732.310790913834
13307500,0,0,23733.452702868075
13307650,0,0,21989.036874588113
13307800,0,0,21989.036874588113
13307950,0,0,21989.036874588113
13308100,0,0,23282.38316088628
13308250,0,0,23280.179704998354
13308400,0,0,22842.94367777726
13308550,0,0,22477.78229144467
13308700,0,0,22477.787554602557
13308850,0,0,22481.65888424539
13309000,0,0,21579.40465902542
13309150,0,0,21579.40465902542
13309300,0,0,21579.40465902542
13309450,0,0,21583.465993933412
13309600,0,0,21773.174059084704
13309750,0,0,21773.700500632098
13309900,0,0,22284.956377285176
13310050,0,0,22285.71229198049
13310200,0,0,21008.942072698075
13310350,0,0,21343.961515923897
13310500,0,0,21344.64883172485
13310650,0,0,21858.906642435482
13310800,0,0,21858.906642435482
13310950,0,0,20749.267136051494
13311100,0,0,20181.58565994701
13311250,0,0,20181.58565994701
13311400,0,0,21348.80695506733
13311550,0,0,21334.32200138621
13311700,0,0,21848.965136881518
13311850,0,0,21848.965136881518
13312000,0,0,21848.965136881518
13312150,0,0,21848.965136881518
13312300,0,0,21849.75461056573
13312450,0,0,22125.18158052273
13312600,0,0,22111.117688308157
13312750,0,0,22111.117688308157
13312900,0,0,21687.254407461245
13313050,0,0,20804.05213429803
13313200,0,0,20804.05213429803
13313350,0,0,21791.825835297514
13313500,0,0,22992.281885650693
13313650,0,0,21718.107427481642
13313800,0,0,21718.107427481642
13313950,0,0,21825.06505178967
13314100,0,0,21790.023733558246
13314250,0,0,21998.384352783534
13314400,0,0,22000.04233804915
13314550,0,0,22034.559156633717
13314700,0,0,21972.165845771884
13314850,0,0,22429.874630931707
13315000,0,0,22653.86206388572
13315150,0,0,22657.494418199694
13315300,0,0,22692.302341681116
13315450,0,0,21455.140394371003
13315600,0,0,21455.140394371003
13315750,0,0,21947.907413719626
13315900,0,0,21951.944378903045
13316050,0,0,21848.181956521945
13316200,0,0,21848.181956521945
13316350,0,0,21853.82658632159
13316500,0,0,21188.716434466663
13316650,0,0,21188.716434466663
13316800,0,0,20594.49033600366
13316950,0,0,20594.49033600366
13317100,0,0,20592.217350502153
13317250,0,0,21996.5679342677
13317400,0,0,21996.5679342677
13317550,0,0,20312.960440381583
13317700,0,0,19897.511960539367
13317850,0,0,19904.30143422358
13318000,0,0,20821.762635998257
13318150,0,0,21339.628854924926
13318300,0,0,21343.493720552517
13318450,0,0,21506.261231642784
13318600,0,0,21475.46692572297
13318750,0,0,21475.46692572297
13318900,0,0,20938.6812871996
13319050,0,0,20718.314076776453
13319200,0,0,20451.708590287337
13319350,0,0,20210.95248657567
13319500,0,0,21667.96481927465
13319650,0,0,21666.42716947189
13319800,0,0,20033.555414520997
13319950,0,0,20714.050966922878
13320100,0,0,20738.709594319706
13320250,0,0,21069.068542625777
13320400,0,0,21069.068542625777
13320550,0,0,21069.068542625777
13320700,0,0,21068.29480444408
13320850,0,0,21068.29480444408
13321000,0,0,21122.103176222307
13321150,0,0,21153.62651486534
13321300,0,0,21149.644232220315
13321450,0,0,20961.684923313238
13321600,0,0,20959.31650226061
13321750,0,0,20432.128387735876
13321900,0,0,19799.215397808133
13322050,0,0,19537.348455781303
13322200,0,0,19537.348455781303
13322350,0,0,19538.94510823319
13322500,0,0,19553.553002970057
13322650,0,0,19553.473965609326
13322800,0,0,19552.68348489646
13322950,0,0,20350.28348485353
13323100,0,0,20538.144709220163
13323250,0,0,20851.9574585384
13323400,0,0,19754.043584683008
13323550,0,0,19754.043584683008
13323700,0,0,19754.043584683008
13323850,0,0,19355.65358897583
13324000,0,0,19340.749436696355
13324150,0,0,20111.846076348666
13324300,0,0,20111.846076348666
13324450,0,0,20111.846076348666
13324600,0,0,20651.203256513694
13324750,0,0,20651.045329044722
13324900,0,0,20651.045329044722
13325050,0,0,20626.68487986783
13325200,0,0,20626.68487986783
13325350,0,0,19416.63647917407
13325500,0,0,19418.05647917407
13325650,0,0,19418.05647917407
13325800,0,0,19142.63626728601
13325950,0,0,19147.425389530556
13326100,0,0,19147.425389530556
13326250,0,0,19147.425389530556
13326400,0,0,18889.074698950088
13326550,0,0,18902.229549173408
13326700,0,0,18898.124569876916
13326850,0,0,18898.12455929798
13327000,0,0,18922.291424225936
13327150,0,0,18948.093892574227
13327300,0,0,18948.093892574227
13327450,0,0,19164.055202627565
13327600,0,0,18834.27561162709
13327750,0,0,18834.27561162709
13327900,0,0,19008.7506116177
13328050,0,0,19008.7506116177
13328200,0,0,19008.7506116177
13328350,0,0,19088.45061161341
13328500,0,0,19090.562314685867
13328650,0,0,19091.013477964294
13328800,0,0,19091.013477964294
13328950,0,0,19320.864518946753
13329100,0,0,19573.59265480229
13329250,0,0,19573.59265480229
13329400,0,0,18602.029920863464
13329550,0,0,18602.029920863464
13329700,0,0,20345.573822803184
13329850,0,0,20345.573822803184
13330000,0,0,19101.886020469712
13330150,0,0,19077.044187410553
13330300,0,0,19077.044187410553
13330450,0,0,20193.809462871486
13330600,0,0,21140.250330733168
13330750,0,0,20986.976138599555
13330900,0,0,20986.976138599555
13331050,0,0,20992.97219897532
13331200,0,0,20992.97219897532
13331350,0,0,19416.242363591868
13331500,0,0,19421.5930673518
13331650,0,0,19421.5930673518
13331800,0,0,19422.123018548955
13331950,0,0,19423.067544864738
13332100,0,0,19401.094068306928
13332250,0,0,19401.094068306928
13332400,0,0,19379.833973926285
13332550,0,0,19377.735628975362
13332700,0,0,19377.735628975362
13332850,0,0,19795.083185147058
13333000,0,0,19795.083185147058
13333150,0,0,19737.691172363593
13333300,0,0,19224.449737662853
13333450,0,0,19224.449737662853
13333600,0,0,19217.348575269054
13333750,0,0,19253.25657276407
13333900,0,0,19758.9342701721
13334050,0,0,19718.399808761435
13334200,0,0,19718.404252224664
13334350,0,0,19718.404252224664
13334500,0,0,18833.701336524733
13334650,0,0,19887.527569965765
13334800,0,0,19887.527569965765
13334950,0,0,19887.527569965765
13335100,0,0,19497.103864235676
13335250,0,0,19310.39592713084
13335400,0,0,19310.39592713084
13335550,0,0,19294.061097734335
13335700,0,0,19317.716716596937
13335850,0,0,20315.427956331438
13336000,0,0,19445.604589169154
13336150,0,0,19429.598936429007
13336300,0,0,19104.670514682155
13336450,0,0,19108.51051234788
13336600,0,0,19103.683507823902
13336750,0,0,19103.683507823902
13336900,0,0,19105.752501907882
13337050,0,0,19560.36251328408
13337200,0,0,19189.392698749834
13337350,0,0,19189.392698749834
13337500,0,0,19194.2953417709
13337650,0,0,19225.462918709985
13337800,0,0,19245.39954392338
13337950,0,0,21022.757750090743
13338100,0,0,21022.757750090743
13338250,0,0,21256.409493311592
13338400,0,0,21256.40948802213
13338550,0,0,21328.42990593051
13338700,0,0,21328.42990593051
13338850,0,0,21234.488836317843
13339000,0,0,21495.095230089126
13339150,0,0,21495.063160600537
13339300,0,0,21495.063160600537
13339450,0,0,20962.813648724503
13339600,0,0,20962.813648724503
13339750,0,0,20960.395390000103
13339900,0,0,20856.428130248754
13340050,0,0,20765.589856861963
13340200,0,0,20765.589856861963
13340350,0,0,21322.557600076074
13340500,0,0,21321.5081831932
13340650,0,0,20701.516327394213
13340800,0,0,20701.516327394213
13340950,0,0,21025.16127630337
13341100,0,0,21025.16127630337
13341250,0,0,21025.16127630337
13341400,0,0,21051.437959397717
13341550,0,0,21784.452411376325
13341700,0,0,21778.243439903476
13341850,0,0,21789.531061441863
13342000,0,0,21800.32900860637
13342150,0,0,21824.013219132692
13342300,0,0,21149.213118288724
13342450,0,0,21108.070225209176
13342600,0,0,21108.070225209176
13342750,0,0,20954.44063802825
13342900,0,0,22084.16844291954
13343050,0,0,22093.508360871576
13343200,0,0,20843.06628181325
13343350,0,0,20985.332510443703
13343500,0,0,20986.72637523259
13343650,0,0,20983.881822594318
13343800,0,0,18737.99879339358
13343950,0,0,19801.644235639666
13344100,0,0,19800.578987047506
13344250,0,0,19800.578987047506
13344400,0,0,20804.540417055916
13344550,0,0,20804.540417055916
13344700,0,0,21105.385182567225
13344850,0,0,21115.115117182904
13345000,0,0,21115.115117182904
13345150,0,0,21208.14843027441
13345300,0,0,21627.429538706027
13345450,0,0,21627.07165458289
13345600,0,0,21618.65489421958
13345750,0,0,21619.13752579855
13345900,0,0,21637.61849278721
13346050,0,0,22135.700744936694
13346200,0,0,22135.700744936694
13346350,0,0,22125.91694544301
13346500,0,0,22139.533530956498
13346650,0,0,22294.781005222638
13346800,0,0,22258.52361316051
13346950,0,0,22260.628876318402
13347100,0,0,22260.628876318402
13347250,0,0,20069.289167729097
13347400,0,0,20684.8135454445
13347550,0,0,20684.8135454445
13347700,0,0,20497.868052227124
13347850,0,0,20497.868052227124
13348000,0,0,20518.374985721828
13348150,0,0,21089.151287485834
13348300,0,0,21089.151287485834
13348450,0,0,22159.82302046213
13348600,0,0,20939.19653335164
13348750,0,0,20947.159230450703
13348900,0,0,18708.430329838255
13349050,0,0,18685.480331342278
13349200,0,0,19381.343452305468
13349350,0,0,18835.315077194904
13349500,0,0,17792.07597955208
13349650,0,0,17918.894379545254
13349800,0,0,17960.782776667915
13349950,0,0,18119.948669136633
13350100,0,0,18117.575743024805
13350250,0,0,18092.547043215265
13350400,0,0,17716.64032100201
13350550,0,0,15139.921984555382
13350700,0,0,16662.64770886824
13350850,0,0,16662.64770886824
13351000,0,0,16662.64770886824
13351150,0,0,16829.756012288213
13351300,0,0,16829.756012288213
13351450,0,0,16829.13750360925
13351600,0,0,16829.13750360925
13351750,0,0,16829.13750360925
13351900,0,0,17218.868803757978
13352050,0,0,17477.1134788977
13352200,0,0,15652.56869235987
13352350,0,0,15653.474306520133
13352500,0,0,15653.474306520133
13352650,0,0,15106.35712134344
13352800,0,0,14415.506877863354
13352950,0,0,14424.085825231767
13353100,0,0,14424.085825231767
13353250,0,0,14618.015289776926
13353400,0,0,14631.249061762104
13353550,0,0,14705.11209148189
13353700,0,0,14705.11209148189
13353850,0,0,14775.722440027712
13354000,0,0,14775.722440027712
13354150,0,0,14775.722440027712
13354300,0,0,14797.511913711925
13354450,0,0,15572.413122493843
13354600,0,0,15287.830031739286
13354750,0,0,15261.580309975412
13354900,0,0,15387.32190929586
13355050,0,0,14645.11199801839
13355200,0,0,14645.11199801839
13355350,0,0,14704.623562066557
13355500,0,0,14687.692363743543
13355650,0,0,14687.692363743543
13355800,0,0,14687.692363743543
13355950,0,0,14362.968581450627
13356100,0,0,14249.218400288413
13356250,0,0,14286.163458461651
13356400,0,0,14286.163458461651
13356550,0,0,14287.229501121921
13356700,0,0,14315.553745043562
13356850,0,0,14315.553745043562
13357000,0,0,15323.232424457732
13357150,0,0,15323.232424457732
13357300,0,0,15652.775570433474
13357450,0,0,15627.95290328845
13357600,0,0,15625.726197024665
13357750,0,0,15606.99980696115
13357900,0,0,15615.376384667314
13358050,0,0,15679.245610638627
13358200,0,0,15588.593753629386
13358350,0,0,14136.009976930964
13358500,0,0,14136.009976930964
13358650,0,0,14136.009976930964
13358800,0,0,14137.297327557902
13358950,0,0,14137.297327557902
13359100,0,0,14137.297327557902
13359250,0,0,14994.2803665684
13359400,0,0,14994.2803665684
13359550,0,0,14994.2803665684
13359700,0,0,14958.805944850745
13359850,0,0,14995.282985626141
13360000,0,0,14995.282985626141
13360150,0,0,14693.71722632906
13360300,0,0,14162.364545062985
13360450,0,0,14172.149747837058
13360600,0,0,13757.214335368692
13360750,0,0,14402.58818222124
13360900,0,0,14407.325024326507
13361050,0,0,14407.325024326507
13361200,0,0,14412.57757410992
13361350,0,0,13991.886185368086
13361500,0,0,13799.803848810738
13361650,0,0,13799.803848810738
13361800,0,0,14014.514453112388
13361950,0,0,14313.614453096292
13362100,0,0,14285.486464481932
13362250,0,0,14480.048656650248
13362400,0,0,14271.779637323209
13362550,0,0,14268.700059278937
13362700,0,0,13819.626768223581
13362850,0,0,14713.384578841087
13363000,0,0,14713.384578841087
13363150,0,0,15837.49768493542
13363300,0,0,15837.49768493542
13363450,0,0,14649.024803434935
13363600,0,0,13813.93303456601
13363750,0,0,13813.93303456601
13363900,0,0,13813.93303456601
13364050,0,0,13813.93303456601
13364200,0,0,13813.93303456601
13364350,0,0,13920.962224066825
13364500,0,0,13920.962224066825
13364650,0,0,13621.876977087122
13364800,0,0,13621.876977087122
13364950,0,0,13524.983904695258
13365100,0,0,13527.404957326831
13365250,0,0,13527.404957326831
13365400,0,0,13317.767254683866
13365550,0,0,13536.269049001534
13365700,0,0,13519.60064157702
13365850,0,0,13790.236341256896
13366000,0,0,13790.236341256896
13366150,0,0,13786.454836031975
13366300,0,0,13791.421326390322
13366450,0,0,13780.689674997426
13366600,0,0,13780.689674997426
13366750,0,0,13126.799039583224
13366900,0,0,14289.826481477823
13367050,0,0,14289.826481477823
13367200,0,0,14289.826481477823
13367350,0,0,14286.424161208663
13367500,0,0,14166.347284822885
13367650,0,0,13154.396799595655
13367800,0,0,13185.514036265384
13367950,0,0,13995.368196971147
13368100,0,0,14005.256848267716
13368250,0,0,12359.732152387416
13368400,0,0,12359.732152387416
13368550,0,0,12363.157419501109
13368700,0,0,12363.157419501109
13368850,0,0,13813.820835483417
13369000,0,0,14046.426969364948
13369150,0,0,12506.102617561042
13369300,0,0,12506.102617561042
13369450,0,0,12912.906905178665
13369600,0,0,12824.18033622322
13369750,0,0,12824.18033622322
13369900,0,0,11677.456490220251
13370050,0,0,11677.456490220251
13370200,0,0,11672.760958604642
13370350,0,0,11672.760958604642
13370500,0,0,13551.047353525708
13370650,0,0,13551.047353525708
13370800,0,0,12841.405862924677
13370950,0,0,12844.072593589768
13371100,0,0,12844.072593589768
13371250,0,0,12844.072593589768
13371400,0,0,13064.686261077894
13371550,0,0,13068.132424919984
13371700,0,0,13079.47260080786
13371850,0,0,13080.867037981561
13372000,0,0,13080.867037981561
13372150,0,0,13084.681052354734
13372300,0,0,13351.151460738183
13372450,0,0,12855.102681220491
13372600,0,0,12870.395690145782
13372750,0,0,13092.821784224172
13372900,0,0,13092.821784224172
13373050,0,0,13092.821784224172
13373200,0,0,13092.821784224172
13373350,0,0,13358.204121569888
13373500,0,0,13314.532098920205
13373650,0,0,13523.930332862754
13373800,0,0,13498.423680528183
13373950,0,0,13784.89301107423
13374100,0,0,14002.46819231947
13374250,0,0,14008.024511314881
13374400,0,0,14008.024511314881
13374550,0,0,13755.720886298575
13374700,0,0,14231.218792571013
13374850,0,0,14231.218792571013
13375000,0,0,14453.437954872472
13375150,0,0,14453.437954872472
13375300,0,0,14453.437954872472
13375450,0,0,14455.186801955122
13375600,0,0,14220.842316716073
13375750,0,0,14215.644183824399
13375900,0,0,13757.241187536692
13376050,0,0,14296.00067331297
13376200,0,0,14294.547437376721
13376350,0,0,13976.850136354708
13376500,0,0,16174.463821022342
13376650,0,0,16174.463821022342
13376800,0,0,15445.13913632416
13376950,0,0,15435.225305571006
13377100,0,0,15454.659317007074
13377250,0,0,15397.307965496413
13377400,0,0,15400.205624781698
13377550,0,0,16648.120007791196
13377700,0,0,16580.356373960272
13377850,0,0,17611.123395238814
13378000,0,0,17639.93920599135
13378150,0,0,15805.698224923206
13378300,0,0,15845.679449433661
13378450,0,0,15325.513244890251
13378600,0,0,15650.270129589248
13378750,0,0,14184.789727703792
13378900,0,0,14184.789727703792
13379050,0,0,14184.73871412385
13379200,0,0,14252.480372326041
13379350,0,0,14252.565649995493
13379500,0,0,14252.565649995493
13379650,0,0,14581.859540440699
13379800,0,0,14584.531016675352
13379950,0,0,14584.531016675352
13380100,0,0,14584.531016675352
13380250,0,0,14584.531016675352
13380400,0,0,14535.38995024638
13380550,0,0,13686.6034447516
13380700,0,0,13686.6034447516
13380850,0,0,13696.750318535633
13381000,0,0,14344.49615937024
13381150,0,0,14344.49615937024
13381300,0,0,14365.229976410563
13381450,0,0,14371.825099504531
13381600,0,0,14371.825099504531
13381750,0,0,14329.8879423541
13381900,0,0,14000.012839239658
13382050,0,0,14053.49179133664
13382200,0,0,13397.963867396797
13382350,0,0,13398.044408728001
13382500,0,0,13398.044408728001
13382650,0,0,13398.423052401144
13382800,0,0,13398.423052401144
13382950,0,0,13409.320992127447
13383100,0,0,14020.991879379017
13383250,0,0,14020.991879379017
13383400,0,0,14020.957253445482
13383550,0,0,14015.422679401385
13383700,0,0,13484.14193099245
13383850,0,0,13484.14193099245
13384000,0,0,13347.121290341925
13384150,0,0,13985.58394136183
13384300,0,0,13755.142615286532
13384450,0,0,13749.487363199441
13384600,0,0,13747.34238062815
13384750,0,0,13744.24188271635
13384900,0,0,14117.283138564544
13385050,0,0,14143.435746983032
13385200,0,0,14143.924213769282
13385350,0,0,14379.84822385522
13385500,0,0,14393.515296498572
13385650,0,0,14396.131375590394
13385800,0,0,13986.831092236225
13385950,0,0,13986.831092236225
13386100,0,0,13987.802527438846
13386250,0,0,13987.802527438846
13386400,0,0,13727.07128854248
13386550,0,0,13727.07128854248
13386700,0,0,13560.757246489102
13386850,0,0,13720.200277500408
13387000,0,0,13708.24972726946
13387150,0,0,14220.87089359527
13387300,0,0,14220.87089359527
13387450,0,0,13956.86537566817
13387600,0,0,13956.86537566817
13387750,0,0,13956.118399929339
13387900,0,0,13952.339821066544
13388050,0,0,13892.580123879408
13388200,0,0,13876.8520272797
13388350,0,0,13926.583717777143
13388500,0,0,14554.713589475985
13388650,0,0,14272.038135359118
13388800,0,0,14272.038135359118
13388950,0,0,14272.2403971657
13389100,0,0,14272.029778531953
13389250,0,0,14333.928887574843
13389400,0,0,14333.928887574843
13389550,0,0,14333.928887574843
13389700,0,0,14340.100536487353
13389850,0,0,14340.100536487353
13390000,0,0,14816.48621247321
13390150,0,0,14816.48621247321
13390300,0,0,14817.55146989898
13390450,0,0,14693.75494331179
13390600,0,0,14550.045035911437
13390750,0,0,14550.46661485879
13390900,0,0,14572.540541862549
13391050,0,0,14703.345815209344
13391200,0,0,14729.661604683039
13391350,0,0,14710.16833179487
13391500,0,0,14710.16833179487
13391650,0,0,14800.067821790031
13391800,0,0,14800.067821790031
13391950,0,0,14243.136816707865
13392100,0,0,14738.799677067025
13392250,0,0,14720.103607742083
13392400,0,0,14720.103607742083
13392550,0,0,15201.72327907724
13392700,0,0,15201.72327907724
13392850,0,0,16178.595065810707
13393000,0,0,16178.595065810707
13393150,0,0,16297.213279302578
13393300,0,0,14442.06270898602
13393450,0,0,14439.064683768593
13393600,0,0,14131.883583507217
13393750,0,0,13989.778320357396
13393900,0,0,13989.778320357396
13394050,0,0,14785.729234456558
13394200,0,0,14785.729234456558
13394350,0,0,14852.672604387462
13394500,0,0,14848.9572654919
13394650,0,0,14873.435906827257
13394800,0,0,14513.905340395402
13394950,0,0,14518.057925993897
13395100,0,0,14522.84954631036
13395250,0,0,14262.18362094869
13395400,0,0,14269.396056525624
13395550,0,0,14246.179157677961
13395700,0,0,14276.323346767105
13395850,0,0,14004.290079132297
13396000,0,0,14004.290079132297
13396150,0,0,14004.290079132297
13396300,0,0,14004.290079132297
13396450,0,0,13694.89283203065
13396600,0,0,13693.78204800454
13396750,0,0,13693.78204800454
13396900,0,0,13692.292973531648
13397050,0,0,13692.292973531648
13397200,0,0,13692.292973531648
13397350,0,0,14345.25720052519
13397500,0,0,13685.161984665183
13397650,0,0,13692.07332081398
13397800,0,0,14560.611875451785
13397950,0,0,14560.611875451785
13398100,0,0,13407.255617127652
13398250,0,0,13407.255617127652
13398400,0,0,13409.71933211261
13398550,0,0,13419.982490007344
13398700,0,0,13353.887088169238
13398850,0,0,13375.129684720097
13399000,0,0,12512.539076351883
13399150,0,0,12520.117392019021
13399300,0,0,11197.747616734167
13399450,0,0,12139.354416827338
13399600,0,0,12139.354416827338
13399750,0,0,11003.713869482417
13399900,0,0,13467.944373660841
13400050,0,0,14035.896772660424
13400200,0,0,14016.826558034074
13400350,0,0,14016.826558034074
13400500,0,0,14400.689673857629
13400650,0,0,14400.689673857629
13400800,0,0,14400.689673857629
13400950,0,0,13488.196041075853
13401100,0,0,13488.196041075853
13401250,0,0,13148.488656543697
13401400,0,0,13148.488656543697
13401550,0,0,13168.960288737602
13401700,0,0,13168.960288737602
13401850,0,0,13133.93688222775
13402000,0,0,13133.93688222775
13402150,0,0,13108.936882229096
13402300,0,0,13118.058777518
13402450,0,0,13777.71894664946
13402600,0,0,13783.982650606136
13402750,0,0,13789.369599244004
13402900,0,0,12964.70561761436
13403050,0,0,12964.70561761436
13403200,0,0,12990.370855565103
13403350,0,0,13282.941469881032
13403500,0,0,13282.941469881032
13403650,0,0,13285.84090287361
13403800,0,0,13285.84090287361
13403950,0,0,13285.84090287361
13404100,0,0,13285.84090287361
13404250,0,0,13277.51080916202
13404400,0,0,13576.610809145923
13404550,0,0,13576.610809145923
13404700,0,0,13576.610809145923
13404850,0,0,13592.400282830136
13405000,0,0,13592.400282830136
13405150,0,0,13636.97710940341
13405300,0,0,13627.8017690164
13405450,0,0,13627.8017690164
13405600,0,0,12822.420691841107
13405750,0,0,12798.481294254816
13405900,0,0,12050.768177040072
13406050,0,0,12050.768177040072
13406200,0,0,12964.065295334447
13406350,0,0,12964.065295334447
13406500,0,0,12964.617227876435
13406650,0,0,12964.617227876435
13406800,0,0,12964.617227876435
13406950,0,0,12964.617227876435
13407100,0,0,12962.478972947349
13407250,0,0,12963.166047344195
13407400,0,0,12959.659422739736
13407550,0,0,12959.659422739736
13407700,0,0,12984.126980795103
13407850,0,0,12981.904969312687
13408000,0,0,14116.20433817233
13408150,0,0,14121.168350652453
13408300,0,0,14108.134131463026
13408450,0,0,14148.735078831436
13408600,0,0,14096.56492620235
13408750,0,0,14651.635430492945
13408900,0,0,14651.635430492945
13409050,0,0,14450.668507483431
13409200,0,0,14450.668507483431
13409350,0,0,14451.956488717165
13409500,0,0,14447.923182632956
13409650,0,0,14478.493532410495
13409800,0,0,14478.493532410495
13409950,0,0,14479.772262610677
13410100,0,0,14479.772262610677
13410250,0,0,14249.512587551435
13410400,0,0,14249.512587551435
