blocknumber,reserve MKR,reserve WETH,volume MKR for 5% slippage
11870350,0,0,369.2673172345221
11870500,0,0,369.283106708207
11870650,0,0,368.93297062795773
11870800,0,0,368.9688272464082
11870950,0,0,369.31614180640827
11871100,0,0,368.857555230682
11871250,0,0,368.6840388744913
11871400,0,0,368.8563615328094
11871550,0,0,369.23909837491465
11871700,0,0,369.6191280601024
11871850,0,0,370.531696190651
11872000,0,0,371.3922013374422
11872150,0,0,371.9992151044544
11872300,0,0,372.86643018435643
11872450,0,0,372.1578723891025
11872600,0,0,371.91133570883994
11872750,0,0,374.0938022614491
11872900,0,0,374.2910695487726
11873050,0,0,372.88950753523386
11873200,0,0,372.4114532880394
11873350,0,0,371.7029344663342
11873500,0,0,371.3319929383197
11873650,0,0,371.85042433992203
11873800,0,0,371.98377493142925
11873950,0,0,371.9617863321755
11874100,0,0,371.71223589710553
11874250,0,0,371.741975057892
11874400,0,0,371.6529450918815
11874550,0,0,372.37501084186715
11874700,0,0,373.35403235387093
11874850,0,0,372.68597972229145
11875000,0,0,373.3880384665026
11875150,0,0,373.2549066651027
11875300,0,0,373.30690020425845
11875450,0,0,371.6629998917351
11875600,0,0,371.1045004902189
11875750,0,0,370.96676061550716
11875900,0,0,371.0954108973692
11876050,0,0,370.53151114993307
11876200,0,0,370.8330077133269
11876350,0,0,370.8330077133269
11876500,0,0,370.9794825373501
11876650,0,0,370.3670524890849
11876800,0,0,370.3671049621789
11876950,0,0,369.64491374798035
11877100,0,0,369.62524695850334
11877250,0,0,370.13776478166164
11877400,0,0,368.7315901390575
11877550,0,0,368.5485033359637
11877700,0,0,367.69902050898327
11877850,0,0,369.9213589125893
11878000,0,0,371.14221688261114
11878150,0,0,370.4602813454194
11878300,0,0,367.907294102406
11878450,0,0,368.2110526092056
11878600,0,0,368.2110526092056
11878750,0,0,366.51210457151046
11878900,0,0,367.3279743058638
11879050,0,0,366.2484340556648
11879200,0,0,367.06777424874053
11879350,0,0,367.81740027266187
11879500,0,0,367.81814450027014
11879650,0,0,368.40114450026977
11879800,0,0,369.0044602897442
11879950,0,0,369.0678885313955
11880100,0,0,370.5251092943854
11880250,0,0,371.10577541869134
11880400,0,0,370.714258668816
11880550,0,0,371.1936212692981
11880700,0,0,371.0002708896336
11880850,0,0,369.93901581771297
11881000,0,0,370.941026200936
11881150,0,0,370.90490869522546
11881300,0,0,371.5657950575114
11881450,0,0,372.2836229924369
11881600,0,0,372.14437265889865
11881750,0,0,372.2564872943476
11881900,0,0,374.081122370515
11882050,0,0,376.0753380328024
11882200,0,0,376.14644343704094
11882350,0,0,376.3178159081235
11882500,0,0,374.950775826208
11882650,0,0,374.7165746964065
11882800,0,0,374.71743093815167
11882950,0,0,374.35513848948085
11883100,0,0,372.5516034779421
11883250,0,0,372.6407907371522
11883400,0,0,372.9713133509822
11883550,0,0,373.3721028246664
11883700,0,0,374.1895750161557
11883850,0,0,372.50126428937256
11884000,0,0,372.9102766433798
11884150,0,0,371.12364944093315
11884300,0,0,371.04977597797006
11884450,0,0,372.15298105131296
11884600,0,0,374.4898242108493
11884750,0,0,374.42775926292234
11884900,0,0,374.4476231659319
11885050,0,0,375.32994568285176
11885200,0,0,375.1990931775226
11885350,0,0,375.80893517821096
11885500,0,0,376.59929364238906
11885650,0,0,376.67589076794593
11885800,0,0,377.46010129426213
11885950,0,0,377.4883738138833
11886100,0,0,376.5993105271218
11886250,0,0,376.5993105271218
11886400,0,0,375.1474662595765
11886550,0,0,375.32152721093007
11886700,0,0,375.5836009140321
11886850,0,0,375.32781481386246
11887000,0,0,373.5678269652881
11887150,0,0,373.0385324089211
11887300,0,0,374.3445810424655
11887450,0,0,373.7591645332004
11887600,0,0,373.39933074693545
11887750,0,0,374.39261024052394
11887900,0,0,374.5035654082985
11888050,0,0,376.0113341203769
11888200,0,0,375.90429912324
11888350,0,0,377.11597243943106
11888500,0,0,378.3885211086872
11888650,0,0,379.3438242610828
11888800,0,0,379.47088925093976
11888950,0,0,379.30966760141564
11889100,0,0,378.62593207084683
11889250,0,0,380.5336117965162
11889400,0,0,380.66387708471393
11889550,0,0,380.7120981681537
11889700,0,0,380.4616638151401
11889850,0,0,380.51429539408764
11890000,0,0,381.28492215363804
11890150,0,0,380.56554361758936
11890300,0,0,378.5631526916204
11890450,0,0,378.7227162673762
11890600,0,0,379.6371127493767
11890750,0,0,379.6371127493767
11890900,0,0,380.26161091050926
11891050,0,0,380.8698265024368
11891200,0,0,380.6823102767594
11891350,0,0,381.19709778209835
11891500,0,0,381.8368123441078
11891650,0,0,382.53109626360674
11891800,0,0,382.570939027838
11891950,0,0,381.1906317028688
11892100,0,0,381.5120073236203
11892250,0,0,380.92049172524185
11892400,0,0,377.46654288566515
11892550,0,0,375.85124815430845
11892700,0,0,373.8497733570275
11892850,0,0,373.843278484811
11893000,0,0,373.39309904609036
11893150,0,0,366.3172522415962
11893300,0,0,365.31653468693275
11893450,0,0,363.0413390351323
11893600,0,0,354.1754941344743
11893750,0,0,359.55111484370263
11893900,0,0,362.63080908127813
11894050,0,0,362.5708114622057
11894200,0,0,361.5695353302299
11894350,0,0,360.14843755802576
11894500,0,0,362.2342054898081
11894650,0,0,366.13798509848857
11894800,0,0,364.60266930901525
11894950,0,0,365.79651150885365
11895100,0,0,366.2440518294379
11895250,0,0,366.3627242634793
11895400,0,0,366.0837261121969
11895550,0,0,367.7721219607911
11895700,0,0,368.89019286082294
11895850,0,0,366.3737243281694
11896000,0,0,368.26866067157425
11896150,0,0,367.8143659434172
11896300,0,0,368.5484678915318
11896450,0,0,368.9628042669401
11896600,0,0,371.6534323099904
11896750,0,0,371.28663512842104
11896900,0,0,372.546862609669
11897050,0,0,373.0153560190547
11897200,0,0,370.9262495224302
11897350,0,0,371.72484642443214
11897500,0,0,371.72478467829296
11897650,0,0,371.3804186663201
11897800,0,0,370.46463413142465
11897950,0,0,371.28835171835726
11898100,0,0,371.84429882598306
11898250,0,0,371.77964896942194
11898400,0,0,369.54054562747933
11898550,0,0,367.03678911860607
11898700,0,0,367.38640804729675
11898850,0,0,367.3532660075798
11899000,0,0,369.6083210410716
11899150,0,0,369.51318803230333
11899300,0,0,369.5184397675657
11899450,0,0,368.67414434450893
11899600,0,0,368.236330843607
11899750,0,0,367.9187559212769
11899900,0,0,369.6645087861534
11900050,0,0,367.7437225695303
11900200,0,0,368.0347255324132
11900350,0,0,367.87555575174974
11900500,0,0,370.4253386162036
11900650,0,0,371.77471324257203
11900800,0,0,372.4108810322941
11900950,0,0,374.0458124700417
11901100,0,0,373.80727459984973
11901250,0,0,372.54642282280383
11901400,0,0,372.2050119064588
11901550,0,0,371.53965132583835
11901700,0,0,372.0421160385513
11901850,0,0,371.9692068929653
11902000,0,0,371.9902815134119
11902150,0,0,372.53905298675545
11902300,0,0,372.5071765431949
11902450,0,0,372.82560196357554
11902600,0,0,372.8785763866945
11902750,0,0,372.4740378117831
11902900,0,0,373.3553768597176
11903050,0,0,374.6940858987864
11903200,0,0,374.0776411268007
11903350,0,0,374.1302727057482
11903500,0,0,374.2252206746962
11903650,0,0,373.82245174861964
11903800,0,0,373.82245174861964
11903950,0,0,373.8179405111796
11904100,0,0,373.7869639912915
11904250,0,0,373.79189725522247
11904400,0,0,374.3538772348393
11904550,0,0,374.41555733569476
11904700,0,0,374.05822551981146
11904850,0,0,373.42049883560594
11905000,0,0,372.3187760966621
11905150,0,0,373.17945194088134
11905300,0,0,372.8057604569858
11905450,0,0,372.3377434693539
11905600,0,0,372.3394272685691
11905750,0,0,372.3552167422531
11905900,0,0,373.5261499512353
11906050,0,0,373.56876144774833
11906200,0,0,373.866345633789
11906350,0,0,374.40667205919453
11906500,0,0,373.0902920468825
11906650,0,0,373.34493497598214
11906800,0,0,375.72610884007736
11906950,0,0,375.3588655489684
11907100,0,0,376.99725068043335
11907250,0,0,378.50535008499446
11907400,0,0,383.2336677906851
11907550,0,0,380.54628385366686
11907700,0,0,379.18312687043453
11907850,0,0,378.49749999364576
11908000,0,0,376.6803484087841
11908150,0,0,376.51747415616137
11908300,0,0,376.9816266814187
11908450,0,0,376.92499901806696
11908600,0,0,375.2829229948038
11908750,0,0,373.301597914593
11908900,0,0,373.3915631468735
11909050,0,0,373.7822448646066
11909200,0,0,375.88748470401424
11909350,0,0,374.61726997915775
11909500,0,0,375.2143800883923
11909650,0,0,376.2209613298546
11909800,0,0,375.9321238628045
11909950,0,0,375.91572158370855
11910100,0,0,376.27977421528794
11910250,0,0,377.3511886889728
11910400,0,0,377.3427415636288
11910550,0,0,376.9093174558484
11910700,0,0,377.8573130369123
11910850,0,0,377.85660620688486
11911000,0,0,377.3912250413132
11911150,0,0,378.24472930331285
11911300,0,0,380.55914514183314
11911450,0,0,379.87020726142055
11911600,0,0,379.9128384199239
11911750,0,0,379.7600076544304
11911900,0,0,375.4293783797666
11912050,0,0,375.0137195375646
11912200,0,0,375.7165775962585
11912350,0,0,376.9236239110378
11912500,0,0,375.650084616047
11912650,0,0,372.6730651003418
11912800,0,0,373.2808007409567
11912950,0,0,374.2426923119783
11913100,0,0,375.1433347221382
11913250,0,0,375.1536717641502
11913400,0,0,374.84622318852325
11913550,0,0,372.67734849910084
11913700,0,0,371.42902927851173
11913850,0,0,370.61311851155824
11914000,0,0,370.19849965793674
11914150,0,0,370.1157960594446
11914300,0,0,367.5577785778587
11914450,0,0,367.5743931155048
11914600,0,0,367.8371344466923
11914750,0,0,368.07917818626447
11914900,0,0,368.0260581218208
11915050,0,0,368.59010802361627
11915200,0,0,367.87397948857415
11915350,0,0,370.029026712813
11915500,0,0,369.020944749509
11915650,0,0,368.65384949624786
11915800,0,0,366.06137318567653
11915950,0,0,363.79443907029145
11916100,0,0,361.0890680207658
11916250,0,0,360.584848847745
11916400,0,0,360.9082845601815
11916550,0,0,358.0505048405639
11916700,0,0,357.1272099843809
11916850,0,0,356.9403866499233
11917000,0,0,360.8287729429212
11917150,0,0,360.85843807900983
11917300,0,0,358.0868454499232
11917450,0,0,357.3746246274295
11917600,0,0,356.75209844066285
11917750,0,0,357.43239228434777
11917900,0,0,356.74462438915907
11918050,0,0,358.62549243074136
11918200,0,0,358.96144971545345
11918350,0,0,360.0287281257879
11918500,0,0,360.0842451851868
11918650,0,0,359.160936163702
11918800,0,0,358.367157937867
11918950,0,0,357.98289675222986
11919100,0,0,359.43841891176726
11919250,0,0,358.94347677417863
11919400,0,0,359.6235806309196
11919550,0,0,359.95510953871053
11919700,0,0,358.87070392424266
11919850,0,0,358.994964730171
11920000,0,0,358.9923739203032
11920150,0,0,358.6376410365283
11920300,0,0,358.27662145883824
11920450,0,0,358.7883835845023
11920600,0,0,358.57228969749303
11920750,0,0,358.21292303647715
11920900,0,0,357.7649153288785
11921050,0,0,358.17354468722624
11921200,0,0,357.0918946220281
11921350,0,0,356.9810048688023
11921500,0,0,357.36678208985086
11921650,0,0,357.36678208985086
11921800,0,0,357.37326305444185
11921950,0,0,358.717963306588
11922100,0,0,359.3705515629299
11922250,0,0,360.2207749329018
11922400,0,0,360.9348316880905
11922550,0,0,362.0486086567089
11922700,0,0,361.90898817303696
11922850,0,0,362.6481659754272
11923000,0,0,362.2745227229643
11923150,0,0,362.6443583521668
11923300,0,0,362.650850770302
11923450,0,0,362.26854991458185
11923600,0,0,362.4014466777953
11923750,0,0,362.8308084080127
11923900,0,0,362.0764434799494
11924050,0,0,363.57445741851734
11924200,0,0,363.6330205206141
11924350,0,0,363.09684342062064
11924500,0,0,362.4308723835675
11924650,0,0,362.9343723835682
11924800,0,0,363.1250125643519
11924950,0,0,363.0301013157996
11925100,0,0,363.4624634052143
11925250,0,0,363.0225950819049
11925400,0,0,363.0193778545654
11925550,0,0,363.05556522341976
11925700,0,0,364.1573087158722
11925850,0,0,361.44454488047086
11926000,0,0,360.6949325075466
11926150,0,0,360.5699643805092
11926300,0,0,360.5699643805092
11926450,0,0,361.0111222752457
11926600,0,0,362.3715084815203
11926750,0,0,364.6893689316321
11926900,0,0,363.9949996643345
11927050,0,0,364.00023712687926
11927200,0,0,363.3045146217337
11927350,0,0,362.1948454519552
11927500,0,0,362.20391482037576
11927650,0,0,363.69432391520604
11927800,0,0,363.8991522196984
11927950,0,0,363.93796748285604
11928100,0,0,363.836263216047
11928250,0,0,363.96164494294044
11928400,0,0,364.56204711776445
11928550,0,0,364.17612406359876
11928700,0,0,364.86735054233213
11928850,0,0,365.67566027935936
11929000,0,0,365.34228014610653
11929150,0,0,365.36070119873875
11929300,0,0,364.15958776365005
11929450,0,0,365.32175682995967
11929600,0,0,367.65577025080347
11929750,0,0,369.06744732013976
11929900,0,0,368.6839256464182
11930050,0,0,368.2195973507696
11930200,0,0,368.34242690352585
11930350,0,0,368.34242690352585
11930500,0,0,368.254465619063
11930650,0,0,367.94935485507904
11930800,0,0,368.3616797330069
11930950,0,0,368.64889515768937
11931100,0,0,368.42179541634596
11931250,0,0,368.2034957163942
11931400,0,0,367.54430973549006
11931550,0,0,366.40145109631885
11931700,0,0,367.32187896073356
11931850,0,0,366.5340407321528
11932000,0,0,365.9629100348093
11932150,0,0,365.96513270708147
11932300,0,0,365.2923073594875
11932450,0,0,365.3176369235016
11932600,0,0,365.41694598758113
11932750,0,0,364.65285416970346
11932900,0,0,364.7085528366797
11933050,0,0,363.9468855463392
11933200,0,0,364.3793458969176
11933350,0,0,363.8753977397
11933500,0,0,364.9223089469715
11933650,0,0,365.5424142101283
11933800,0,0,365.5474022400649
11933950,0,0,365.54799887670924
11934100,0,0,365.1571250110237
11934250,0,0,365.01265406290986
11934400,0,0,364.7057224571399
11934550,0,0,364.7050981833936
11934700,0,0,364.7342766078518
11934850,0,0,365.7122252810559
11935000,0,0,365.70917674808425
11935150,0,0,366.9962078340877
11935300,0,0,366.9962078340877
11935450,0,0,367.0241925029359
11935600,0,0,367.00461011137213
11935750,0,0,367.00461011137213
11935900,0,0,366.3759581862523
11936050,0,0,365.0578560934373
11936200,0,0,364.59063399483875
11936350,0,0,364.99964774001546
11936500,0,0,366.47848458087174
11936650,0,0,366.826744457062
11936800,0,0,368.00261759056775
11936950,0,0,368.7975195756735
11937100,0,0,368.75835092926627
11937250,0,0,369.09662770382783
11937400,0,0,368.87498339149715
11937550,0,0,368.579260365299
11937700,0,0,368.3319342039149
11937850,0,0,367.9740119763992
11938000,0,0,367.74335360143505
11938150,0,0,367.33238219351097
11938300,0,0,366.6740294357478
11938450,0,0,366.70939717351575
11938600,0,0,366.62878575061586
11938750,0,0,366.88900205951995
11938900,0,0,365.4926561288157
11939050,0,0,365.44713007065457
11939200,0,0,363.93263843438126
11939350,0,0,363.9749419898644
11939500,0,0,364.3886513144653
11939650,0,0,364.1929423770689
11939800,0,0,364.2367561179881
11939950,0,0,364.4292455715995
11940100,0,0,364.42311888048516
11940250,0,0,364.36290060870033
11940400,0,0,364.62413497209764
11940550,0,0,363.84019108658595
11940700,0,0,363.8373903980864
11940850,0,0,363.9609538216055
11941000,0,0,363.9745831475266
11941150,0,0,365.5049633528697
11941300,0,0,364.2179087800314
11941450,0,0,363.7056354401475
11941600,0,0,364.7885146696144
11941750,0,0,366.18645634213135
11941900,0,0,365.3413881227407
11942050,0,0,363.9826965678976
11942200,0,0,364.6689669066918
11942350,0,0,365.29102155588316
11942500,0,0,365.90688329577733
11942650,0,0,365.60375429405667
11942800,0,0,366.752269235767
11942950,0,0,366.2754797620837
11943100,0,0,367.2911180886458
11943250,0,0,368.6935343123114
11943400,0,0,367.49921680922125
11943550,0,0,366.8757748419612
11943700,0,0,366.1792553484038
11943850,0,0,365.65521334621735
11944000,0,0,364.660825264682
11944150,0,0,365.084128885318
11944300,0,0,362.79768071455055
11944450,0,0,364.36977843461136
11944600,0,0,364.4328472616944
11944750,0,0,363.53576582028836
11944900,0,0,364.3608561108276
11945050,0,0,364.36776099397593
11945200,0,0,363.541623762183
11945350,0,0,362.98617530639785
11945500,0,0,363.0005790867526
11945650,0,0,363.0008573928735
11945800,0,0,363.30759423497875
11945950,0,0,363.3024497576753
11946100,0,0,363.8989572308701
11946250,0,0,363.2240592775079
11946400,0,0,363.69566179940284
11946550,0,0,363.69900051633977
11946700,0,0,363.29840254881765
11946850,0,0,364.5578871075986
11947000,0,0,363.8267591203212
11947150,0,0,361.8919419975746
11947300,0,0,361.02731703218524
11947450,0,0,360.1459503722035
11947600,0,0,359.97269333351323
11947750,0,0,359.13537131153316
11947900,0,0,359.59043467519405
11948050,0,0,357.7320069769885
11948200,0,0,358.07685489030064
11948350,0,0,357.13427160769515
11948500,0,0,356.7282838133733
11948650,0,0,356.6475366927025
11948800,0,0,357.16693826768915
11948950,0,0,356.4016795964553
11949100,0,0,353.77032654479444
11949250,0,0,352.6931347806476
11949400,0,0,351.6786080701895
11949550,0,0,351.3466440280172
11949700,0,0,351.28807545425934
11949850,0,0,348.38305994297207
11950000,0,0,350.02207224824997
11950150,0,0,349.1386025686643
11950300,0,0,349.6129479258334
11950450,0,0,349.93970767603787
11950600,0,0,348.6343299719056
11950750,0,0,347.5630370687322
11950900,0,0,349.230366118285
11951050,0,0,349.5284697713996
11951200,0,0,350.37058094104214
11951350,0,0,350.79758685678553
11951500,0,0,351.39737633047116
11951650,0,0,352.68928592896737
11951800,0,0,352.6900244713279
11951950,0,0,353.79091324749515
11952100,0,0,352.64970724430714
11952250,0,0,353.7097670190442
11952400,0,0,354.2879985735608
11952550,0,0,355.0197565530707
11952700,0,0,355.9896737239724
11952850,0,0,355.8591275338713
11953000,0,0,354.19965374183903
11953150,0,0,355.0580766704852
11953300,0,0,354.8717006757952
11953450,0,0,353.6135286929102
11953600,0,0,353.7399272558214
11953750,0,0,355.6004423831055
11953900,0,0,356.2641914118349
11954050,0,0,357.35225261355754
11954200,0,0,357.35225261355754
11954350,0,0,357.6842153794296
11954500,0,0,359.1296350260536
11954650,0,0,359.97094610626027
11954800,0,0,360.2790315695038
11954950,0,0,362.0673587272631
11955100,0,0,362.772591867807
11955250,0,0,361.4452615109667
11955400,0,0,361.7014801429841
11955550,0,0,362.65414807423076
11955700,0,0,362.14086940030757
11955850,0,0,360.0568675729992
11956000,0,0,360.13365636815433
11956150,0,0,360.2320085060319
11956300,0,0,359.7112227625503
11956450,0,0,359.8009356812099
11956600,0,0,359.82126172270637
11956750,0,0,360.28819545384613
11956900,0,0,360.28819545384613
11957050,0,0,358.7645922704696
11957200,0,0,358.84927906370103
11957350,0,0,358.5395422215952
11957500,0,0,357.8683328650277
11957650,0,0,357.10099868983343
11957800,0,0,357.10838542834335
11957950,0,0,357.10838542834335
11958100,0,0,356.72793492871006
11958250,0,0,356.20375690104447
11958400,0,0,355.40673154954493
11958550,0,0,355.996100708815
11958700,0,0,356.46662702460526
11958850,0,0,356.3020118045961
11959000,0,0,356.64184308734184
11959150,0,0,356.3497768671714
11959300,0,0,356.50713241521225
11959450,0,0,356.3237473062245
11959600,0,0,356.6467169134312
11959750,0,0,356.45299573834654
11959900,0,0,356.4494209257027
11960050,0,0,356.5002294301048
11960200,0,0,357.8077745951696
11960350,0,0,357.8604061741171
11960500,0,0,357.85195885421854
11960650,0,0,357.85195885421854
11960800,0,0,357.8092908991084
11960950,0,0,357.1057279811548
11961100,0,0,356.8503862604648
11961250,0,0,355.8880318606116
11961400,0,0,355.1447538059256
11961550,0,0,355.14574890325366
11961700,0,0,354.1535128890182
11961850,0,0,354.1540327809489
11962000,0,0,354.3021593624453
11962150,0,0,354.30470858694207
11962300,0,0,353.67789390198595
11962450,0,0,353.730329337448
11962600,0,0,353.7333161501265
11962750,0,0,353.5668579144567
11962900,0,0,353.7611444208269
11963050,0,0,353.73832938536
11963200,0,0,353.86314464146926
11963350,0,0,353.55742578513946
11963500,0,0,353.56081270883533
11963650,0,0,354.2381949759574
11963800,0,0,355.8088989234975
11963950,0,0,356.5100536322998
11964100,0,0,356.0687904744045
11964250,0,0,354.0615519143503
11964400,0,0,354.09614114555825
11964550,0,0,354.9895867890418
11964700,0,0,355.00265970442706
11964850,0,0,354.9900268779047
11965000,0,0,355.0189553223381
11965150,0,0,354.469296959408
11965300,0,0,354.4739529110875
11965450,0,0,356.07254589283093
11965600,0,0,356.05717302446556
11965750,0,0,357.4156296762967
11965900,0,0,357.9804578516969
11966050,0,0,358.38215047859194
11966200,0,0,355.904700332685
11966350,0,0,357.0704186398498
11966500,0,0,355.4292595519819
11966650,0,0,357.99097683058153
11966800,0,0,358.83553992959787
11966950,0,0,359.59633913484504
11967100,0,0,358.8562094940289
11967250,0,0,358.3187858676956
11967400,0,0,359.7600904407991
11967550,0,0,359.6765920052503
11967700,0,0,359.6765920052503
11967850,0,0,360.582621159514
11968000,0,0,360.582621159514
11968150,0,0,361.108706127372
11968300,0,0,361.12064899868346
11968450,0,0,361.52950967971447
11968600,0,0,361.5180384844398
11968750,0,0,362.6191541279404
11968900,0,0,362.3245520661758
11969050,0,0,363.5435053778465
11969200,0,0,363.46565986715814
11969350,0,0,363.5836104610771
11969500,0,0,363.6928329135553
11969650,0,0,363.786917517712
11969800,0,0,363.78686643928177
11969950,0,0,363.1269675701378
11970100,0,0,362.33793945160323
11970250,0,0,362.7746897401594
11970400,0,0,362.2264611047167
11970550,0,0,362.2134050833092
11970700,0,0,362.66185643189965
11970850,0,0,362.51110229073765
11971000,0,0,362.7928396801817
11971150,0,0,363.4289750809003
11971300,0,0,363.92985602379485
11971450,0,0,363.8811761659599
11971600,0,0,364.2890865469699
11971750,0,0,364.41226844168796
11971900,0,0,364.4441105469514
11972050,0,0,364.4572334134973
11972200,0,0,363.0545492029705
11972350,0,0,363.02294375747715
11972500,0,0,363.37243026453416
11972650,0,0,363.33169921379067
11972800,0,0,363.9869623716868
11972950,0,0,363.7630150032646
11973100,0,0,364.5480561069571
11973250,0,0,364.5562155289099
11973400,0,0,368.54081151805804
11973550,0,0,367.1930919810711
11973700,0,0,367.01040813286
11973850,0,0,366.1339787934048
11974000,0,0,364.8441950443903
11974150,0,0,364.8098598776287
11974300,0,0,364.2428768275904
11974450,0,0,364.2428768275904
11974600,0,0,363.47020331356634
11974750,0,0,359.2827352606564
11974900,0,0,358.36811049247353
11975050,0,0,361.23275282689974
11975200,0,0,361.2206699389326
11975350,0,0,361.4619557205069
11975500,0,0,359.7571396861649
11975650,0,0,360.82918032348243
11975800,0,0,361.4336381190469
11975950,0,0,360.52222206817623
11976100,0,0,360.2566166822735
11976250,0,0,360.24316150925733
11976400,0,0,360.3896356087316
11976550,0,0,360.20034122904053
11976700,0,0,360.20034122904053
11976850,0,0,359.82439386062015
11977000,0,0,359.8333853649319
11977150,0,0,358.6477769626017
11977300,0,0,358.6477769626017
11977450,0,0,357.9740072429986
11977600,0,0,357.9740072429986
11977750,0,0,358.0800092650661
11977900,0,0,358.10437640238524
11978050,0,0,358.056126352355
11978200,0,0,357.7618399840685
11978350,0,0,358.69906998455554
11978500,0,0,358.798379133269
11978650,0,0,358.3317810911976
11978800,0,0,358.26245605066833
11978950,0,0,358.2737150569319
11979100,0,0,358.6331809752337
11979250,0,0,358.0717833624203
11979400,0,0,358.3360833605575
11979550,0,0,360.23511929494634
11979700,0,0,360.1287873624924
11979850,0,0,360.201956439485
11980000,0,0,361.0471221269918
11980150,0,0,361.0466617235061
11980300,0,0,361.72589264512135
11980450,0,0,362.51493669073716
11980600,0,0,362.0129443269607
11980750,0,0,363.4880341690523
11980900,0,0,363.51151478830343
11981050,0,0,366.28397334500187
11981200,0,0,366.83006511480016
11981350,0,0,366.83910071803894
11981500,0,0,368.72423627721946
11981650,0,0,369.7874919537562
11981800,0,0,366.97291756791947
11981950,0,0,366.7428397488111
11982100,0,0,366.7428397488111
11982250,0,0,366.74485935407574
11982400,0,0,366.74485935407574
11982550,0,0,366.90605145943937
11982700,0,0,368.57002710323013
11982850,0,0,368.30706683025164
11983000,0,0,369.0116007877532
11983150,0,0,369.89243903814713
11983300,0,0,369.47143903814685
11983450,0,0,369.47143903814685
11983600,0,0,369.28433046332793
11983750,0,0,369.66934695130476
11983900,0,0,369.64840323153476
11984050,0,0,368.46496770802787
11984200,0,0,368.1035729711857
11984350,0,0,368.2961965764025
11984500,0,0,367.0548278731694
11984650,0,0,367.0774131237149
11984800,0,0,366.9502307444245
11984950,0,0,367.0386775201887
11985100,0,0,367.03173888294805
11985250,0,0,367.4613677295629
11985400,0,0,367.526932062121
11985550,0,0,365.0611693495657
11985700,0,0,360.6893757570242
11985850,0,0,357.77908062354345
11986000,0,0,360.7952471311164
11986150,0,0,360.94572636918747
11986300,0,0,360.6918322079582
11986450,0,0,357.66734251737853
11986600,0,0,359.65675380225093
11986750,0,0,360.8328463815569
11986900,0,0,362.54367933190497
11987050,0,0,365.12454537263784
11987200,0,0,364.79423886900804
11987350,0,0,365.47350672294306
11987500,0,0,365.4981876521151
11987650,0,0,367.9604978217876
11987800,0,0,368.6593826521703
11987950,0,0,368.4740752781727
11988100,0,0,369.70515618668924
11988250,0,0,370.9232646398759
11988400,0,0,370.8690743143761
11988550,0,0,369.57724689303814
11988700,0,0,369.9948280101062
11988850,0,0,369.9894225132166
11989000,0,0,369.9921658547264
11989150,0,0,370.1212740683777
11989300,0,0,370.4638521751049
11989450,0,0,371.18310427399683
11989600,0,0,371.72637935884177
11989750,0,0,372.01999897419773
11989900,0,0,372.6371147504733
11990050,0,0,373.26866234837325
11990200,0,0,373.26866234837325
11990350,0,0,373.18083410164127
11990500,0,0,371.8472756036508
11990650,0,0,371.84712919731646
11990800,0,0,371.7901136478058
11990950,0,0,372.86653640758414
11991100,0,0,372.46708944414513
11991250,0,0,372.5194578651981
11991400,0,0,372.36956121612366
11991550,0,0,372.6676026647265
11991700,0,0,372.6632247360021
11991850,0,0,372.09055902531145
11992000,0,0,372.09519326739337
11992150,0,0,372.52041927184564
11992300,0,0,371.40829021145055
11992450,0,0,371.5748252357098
11992600,0,0,371.3238556986835
11992750,0,0,371.3238556986835
11992900,0,0,371.3313640967499
11993050,0,0,371.3313640967499
11993200,0,0,371.34342495039346
11993350,0,0,371.35278456527885
11993500,0,0,371.23934678324076
11993650,0,0,370.81817643925206
11993800,0,0,370.6161656992508
11993950,0,0,370.66359461000775
11994100,0,0,370.6730471760893
11994250,0,0,372.9112237830641
11994400,0,0,374.79270845041447
11994550,0,0,375.29962280091695
11994700,0,0,377.4663168747811
11994850,0,0,378.0321227641916
11995000,0,0,377.0969458802592
11995150,0,0,377.3652396626576
11995300,0,0,377.3115876980755
11995450,0,0,378.0848441865164
11995600,0,0,378.0634058666901
11995750,0,0,378.00168618984753
11995900,0,0,379.7307489194736
11996050,0,0,379.6778176266462
11996200,0,0,379.65226274954694
11996350,0,0,379.65226274954694
11996500,0,0,381.01760759806984
11996650,0,0,380.3756774915164
11996800,0,0,380.0533332489995
11996950,0,0,382.0306322068036
11997100,0,0,384.40097735210475
11997250,0,0,385.114405358423
11997400,0,0,386.59155331725924
11997550,0,0,387.15076483858866
11997700,0,0,388.9096133742478
11997850,0,0,388.8233832550213
11998000,0,0,388.2722253602833
11998150,0,0,388.1578682685122
11998300,0,0,388.16036573784095
11998450,0,0,388.0813307430126
11998600,0,0,388.083815208096
11998750,0,0,387.66205691672894
11998900,0,0,387.706213207508
11999050,0,0,387.7478132075066
11999200,0,0,387.590857031445
11999350,0,0,387.590857031445
11999500,0,0,387.67934238576436
11999650,0,0,387.649190775609
11999800,0,0,389.3950286906984
11999950,0,0,389.0480174353397
12000100,0,0,389.0917726044354
12000250,0,0,389.0167283319952
12000400,0,0,389.111049846465
12000550,0,0,389.1186469412096
12000700,0,0,390.2783561701435
12000850,0,0,389.6301848748217
12001000,0,0,392.3284220379146
12001150,0,0,392.8272830629512
12001300,0,0,392.8029934173701
12001450,0,0,394.50792930629086
12001600,0,0,392.65651335791244
