blocknumber,reserve YFI,reserve USDC,volume YFI for 5% slippage
13511950,0,0,2.5013457894736816e-13
13512100,0,0,2.5013457894736816e-13
13512250,0,0,2.5013457894736816e-13
13512400,0,0,2.5013457894736816e-13
13512550,0,0,2.5013457894736816e-13
13512700,0,0,2.5013457894736816e-13
13512850,0,0,2.5013457894736816e-13
13513000,0,0,2.5013457894736816e-13
13513150,0,0,2.5013457894736816e-13
13513300,0,0,2.5013457894736816e-13
13513450,0,0,2.5013457894736816e-13
13513600,0,0,2.5013457894736816e-13
13513750,0,0,2.5013457894736816e-13
13513900,0,0,2.5013457894736816e-13
13514050,0,0,2.5013457894736816e-13
13514200,0,0,2.5013457894736816e-13
13514350,0,0,2.5013457894736816e-13
13514500,0,0,2.5013457894736816e-13
13514650,0,0,2.5013457894736816e-13
13514800,0,0,2.5013457894736816e-13
13514950,0,0,2.5013457894736816e-13
13515100,0,0,2.5013457894736816e-13
13515250,0,0,2.5013457894736816e-13
13515400,0,0,2.5013457894736816e-13
13515550,0,0,2.5013457894736816e-13
13515700,0,0,2.5013457894736816e-13
13515850,0,0,2.5013457894736816e-13
13516000,0,0,2.5013457894736816e-13
13516150,0,0,2.5013457894736816e-13
13516300,0,0,2.5013457894736816e-13
13516450,0,0,2.5013457894736816e-13
13516600,0,0,2.5013457894736816e-13
13516750,0,0,2.5013457894736816e-13
13516900,0,0,2.5013457894736816e-13
13517050,0,0,2.5013457894736816e-13
13517200,0,0,2.5013457894736816e-13
13517350,0,0,2.5013457894736816e-13
13517500,0,0,2.5013457894736816e-13
13517650,0,0,2.5013457894736816e-13
13517800,0,0,2.5013457894736816e-13
13517950,0,0,2.5013457894736816e-13
13518100,0,0,2.5013457894736816e-13
13518250,0,0,2.5013457894736816e-13
13518400,0,0,2.5013457894736816e-13
13518550,0,0,2.5013457894736816e-13
13518700,0,0,2.5013457894736816e-13
13518850,0,0,2.5013457894736816e-13
13519000,0,0,2.5013457894736816e-13
13519150,0,0,2.5013457894736816e-13
13519300,0,0,2.5013457894736816e-13
13519450,0,0,2.5013457894736816e-13
13519600,0,0,2.5013457894736816e-13
13519750,0,0,2.5013457894736816e-13
13519900,0,0,2.5013457894736816e-13
13520050,0,0,2.5013457894736816e-13
13520200,0,0,2.5013457894736816e-13
13520350,0,0,2.5013457894736816e-13
13520500,0,0,2.5013457894736816e-13
13520650,0,0,2.5013457894736816e-13
13520800,0,0,2.5013457894736816e-13
13520950,0,0,2.5013457894736816e-13
13521100,0,0,2.5013457894736816e-13
13521250,0,0,2.5013457894736816e-13
13521400,0,0,2.5013457894736816e-13
13521550,0,0,2.5013457894736816e-13
13521700,0,0,2.5013457894736816e-13
13521850,0,0,2.5013457894736816e-13
13522000,0,0,2.5013457894736816e-13
13522150,0,0,2.5013457894736816e-13
13522300,0,0,2.5013457894736816e-13
13522450,0,0,2.5013457894736816e-13
13522600,0,0,2.5013457894736816e-13
13522750,0,0,2.5013457894736816e-13
13522900,0,0,2.5013457894736816e-13
13523050,0,0,2.5013457894736816e-13
13523200,0,0,2.5013457894736816e-13
13523350,0,0,2.5013457894736816e-13
13523500,0,0,2.5013457894736816e-13
13523650,0,0,2.5013457894736816e-13
13523800,0,0,2.5013457894736816e-13
13523950,0,0,2.5013457894736816e-13
13524100,0,0,2.5013457894736816e-13
13524250,0,0,2.5013457894736816e-13
13524400,0,0,2.5013457894736816e-13
13524550,0,0,2.5013457894736816e-13
13524700,0,0,2.5013457894736816e-13
13524850,0,0,2.5013457894736816e-13
13525000,0,0,2.5013457894736816e-13
13525150,0,0,2.5013457894736816e-13
13525300,0,0,2.5013457894736816e-13
13525450,0,0,2.5013457894736816e-13
13525600,0,0,2.5013457894736816e-13
13525750,0,0,2.5013457894736816e-13
13525900,0,0,2.5013457894736816e-13
13526050,0,0,2.5013457894736816e-13
13526200,0,0,2.5013457894736816e-13
13526350,0,0,2.5013457894736816e-13
13526500,0,0,2.5013457894736816e-13
13526650,0,0,2.5013457894736816e-13
13526800,0,0,2.5013457894736816e-13
13526950,0,0,2.5013457894736816e-13
13527100,0,0,2.5013457894736816e-13
13527250,0,0,2.5013457894736816e-13
13527400,0,0,2.5013457894736816e-13
13527550,0,0,2.5013457894736816e-13
13527700,0,0,2.5013457894736816e-13
13527850,0,0,2.5013457894736816e-13
13528000,0,0,2.5013457894736816e-13
13528150,0,0,2.5013457894736816e-13
13528300,0,0,2.5013457894736816e-13
13528450,0,0,2.5013457894736816e-13
13528600,0,0,2.5013457894736816e-13
13528750,0,0,2.5013457894736816e-13
13528900,0,0,2.5013457894736816e-13
13529050,0,0,2.5013457894736816e-13
13529200,0,0,2.5013457894736816e-13
13529350,0,0,2.5013457894736816e-13
13529500,0,0,2.5013457894736816e-13
13529650,0,0,2.5013457894736816e-13
13529800,0,0,2.5013457894736816e-13
13529950,0,0,2.5013457894736816e-13
13530100,0,0,2.5013457894736816e-13
13530250,0,0,2.5013457894736816e-13
13530400,0,0,2.5013457894736816e-13
13530550,0,0,2.5013457894736816e-13
13530700,0,0,2.5013457894736816e-13
13530850,0,0,2.5013457894736816e-13
13531000,0,0,2.5013457894736816e-13
13531150,0,0,2.5013457894736816e-13
13531300,0,0,2.5013457894736816e-13
13531450,0,0,2.5013457894736816e-13
13531600,0,0,2.5013457894736816e-13
13531750,0,0,2.5013457894736816e-13
13531900,0,0,2.5013457894736816e-13
13532050,0,0,2.5013457894736816e-13
13532200,0,0,2.5013457894736816e-13
13532350,0,0,2.5013457894736816e-13
13532500,0,0,2.5013457894736816e-13
13532650,0,0,2.5013457894736816e-13
13532800,0,0,2.5013457894736816e-13
13532950,0,0,2.5013457894736816e-13
13533100,0,0,2.5013457894736816e-13
13533250,0,0,2.5013457894736816e-13
13533400,0,0,2.5013457894736816e-13
13533550,0,0,2.5013457894736816e-13
13533700,0,0,2.5013457894736816e-13
13533850,0,0,2.5013457894736816e-13
13534000,0,0,2.5013457894736816e-13
13534150,0,0,2.5013457894736816e-13
13534300,0,0,2.5013457894736816e-13
13534450,0,0,2.5013457894736816e-13
13534600,0,0,2.5013457894736816e-13
13534750,0,0,2.5013457894736816e-13
13534900,0,0,2.5013457894736816e-13
13535050,0,0,2.5013457894736816e-13
13535200,0,0,2.5013457894736816e-13
13535350,0,0,2.5013457894736816e-13
13535500,0,0,2.5013457894736816e-13
13535650,0,0,2.5013457894736816e-13
13535800,0,0,2.5013457894736816e-13
13535950,0,0,2.5013457894736816e-13
13536100,0,0,2.5013457894736816e-13
13536250,0,0,2.5013457894736816e-13
13536400,0,0,2.5013457894736816e-13
13536550,0,0,2.5013457894736816e-13
13536700,0,0,2.5013457894736816e-13
13536850,0,0,2.5013457894736816e-13
13537000,0,0,2.5013457894736816e-13
13537150,0,0,2.5013457894736816e-13
13537300,0,0,2.5013457894736816e-13
13537450,0,0,2.5013457894736816e-13
13537600,0,0,2.5013457894736816e-13
13537750,0,0,2.5013457894736816e-13
13537900,0,0,2.5013457894736816e-13
13538050,0,0,2.5013457894736816e-13
13538200,0,0,2.5013457894736816e-13
13538350,0,0,2.5013457894736816e-13
13538500,0,0,2.5013457894736816e-13
13538650,0,0,2.5013457894736816e-13
13538800,0,0,2.5013457894736816e-13
13538950,0,0,2.5013457894736816e-13
13539100,0,0,2.5013457894736816e-13
13539250,0,0,2.5013457894736816e-13
13539400,0,0,2.5013457894736816e-13
13539550,0,0,2.5013457894736816e-13
13539700,0,0,2.5013457894736816e-13
13539850,0,0,2.5013457894736816e-13
13540000,0,0,2.5013457894736816e-13
13540150,0,0,2.5013457894736816e-13
13540300,0,0,2.5013457894736816e-13
13540450,0,0,2.5013457894736816e-13
13540600,0,0,2.5013457894736816e-13
13540750,0,0,2.5013457894736816e-13
13540900,0,0,2.5013457894736816e-13
13541050,0,0,2.5013457894736816e-13
13541200,0,0,2.5013457894736816e-13
13541350,0,0,2.5013457894736816e-13
13541500,0,0,2.5013457894736816e-13
13541650,0,0,2.5013457894736816e-13
13541800,0,0,2.5013457894736816e-13
13541950,0,0,2.5013457894736816e-13
13542100,0,0,2.5013457894736816e-13
13542250,0,0,2.5013457894736816e-13
13542400,0,0,2.5013457894736816e-13
13542550,0,0,2.5013457894736816e-13
13542700,0,0,2.5013457894736816e-13
13542850,0,0,2.5013457894736816e-13
13543000,0,0,2.5013457894736816e-13
13543150,0,0,2.5013457894736816e-13
13543300,0,0,2.5013457894736816e-13
13543450,0,0,2.5013457894736816e-13
13543600,0,0,2.5013457894736816e-13
13543750,0,0,2.5013457894736816e-13
13543900,0,0,2.5013457894736816e-13
13544050,0,0,2.5013457894736816e-13
13544200,0,0,2.5013457894736816e-13
13544350,0,0,2.5013457894736816e-13
13544500,0,0,2.5013457894736816e-13
13544650,0,0,2.5013457894736816e-13
13544800,0,0,2.5013457894736816e-13
13544950,0,0,2.5013457894736816e-13
13545100,0,0,2.5013457894736816e-13
13545250,0,0,2.5013457894736816e-13
13545400,0,0,2.5013457894736816e-13
13545550,0,0,2.5013457894736816e-13
13545700,0,0,2.5013457894736816e-13
13545850,0,0,2.5013457894736816e-13
13546000,0,0,2.5013457894736816e-13
13546150,0,0,2.5013457894736816e-13
13546300,0,0,2.5013457894736816e-13
13546450,0,0,2.5013457894736816e-13
13546600,0,0,2.5013457894736816e-13
13546750,0,0,2.5013457894736816e-13
13546900,0,0,2.5013457894736816e-13
13547050,0,0,2.5013457894736816e-13
13547200,0,0,2.5013457894736816e-13
13547350,0,0,2.5013457894736816e-13
13547500,0,0,2.5013457894736816e-13
13547650,0,0,2.5013457894736816e-13
13547800,0,0,2.5013457894736816e-13
13547950,0,0,2.5013457894736816e-13
13548100,0,0,2.5013457894736816e-13
13548250,0,0,2.5013457894736816e-13
13548400,0,0,2.5013457894736816e-13
13548550,0,0,2.5013457894736816e-13
13548700,0,0,2.5013457894736816e-13
13548850,0,0,2.5013457894736816e-13
13549000,0,0,2.5013457894736816e-13
13549150,0,0,2.5013457894736816e-13
13549300,0,0,2.5013457894736816e-13
13549450,0,0,2.5013457894736816e-13
13549600,0,0,2.5013457894736816e-13
13549750,0,0,2.5013457894736816e-13
13549900,0,0,2.5013457894736816e-13
13550050,0,0,2.5013457894736816e-13
13550200,0,0,2.5013457894736816e-13
13550350,0,0,2.5013457894736816e-13
13550500,0,0,2.5013457894736816e-13
13550650,0,0,2.5013457894736816e-13
13550800,0,0,2.5013457894736816e-13
13550950,0,0,2.5013457894736816e-13
13551100,0,0,2.5013457894736816e-13
13551250,0,0,2.5013457894736816e-13
13551400,0,0,2.5013457894736816e-13
13551550,0,0,2.5013457894736816e-13
13551700,0,0,2.5013457894736816e-13
13551850,0,0,2.5013457894736816e-13
13552000,0,0,2.5013457894736816e-13
13552150,0,0,2.5013457894736816e-13
13552300,0,0,2.5013457894736816e-13
13552450,0,0,2.5013457894736816e-13
13552600,0,0,2.5013457894736816e-13
13552750,0,0,2.5013457894736816e-13
13552900,0,0,2.5013457894736816e-13
13553050,0,0,2.5013457894736816e-13
13553200,0,0,2.5013457894736816e-13
13553350,0,0,2.5013457894736816e-13
13553500,0,0,2.5013457894736816e-13
13553650,0,0,2.5013457894736816e-13
13553800,0,0,2.5013457894736816e-13
13553950,0,0,2.5013457894736816e-13
13554100,0,0,2.5013457894736816e-13
13554250,0,0,2.5013457894736816e-13
13554400,0,0,2.5013457894736816e-13
13554550,0,0,2.5013457894736816e-13
13554700,0,0,2.5013457894736816e-13
13554850,0,0,2.5013457894736816e-13
13555000,0,0,2.5013457894736816e-13
13555150,0,0,2.5013457894736816e-13
13555300,0,0,2.5013457894736816e-13
13555450,0,0,2.5013457894736816e-13
13555600,0,0,2.5013457894736816e-13
13555750,0,0,2.5013457894736816e-13
13555900,0,0,2.5013457894736816e-13
13556050,0,0,2.5013457894736816e-13
13556200,0,0,2.5013457894736816e-13
13556350,0,0,2.5013457894736816e-13
13556500,0,0,2.5013457894736816e-13
13556650,0,0,2.5013457894736816e-13
13556800,0,0,2.5013457894736816e-13
13556950,0,0,2.5013457894736816e-13
13557100,0,0,2.5013457894736816e-13
13557250,0,0,2.5013457894736816e-13
13557400,0,0,2.5013457894736816e-13
13557550,0,0,2.5013457894736816e-13
13557700,0,0,2.5013457894736816e-13
13557850,0,0,2.5013457894736816e-13
13558000,0,0,2.5013457894736816e-13
13558150,0,0,2.5013457894736816e-13
13558300,0,0,2.5013457894736816e-13
13558450,0,0,2.5013457894736816e-13
13558600,0,0,2.5013457894736816e-13
13558750,0,0,2.5013457894736816e-13
13558900,0,0,2.5013457894736816e-13
13559050,0,0,2.5013457894736816e-13
13559200,0,0,2.5013457894736816e-13
13559350,0,0,2.5013457894736816e-13
13559500,0,0,2.5013457894736816e-13
13559650,0,0,2.5013457894736816e-13
13559800,0,0,2.5013457894736816e-13
13559950,0,0,2.5013457894736816e-13
13560100,0,0,2.5013457894736816e-13
13560250,0,0,2.5013457894736816e-13
13560400,0,0,2.5013457894736816e-13
13560550,0,0,2.5013457894736816e-13
13560700,0,0,2.5013457894736816e-13
13560850,0,0,2.5013457894736816e-13
13561000,0,0,2.5013457894736816e-13
13561150,0,0,2.5013457894736816e-13
13561300,0,0,2.5013457894736816e-13
13561450,0,0,2.5013457894736816e-13
13561600,0,0,2.5013457894736816e-13
13561750,0,0,2.5013457894736816e-13
13561900,0,0,2.5013457894736816e-13
13562050,0,0,2.5013457894736816e-13
13562200,0,0,2.5013457894736816e-13
13562350,0,0,2.5013457894736816e-13
13562500,0,0,2.5013457894736816e-13
13562650,0,0,2.5013457894736816e-13
13562800,0,0,2.5013457894736816e-13
13562950,0,0,2.5013457894736816e-13
13563100,0,0,2.5013457894736816e-13
13563250,0,0,2.5013457894736816e-13
13563400,0,0,2.5013457894736816e-13
13563550,0,0,2.5013457894736816e-13
13563700,0,0,2.5013457894736816e-13
13563850,0,0,2.5013457894736816e-13
13564000,0,0,2.5013457894736816e-13
13564150,0,0,2.5013457894736816e-13
13564300,0,0,2.5013457894736816e-13
13564450,0,0,2.5013457894736816e-13
13564600,0,0,2.5013457894736816e-13
13564750,0,0,2.5013457894736816e-13
13564900,0,0,2.5013457894736816e-13
13565050,0,0,2.5013457894736816e-13
13565200,0,0,2.5013457894736816e-13
13565350,0,0,2.5013457894736816e-13
13565500,0,0,2.5013457894736816e-13
13565650,0,0,2.5013457894736816e-13
13565800,0,0,2.5013457894736816e-13
13565950,0,0,2.5013457894736816e-13
13566100,0,0,2.5013457894736816e-13
13566250,0,0,2.5013457894736816e-13
13566400,0,0,2.5013457894736816e-13
13566550,0,0,2.5013457894736816e-13
13566700,0,0,2.5013457894736816e-13
13566850,0,0,2.5013457894736816e-13
13567000,0,0,2.5013457894736816e-13
13567150,0,0,2.5013457894736816e-13
13567300,0,0,2.5013457894736816e-13
13567450,0,0,2.5013457894736816e-13
13567600,0,0,2.5013457894736816e-13
13567750,0,0,2.5013457894736816e-13
13567900,0,0,2.5013457894736816e-13
13568050,0,0,2.5013457894736816e-13
13568200,0,0,2.5013457894736816e-13
13568350,0,0,2.5013457894736816e-13
13568500,0,0,2.5013457894736816e-13
13568650,0,0,2.5013457894736816e-13
13568800,0,0,2.5013457894736816e-13
13568950,0,0,2.5013457894736816e-13
13569100,0,0,2.5013457894736816e-13
13569250,0,0,2.5013457894736816e-13
13569400,0,0,2.5013457894736816e-13
13569550,0,0,2.5013457894736816e-13
13569700,0,0,2.5013457894736816e-13
13569850,0,0,2.5013457894736816e-13
13570000,0,0,2.5013457894736816e-13
13570150,0,0,2.5013457894736816e-13
13570300,0,0,2.5013457894736816e-13
13570450,0,0,2.5013457894736816e-13
13570600,0,0,2.5013457894736816e-13
13570750,0,0,2.5013457894736816e-13
13570900,0,0,2.5013457894736816e-13
13571050,0,0,2.5013457894736816e-13
13571200,0,0,2.5013457894736816e-13
13571350,0,0,2.5013457894736816e-13
13571500,0,0,2.5013457894736816e-13
13571650,0,0,2.5013457894736816e-13
13571800,0,0,2.5013457894736816e-13
13571950,0,0,2.5013457894736816e-13
13572100,0,0,2.5013457894736816e-13
13572250,0,0,2.5013457894736816e-13
13572400,0,0,2.5013457894736816e-13
13572550,0,0,2.5013457894736816e-13
13572700,0,0,2.5013457894736816e-13
13572850,0,0,2.5013457894736816e-13
13573000,0,0,2.5013457894736816e-13
13573150,0,0,2.5013457894736816e-13
13573300,0,0,2.5013457894736816e-13
13573450,0,0,2.5013457894736816e-13
13573600,0,0,2.5013457894736816e-13
13573750,0,0,2.5013457894736816e-13
13573900,0,0,2.5013457894736816e-13
13574050,0,0,2.5013457894736816e-13
13574200,0,0,2.5013457894736816e-13
13574350,0,0,2.5013457894736816e-13
13574500,0,0,2.5013457894736816e-13
13574650,0,0,2.5013457894736816e-13
13574800,0,0,2.5013457894736816e-13
13574950,0,0,2.5013457894736816e-13
13575100,0,0,2.5013457894736816e-13
13575250,0,0,2.5013457894736816e-13
13575400,0,0,2.5013457894736816e-13
13575550,0,0,2.5013457894736816e-13
13575700,0,0,2.5013457894736816e-13
13575850,0,0,2.5013457894736816e-13
13576000,0,0,2.5013457894736816e-13
13576150,0,0,2.5013457894736816e-13
13576300,0,0,2.5013457894736816e-13
13576450,0,0,2.5013457894736816e-13
13576600,0,0,2.5013457894736816e-13
13576750,0,0,2.5013457894736816e-13
13576900,0,0,2.5013457894736816e-13
13577050,0,0,2.5013457894736816e-13
13577200,0,0,2.5013457894736816e-13
13577350,0,0,2.5013457894736816e-13
13577500,0,0,2.5013457894736816e-13
13577650,0,0,2.5013457894736816e-13
13577800,0,0,2.5013457894736816e-13
13577950,0,0,2.5013457894736816e-13
13578100,0,0,2.5013457894736816e-13
13578250,0,0,2.5013457894736816e-13
13578400,0,0,2.5013457894736816e-13
13578550,0,0,2.5013457894736816e-13
13578700,0,0,2.5013457894736816e-13
13578850,0,0,2.5013457894736816e-13
13579000,0,0,2.5013457894736816e-13
13579150,0,0,2.5013457894736816e-13
13579300,0,0,2.5013457894736816e-13
13579450,0,0,2.5013457894736816e-13
13579600,0,0,2.5013457894736816e-13
13579750,0,0,2.5013457894736816e-13
13579900,0,0,2.5013457894736816e-13
13580050,0,0,2.5013457894736816e-13
13580200,0,0,2.5013457894736816e-13
13580350,0,0,2.5013457894736816e-13
13580500,0,0,2.5013457894736816e-13
13580650,0,0,2.5013457894736816e-13
13580800,0,0,2.5013457894736816e-13
13580950,0,0,2.5013457894736816e-13
13581100,0,0,2.5013457894736816e-13
13581250,0,0,2.5013457894736816e-13
13581400,0,0,2.5013457894736816e-13
13581550,0,0,2.5013457894736816e-13
13581700,0,0,2.5013457894736816e-13
13581850,0,0,2.5013457894736816e-13
13582000,0,0,2.5013457894736816e-13
13582150,0,0,2.5013457894736816e-13
13582300,0,0,2.5013457894736816e-13
13582450,0,0,2.5013457894736816e-13
13582600,0,0,2.5013457894736816e-13
13582750,0,0,2.5013457894736816e-13
13582900,0,0,2.5013457894736816e-13
13583050,0,0,2.5013457894736816e-13
13583200,0,0,2.5013457894736816e-13
13583350,0,0,2.5013457894736816e-13
13583500,0,0,2.5013457894736816e-13
13583650,0,0,2.5013457894736816e-13
13583800,0,0,2.5013457894736816e-13
13583950,0,0,2.5013457894736816e-13
13584100,0,0,2.5013457894736816e-13
13584250,0,0,2.5013457894736816e-13
13584400,0,0,2.5013457894736816e-13
13584550,0,0,2.5013457894736816e-13
13584700,0,0,2.5013457894736816e-13
13584850,0,0,2.5013457894736816e-13
13585000,0,0,2.5013457894736816e-13
13585150,0,0,2.5013457894736816e-13
13585300,0,0,2.5013457894736816e-13
13585450,0,0,2.5013457894736816e-13
13585600,0,0,2.5013457894736816e-13
13585750,0,0,2.5013457894736816e-13
13585900,0,0,2.5013457894736816e-13
13586050,0,0,2.5013457894736816e-13
13586200,0,0,2.5013457894736816e-13
13586350,0,0,2.5013457894736816e-13
13586500,0,0,2.5013457894736816e-13
13586650,0,0,2.5013457894736816e-13
13586800,0,0,2.5013457894736816e-13
13586950,0,0,2.5013457894736816e-13
13587100,0,0,2.5013457894736816e-13
13587250,0,0,2.5013457894736816e-13
13587400,0,0,2.5013457894736816e-13
13587550,0,0,2.5013457894736816e-13
13587700,0,0,2.5013457894736816e-13
13587850,0,0,2.5013457894736816e-13
13588000,0,0,2.5013457894736816e-13
13588150,0,0,2.5013457894736816e-13
13588300,0,0,2.5013457894736816e-13
13588450,0,0,2.5013457894736816e-13
13588600,0,0,2.5013457894736816e-13
13588750,0,0,2.5013457894736816e-13
13588900,0,0,2.5013457894736816e-13
13589050,0,0,2.5013457894736816e-13
13589200,0,0,2.5013457894736816e-13
13589350,0,0,2.5013457894736816e-13
13589500,0,0,2.5013457894736816e-13
13589650,0,0,2.5013457894736816e-13
13589800,0,0,2.5013457894736816e-13
13589950,0,0,2.5013457894736816e-13
13590100,0,0,2.5013457894736816e-13
13590250,0,0,2.5013457894736816e-13
13590400,0,0,2.5013457894736816e-13
13590550,0,0,2.5013457894736816e-13
13590700,0,0,2.5013457894736816e-13
13590850,0,0,2.5013457894736816e-13
13591000,0,0,2.5013457894736816e-13
13591150,0,0,2.5013457894736816e-13
13591300,0,0,2.5013457894736816e-13
13591450,0,0,2.5013457894736816e-13
13591600,0,0,2.5013457894736816e-13
13591750,0,0,2.5013457894736816e-13
13591900,0,0,2.5013457894736816e-13
13592050,0,0,2.5013457894736816e-13
13592200,0,0,2.5013457894736816e-13
13592350,0,0,2.5013457894736816e-13
13592500,0,0,2.5013457894736816e-13
13592650,0,0,2.5013457894736816e-13
13592800,0,0,2.5013457894736816e-13
13592950,0,0,2.5013457894736816e-13
13593100,0,0,2.5013457894736816e-13
13593250,0,0,2.5013457894736816e-13
13593400,0,0,2.5013457894736816e-13
13593550,0,0,2.5013457894736816e-13
13593700,0,0,2.5013457894736816e-13
13593850,0,0,2.5013457894736816e-13
13594000,0,0,2.5013457894736816e-13
13594150,0,0,2.5013457894736816e-13
13594300,0,0,2.5013457894736816e-13
13594450,0,0,2.5013457894736816e-13
13594600,0,0,2.5013457894736816e-13
13594750,0,0,2.5013457894736816e-13
13594900,0,0,2.5013457894736816e-13
13595050,0,0,2.5013457894736816e-13
13595200,0,0,2.5013457894736816e-13
13595350,0,0,2.5013457894736816e-13
13595500,0,0,2.5013457894736816e-13
13595650,0,0,2.5013457894736816e-13
13595800,0,0,2.5013457894736816e-13
13595950,0,0,2.5013457894736816e-13
13596100,0,0,2.5013457894736816e-13
13596250,0,0,2.5013457894736816e-13
13596400,0,0,2.5013457894736816e-13
13596550,0,0,2.5013457894736816e-13
13596700,0,0,2.5013457894736816e-13
13596850,0,0,2.5013457894736816e-13
13597000,0,0,2.5013457894736816e-13
13597150,0,0,2.5013457894736816e-13
13597300,0,0,2.5013457894736816e-13
13597450,0,0,2.5013457894736816e-13
13597600,0,0,2.5013457894736816e-13
13597750,0,0,2.5013457894736816e-13
13597900,0,0,2.5013457894736816e-13
13598050,0,0,2.5013457894736816e-13
13598200,0,0,2.5013457894736816e-13
13598350,0,0,2.5013457894736816e-13
13598500,0,0,2.5013457894736816e-13
13598650,0,0,2.5013457894736816e-13
13598800,0,0,2.5013457894736816e-13
13598950,0,0,2.5013457894736816e-13
13599100,0,0,2.5013457894736816e-13
13599250,0,0,2.5013457894736816e-13
13599400,0,0,2.5013457894736816e-13
13599550,0,0,2.5013457894736816e-13
13599700,0,0,2.5013457894736816e-13
13599850,0,0,2.5013457894736816e-13
13600000,0,0,2.5013457894736816e-13
13600150,0,0,2.5013457894736816e-13
13600300,0,0,2.5013457894736816e-13
13600450,0,0,2.5013457894736816e-13
13600600,0,0,2.5013457894736816e-13
13600750,0,0,2.5013457894736816e-13
13600900,0,0,2.5013457894736816e-13
13601050,0,0,2.5013457894736816e-13
13601200,0,0,2.5013457894736816e-13
13601350,0,0,2.5013457894736816e-13
13601500,0,0,2.5013457894736816e-13
13601650,0,0,2.5013457894736816e-13
13601800,0,0,2.5013457894736816e-13
13601950,0,0,2.5013457894736816e-13
13602100,0,0,2.5013457894736816e-13
13602250,0,0,2.5013457894736816e-13
13602400,0,0,2.5013457894736816e-13
13602550,0,0,2.5013457894736816e-13
13602700,0,0,2.5013457894736816e-13
13602850,0,0,2.5013457894736816e-13
13603000,0,0,2.5013457894736816e-13
13603150,0,0,2.5013457894736816e-13
13603300,0,0,2.5013457894736816e-13
13603450,0,0,2.5013457894736816e-13
13603600,0,0,2.5013457894736816e-13
13603750,0,0,2.5013457894736816e-13
13603900,0,0,2.5013457894736816e-13
13604050,0,0,2.5013457894736816e-13
13604200,0,0,2.5013457894736816e-13
13604350,0,0,2.5013457894736816e-13
13604500,0,0,2.5013457894736816e-13
13604650,0,0,2.5013457894736816e-13
13604800,0,0,2.5013457894736816e-13
13604950,0,0,2.5013457894736816e-13
13605100,0,0,2.5013457894736816e-13
13605250,0,0,2.5013457894736816e-13
13605400,0,0,2.5013457894736816e-13
13605550,0,0,2.5013457894736816e-13
13605700,0,0,2.5013457894736816e-13
13605850,0,0,2.5013457894736816e-13
13606000,0,0,2.5013457894736816e-13
13606150,0,0,2.5013457894736816e-13
13606300,0,0,2.5013457894736816e-13
13606450,0,0,2.5013457894736816e-13
13606600,0,0,2.5013457894736816e-13
13606750,0,0,2.5013457894736816e-13
13606900,0,0,2.5013457894736816e-13
13607050,0,0,2.5013457894736816e-13
13607200,0,0,2.5013457894736816e-13
13607350,0,0,2.5013457894736816e-13
13607500,0,0,2.5013457894736816e-13
13607650,0,0,2.5013457894736816e-13
13607800,0,0,2.5013457894736816e-13
13607950,0,0,2.5013457894736816e-13
13608100,0,0,2.5013457894736816e-13
13608250,0,0,2.5013457894736816e-13
13608400,0,0,2.5013457894736816e-13
13608550,0,0,2.5013457894736816e-13
13608700,0,0,2.5013457894736816e-13
13608850,0,0,2.5013457894736816e-13
13609000,0,0,2.5013457894736816e-13
13609150,0,0,2.5013457894736816e-13
13609300,0,0,2.5013457894736816e-13
13609450,0,0,2.5013457894736816e-13
13609600,0,0,2.5013457894736816e-13
13609750,0,0,2.5013457894736816e-13
13609900,0,0,2.5013457894736816e-13
13610050,0,0,2.5013457894736816e-13
13610200,0,0,2.5013457894736816e-13
13610350,0,0,2.5013457894736816e-13
13610500,0,0,2.5013457894736816e-13
13610650,0,0,2.5013457894736816e-13
13610800,0,0,2.5013457894736816e-13
13610950,0,0,2.5013457894736816e-13
13611100,0,0,2.5013457894736816e-13
13611250,0,0,2.5013457894736816e-13
13611400,0,0,2.5013457894736816e-13
13611550,0,0,2.5013457894736816e-13
13611700,0,0,2.5013457894736816e-13
13611850,0,0,2.5013457894736816e-13
13612000,0,0,2.5013457894736816e-13
13612150,0,0,2.5013457894736816e-13
13612300,0,0,2.5013457894736816e-13
13612450,0,0,2.5013457894736816e-13
13612600,0,0,2.5013457894736816e-13
13612750,0,0,2.5013457894736816e-13
13612900,0,0,2.5013457894736816e-13
13613050,0,0,2.5013457894736816e-13
13613200,0,0,2.5013457894736816e-13
13613350,0,0,2.5013457894736816e-13
13613500,0,0,2.5013457894736816e-13
13613650,0,0,2.5013457894736816e-13
13613800,0,0,2.5013457894736816e-13
13613950,0,0,2.5013457894736816e-13
13614100,0,0,2.5013457894736816e-13
13614250,0,0,2.5013457894736816e-13
13614400,0,0,2.5013457894736816e-13
13614550,0,0,2.5013457894736816e-13
13614700,0,0,2.5013457894736816e-13
13614850,0,0,2.5013457894736816e-13
13615000,0,0,2.5013457894736816e-13
13615150,0,0,2.5013457894736816e-13
13615300,0,0,2.5013457894736816e-13
13615450,0,0,2.5013457894736816e-13
13615600,0,0,2.5013457894736816e-13
13615750,0,0,2.5013457894736816e-13
13615900,0,0,2.5013457894736816e-13
13616050,0,0,2.5013457894736816e-13
13616200,0,0,2.5013457894736816e-13
13616350,0,0,2.5013457894736816e-13
13616500,0,0,2.5013457894736816e-13
