blocknumber,reserve BAT,reserve WBTC,volume BAT for 5% slippage
14194600,0,0,1.9621419410289412e-7
14194750,0,0,1.9621419410289412e-7
14194900,0,0,1.9621419410289412e-7
14195050,0,0,1.9621419410289412e-7
14195200,0,0,1.9621419410289412e-7
14195350,0,0,1.9621419410289412e-7
14195500,0,0,1.9621419410289412e-7
14195650,0,0,1.9621419410289412e-7
14195800,0,0,1.9621419410289412e-7
14195950,0,0,1.9621419410289412e-7
14196100,0,0,1.9621419410289412e-7
14196250,0,0,1.9621419410289412e-7
14196400,0,0,1.9621419410289412e-7
14196550,0,0,1.9621419410289412e-7
14196700,0,0,1.9621419410289412e-7
14196850,0,0,1.9621419410289412e-7
14197000,0,0,1.9621419410289412e-7
14197150,0,0,1.9621419410289412e-7
14197300,0,0,1.9621419410289412e-7
14197450,0,0,1.9621419410289412e-7
14197600,0,0,1.9621419410289412e-7
14197750,0,0,1.9621419410289412e-7
14197900,0,0,1.9621419410289412e-7
14198050,0,0,1.9621419410289412e-7
14198200,0,0,1.9621419410289412e-7
14198350,0,0,1.9621419410289412e-7
14198500,0,0,1.9621419410289412e-7
14198650,0,0,1.9621419410289412e-7
14198800,0,0,1.9621419410289412e-7
14198950,0,0,1.9621419410289412e-7
14199100,0,0,1.9621419410289412e-7
14199250,0,0,1.9621419410289412e-7
14199400,0,0,1.9621419410289412e-7
14199550,0,0,1.9621419410289412e-7
14199700,0,0,1.9621419410289412e-7
14199850,0,0,1.9621419410289412e-7
14200000,0,0,1.9621419410289412e-7
14200150,0,0,1.9621419410289412e-7
14200300,0,0,1.9621419410289412e-7
14200450,0,0,1.9621419410289412e-7
14200600,0,0,1.9621419410289412e-7
14200750,0,0,1.9621419410289412e-7
14200900,0,0,1.9621419410289412e-7
14201050,0,0,1.9621419410289412e-7
14201200,0,0,1.9621419410289412e-7
14201350,0,0,1.9621419410289412e-7
14201500,0,0,1.9621419410289412e-7
14201650,0,0,1.9621419410289412e-7
14201800,0,0,1.9621419410289412e-7
14201950,0,0,1.9621419410289412e-7
14202100,0,0,1.9621419410289412e-7
14202250,0,0,1.9621419410289412e-7
14202400,0,0,1.9621419410289412e-7
14202550,0,0,1.9621419410289412e-7
14202700,0,0,1.9621419410289412e-7
14202850,0,0,1.9621419410289412e-7
14203000,0,0,1.9621419410289412e-7
14203150,0,0,1.9621419410289412e-7
14203300,0,0,1.9621419410289412e-7
14203450,0,0,1.9621419410289412e-7
14203600,0,0,1.9621419410289412e-7
14203750,0,0,1.9621419410289412e-7
14203900,0,0,1.9621419410289412e-7
14204050,0,0,1.9621419410289412e-7
14204200,0,0,1.9621419410289412e-7
14204350,0,0,1.9621419410289412e-7
14204500,0,0,1.9621419410289412e-7
14204650,0,0,1.9621419410289412e-7
14204800,0,0,1.9621419410289412e-7
14204950,0,0,1.9621419410289412e-7
14205100,0,0,1.9621419410289412e-7
14205250,0,0,1.9621419410289412e-7
14205400,0,0,1.9621419410289412e-7
14205550,0,0,1.9621419410289412e-7
14205700,0,0,1.9621419410289412e-7
14205850,0,0,1.9621419410289412e-7
14206000,0,0,1.9621419410289412e-7
14206150,0,0,1.9621419410289412e-7
14206300,0,0,1.9621419410289412e-7
14206450,0,0,1.9621419410289412e-7
14206600,0,0,1.9621419410289412e-7
14206750,0,0,1.9621419410289412e-7
14206900,0,0,1.9621419410289412e-7
14207050,0,0,1.9621419410289412e-7
14207200,0,0,1.9621419410289412e-7
14207350,0,0,1.9621419410289412e-7
14207500,0,0,1.9621419410289412e-7
14207650,0,0,1.9621419410289412e-7
14207800,0,0,1.9621419410289412e-7
14207950,0,0,1.9621419410289412e-7
14208100,0,0,1.9621419410289412e-7
14208250,0,0,1.9621419410289412e-7
14208400,0,0,1.9621419410289412e-7
14208550,0,0,1.9621419410289412e-7
14208700,0,0,1.9621419410289412e-7
14208850,0,0,1.9621419410289412e-7
14209000,0,0,1.9621419410289412e-7
14209150,0,0,1.9621419410289412e-7
14209300,0,0,1.9621419410289412e-7
14209450,0,0,1.9621419410289412e-7
14209600,0,0,1.9621419410289412e-7
14209750,0,0,1.9621419410289412e-7
14209900,0,0,1.9621419410289412e-7
14210050,0,0,1.9621419410289412e-7
14210200,0,0,1.9621419410289412e-7
14210350,0,0,1.9621419410289412e-7
14210500,0,0,1.9621419410289412e-7
14210650,0,0,1.9621419410289412e-7
14210800,0,0,1.9621419410289412e-7
14210950,0,0,1.9621419410289412e-7
14211100,0,0,1.9621419410289412e-7
14211250,0,0,1.9621419410289412e-7
14211400,0,0,1.9621419410289412e-7
14211550,0,0,1.9621419410289412e-7
14211700,0,0,1.9621419410289412e-7
14211850,0,0,1.9621419410289412e-7
14212000,0,0,1.9621419410289412e-7
14212150,0,0,1.9621419410289412e-7
14212300,0,0,1.9621419410289412e-7
14212450,0,0,1.9621419410289412e-7
14212600,0,0,1.9621419410289412e-7
14212750,0,0,1.9621419410289412e-7
14212900,0,0,1.9621419410289412e-7
14213050,0,0,1.9621419410289412e-7
14213200,0,0,1.9621419410289412e-7
14213350,0,0,1.9621419410289412e-7
14213500,0,0,1.9621419410289412e-7
14213650,0,0,1.9621419410289412e-7
14213800,0,0,1.9621419410289412e-7
14213950,0,0,1.9621419410289412e-7
14214100,0,0,1.9621419410289412e-7
14214250,0,0,1.9621419410289412e-7
14214400,0,0,1.9621419410289412e-7
14214550,0,0,1.9621419410289412e-7
14214700,0,0,1.9621419410289412e-7
14214850,0,0,1.9621419410289412e-7
14215000,0,0,1.9621419410289412e-7
14215150,0,0,1.9621419410289412e-7
14215300,0,0,1.9621419410289412e-7
14215450,0,0,1.9621419410289412e-7
14215600,0,0,1.9621419410289412e-7
14215750,0,0,1.9621419410289412e-7
14215900,0,0,1.9621419410289412e-7
14216050,0,0,1.9621419410289412e-7
14216200,0,0,1.9621419410289412e-7
14216350,0,0,1.9621419410289412e-7
14216500,0,0,1.9621419410289412e-7
14216650,0,0,1.9621419410289412e-7
14216800,0,0,1.9621419410289412e-7
14216950,0,0,1.9621419410289412e-7
14217100,0,0,1.9621419410289412e-7
14217250,0,0,1.9621419410289412e-7
14217400,0,0,1.9621419410289412e-7
14217550,0,0,1.9621419410289412e-7
14217700,0,0,1.9621419410289412e-7
14217850,0,0,1.9621419410289412e-7
14218000,0,0,1.9621419410289412e-7
14218150,0,0,1.9621419410289412e-7
14218300,0,0,1.9621419410289412e-7
14218450,0,0,1.9621419410289412e-7
14218600,0,0,1.9621419410289412e-7
14218750,0,0,1.9621419410289412e-7
14218900,0,0,1.9621419410289412e-7
14219050,0,0,1.9621419410289412e-7
14219200,0,0,1.9621419410289412e-7
14219350,0,0,1.9621419410289412e-7
14219500,0,0,1.9621419410289412e-7
14219650,0,0,1.9621419410289412e-7
14219800,0,0,1.9621419410289412e-7
14219950,0,0,1.9621419410289412e-7
14220100,0,0,1.9621419410289412e-7
14220250,0,0,1.9621419410289412e-7
14220400,0,0,1.9621419410289412e-7
14220550,0,0,1.9621419410289412e-7
14220700,0,0,1.9621419410289412e-7
14220850,0,0,1.9621419410289412e-7
14221000,0,0,1.9621419410289412e-7
14221150,0,0,1.9621419410289412e-7
14221300,0,0,1.9621419410289412e-7
14221450,0,0,1.9621419410289412e-7
14221600,0,0,1.9621419410289412e-7
14221750,0,0,1.9621419410289412e-7
14221900,0,0,1.9621419410289412e-7
14222050,0,0,1.9621419410289412e-7
14222200,0,0,1.9621419410289412e-7
14222350,0,0,1.9621419410289412e-7
14222500,0,0,1.9621419410289412e-7
14222650,0,0,1.9621419410289412e-7
14222800,0,0,1.9621419410289412e-7
14222950,0,0,1.9621419410289412e-7
14223100,0,0,1.9621419410289412e-7
14223250,0,0,1.9621419410289412e-7
14223400,0,0,1.9621419410289412e-7
14223550,0,0,1.9621419410289412e-7
14223700,0,0,1.9621419410289412e-7
14223850,0,0,1.9621419410289412e-7
14224000,0,0,1.9621419410289412e-7
14224150,0,0,1.9621419410289412e-7
14224300,0,0,1.9621419410289412e-7
14224450,0,0,1.9621419410289412e-7
14224600,0,0,1.9621419410289412e-7
14224750,0,0,1.9621419410289412e-7
14224900,0,0,1.9621419410289412e-7
14225050,0,0,1.9621419410289412e-7
14225200,0,0,1.9621419410289412e-7
14225350,0,0,1.9621419410289412e-7
14225500,0,0,1.9621419410289412e-7
14225650,0,0,1.9621419410289412e-7
14225800,0,0,1.9621419410289412e-7
14225950,0,0,1.9621419410289412e-7
14226100,0,0,1.9621419410289412e-7
14226250,0,0,1.9621419410289412e-7
14226400,0,0,1.9621419410289412e-7
14226550,0,0,1.9621419410289412e-7
14226700,0,0,1.9621419410289412e-7
14226850,0,0,1.9621419410289412e-7
14227000,0,0,1.9621419410289412e-7
14227150,0,0,1.9621419410289412e-7
14227300,0,0,1.9621419410289412e-7
14227450,0,0,1.9621419410289412e-7
14227600,0,0,1.9621419410289412e-7
14227750,0,0,1.9621419410289412e-7
14227900,0,0,1.9621419410289412e-7
14228050,0,0,1.9621419410289412e-7
14228200,0,0,1.9621419410289412e-7
14228350,0,0,1.9621419410289412e-7
14228500,0,0,1.9621419410289412e-7
14228650,0,0,1.9621419410289412e-7
14228800,0,0,1.9621419410289412e-7
14228950,0,0,1.9621419410289412e-7
14229100,0,0,1.9621419410289412e-7
14229250,0,0,1.9621419410289412e-7
14229400,0,0,1.9621419410289412e-7
14229550,0,0,1.9621419410289412e-7
14229700,0,0,1.9621419410289412e-7
14229850,0,0,1.9621419410289412e-7
14230000,0,0,1.9621419410289412e-7
14230150,0,0,1.9621419410289412e-7
14230300,0,0,1.9621419410289412e-7
14230450,0,0,1.9621419410289412e-7
14230600,0,0,1.9621419410289412e-7
14230750,0,0,1.9621419410289412e-7
14230900,0,0,1.9621419410289412e-7
14231050,0,0,1.9621419410289412e-7
14231200,0,0,1.9621419410289412e-7
14231350,0,0,1.9621419410289412e-7
14231500,0,0,1.9621419410289412e-7
14231650,0,0,1.9621419410289412e-7
14231800,0,0,1.9621419410289412e-7
14231950,0,0,1.9621419410289412e-7
14232100,0,0,1.9621419410289412e-7
14232250,0,0,1.9621419410289412e-7
14232400,0,0,1.9621419410289412e-7
14232550,0,0,1.9621419410289412e-7
14232700,0,0,1.9621419410289412e-7
14232850,0,0,1.9621419410289412e-7
14233000,0,0,1.9621419410289412e-7
14233150,0,0,1.9621419410289412e-7
14233300,0,0,1.9621419410289412e-7
14233450,0,0,1.9621419410289412e-7
14233600,0,0,1.9621419410289412e-7
14233750,0,0,1.9621419410289412e-7
14233900,0,0,1.9621419410289412e-7
14234050,0,0,1.9621419410289412e-7
14234200,0,0,1.9621419410289412e-7
14234350,0,0,1.9621419410289412e-7
14234500,0,0,1.9621419410289412e-7
14234650,0,0,1.9621419410289412e-7
14234800,0,0,1.9621419410289412e-7
14234950,0,0,1.9621419410289412e-7
14235100,0,0,1.9621419410289412e-7
14235250,0,0,1.9621419410289412e-7
14235400,0,0,1.9621419410289412e-7
14235550,0,0,1.9621419410289412e-7
14235700,0,0,1.9621419410289412e-7
14235850,0,0,1.9621419410289412e-7
14236000,0,0,1.9621419410289412e-7
14236150,0,0,1.9621419410289412e-7
14236300,0,0,1.9621419410289412e-7
14236450,0,0,1.9621419410289412e-7
14236600,0,0,1.9621419410289412e-7
14236750,0,0,1.9621419410289412e-7
14236900,0,0,1.9621419410289412e-7
14237050,0,0,1.9621419410289412e-7
14237200,0,0,1.9621419410289412e-7
14237350,0,0,1.9621419410289412e-7
14237500,0,0,1.9621419410289412e-7
14237650,0,0,1.9621419410289412e-7
14237800,0,0,1.9621419410289412e-7
14237950,0,0,1.9621419410289412e-7
14238100,0,0,1.9621419410289412e-7
14238250,0,0,1.9621419410289412e-7
14238400,0,0,1.9621419410289412e-7
14238550,0,0,1.9621419410289412e-7
14238700,0,0,1.9621419410289412e-7
14238850,0,0,1.9621419410289412e-7
14239000,0,0,1.9621419410289412e-7
14239150,0,0,1.9621419410289412e-7
14239300,0,0,1.9621419410289412e-7
14239450,0,0,1.9621419410289412e-7
14239600,0,0,1.9621419410289412e-7
14239750,0,0,1.9621419410289412e-7
14239900,0,0,1.9621419410289412e-7
14240050,0,0,1.9621419410289412e-7
14240200,0,0,1.9621419410289412e-7
14240350,0,0,1.9621419410289412e-7
14240500,0,0,1.9621419410289412e-7
14240650,0,0,1.9621419410289412e-7
14240800,0,0,1.9621419410289412e-7
14240950,0,0,1.9621419410289412e-7
14241100,0,0,1.9621419410289412e-7
14241250,0,0,1.9621419410289412e-7
14241400,0,0,1.9621419410289412e-7
14241550,0,0,1.9621419410289412e-7
14241700,0,0,1.9621419410289412e-7
14241850,0,0,1.9621419410289412e-7
14242000,0,0,1.9621419410289412e-7
14242150,0,0,1.9621419410289412e-7
14242300,0,0,1.9621419410289412e-7
14242450,0,0,1.9621419410289412e-7
14242600,0,0,1.9621419410289412e-7
14242750,0,0,1.9621419410289412e-7
14242900,0,0,1.9621419410289412e-7
14243050,0,0,1.9621419410289412e-7
14243200,0,0,1.9621419410289412e-7
14243350,0,0,1.9621419410289412e-7
14243500,0,0,1.9621419410289412e-7
14243650,0,0,1.9621419410289412e-7
14243800,0,0,1.9621419410289412e-7
14243950,0,0,1.9621419410289412e-7
14244100,0,0,1.9621419410289412e-7
14244250,0,0,1.9621419410289412e-7
14244400,0,0,1.9621419410289412e-7
14244550,0,0,1.9621419410289412e-7
14244700,0,0,1.9621419410289412e-7
14244850,0,0,1.9621419410289412e-7
14245000,0,0,1.9621419410289412e-7
14245150,0,0,1.9621419410289412e-7
14245300,0,0,1.9621419410289412e-7
14245450,0,0,1.9621419410289412e-7
14245600,0,0,1.9621419410289412e-7
14245750,0,0,1.9621419410289412e-7
14245900,0,0,1.9621419410289412e-7
14246050,0,0,1.9621419410289412e-7
14246200,0,0,1.9621419410289412e-7
14246350,0,0,1.9621419410289412e-7
14246500,0,0,1.9621419410289412e-7
14246650,0,0,1.9621419410289412e-7
14246800,0,0,1.9621419410289412e-7
14246950,0,0,1.9621419410289412e-7
14247100,0,0,1.9621419410289412e-7
14247250,0,0,1.9621419410289412e-7
14247400,0,0,1.9621419410289412e-7
14247550,0,0,1.9621419410289412e-7
14247700,0,0,1.9621419410289412e-7
14247850,0,0,1.9621419410289412e-7
14248000,0,0,1.9621419410289412e-7
14248150,0,0,1.9621419410289412e-7
14248300,0,0,1.9621419410289412e-7
14248450,0,0,1.9621419410289412e-7
14248600,0,0,1.9621419410289412e-7
14248750,0,0,1.9621419410289412e-7
14248900,0,0,1.9621419410289412e-7
14249050,0,0,1.9621419410289412e-7
14249200,0,0,1.9621419410289412e-7
14249350,0,0,1.9621419410289412e-7
14249500,0,0,1.9621419410289412e-7
14249650,0,0,1.9621419410289412e-7
14249800,0,0,1.9621419410289412e-7
14249950,0,0,1.9621419410289412e-7
14250100,0,0,1.9621419410289412e-7
14250250,0,0,1.9621419410289412e-7
14250400,0,0,1.9621419410289412e-7
14250550,0,0,1.9621419410289412e-7
14250700,0,0,1.9621419410289412e-7
14250850,0,0,1.9621419410289412e-7
14251000,0,0,1.9621419410289412e-7
14251150,0,0,1.9621419410289412e-7
14251300,0,0,1.9621419410289412e-7
14251450,0,0,1.9621419410289412e-7
14251600,0,0,1.9621419410289412e-7
14251750,0,0,1.9621419410289412e-7
14251900,0,0,1.9621419410289412e-7
14252050,0,0,1.9621419410289412e-7
14252200,0,0,1.9621419410289412e-7
14252350,0,0,1.9621419410289412e-7
14252500,0,0,1.9621419410289412e-7
14252650,0,0,1.9621419410289412e-7
14252800,0,0,1.9621419410289412e-7
14252950,0,0,1.9621419410289412e-7
14253100,0,0,1.9621419410289412e-7
14253250,0,0,1.9621419410289412e-7
14253400,0,0,1.9621419410289412e-7
14253550,0,0,1.9621419410289412e-7
14253700,0,0,1.9621419410289412e-7
14253850,0,0,1.9621419410289412e-7
14254000,0,0,1.9621419410289412e-7
14254150,0,0,1.9621419410289412e-7
14254300,0,0,1.9621419410289412e-7
14254450,0,0,1.9621419410289412e-7
14254600,0,0,1.9621419410289412e-7
14254750,0,0,1.9621419410289412e-7
14254900,0,0,1.9621419410289412e-7
14255050,0,0,1.9621419410289412e-7
14255200,0,0,1.9621419410289412e-7
14255350,0,0,1.9621419410289412e-7
14255500,0,0,1.9621419410289412e-7
14255650,0,0,1.9621419410289412e-7
14255800,0,0,1.9621419410289412e-7
14255950,0,0,1.9621419410289412e-7
14256100,0,0,1.9621419410289412e-7
14256250,0,0,1.9621419410289412e-7
14256400,0,0,1.9621419410289412e-7
14256550,0,0,1.9621419410289412e-7
14256700,0,0,1.9621419410289412e-7
14256850,0,0,1.9621419410289412e-7
14257000,0,0,1.9621419410289412e-7
14257150,0,0,1.9621419410289412e-7
14257300,0,0,1.9621419410289412e-7
14257450,0,0,1.9621419410289412e-7
14257600,0,0,1.9621419410289412e-7
14257750,0,0,1.9621419410289412e-7
14257900,0,0,1.9621419410289412e-7
14258050,0,0,1.9621419410289412e-7
14258200,0,0,1.9621419410289412e-7
14258350,0,0,1.9621419410289412e-7
14258500,0,0,1.9621419410289412e-7
14258650,0,0,1.9621419410289412e-7
14258800,0,0,1.9621419410289412e-7
14258950,0,0,1.9621419410289412e-7
14259100,0,0,1.9621419410289412e-7
14259250,0,0,1.9621419410289412e-7
14259400,0,0,1.9621419410289412e-7
14259550,0,0,1.9621419410289412e-7
14259700,0,0,1.9621419410289412e-7
14259850,0,0,1.9621419410289412e-7
14260000,0,0,1.9621419410289412e-7
14260150,0,0,1.9621419410289412e-7
14260300,0,0,1.9621419410289412e-7
14260450,0,0,1.9621419410289412e-7
14260600,0,0,1.9621419410289412e-7
14260750,0,0,1.9621419410289412e-7
14260900,0,0,1.9621419410289412e-7
14261050,0,0,1.9621419410289412e-7
14261200,0,0,1.9621419410289412e-7
14261350,0,0,1.9621419410289412e-7
14261500,0,0,1.9621419410289412e-7
14261650,0,0,1.9621419410289412e-7
14261800,0,0,1.9621419410289412e-7
14261950,0,0,1.9621419410289412e-7
14262100,0,0,1.9621419410289412e-7
14262250,0,0,1.9621419410289412e-7
14262400,0,0,1.9621419410289412e-7
14262550,0,0,1.9621419410289412e-7
14262700,0,0,1.9621419410289412e-7
14262850,0,0,1.9621419410289412e-7
14263000,0,0,1.9621419410289412e-7
14263150,0,0,1.9621419410289412e-7
14263300,0,0,1.9621419410289412e-7
14263450,0,0,1.9621419410289412e-7
14263600,0,0,1.9621419410289412e-7
14263750,0,0,1.9621419410289412e-7
14263900,0,0,1.9621419410289412e-7
14264050,0,0,1.9621419410289412e-7
14264200,0,0,1.9621419410289412e-7
14264350,0,0,1.9621419410289412e-7
14264500,0,0,1.9621419410289412e-7
14264650,0,0,1.9621419410289412e-7
14264800,0,0,1.9621419410289412e-7
14264950,0,0,1.9621419410289412e-7
14265100,0,0,1.9621419410289412e-7
14265250,0,0,1.9621419410289412e-7
14265400,0,0,1.9621419410289412e-7
14265550,0,0,1.9621419410289412e-7
14265700,0,0,1.9621419410289412e-7
14265850,0,0,1.9621419410289412e-7
14266000,0,0,1.9621419410289412e-7
14266150,0,0,1.9621419410289412e-7
14266300,0,0,1.9621419410289412e-7
14266450,0,0,1.9621419410289412e-7
14266600,0,0,1.9621419410289412e-7
14266750,0,0,1.9621419410289412e-7
14266900,0,0,1.9621419410289412e-7
14267050,0,0,1.9621419410289412e-7
14267200,0,0,1.9621419410289412e-7
14267350,0,0,1.9621419410289412e-7
14267500,0,0,1.9621419410289412e-7
14267650,0,0,1.9621419410289412e-7
14267800,0,0,1.9621419410289412e-7
14267950,0,0,1.9621419410289412e-7
14268100,0,0,1.9621419410289412e-7
14268250,0,0,1.9621419410289412e-7
14268400,0,0,1.9621419410289412e-7
14268550,0,0,1.9621419410289412e-7
14268700,0,0,1.9621419410289412e-7
14268850,0,0,1.9621419410289412e-7
14269000,0,0,1.9621419410289412e-7
14269150,0,0,1.9621419410289412e-7
14269300,0,0,1.9621419410289412e-7
14269450,0,0,1.9621419410289412e-7
14269600,0,0,1.9621419410289412e-7
14269750,0,0,1.9621419410289412e-7
14269900,0,0,1.9621419410289412e-7
14270050,0,0,1.9621419410289412e-7
14270200,0,0,1.9621419410289412e-7
14270350,0,0,1.9621419410289412e-7
14270500,0,0,1.9621419410289412e-7
14270650,0,0,1.9621419410289412e-7
14270800,0,0,1.9621419410289412e-7
14270950,0,0,1.9621419410289412e-7
14271100,0,0,1.9621419410289412e-7
14271250,0,0,1.9621419410289412e-7
14271400,0,0,1.9621419410289412e-7
14271550,0,0,1.9621419410289412e-7
14271700,0,0,1.9621419410289412e-7
14271850,0,0,1.9621419410289412e-7
14272000,0,0,1.9621419410289412e-7
14272150,0,0,1.9621419410289412e-7
14272300,0,0,1.9621419410289412e-7
14272450,0,0,1.9621419410289412e-7
14272600,0,0,1.9621419410289412e-7
14272750,0,0,1.9621419410289412e-7
14272900,0,0,1.9621419410289412e-7
14273050,0,0,1.9621419410289412e-7
14273200,0,0,1.9621419410289412e-7
14273350,0,0,1.9621419410289412e-7
14273500,0,0,1.9621419410289412e-7
14273650,0,0,1.9621419410289412e-7
14273800,0,0,1.9621419410289412e-7
14273950,0,0,1.9621419410289412e-7
14274100,0,0,1.9621419410289412e-7
14274250,0,0,1.9621419410289412e-7
14274400,0,0,1.9621419410289412e-7
14274550,0,0,1.9621419410289412e-7
14274700,0,0,1.9621419410289412e-7
14274850,0,0,1.9621419410289412e-7
14275000,0,0,1.9621419410289412e-7
14275150,0,0,1.9621419410289412e-7
14275300,0,0,1.9621419410289412e-7
14275450,0,0,1.9621419410289412e-7
14275600,0,0,1.9621419410289412e-7
14275750,0,0,1.9621419410289412e-7
14275900,0,0,1.9621419410289412e-7
14276050,0,0,1.9621419410289412e-7
14276200,0,0,1.9621419410289412e-7
14276350,0,0,1.9621419410289412e-7
14276500,0,0,1.9621419410289412e-7
14276650,0,0,1.9621419410289412e-7
14276800,0,0,1.9621419410289412e-7
14276950,0,0,1.9621419410289412e-7
14277100,0,0,1.9621419410289412e-7
14277250,0,0,1.9621419410289412e-7
14277400,0,0,1.9621419410289412e-7
14277550,0,0,1.9621419410289412e-7
14277700,0,0,1.9621419410289412e-7
14277850,0,0,1.9621419410289412e-7
14278000,0,0,1.9621419410289412e-7
14278150,0,0,1.9621419410289412e-7
14278300,0,0,1.9621419410289412e-7
14278450,0,0,1.9621419410289412e-7
14278600,0,0,1.9621419410289412e-7
14278750,0,0,1.9621419410289412e-7
14278900,0,0,1.9621419410289412e-7
14279050,0,0,1.9621419410289412e-7
14279200,0,0,1.9621419410289412e-7
14279350,0,0,1.9621419410289412e-7
14279500,0,0,1.9621419410289412e-7
14279650,0,0,1.9621419410289412e-7
14279800,0,0,1.9621419410289412e-7
14279950,0,0,1.9621419410289412e-7
14280100,0,0,1.9621419410289412e-7
14280250,0,0,1.9621419410289412e-7
14280400,0,0,1.9621419410289412e-7
14280550,0,0,1.9621419410289412e-7
14280700,0,0,1.9621419410289412e-7
14280850,0,0,1.9621419410289412e-7
14281000,0,0,1.9621419410289412e-7
14281150,0,0,1.9621419410289412e-7
14281300,0,0,1.9621419410289412e-7
14281450,0,0,1.9621419410289412e-7
14281600,0,0,1.9621419410289412e-7
14281750,0,0,1.9621419410289412e-7
14281900,0,0,1.9621419410289412e-7
14282050,0,0,1.9621419410289412e-7
14282200,0,0,1.9621419410289412e-7
14282350,0,0,1.9621419410289412e-7
14282500,0,0,1.9621419410289412e-7
14282650,0,0,1.9621419410289412e-7
14282800,0,0,1.9621419410289412e-7
14282950,0,0,1.9621419410289412e-7
14283100,0,0,1.9621419410289412e-7
14283250,0,0,1.9621419410289412e-7
14283400,0,0,1.9621419410289412e-7
14283550,0,0,1.9621419410289412e-7
14283700,0,0,1.9621419410289412e-7
14283850,0,0,1.9621419410289412e-7
14284000,0,0,1.9621419410289412e-7
14284150,0,0,1.9621419410289412e-7
14284300,0,0,1.9621419410289412e-7
14284450,0,0,1.9621419410289412e-7
14284600,0,0,1.9621419410289412e-7
14284750,0,0,1.9621419410289412e-7
14284900,0,0,1.9621419410289412e-7
14285050,0,0,1.9621419410289412e-7
14285200,0,0,1.9621419410289412e-7
14285350,0,0,1.9621419410289412e-7
14285500,0,0,1.9621419410289412e-7
14285650,0,0,1.9621419410289412e-7
14285800,0,0,1.9621419410289412e-7
14285950,0,0,1.9621419410289412e-7
14286100,0,0,1.9621419410289412e-7
14286250,0,0,1.9621419410289412e-7
14286400,0,0,1.9621419410289412e-7
14286550,0,0,1.9621419410289412e-7
14286700,0,0,1.9621419410289412e-7
14286850,0,0,1.9621419410289412e-7
14287000,0,0,1.9621419410289412e-7
14287150,0,0,1.9621419410289412e-7
14287300,0,0,1.9621419410289412e-7
14287450,0,0,1.9621419410289412e-7
14287600,0,0,1.9621419410289412e-7
14287750,0,0,1.9621419410289412e-7
14287900,0,0,1.9621419410289412e-7
14288050,0,0,1.9621419410289412e-7
14288200,0,0,1.9621419410289412e-7
14288350,0,0,1.9621419410289412e-7
14288500,0,0,1.9621419410289412e-7
14288650,0,0,1.9621419410289412e-7
14288800,0,0,1.9621419410289412e-7
14288950,0,0,1.9621419410289412e-7
14289100,0,0,1.9621419410289412e-7
14289250,0,0,1.9621419410289412e-7
14289400,0,0,1.9621419410289412e-7
14289550,0,0,1.9621419410289412e-7
14289700,0,0,1.9621419410289412e-7
14289850,0,0,1.9621419410289412e-7
14290000,0,0,1.9621419410289412e-7
14290150,0,0,1.9621419410289412e-7
14290300,0,0,1.9621419410289412e-7
14290450,0,0,1.9621419410289412e-7
14290600,0,0,1.9621419410289412e-7
14290750,0,0,1.9621419410289412e-7
14290900,0,0,1.9621419410289412e-7
14291050,0,0,1.9621419410289412e-7
14291200,0,0,1.9621419410289412e-7
14291350,0,0,1.9621419410289412e-7
14291500,0,0,1.9621419410289412e-7
14291650,0,0,1.9621419410289412e-7
14291800,0,0,1.9621419410289412e-7
14291950,0,0,1.9621419410289412e-7
14292100,0,0,1.9621419410289412e-7
14292250,0,0,1.9621419410289412e-7
14292400,0,0,1.9621419410289412e-7
14292550,0,0,1.9621419410289412e-7
14292700,0,0,1.9621419410289412e-7
14292850,0,0,1.9621419410289412e-7
14293000,0,0,1.9621419410289412e-7
14293150,0,0,1.9621419410289412e-7
14293300,0,0,1.9621419410289412e-7
14293450,0,0,1.9621419410289412e-7
14293600,0,0,1.9621419410289412e-7
14293750,0,0,1.9621419410289412e-7
14293900,0,0,1.9621419410289412e-7
14294050,0,0,1.9621419410289412e-7
14294200,0,0,1.9621419410289412e-7
14294350,0,0,1.9621419410289412e-7
14294500,0,0,1.9621419410289412e-7
14294650,0,0,1.9621419410289412e-7
14294800,0,0,1.9621419410289412e-7
14294950,0,0,1.9621419410289412e-7
14295100,0,0,1.9621419410289412e-7
14295250,0,0,1.9621419410289412e-7
14295400,0,0,1.9621419410289412e-7
14295550,0,0,1.9621419410289412e-7
14295700,0,0,1.9621419410289412e-7
14295850,0,0,1.9621419410289412e-7
14296000,0,0,1.9621419410289412e-7
14296150,0,0,1.9621419410289412e-7
14296300,0,0,1.9621419410289412e-7
14296450,0,0,1.9621419410289412e-7
14296600,0,0,1.9621419410289412e-7
14296750,0,0,1.9621419410289412e-7
14296900,0,0,1.9621419410289412e-7
14297050,0,0,1.9621419410289412e-7
14297200,0,0,1.9621419410289412e-7
14297350,0,0,1.9621419410289412e-7
14297500,0,0,1.9621419410289412e-7
14297650,0,0,1.9621419410289412e-7
14297800,0,0,1.9621419410289412e-7
14297950,0,0,1.9621419410289412e-7
14298100,0,0,1.9621419410289412e-7
14298250,0,0,1.9621419410289412e-7
14298400,0,0,1.9621419410289412e-7
14298550,0,0,1.9621419410289412e-7
14298700,0,0,1.9621419410289412e-7
14298850,0,0,1.9621419410289412e-7
14299000,0,0,1.9621419410289412e-7
14299150,0,0,1.9621419410289412e-7
