blocknumber,reserve LINK,reserve DAI,volume LINK for 5% slippage
12086950,0,0,7.479974448973252
12087100,0,0,7.479974448973252
12087250,0,0,7.479974448973252
12087400,0,0,7.479974448973252
12087550,0,0,7.479974448973252
12087700,0,0,7.479974448973252
12087850,0,0,7.479974448973252
12088000,0,0,7.479974448973252
12088150,0,0,7.479974448973252
12088300,0,0,7.479974448973252
12088450,0,0,7.479974448973252
12088600,0,0,7.479974448973252
12088750,0,0,7.479974448973252
12088900,0,0,7.479974448973252
12089050,0,0,7.479974448973252
12089200,0,0,7.479974448973252
12089350,0,0,7.479974448973252
12089500,0,0,7.479974448973252
12089650,0,0,7.479974448973252
12089800,0,0,7.479974448973252
12089950,0,0,7.479974448973252
12090100,0,0,7.479974448973252
12090250,0,0,7.479974448973252
12090400,0,0,7.479974448973252
12090550,0,0,7.637727080552196
12090700,0,0,7.637727080552196
12090850,0,0,7.637727080552196
12091000,0,0,7.637727080552196
12091150,0,0,7.637727080552196
12091300,0,0,7.637727080552196
12091450,0,0,7.637727080552196
12091600,0,0,7.637727080552196
12091750,0,0,7.637727080552196
12091900,0,0,7.637727080552196
12092050,0,0,7.637727080552196
12092200,0,0,7.637727080552196
12092350,0,0,7.637727080552196
12092500,0,0,7.637727080552196
12092650,0,0,7.637727080552196
12092800,0,0,7.637727080552196
12092950,0,0,7.637727080552196
12093100,0,0,7.637727080552196
12093250,0,0,7.637727080552196
12093400,0,0,7.637727080552196
12093550,0,0,7.637727080552196
12093700,0,0,7.637727080552196
12093850,0,0,7.637727080552196
12094000,0,0,7.637727080552196
12094150,0,0,7.637727080552196
12094300,0,0,7.637727080552196
12094450,0,0,7.637727080552196
12094600,0,0,7.637727080552196
12094750,0,0,7.637727080552196
12094900,0,0,7.637727080552196
12095050,0,0,7.637727080552196
12095200,0,0,7.637727080552196
12095350,0,0,7.637727080552196
12095500,0,0,7.668840314236405
12095650,0,0,7.668840314236405
12095800,0,0,7.668840314236405
12095950,0,0,7.668840314236405
12096100,0,0,7.668840314236405
12096250,0,0,7.668840314236405
12096400,0,0,7.668840314236405
12096550,0,0,7.668840314236405
12096700,0,0,7.668840314236405
12096850,0,0,7.668840314236405
12097000,0,0,7.668840314236405
12097150,0,0,7.668840314236405
12097300,0,0,7.668840314236405
12097450,0,0,7.668840314236405
12097600,0,0,7.668840314236405
12097750,0,0,7.668840314236405
12097900,0,0,7.668840314236405
12098050,0,0,7.668840314236405
12098200,0,0,7.668840314236405
12098350,0,0,7.668840314236405
12098500,0,0,7.668840314236405
12098650,0,0,7.668840314236405
12098800,0,0,7.668840314236405
12098950,0,0,7.668840314236405
12099100,0,0,7.668840314236405
12099250,0,0,7.668840314236405
12099400,0,0,7.668840314236405
12099550,0,0,7.668840314236405
12099700,0,0,7.668840314236405
12099850,0,0,7.774103472131145
12100000,0,0,7.774103472131145
12100150,0,0,7.774103472131145
12100300,0,0,7.774103472131145
12100450,0,0,7.774103472131145
12100600,0,0,7.672883405121979
12100750,0,0,7.672883405121979
12100900,0,0,7.672883405121979
12101050,0,0,7.672883405121979
12101200,0,0,7.672883405121979
12101350,0,0,7.672883405121979
12101500,0,0,7.672883405121979
12101650,0,0,7.672883405121979
12101800,0,0,7.672883405121979
12101950,0,0,7.672883405121979
12102100,0,0,7.672883405121979
12102250,0,0,7.672883405121979
12102400,0,0,7.672883405121979
12102550,0,0,7.672883405121979
12102700,0,0,7.672883405121979
12102850,0,0,7.672883405121979
12103000,0,0,7.672883405121979
12103150,0,0,7.672883405121979
12103300,0,0,7.672883405121979
12103450,0,0,7.672883405121979
12103600,0,0,7.672883405121979
12103750,0,0,7.936041299858829
12103900,0,0,7.936041299858829
12104050,0,0,7.936041299858829
12104200,0,0,7.936041299858829
12104350,0,0,7.936041299858829
12104500,0,0,7.936041299858829
12104650,0,0,7.936041299858829
12104800,0,0,7.936041299858829
12104950,0,0,7.936041299858829
12105100,0,0,7.936041299858829
12105250,0,0,7.936041299858829
12105400,0,0,7.936041299858829
12105550,0,0,7.936041299858829
12105700,0,0,7.936041299858829
12105850,0,0,7.936041299858829
12106000,0,0,7.936041299858829
12106150,0,0,7.936041299858829
12106300,0,0,7.936041299858829
12106450,0,0,7.936041299858829
12106600,0,0,7.936041299858829
12106750,0,0,7.936041299858829
12106900,0,0,7.936041299858829
12107050,0,0,7.936041299858829
12107200,0,0,7.936041299858829
12107350,0,0,7.936041299858829
12107500,0,0,7.936041299858829
12107650,0,0,7.936041299858829
12107800,0,0,7.936041299858829
12107950,0,0,7.936041299858829
12108100,0,0,7.936041299858829
12108250,0,0,7.936041299858829
12108400,0,0,7.936041299858829
12108550,0,0,7.936041299858829
12108700,0,0,7.936041299858829
12108850,0,0,7.936041299858829
12109000,0,0,7.936041299858829
12109150,0,0,7.936041299858829
12109300,0,0,7.936041299858829
12109450,0,0,7.936041299858829
12109600,0,0,7.936041299858829
12109750,0,0,7.936041299858829
12109900,0,0,7.936041299858829
12110050,0,0,7.936041299858829
12110200,0,0,7.936041299858829
12110350,0,0,7.936041299858829
12110500,0,0,7.936041299858829
12110650,0,0,7.936041299858829
12110800,0,0,7.936041299858829
12110950,0,0,7.936041299858829
12111100,0,0,7.936041299858829
12111250,0,0,7.936041299858829
12111400,0,0,7.936041299858829
12111550,0,0,7.936041299858829
12111700,0,0,7.936041299858829
12111850,0,0,7.936041299858829
12112000,0,0,7.936041299858829
12112150,0,0,7.936041299858829
12112300,0,0,7.936041299858829
12112450,0,0,7.936041299858829
12112600,0,0,7.936041299858829
12112750,0,0,7.936041299858829
12112900,0,0,7.936041299858829
12113050,0,0,7.936041299858829
12113200,0,0,7.936041299858829
12113350,0,0,7.936041299858829
12113500,0,0,7.936041299858829
12113650,0,0,7.936041299858829
12113800,0,0,7.936041299858829
12113950,0,0,7.936041299858829
12114100,0,0,7.936041299858829
12114250,0,0,7.936041299858829
12114400,0,0,7.936041299858829
12114550,0,0,7.936041299858829
12114700,0,0,7.936041299858829
12114850,0,0,7.936041299858829
12115000,0,0,7.936041299858829
12115150,0,0,7.936041299858829
12115300,0,0,7.936041299858829
12115450,0,0,7.936041299858829
12115600,0,0,7.936041299858829
12115750,0,0,7.936041299858829
12115900,0,0,7.936041299858829
12116050,0,0,7.936041299858829
12116200,0,0,7.830778141964089
12116350,0,0,7.830778141964089
12116500,0,0,7.830778141964089
12116650,0,0,7.830778141964089
12116800,0,0,7.830778141964089
12116950,0,0,7.830778141964089
12117100,0,0,7.830778141964089
12117250,0,0,7.830778141964089
12117400,0,0,7.830778141964089
12117550,0,0,7.830778141964089
12117700,0,0,7.830778141964089
12117850,0,0,7.830778141964089
12118000,0,0,7.830778141964089
12118150,0,0,7.830778141964089
12118300,0,0,7.830778141964089
12118450,0,0,7.830778141964089
12118600,0,0,7.830778141964089
12118750,0,0,7.830778141964089
12118900,0,0,7.790772456485115
12119050,0,0,7.790772456485115
12119200,0,0,7.790772456485115
12119350,0,0,7.790772456485115
12119500,0,0,7.790772456485115
12119650,0,0,7.790772456485115
12119800,0,0,7.790772456485115
12119950,0,0,7.790772456485115
12120100,0,0,7.790772456485115
12120250,0,0,7.790772456485115
12120400,0,0,7.790772456485115
12120550,0,0,7.790772456485115
12120700,0,0,7.790772456485115
12120850,0,0,7.790772456485115
12121000,0,0,7.790772456485115
12121150,0,0,7.790772456485115
12121300,0,0,7.790772456485115
12121450,0,0,7.790772456485115
12121600,0,0,7.790772456485115
12121750,0,0,7.790772456485115
12121900,0,0,7.790772456485115
12122050,0,0,7.790772456485115
12122200,0,0,7.790772456485115
12122350,0,0,7.790772456485115
12122500,0,0,7.790772456485115
12122650,0,0,7.790772456485115
12122800,0,0,7.790772456485115
12122950,0,0,7.790772456485115
12123100,0,0,7.790772456485115
12123250,0,0,7.790772456485115
12123400,0,0,7.790772456485115
12123550,0,0,7.790772456485115
12123700,0,0,7.790772456485115
12123850,0,0,7.6690014152827075
12124000,0,0,7.6690014152827075
12124150,0,0,7.6690014152827075
12124300,0,0,7.6690014152827075
12124450,0,0,7.6690014152827075
12124600,0,0,7.6690014152827075
12124750,0,0,7.793755023780079
12124900,0,0,7.793755023780079
12125050,0,0,7.793755023780079
12125200,0,0,7.793755023780079
12125350,0,0,7.793755023780079
12125500,0,0,7.793755023780079
12125650,0,0,7.793755023780079
12125800,0,0,7.642934937691166
12125950,0,0,7.642934937691166
12126100,0,0,7.642934937691166
12126250,0,0,7.642934937691166
12126400,0,0,7.642934937691166
12126550,0,0,7.642934937691166
12126700,0,0,7.642934937691166
12126850,0,0,7.642934937691166
12127000,0,0,7.642934937691166
12127150,0,0,7.642934937691166
12127300,0,0,7.642934937691166
12127450,0,0,7.642934937691166
12127600,0,0,7.642934937691166
12127750,0,0,7.642934937691166
12127900,0,0,7.642934937691166
12128050,0,0,7.642934937691166
12128200,0,0,7.642934937691166
12128350,0,0,7.642934937691166
12128500,0,0,7.642934937691166
12128650,0,0,7.642934937691166
12128800,0,0,7.642934937691166
12128950,0,0,7.642934937691166
12129100,0,0,7.642934937691166
12129250,0,0,7.642934937691166
12129400,0,0,7.642934937691166
12129550,0,0,7.715155366228004
12129700,0,0,7.715155366228004
12129850,0,0,7.715155366228004
12130000,0,0,7.715155366228004
12130150,0,0,7.715155366228004
12130300,0,0,7.715155366228004
12130450,0,0,7.715155366228004
12130600,0,0,7.715155366228004
12130750,0,0,7.715155366228004
12130900,0,0,7.715155366228004
12131050,0,0,7.715155366228004
12131200,0,0,7.715155366228004
12131350,0,0,7.715155366228004
12131500,0,0,7.743911878333279
12131650,0,0,7.743911878333279
12131800,0,0,7.743911878333279
12131950,0,0,7.743911878333279
12132100,0,0,7.743911878333279
12132250,0,0,7.743911878333279
12132400,0,0,7.743911878333279
12132550,0,0,7.743911878333279
12132700,0,0,7.743911878333279
12132850,0,0,7.743911878333279
12133000,0,0,7.743911878333279
12133150,0,0,7.743911878333279
12133300,0,0,7.743911878333279
12133450,0,0,7.743911878333279
12133600,0,0,7.743911878333279
12133750,0,0,7.743911878333279
12133900,0,0,7.743911878333279
12134050,0,0,7.743911878333279
12134200,0,0,7.743911878333279
12134350,0,0,7.743911878333279
12134500,0,0,7.743911878333279
12134650,0,0,7.743911878333279
12134800,0,0,7.691280299385909
12134950,0,0,7.691280299385909
12135100,0,0,7.691280299385909
12135250,0,0,7.691280299385909
12135400,0,0,7.691280299385909
12135550,0,0,7.691280299385909
12135700,0,0,7.691280299385909
12135850,0,0,7.691280299385909
12136000,0,0,7.691280299385909
12136150,0,0,7.691280299385909
12136300,0,0,7.691280299385909
12136450,0,0,7.691280299385909
12136600,0,0,7.691280299385909
12136750,0,0,7.691280299385909
12136900,0,0,7.691280299385909
12137050,0,0,7.691280299385909
12137200,0,0,7.691280299385909
12137350,0,0,7.691280299385909
12137500,0,0,7.691280299385909
12137650,0,0,7.691280299385909
12137800,0,0,7.691280299385909
12137950,0,0,7.691280299385909
12138100,0,0,7.691280299385909
12138250,0,0,7.691280299385909
12138400,0,0,7.691280299385909
12138550,0,0,7.691280299385909
12138700,0,0,7.691280299385909
12138850,0,0,7.691280299385909
12139000,0,0,7.691280299385909
12139150,0,0,7.691280299385909
12139300,0,0,7.691280299385909
12139450,0,0,7.691280299385909
12139600,0,0,7.691280299385909
12139750,0,0,7.691280299385909
12139900,0,0,7.691280299385909
12140050,0,0,7.656407155785814
12140200,0,0,7.656407155785814
12140350,0,0,7.656407155785814
12140500,0,0,7.656407155785814
12140650,0,0,7.656407155785814
12140800,0,0,7.656407155785814
12140950,0,0,7.656407155785814
12141100,0,0,7.656407155785814
12141250,0,0,7.656407155785814
12141400,0,0,7.656407155785814
12141550,0,0,7.656407155785814
12141700,0,0,7.656407155785814
12141850,0,0,7.656407155785814
12142000,0,0,7.656407155785814
12142150,0,0,7.656407155785814
12142300,0,0,7.656407155785814
12142450,0,0,7.656407155785814
12142600,0,0,7.656407155785814
12142750,0,0,7.656407155785814
12142900,0,0,7.656407155785814
12143050,0,0,7.656407155785814
12143200,0,0,7.656407155785814
12143350,0,0,7.656407155785814
12143500,0,0,7.656407155785814
12143650,0,0,7.656407155785814
12143800,0,0,7.656407155785814
12143950,0,0,7.656407155785814
12144100,0,0,7.656407155785814
12144250,0,0,7.656407155785814
12144400,0,0,7.656407155785814
12144550,0,0,7.656407155785814
12144700,0,0,7.656407155785814
12144850,0,0,7.656407155785814
12145000,0,0,7.656407155785814
12145150,0,0,7.656407155785814
12145300,0,0,7.656407155785814
12145450,0,0,7.656407155785814
12145600,0,0,7.656407155785814
12145750,0,0,7.656407155785814
12145900,0,0,7.656407155785814
12146050,0,0,7.656407155785814
12146200,0,0,7.656407155785814
12146350,0,0,7.656407155785814
12146500,0,0,7.656407155785814
12146650,0,0,7.656407155785814
12146800,0,0,7.656407155785814
12146950,0,0,7.656407155785814
12147100,0,0,7.656407155785814
12147250,0,0,7.656407155785814
12147400,0,0,7.656407155785814
12147550,0,0,7.656407155785814
12147700,0,0,7.656407155785814
12147850,0,0,7.656407155785814
12148000,0,0,7.656407155785814
12148150,0,0,7.656407155785814
12148300,0,0,7.656407155785814
12148450,0,0,7.656407155785814
12148600,0,0,7.656407155785814
12148750,0,0,7.656407155785814
12148900,0,0,7.656407155785814
12149050,0,0,7.656407155785814
12149200,0,0,7.656407155785814
12149350,0,0,7.656407155785814
12149500,0,0,7.656407155785814
12149650,0,0,7.656407155785814
12149800,0,0,7.656407155785814
12149950,0,0,7.656407155785814
12150100,0,0,7.656407155785814
12150250,0,0,7.656407155785814
12150400,0,0,7.656407155785814
12150550,0,0,7.656407155785814
12150700,0,0,7.656407155785814
12150850,0,0,7.656407155785814
12151000,0,0,7.656407155785814
12151150,0,0,7.656407155785814
12151300,0,0,7.656407155785814
12151450,0,0,7.656407155785814
12151600,0,0,7.656407155785814
12151750,0,0,7.656407155785814
12151900,0,0,7.656407155785814
12152050,0,0,7.656407155785814
12152200,0,0,7.656407155785814
12152350,0,0,7.656407155785814
12152500,0,0,7.656407155785814
12152650,0,0,7.656407155785814
12152800,0,0,7.603775576838416
12152950,0,0,7.603775576838416
12153100,0,0,7.603775576838416
12153250,0,0,7.585775947628832
12153400,0,0,7.585775947628832
12153550,0,0,7.585775947628832
12153700,0,0,7.585775947628832
12153850,0,0,7.585775947628832
12154000,0,0,7.4045218765774905
12154150,0,0,7.4045218765774905
12154300,0,0,7.4045218765774905
12154450,0,0,7.4045218765774905
12154600,0,0,7.4045218765774905
12154750,0,0,7.4045218765774905
12154900,0,0,7.4045218765774905
12155050,0,0,7.4045218765774905
12155200,0,0,7.4045218765774905
12155350,0,0,7.4045218765774905
12155500,0,0,7.4045218765774905
12155650,0,0,7.4045218765774905
12155800,0,0,7.4045218765774905
12155950,0,0,7.4045218765774905
12156100,0,0,7.4045218765774905
12156250,0,0,7.4045218765774905
12156400,0,0,7.4045218765774905
12156550,0,0,7.4045218765774905
12156700,0,0,7.4045218765774905
12156850,0,0,7.4045218765774905
12157000,0,0,7.4045218765774905
12157150,0,0,7.4045218765774905
12157300,0,0,7.4045218765774905
12157450,0,0,7.4045218765774905
12157600,0,0,7.4045218765774905
12157750,0,0,7.4045218765774905
12157900,0,0,7.4045218765774905
12158050,0,0,7.4045218765774905
12158200,0,0,7.4045218765774905
12158350,0,0,7.4045218765774905
12158500,0,0,7.4045218765774905
12158650,0,0,7.340893341308401
12158800,0,0,7.340893341308401
12158950,0,0,7.340893341308401
12159100,0,0,7.340893341308401
12159250,0,0,7.340893341308401
12159400,0,0,7.340893341308401
12159550,0,0,7.340893341308401
12159700,0,0,7.340893341308401
12159850,0,0,7.340893341308401
12160000,0,0,7.340893341308401
12160150,0,0,7.340893341308401
12160300,0,0,7.340893341308401
12160450,0,0,7.340893341308401
12160600,0,0,7.340893341308401
12160750,0,0,7.340893341308401
12160900,0,0,7.340893341308401
12161050,0,0,7.340893341308401
12161200,0,0,7.340893341308401
12161350,0,0,7.340893341308401
12161500,0,0,7.340893341308401
12161650,0,0,7.340893341308401
12161800,0,0,7.340893341308401
12161950,0,0,7.340893341308401
12162100,0,0,7.340893341308401
12162250,0,0,7.340893341308401
12162400,0,0,7.340893341308401
12162550,0,0,7.340893341308401
12162700,0,0,7.235630183413662
12162850,0,0,7.235630183413662
12163000,0,0,7.235630183413662
12163150,0,0,7.235630183413662
12163300,0,0,7.235630183413662
12163450,0,0,7.235630183413662
12163600,0,0,7.235630183413662
12163750,0,0,7.235630183413662
12163900,0,0,7.235630183413662
12164050,0,0,7.235630183413662
12164200,0,0,7.235630183413662
12164350,0,0,7.235630183413662
12164500,0,0,8.230364933826564
12164650,0,0,8.230364933826564
12164800,0,0,8.230364933826564
12164950,0,0,8.230364933826564
12165100,0,0,8.230364933826564
12165250,0,0,8.230364933826564
12165400,0,0,8.230364933826564
12165550,0,0,8.230364933826564
12165700,0,0,8.230364933826564
12165850,0,0,8.230364933826564
12166000,0,0,8.230364933826564
12166150,0,0,8.230364933826564
12166300,0,0,8.230364933826564
12166450,0,0,8.230364933826564
12166600,0,0,8.230364933826564
12166750,0,0,8.230364933826564
12166900,0,0,8.230364933826564
12167050,0,0,8.230364933826564
12167200,0,0,8.230364933826564
12167350,0,0,8.230364933826564
12167500,0,0,8.230364933826564
12167650,0,0,8.230364933826564
12167800,0,0,8.230364933826564
12167950,0,0,8.230364933826564
12168100,0,0,8.230364933826564
12168250,0,0,8.230364933826564
12168400,0,0,8.230364933826564
12168550,0,0,8.230364933826564
12168700,0,0,8.230364933826564
12168850,0,0,8.230364933826564
12169000,0,0,8.230364933826564
12169150,0,0,8.230364933826564
12169300,0,0,8.230364933826564
12169450,0,0,8.230364933826564
12169600,0,0,8.230364933826564
12169750,0,0,8.230364933826564
12169900,0,0,8.230364933826564
12170050,0,0,8.230364933826564
12170200,0,0,8.608785986458116
12170350,0,0,8.331031172140797
12170500,0,0,8.331031172140797
12170650,0,0,8.331031172140797
12170800,0,0,8.331031172140797
12170950,0,0,8.331031172140797
12171100,0,0,8.331031172140797
12171250,0,0,8.331031172140797
12171400,0,0,8.331031172140797
12171550,0,0,8.331031172140797
12171700,0,0,8.331031172140797
12171850,0,0,8.331031172140797
12172000,0,0,8.331031172140797
12172150,0,0,8.331031172140797
12172300,0,0,8.331031172140797
12172450,0,0,8.331031172140797
12172600,0,0,8.331031172140797
12172750,0,0,8.331031172140797
12172900,0,0,8.331031172140797
12173050,0,0,8.331031172140797
12173200,0,0,8.331031172140797
12173350,0,0,8.331031172140797
12173500,0,0,8.331031172140797
12173650,0,0,8.331031172140797
12173800,0,0,8.331031172140797
12173950,0,0,8.331031172140797
12174100,0,0,8.331031172140797
12174250,0,0,8.331031172140797
12174400,0,0,8.331031172140797
12174550,0,0,8.331031172140797
12174700,0,0,8.331031172140797
12174850,0,0,8.331031172140797
12175000,0,0,8.331031172140797
12175150,0,0,8.331031172140797
12175300,0,0,8.331031172140797
12175450,0,0,8.331031172140797
12175600,0,0,8.331031172140797
12175750,0,0,8.331031172140797
12175900,0,0,8.331031172140797
12176050,0,0,8.153407874801161
12176200,0,0,8.153407874801161
12176350,0,0,8.153407874801161
12176500,0,0,8.20603945374853
12176650,0,0,8.20603945374853
12176800,0,0,8.20603945374853
12176950,0,0,8.33361813075291
12177100,0,0,8.33361813075291
12177250,0,0,8.33361813075291
12177400,0,0,8.33361813075291
12177550,0,0,8.33361813075291
12177700,0,0,8.33361813075291
12177850,0,0,8.33361813075291
12178000,0,0,8.33361813075291
12178150,0,0,8.33361813075291
12178300,0,0,8.33361813075291
12178450,0,0,8.33361813075291
12178600,0,0,8.33361813075291
12178750,0,0,8.33361813075291
12178900,0,0,8.33361813075291
12179050,0,0,8.33361813075291
12179200,0,0,8.33361813075291
12179350,0,0,8.33361813075291
12179500,0,0,8.33361813075291
12179650,0,0,8.33361813075291
12179800,0,0,8.33361813075291
12179950,0,0,8.33361813075291
12180100,0,0,8.33361813075291
12180250,0,0,8.33361813075291
12180400,0,0,8.33361813075291
12180550,0,0,8.259176460147955
12180700,0,0,8.259176460147955
12180850,0,0,8.259176460147955
12181000,0,0,8.259176460147955
12181150,0,0,8.045575068224963
12181300,0,0,8.045575068224963
12181450,0,0,8.045575068224963
12181600,0,0,8.045575068224963
12181750,0,0,8.045575068224963
12181900,0,0,8.106398466481892
12182050,0,0,8.106398466481892
12182200,0,0,8.106398466481892
12182350,0,0,8.106398466481892
12182500,0,0,8.106398466481892
12182650,0,0,8.106398466481892
12182800,0,0,8.106398466481892
12182950,0,0,8.106398466481892
12183100,0,0,8.106398466481892
12183250,0,0,8.106398466481892
12183400,0,0,8.106398466481892
12183550,0,0,8.106398466481892
12183700,0,0,8.106398466481892
12183850,0,0,8.106398466481892
12184000,0,0,8.106398466481892
12184150,0,0,8.132714255955591
12184300,0,0,8.132714255955591
12184450,0,0,8.132714255955591
12184600,0,0,8.132714255955591
12184750,0,0,8.132714255955591
12184900,0,0,8.132714255955591
12185050,0,0,8.132714255955591
12185200,0,0,8.132714255955591
12185350,0,0,8.132714255955591
12185500,0,0,8.132714255955591
12185650,0,0,8.132714255955591
12185800,0,0,8.132714255955591
12185950,0,0,8.132714255955591
12186100,0,0,8.132714255955591
12186250,0,0,8.132714255955591
12186400,0,0,7.767821624376666
12186550,0,0,7.767821624376666
12186700,0,0,7.8884521703120924
12186850,0,0,7.9470527971541856
12187000,0,0,7.9470527971541856
12187150,0,0,7.9470527971541856
12187300,0,0,7.9470527971541856
12187450,0,0,7.9470527971541856
12187600,0,0,7.9470527971541856
12187750,0,0,7.9470527971541856
12187900,0,0,7.9470527971541856
12188050,0,0,7.9470527971541856
12188200,0,0,7.9470527971541856
12188350,0,0,7.9470527971541856
12188500,0,0,7.9470527971541856
12188650,0,0,7.9470527971541856
12188800,0,0,7.9470527971541856
12188950,0,0,7.9470527971541856
12189100,0,0,7.9470527971541856
12189250,0,0,7.9470527971541856
12189400,0,0,7.9470527971541856
12189550,0,0,7.9470527971541856
12189700,0,0,7.9470527971541856
12189850,0,0,7.642550610847707
12190000,0,0,7.642550610847707
12190150,0,0,7.642550610847707
12190300,0,0,7.642550610847707
12190450,0,0,7.892971663479301
12190600,0,0,7.892971663479301
12190750,0,0,7.892971663479301
12190900,0,0,7.892971663479301
12191050,0,0,7.892971663479301
12191200,0,0,7.892971663479301
12191350,0,0,7.892971663479301
12191500,0,0,7.892971663479301
12191650,0,0,7.892971663479301
12191800,0,0,7.892971663479301
12191950,0,0,7.892971663479301
12192100,0,0,7.892971663479301
12192250,0,0,8.115128060585846
12192400,0,0,8.115128060585846
12192550,0,0,8.115128060585846
12192700,0,0,8.115128060585846
12192850,0,0,8.115128060585846
12193000,0,0,8.115128060585846
12193150,0,0,8.115128060585846
12193300,0,0,8.115128060585846
12193450,0,0,8.115128060585846
12193600,0,0,8.115128060585846
12193750,0,0,8.115128060585846
12193900,0,0,8.115128060585846
12194050,0,0,8.115128060585846
12194200,0,0,8.115128060585846
12194350,0,0,8.115128060585846
12194500,0,0,8.115128060585846
12194650,0,0,8.115128060585846
12194800,0,0,8.115128060585846
12194950,0,0,8.115128060585846
12195100,0,0,8.115128060585846
12195250,0,0,8.115128060585846
12195400,0,0,8.115128060585846
12195550,0,0,8.115128060585846
12195700,0,0,8.115128060585846
12195850,0,0,8.115128060585846
12196000,0,0,8.115128060585846
12196150,0,0,8.115128060585846
12196300,0,0,8.115128060585846
12196450,0,0,8.115128060585846
12196600,0,0,8.115128060585846
12196750,0,0,8.115128060585846
12196900,0,0,8.115128060585846
12197050,0,0,8.115128060585846
12197200,0,0,8.115128060585846
12197350,0,0,8.115128060585846
12197500,0,0,8.115128060585846
12197650,0,0,8.115128060585846
12197800,0,0,8.115128060585846
12197950,0,0,8.115128060585846
12198100,0,0,8.115128060585846
12198250,0,0,8.115128060585846
12198400,0,0,8.115128060585846
12198550,0,0,8.115128060585846
12198700,0,0,8.115128060585846
12198850,0,0,8.115128060585846
12199000,0,0,8.115128060585846
12199150,0,0,8.115128060585846
12199300,0,0,8.115128060585846
12199450,0,0,8.115128060585846
12199600,0,0,8.115128060585846
12199750,0,0,8.115128060585846
12199900,0,0,8.115128060585846
12200050,0,0,8.115128060585846
12200200,0,0,8.115128060585846
12200350,0,0,8.115128060585846
12200500,0,0,8.115128060585846
12200650,0,0,8.115128060585846
12200800,0,0,8.115128060585846
12200950,0,0,8.115128060585846
12201100,0,0,8.115128060585846
12201250,0,0,8.115128060585846
12201400,0,0,8.115128060585846
12201550,0,0,8.115128060585846
12201700,0,0,8.115128060585846
12201850,0,0,8.115128060585846
12202000,0,0,8.115128060585846
12202150,0,0,8.115128060585846
12202300,0,0,8.115128060585846
12202450,0,0,8.115128060585846
12202600,0,0,8.115128060585846
12202750,0,0,8.115128060585846
12202900,0,0,8.115128060585846
12203050,0,0,8.115128060585846
12203200,0,0,8.115128060585846
12203350,0,0,8.115128060585846
12203500,0,0,8.115128060585846
12203650,0,0,8.115128060585846
12203800,0,0,8.115128060585846
12203950,0,0,8.115128060585846
12204100,0,0,8.115128060585846
12204250,0,0,8.115128060585846
12204400,0,0,8.115128060585846
12204550,0,0,8.115128060585846
12204700,0,0,8.115128060585846
12204850,0,0,8.115128060585846
12205000,0,0,8.115128060585846
12205150,0,0,8.115128060585846
12205300,0,0,8.115128060585846
12205450,0,0,8.115128060585846
12205600,0,0,8.115128060585846
12205750,0,0,8.115128060585846
12205900,0,0,8.115128060585846
12206050,0,0,8.115128060585846
12206200,0,0,8.115128060585846
12206350,0,0,8.115128060585846
12206500,0,0,8.115128060585846
12206650,0,0,8.115128060585846
12206800,0,0,8.115128060585846
12206950,0,0,8.115128060585846
12207100,0,0,8.115128060585846
12207250,0,0,8.115128060585846
12207400,0,0,8.115128060585846
12207550,0,0,8.115128060585846
12207700,0,0,8.115128060585846
12207850,0,0,8.115128060585846
12208000,0,0,8.115128060585846
12208150,0,0,8.115128060585846
12208300,0,0,8.115128060585846
12208450,0,0,8.115128060585846
12208600,0,0,8.115128060585846
12208750,0,0,8.115128060585846
12208900,0,0,8.115128060585846
12209050,0,0,8.115128060585846
12209200,0,0,8.115128060585846
12209350,0,0,8.115128060585846
12209500,0,0,8.115128060585846
12209650,0,0,8.115128060585846
12209800,0,0,8.115128060585846
12209950,0,0,8.115128060585846
12210100,0,0,8.115128060585846
12210250,0,0,8.115128060585846
12210400,0,0,8.115128060585846
12210550,0,0,8.115128060585846
12210700,0,0,8.115128060585846
12210850,0,0,8.115128060585846
12211000,0,0,8.115128060585846
12211150,0,0,8.115128060585846
12211300,0,0,8.115128060585846
12211450,0,0,8.115128060585846
12211600,0,0,8.115128060585846
12211750,0,0,8.115128060585846
12211900,0,0,8.115128060585846
12212050,0,0,8.115128060585846
12212200,0,0,8.115128060585846
12212350,0,0,8.115128060585846
12212500,0,0,8.115128060585846
12212650,0,0,8.115128060585846
12212800,0,0,8.115128060585846
12212950,0,0,8.115128060585846
12213100,0,0,8.115128060585846
12213250,0,0,8.115128060585846
12213400,0,0,8.115128060585846
12213550,0,0,8.115128060585846
12213700,0,0,8.115128060585846
12213850,0,0,8.115128060585846
12214000,0,0,8.115128060585846
12214150,0,0,7.8778308182874355
12214300,0,0,7.8778308182874355
12214450,0,0,7.8778308182874355
12214600,0,0,7.8778308182874355
12214750,0,0,8.211421636726897
12214900,0,0,8.211421636726897
12215050,0,0,8.211421636726897
12215200,0,0,8.211421636726897
12215350,0,0,8.211421636726897
12215500,0,0,8.211421636726897
12215650,0,0,8.211421636726897
12215800,0,0,8.211421636726897
12215950,0,0,8.211421636726897
12216100,0,0,8.211421636726897
12216250,0,0,8.211421636726897
12216400,0,0,8.211421636726897
12216550,0,0,8.157274949600492
12216700,0,0,8.157274949600492
12216850,0,0,8.157274949600492
12217000,0,0,8.157274949600492
12217150,0,0,8.157274949600492
