blocknumber,reserve LINK,reserve WETH,volume LINK for 5% slippage
10523200,0,0,7750.21251782545
10523350,0,0,7753.938354096492
10523500,0,0,7754.456254383287
10523650,0,0,7786.9096633444715
10523800,0,0,7843.346641246055
10523950,0,0,7856.406355431682
10524100,0,0,7852.054921950097
10524250,0,0,7838.303176857531
10524400,0,0,7856.532318427606
10524550,0,0,7852.096767884825
10524700,0,0,7878.490525565518
10524850,0,0,7763.465372034698
10525000,0,0,7690.858743126388
10525150,0,0,7673.172451042861
10525300,0,0,7680.259328480315
10525450,0,0,7640.6672751273145
10525600,0,0,7645.3548837637645
10525750,0,0,7613.5892139774805
10525900,0,0,7634.448127088748
10526050,0,0,7559.59704849674
10526200,0,0,7590.119899038662
10526350,0,0,7625.929540287587
10526500,0,0,7606.027405002853
10526650,0,0,7738.077851106704
10526800,0,0,7761.823225789529
10526950,0,0,7759.717598311778
10527100,0,0,7763.539706179348
10527250,0,0,7770.706661264121
10527400,0,0,7776.527613294718
10527550,0,0,7799.248030977877
10527700,0,0,7815.02794443685
10527850,0,0,7825.224213108362
10528000,0,0,7824.500686815794
10528150,0,0,7797.186160222482
10528300,0,0,7796.559940728504
10528450,0,0,7775.384433685191
10528600,0,0,7828.322557445266
10528750,0,0,7841.413737303868
10528900,0,0,7826.120720410283
10529050,0,0,7815.661170411127
10529200,0,0,7810.990595054813
10529350,0,0,7827.767355308752
10529500,0,0,7737.752171815286
10529650,0,0,7747.082475635601
10529800,0,0,7712.111803784064
10529950,0,0,7767.013919511315
10530100,0,0,7817.149344818463
10530250,0,0,7780.712545907561
10530400,0,0,7837.2371380792465
10530550,0,0,7819.220734845992
10530700,0,0,7858.511458369612
10530850,0,0,7929.914674463711
10531000,0,0,7979.01833243412
10531150,0,0,7956.21910817147
10531300,0,0,7964.629365014465
10531450,0,0,8029.496789914265
10531600,0,0,7967.59064838101
10531750,0,0,8003.302628376579
10531900,0,0,7993.946694144455
10532050,0,0,7944.219606753817
10532200,0,0,7952.216295414604
10532350,0,0,7969.146616373677
10532500,0,0,8029.859990042256
10532650,0,0,8014.386045495048
10532800,0,0,7966.076838598994
10532950,0,0,7817.759029484849
10533100,0,0,7858.567428335227
10533250,0,0,7892.804916444671
10533400,0,0,7858.609897604532
10533550,0,0,7952.765000468673
10533700,0,0,7913.317017026799
10533850,0,0,8002.952671976585
10534000,0,0,8027.847408818663
10534150,0,0,8125.233722300269
10534300,0,0,8083.696310308238
10534450,0,0,8136.675052898674
10534600,0,0,8240.26475976911
10534750,0,0,8380.769579997956
10534900,0,0,8383.808784746972
10535050,0,0,8398.192846555059
10535200,0,0,8308.000179605093
10535350,0,0,8294.59085770321
10535500,0,0,8306.072284328548
10535650,0,0,8333.06360649169
10535800,0,0,8380.009425748285
10535950,0,0,8358.789523600804
10536100,0,0,8402.077615945716
10536250,0,0,8391.576185255079
10536400,0,0,8198.59946060626
10536550,0,0,8180.053861865425
10536700,0,0,8160.768249190442
10536850,0,0,8159.073852398084
10537000,0,0,8157.8003922973585
10537150,0,0,8151.461019836192
10537300,0,0,8159.768429877644
10537450,0,0,8449.679531026195
10537600,0,0,8470.045626775129
10537750,0,0,8477.659150891093
10537900,0,0,8433.022093727079
10538050,0,0,8440.7663898202
10538200,0,0,8439.986058792594
10538350,0,0,8491.49105616819
10538500,0,0,8609.54689241969
10538650,0,0,8720.966046243208
10538800,0,0,8704.431346286903
10538950,0,0,8724.821021430602
10539100,0,0,8819.82444420486
10539250,0,0,8850.799402756937
10539400,0,0,8811.648805040692
10539550,0,0,8676.066667663748
10539700,0,0,8679.028256251971
10539850,0,0,8681.68842502174
10540000,0,0,8649.695036326797
10540150,0,0,8707.305667962326
10540300,0,0,8723.648007995915
10540450,0,0,8580.038694619609
10540600,0,0,8590.557748949213
10540750,0,0,8597.174014519172
10540900,0,0,8659.175636542612
10541050,0,0,8678.494731613202
10541200,0,0,8791.85103262667
10541350,0,0,8813.288858830405
10541500,0,0,8818.891550320695
10541650,0,0,8813.719725018367
10541800,0,0,8836.899219701998
10541950,0,0,8945.181931034283
10542100,0,0,9013.674617735494
10542250,0,0,8982.649323413265
10542400,0,0,8919.15360953621
10542550,0,0,8855.615343932353
10542700,0,0,8906.776656559814
10542850,0,0,8974.851785211067
10543000,0,0,8814.903939968586
10543150,0,0,8789.85524933238
10543300,0,0,8866.578322862682
10543450,0,0,8817.516212768096
10543600,0,0,8872.040564585623
10543750,0,0,8894.546305003198
10543900,0,0,8959.12581686725
10544050,0,0,8995.86483448348
10544200,0,0,8975.945637609984
10544350,0,0,8946.32925095639
10544500,0,0,8903.23378961641
10544650,0,0,8956.636318929523
10544800,0,0,9026.177489060734
10544950,0,0,8994.911161847005
10545100,0,0,9052.477636171068
10545250,0,0,8958.381061164226
10545400,0,0,8888.318797103857
10545550,0,0,8858.476537715469
10545700,0,0,8893.643968207034
10545850,0,0,8912.034971198562
10546000,0,0,8974.786774464388
10546150,0,0,8928.138135339454
10546300,0,0,8814.669617732114
10546450,0,0,8927.31748898438
10546600,0,0,8919.855325567361
10546750,0,0,8722.026867470413
10546900,0,0,8703.722586143704
10547050,0,0,8726.841240805632
10547200,0,0,8794.619230195909
10547350,0,0,8740.981449800864
10547500,0,0,8787.748521349655
10547650,0,0,8854.00063923208
10547800,0,0,8867.9179691858
10547950,0,0,8938.983112056623
10548100,0,0,8857.350588101894
10548250,0,0,8899.077287705848
10548400,0,0,8883.451166719373
10548550,0,0,8923.731257344858
10548700,0,0,8909.504639653955
10548850,0,0,8944.462817339081
10549000,0,0,8927.84338911777
10549150,0,0,8900.710252365854
10549300,0,0,8891.702724586998
10549450,0,0,8892.877875511738
10549600,0,0,8889.291299671138
10549750,0,0,8945.107011293498
10549900,0,0,8939.197722307814
10550050,0,0,8956.605294048466
10550200,0,0,8899.755823630461
10550350,0,0,8956.367694662156
10550500,0,0,8998.262734228629
10550650,0,0,8946.011013760726
10550800,0,0,8964.855429782008
10550950,0,0,9030.79408933007
10551100,0,0,8945.493682703498
10551250,0,0,8885.69632893469
10551400,0,0,8857.368462122657
10551550,0,0,8791.48347032044
10551700,0,0,8806.537024454155
10551850,0,0,8816.06403603297
10552000,0,0,8873.88634673637
10552150,0,0,8894.325991161546
10552300,0,0,8920.641780635226
10552450,0,0,8896.646075940516
10552600,0,0,8913.369356976327
10552750,0,0,8951.608349785092
10552900,0,0,8983.20435969677
10553050,0,0,8975.266375563602
10553200,0,0,8965.595588692697
10553350,0,0,8975.38239396215
10553500,0,0,8988.73234205757
10553650,0,0,9087.723425657809
10553800,0,0,9056.607869610307
10553950,0,0,9052.948975210515
10554100,0,0,9060.30583433283
10554250,0,0,9053.048904338619
10554400,0,0,9074.54572306876
10554550,0,0,9038.168755965948
10554700,0,0,9070.246627224406
10554850,0,0,9109.369706835132
10555000,0,0,9080.366765882121
10555150,0,0,9109.005961655377
10555300,0,0,9115.592759177234
10555450,0,0,9093.863161360117
10555600,0,0,9157.396184426238
10555750,0,0,9179.398219696624
10555900,0,0,9169.055102922139
10556050,0,0,9114.192407603143
10556200,0,0,9150.451098720165
10556350,0,0,9071.934459366661
10556500,0,0,9105.955164208775
10556650,0,0,9104.206349435
10556800,0,0,9094.414671687991
10556950,0,0,9086.031932634563
10557100,0,0,9112.092998440377
10557250,0,0,9171.29144472914
10557400,0,0,9122.103890223283
10557550,0,0,9044.24723456311
10557700,0,0,9069.746961766155
10557850,0,0,9015.820081162587
10558000,0,0,8995.938355842925
10558150,0,0,8951.62109957813
10558300,0,0,8951.507451654237
10558450,0,0,8949.1836883988
10558600,0,0,8979.098231277923
10558750,0,0,8971.971764505433
10558900,0,0,8967.787011162523
10559050,0,0,9000.665510458552
10559200,0,0,8899.671339665801
10559350,0,0,8932.647684607946
10559500,0,0,8918.87041257578
10559650,0,0,8943.915216201654
10559800,0,0,8930.475777414307
10559950,0,0,8916.999922137678
10560100,0,0,8919.771730386943
10560250,0,0,8949.935319366748
10560400,0,0,8950.020389969548
10560550,0,0,8876.143873600406
10560700,0,0,8797.944337885448
10560850,0,0,8870.588125828246
10561000,0,0,8896.252889391093
10561150,0,0,8838.199561166024
10561300,0,0,8869.20068643996
10561450,0,0,8863.211536202376
10561600,0,0,8859.230911850056
10561750,0,0,8817.215772967698
10561900,0,0,8843.527876542357
10562050,0,0,8768.73316268361
10562200,0,0,8855.877816208202
10562350,0,0,8875.517300128558
10562500,0,0,8867.517508482735
10562650,0,0,8810.654648611235
10562800,0,0,8854.522445822367
10562950,0,0,8911.834188135253
10563100,0,0,8968.166857417644
10563250,0,0,9002.675219676632
10563400,0,0,8992.680567552976
10563550,0,0,8970.721405149234
10563700,0,0,9056.22454456368
10563850,0,0,8991.814448235993
10564000,0,0,9006.107629482605
10564150,0,0,8908.570240521687
10564300,0,0,8913.812340259901
10564450,0,0,9132.185475496488
10564600,0,0,9129.981024677894
10564750,0,0,8805.837285048765
10564900,0,0,8810.41015857915
10565050,0,0,8765.762612638064
10565200,0,0,8835.006610776647
10565350,0,0,8815.41787111698
10565500,0,0,8808.312607770029
10565650,0,0,8820.868496195704
10565800,0,0,8866.036033738113
10565950,0,0,8863.746501790563
10566100,0,0,8879.130755358172
10566250,0,0,8881.927042882773
10566400,0,0,8900.568971737812
10566550,0,0,8878.481498955458
10566700,0,0,8846.08024671502
10566850,0,0,8883.712039004778
10567000,0,0,8933.475057120871
10567150,0,0,9011.306965232303
10567300,0,0,9006.422377706622
10567450,0,0,8995.877359775652
10567600,0,0,8972.341566121904
10567750,0,0,8959.651821009349
10567900,0,0,8994.471274187556
10568050,0,0,9029.203723528917
10568200,0,0,9037.998462447722
10568350,0,0,9090.85119980952
10568500,0,0,9080.68401754371
10568650,0,0,9077.111254371557
10568800,0,0,8998.206796020095
10568950,0,0,9076.175147558475
10569100,0,0,9068.09219868845
10569250,0,0,9125.332232059474
10569400,0,0,9055.255470625852
10569550,0,0,9073.127512294886
10569700,0,0,9075.619757942157
10569850,0,0,9117.704242643638
10570000,0,0,9113.800016624533
10570150,0,0,9106.222760540026
10570300,0,0,9116.522491797688
10570450,0,0,9071.074316970946
10570600,0,0,9083.346308617765
10570750,0,0,9026.281788278138
10570900,0,0,8993.763605023065
10571050,0,0,9002.48978984548
10571200,0,0,9045.416543769912
10571350,0,0,9089.315755951568
10571500,0,0,9126.002853169834
10571650,0,0,9139.819803490245
10571800,0,0,9205.215433923004
10571950,0,0,9299.008027825126
10572100,0,0,9300.463834393333
10572250,0,0,9275.805866997718
10572400,0,0,9250.140371525515
10572550,0,0,9219.310418348789
10572700,0,0,9207.219833580428
10572850,0,0,9209.172488612618
10573000,0,0,9210.185221815656
10573150,0,0,9278.126610481704
10573300,0,0,9258.604632095143
10573450,0,0,9257.361107121309
10573600,0,0,9262.048155448283
10573750,0,0,9256.015645133826
10573900,0,0,9279.179938224232
10574050,0,0,9256.009501858935
10574200,0,0,9287.887666434486
10574350,0,0,9295.877158574149
10574500,0,0,9321.1056607067
10574650,0,0,9328.756692265713
10574800,0,0,9322.110841254005
10574950,0,0,9297.15709873836
10575100,0,0,9359.30231093106
10575250,0,0,9439.962397457974
10575400,0,0,9596.682546372322
10575550,0,0,9542.28781424262
10575700,0,0,9525.846695578424
10575850,0,0,9788.043907010317
10576000,0,0,9688.399608314008
10576150,0,0,9681.513565826113
10576300,0,0,9453.49477480803
10576450,0,0,9379.569658059336
10576600,0,0,9417.06568663611
10576750,0,0,9376.157428617269
10576900,0,0,9361.658252403518
10577050,0,0,9458.381389503018
10577200,0,0,9470.338762556086
10577350,0,0,9480.609360492905
10577500,0,0,9561.132718107547
10577650,0,0,9568.463665524294
10577800,0,0,9525.455940658198
10577950,0,0,9519.926705696009
10578100,0,0,9648.998546862102
10578250,0,0,9750.129593095393
10578400,0,0,9738.170768837823
10578550,0,0,9719.703417040088
10578700,0,0,9663.248086761858
10578850,0,0,9628.412982275826
10579000,0,0,9377.735538280627
10579150,0,0,9993.78937466367
10579300,0,0,9905.542003025039
10579450,0,0,9766.780439833936
10579600,0,0,9784.00890157395
10579750,0,0,9786.981329112867
10579900,0,0,9819.699590264587
10580050,0,0,9756.609253985254
10580200,0,0,9704.332834148168
10580350,0,0,9767.617900987214
10580500,0,0,9829.847456514515
10580650,0,0,9809.860859831824
10580800,0,0,9781.923175731587
10580950,0,0,9765.646956008975
10581100,0,0,9737.003291849833
10581250,0,0,9716.763661447563
10581400,0,0,9736.953952017182
10581550,0,0,9794.648522155563
10581700,0,0,9993.128641094198
10581850,0,0,10024.112024092494
10582000,0,0,9978.2980744034
10582150,0,0,9950.617371979431
10582300,0,0,9900.297433964588
10582450,0,0,9803.499264206563
10582600,0,0,9785.845189255779
10582750,0,0,9897.663905570429
10582900,0,0,9940.531753299962
10583050,0,0,9993.639513805596
10583200,0,0,9961.09869784629
10583350,0,0,9977.821361501497
10583500,0,0,9930.803996517847
10583650,0,0,10172.36313855648
10583800,0,0,10211.47040119805
10583950,0,0,10115.519443832425
10584100,0,0,10111.555738718918
10584250,0,0,10187.154482155282
10584400,0,0,10200.825577813957
10584550,0,0,10175.28536296374
10584700,0,0,10200.085194744432
10584850,0,0,10200.27531892364
10585000,0,0,10269.56210499059
10585150,0,0,10269.086413199024
10585300,0,0,10270.681345800665
10585450,0,0,10230.395644385106
10585600,0,0,10191.24614863575
10585750,0,0,10192.56006661462
10585900,0,0,10198.080713406584
10586050,0,0,10205.938142216677
10586200,0,0,10242.368961465516
10586350,0,0,10264.491593696788
10586500,0,0,10227.49281960883
10586650,0,0,10213.756349116418
10586800,0,0,10247.20467347413
10586950,0,0,10139.666641212592
10587100,0,0,10197.621206035052
10587250,0,0,10292.77849110053
10587400,0,0,10322.51281640376
10587550,0,0,10318.447742998833
10587700,0,0,10315.405968196457
10587850,0,0,10283.338123860216
10588000,0,0,10221.483295122394
10588150,0,0,10340.902434323536
10588300,0,0,10336.867787327094
10588450,0,0,10346.430304991984
10588600,0,0,10333.977069265064
10588750,0,0,10356.532224928378
10588900,0,0,10370.321365690877
10589050,0,0,10316.563599530928
10589200,0,0,10305.989334195416
10589350,0,0,10860.690204963757
10589500,0,0,10801.095337455947
10589650,0,0,10668.567601795308
10589800,0,0,10600.231338697748
10589950,0,0,10459.96768415012
10590100,0,0,10565.47004331107
10590250,0,0,10547.51018240943
10590400,0,0,10564.371934269177
10590550,0,0,10600.050847200619
10590700,0,0,10633.27627328827
10590850,0,0,10561.609937604837
10591000,0,0,10574.883724552725
10591150,0,0,10566.934321374982
10591300,0,0,10539.634353200672
10591450,0,0,10451.277126709727
10591600,0,0,10455.968964867352
10591750,0,0,10486.569448545692
10591900,0,0,10521.809204663296
10592050,0,0,10533.945094943221
10592200,0,0,10960.001284241123
10592350,0,0,10785.59199084295
10592500,0,0,10787.125507841381
10592650,0,0,10267.094609359745
10592800,0,0,10270.543249915674
10592950,0,0,10310.151533267868
10593100,0,0,10310.077735267521
10593250,0,0,10342.43171966591
10593400,0,0,10355.862838285248
10593550,0,0,10310.3204955681
10593700,0,0,10292.14995984931
10593850,0,0,10266.183118040062
10594000,0,0,10257.250689680193
10594150,0,0,10264.198107089556
10594300,0,0,10302.227612229704
10594450,0,0,10452.738668640697
10594600,0,0,10313.193729198538
10594750,0,0,10284.770534666255
10594900,0,0,10324.280028562789
10595050,0,0,10329.714071497263
10595200,0,0,10322.272522706451
10595350,0,0,10337.670479849476
10595500,0,0,10353.617598515382
10595650,0,0,10346.040952780197
10595800,0,0,10272.046341252484
10595950,0,0,10159.318005625304
10596100,0,0,10193.009579322417
10596250,0,0,10206.251426186122
10596400,0,0,10249.05451728878
10596550,0,0,10237.813197633048
10596700,0,0,10202.071406317176
10596850,0,0,10250.425923414208
10597000,0,0,10303.970726918196
10597150,0,0,10326.019547584001
10597300,0,0,10319.78519323541
10597450,0,0,10353.19851450462
10597600,0,0,10404.918682400079
10597750,0,0,10586.824619994033
10597900,0,0,10572.20310096498
10598050,0,0,10590.725503538677
10598200,0,0,10658.720836752182
10598350,0,0,10682.156950590754
10598500,0,0,10679.067844787525
10598650,0,0,10618.948635234177
10598800,0,0,11170.856350391521
10598950,0,0,11189.682491012558
10599100,0,0,11209.49762624735
10599250,0,0,11296.196362321585
10599400,0,0,11289.186515653593
10599550,0,0,11321.97457443134
10599700,0,0,11372.203168880806
10599850,0,0,11402.993375421967
10600000,0,0,11470.891757671343
10600150,0,0,11443.369962688506
10600300,0,0,11423.076446937455
10600450,0,0,11389.719642644195
10600600,0,0,11473.698845934035
10600750,0,0,11476.95110725201
10600900,0,0,11445.733522506314
10601050,0,0,11439.85955925472
10601200,0,0,11443.552183381078
10601350,0,0,11413.104660139914
10601500,0,0,11392.840786920598
10601650,0,0,11404.601996961195
10601800,0,0,11441.68439261432
10601950,0,0,11435.978856328089
10602100,0,0,11501.516610275547
10602250,0,0,11626.614796419977
10602400,0,0,11610.95358125493
10602550,0,0,11642.529155377706
10602700,0,0,11602.812005348038
10602850,0,0,11648.720186625724
10603000,0,0,11640.364295872452
10603150,0,0,11611.931098223315
10603300,0,0,11959.257245469373
10603450,0,0,12486.742987390608
10603600,0,0,12469.599561003823
10603750,0,0,12506.531321277434
10603900,0,0,12516.831241318752
10604050,0,0,12533.62992679901
10604200,0,0,12636.271057599632
10604350,0,0,12665.762002938776
10604500,0,0,12653.130161493173
10604650,0,0,12636.045836674806
10604800,0,0,12548.83548459949
10604950,0,0,12569.622736597608
10605100,0,0,12590.795534380275
10605250,0,0,12607.31214169893
10605400,0,0,12651.079366140999
10605550,0,0,12724.035399715387
10605700,0,0,12689.194478875783
10605850,0,0,12597.004515704466
10606000,0,0,12614.178640557744
10606150,0,0,12550.956908095832
10606300,0,0,12629.221284726955
10606450,0,0,12637.48117890273
10606600,0,0,12673.017010876007
10606750,0,0,12675.392426451086
10606900,0,0,12350.993342933827
10607050,0,0,12650.737523419142
10607200,0,0,12641.75227044418
10607350,0,0,12620.688936086663
10607500,0,0,12602.985092656978
10607650,0,0,12617.297992985463
10607800,0,0,12642.526192950725
10607950,0,0,12648.52975861667
10608100,0,0,12666.948143500631
10608250,0,0,12672.714827264193
10608400,0,0,12621.261235383921
10608550,0,0,12658.661926131463
10608700,0,0,12641.364717639692
10608850,0,0,12691.702555589553
10609000,0,0,12697.300591920502
10609150,0,0,12639.604539374443
10609300,0,0,12329.717817844998
10609450,0,0,12398.841556622821
10609600,0,0,12430.468516653375
10609750,0,0,12474.01396668356
10609900,0,0,12441.754210146144
10610050,0,0,12556.405656238669
10610200,0,0,12507.136460552923
10610350,0,0,12595.695685242885
10610500,0,0,12552.770402760536
10610650,0,0,12555.035359326168
10610800,0,0,12543.040521045361
10610950,0,0,12538.578516233945
10611100,0,0,12546.504135136493
10611250,0,0,12518.785533636546
10611400,0,0,12571.899037636962
10611550,0,0,12511.243714807817
10611700,0,0,12563.44361876251
10611850,0,0,12559.616830250103
10612000,0,0,12528.568242982845
10612150,0,0,12530.124949047633
10612300,0,0,12534.64041540018
10612450,0,0,12524.911808739882
10612600,0,0,12484.043121497205
10612750,0,0,12434.758311366924
10612900,0,0,12398.207058986794
10613050,0,0,12445.052467854228
10613200,0,0,12372.463900571776
10613350,0,0,12432.70790571245
10613500,0,0,12389.753272709
10613650,0,0,12892.72734827522
10613800,0,0,12880.894777500856
10613950,0,0,12864.38494770843
10614100,0,0,12996.929232476192
10614250,0,0,12959.003885906423
10614400,0,0,12962.753248326713
10614550,0,0,12929.360052266304
10614700,0,0,12903.753266066837
10614850,0,0,12795.307997427153
10615000,0,0,12814.544695302233
10615150,0,0,12805.2460526629
10615300,0,0,12819.43469037168
10615450,0,0,12860.396891600481
10615600,0,0,12881.12419142379
10615750,0,0,12850.710466359946
10615900,0,0,12789.85186813242
10616050,0,0,12834.587688018219
10616200,0,0,12775.769254931045
10616350,0,0,12630.4971245192
10616500,0,0,12675.765339468722
10616650,0,0,12624.622672887373
10616800,0,0,12615.992546725407
10616950,0,0,12608.924001106236
10617100,0,0,12535.20317886665
10617250,0,0,12490.522923446144
10617400,0,0,12426.436024160386
10617550,0,0,12440.033708516276
10617700,0,0,12222.577869677625
10617850,0,0,12340.89227919365
10618000,0,0,12327.903811585478
10618150,0,0,12285.172850667208
10618300,0,0,12213.448072701489
10618450,0,0,12341.344663518888
10618600,0,0,12253.479754811706
10618750,0,0,12243.573050852574
10618900,0,0,12245.98766176938
10619050,0,0,12217.31381674658
10619200,0,0,12244.147789904324
10619350,0,0,12250.648519582115
10619500,0,0,12252.209649398283
10619650,0,0,12269.35049552191
10619800,0,0,12176.81657644629
10619950,0,0,12205.26250671057
10620100,0,0,12168.167827405705
10620250,0,0,11736.450940510957
10620400,0,0,11761.947665690503
10620550,0,0,11723.099084563757
10620700,0,0,11769.954198714113
10620850,0,0,11765.106619895902
10621000,0,0,11113.237776271853
10621150,0,0,11035.189860680286
10621300,0,0,11159.728261657641
10621450,0,0,11202.715580839344
10621600,0,0,11072.655356310803
10621750,0,0,11348.522339987685
10621900,0,0,11329.167296215164
10622050,0,0,11235.82069594739
10622200,0,0,11327.255858895718
10622350,0,0,11627.550134543475
10622500,0,0,11579.30247870725
10622650,0,0,11381.949525751377
10622800,0,0,11371.767750194704
10622950,0,0,11409.778642448364
10623100,0,0,11467.383637681487
10623250,0,0,11433.796291411505
10623400,0,0,11301.205531666259
10623550,0,0,11697.831665180536
10623700,0,0,11736.007756344072
10623850,0,0,11700.519082840998
10624000,0,0,11774.413980316545
10624150,0,0,11850.665907490591
10624300,0,0,11915.270334626373
10624450,0,0,11864.310707343771
10624600,0,0,11894.96903971958
10624750,0,0,11877.09397001614
10624900,0,0,11713.824187178077
10625050,0,0,11454.405876937904
10625200,0,0,11504.4820316908
10625350,0,0,11382.738617710187
10625500,0,0,11393.369648021471
10625650,0,0,11389.969937815564
10625800,0,0,11442.039608450199
10625950,0,0,11435.177975186205
10626100,0,0,11446.828916691156
10626250,0,0,10680.853976756363
10626400,0,0,10770.426334822841
10626550,0,0,10760.83776689929
10626700,0,0,10670.588970003824
10626850,0,0,10395.683774837846
10627000,0,0,10330.60641495706
10627150,0,0,10277.412003177189
10627300,0,0,10325.386902771977
10627450,0,0,10442.420959717565
10627600,0,0,10447.633502582641
10627750,0,0,10398.274599952914
10627900,0,0,10424.057310797332
10628050,0,0,10385.500418511569
10628200,0,0,10437.114147806686
10628350,0,0,10362.278811732482
10628500,0,0,10305.426998234849
10628650,0,0,10380.618555483845
10628800,0,0,10478.076659799408
10628950,0,0,10504.919189819979
10629100,0,0,10529.20072009394
10629250,0,0,10545.360102353705
10629400,0,0,10804.87014511347
10629550,0,0,10932.531259215611
10629700,0,0,10859.103389929136
10629850,0,0,10817.547177566565
10630000,0,0,10899.870923029783
10630150,0,0,10600.582891910512
10630300,0,0,10588.630698155466
10630450,0,0,10450.90693949521
10630600,0,0,10038.567515451403
10630750,0,0,10046.85714882685
10630900,0,0,10030.036725764716
10631050,0,0,10057.673739044985
10631200,0,0,10072.846069601452
10631350,0,0,10064.486142663809
10631500,0,0,10097.639337063534
10631650,0,0,10070.107542304206
10631800,0,0,10003.203856626234
10631950,0,0,9900.01491494014
10632100,0,0,9960.50497719532
10632250,0,0,10018.269679500052
10632400,0,0,10020.734539783094
10632550,0,0,9588.149832923285
10632700,0,0,9632.794483639329
10632850,0,0,9594.755956287641
10633000,0,0,9616.58637348935
10633150,0,0,9779.487379783328
10633300,0,0,9834.47213629834
10633450,0,0,9827.199053643184
10633600,0,0,9869.868689170515
10633750,0,0,9923.244709445571
10633900,0,0,9919.20555262739
10634050,0,0,10114.215608643572
10634200,0,0,10137.967080703063
10634350,0,0,10129.19034381234
10634500,0,0,10139.080360020656
10634650,0,0,10136.879525751952
10634800,0,0,10073.042331821693
10634950,0,0,10234.847156712669
10635100,0,0,10262.776808425959
10635250,0,0,10313.346287521796
10635400,0,0,10322.97437967165
10635550,0,0,10406.537041059346
10635700,0,0,10465.806569975364
10635850,0,0,10456.95921990258
10636000,0,0,10467.114386735833
10636150,0,0,10031.771563810616
10636300,0,0,10081.432528358244
10636450,0,0,10069.458785049414
10636600,0,0,10299.316452207655
10636750,0,0,10275.812709978985
10636900,0,0,10233.649374109547
10637050,0,0,10255.753112219652
10637200,0,0,10129.939713077329
10637350,0,0,10132.259034340066
10637500,0,0,10138.437853658543
10637650,0,0,10184.587447591475
10637800,0,0,10183.52718520016
10637950,0,0,10253.279032997729
10638100,0,0,10240.763982572971
10638250,0,0,10276.816257729399
10638400,0,0,10251.376240462763
10638550,0,0,10271.051637136523
10638700,0,0,10309.500963828701
10638850,0,0,10388.149564580788
10639000,0,0,10327.01576184103
10639150,0,0,10373.445654395415
10639300,0,0,10302.503681644303
10639450,0,0,10229.493840388197
10639600,0,0,10187.261517120874
10639750,0,0,10022.193500577268
10639900,0,0,10227.008384883171
10640050,0,0,10241.573634650122
10640200,0,0,10226.318854248093
10640350,0,0,10245.799294056313
10640500,0,0,10269.73316465292
10640650,0,0,10291.784376605181
10640800,0,0,10368.92425518902
10640950,0,0,10275.480738952174
10641100,0,0,10229.690581508767
10641250,0,0,10171.821983498085
10641400,0,0,10203.939066960447
10641550,0,0,10137.123140610376
10641700,0,0,10103.513394327048
10641850,0,0,10160.419481309655
10642000,0,0,10149.464689625194
10642150,0,0,10125.415756808303
10642300,0,0,10211.325178105413
10642450,0,0,10170.702748057054
10642600,0,0,10175.144007501687
10642750,0,0,10211.09184667078
10642900,0,0,10175.089019332867
10643050,0,0,10115.85367403939
10643200,0,0,10143.103206183354
10643350,0,0,10079.673872729065
10643500,0,0,10063.330482735997
10643650,0,0,9997.864605927665
10643800,0,0,9895.834699837724
10643950,0,0,9915.475350830762
10644100,0,0,9917.2112542713
10644250,0,0,9879.783712191915
10644400,0,0,9895.387986803893
10644550,0,0,9872.945250288263
10644700,0,0,9821.11955053365
10644850,0,0,9797.446342540148
10645000,0,0,9791.597692857293
10645150,0,0,9846.673346439085
10645300,0,0,9743.75768970928
10645450,0,0,9469.543463501323
10645600,0,0,9410.364263555559
10645750,0,0,9361.39828263814
10645900,0,0,9454.613836627774
10646050,0,0,9459.263856255275
10646200,0,0,9257.660841066565
10646350,0,0,9217.334734491684
10646500,0,0,9278.119560059014
10646650,0,0,9177.212317256519
10646800,0,0,9289.487203719356
10646950,0,0,9381.782368060405
10647100,0,0,9457.990546087065
10647250,0,0,9298.72026850286
10647400,0,0,8960.983890373027
10647550,0,0,8037.3196004842175
10647700,0,0,8094.303644219384
10647850,0,0,8018.628581412486
10648000,0,0,8006.2810076472815
10648150,0,0,7947.986222026346
10648300,0,0,7828.656114207901
10648450,0,0,7913.566568288545
10648600,0,0,7980.937929926295
10648750,0,0,7079.592029390798
10648900,0,0,6989.890079295554
10649050,0,0,6993.186791728745
10649200,0,0,6974.6423080725945
10649350,0,0,7118.70181056764
10649500,0,0,7071.043538325903
10649650,0,0,7108.579515989259
10649800,0,0,7102.623063962237
10649950,0,0,7067.339114284405
10650100,0,0,6905.165111878887
10650250,0,0,6551.643547786953
10650400,0,0,6494.231423206569
10650550,0,0,6545.269863817099
10650700,0,0,6598.624743683598
10650850,0,0,6665.440250174521
10651000,0,0,6653.5391139264975
10651150,0,0,6778.881263039191
10651300,0,0,6909.919120822888
10651450,0,0,6903.3033299748495
10651600,0,0,6575.320306581634
10651750,0,0,6522.78365671169
10651900,0,0,6491.928077130069
10652050,0,0,6552.236231810355
10652200,0,0,6568.318402674209
10652350,0,0,6580.729103809281
10652500,0,0,6614.557036214406
10652650,0,0,6530.93856631816
10652800,0,0,6412.290539071924
10652950,0,0,6297.874410796867
10653100,0,0,6376.234475142686
10653250,0,0,6405.009135295506
10653400,0,0,6409.627675158408
10653550,0,0,6405.144108949302
10653700,0,0,6592.6461306778365
10653850,0,0,6781.446350032522
