block,reserve LINK,reserve DAI,price,volume for slippage 5%
10290522,24.778119483223364,101.4596325839803,4.094726908257749,1.3041115517485977
10290547,24.778117683223364,101.45963997666732,4.0947275040736075,1.3041114570117536
10291403,74.77811768322336,306.19601518034773,4.094727504073608,3.935690404380182
10300038,75.4949811060917,303.29716743752226,4.017448087195417,3.9734200582153534
10306299,74.38939774793599,307.8183666801967,4.137933307690173,3.9152314604176865
10315450,73.38939774793599,312.0253040574737,4.251640068353731,3.8625998814703166
10317135,68.49187388048333,291.20279534689325,4.251640068353731,3.604835467393869
10318642,68.39187388048333,291.62986221298706,4.264101064442513,3.5995723094991234
10318666,67.48292678455489,295.5697289352174,4.379918640441448,3.551732988660774
10320686,66.77875585908197,298.6958411325795,4.472917131952776,3.5146713610043037
10320845,66.67875585908197,299.1451515930817,4.486363726181263,3.5094082031095866
10323370,66.01998843422744,302.13909427687486,4.576479054943816,3.4747362333803977
10323882,63.97737299369912,311.8145620747592,4.873825658728885,3.367230157563114
10329094,65.97737299369912,302.38989485074285,4.583236360132454,3.4724933154578537
10334048,18.707463554050133,85.74072716677529,4.583236360132455,0.9846033449500062
10337182,18.27164691391003,87.79197491896578,4.804820021567437,0.9616656270478963
10339188,18.3201585115015,87.56019821784932,4.779445448732255,0.9642188690263929
10340288,18.760158511501498,85.5125816913434,4.558201447973761,0.9873767637632405
10340373,18.71033654165511,85.74097015094291,4.582545587037223,0.9847545548239509
10343665,18.517318765609655,86.6373920126992,4.67872228746216,0.9745957245057717
10350598,19.117769485609656,83.92419330899592,4.389852768764024,1.006198393979453
10355079,18.79608476291988,85.3648319468273,4.541628377588051,0.9892676191010459
10378154,18.36334452644168,87.38254464456118,4.758531024603804,0.9664918171811401
10408733,17.489465901031455,91.7618386132769,5.246691873413079,0.9204982053174469
10408864,17.409465901031453,92.18477153031824,5.295094752151851,0.9162876790016554
10410110,16.868942869069603,95.14748984492437,5.640394337892032,0.8878390983720834
10413231,17.026282869069604,94.27084469325692,5.536783654905196,0.8961201510036609
10417221,16.543893145293932,97.02788154669896,5.8648759814009965,0.8707312181733649
10417927,16.49129314529393,97.33828920213124,5.902404883871,0.8679627971207324
10418376,16.196360849460834,99.11613233251751,6.119654486200029,0.8524400447084659
10421715,15.830083174069472,101.41638975650974,6.406560764168015,0.833162272319445
10429760,16.531083174069472,97.12818747148003,5.875488402589042,0.8700570091615525
10433687,16.23977083273301,98.87573547148004,6.088493273081497,0.8547247806701606
10437591,16.28954155448537,98.57453618208548,6.051400271295094,0.8573442923413346
10438975,29.509622265305506,178.57453618208547,6.051400271295093,1.5531380139634514
10442801,29.514860425305503,178.5429386657981,6.049255733993532,1.5534137065950233
10444014,29.11945036331671,180.9746502495094,6.214906119158506,1.5326026507008805
10445085,170.7145095850884,1060.9746502495095,6.214906119158507,8.98497418868888
10445151,167.80884807795985,1079.4010298193293,6.432324887409192,8.83204463568211
10445243,167.72250710040927,1079.9583609289862,6.438959085452109,8.82750037370576
10445508,165.93216559424226,1091.645740577191,6.578867555110547,8.73327187338117
10445873,164.53216559424226,1100.962476544938,6.691472591809524,8.659587662854847
10445976,163.53216559424226,1107.7151254714631,6.7736834612704735,8.606956083907505
10445993,164.53216559424226,1101.0026865181248,6.691716981549619,8.659587662854847
10446073,164.95055628424225,1098.21839266064,6.657864134560381,8.681608225486428
10446339,164.08031743093997,1104.0605807667469,6.728781355700611,8.635806180575798
10446567,164.3295324491033,1102.3912260485017,6.708418198597005,8.648922760479138
10447265,160.69620091208552,1127.3912260485017,7.015668196569753,8.457694784846609
10447894,159.69620091208552,1134.4720681118727,7.103938989359,8.40506320589924
10447904,159.00036450601212,1139.4518196744957,7.166347216967611,8.368440237158552
10448022,158.50036450601212,1143.057112522306,7.211700213338931,8.342124447684853
10448098,152.56513525391222,1187.6591781269603,7.784604104668831,8.029743960732219
10448148,145.4811352539122,1245.6645936347506,8.562378836683244,7.656901855469073
10448160,148.4811352539122,1220.5704384709563,8.220373829872077,7.814796592311183
10448543,149.45398724542105,1212.6489689955004,8.113861606142283,7.86599932870638
10448897,152.94818532622065,1185.026453961057,7.747894827477252,8.04990449085372
10448963,151.12265340089164,1199.3844142960913,7.936496529838027,7.953823863204832
10449788,152.54992320089164,1188.196224308571,7.788900835720814,8.028943326362707
10452044,153.54992320089164,1180.4811127912549,7.687930336811787,8.081574905310077
10452205,153.84531516158535,1178.221307097477,7.6584802459534025,8.097121850609767
10452808,158.84531516158535,1141.24201123758,7.18461233859275,8.360279745346588
10453413,160.84531516158535,1127.093501788124,7.007313210557888,8.465542903241356
10453649,159.83351505745293,1134.249853173224,7.096445653250586,8.412290266181742
10454129,162.83351505745293,1113.4142848336282,6.837746421188412,8.570185003023852
10454652,159.48948818665718,1136.8295631792337,7.12792784091673,8.394183588771455
10454776,159.16224122449458,1139.1739851258621,7.157313043356082,8.376960064447104
10454968,158.86769902333486,1141.2923795414108,7.18391709930774,8.361457843333397
10455065,199.09769914100173,1430.3013652918703,7.18391709930774,10.478826270579049
10455155,199.63169914100175,1426.4868623828186,7.145592952025507,10.506931533736918
10457551,194.33059017739225,1465.5168289724895,7.541359431033018,10.227925798810134
10457956,199.03228751739226,1430.9986495626674,7.189781454115182,10.475383553546948
10458520,195.82026455725472,1454.5418268859164,7.427943324326536,10.306329713539725
10458868,192.7086878757677,1478.098300088816,7.6701176079912505,10.142562519777243
10459053,184.7086878757677,1542.3095055259814,8.34995648154523,9.721509888198312
10459167,189.0847096157677,1506.7201677152464,7.968492908691553,9.95182682188252
10459448,188.2213833289144,1513.6519265854433,8.04187016275593,9.906388596258637
10459684,189.32350789891441,1504.8666608484423,7.9486519003859595,9.96439515257444
10459708,252.22725639187857,2004.8666608484423,7.9486519003859595,13.275118757467311
10459792,251.07736001425252,2014.0762761178853,8.02173591439529,13.214597895486975
10459852,249.18977052785857,2029.3786248532601,8.143908237302151,13.1152510804136
10460215,253.38977052785856,1995.8404018317972,7.876562647632089,13.33630371199257
10460507,251.23977052785855,2012.9713232667532,8.012152371567089,13.223145817255755
10461090,256.2397705278586,1973.8078105985128,7.702972128535835,13.486303711992548
10461291,255.93454816242152,1976.168816888761,7.721383576689467,13.470239376969545
10461811,248.78592596895825,2033.12297289487,8.172178409917564,13.093996103629394
10462187,250.78592596895825,2016.9572164361405,8.042545484333898,13.199259261524134
10462921,253.37043165322044,1996.4443338093345,7.879547430940168,13.335285876485301
10463635,251.01614511751066,2015.2253769463127,8.028269958503687,13.211376058816342
10463952,245.71614511751065,2058.823785962874,8.378870606887746,12.932428690395312
10464362,240.93254026718316,2099.823785962874,8.715401346925846,12.680660014062283
10464724,241.93254026718316,2091.170339540858,8.643609235993766,12.733291593009653
10464773,242.93254026718316,2082.5880286937327,8.572700990996312,12.785923171956995
10464946,493.9784077474307,4234.7291856271795,8.572700990996312,25.998863565654176
10464953,504.3052366768307,4148.26804001936,8.225708833314489,26.54238087772802
10465256,502.6166894851723,4162.246133795104,8.281153851175278,26.453509972903817
10465506,500.9041559429915,4176.519192489799,8.337960751447895,26.363376628578465
10465539,500.62503143103186,4178.854826223665,8.347275033927986,26.34868586479115
10465789,505.6650314310318,4220.925092394662,8.347275033927986,26.613949022685915
10466371,496.86294983501955,4295.925092394662,8.64609666271373,26.150681570264283
10466740,497.86294983501955,4287.322196502882,8.611450596843174,26.20331314921168
10466772,498.86457518297004,4278.739840254328,8.576956659400002,26.256030272787825
10467040,500.11624350297006,4268.063249405173,8.534142421590484,26.32190755278782
10467904,500.71624350297003,4262.964224464066,8.51373263755279,26.353486500156293
10467925,502.71624350297003,4246.05517840137,8.446226341950863,26.458749658050976
10468211,505.7312435029701,4220.817111273658,8.345968665170812,26.61743386857745
10469095,507.7312435029701,4204.240607687166,8.280444943039186,26.722697026472133
10469181,513.7520838294583,4155.115727570088,8.087783696366266,27.039583359445146
10471883,501.7137051927766,4255.115727570088,8.481163028893377,26.405984483830366
10472238,505.1768593791266,4226.032416711732,8.365451303342791,26.588255756796173
10472564,506.1768593791266,4217.708489583947,8.332479866340318,26.64088733574357
10472732,509.9768593791266,4186.374582375619,8.208950083484842,26.84088733574356
10472744,516.1768671491266,4136.239401129486,8.013221173537215,27.167203534164514
10472760,541.3946547938216,4338.31511103372,8.013221173537211,28.494455515464324
10472768,538.5740066795912,4361.1043307673035,8.097502435467174,28.34600035155745
10473231,526.8840809193633,4458.154879224058,8.461358087427875,27.730741101019134
10473437,529.8840809193633,4432.989813487011,8.36596148688908,27.888635837861216
10473460,533.8167185193632,4400.429149988587,8.24333333394647,28.095616764176953
10473763,534.8167285193633,4392.225785899169,8.212581154779915,28.14824886944018
10475303,529.667961201704,4435.049966383595,8.373264556763845,27.87726111587915
10475823,533.667961201704,4401.906929386296,8.248400221505072,28.087787431668744
10478269,534.6256649545294,4394.045170251387,8.218919251893952,28.138192892343568
10478468,537.2256649545294,4372.842889699363,8.139676070891882,28.27503499760678
10479734,535.9327887871431,4383.423612025985,8.179054731743523,28.20698888353388
10479963,530.0199210521029,4432.471945481897,8.362840280952701,27.895785318531807
10480024,539.0199210521029,4358.681420201577,8.086308594483759,28.36946952905805
10480269,554.0199210521029,4241.015298213026,7.654987008696713,29.15894321326857
10480305,550.1594486681735,4270.864076126279,7.762956878165395,28.95576045621965
10482779,545.1687308010929,4310.07911706134,7.905954383568434,28.69309109479434
10483146,548.989730801093,4280.170089997046,7.796448366623117,28.894196357952296
10484866,545.7574477676302,4305.595945877952,7.8892115233417135,28.724076198296416
10485017,540.7574477676302,4345.526524906571,8.035999398336338,28.460918303559538
10485706,543.5196620301649,4323.508097949537,7.954648929903083,28.606298001587675
10485725,539.5196620301649,4355.659049665249,8.07321652240678,28.39577168579808
10485763,541.5196620301649,4339.620333093499,8.013781654435594,28.501034843692878
10486109,544.8896620301649,4312.860938459158,7.915108762368847,28.678403264745498
10486275,548.0507868808099,4288.0588088982895,7.824199712043943,28.84477825688475
10486466,545.107472704746,4311.281901881748,7.909049348543652,28.68986698446031
10486875,547.107472704746,4295.5687361506225,7.8514166785449575,28.795130142354992
10487514,555.9140835162528,4227.72065041115,7.60498928839882,29.25863597453963
10488145,553.9140835162528,4243.031479662581,7.66008954444301,29.153372816644946
10488962,552.1503261028565,4256.625960120398,7.7091794732137116,29.060543479097646
10489471,553.9299761028566,4242.991292206766,7.65979722212922,29.154209268571435
10490637,555.9299761028566,4227.772440348693,7.604865040712398,29.259472426466118
10490818,550.5392325600844,4269.29430450814,7.754750346592602,28.9757490821097
10491043,549.0546999872101,4280.87234471169,7.796804844419709,28.897615788800522
10491463,553.0546999872101,4250.002903869048,7.684597751302598,29.10814210459
10492162,540.714193347878,4347.290906869048,8.039905296275702,28.45864175515146
10493414,546.3930804622412,4302.241876499342,7.873895241974337,28.75753055064422
10494035,545.9481425590234,4305.758676541959,7.886753962307796,28.73411276626439
10494172,543.9481425590234,4321.637818258254,7.944944527114211,28.628849608369705
10494506,543.9481425608897,4321.63781824347,7.944944527059774,28.62884960846793
10495979,544.8458530908897,4314.53863572415,7.9188244000535875,28.676097531099458
10496053,551.6958530908897,4261.12691741692,7.72368850253967,29.036623846888915
10496478,564.0363590908896,4168.17165060777,7.389898866317774,29.686124162678425
10496552,547.3467985294092,4295.6489213417835,7.848130166985852,28.807726238389932
10496890,552.3467985294092,4256.879091449854,7.706895564133881,29.07088413312681
10497981,558.1828132994092,4212.503922676636,7.546817677485619,29.378042805231985
10498205,567.8551373816092,4140.963590930417,7.292288681272619,29.887112493768882
10498310,572.8551373816092,4104.927876681859,7.165734596436636,30.15027038850576
10498413,567.0284043338169,4147.236673920003,7.313983994844943,29.843600228095625
10499283,569.0284043338169,4132.703696193971,7.2627370878476345,29.948863385990308
10500463,568.0680879575009,4139.711033971292,7.287350093640532,29.898320418815842
10501039,567.9083086421648,4140.879233971292,7.29145739014083,29.88991098116651
10501709,564.1113760503846,4168.8346162577,7.390091377780251,29.690072423704464
10502598,562.8018374668003,4178.563932056747,7.424574075423556,29.621149340357874
10503100,572.7696650720163,4106.05936002886,7.168779372267544,30.145771845895638
10504804,582.2696650720163,4039.264802100784,6.937103277741937,30.645771845895524
10504834,577.6598017545764,4071.596094754726,7.0484324552058375,30.403147460767173
10505376,571.9010091418686,4112.7186513358265,7.191312107504264,30.100053112729938
10506815,576.9010091418686,4077.1797369714345,7.067381877241257,30.363211007466703
10506844,586.1030091418686,4013.3557765812425,6.847526311897494,30.84752679694043
10506888,585.1539455393481,4019.884641495913,6.869789859813224,30.797576081018292
10507301,585.0519503460883,4020.5875579438703,6.872188966408001,30.792207912952108
10507308,578.5971082062443,4065.5762878802784,7.026610106096624,30.452479379276042
10508827,564.0731231853869,4170.573396967155,7.393675084917074,29.688059115020337
10509036,569.2851629380237,4132.5035869171015,7.259109943406331,29.962376996738044
10509552,562.6655514120703,4181.267691903102,7.431177688788227,29.613976390108974
10510081,565.6655514120703,4159.158566435956,7.352681378693565,29.771871126951055
10510826,566.3171809271237,4154.3871958917825,7.335795797490362,29.80616741721701
10510833,566.9715966228972,4149.606445849471,7.318896520683112,29.840610348573477
10511058,568.9715966228972,4135.063711979205,7.267610081984183,29.94587350646816
10511418,567.9567960025688,4142.474296596423,7.293643329479039,29.892462947503645
10512454,567.0768853655732,4148.92135027957,7.316329509013432,29.846151861345902
10512718,567.0065062588291,4149.437880519296,7.318148618607115,29.84244769783311
10512746,613.9277593198003,4492.814583790758,7.318148618607115,32.311987332621015
10512975,594.216007455023,4642.301854958179,7.812481987553257,31.2745267081591
10513095,605.2150644478608,4558.182112148106,7.531508020717474,31.85342444462424
10513279,610.2910644478608,4520.382941631496,7.40692958649354,32.120582339361135
10513503,604.7563070814261,4561.878178655678,7.543332951203854,31.829279320075102
10514860,602.6788534928563,4577.650437726687,7.595505319618697,31.719939657518694
10516158,596.6141343675619,4624.32332001081,7.7509449636368455,31.400743914082227
10516986,599.1465186675618,4604.836300117524,7.685659778776968,31.5340272982927
10517902,600.9333809975618,4591.184874961263,7.640089600846937,31.628072684082213
10518049,613.1333809975619,4500.09906299983,7.339510785855785,32.270177947240086
10518142,610.616873350992,4518.700922900325,7.400222824014406,32.137730176367995
10518208,603.8223202172608,4569.700922900325,7.567956284319044,31.780122116697953
10518676,600.3389067630741,4596.295993891239,7.656168777522167,31.596784566477595
10519248,607.3389067630741,4543.477610991357,7.480959247624474,31.965205619109156
10519820,606.3389067630741,4550.993455690313,7.505692616668265,31.912574040161758
10520503,602.6477123421031,4578.9519939138145,7.5980575386545155,31.71830064958442
10521073,616.6477123421031,4475.299026301362,7.257464735097502,32.45514275484754
10521366,609.5681093203675,4527.432128498625,7.427278526014829,32.08253206949303
10523134,611.7806170684721,4511.107590252074,7.373734087667539,32.19897984570912
10523278,619.1188967735652,4457.796938991676,7.20022755277337,32.58520509334551
10523678,618.0105035763743,4465.815992634126,7.226116654637467,32.526868609282815
10524572,616.1058004377584,4479.663693268725,7.270932508809061,32.426621075671505
10525305,630.1058004377584,4380.424305468312,6.9518869726719945,33.16346318093463
10525408,623.3470595552503,4428.062676575642,7.103687438158455,32.80773997659219
10525545,622.7350890652503,4432.427289597612,7.117677110905792,32.77553100343414
10525935,614.3302766068474,4493.250952340772,7.314063987141423,32.33317245299202
10526118,613.0757671635363,4502.47295623496,7.344072621017392,32.26714564018607
10526133,608.7585722354684,4534.499680668498,7.448765220696636,32.039924854498395
10527416,605.0390080959532,4562.460049368241,7.540770079810589,31.844158320839597
10527960,610.0390080959532,4525.176494878164,7.417847768460074,32.107316215576475
10528010,609.6616584591659,4527.985777401517,7.4270469769172704,32.08745570837709
10528258,605.9106039532137,4556.101853979283,7.519429143925478,31.890031787011253
10530009,603.9691637498598,4570.791371074618,7.567921750666826,31.787850723676797
10530127,597.4532149031462,4620.791371074618,7.734147638361439,31.444906047534005
10530433,602.7632149031463,4580.205882617717,7.5986818196158135,31.724379731744534
10531231,599.5007944607286,4605.205882617717,7.681734411645371,31.55267339266993
10531463,597.7474703062189,4618.7546055439725,7.7269329189763685,31.46039317401153
10531907,608.6974703062189,4535.911550173765,7.451832431457081,32.03670896348524
10532026,605.2045877291806,4562.168918319643,7.538225933543552,31.85287303837788
10532151,604.8112690650985,4565.144698753885,7.548048345412886,31.832172056057857
10532200,604.4164047885847,4568.136074656882,7.557928670474692,31.811389725715003
10533202,592.774539861944,4658.122476745556,7.85816893861606,31.198659992733837
10533265,596.774539861944,4626.993524781582,7.753336001653114,31.409186308523317
10533477,594.4735380836805,4644.956961247225,7.813563874046454,31.288080951772713
10533574,590.0951404350565,4679.525394764469,7.93012020284461,31.05763897026611
10534345,600.0951404350565,4601.775722200626,7.66841024385639,31.583954759739868
10535323,608.3651404350564,4539.405181783231,7.461645778285379,32.01921791763448
10536489,616.5063955353188,4479.637681825698,7.26616579206122,32.447705028174596
10537307,615.5063955353188,4486.937552412772,7.289830918020581,32.39507344922731
10537773,615.3182769149685,4488.31345230519,7.294295685166907,32.3851724692089
10537871,614.3182769149685,4495.641606257634,7.318098411191993,32.3325408902615
10537976,613.832410397214,4499.210747049291,7.329705422588927,32.30696896827442
10538317,608.4450903639114,4459.723278187972,7.329705422588929,32.02342580862694
10539137,611.6115555453115,4436.70309102206,7.254119139502369,32.1900818708059
10539172,612.6115555453115,4429.482504659515,7.2304912706333875,32.24271344975318
10539452,619.6115555453115,4379.58929998855,7.06828215321797,32.61113450238486
10539531,613.8715654020909,4420.663759472592,7.201284452028692,32.309029758004726
10540249,614.8263596220909,4413.819255698625,7.178968804154108,32.35928208537325
10541276,622.126359622091,4362.181275246894,7.011728739313811,32.74349261168902
10542328,646.0156621905409,4201.336309031016,6.503458901886254,34.000824325817916
10542424,632.9182822522916,4288.53883684182,6.77581760094005,33.31148853959428
10542649,635.4294257328643,4271.641671254103,6.722448628071419,33.44365398594027
10542924,626.1664899517264,4335.022583724192,6.9231149435326635,32.9561310500909
10542949,626.6402098065371,4331.755270006545,6.912667272570794,32.98106367402829
10543101,624.123584114118,4349.274571490707,6.9686111568177225,32.848609690216676
10543327,621.4056320124873,4368.355006912332,7.029796290653105,32.705559579604596
10543357,619.7466281777372,4380.0838718241675,7.067539656816016,32.61824358830188
10543889,633.2105435377372,4287.223905007967,6.770613579892899,33.32687071251246
10544337,628.4563010340805,4319.754143910945,6.873595088159819,33.07664742284635
10544419,627.7318978836464,4324.754143910945,6.889492406697105,33.03852094124454
10544454,623.2318978836464,4356.074674157244,6.989492497013521,32.80167883598142
10544457,621.8759708150166,4365.601159692971,7.020051207271304,32.730314253421966
10544711,632.8759708150166,4289.946455246001,6.778494765287764,33.30926162184289
10544812,630.5285229393235,4305.965917505612,6.829137399578006,33.185711733648645
10544900,625.8861304667919,4338.000712956259,6.930974344679817,32.941375287725805
10546129,624.8850947992158,4344.970890603717,6.953231764953228,32.888689199958776
10546175,623.8837103195148,4351.965909993341,6.975604328192079,32.835984753658636
10546820,620.416621509024,4376.359283653746,7.0539039927867115,32.65350639521182
10547729,621.416621509024,4369.33782474976,7.031253547965019,32.706137974159105
10548223,624.846621509024,4345.424573392258,6.954385962586983,32.886664289948726
10548889,619.8935629281661,4380.249755456263,7.066132022351474,32.625976996219265
10550494,624.8935629281661,4345.306093877239,6.953673956114584,32.88913489095614
10551217,616.109377043332,4407.445759940578,7.153674208127812,32.42680931807013
10551572,615.5875817902246,4411.192918683325,7.16582505750829,32.399346410011844
10551610,610.8909043667506,4445.209288736345,7.276600874167946,32.1521528614079
10551622,610.5268753992585,4447.86773699701,7.285293925985313,32.13299344206621
10552075,620.6044138036297,4375.855254657255,7.050957352749111,32.66339020019109
10553371,618.5819516946923,4390.205222865093,7.097208722041612,32.55694482603633
10553799,623.8038682599414,4353.563764386062,6.9790586206687575,32.83178253999688
10556366,623.7949147576896,4353.626440327857,6.979259268278909,32.83131130303627
10556708,625.0213356456579,4345.109304507372,6.951937568689233,32.89585977082413
10558391,625.954969830768,4338.647832596668,6.93124592296097,32.94499841214565
10559941,625.0677231545645,4344.82481762977,6.950966521999405,32.89830121866123
10560157,626.7273594206365,4333.353715632925,6.9142564952626175,32.98565049582294
10560198,655.9679874418625,4535.530917854245,6.914256495262617,34.524630917992795
10560710,653.9679874418625,4549.443491528787,6.956676135363935,34.419367760098
10561427,650.4568158579638,4574.075322800304,7.0320968453025126,34.234569255682345
10561851,649.7486951959785,4579.075322800304,7.047455972834473,34.19729974715676
10561947,645.3925433679985,4610.075322800304,7.143056377352147,33.968028598315755
10562289,648.3925433679985,4588.8089975958255,7.077208158131799,34.125923335157836
10562812,640.5491862056228,4645.166836461213,7.251850344198341,33.71311506345387
10562827,639.8247481776033,4650.442126759535,7.268306110392373,33.674986746189575
10562838,637.8247481776033,4665.0681990353005,7.314028206594933,33.56972358829489
10564059,647.8056481776033,4593.404667881471,7.090714137494116,34.09503411461071
10564113,642.8592077191967,4628.854686376669,7.200417495456595,33.834695143115596
10564134,641.5148564199362,4638.584050152852,7.23067284215228,33.7639398115756
10564219,637.0919892930991,4670.88326906819,7.331568042867533,33.53115733121581
10564819,629.3368715407712,4728.614268381082,7.513645683597519,33.12299323898799
10566524,629.2491483821242,4729.275464589561,7.515743925516786,33.11837623063809
10566691,627.5077835511839,4742.4389259997115,7.557577850526989,33.02672545006237
10567036,646.3427578214224,4884.785710359712,7.557577850526989,34.018039885338
10567513,648.5867542073711,4867.935735366089,7.505450433250253,34.136144958282785
10569576,647.5860669923707,4875.480584027098,7.528699013971432,34.083477210124784
10570364,639.5860669923707,4936.64703263514,7.718503087238183,33.662424578545824
10570453,643.5860669923707,4906.056383670439,7.622999681453012,33.872950894335304
10570806,643.1445305801682,4909.4346611687115,7.633485830533311,33.84971213579831
10570862,640.5151753511609,4929.648842918925,7.69638102675125,33.71132501848217
10571458,649.5151753511609,4861.5433088288,7.484880251181818,34.18500922900853
10572003,646.8620201978742,4881.5433088288,7.546498567554704,34.045369484098615
10572293,645.8620201978742,4889.124234555541,7.569920635769307,33.992737905151216
10572335,644.4817338003282,4899.626778561354,7.602429241352779,33.920091252648945
10572461,643.4817338003282,4907.263933790613,7.626112251561335,33.86745967370143
10572555,641.4817338003282,4922.609748845089,7.673811255204551,33.76219651580675
10572692,640.125002403046,4933.074510327746,7.706423732566069,33.690789600160315
10574398,650.115002403046,4857.494289793401,7.4717461861954435,34.216579073844514
10574504,647.3387745661748,4878.389205506163,7.5360682801296734,34.070461819272396
10574939,644.9984411387397,4896.143374871535,7.590938307118126,33.94728637572314
10575056,644.2965153221345,4901.493505698868,7.607512052503071,33.91034291169126
10576030,639.387879595456,4939.235920018974,7.724944556571911,33.65199366291881
10576212,634.7201045678478,4975.668696867072,7.839154079190196,33.406321293044584
10576243,621.7201045678478,5080.021648567899,8.170914228516027,32.72211076672875
10576657,619.7201045678478,5096.465548108112,8.223818318210046,32.616847608834064
